time,Indiana,pts.away,score,pts.home,Toronto
1:43.0,,,92-105,,Offensive rebound by Team
1:43.0,,,92-106,1,N. Powell makes free throw 2 of 2
1:32.0,G. Robinson misses 2-pt shot from 1 ft,,92-106,,
1:32.0,Offensive rebound by L. Allen,,92-106,,
1:30.0,L. Allen makes 2-pt shot from 3 ft,2,94-106,,
1:10.0,,,94-106,,Turnover by P. Patterson (lost ball; steal by J. Young)
1:08.0,J. Young makes 2-pt shot at rim,2,96-106,,
1:00.0,Personal foul by J. Young,,96-106,,
1:00.0,,,96-107,1,C. Joseph makes free throw 1 of 2
1:00.0,,,96-108,1,C. Joseph makes free throw 2 of 2
0:48.0,Offensive foul by M. Turner,,96-108,,
0:48.0,Turnover by M. Turner (offensive foul),,96-108,,
0:25.0,,,96-111,3,N. Powell makes 3-pt shot from 23 ft (assist by P. Patterson)
0:17.0,J. Young misses 2-pt shot from 19 ft,,96-111,,
0:16.0,Offensive rebound by L. Allen,,96-111,,
0:10.0,J. Young makes 2-pt shot from 16 ft,2,98-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
