time,Denver,pts.away,score,pts.home,Memphis
0:39.0,,,24-19,,Defensive rebound by R. McCallum
0:33.0,,,24-19,,Shooting foul by D. Arthur (drawn by R. McCallum)
0:33.0,,,24-19,,R. McCallum misses free throw 1 of 2
0:33.0,,,24-19,,Offensive rebound by Team
0:33.0,,,24-20,1,R. McCallum makes free throw 2 of 2
0:14.0,D. Augustin misses 3-pt shot from 24 ft,,24-20,,
0:13.0,,,24-20,,Defensive rebound by J. Green
0:07.0,,,24-20,,R. McCallum misses 2-pt shot from 1 ft (block by W. Barton)
0:04.0,Defensive rebound by D. Arthur,,24-20,,
0:02.0,J. Lauvergne makes 2-pt shot at rim (assist by D. Arthur),2,26-20,,
0:00.0,,,26-20,,V. Carter misses 3-pt shot from 49 ft
0:00.0,,,26-20,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,Def 3 sec tech foul by J. Lauvergne,,26-20,,
11:40.0,,,26-21,1,V. Carter makes technical free throw
11:34.0,,,26-21,,Turnover by J. Green (lost ball; steal by D. Arthur)
11:15.0,D. Arthur makes 2-pt shot from 15 ft (assist by D. Augustin),2,28-21,,
10:57.0,,,28-21,,J. Green misses 2-pt shot from 2 ft
10:56.0,Defensive rebound by W. Barton,,28-21,,
10:33.0,D. Augustin makes 2-pt shot from 3 ft,2,30-21,,
10:22.0,,,30-23,2,J. Martin makes 2-pt shot from 12 ft (assist by R. McCallum)
10:07.0,J. Lauvergne makes 2-pt shot from 4 ft (assist by A. Toupane),2,32-23,,
10:03.0,,,32-23,,Memphis full timeout
10:03.0,,,32-23,,M. Barnes enters the game for R. McCallum
10:03.0,,,32-23,,X. Munford enters the game for J. Martin
9:48.0,,,32-23,,J. Green misses 2-pt shot from 2 ft
9:47.0,,,32-23,,Offensive rebound by J. Green
9:47.0,,,32-25,2,J. Green makes 2-pt shot from 2 ft
9:31.0,,,32-25,,Personal foul by J. Green
9:23.0,D. Augustin makes 2-pt shot from 2 ft,2,34-25,,
9:07.0,,,34-25,,J. Green misses 2-pt shot from 4 ft
9:04.0,,,34-25,,Offensive rebound by M. Barnes
8:57.0,,,34-25,,L. Stephenson misses 2-pt shot from 14 ft
8:55.0,Defensive rebound by J. Lauvergne,,34-25,,
8:49.0,Shooting foul by M. Barnes (drawn by W. Barton),,34-25,,
8:49.0,W. Barton misses free throw 1 of 2,,34-25,,
8:49.0,Offensive rebound by Team,,34-25,,
8:49.0,W. Barton makes free throw 2 of 2,1,35-25,,
8:37.0,,,35-25,,L. Stephenson misses 3-pt shot from 22 ft
8:35.0,,,35-25,,Offensive rebound by J. Green
8:35.0,,,35-25,,J. Green misses 2-pt shot from 1 ft
8:35.0,,,35-25,,Offensive rebound by J. Green
8:35.0,,,35-25,,Shooting foul by D. Arthur (drawn by J. Green)
8:35.0,,,35-25,,J. Green misses free throw 1 of 2
8:35.0,,,35-25,,Offensive rebound by Team
8:35.0,,,35-26,1,J. Green makes free throw 2 of 2
8:19.0,J. Lauvergne makes 2-pt shot from 6 ft,2,37-26,,
8:08.0,,,37-26,,X. Munford misses 2-pt shot from 18 ft
8:06.0,,,37-26,,Offensive rebound by M. Barnes
8:04.0,,,37-26,,M. Barnes misses 2-pt shot from 3 ft (block by J. Lauvergne)
8:01.0,Defensive rebound by D. Augustin,,37-26,,
8:00.0,Turnover by D. Augustin (lost ball; steal by M. Barnes),,37-26,,
7:56.0,,,37-28,2,J. Green makes 2-pt shot at rim (assist by M. Barnes)
7:38.0,Offensive foul by J. Lauvergne,,37-28,,
7:38.0,Turnover by J. Lauvergne (offensive foul),,37-28,,
7:20.0,,,37-28,,J. Green misses 2-pt shot from 4 ft
7:17.0,Defensive rebound by J. Lauvergne,,37-28,,
7:06.0,Shooting foul by V. Carter (drawn by D. Arthur),,37-28,,
7:06.0,D. Arthur makes free throw 1 of 2,1,38-28,,
7:06.0,D. Arthur makes free throw 2 of 2,1,39-28,,
6:55.0,,,39-30,2,X. Munford makes 2-pt shot from 2 ft
6:54.0,Denver full timeout,,39-30,,
6:54.0,,,39-30,,T. Allen enters the game for L. Stephenson
6:31.0,J. Lauvergne makes 2-pt shot from 2 ft (assist by D. Arthur),2,41-30,,
6:11.0,,,41-30,,Turnover by X. Munford (lost ball; steal by J. Lauvergne)
6:08.0,Shooting foul by V. Carter (drawn by W. Barton),,41-30,,
6:08.0,W. Barton makes free throw 1 of 2,1,42-30,,
6:08.0,J. Sampson enters the game for D. Arthur,,42-30,,
6:08.0,,,42-30,,J. Farmar enters the game for X. Munford
6:08.0,W. Barton makes free throw 2 of 2,1,43-30,,
5:50.0,,,43-30,,M. Barnes misses 3-pt shot from 24 ft
5:49.0,Defensive rebound by W. Barton,,43-30,,
5:39.0,W. Barton makes 3-pt shot from 25 ft,3,46-30,,
5:36.0,,,46-30,,Turnover by M. Barnes (bad pass)
5:14.0,Turnover by D. Augustin (bad pass),,46-30,,
5:14.0,,,46-30,,Z. Randolph enters the game for V. Carter
5:04.0,Personal foul by J. Sampson,,46-30,,
5:04.0,K. Faried enters the game for A. Toupane,,46-30,,
5:04.0,E. Mudiay enters the game for D. Augustin,,46-30,,
4:53.0,,,46-32,2,Z. Randolph makes 2-pt shot from 3 ft (assist by M. Barnes)
4:42.0,Shooting foul by T. Allen (drawn by W. Barton),,46-32,,
4:42.0,W. Barton makes free throw 1 of 2,1,47-32,,
4:42.0,W. Barton makes free throw 2 of 2,1,48-32,,
4:28.0,,,48-35,3,J. Farmar makes 3-pt shot from 23 ft (assist by Z. Randolph)
4:12.0,E. Mudiay misses 2-pt shot from 2 ft,,48-35,,
4:12.0,,,48-35,,Defensive rebound by Z. Randolph
4:12.0,Personal foul by K. Faried,,48-35,,
4:03.0,,,48-38,3,J. Farmar makes 3-pt shot from 22 ft
4:02.0,Denver full timeout,,48-38,,
4:02.0,N. Jokic enters the game for J. Lauvergne,,48-38,,
3:42.0,W. Barton makes 2-pt shot from 12 ft (assist by K. Faried),2,50-38,,
3:25.0,,,50-38,,Shooting foul by W. Barton (drawn by M. Barnes)
3:25.0,,,50-39,1,M. Barnes makes free throw 1 of 2
3:25.0,,,50-39,,C. Andersen enters the game for J. Green
3:25.0,,,50-39,,M. Barnes misses free throw 2 of 2
3:24.0,Defensive rebound by N. Jokic,,50-39,,
3:09.0,,,50-39,,Violation by C. Andersen (kicked ball)
3:01.0,W. Barton misses 2-pt shot from 13 ft,,50-39,,
3:00.0,,,50-39,,Defensive rebound by C. Andersen
2:52.0,,,50-41,2,T. Allen makes 2-pt shot from 1 ft (assist by J. Farmar)
2:34.0,E. Mudiay misses 3-pt shot from 24 ft,,50-41,,
2:32.0,Offensive rebound by K. Faried,,50-41,,
2:29.0,K. Faried misses 2-pt shot from 2 ft,,50-41,,
2:28.0,,,50-41,,Defensive rebound by C. Andersen
2:24.0,,,50-41,,T. Allen misses 2-pt shot from 2 ft (block by E. Mudiay)
2:24.0,,,50-41,,Offensive rebound by Team
2:06.0,,,50-41,,J. Farmar misses 2-pt shot from 15 ft
2:04.0,,,50-41,,Offensive rebound by Z. Randolph
1:59.0,,,50-41,,M. Barnes misses 3-pt shot from 23 ft
1:57.0,Defensive rebound by Team,,50-41,,
1:37.0,E. Mudiay makes 2-pt shot from 19 ft,2,52-41,,
1:24.0,,,52-41,,Shooting foul by N. Jokic (drawn by Z. Randolph)
1:24.0,,,52-42,1,Z. Randolph makes free throw 1 of 2
1:24.0,,,52-43,1,Z. Randolph makes free throw 2 of 2
1:10.0,W. Barton makes 3-pt shot from 24 ft (assist by N. Jokic),3,55-43,,
0:56.0,,,55-43,,T. Allen misses 2-pt shot from 5 ft
0:55.0,Defensive rebound by W. Barton,,55-43,,
0:52.0,J. Sampson makes 2-pt shot at rim (assist by W. Barton),2,57-43,,
0:52.0,,,57-43,,Memphis full timeout
0:52.0,A. Toupane enters the game for J. Sampson,,57-43,,
0:52.0,J. Lauvergne enters the game for K. Faried,,57-43,,
0:36.0,,,57-45,2,Z. Randolph makes 2-pt shot from 4 ft
0:20.0,J. Lauvergne makes 2-pt shot at rim (assist by E. Mudiay),2,59-45,,
0:00.0,,,59-47,2,J. Farmar makes 2-pt shot from 19 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,59-47,,M. Barnes misses 3-pt shot from 26 ft
11:39.0,Defensive rebound by J. Sampson,,59-47,,
11:28.0,Offensive foul by K. Faried,,59-47,,
11:28.0,Turnover by K. Faried (offensive foul),,59-47,,
11:09.0,,,59-47,,Z. Randolph misses 2-pt shot from 3 ft (block by N. Jokic)
11:07.0,,,59-47,,Offensive rebound by C. Andersen
11:07.0,,,59-47,,C. Andersen misses 2-pt shot from 2 ft
11:07.0,,,59-47,,Offensive rebound by Team
10:54.0,,,59-47,,Z. Randolph misses 2-pt shot from 5 ft
10:53.0,Defensive rebound by N. Jokic,,59-47,,
10:50.0,,,59-47,,Personal foul by T. Allen
10:47.0,E. Mudiay makes 2-pt shot from 18 ft (assist by G. Harris),2,61-47,,
10:27.0,,,61-47,,Z. Randolph misses 2-pt shot from 5 ft
10:26.0,Defensive rebound by K. Faried,,61-47,,
10:21.0,G. Harris misses 3-pt shot from 25 ft,,61-47,,
10:17.0,Offensive rebound by N. Jokic,,61-47,,
10:17.0,N. Jokic misses 2-pt shot from 2 ft,,61-47,,
10:15.0,,,61-47,,Defensive rebound by M. Barnes
10:08.0,,,61-49,2,Z. Randolph makes 2-pt shot from 2 ft
9:47.0,E. Mudiay misses 2-pt shot from 12 ft,,61-49,,
9:44.0,,,61-49,,Defensive rebound by C. Andersen
9:32.0,,,61-51,2,Z. Randolph makes 2-pt shot from 6 ft
9:22.0,Offensive foul by J. Sampson,,61-51,,
9:22.0,Turnover by J. Sampson (offensive foul),,61-51,,
9:11.0,Violation by J. Sampson (def goaltending),,61-51,,
9:11.0,,,61-53,2,J. Farmar makes 2-pt shot from 2 ft
8:56.0,N. Jokic misses 2-pt shot from 4 ft,,61-53,,
8:55.0,,,61-53,,Defensive rebound by M. Barnes
8:43.0,,,61-55,2,C. Andersen makes 2-pt shot from 1 ft (assist by J. Farmar)
8:27.0,Shooting foul by T. Allen (drawn by E. Mudiay),,61-55,,
8:27.0,E. Mudiay makes free throw 1 of 2,1,62-55,,
8:27.0,E. Mudiay makes free throw 2 of 2,1,63-55,,
8:15.0,,,63-55,,J. Farmar misses 3-pt shot from 23 ft
8:14.0,Defensive rebound by G. Harris,,63-55,,
8:06.0,G. Harris misses 2-pt shot from 2 ft (block by C. Andersen),,63-55,,
8:04.0,Offensive rebound by N. Jokic,,63-55,,
8:00.0,Turnover by J. Sampson (lost ball; steal by T. Allen),,63-55,,
7:44.0,,,63-55,,Turnover by Z. Randolph (lost ball; steal by G. Harris)
7:37.0,G. Harris makes 2-pt shot from 2 ft,2,65-55,,
7:35.0,Personal take foul by N. Jokic,,65-55,,
7:26.0,,,65-57,2,C. Andersen makes 2-pt shot from 1 ft (assist by J. Farmar)
7:26.0,Denver full timeout,,65-57,,
7:06.0,Turnover by K. Faried (lost ball; steal by M. Barnes),,65-57,,
6:43.0,,,65-57,,Z. Randolph misses 2-pt shot from 14 ft
6:40.0,Defensive rebound by N. Jokic,,65-57,,
6:28.0,E. Mudiay makes 3-pt shot from 23 ft (assist by G. Harris),3,68-57,,
6:14.0,Personal foul by G. Harris,,68-57,,
6:02.0,,,68-57,,M. Barnes misses 3-pt shot from 24 ft
6:01.0,Defensive rebound by E. Mudiay,,68-57,,
5:55.0,K. Faried misses 2-pt shot from 1 ft (block by C. Andersen),,68-57,,
5:55.0,Offensive rebound by J. Sampson,,68-57,,
5:55.0,Shooting foul by J. Farmar (drawn by J. Sampson),,68-57,,
5:55.0,J. Sampson makes free throw 1 of 2,1,69-57,,
5:55.0,J. Sampson misses free throw 2 of 2,,69-57,,
5:54.0,,,69-57,,Defensive rebound by C. Andersen
5:36.0,,,69-57,,J. Farmar misses 3-pt shot from 24 ft
5:35.0,,,69-57,,Offensive rebound by M. Barnes
5:26.0,,,69-57,,C. Andersen misses 2-pt shot from 19 ft
5:25.0,Defensive rebound by K. Faried,,69-57,,
5:09.0,E. Mudiay makes 3-pt shot from 24 ft (assist by G. Harris),3,72-57,,
4:52.0,,,72-57,,M. Barnes misses 2-pt shot from 4 ft
4:49.0,Defensive rebound by N. Jokic,,72-57,,
4:42.0,E. Mudiay makes 3-pt shot from 25 ft,3,75-57,,
4:41.0,,,75-57,,Memphis full timeout
4:41.0,,,75-57,,J. Green enters the game for C. Andersen
4:41.0,,,75-57,,L. Stephenson enters the game for T. Allen
4:34.0,,,75-57,,J. Green misses 2-pt shot from 7 ft
4:33.0,Defensive rebound by Team,,75-57,,
4:24.0,K. Faried makes 2-pt shot at rim (assist by E. Mudiay),2,77-57,,
4:05.0,,,77-59,2,Z. Randolph makes 2-pt shot from 2 ft
3:35.0,Offensive foul by E. Mudiay,,77-59,,
3:35.0,Turnover by E. Mudiay (offensive foul),,77-59,,
3:35.0,,,77-59,,V. Carter enters the game for J. Farmar
3:19.0,,,77-59,,L. Stephenson misses 2-pt shot from 5 ft
3:18.0,Defensive rebound by E. Mudiay,,77-59,,
3:13.0,Turnover by E. Mudiay (bad pass),,77-59,,
3:13.0,D. Arthur enters the game for K. Faried,,77-59,,
3:01.0,,,77-59,,J. Green misses 2-pt shot from 4 ft
2:59.0,,,77-59,,Offensive rebound by L. Stephenson
2:59.0,,,77-61,2,L. Stephenson makes 2-pt shot from 2 ft
2:48.0,J. Sampson makes 2-pt shot from 4 ft,2,79-61,,
2:26.0,,,79-63,2,L. Stephenson makes 2-pt shot from 1 ft
2:13.0,Offensive foul by N. Jokic,,79-63,,
2:13.0,Turnover by N. Jokic (offensive foul),,79-63,,
2:13.0,W. Barton enters the game for J. Sampson,,79-63,,
2:13.0,J. Lauvergne enters the game for N. Jokic,,79-63,,
2:03.0,,,79-63,,Turnover by J. Green (lost ball)
1:47.0,,,79-63,,Violation by V. Carter (kicked ball)
1:34.0,E. Mudiay misses 3-pt shot from 23 ft,,79-63,,
1:33.0,Offensive rebound by D. Arthur,,79-63,,
1:29.0,G. Harris misses 3-pt shot from 24 ft,,79-63,,
1:28.0,,,79-63,,Defensive rebound by M. Barnes
1:21.0,,,79-63,,M. Barnes misses 2-pt shot from 1 ft
1:18.0,,,79-63,,Offensive rebound by Z. Randolph
1:18.0,,,79-65,2,Z. Randolph makes 2-pt shot from 1 ft
1:14.0,,,79-65,,Personal foul by V. Carter
1:14.0,D. Augustin enters the game for E. Mudiay,,79-65,,
1:08.0,W. Barton makes 3-pt shot from 24 ft,3,82-65,,
0:58.0,Personal foul by G. Harris,,82-65,,
0:58.0,A. Toupane enters the game for G. Harris,,82-65,,
0:54.0,,,82-65,,Shooting foul by D. Arthur (drawn by L. Stephenson)
0:54.0,,,82-65,,L. Stephenson misses free throw 1 of 2
0:54.0,,,82-65,,Offensive rebound by Team
0:54.0,,,82-66,1,L. Stephenson makes free throw 2 of 2
0:40.0,Shooting foul by V. Carter (drawn by J. Lauvergne),,82-66,,
0:40.0,J. Lauvergne makes free throw 1 of 2,1,83-66,,
0:40.0,J. Lauvergne makes free throw 2 of 2,1,84-66,,
0:35.0,,,84-66,,Z. Randolph misses 2-pt shot from 1 ft
0:34.0,,,84-66,,Offensive rebound by J. Green
0:34.0,,,84-66,,J. Green misses 2-pt shot from 1 ft
0:31.0,Defensive rebound by D. Arthur,,84-66,,
0:27.0,J. Lauvergne misses 2-pt shot from 14 ft,,84-66,,
0:24.0,,,84-66,,Defensive rebound by V. Carter
0:08.0,,,84-66,,M. Barnes misses 3-pt shot from 22 ft
0:07.0,,,84-66,,Offensive rebound by J. Green
0:07.0,,,84-68,2,J. Green makes 2-pt shot from 2 ft
0:00.0,D. Arthur misses 3-pt shot from 25 ft,,84-68,,
0:00.0,Offensive rebound by Team,,84-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,D. Arthur misses 2-pt shot from 2 ft (block by J. Green),,84-68,,
11:36.0,Offensive rebound by J. Lauvergne,,84-68,,
11:36.0,Turnover by Team (shot clock),,84-68,,
11:19.0,,,84-70,2,V. Carter makes 2-pt shot at rim (assist by X. Munford)
10:58.0,A. Toupane misses 3-pt shot from 22 ft,,84-70,,
10:57.0,,,84-70,,Defensive rebound by J. Green
10:49.0,,,84-70,,M. Barnes misses 3-pt shot from 23 ft
10:46.0,Defensive rebound by D. Arthur,,84-70,,
10:28.0,D. Arthur makes 3-pt shot from 25 ft (assist by A. Toupane),3,87-70,,
10:11.0,,,87-72,2,X. Munford makes 2-pt shot from 9 ft
9:52.0,W. Barton misses 2-pt shot from 4 ft,,87-72,,
9:48.0,,,87-72,,Defensive rebound by J. Green
9:39.0,Personal foul by W. Barton,,87-72,,
9:39.0,G. Harris enters the game for D. Arthur,,87-72,,
9:33.0,,,87-74,2,X. Munford makes 2-pt shot from 3 ft
9:33.0,,,87-74,,Shooting foul by D. Augustin (drawn by X. Munford)
9:33.0,,,87-74,,X. Munford misses free throw 1 of 1
9:31.0,,,87-74,,Offensive rebound by J. Green
9:28.0,,,87-74,,X. Munford misses 2-pt shot from 3 ft
9:28.0,,,87-74,,Offensive rebound by M. Barnes
9:28.0,,,87-76,2,M. Barnes makes 2-pt shot from 2 ft
9:27.0,Denver full timeout,,87-76,,
9:27.0,K. Faried enters the game for J. Lauvergne,,87-76,,
9:14.0,Shooting foul by X. Munford (drawn by D. Augustin),,87-76,,
9:14.0,D. Augustin makes free throw 1 of 2,1,88-76,,
9:14.0,D. Augustin makes free throw 2 of 2,1,89-76,,
9:00.0,,,89-78,2,J. Green makes 2-pt shot at rim (assist by L. Stephenson)
8:38.0,D. Augustin misses 2-pt shot from 15 ft,,89-78,,
8:36.0,Offensive rebound by K. Faried,,89-78,,
8:36.0,K. Faried misses 2-pt shot from 2 ft,,89-78,,
8:34.0,,,89-78,,Defensive rebound by X. Munford
8:25.0,,,89-78,,X. Munford misses 3-pt shot from 25 ft
8:24.0,Defensive rebound by W. Barton,,89-78,,
8:16.0,W. Barton makes 3-pt shot from 24 ft,3,92-78,,
8:03.0,,,92-78,,Shooting foul by K. Faried (drawn by V. Carter)
8:03.0,,,92-78,,V. Carter misses free throw 1 of 2
8:03.0,,,92-78,,Offensive rebound by Team
8:03.0,,,92-79,1,V. Carter makes free throw 2 of 2
7:42.0,D. Augustin makes 3-pt shot from 23 ft (assist by W. Barton),3,95-79,,
7:19.0,Personal foul by K. Faried,,95-79,,
7:19.0,D. Arthur enters the game for K. Faried,,95-79,,
7:13.0,,,95-81,2,L. Stephenson makes 2-pt shot from 1 ft (assist by J. Green)
7:13.0,,,95-81,,Shooting foul by A. Toupane (drawn by L. Stephenson)
7:13.0,,,95-81,,Z. Randolph enters the game for M. Barnes
7:13.0,J. Sampson enters the game for A. Toupane,,95-81,,
7:13.0,,,95-81,,L. Stephenson misses free throw 1 of 1
7:12.0,Defensive rebound by W. Barton,,95-81,,
6:55.0,D. Arthur makes 2-pt shot from 14 ft (assist by W. Barton),2,97-81,,
6:54.0,,,97-81,,Memphis full timeout
6:54.0,N. Jokic enters the game for J. Sampson,,97-81,,
6:37.0,,,97-81,,V. Carter misses 2-pt shot from 3 ft
6:36.0,,,97-81,,Offensive rebound by J. Green
6:36.0,,,97-81,,J. Green misses 2-pt shot from 1 ft
6:33.0,,,97-81,,Offensive rebound by Z. Randolph
6:33.0,,,97-83,2,Z. Randolph makes 2-pt shot from 1 ft
6:16.0,G. Harris misses 3-pt shot from 23 ft,,97-83,,
6:15.0,,,97-83,,Defensive rebound by L. Stephenson
6:10.0,,,97-83,,L. Stephenson misses 2-pt shot from 2 ft
6:07.0,,,97-83,,Offensive rebound by J. Green
6:07.0,,,97-85,2,J. Green makes 2-pt shot at rim
5:57.0,,,97-85,,Personal foul by X. Munford
5:57.0,E. Mudiay enters the game for G. Harris,,97-85,,
5:48.0,D. Augustin makes 2-pt shot from 20 ft,2,99-85,,
5:33.0,,,99-88,3,X. Munford makes 3-pt shot from 25 ft (assist by J. Green)
5:20.0,D. Arthur makes 3-pt shot from 22 ft (assist by D. Augustin),3,102-88,,
5:00.0,,,102-88,,Shooting foul by D. Arthur (drawn by L. Stephenson)
5:00.0,,,102-88,,L. Stephenson misses free throw 1 of 2
5:00.0,,,102-88,,Offensive rebound by Team
5:00.0,,,102-89,1,L. Stephenson makes free throw 2 of 2
4:39.0,D. Augustin misses 3-pt shot from 24 ft,,102-89,,
4:36.0,,,102-89,,Defensive rebound by X. Munford
4:30.0,,,102-89,,X. Munford misses 2-pt shot from 6 ft
4:27.0,,,102-89,,Offensive rebound by J. Green
4:27.0,,,102-89,,J. Green misses 2-pt shot from 2 ft
4:25.0,Defensive rebound by D. Arthur,,102-89,,
4:05.0,E. Mudiay misses 2-pt shot from 7 ft,,102-89,,
4:04.0,,,102-89,,Defensive rebound by X. Munford
3:57.0,Personal foul by N. Jokic,,102-89,,
3:57.0,,,102-89,,Z. Randolph misses free throw 1 of 2
3:57.0,,,102-89,,Offensive rebound by Team
3:57.0,,,102-89,,J. Farmar enters the game for X. Munford
