time,New Orleans,pts.away,score,pts.home,LA Clippers
5:33.0,R. Anderson makes 3-pt shot from 25 ft (assist by J. Holiday),3,34-42,,
5:20.0,,,34-44,2,B. Griffin makes 2-pt shot at rim
5:09.0,J. Holiday makes 2-pt shot from 3 ft,2,36-44,,
5:07.0,Personal foul by R. Anderson (drawn by B. Griffin),,36-44,,
5:07.0,,,36-44,,LA Clippers full timeout
4:58.0,,,36-44,,J. Redick misses 2-pt shot from 18 ft
4:57.0,Defensive rebound by J. Holiday,,36-44,,
4:39.0,A. Davis makes 2-pt shot from 4 ft (assist by J. Holiday),2,38-44,,
4:17.0,Personal foul by J. Holiday (drawn by C. Paul),,38-44,,
4:04.0,,,38-46,2,C. Paul makes 2-pt shot from 18 ft (assist by B. Griffin)
3:49.0,R. Anderson misses 3-pt shot from 27 ft,,38-46,,
3:48.0,,,38-46,,Defensive rebound by C. Paul
3:46.0,Shooting block foul by R. Anderson (drawn by B. Griffin),,38-46,,
3:46.0,,,38-47,1,B. Griffin makes free throw 1 of 2
3:46.0,O. Asik enters the game for R. Anderson,,38-47,,
3:46.0,,,38-48,1,B. Griffin makes free throw 2 of 2
3:21.0,J. Holiday misses 3-pt shot from 25 ft,,38-48,,
3:20.0,,,38-48,,Defensive rebound by B. Griffin
3:10.0,Personal foul by J. Holiday (drawn by C. Paul),,38-48,,
3:10.0,,,38-49,1,C. Paul makes free throw 1 of 2
3:10.0,A. Gee enters the game for J. Holiday,,38-49,,
3:10.0,,,38-50,1,C. Paul makes free throw 2 of 2
2:59.0,I. Smith misses 2-pt shot from 17 ft,,38-50,,
2:59.0,,,38-50,,Defensive rebound by D. Jordan
2:40.0,,,38-52,2,B. Griffin makes 2-pt shot from 1 ft (assist by J. Redick)
2:35.0,Turnover by I. Smith (lost ball; steal by C. Paul),,38-52,,
2:33.0,Loose ball foul by A. Davis (drawn by B. Griffin),,38-52,,
2:33.0,New Orleans full timeout,,38-52,,
2:33.0,,,38-52,,B. Griffin misses free throw 1 of 2
2:33.0,,,38-52,,Offensive rebound by Team
2:33.0,,,38-53,1,B. Griffin makes free throw 2 of 2
2:22.0,Technical foul by Team,,38-53,,
2:22.0,,,38-53,,C. Paul misses technical free throw
2:22.0,Offensive rebound by Team,,38-53,,
2:22.0,,,38-53,,Personal foul by B. Griffin (drawn by A. Davis)
2:03.0,A. Gee misses 2-pt shot from 1 ft,,38-53,,
2:01.0,,,38-53,,Defensive rebound by L. Stephenson
1:40.0,,,38-53,,B. Griffin misses 2-pt shot from 19 ft
1:39.0,Defensive rebound by A. Davis,,38-53,,
1:27.0,E. Gordon makes 2-pt shot from 1 ft (assist by I. Smith),2,40-53,,
1:21.0,,,40-55,2,J. Redick makes 2-pt shot from 17 ft (assist by B. Griffin)
1:21.0,,,40-55,,Shooting foul by I. Smith (drawn by J. Redick)
1:21.0,,,40-56,1,J. Redick makes free throw 1 of 1
1:13.0,,,40-56,,Violation by D. Jordan (def goaltending)
1:13.0,E. Gordon makes 2-pt shot from 2 ft (assist by I. Smith),2,42-56,,
1:02.0,,,42-59,3,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul)
0:50.0,Turnover by A. Davis (bad pass),,42-59,,
0:35.0,,,42-61,2,J. Redick makes 2-pt shot from 3 ft (assist by C. Paul)
0:23.0,E. Gordon misses 3-pt shot from 25 ft,,42-61,,
0:22.0,,,42-61,,Defensive rebound by C. Paul
0:02.0,,,42-63,2,C. Paul makes 2-pt shot at rim
0:01.0,A. Davis misses 3-pt shot from 77 ft,,42-63,,
0:00.0,Offensive rebound by Team,,42-63,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,A. Davis misses 2-pt shot from 12 ft,,42-63,,
11:43.0,,,42-63,,Defensive rebound by D. Jordan
11:35.0,,,42-65,2,C. Paul makes 2-pt shot from 15 ft
11:20.0,A. Davis misses 2-pt shot from 8 ft,,42-65,,
11:20.0,,,42-65,,Defensive rebound by J. Redick
11:16.0,Personal foul by A. Gee (drawn by J. Redick),,42-65,,
11:03.0,,,42-65,,W. Johnson misses 2-pt shot from 7 ft
11:02.0,Defensive rebound by A. Davis,,42-65,,
10:55.0,J. Holiday makes 2-pt shot from 14 ft,2,44-65,,
10:40.0,,,44-65,,C. Paul misses 2-pt shot from 15 ft
10:39.0,Defensive rebound by O. Asik,,44-65,,
10:20.0,A. Gee misses 2-pt shot from 6 ft,,44-65,,
10:20.0,,,44-65,,Defensive rebound by W. Johnson
10:11.0,,,44-65,,B. Griffin misses 2-pt shot from 19 ft
10:10.0,Defensive rebound by A. Gee,,44-65,,
10:03.0,Turnover by J. Holiday (bad pass; steal by C. Paul),,44-65,,
10:03.0,Personal foul by O. Asik (drawn by C. Paul),,44-65,,
9:55.0,Personal foul by O. Asik (drawn by B. Griffin),,44-65,,
9:39.0,,,44-65,,B. Griffin misses 2-pt shot from 20 ft
9:38.0,Defensive rebound by A. Davis,,44-65,,
9:25.0,A. Davis makes 2-pt shot from 20 ft (assist by E. Gordon),2,46-65,,
9:06.0,,,46-65,,J. Redick misses 2-pt shot from 8 ft
9:04.0,Defensive rebound by O. Asik,,46-65,,
8:57.0,A. Davis misses 2-pt shot from 17 ft,,46-65,,
8:57.0,Offensive rebound by O. Asik,,46-65,,
8:57.0,,,46-65,,Personal foul by J. Redick (drawn by O. Asik)
8:54.0,,,46-65,,Personal foul by D. Jordan (drawn by E. Gordon)
8:47.0,Shooting foul by J. Redick (drawn by O. Asik),,46-65,,
8:47.0,O. Asik misses free throw 1 of 2,,46-65,,
8:47.0,Offensive rebound by Team,,46-65,,
8:47.0,O. Asik makes free throw 2 of 2,1,47-65,,
8:28.0,,,47-65,,C. Paul misses 3-pt shot from 24 ft
8:27.0,Defensive rebound by O. Asik,,47-65,,
8:27.0,,,47-65,,Loose ball foul by D. Jordan (drawn by O. Asik)
8:09.0,Shooting foul by B. Griffin (drawn by E. Gordon),,47-65,,
8:09.0,E. Gordon makes free throw 1 of 2,1,48-65,,
8:09.0,E. Gordon makes free throw 2 of 2,1,49-65,,
7:55.0,,,49-65,,B. Griffin misses 2-pt shot from 18 ft
7:54.0,Defensive rebound by O. Asik,,49-65,,
7:46.0,Turnover by J. Holiday (bad pass; steal by B. Griffin),,49-65,,
7:46.0,Personal foul by J. Holiday (drawn by B. Griffin),,49-65,,
7:29.0,,,49-68,3,J. Redick makes 3-pt shot from 22 ft (assist by B. Griffin)
7:22.0,Shooting foul by W. Johnson (drawn by E. Gordon),,49-68,,
7:22.0,E. Gordon makes free throw 1 of 2,1,50-68,,
7:22.0,I. Smith enters the game for J. Holiday,,50-68,,
7:22.0,E. Gordon makes free throw 2 of 2,1,51-68,,
7:05.0,,,51-68,,Turnover by B. Griffin (lost ball; steal by I. Smith)
7:02.0,Shooting foul by B. Griffin (drawn by I. Smith),,51-68,,
7:02.0,I. Smith misses free throw 1 of 2,,51-68,,
7:02.0,Offensive rebound by Team,,51-68,,
7:02.0,R. Anderson enters the game for O. Asik,,51-68,,
7:02.0,I. Smith misses free throw 2 of 2,,51-68,,
7:01.0,,,51-68,,Defensive rebound by D. Jordan
6:46.0,,,51-70,2,B. Griffin makes 2-pt shot from 1 ft
6:37.0,,,51-70,,Personal foul by W. Johnson (drawn by E. Gordon)
6:37.0,E. Gordon makes free throw 1 of 2,1,52-70,,
6:37.0,,,52-70,,J. Crawford enters the game for W. Johnson
6:37.0,E. Gordon misses free throw 2 of 2,,52-70,,
6:35.0,,,52-70,,Defensive rebound by B. Griffin
6:23.0,,,52-72,2,J. Redick makes 2-pt shot from 21 ft (assist by D. Jordan)
6:04.0,R. Anderson misses 2-pt shot from 2 ft,,52-72,,
6:02.0,,,52-72,,Defensive rebound by J. Crawford
5:56.0,,,52-75,3,J. Crawford makes 3-pt shot from 24 ft (assist by C. Paul)
5:52.0,New Orleans full timeout,,52-75,,
5:52.0,T. Douglas enters the game for A. Gee,,52-75,,
5:40.0,R. Anderson misses 2-pt shot from 14 ft,,52-75,,
5:38.0,,,52-75,,Defensive rebound by J. Crawford
5:25.0,,,52-75,,C. Paul misses 3-pt shot from 23 ft
5:24.0,Defensive rebound by R. Anderson,,52-75,,
5:10.0,E. Gordon misses 3-pt shot from 25 ft,,52-75,,
5:09.0,Offensive rebound by A. Davis,,52-75,,
5:03.0,A. Davis makes 2-pt shot from 3 ft,2,54-75,,
4:53.0,Personal foul by R. Anderson (drawn by B. Griffin),,54-75,,
4:53.0,,,54-76,1,B. Griffin makes free throw 1 of 2
4:53.0,,,54-77,1,B. Griffin makes free throw 2 of 2
4:35.0,E. Gordon makes 2-pt shot from 1 ft (assist by I. Smith),2,56-77,,
4:21.0,,,56-77,,Turnover by B. Griffin (bad pass; steal by R. Anderson)
4:13.0,A. Davis makes 2-pt shot at rim (assist by T. Douglas),2,58-77,,
3:58.0,,,58-77,,J. Redick misses 2-pt shot from 19 ft
3:58.0,Defensive rebound by Team,,58-77,,
3:58.0,,,58-77,,Loose ball foul by D. Jordan (drawn by A. Davis)
3:58.0,A. Davis makes free throw 1 of 2,1,59-77,,
3:58.0,,,59-77,,J. Smith enters the game for D. Jordan
3:58.0,,,59-77,,A. Rivers enters the game for J. Redick
3:58.0,A. Davis makes free throw 2 of 2,1,60-77,,
3:47.0,,,60-77,,Turnover by J. Crawford (bad pass)
3:36.0,E. Gordon makes 3-pt shot from 24 ft (assist by I. Smith),3,63-77,,
3:36.0,,,63-77,,LA Clippers full timeout
3:22.0,,,63-77,,Turnover by J. Smith (bad pass)
3:09.0,A. Davis misses 2-pt shot from 3 ft,,63-77,,
3:06.0,,,63-77,,Defensive rebound by C. Paul
2:58.0,,,63-77,,J. Smith misses 3-pt shot from 24 ft
2:58.0,,,63-77,,Offensive rebound by B. Griffin
2:58.0,,,63-79,2,B. Griffin makes 2-pt shot from 1 ft
2:58.0,,,63-79,,Shooting foul by R. Anderson (drawn by B. Griffin)
2:58.0,,,63-80,1,B. Griffin makes free throw 1 of 1
2:48.0,I. Smith misses 2-pt shot from 2 ft (block by J. Smith),,63-80,,
2:48.0,,,63-80,,Defensive rebound by C. Paul
2:48.0,Personal foul by A. Davis (drawn by C. Paul),,63-80,,
2:48.0,Technical foul by Team,,63-80,,
2:48.0,New Orleans full timeout,,63-80,,
2:48.0,Technical foul by Team,,63-80,,
2:48.0,,,63-80,,Technical foul by C. Paul
2:48.0,Technical foul by R. Anderson,,63-80,,
2:48.0,,,63-81,1,J. Crawford makes technical free throw
2:48.0,,,63-82,1,J. Crawford makes technical free throw
2:48.0,D. Cunningham enters the game for A. Davis,,63-82,,
2:48.0,,,63-83,1,C. Paul makes free throw 1 of 2
2:48.0,,,63-84,1,C. Paul makes free throw 2 of 2
2:34.0,R. Anderson misses 2-pt shot from 1 ft,,63-84,,
2:33.0,,,63-84,,Defensive rebound by B. Griffin
2:28.0,,,63-84,,Turnover by J. Smith (bad pass; steal by D. Cunningham)
2:21.0,T. Douglas makes 2-pt shot from 17 ft (assist by I. Smith),2,65-84,,
2:09.0,Personal foul by T. Douglas (drawn by A. Rivers),,65-84,,
2:09.0,,,65-85,1,A. Rivers makes free throw 1 of 2
2:09.0,,,65-85,,P. Pierce enters the game for B. Griffin
2:09.0,,,65-85,,L. Stephenson enters the game for C. Paul
2:09.0,,,65-86,1,A. Rivers makes free throw 2 of 2
1:51.0,E. Gordon misses 3-pt shot from 24 ft,,65-86,,
1:51.0,,,65-86,,Defensive rebound by J. Smith
1:36.0,,,65-86,,L. Stephenson misses 2-pt shot from 8 ft
1:35.0,Defensive rebound by I. Smith,,65-86,,
1:35.0,I. Smith makes 2-pt shot from 1 ft,2,67-86,,
1:35.0,Shooting foul by A. Rivers (drawn by I. Smith),,67-86,,
1:35.0,I. Smith makes free throw 1 of 1,1,68-86,,
1:23.0,,,68-86,,J. Crawford misses 2-pt shot from 12 ft
1:22.0,Defensive rebound by E. Gordon,,68-86,,
1:14.0,I. Smith makes 2-pt shot from 1 ft,2,70-86,,
1:00.0,,,70-88,2,A. Rivers makes 2-pt shot from 8 ft
0:52.0,I. Smith misses 2-pt shot from 2 ft (block by P. Pierce),,70-88,,
0:51.0,Offensive rebound by D. Cunningham,,70-88,,
0:47.0,D. Cunningham misses 2-pt shot from 2 ft,,70-88,,
0:46.0,,,70-88,,Defensive rebound by P. Pierce
0:46.0,,,70-88,,Shooting foul by E. Gordon (drawn by J. Crawford)
0:46.0,,,70-89,1,J. Crawford makes free throw 1 of 2
0:46.0,,,70-90,1,J. Crawford makes free throw 2 of 2
0:39.0,I. Smith makes 2-pt shot from 2 ft,2,72-90,,
0:25.0,,,72-90,,J. Smith misses 2-pt shot from 3 ft
0:22.0,Defensive rebound by D. Cunningham,,72-90,,
0:04.0,T. Douglas misses 2-pt shot from 2 ft,,72-90,,
0:02.0,,,72-90,,Defensive rebound by J. Smith
0:01.0,,,72-90,,J. Crawford misses 3-pt shot from 30 ft
0:00.0,,,72-90,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,,,72-92,2,A. Rivers makes 2-pt shot from 18 ft
11:20.0,Turnover by R. Anderson (traveling),,72-92,,
11:04.0,,,72-92,,P. Pierce misses 2-pt shot from 11 ft
11:04.0,Defensive rebound by D. Cunningham,,72-92,,
10:57.0,,,72-92,,Violation by L. Stephenson (def goaltending)
10:57.0,T. Douglas makes 2-pt shot from 2 ft (assist by I. Smith),2,74-92,,
10:42.0,,,74-92,,Turnover by J. Crawford (lost ball; steal by I. Smith)
10:28.0,T. Douglas misses 3-pt shot from 24 ft,,74-92,,
10:27.0,,,74-92,,Defensive rebound by P. Pierce
10:21.0,,,74-94,2,L. Stephenson makes 2-pt shot at rim (assist by J. Smith)
10:04.0,Turnover by T. Douglas (traveling),,74-94,,
9:47.0,,,74-94,,Turnover by J. Crawford (bad pass; steal by T. Douglas)
9:38.0,T. Douglas misses 2-pt shot from 1 ft,,74-94,,
9:36.0,Offensive rebound by R. Anderson,,74-94,,
9:33.0,R. Anderson misses 2-pt shot at rim,,74-94,,
9:32.0,Offensive rebound by R. Anderson,,74-94,,
9:32.0,R. Anderson misses 2-pt shot at rim,,74-94,,
9:31.0,,,74-94,,Defensive rebound by J. Smith
9:24.0,,,74-96,2,J. Smith makes 2-pt shot at rim (assist by L. Stephenson)
9:04.0,I. Smith misses 2-pt shot from 17 ft,,74-96,,
9:03.0,,,74-96,,Defensive rebound by L. Stephenson
8:53.0,,,74-96,,Turnover by A. Rivers (lost ball)
8:53.0,Official timeout,,74-96,,
8:53.0,L. Babbitt enters the game for R. Anderson,,74-96,,
8:40.0,L. Babbitt misses 2-pt shot from 2 ft (block by P. Pierce),,74-96,,
8:38.0,,,74-96,,Defensive rebound by J. Smith
8:36.0,,,74-96,,Offensive foul by L. Stephenson
8:36.0,,,74-96,,Turnover by L. Stephenson (offensive foul)
8:17.0,I. Smith makes 2-pt shot from 19 ft (assist by T. Douglas),2,76-96,,
7:52.0,,,76-99,3,A. Rivers makes 3-pt shot from 22 ft (assist by L. Stephenson)
7:39.0,I. Smith misses 2-pt shot from 4 ft,,76-99,,
7:38.0,,,76-99,,Defensive rebound by J. Smith
7:24.0,,,76-99,,Shooting foul by T. Douglas (drawn by J. Smith)
7:24.0,,,76-99,,J. Smith misses free throw 1 of 2
7:24.0,,,76-99,,Offensive rebound by Team
7:24.0,,,76-100,1,J. Smith makes free throw 2 of 2
7:00.0,I. Smith misses 2-pt shot from 21 ft,,76-100,,
6:59.0,Offensive rebound by T. Douglas,,76-100,,
6:59.0,T. Douglas misses 2-pt shot from 15 ft,,76-100,,
6:59.0,Offensive rebound by A. Gee,,76-100,,
6:53.0,A. Gee misses 2-pt shot from 1 ft,,76-100,,
6:51.0,,,76-100,,Defensive rebound by J. Smith
6:34.0,,,76-100,,A. Rivers misses 3-pt shot from 25 ft
6:34.0,Defensive rebound by A. Gee,,76-100,,
6:24.0,,,76-100,,L. Mbah a Moute enters the game for P. Pierce
6:22.0,Turnover by D. Cunningham (lost ball; steal by A. Rivers),,76-100,,
6:09.0,,,76-100,,Turnover by J. Smith (bad pass; steal by T. Douglas)
6:02.0,L. Babbitt makes 3-pt shot from 25 ft (assist by I. Smith),3,79-100,,
5:39.0,,,79-100,,J. Crawford misses 2-pt shot from 4 ft
5:37.0,Defensive rebound by A. Gee,,79-100,,
