time,Denver,pts.away,score,pts.home,Dallas
7:10.0,Violation by K. Faried (def goaltending),,10-4,,
7:10.0,,,10-6,2,C. Parsons makes 2-pt shot from 2 ft
6:55.0,Turnover by N. Jokic (bad pass; steal by Z. Pachulia),,10-6,,
6:54.0,Personal take foul by N. Jokic (drawn by D. Williams),,10-6,,
6:41.0,,,10-6,,D. Williams misses 2-pt shot from 12 ft
6:40.0,Defensive rebound by K. Faried,,10-6,,
6:29.0,N. Jokic misses 2-pt shot from 7 ft,,10-6,,
6:27.0,Offensive rebound by K. Faried,,10-6,,
6:25.0,K. Faried makes 2-pt shot from 5 ft,2,12-6,,
6:13.0,,,12-6,,D. Nowitzki misses 2-pt shot from 18 ft
6:13.0,Defensive rebound by N. Jokic,,12-6,,
6:13.0,,,12-6,,Loose ball foul by Z. Pachulia (drawn by N. Jokic)
6:13.0,,,12-6,,D. Lee enters the game for D. Nowitzki
6:13.0,,,12-6,,R. Felton enters the game for Z. Pachulia
5:55.0,D. Augustin misses 2-pt shot from 9 ft,,12-6,,
5:54.0,,,12-6,,Defensive rebound by D. Lee
5:51.0,,,12-6,,Turnover by D. Lee (bad pass; steal by D. Augustin)
5:48.0,D. Augustin makes 2-pt shot from 1 ft,2,14-6,,
5:32.0,,,14-6,,C. Parsons misses 3-pt shot from 25 ft
5:31.0,,,14-6,,Offensive rebound by D. Lee
5:22.0,,,14-8,2,D. Lee makes 2-pt shot from 17 ft (assist by W. Matthews)
5:08.0,,,14-8,,Personal foul by D. Williams (drawn by N. Jokic)
5:08.0,W. Barton enters the game for K. Faried,,14-8,,
4:55.0,Shooting foul by D. Williams (drawn by D. Augustin),,14-8,,
4:55.0,D. Augustin makes free throw 1 of 2,1,15-8,,
4:55.0,,,15-8,,D. Harris enters the game for D. Williams
4:55.0,D. Augustin makes free throw 2 of 2,1,16-8,,
4:33.0,,,16-8,,Turnover by R. Felton (bad pass)
4:18.0,D. Gallinari misses 2-pt shot at rim,,16-8,,
4:17.0,Offensive rebound by D. Gallinari,,16-8,,
4:17.0,D. Gallinari makes 2-pt shot at rim,2,18-8,,
4:05.0,Personal foul by N. Jokic (drawn by D. Lee),,18-8,,
4:05.0,,,18-8,,D. Lee misses free throw 1 of 2
4:05.0,,,18-8,,Offensive rebound by Team
4:05.0,D. Arthur enters the game for N. Jokic,,18-8,,
4:05.0,,,18-9,1,D. Lee makes free throw 2 of 2
3:47.0,D. Gallinari makes 2-pt shot from 8 ft,2,20-9,,
3:47.0,Shooting foul by W. Matthews (drawn by D. Gallinari),,20-9,,
3:47.0,,,20-9,,Violation by D. Harris (lane)
3:47.0,D. Gallinari makes free throw 1 of 1,1,21-9,,
3:40.0,,,21-11,2,D. Lee makes 2-pt shot from 2 ft (assist by R. Felton)
3:25.0,W. Barton makes 2-pt shot from 3 ft,2,23-11,,
3:05.0,,,23-11,,C. Parsons misses 3-pt shot from 25 ft
3:04.0,Defensive rebound by D. Gallinari,,23-11,,
2:55.0,W. Barton misses 3-pt shot from 26 ft,,23-11,,
2:54.0,,,23-11,,Defensive rebound by Team
2:54.0,Denver full timeout,,23-11,,
2:31.0,,,23-11,,R. Felton misses 2-pt shot from 19 ft
2:30.0,,,23-11,,Offensive rebound by Team
2:29.0,,,23-11,,D. Nowitzki enters the game for C. Parsons
2:29.0,,,23-11,,J. Barea enters the game for W. Matthews
2:17.0,,,23-13,2,D. Nowitzki makes 2-pt shot from 10 ft
1:54.0,D. Augustin misses 2-pt shot from 15 ft,,23-13,,
1:53.0,,,23-13,,Defensive rebound by D. Harris
1:46.0,,,23-15,2,D. Harris makes 2-pt shot from 1 ft
1:46.0,,,23-15,,Shooting foul by D. Arthur (drawn by D. Harris)
1:46.0,,,23-16,1,D. Harris makes free throw 1 of 1
1:37.0,D. Augustin makes 3-pt shot from 25 ft,3,26-16,,
1:15.0,,,26-18,2,J. Barea makes 2-pt shot from 2 ft (assist by D. Lee)
1:02.0,D. Augustin misses 2-pt shot from 7 ft (block by D. Nowitzki),,26-18,,
1:00.0,,,26-18,,Defensive rebound by D. Lee
0:52.0,,,26-18,,D. Nowitzki misses 2-pt shot from 21 ft
0:51.0,Defensive rebound by D. Arthur,,26-18,,
0:33.0,Turnover by W. Barton (bad pass),,26-18,,
0:17.0,,,26-20,2,D. Nowitzki makes 2-pt shot from 12 ft
0:04.0,Shooting foul by R. Felton (drawn by W. Barton),,26-20,,
0:04.0,W. Barton makes free throw 1 of 2,1,27-20,,
0:04.0,J. Sampson enters the game for D. Gallinari,,27-20,,
0:04.0,W. Barton makes free throw 2 of 2,1,28-20,,
0:00.0,,,28-20,,R. Felton misses 3-pt shot from 26 ft
0:00.0,,,28-20,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,28-20,,J. Barea misses 3-pt shot from 24 ft
11:39.0,,,28-20,,Offensive rebound by D. Nowitzki
11:39.0,Personal foul by J. Sampson (drawn by D. Nowitzki),,28-20,,
11:33.0,,,28-22,2,D. Lee makes 2-pt shot at rim (assist by J. Barea)
11:11.0,Turnover by D. Arthur (bad pass; steal by D. Lee),,28-22,,
11:02.0,,,28-22,,D. Nowitzki misses 3-pt shot from 25 ft
11:01.0,Defensive rebound by E. Mudiay,,28-22,,
10:53.0,D. Arthur makes 2-pt shot from 20 ft (assist by E. Mudiay),2,30-22,,
10:51.0,Violation by Team (jump ball),,30-22,,
10:39.0,,,30-22,,Turnover by D. Harris (bad pass; steal by J. Sampson)
10:34.0,D. Augustin misses 2-pt shot from 3 ft,,30-22,,
10:33.0,,,30-22,,Defensive rebound by D. Nowitzki
10:26.0,,,30-22,,D. Lee misses 2-pt shot from 18 ft
10:25.0,Defensive rebound by D. Augustin,,30-22,,
10:17.0,E. Mudiay misses 2-pt shot from 18 ft,,30-22,,
10:15.0,,,30-22,,Defensive rebound by J. Barea
10:04.0,,,30-22,,J. Barea misses 2-pt shot from 5 ft
10:03.0,,,30-22,,Offensive rebound by D. Lee
10:03.0,Personal foul by D. Arthur (drawn by D. Lee),,30-22,,
10:03.0,,,30-22,,Z. Pachulia enters the game for D. Lee
10:03.0,J. Lauvergne enters the game for J. Sampson,,30-22,,
9:51.0,,,30-22,,D. Nowitzki misses 2-pt shot from 14 ft
9:50.0,Defensive rebound by W. Barton,,30-22,,
9:39.0,D. Arthur makes 2-pt shot from 6 ft,2,32-22,,
9:38.0,,,32-22,,Dallas full timeout
9:23.0,,,32-22,,D. Nowitzki misses 3-pt shot from 23 ft
9:22.0,Defensive rebound by D. Arthur,,32-22,,
9:06.0,Turnover by D. Augustin (bad pass; steal by Z. Pachulia),,32-22,,
8:59.0,,,32-22,,D. Harris misses 3-pt shot from 22 ft
8:58.0,Defensive rebound by D. Arthur,,32-22,,
8:52.0,D. Augustin makes 3-pt shot from 24 ft (assist by D. Arthur),3,35-22,,
8:30.0,,,35-22,,D. Nowitzki misses 2-pt shot from 16 ft
8:30.0,Defensive rebound by J. Lauvergne,,35-22,,
8:22.0,,,35-22,,C. Parsons enters the game for D. Nowitzki
8:22.0,K. Faried enters the game for D. Arthur,,35-22,,
8:22.0,,,35-22,,D. Williams enters the game for J. Barea
8:22.0,,,35-22,,W. Matthews enters the game for R. Felton
8:13.0,K. Faried misses 2-pt shot from 20 ft,,35-22,,
8:13.0,,,35-22,,Defensive rebound by Team
8:07.0,,,35-22,,C. Parsons misses 3-pt shot from 24 ft
8:06.0,Defensive rebound by K. Faried,,35-22,,
7:56.0,K. Faried makes 2-pt shot from 3 ft (assist by D. Augustin),2,37-22,,
7:39.0,,,37-22,,Shooting foul by J. Lauvergne (drawn by C. Parsons)
7:39.0,,,37-23,1,C. Parsons makes free throw 1 of 2
7:39.0,G. Harris enters the game for D. Augustin,,37-23,,
7:39.0,,,37-23,,S. Mejri enters the game for Z. Pachulia
7:39.0,,,37-24,1,C. Parsons makes free throw 2 of 2
7:24.0,Turnover by E. Mudiay (bad pass),,37-24,,
7:14.0,,,37-24,,W. Matthews misses 2-pt shot from 15 ft
7:13.0,Defensive rebound by K. Faried,,37-24,,
7:05.0,W. Barton makes 2-pt shot from 15 ft,2,39-24,,
6:57.0,Violation by W. Barton (kicked ball),,39-24,,
6:41.0,,,39-24,,Turnover by W. Matthews (lost ball; steal by G. Harris)
6:39.0,Shooting foul by D. Williams (drawn by G. Harris),,39-24,,
6:39.0,G. Harris misses free throw 1 of 2,,39-24,,
6:39.0,Offensive rebound by Team,,39-24,,
6:39.0,,,39-24,,R. Felton enters the game for D. Williams
6:39.0,D. Gallinari enters the game for J. Lauvergne,,39-24,,
6:39.0,,,39-24,,J. Barea enters the game for D. Harris
6:39.0,G. Harris makes free throw 2 of 2,1,40-24,,
6:23.0,,,40-24,,J. Barea misses 2-pt shot from 9 ft
6:22.0,Defensive rebound by W. Barton,,40-24,,
6:15.0,W. Barton misses 2-pt shot from 3 ft,,40-24,,
6:14.0,Offensive rebound by K. Faried,,40-24,,
6:14.0,K. Faried makes 2-pt shot at rim,2,42-24,,
6:14.0,,,42-24,,Dallas full timeout
6:05.0,,,42-24,,R. Felton misses 2-pt shot from 1 ft
6:03.0,Defensive rebound by D. Gallinari,,42-24,,
5:58.0,G. Harris makes 2-pt shot from 1 ft (assist by D. Gallinari),2,44-24,,
5:47.0,,,44-24,,Turnover by S. Mejri (bad pass; steal by G. Harris)
5:39.0,W. Barton misses 2-pt shot from 6 ft,,44-24,,
5:38.0,,,44-24,,Defensive rebound by J. Barea
5:32.0,,,44-24,,Shooting foul by K. Faried (drawn by W. Matthews)
5:32.0,Official timeout,,44-24,,
5:32.0,,,44-24,,D. Nowitzki enters the game for C. Parsons
5:32.0,,,44-24,,D. Lee enters the game for S. Mejri
5:32.0,,,44-25,1,W. Matthews makes free throw 1 of 2
5:32.0,,,44-26,1,W. Matthews makes free throw 2 of 2
5:17.0,G. Harris makes 3-pt shot from 27 ft (assist by E. Mudiay),3,47-26,,
4:52.0,,,47-28,2,J. Barea makes 2-pt shot from 3 ft
4:28.0,Offensive foul by D. Gallinari,,47-28,,
4:28.0,Turnover by D. Gallinari (offensive foul),,47-28,,
4:28.0,,,47-28,,D. Harris enters the game for J. Barea
4:16.0,Personal foul by D. Gallinari (drawn by D. Harris),,47-28,,
4:16.0,,,47-29,1,D. Harris makes free throw 1 of 2
4:16.0,,,47-30,1,D. Harris makes free throw 2 of 2
4:01.0,G. Harris makes 3-pt shot from 24 ft (assist by E. Mudiay),3,50-30,,
3:52.0,,,50-30,,D. Harris misses 2-pt shot from 6 ft
3:50.0,Defensive rebound by D. Gallinari,,50-30,,
3:46.0,W. Barton makes 2-pt shot from 1 ft (assist by E. Mudiay),2,52-30,,
3:34.0,,,52-32,2,D. Nowitzki makes 2-pt shot from 15 ft (assist by D. Harris)
3:15.0,D. Gallinari makes 3-pt shot from 24 ft (assist by E. Mudiay),3,55-32,,
3:04.0,Personal foul by G. Harris (drawn by R. Felton),,55-32,,
3:04.0,,,55-33,1,R. Felton makes free throw 1 of 2
3:04.0,,,55-34,1,R. Felton makes free throw 2 of 2
2:55.0,Turnover by E. Mudiay (bad pass; steal by D. Harris),,55-34,,
2:53.0,Personal take foul by W. Barton (drawn by D. Harris),,55-34,,
2:53.0,Denver full timeout,,55-34,,
2:53.0,,,55-34,,C. Parsons enters the game for D. Lee
2:53.0,D. Augustin enters the game for E. Mudiay,,55-34,,
2:53.0,,,55-35,1,D. Harris makes free throw 1 of 2
2:53.0,,,55-36,1,D. Harris makes free throw 2 of 2
2:29.0,W. Barton misses 3-pt shot from 25 ft,,55-36,,
2:28.0,,,55-36,,Defensive rebound by R. Felton
2:21.0,,,55-38,2,C. Parsons makes 2-pt shot from 1 ft (assist by D. Harris)
2:05.0,D. Augustin misses 3-pt shot from 24 ft,,55-38,,
2:03.0,,,55-38,,Defensive rebound by D. Nowitzki
1:55.0,Violation by K. Faried (def goaltending),,55-38,,
1:55.0,,,55-40,2,R. Felton makes 2-pt shot from 4 ft
1:55.0,Denver full timeout,,55-40,,
1:35.0,D. Gallinari misses 3-pt shot from 25 ft,,55-40,,
1:35.0,Offensive rebound by G. Harris,,55-40,,
1:35.0,Shooting foul by R. Felton (drawn by G. Harris),,55-40,,
1:35.0,G. Harris makes free throw 1 of 2,1,56-40,,
1:35.0,J. Sampson enters the game for D. Gallinari,,56-40,,
1:35.0,G. Harris misses free throw 2 of 2,,56-40,,
1:34.0,,,56-40,,Defensive rebound by D. Nowitzki
1:19.0,,,56-40,,W. Matthews misses 3-pt shot from 25 ft
1:18.0,,,56-40,,Offensive rebound by D. Nowitzki
1:13.0,,,56-42,2,D. Nowitzki makes 2-pt shot from 13 ft
1:13.0,,,56-42,,Personal foul by W. Matthews (drawn by J. Sampson)
1:13.0,Personal foul by J. Sampson,,56-42,,
0:49.0,K. Faried misses 2-pt shot from 13 ft,,56-42,,
0:47.0,,,56-42,,Defensive rebound by D. Nowitzki
0:28.0,,,56-44,2,D. Nowitzki makes 2-pt shot from 2 ft (assist by R. Felton)
0:03.0,W. Barton misses 3-pt shot from 22 ft,,56-44,,
0:02.0,,,56-44,,Defensive rebound by D. Harris
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,56-46,2,D. Nowitzki makes 2-pt shot from 18 ft (assist by C. Parsons)
11:28.0,G. Harris misses 3-pt shot from 24 ft,,56-46,,
11:27.0,Offensive rebound by N. Jokic,,56-46,,
11:26.0,Shooting foul by D. Nowitzki (drawn by N. Jokic),,56-46,,
11:26.0,N. Jokic makes free throw 1 of 2,1,57-46,,
11:26.0,N. Jokic misses free throw 2 of 2,,57-46,,
11:25.0,,,57-46,,Defensive rebound by C. Parsons
11:08.0,,,57-46,,D. Nowitzki misses 2-pt shot from 18 ft
11:07.0,Defensive rebound by D. Gallinari,,57-46,,
10:56.0,,,57-46,,Personal block foul by W. Matthews (drawn by D. Gallinari)
10:48.0,D. Gallinari misses 2-pt shot from 21 ft,,57-46,,
10:46.0,Offensive rebound by K. Faried,,57-46,,
10:46.0,K. Faried misses 2-pt shot from 4 ft,,57-46,,
10:45.0,,,57-46,,Defensive rebound by D. Nowitzki
10:28.0,,,57-46,,R. Felton misses 2-pt shot from 3 ft
10:27.0,Defensive rebound by K. Faried,,57-46,,
10:13.0,N. Jokic makes 2-pt shot from 5 ft (assist by E. Mudiay),2,59-46,,
10:04.0,Personal foul by N. Jokic (drawn by D. Williams),,59-46,,
9:58.0,,,59-49,3,D. Williams makes 3-pt shot from 23 ft (assist by R. Felton)
9:34.0,Turnover by E. Mudiay (step out of bounds),,59-49,,
9:20.0,,,59-49,,W. Matthews misses 3-pt shot from 23 ft
9:19.0,Defensive rebound by E. Mudiay,,59-49,,
9:08.0,D. Gallinari misses 2-pt shot from 13 ft,,59-49,,
9:06.0,,,59-49,,Defensive rebound by C. Parsons
8:58.0,,,59-52,3,C. Parsons makes 3-pt shot from 24 ft (assist by D. Nowitzki)
8:57.0,Denver full timeout,,59-52,,
8:57.0,W. Barton enters the game for N. Jokic,,59-52,,
8:33.0,G. Harris misses 3-pt shot from 23 ft,,59-52,,
8:32.0,,,59-52,,Defensive rebound by D. Nowitzki
8:22.0,,,59-54,2,R. Felton makes 2-pt shot from 2 ft
8:02.0,E. Mudiay misses 2-pt shot from 10 ft,,59-54,,
8:01.0,Offensive rebound by K. Faried,,59-54,,
8:00.0,K. Faried makes 2-pt shot from 1 ft,2,61-54,,
7:45.0,,,61-57,3,C. Parsons makes 3-pt shot from 23 ft (assist by D. Nowitzki)
7:25.0,W. Barton misses 2-pt shot from 12 ft,,61-57,,
7:25.0,Offensive rebound by D. Gallinari,,61-57,,
7:25.0,D. Gallinari misses 2-pt shot from 2 ft,,61-57,,
7:25.0,Offensive rebound by K. Faried,,61-57,,
7:25.0,,,61-57,,Personal foul by C. Parsons (drawn by K. Faried)
7:11.0,W. Barton makes 2-pt shot from 4 ft,2,63-57,,
6:54.0,,,63-60,3,W. Matthews makes 3-pt shot from 23 ft (assist by C. Parsons)
6:40.0,W. Barton misses 3-pt shot from 24 ft,,63-60,,
6:39.0,,,63-60,,Defensive rebound by C. Parsons
6:31.0,,,63-62,2,C. Parsons makes 2-pt shot from 1 ft
6:30.0,Denver full timeout,,63-62,,
6:30.0,,,63-62,,D. Lee enters the game for D. Nowitzki
6:30.0,D. Arthur enters the game for K. Faried,,63-62,,
6:18.0,Shooting foul by R. Felton (drawn by E. Mudiay),,63-62,,
6:18.0,E. Mudiay makes free throw 1 of 2,1,64-62,,
6:18.0,E. Mudiay makes free throw 2 of 2,1,65-62,,
6:03.0,,,65-64,2,C. Parsons makes 2-pt shot from 4 ft
5:55.0,W. Barton misses 2-pt shot from 19 ft,,65-64,,
5:54.0,,,65-64,,Defensive rebound by D. Lee
5:44.0,,,65-64,,D. Williams misses 2-pt shot from 19 ft
5:43.0,Defensive rebound by D. Arthur,,65-64,,
5:30.0,Shooting foul by D. Lee (drawn by D. Gallinari),,65-64,,
5:30.0,D. Gallinari makes free throw 1 of 2,1,66-64,,
5:30.0,D. Gallinari misses free throw 2 of 2,,66-64,,
5:28.0,,,66-64,,Defensive rebound by D. Lee
5:15.0,,,66-64,,Shooting foul by E. Mudiay (drawn by D. Williams)
5:15.0,,,66-65,1,D. Williams makes free throw 1 of 2
5:15.0,,,66-65,,D. Williams misses free throw 2 of 2
5:14.0,Defensive rebound by W. Barton,,66-65,,
4:54.0,G. Harris misses 3-pt shot from 24 ft,,66-65,,
4:54.0,,,66-65,,Defensive rebound by Team
4:38.0,,,66-67,2,D. Lee makes 2-pt shot from 8 ft
4:18.0,D. Gallinari makes 2-pt shot from 18 ft,2,68-67,,
3:57.0,,,68-70,3,C. Parsons makes 3-pt shot from 24 ft (assist by D. Williams)
3:42.0,W. Barton misses 2-pt shot from 9 ft,,68-70,,
3:41.0,Offensive rebound by D. Arthur,,68-70,,
3:39.0,Shooting foul by D. Williams (drawn by D. Arthur),,68-70,,
3:39.0,D. Arthur makes free throw 1 of 2,1,69-70,,
3:39.0,D. Augustin enters the game for E. Mudiay,,69-70,,
3:39.0,,,69-70,,J. Barea enters the game for D. Williams
3:39.0,,,69-70,,D. Nowitzki enters the game for W. Matthews
3:39.0,D. Arthur makes free throw 2 of 2,1,70-70,,
3:16.0,,,70-72,2,C. Parsons makes 2-pt shot from 23 ft (assist by R. Felton)
3:00.0,D. Arthur makes 2-pt shot from 15 ft (assist by D. Gallinari),2,72-72,,
2:39.0,,,72-74,2,D. Nowitzki makes 2-pt shot from 6 ft
2:28.0,D. Gallinari misses 3-pt shot from 25 ft,,72-74,,
2:27.0,Offensive rebound by D. Arthur,,72-74,,
2:18.0,W. Barton misses 2-pt shot from 20 ft,,72-74,,
2:18.0,Offensive rebound by D. Gallinari,,72-74,,
2:18.0,,,72-74,,Dallas full timeout
2:18.0,,,72-74,,Loose ball foul by C. Parsons (drawn by D. Gallinari)
2:18.0,,,72-74,,D. Harris enters the game for R. Felton
2:18.0,D. Gallinari makes free throw 1 of 2,1,73-74,,
2:18.0,D. Gallinari misses free throw 2 of 2,,73-74,,
2:17.0,,,73-74,,Defensive rebound by D. Nowitzki
2:01.0,,,73-74,,J. Barea misses 3-pt shot from 24 ft
2:00.0,Defensive rebound by W. Barton,,73-74,,
1:48.0,D. Augustin makes 2-pt shot from 2 ft,2,75-74,,
1:31.0,,,75-74,,D. Lee misses 2-pt shot from 3 ft
1:30.0,,,75-74,,Offensive rebound by D. Lee
1:29.0,,,75-74,,D. Lee misses 2-pt shot from 1 ft (block by D. Gallinari)
1:27.0,,,75-74,,Offensive rebound by D. Lee
1:27.0,,,75-74,,D. Lee misses 2-pt shot from 2 ft (block by D. Arthur)
1:25.0,Defensive rebound by G. Harris,,75-74,,
1:09.0,W. Barton makes 2-pt shot from 2 ft,2,77-74,,
1:03.0,Personal foul by G. Harris (drawn by D. Harris),,77-74,,
1:03.0,,,77-74,,W. Matthews enters the game for C. Parsons
1:03.0,K. Faried enters the game for D. Gallinari,,77-74,,
0:52.0,,,77-74,,Turnover by D. Harris (bad pass)
0:38.0,W. Barton misses 3-pt shot from 25 ft,,77-74,,
0:36.0,,,77-74,,Defensive rebound by W. Matthews
0:26.0,,,77-74,,D. Nowitzki misses 2-pt shot from 14 ft
0:24.0,,,77-74,,Offensive rebound by D. Lee
0:22.0,,,77-74,,Shooting foul by K. Faried (drawn by W. Matthews)
0:22.0,,,77-75,1,W. Matthews makes free throw 1 of 2
0:22.0,,,77-75,,C. Parsons enters the game for D. Nowitzki
0:22.0,,,77-76,1,W. Matthews makes free throw 2 of 2
0:09.0,D. Arthur makes 3-pt shot from 25 ft (assist by D. Augustin),3,80-76,,
0:03.0,,,80-76,,D. Harris misses 2-pt shot from 11 ft
0:01.0,Defensive rebound by W. Barton,,80-76,,
0:00.0,Turnover by W. Barton (lost ball; steal by D. Harris),,80-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,D. Arthur misses 2-pt shot from 19 ft,,80-76,,
11:39.0,,,80-76,,Defensive rebound by D. Lee
11:25.0,,,80-78,2,J. Barea makes 2-pt shot from 5 ft
11:03.0,D. Arthur makes 2-pt shot from 11 ft,2,82-78,,
10:38.0,,,82-78,,D. Harris misses 3-pt shot from 22 ft
10:37.0,Defensive rebound by D. Arthur,,82-78,,
10:34.0,G. Harris makes 2-pt shot from 2 ft (assist by W. Barton),2,84-78,,
10:34.0,Shooting foul by D. Harris (drawn by G. Harris),,84-78,,
10:34.0,M. Miller enters the game for K. Faried,,84-78,,
10:34.0,,,84-78,,D. Williams enters the game for W. Matthews
10:34.0,G. Harris misses free throw 1 of 1,,84-78,,
10:33.0,,,84-78,,Defensive rebound by D. Lee
10:21.0,,,84-80,2,D. Harris makes 2-pt shot from 2 ft (assist by D. Lee)
10:00.0,Turnover by G. Harris (lost ball; steal by D. Harris),,84-80,,
9:46.0,,,84-80,,D. Nowitzki misses 3-pt shot from 25 ft
9:45.0,Defensive rebound by W. Barton,,84-80,,
9:36.0,W. Barton makes 2-pt shot from 15 ft,2,86-80,,
9:35.0,,,86-80,,Dallas full timeout
9:21.0,,,86-80,,Turnover by D. Nowitzki (lost ball; steal by D. Arthur)
9:16.0,D. Augustin makes 2-pt shot from 2 ft,2,88-80,,
9:03.0,,,88-80,,Offensive foul by D. Harris
9:03.0,,,88-80,,Turnover by D. Harris (offensive foul)
8:53.0,M. Miller makes 3-pt shot from 25 ft (assist by W. Barton),3,91-80,,
8:35.0,,,91-80,,D. Nowitzki misses 2-pt shot from 17 ft
8:34.0,Defensive rebound by G. Harris,,91-80,,
8:25.0,G. Harris makes 3-pt shot from 26 ft (assist by W. Barton),3,94-80,,
8:24.0,,,94-80,,Dallas full timeout
8:24.0,,,94-80,,R. Felton enters the game for D. Nowitzki
8:24.0,,,94-80,,C. Parsons enters the game for D. Harris
8:24.0,,,94-80,,W. Matthews enters the game for J. Barea
8:11.0,,,94-82,2,C. Parsons makes 2-pt shot from 23 ft
7:54.0,Turnover by W. Barton (bad pass),,94-82,,
7:46.0,,,94-82,,C. Parsons misses 3-pt shot from 25 ft
7:45.0,Defensive rebound by D. Augustin,,94-82,,
7:24.0,G. Harris misses 2-pt shot at rim,,94-82,,
7:23.0,Offensive rebound by W. Barton,,94-82,,
7:19.0,Shooting foul by D. Lee (drawn by W. Barton),,94-82,,
7:19.0,W. Barton makes free throw 1 of 2,1,95-82,,
7:19.0,E. Mudiay enters the game for D. Arthur,,95-82,,
7:19.0,W. Barton makes free throw 2 of 2,1,96-82,,
7:11.0,,,96-82,,R. Felton misses 3-pt shot from 24 ft
7:10.0,,,96-82,,Offensive rebound by D. Lee
7:08.0,,,96-84,2,D. Lee makes 2-pt shot from 1 ft
6:48.0,W. Barton misses 2-pt shot from 11 ft,,96-84,,
6:47.0,Offensive rebound by W. Barton,,96-84,,
6:45.0,W. Barton makes 2-pt shot from 1 ft,2,98-84,,
6:45.0,Shooting foul by C. Parsons (drawn by W. Barton),,98-84,,
6:45.0,W. Barton misses free throw 1 of 1,,98-84,,
6:44.0,,,98-84,,Defensive rebound by D. Lee
6:32.0,,,98-84,,C. Parsons misses 3-pt shot from 25 ft
6:31.0,,,98-84,,Offensive rebound by D. Lee
6:19.0,,,98-87,3,W. Matthews makes 3-pt shot from 24 ft (assist by C. Parsons)
6:00.0,D. Augustin makes 2-pt shot from 4 ft,2,100-87,,
5:42.0,,,100-87,,Shooting foul by M. Miller (drawn by D. Lee)
5:42.0,Official timeout,,100-87,,
5:42.0,,,100-87,,D. Nowitzki enters the game for D. Williams
5:42.0,D. Arthur enters the game for M. Miller,,100-87,,
5:42.0,,,100-87,,D. Lee misses free throw 1 of 2
5:42.0,,,100-87,,Offensive rebound by Team
5:42.0,K. Faried enters the game for G. Harris,,100-87,,
5:42.0,,,100-88,1,D. Lee makes free throw 2 of 2
5:29.0,D. Arthur misses 2-pt shot from 17 ft,,100-88,,
5:28.0,,,100-88,,Defensive rebound by R. Felton
