time,San Antonio,pts.away,score,pts.home,Golden State
4:12.0,R. Butler enters the game for K. Anderson,,37-54,,
4:12.0,,,37-55,1,D. Green makes free throw 2 of 2
3:55.0,J. Simmons misses 2-pt shot from 6 ft,,37-55,,
3:55.0,Offensive rebound by L. Aldridge,,37-55,,
3:48.0,L. Aldridge misses 2-pt shot from 8 ft,,37-55,,
3:48.0,,,37-55,,Defensive rebound by M. Speights
3:44.0,,,37-55,,Turnover by S. Curry (bad pass)
3:28.0,Turnover by K. Leonard (lost ball; steal by D. Green),,37-55,,
3:21.0,,,37-55,,D. Green misses 2-pt shot from 1 ft
3:20.0,Defensive rebound by R. Butler,,37-55,,
3:09.0,,,37-55,,Personal foul by M. Speights (drawn by L. Aldridge)
3:09.0,,,37-55,,A. Iguodala enters the game for S. Livingston
3:09.0,,,37-55,,H. Barnes enters the game for D. Green
3:07.0,,,37-55,,Personal foul by H. Barnes (drawn by M. Ginobili)
3:07.0,M. Ginobili misses free throw 1 of 2,,37-55,,
3:07.0,Offensive rebound by Team,,37-55,,
3:07.0,,,37-55,,B. Rush enters the game for H. Barnes
3:07.0,M. Ginobili makes free throw 2 of 2,1,38-55,,
2:49.0,,,38-57,2,S. Curry makes 2-pt shot from 21 ft (assist by M. Speights)
2:35.0,J. Simmons makes 2-pt shot from 1 ft,2,40-57,,
2:27.0,,,40-57,,M. Speights misses 2-pt shot from 15 ft
2:24.0,,,40-57,,Offensive rebound by S. Curry
2:17.0,,,40-57,,S. Curry misses 2-pt shot from 2 ft (block by M. Ginobili)
2:16.0,,,40-57,,Offensive rebound by Team
2:16.0,Official timeout,,40-57,,
2:13.0,,,40-57,,M. Speights misses 2-pt shot from 5 ft (block by L. Aldridge)
2:12.0,Defensive rebound by R. Butler,,40-57,,
2:06.0,M. Ginobili makes 2-pt shot from 1 ft (assist by R. Butler),2,42-57,,
1:58.0,,,42-57,,K. Thompson misses 2-pt shot from 2 ft (block by R. Butler)
1:55.0,Defensive rebound by J. Simmons,,42-57,,
1:50.0,M. Ginobili misses 3-pt shot from 25 ft,,42-57,,
1:47.0,,,42-57,,Defensive rebound by B. Rush
1:42.0,,,42-60,3,B. Rush makes 3-pt shot from 27 ft (assist by S. Curry)
1:25.0,R. Butler makes 3-pt shot from 26 ft (assist by M. Ginobili),3,45-60,,
1:24.0,,,45-60,,Golden State full timeout
1:24.0,,,45-60,,Technical foul by Team
1:24.0,,,45-60,,D. Green enters the game for M. Speights
1:24.0,K. Leonard makes technical free throw,1,46-60,,
1:06.0,,,46-62,2,D. Green makes 2-pt shot at rim (assist by A. Iguodala)
0:50.0,L. Aldridge misses 2-pt shot from 1 ft,,46-62,,
0:49.0,,,46-62,,Defensive rebound by A. Iguodala
0:42.0,,,46-62,,Turnover by D. Green (bad pass)
0:25.0,Shooting foul by D. Green (drawn by L. Aldridge),,46-62,,
0:25.0,L. Aldridge makes free throw 1 of 2,1,47-62,,
0:25.0,L. Aldridge misses free throw 2 of 2,,47-62,,
0:23.0,,,47-62,,Defensive rebound by B. Rush
0:07.0,,,47-62,,Offensive foul by K. Thompson
0:07.0,,,47-62,,Turnover by K. Thompson (offensive foul)
0:07.0,D. Green enters the game for R. Butler,,47-62,,
0:02.0,M. Ginobili misses 3-pt shot from 25 ft,,47-62,,
0:00.0,,,47-62,,Defensive rebound by K. Thompson
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,47-62,,Turnover by H. Barnes (bad pass; steal by K. Leonard)
11:22.0,L. Aldridge makes 2-pt shot from 12 ft (assist by K. Leonard),2,49-62,,
10:55.0,,,49-62,,K. Thompson misses 3-pt shot from 27 ft
10:53.0,Defensive rebound by K. Leonard,,49-62,,
10:41.0,K. Leonard makes 3-pt shot from 24 ft (assist by L. Aldridge),3,52-62,,
10:25.0,,,52-62,,D. Green misses 2-pt shot at rim
10:25.0,,,52-62,,Offensive rebound by D. Green
10:25.0,,,52-64,2,D. Green makes 2-pt shot at rim
10:12.0,L. Aldridge misses 2-pt shot from 7 ft,,52-64,,
10:11.0,,,52-64,,Defensive rebound by A. Bogut
9:54.0,,,52-66,2,A. Bogut makes 2-pt shot at rim (assist by D. Green)
9:35.0,Shooting foul by H. Barnes (drawn by K. Leonard),,52-66,,
9:35.0,K. Leonard makes free throw 1 of 2,1,53-66,,
9:35.0,,,53-66,,B. Rush enters the game for H. Barnes
9:35.0,J. Simmons enters the game for D. Green,,53-66,,
9:35.0,K. Leonard makes free throw 2 of 2,1,54-66,,
9:13.0,,,54-66,,Shooting foul by T. Parker (drawn by S. Curry)
9:13.0,,,54-67,1,S. Curry makes free throw 1 of 2
9:13.0,,,54-68,1,S. Curry makes free throw 2 of 2
9:04.0,Turnover by T. Parker (bad pass),,54-68,,
8:51.0,,,54-70,2,S. Curry makes 2-pt shot from 12 ft
8:30.0,Turnover by L. Aldridge (3 sec),,54-70,,
8:20.0,,,54-73,3,S. Curry makes 3-pt shot from 25 ft
8:06.0,Shooting foul by D. Green (drawn by K. Leonard),,54-73,,
8:06.0,K. Leonard makes free throw 1 of 2,1,55-73,,
8:06.0,B. Diaw enters the game for D. West,,55-73,,
8:06.0,K. Leonard makes free throw 2 of 2,1,56-73,,
7:55.0,,,56-76,3,S. Curry makes 3-pt shot from 27 ft
7:33.0,K. Leonard misses 2-pt shot from 14 ft,,56-76,,
7:32.0,,,56-76,,Defensive rebound by A. Bogut
7:24.0,,,56-76,,S. Curry misses 3-pt shot from 25 ft
7:23.0,Defensive rebound by K. Leonard,,56-76,,
7:14.0,K. Leonard makes 2-pt shot from 11 ft,2,58-76,,
7:04.0,Personal foul by T. Parker (drawn by D. Green),,58-76,,
7:04.0,P. Mills enters the game for T. Parker,,58-76,,
6:56.0,,,58-78,2,D. Green makes 2-pt shot from 9 ft (assist by B. Rush)
6:56.0,,,58-78,,Shooting foul by L. Aldridge (drawn by D. Green)
6:56.0,,,58-79,1,D. Green makes free throw 1 of 1
6:40.0,J. Simmons makes 2-pt shot at rim,2,60-79,,
6:31.0,,,60-79,,S. Curry misses 2-pt shot from 1 ft (block by L. Aldridge)
6:31.0,,,60-79,,Offensive rebound by Team
6:31.0,,,60-79,,Golden State full timeout
6:19.0,,,60-79,,Offensive foul by K. Thompson
6:19.0,,,60-79,,Turnover by K. Thompson (offensive foul)
6:06.0,,,60-79,,Personal foul by K. Thompson (drawn by J. Simmons)
5:52.0,P. Mills misses 2-pt shot from 20 ft,,60-79,,
5:52.0,Offensive rebound by Team,,60-79,,
5:52.0,Turnover by Team (shot clock),,60-79,,
5:52.0,M. Ginobili enters the game for K. Leonard,,60-79,,
5:39.0,,,60-82,3,B. Rush makes 3-pt shot from 23 ft (assist by D. Green)
5:24.0,Turnover by L. Aldridge (bad pass),,60-82,,
5:11.0,,,60-82,,K. Thompson misses 2-pt shot from 17 ft
5:11.0,Defensive rebound by L. Aldridge,,60-82,,
4:52.0,Shooting foul by A. Bogut (drawn by M. Ginobili),,60-82,,
4:52.0,M. Ginobili makes free throw 1 of 2,1,61-82,,
4:52.0,,,61-82,,L. Barbosa enters the game for K. Thompson
4:52.0,,,61-82,,F. Ezeli enters the game for A. Bogut
4:52.0,M. Ginobili makes free throw 2 of 2,1,62-82,,
4:42.0,,,62-84,2,S. Curry makes 2-pt shot from 3 ft
4:42.0,,,62-84,,Shooting foul by J. Simmons (drawn by S. Curry)
4:42.0,,,62-85,1,S. Curry makes free throw 1 of 1
4:25.0,Turnover by B. Diaw (bad pass; steal by D. Green),,62-85,,
4:12.0,,,62-85,,Turnover by D. Green (bad pass; steal by J. Simmons)
4:08.0,Turnover by P. Mills (step out of bounds),,62-85,,
4:08.0,,,62-85,,A. Iguodala enters the game for B. Rush
4:06.0,Personal foul by J. Simmons (drawn by S. Curry),,62-85,,
4:06.0,,,62-86,1,S. Curry makes free throw 1 of 2
4:06.0,D. West enters the game for L. Aldridge,,62-86,,
4:06.0,,,62-87,1,S. Curry makes free throw 2 of 2
3:53.0,M. Ginobili misses 3-pt shot from 25 ft,,62-87,,
3:53.0,,,62-87,,Defensive rebound by D. Green
3:43.0,,,62-87,,L. Barbosa misses 2-pt shot from 1 ft
3:42.0,,,62-87,,Offensive rebound by L. Barbosa
3:32.0,,,62-89,2,F. Ezeli makes 2-pt shot at rim (assist by A. Iguodala)
3:22.0,P. Mills misses 2-pt shot from 18 ft,,62-89,,
3:22.0,,,62-89,,Defensive rebound by F. Ezeli
3:14.0,,,62-89,,D. Green misses 2-pt shot from 1 ft
3:13.0,,,62-89,,Offensive rebound by D. Green
3:13.0,,,62-89,,D. Green misses 2-pt shot from 1 ft
3:11.0,Defensive rebound by D. West,,62-89,,
2:58.0,Turnover by J. Simmons (lost ball; steal by S. Curry),,62-89,,
2:54.0,,,62-89,,Shooting foul by P. Mills (drawn by A. Iguodala)
2:54.0,San Antonio full timeout,,62-89,,
2:54.0,Violation by Team (jump ball),,62-89,,
2:54.0,,,62-89,,Violation by Team (jump ball)
2:54.0,,,62-89,,H. Barnes enters the game for D. Green
2:54.0,,,62-89,,A. Iguodala misses free throw 1 of 2
2:54.0,,,62-89,,Offensive rebound by Team
2:54.0,,,62-89,,A. Iguodala misses free throw 2 of 2
2:53.0,Defensive rebound by D. West,,62-89,,
2:45.0,P. Mills makes 3-pt shot from 25 ft,3,65-89,,
2:27.0,,,65-89,,H. Barnes misses 3-pt shot from 24 ft
2:27.0,Defensive rebound by M. Ginobili,,65-89,,
2:22.0,P. Mills misses 3-pt shot from 25 ft,,65-89,,
2:21.0,,,65-89,,Defensive rebound by F. Ezeli
2:09.0,,,65-89,,S. Curry misses 3-pt shot from 28 ft
2:07.0,Defensive rebound by J. Simmons,,65-89,,
2:01.0,Turnover by J. Simmons (bad pass; steal by S. Curry),,65-89,,
1:51.0,,,65-89,,A. Iguodala misses 3-pt shot from 23 ft
1:50.0,Defensive rebound by M. Ginobili,,65-89,,
1:34.0,D. West misses 2-pt shot from 4 ft,,65-89,,
1:34.0,,,65-89,,Defensive rebound by F. Ezeli
1:21.0,,,65-89,,S. Curry misses 2-pt shot from 3 ft
1:21.0,,,65-89,,Offensive rebound by F. Ezeli
1:14.0,,,65-92,3,S. Curry makes 3-pt shot from 23 ft (assist by F. Ezeli)
1:06.0,,,65-92,,Personal foul by L. Barbosa (drawn by M. Ginobili)
1:06.0,M. Ginobili misses free throw 1 of 2,,65-92,,
1:06.0,Offensive rebound by Team,,65-92,,
1:06.0,,,65-92,,M. Speights enters the game for F. Ezeli
1:06.0,,,65-92,,S. Livingston enters the game for S. Curry
1:06.0,K. Anderson enters the game for B. Diaw,,65-92,,
1:06.0,B. Marjanovic enters the game for D. West,,65-92,,
1:06.0,M. Ginobili misses free throw 2 of 2,,65-92,,
1:05.0,,,65-92,,Defensive rebound by M. Speights
0:50.0,,,65-94,2,M. Speights makes 2-pt shot from 17 ft (assist by H. Barnes)
0:38.0,J. Simmons misses 3-pt shot from 25 ft,,65-94,,
0:38.0,,,65-94,,Defensive rebound by L. Barbosa
0:25.0,,,65-94,,Shooting foul by M. Ginobili (drawn by M. Speights)
0:25.0,,,65-94,,M. Speights misses free throw 1 of 2
0:25.0,,,65-94,,Offensive rebound by Team
0:25.0,D. Green enters the game for J. Simmons,,65-94,,
0:25.0,,,65-95,1,M. Speights makes free throw 2 of 2
0:07.0,,,65-95,,Shooting block foul by M. Speights (drawn by M. Ginobili)
0:07.0,M. Ginobili makes free throw 1 of 2,1,66-95,,
0:07.0,M. Ginobili misses free throw 2 of 2,,66-95,,
0:05.0,,,66-95,,Defensive rebound by S. Livingston
0:02.0,,,66-95,,L. Barbosa misses 2-pt shot from 2 ft
0:01.0,Defensive rebound by D. Green,,66-95,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,J. Simmons misses 2-pt shot from 1 ft,,66-95,,
11:42.0,,,66-95,,Defensive rebound by A. Iguodala
11:33.0,Personal foul by J. Simmons (drawn by A. Iguodala),,66-95,,
11:28.0,,,66-95,,M. Speights misses 2-pt shot from 20 ft
11:27.0,Defensive rebound by K. Anderson,,66-95,,
11:04.0,J. Simmons misses 2-pt shot from 11 ft,,66-95,,
11:03.0,,,66-95,,Defensive rebound by H. Barnes
10:54.0,,,66-95,,M. Speights misses 2-pt shot from 7 ft
10:52.0,,,66-95,,Offensive rebound by M. Speights
10:52.0,,,66-95,,M. Speights misses 2-pt shot at rim
10:51.0,Defensive rebound by D. Green,,66-95,,
10:41.0,B. Marjanovic makes 2-pt shot at rim (assist by P. Mills),2,68-95,,
10:24.0,,,68-95,,Turnover by A. Iguodala (lost ball; steal by B. Marjanovic)
10:14.0,D. Green misses 3-pt shot from 26 ft,,68-95,,
10:13.0,Offensive rebound by B. Marjanovic,,68-95,,
10:10.0,Shooting foul by H. Barnes (drawn by B. Marjanovic),,68-95,,
10:10.0,B. Marjanovic misses free throw 1 of 2,,68-95,,
10:10.0,Offensive rebound by Team,,68-95,,
10:10.0,B. Marjanovic makes free throw 2 of 2,1,69-95,,
9:51.0,,,69-97,2,H. Barnes makes 2-pt shot from 16 ft
9:36.0,K. Anderson misses 2-pt shot from 1 ft,,69-97,,
9:35.0,Offensive rebound by K. Anderson,,69-97,,
9:30.0,K. Anderson misses 2-pt shot from 2 ft,,69-97,,
9:29.0,,,69-97,,Defensive rebound by Team
9:10.0,,,69-97,,L. Barbosa misses 2-pt shot from 6 ft
9:10.0,Defensive rebound by B. Marjanovic,,69-97,,
9:02.0,Turnover by P. Mills (lost ball; steal by L. Barbosa),,69-97,,
8:58.0,,,69-97,,Shooting foul by J. Simmons (drawn by A. Iguodala)
8:58.0,Official timeout,,69-97,,
8:58.0,R. McCallum enters the game for P. Mills,,69-97,,
8:58.0,R. Butler enters the game for J. Simmons,,69-97,,
8:58.0,,,69-97,,A. Iguodala misses free throw 1 of 2
8:58.0,,,69-97,,Offensive rebound by Team
8:58.0,,,69-98,1,A. Iguodala makes free throw 2 of 2
8:46.0,Turnover by R. McCallum (bad pass; steal by S. Livingston),,69-98,,
8:33.0,,,69-98,,H. Barnes misses 3-pt shot from 27 ft
8:33.0,Defensive rebound by B. Marjanovic,,69-98,,
8:08.0,R. McCallum makes 2-pt shot from 13 ft,2,71-98,,
7:51.0,,,71-98,,M. Speights misses 2-pt shot from 18 ft
7:50.0,Defensive rebound by D. Green,,71-98,,
7:34.0,R. McCallum misses 2-pt shot from 5 ft,,71-98,,
7:33.0,,,71-98,,Defensive rebound by A. Iguodala
7:12.0,,,71-98,,L. Barbosa misses 3-pt shot from 26 ft
7:11.0,,,71-98,,Offensive rebound by A. Iguodala
7:11.0,,,71-98,,A. Iguodala misses 2-pt shot from 1 ft
7:09.0,,,71-98,,Offensive rebound by M. Speights
7:06.0,,,71-98,,Turnover by L. Barbosa (lost ball; steal by D. Green)
6:59.0,Turnover by K. Anderson (bad pass),,71-98,,
6:59.0,,,71-98,,Golden State full timeout
6:59.0,,,71-98,,I. Clark enters the game for A. Iguodala
6:59.0,,,71-98,,J. Thompson enters the game for L. Barbosa
6:59.0,,,71-98,,B. Rush enters the game for M. Speights
6:41.0,,,71-98,,Turnover by S. Livingston (lost ball; steal by D. Green)
6:38.0,R. Butler makes 2-pt shot from 1 ft (assist by K. Anderson),2,73-98,,
6:38.0,Shooting foul by H. Barnes (drawn by R. Butler),,73-98,,
6:38.0,,,73-98,,M. Speights enters the game for H. Barnes
