time,Orlando,pts.away,score,pts.home,Atlanta
5:10.0,M. Hezonja misses 3-pt shot from 25 ft,,9-16,,
5:09.0,,,9-16,,Defensive rebound by P. Millsap
4:53.0,,,9-16,,Turnover by K. Korver (bad pass; steal by T. Harris)
4:46.0,Turnover by N. Vucevic (bad pass; steal by T. Sefolosha),,9-16,,
4:31.0,,,9-16,,Shooting foul by C. Frye (drawn by P. Millsap)
4:31.0,,,9-16,,P. Millsap misses free throw 1 of 2
4:31.0,,,9-16,,Offensive rebound by Team
4:31.0,A. Gordon enters the game for C. Frye,,9-16,,
4:31.0,,,9-16,,K. Bazemore enters the game for K. Korver
4:31.0,,,9-16,,D. Schroder enters the game for J. Teague
4:31.0,,,9-16,,P. Millsap misses free throw 2 of 2
4:29.0,Defensive rebound by T. Harris,,9-16,,
4:09.0,N. Vucevic misses 2-pt shot from 19 ft,,9-16,,
4:09.0,Offensive rebound by Team,,9-16,,
4:09.0,,,9-16,,Loose ball foul by T. Sefolosha (drawn by T. Harris)
4:02.0,E. Payton makes 2-pt shot from 4 ft,2,11-16,,
3:46.0,,,11-16,,D. Schroder misses 3-pt shot from 24 ft
3:45.0,Defensive rebound by N. Vucevic,,11-16,,
3:35.0,Turnover by E. Payton (bad pass),,11-16,,
3:22.0,,,11-16,,Turnover by P. Millsap (bad pass; steal by E. Payton)
3:17.0,Turnover by T. Harris (lost ball),,11-16,,
3:17.0,,,11-16,,Atlanta full timeout
3:17.0,A. Nicholson enters the game for T. Harris,,11-16,,
3:01.0,,,11-16,,D. Schroder misses 2-pt shot from 2 ft (block by N. Vucevic)
2:59.0,Defensive rebound by E. Payton,,11-16,,
2:52.0,N. Vucevic makes 2-pt shot from 19 ft (assist by E. Payton),2,13-16,,
2:38.0,,,13-18,2,T. Sefolosha makes 2-pt shot from 10 ft
2:20.0,E. Payton misses 2-pt shot from 13 ft,,13-18,,
2:18.0,,,13-18,,Defensive rebound by T. Sefolosha
2:12.0,,,13-20,2,T. Sefolosha makes 2-pt shot from 19 ft
1:49.0,M. Hezonja misses 2-pt shot from 15 ft,,13-20,,
1:46.0,,,13-20,,Defensive rebound by D. Schroder
1:28.0,,,13-22,2,D. Schroder makes 2-pt shot from 1 ft (assist by P. Millsap)
1:08.0,A. Nicholson misses 2-pt shot from 8 ft,,13-22,,
1:05.0,Offensive rebound by A. Nicholson,,13-22,,
0:50.0,N. Vucevic makes 2-pt shot from 16 ft (assist by A. Gordon),2,15-22,,
0:29.0,,,15-24,2,P. Millsap makes 2-pt shot from 10 ft
0:07.0,A. Nicholson misses 3-pt shot from 25 ft,,15-24,,
0:06.0,Offensive rebound by Team,,15-24,,
0:06.0,,,15-24,,Loose ball foul by T. Sefolosha (drawn by A. Gordon)
0:06.0,,,15-24,,J. Holiday enters the game for P. Millsap
0:06.0,,,15-24,,M. Scott enters the game for T. Sefolosha
0:06.0,,,15-24,,A. Horford enters the game for T. Splitter
0:06.0,S. Napier enters the game for N. Vucevic,,15-24,,
0:06.0,J. Smith enters the game for E. Payton,,15-24,,
0:01.0,M. Hezonja misses 2-pt shot from 2 ft,,15-24,,
0:01.0,Offensive rebound by A. Gordon,,15-24,,
0:01.0,A. Gordon makes 2-pt shot at rim,2,17-24,,
0:00.0,,,17-24,,D. Schroder misses 3-pt shot from 64 ft
0:00.0,,,17-24,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,17-26,2,D. Schroder makes 2-pt shot from 1 ft (assist by T. Hardaway)
11:31.0,J. Smith misses 2-pt shot from 2 ft,,17-26,,
11:30.0,,,17-26,,Defensive rebound by K. Bazemore
11:19.0,,,17-28,2,A. Horford makes 2-pt shot from 1 ft (assist by D. Schroder)
11:04.0,Offensive charge foul by A. Nicholson,,17-28,,
11:04.0,Turnover by A. Nicholson (offensive foul),,17-28,,
10:47.0,,,17-28,,K. Bazemore misses 2-pt shot from 1 ft
10:47.0,,,17-28,,Offensive rebound by Team
10:47.0,Loose ball foul by A. Nicholson (drawn by K. Bazemore),,17-28,,
10:32.0,,,17-28,,Turnover by M. Scott (traveling)
10:20.0,J. Smith misses 2-pt shot from 18 ft,,17-28,,
10:19.0,,,17-28,,Defensive rebound by A. Horford
10:09.0,,,17-31,3,M. Scott makes 3-pt shot from 24 ft (assist by D. Schroder)
9:44.0,S. Napier makes 2-pt shot from 21 ft (assist by A. Nicholson),2,19-31,,
9:30.0,,,19-31,,Turnover by D. Schroder (lost ball)
9:30.0,,,19-31,,T. Sefolosha enters the game for K. Bazemore
9:30.0,T. Harris enters the game for M. Hezonja,,19-31,,
9:30.0,E. Fournier enters the game for A. Nicholson,,19-31,,
9:09.0,S. Napier makes 3-pt shot from 24 ft (assist by E. Fournier),3,22-31,,
8:57.0,,,22-31,,Turnover by M. Scott (bad pass; steal by J. Smith)
8:53.0,Shooting foul by M. Scott (drawn by A. Gordon),,22-31,,
8:53.0,Official timeout,,22-31,,
8:53.0,A. Gordon makes free throw 1 of 2,1,23-31,,
8:53.0,A. Gordon makes free throw 2 of 2,1,24-31,,
8:38.0,,,24-34,3,T. Hardaway makes 3-pt shot from 24 ft (assist by D. Schroder)
8:25.0,E. Fournier misses 2-pt shot from 21 ft,,24-34,,
8:24.0,,,24-34,,Defensive rebound by A. Horford
8:04.0,,,24-34,,M. Scott misses 2-pt shot from 18 ft
8:02.0,Defensive rebound by A. Gordon,,24-34,,
7:53.0,A. Gordon misses 3-pt shot from 24 ft,,24-34,,
7:52.0,,,24-34,,Defensive rebound by A. Horford
7:39.0,,,24-34,,A. Horford misses 2-pt shot from 18 ft
7:37.0,Defensive rebound by A. Gordon,,24-34,,
7:32.0,,,24-34,,Personal foul by D. Schroder (drawn by S. Napier)
7:32.0,,,24-34,,J. Teague enters the game for D. Schroder
7:23.0,Shooting foul by M. Scott (drawn by T. Harris),,24-34,,
7:23.0,T. Harris makes free throw 1 of 2,1,25-34,,
7:23.0,T. Harris makes free throw 2 of 2,1,26-34,,
7:10.0,,,26-34,,Shooting foul by J. Smith (drawn by T. Sefolosha)
7:10.0,,,26-35,1,T. Sefolosha makes free throw 1 of 2
7:10.0,,,26-35,,T. Splitter enters the game for M. Scott
7:10.0,,,26-36,1,T. Sefolosha makes free throw 2 of 2
6:56.0,T. Harris makes 2-pt shot from 3 ft (assist by S. Napier),2,28-36,,
6:46.0,Personal foul by T. Harris (drawn by J. Teague),,28-36,,
6:35.0,,,28-38,2,T. Splitter makes 2-pt shot at rim (assist by A. Horford)
6:13.0,Shooting foul by T. Splitter (drawn by A. Gordon),,28-38,,
6:13.0,A. Gordon misses free throw 1 of 2,,28-38,,
6:13.0,Offensive rebound by Team,,28-38,,
6:13.0,E. Payton enters the game for S. Napier,,28-38,,
6:13.0,N. Vucevic enters the game for J. Smith,,28-38,,
6:13.0,A. Gordon makes free throw 2 of 2,1,29-38,,
5:54.0,,,29-40,2,T. Splitter makes 2-pt shot from 2 ft (assist by T. Sefolosha)
5:27.0,E. Fournier misses 3-pt shot from 23 ft,,29-40,,
5:26.0,,,29-40,,Defensive rebound by J. Teague
5:16.0,,,29-42,2,T. Splitter makes 2-pt shot at rim (assist by A. Horford)
4:49.0,E. Fournier misses 2-pt shot from 14 ft,,29-42,,
4:48.0,,,29-42,,Defensive rebound by T. Splitter
4:42.0,,,29-42,,J. Teague misses 2-pt shot from 9 ft
4:38.0,Defensive rebound by A. Gordon,,29-42,,
4:38.0,,,29-42,,Atlanta full timeout
4:38.0,,,29-42,,K. Korver enters the game for A. Horford
4:38.0,,,29-42,,P. Millsap enters the game for T. Hardaway
4:31.0,,,29-42,,Violation by P. Millsap (kicked ball)
4:21.0,N. Vucevic makes 2-pt shot from 18 ft (assist by E. Payton),2,31-42,,
4:08.0,,,31-42,,J. Teague misses 2-pt shot from 5 ft
4:05.0,,,31-42,,Offensive rebound by T. Splitter
4:05.0,,,31-42,,T. Splitter misses 2-pt shot at rim
4:04.0,Defensive rebound by N. Vucevic,,31-42,,
3:51.0,T. Harris makes 2-pt shot at rim (assist by E. Payton),2,33-42,,
3:31.0,,,33-44,2,K. Korver makes 2-pt shot from 14 ft (assist by T. Splitter)
3:12.0,T. Harris misses 3-pt shot from 24 ft,,33-44,,
3:11.0,,,33-44,,Defensive rebound by Team
3:11.0,,,33-44,,A. Horford enters the game for T. Splitter
3:11.0,,,33-44,,K. Bazemore enters the game for T. Sefolosha
2:55.0,,,33-44,,A. Horford misses 2-pt shot from 17 ft
2:54.0,Defensive rebound by A. Gordon,,33-44,,
2:48.0,A. Gordon misses 2-pt shot from 1 ft,,33-44,,
2:47.0,,,33-44,,Defensive rebound by P. Millsap
2:39.0,,,33-44,,K. Bazemore misses 2-pt shot from 20 ft
2:36.0,Defensive rebound by A. Gordon,,33-44,,
2:25.0,A. Gordon makes 2-pt shot at rim (assist by E. Payton),2,35-44,,
2:02.0,,,35-47,3,J. Teague makes 3-pt shot from 22 ft
1:49.0,E. Payton misses 2-pt shot at rim,,35-47,,
1:47.0,,,35-47,,Defensive rebound by P. Millsap
1:40.0,,,35-49,2,A. Horford makes 2-pt shot from 17 ft (assist by K. Korver)
1:31.0,Orlando full timeout,,35-49,,
1:31.0,C. Frye enters the game for A. Gordon,,35-49,,
1:18.0,N. Vucevic misses 2-pt shot from 2 ft (block by A. Horford),,35-49,,
1:18.0,Offensive rebound by Team,,35-49,,
1:14.0,E. Fournier misses 2-pt shot from 14 ft,,35-49,,
1:13.0,,,35-49,,Defensive rebound by K. Korver
0:59.0,,,35-51,2,K. Bazemore makes 2-pt shot from 18 ft
0:44.0,E. Fournier misses 2-pt shot from 6 ft,,35-51,,
0:44.0,Offensive rebound by N. Vucevic,,35-51,,
0:44.0,N. Vucevic makes 2-pt shot at rim,2,37-51,,
0:44.0,Shooting foul by A. Horford (drawn by N. Vucevic),,37-51,,
0:44.0,N. Vucevic makes free throw 1 of 1,1,38-51,,
0:26.0,,,38-51,,J. Teague misses 2-pt shot from 14 ft
0:25.0,,,38-51,,Offensive rebound by A. Horford
0:08.0,,,38-51,,Turnover by K. Korver (step out of bounds)
0:08.0,,,38-51,,T. Sefolosha enters the game for K. Korver
0:01.0,N. Vucevic misses 2-pt shot from 14 ft,,38-51,,
0:01.0,,,38-51,,Defensive rebound by K. Bazemore
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,38-51,,K. Bazemore misses 2-pt shot from 8 ft
11:45.0,Defensive rebound by C. Frye,,38-51,,
11:40.0,Shooting foul by K. Korver (drawn by N. Vucevic),,38-51,,
11:40.0,N. Vucevic misses free throw 1 of 2,,38-51,,
11:40.0,Offensive rebound by Team,,38-51,,
11:40.0,N. Vucevic makes free throw 2 of 2,1,39-51,,
11:33.0,,,39-51,,Turnover by K. Bazemore (bad pass)
11:16.0,N. Vucevic misses 2-pt shot from 20 ft,,39-51,,
11:14.0,,,39-51,,Defensive rebound by J. Teague
10:54.0,,,39-51,,P. Millsap misses 2-pt shot from 10 ft
10:52.0,Defensive rebound by N. Vucevic,,39-51,,
10:44.0,E. Payton misses 2-pt shot from 7 ft (block by A. Horford),,39-51,,
10:42.0,Offensive rebound by N. Vucevic,,39-51,,
10:37.0,E. Payton misses 2-pt shot at rim (block by P. Millsap),,39-51,,
10:36.0,,,39-51,,Defensive rebound by J. Teague
10:31.0,,,39-51,,Turnover by K. Bazemore (bad pass; steal by E. Fournier)
10:20.0,Turnover by E. Payton (lost ball),,39-51,,
10:07.0,,,39-51,,J. Teague misses 2-pt shot from 2 ft
10:04.0,Defensive rebound by N. Vucevic,,39-51,,
9:55.0,,,39-51,,Personal foul by J. Teague (drawn by C. Frye)
9:49.0,,,39-51,,Personal foul by J. Teague (drawn by E. Payton)
9:35.0,E. Payton makes 3-pt shot from 24 ft (assist by T. Harris),3,42-51,,
9:16.0,,,42-51,,K. Korver misses 2-pt shot from 15 ft
9:14.0,,,42-51,,Offensive rebound by P. Millsap
9:06.0,,,42-51,,P. Millsap misses 2-pt shot from 1 ft (block by C. Frye)
9:04.0,,,42-51,,Offensive rebound by P. Millsap
9:01.0,,,42-54,3,K. Korver makes 3-pt shot from 22 ft (assist by P. Millsap)
8:44.0,E. Payton makes 3-pt shot from 24 ft (assist by C. Frye),3,45-54,,
8:25.0,,,45-54,,K. Korver misses 3-pt shot from 25 ft
8:24.0,Defensive rebound by N. Vucevic,,45-54,,
7:59.0,E. Payton misses 2-pt shot from 19 ft,,45-54,,
7:58.0,Offensive rebound by N. Vucevic,,45-54,,
7:55.0,C. Frye misses 3-pt shot from 24 ft,,45-54,,
7:54.0,,,45-54,,Defensive rebound by P. Millsap
7:45.0,,,45-54,,J. Teague misses 2-pt shot from 10 ft
7:44.0,Defensive rebound by E. Payton,,45-54,,
7:37.0,E. Fournier makes 3-pt shot from 24 ft (assist by T. Harris),3,48-54,,
7:37.0,,,48-54,,Atlanta full timeout
7:37.0,,,48-54,,T. Sefolosha enters the game for K. Bazemore
7:26.0,,,48-56,2,J. Teague makes 2-pt shot from 1 ft
7:05.0,E. Fournier misses 2-pt shot from 19 ft,,48-56,,
7:04.0,,,48-56,,Defensive rebound by P. Millsap
6:52.0,Personal foul by E. Fournier (drawn by J. Teague),,48-56,,
6:41.0,,,48-58,2,A. Horford makes 2-pt shot at rim (assist by P. Millsap)
6:16.0,Jump ball: A. Horford vs. N. Vucevic (T. Harris gains possession),,,,Jump ball: A. Horford vs. N. Vucevic (T. Harris gains possession)
6:10.0,T. Harris misses 2-pt shot from 16 ft,,48-58,,
6:08.0,,,48-58,,Defensive rebound by P. Millsap
6:03.0,,,48-58,,T. Sefolosha misses 2-pt shot from 15 ft
6:01.0,Defensive rebound by T. Harris,,48-58,,
5:53.0,E. Payton makes 2-pt shot at rim,2,50-58,,
5:53.0,Shooting foul by K. Korver (drawn by E. Payton),,50-58,,
5:53.0,,,50-58,,T. Splitter enters the game for A. Horford
5:53.0,E. Payton misses free throw 1 of 1,,50-58,,
5:51.0,Offensive rebound by C. Frye,,50-58,,
5:47.0,Shooting foul by P. Millsap (drawn by E. Payton),,50-58,,
5:47.0,E. Payton misses free throw 1 of 2,,50-58,,
5:47.0,Offensive rebound by Team,,50-58,,
5:47.0,E. Payton misses free throw 2 of 2,,50-58,,
5:45.0,,,50-58,,Defensive rebound by P. Millsap
5:27.0,,,50-58,,Turnover by J. Teague (bad pass; steal by T. Harris)
5:18.0,N. Vucevic misses 2-pt shot from 1 ft (block by P. Millsap),,50-58,,
5:16.0,Offensive rebound by T. Harris,,50-58,,
5:10.0,T. Harris misses 2-pt shot from 14 ft,,50-58,,
5:08.0,,,50-58,,Defensive rebound by K. Korver
5:02.0,,,50-58,,Offensive charge foul by J. Teague
5:02.0,,,50-58,,Turnover by J. Teague (offensive foul)
4:47.0,E. Fournier misses 3-pt shot from 22 ft,,50-58,,
4:45.0,,,50-58,,Defensive rebound by T. Splitter
4:28.0,,,50-61,3,J. Teague makes 3-pt shot from 23 ft (assist by P. Millsap)
4:10.0,E. Payton makes 2-pt shot from 19 ft (assist by T. Harris),2,52-61,,
3:55.0,,,52-61,,T. Sefolosha misses 2-pt shot from 1 ft (block by T. Harris)
3:53.0,Defensive rebound by N. Vucevic,,52-61,,
3:50.0,Turnover by E. Payton (lost ball; steal by J. Teague),,52-61,,
3:43.0,,,52-64,3,J. Teague makes 3-pt shot from 25 ft
3:17.0,Turnover by T. Harris (lost ball; steal by T. Sefolosha),,52-64,,
3:13.0,,,52-66,2,P. Millsap makes 2-pt shot at rim (assist by T. Sefolosha)
3:13.0,Orlando full timeout,,52-66,,
3:13.0,,,52-66,,K. Bazemore enters the game for K. Korver
3:13.0,,,52-66,,D. Schroder enters the game for J. Teague
3:13.0,S. Napier enters the game for C. Frye,,52-66,,
3:13.0,M. Hezonja enters the game for N. Vucevic,,52-66,,
3:13.0,A. Gordon enters the game for E. Fournier,,52-66,,
3:13.0,J. Smith enters the game for E. Payton,,52-66,,
2:57.0,A. Gordon misses 2-pt shot from 9 ft,,52-66,,
2:54.0,,,52-66,,Defensive rebound by P. Millsap
2:38.0,,,52-68,2,D. Schroder makes 2-pt shot from 17 ft (assist by P. Millsap)
2:22.0,A. Gordon makes 3-pt shot from 24 ft (assist by S. Napier),3,55-68,,
2:04.0,,,55-70,2,P. Millsap makes 2-pt shot from 1 ft (assist by D. Schroder)
1:48.0,S. Napier misses 3-pt shot from 25 ft,,55-70,,
1:47.0,,,55-70,,Defensive rebound by K. Bazemore
1:37.0,,,55-70,,Turnover by K. Bazemore (lost ball; steal by T. Harris)
1:32.0,M. Hezonja makes 2-pt shot at rim (assist by A. Gordon),2,57-70,,
1:13.0,,,57-70,,Turnover by T. Splitter (offensive foul)
1:13.0,,,57-70,,Offensive charge foul by T. Splitter
1:13.0,,,57-70,,M. Scott enters the game for P. Millsap
0:57.0,M. Hezonja misses 2-pt shot at rim (block by T. Splitter),,57-70,,
0:55.0,,,57-70,,Defensive rebound by T. Splitter
0:51.0,,,57-72,2,T. Splitter makes 2-pt shot from 2 ft (assist by D. Schroder)
0:36.0,,,57-72,,Violation by M. Scott (kicked ball)
0:22.0,A. Gordon makes 2-pt shot from 17 ft (assist by T. Harris),2,59-72,,
0:03.0,,,59-72,,T. Sefolosha misses 3-pt shot from 23 ft
0:01.0,Defensive rebound by J. Smith,,59-72,,
0:00.0,M. Hezonja misses 3-pt shot from 34 ft,,59-72,,
0:00.0,Offensive rebound by Team,,59-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,J. Smith misses 2-pt shot from 8 ft,,59-72,,
11:38.0,,,59-72,,Defensive rebound by D. Schroder
11:27.0,,,59-72,,D. Schroder misses 2-pt shot from 17 ft
11:25.0,Defensive rebound by J. Smith,,59-72,,
11:09.0,M. Hezonja misses 2-pt shot from 5 ft,,59-72,,
11:08.0,,,59-72,,Defensive rebound by T. Hardaway
11:01.0,,,59-75,3,A. Horford makes 3-pt shot from 24 ft (assist by T. Sefolosha)
10:36.0,Shooting foul by A. Horford (drawn by A. Gordon),,59-75,,
10:36.0,A. Gordon makes free throw 1 of 2,1,60-75,,
10:36.0,D. Dedmon enters the game for T. Harris,,60-75,,
10:36.0,A. Gordon makes free throw 2 of 2,1,61-75,,
10:18.0,,,61-77,2,A. Horford makes 2-pt shot at rim (assist by D. Schroder)
9:50.0,S. Napier misses 3-pt shot from 24 ft,,61-77,,
9:49.0,,,61-77,,Defensive rebound by T. Sefolosha
9:36.0,,,61-77,,D. Schroder misses 2-pt shot from 2 ft (block by A. Gordon)
9:36.0,,,61-77,,Offensive rebound by Team
9:33.0,,,61-77,,T. Hardaway misses 2-pt shot from 16 ft
9:32.0,,,61-77,,Offensive rebound by Team
9:30.0,,,61-79,2,M. Scott makes 2-pt shot from 1 ft (assist by D. Schroder)
9:12.0,J. Smith misses 2-pt shot from 17 ft,,61-79,,
9:10.0,,,61-79,,Defensive rebound by T. Sefolosha
9:01.0,,,61-79,,T. Sefolosha misses 3-pt shot from 23 ft
9:00.0,Defensive rebound by A. Gordon,,61-79,,
8:54.0,,,61-79,,Personal foul by T. Sefolosha (drawn by A. Gordon)
8:54.0,Official timeout,,61-79,,
8:54.0,K. Appling enters the game for S. Napier,,61-79,,
8:48.0,Turnover by D. Dedmon (bad pass; steal by T. Hardaway),,61-79,,
8:45.0,,,61-79,,Shooting foul by D. Dedmon (drawn by T. Hardaway)
8:45.0,,,61-80,1,T. Hardaway makes free throw 1 of 2
8:45.0,,,61-81,1,T. Hardaway makes free throw 2 of 2
8:34.0,K. Appling misses 3-pt shot from 23 ft,,61-81,,
8:29.0,,,61-81,,Defensive rebound by T. Sefolosha
8:22.0,,,61-81,,Turnover by D. Schroder (bad pass; steal by D. Dedmon)
8:18.0,Turnover by K. Appling (lost ball; steal by T. Sefolosha),,61-81,,
8:13.0,,,61-83,2,T. Sefolosha makes 2-pt shot from 13 ft (assist by T. Hardaway)
7:59.0,M. Hezonja misses 3-pt shot from 24 ft,,61-83,,
7:57.0,,,61-83,,Defensive rebound by M. Scott
7:48.0,,,61-83,,Turnover by D. Schroder (lost ball; steal by K. Appling)
7:41.0,K. Appling makes 2-pt shot from 1 ft,2,63-83,,
7:18.0,,,63-85,2,M. Scott makes 2-pt shot from 2 ft (assist by D. Schroder)
6:56.0,Turnover by M. Hezonja (bad pass; steal by M. Scott),,63-85,,
6:46.0,,,63-87,2,A. Horford makes 2-pt shot from 1 ft (assist by M. Scott)
6:30.0,J. Smith makes 2-pt shot from 18 ft (assist by A. Gordon),2,65-87,,
6:21.0,,,65-87,,Atlanta full timeout
6:21.0,,,65-87,,J. Holiday enters the game for A. Horford
6:21.0,,,65-87,,M. Muscala enters the game for T. Sefolosha
6:21.0,,,65-87,,S. Mack enters the game for D. Schroder
6:14.0,,,65-87,,T. Hardaway misses 2-pt shot from 6 ft
6:11.0,Defensive rebound by D. Dedmon,,65-87,,
6:03.0,A. Gordon misses 2-pt shot from 1 ft,,65-87,,
5:57.0,,,65-87,,Defensive rebound by S. Mack
5:50.0,,,65-90,3,M. Scott makes 3-pt shot from 24 ft (assist by M. Muscala)
5:35.0,M. Hezonja misses 3-pt shot from 25 ft,,65-90,,
5:34.0,,,65-90,,Defensive rebound by M. Muscala
5:11.0,,,65-90,,M. Muscala misses 2-pt shot from 10 ft
5:08.0,Defensive rebound by D. Dedmon,,65-90,,
5:00.0,Shooting foul by J. Holiday (drawn by M. Hezonja),,65-90,,
5:00.0,M. Hezonja makes free throw 1 of 2,1,66-90,,
5:00.0,M. Hezonja makes free throw 2 of 2,1,67-90,,
4:48.0,,,67-92,2,M. Scott makes 2-pt shot from 1 ft (assist by T. Hardaway)
4:29.0,A. Gordon makes 2-pt shot from 21 ft,2,69-92,,
4:17.0,,,69-92,,J. Holiday misses 3-pt shot from 24 ft
4:15.0,Defensive rebound by J. Smith,,69-92,,
4:02.0,D. Dedmon makes 2-pt shot from 3 ft (assist by M. Hezonja),2,71-92,,
3:45.0,,,71-92,,J. Holiday misses 2-pt shot at rim
3:43.0,Defensive rebound by D. Dedmon,,71-92,,
3:40.0,Shooting foul by M. Scott (drawn by A. Gordon),,71-92,,
3:40.0,A. Gordon makes free throw 1 of 2,1,72-92,,
3:40.0,A. Gordon makes free throw 2 of 2,1,73-92,,
3:32.0,Personal foul by M. Hezonja (drawn by J. Holiday),,73-92,,
3:32.0,A. Nicholson enters the game for A. Gordon,,73-92,,
3:32.0,D. Marble enters the game for J. Smith,,73-92,,
3:18.0,,,73-92,,S. Mack misses 2-pt shot from 20 ft
3:18.0,Defensive rebound by Team,,73-92,,
3:10.0,,,73-92,,Personal foul by J. Holiday (drawn by M. Hezonja)
3:10.0,M. Hezonja makes free throw 1 of 2,1,74-92,,
3:10.0,M. Hezonja makes free throw 2 of 2,1,75-92,,
2:58.0,,,75-92,,T. Hardaway misses 3-pt shot from 24 ft
2:56.0,Defensive rebound by D. Dedmon,,75-92,,
2:42.0,M. Hezonja misses 2-pt shot at rim,,75-92,,
2:40.0,,,75-92,,Defensive rebound by J. Holiday
2:26.0,,,75-92,,J. Holiday misses 3-pt shot from 24 ft
2:24.0,Defensive rebound by A. Nicholson,,75-92,,
2:15.0,K. Appling misses 2-pt shot from 18 ft,,75-92,,
2:14.0,,,75-92,,Defensive rebound by M. Muscala
2:06.0,,,75-92,,S. Mack misses 2-pt shot from 15 ft
2:04.0,Defensive rebound by D. Dedmon,,75-92,,
