time,Chicago,pts.away,score,pts.home,Orlando
7:58.0,,,32-47,,A. Nicholson misses 2-pt shot from 9 ft
7:57.0,Defensive rebound by J. Butler,,32-47,,
7:48.0,J. Butler makes 2-pt shot from 16 ft,2,34-47,,
7:34.0,,,34-47,,B. Jennings misses 2-pt shot from 2 ft
7:32.0,Defensive rebound by P. Gasol,,34-47,,
7:23.0,A. Brooks misses 2-pt shot from 4 ft,,34-47,,
7:22.0,,,34-47,,Defensive rebound by A. Nicholson
7:03.0,,,34-47,,Turnover by C. Watson (bad pass)
7:03.0,D. Rose enters the game for A. Brooks,,34-47,,
7:03.0,T. Gibson enters the game for B. Portis,,34-47,,
6:47.0,Shooting foul by J. Smith (drawn by J. Butler),,34-47,,
6:47.0,J. Butler misses free throw 1 of 2,,34-47,,
6:47.0,Offensive rebound by Team,,34-47,,
6:47.0,,,34-47,,D. Dedmon enters the game for J. Smith
6:47.0,,,34-47,,E. Payton enters the game for B. Jennings
6:47.0,,,34-47,,A. Gordon enters the game for A. Nicholson
6:47.0,J. Butler misses free throw 2 of 2,,34-47,,
6:45.0,,,34-47,,Defensive rebound by D. Dedmon
6:33.0,,,34-47,,E. Fournier misses 2-pt shot from 4 ft (block by J. Butler)
6:30.0,Defensive rebound by J. Butler,,34-47,,
6:20.0,T. Gibson makes 2-pt shot from 1 ft (assist by P. Gasol),2,36-47,,
6:03.0,,,36-47,,A. Gordon misses 2-pt shot from 20 ft
6:01.0,,,36-47,,Offensive rebound by A. Gordon
5:59.0,,,36-49,2,A. Gordon makes 2-pt shot at rim
5:45.0,T. Gibson makes 2-pt shot from 1 ft (assist by P. Gasol),2,38-49,,
5:36.0,Personal foul by P. Gasol,,38-49,,
5:36.0,Official timeout,,38-49,,
5:36.0,M. Dunleavy enters the game for D. McDermott,,38-49,,
5:28.0,,,38-49,,E. Fournier misses 3-pt shot from 25 ft
5:26.0,Defensive rebound by P. Gasol,,38-49,,
5:10.0,J. Butler makes 2-pt shot at rim (assist by P. Gasol),2,40-49,,
4:47.0,,,40-51,2,D. Dedmon makes 2-pt shot from 8 ft (assist by C. Watson)
4:28.0,Turnover by D. Rose (lost ball),,40-51,,
4:14.0,,,40-53,2,D. Dedmon makes 2-pt shot at rim (assist by E. Payton)
4:08.0,,,40-53,,Personal foul by A. Gordon
4:00.0,M. Dunleavy makes 2-pt shot at rim (assist by P. Gasol),2,42-53,,
3:48.0,,,42-53,,C. Watson misses 3-pt shot from 25 ft
3:47.0,Defensive rebound by D. Rose,,42-53,,
3:35.0,M. Dunleavy misses 2-pt shot from 12 ft,,42-53,,
3:34.0,,,42-53,,Defensive rebound by D. Dedmon
3:27.0,,,42-56,3,C. Watson makes 3-pt shot from 24 ft (assist by A. Gordon)
3:09.0,M. Dunleavy misses 3-pt shot from 23 ft,,42-56,,
3:06.0,,,42-56,,Defensive rebound by Team
2:53.0,,,42-56,,E. Payton misses 2-pt shot from 11 ft
2:51.0,,,42-56,,Offensive rebound by D. Dedmon
2:51.0,,,42-58,2,D. Dedmon makes 2-pt shot from 2 ft
2:40.0,J. Butler misses 2-pt shot from 13 ft,,42-58,,
2:38.0,,,42-58,,Defensive rebound by D. Dedmon
2:25.0,,,42-58,,D. Dedmon misses 2-pt shot from 6 ft
2:22.0,,,42-58,,Offensive rebound by D. Dedmon
2:15.0,,,42-60,2,E. Fournier makes 2-pt shot from 1 ft (assist by E. Payton)
2:15.0,,,42-60,,Shooting foul by J. Butler (drawn by E. Fournier)
2:15.0,,,42-60,,Orlando full timeout
2:15.0,,,42-61,1,E. Fournier makes free throw 1 of 1
2:04.0,Shooting foul by E. Payton (drawn by D. Rose),,42-61,,
2:04.0,D. Rose misses free throw 1 of 2,,42-61,,
2:04.0,Offensive rebound by Team,,42-61,,
2:04.0,N. Mirotic enters the game for P. Gasol,,42-61,,
2:04.0,D. Rose misses free throw 2 of 2,,42-61,,
2:02.0,,,42-61,,Defensive rebound by D. Dedmon
1:42.0,,,42-61,,Turnover by E. Fournier (lost ball; steal by J. Butler)
1:29.0,Shooting foul by D. Dedmon (drawn by M. Dunleavy),,42-61,,
1:29.0,M. Dunleavy makes free throw 1 of 2,1,43-61,,
1:29.0,,,43-61,,D. Marble enters the game for E. Fournier
1:29.0,,,43-61,,A. Nicholson enters the game for C. Watson
1:29.0,B. Portis enters the game for T. Gibson,,43-61,,
1:29.0,,,43-61,,C. Watson enters the game for D. Dedmon
1:29.0,,,43-61,,M. Hezonja enters the game for A. Gordon
1:29.0,M. Dunleavy makes free throw 2 of 2,1,44-61,,
1:11.0,,,44-64,3,M. Hezonja makes 3-pt shot from 24 ft (assist by E. Payton)
0:59.0,,,44-64,,Personal foul by C. Watson
0:59.0,J. Butler makes free throw 1 of 2,1,45-64,,
0:59.0,J. Butler makes free throw 2 of 2,1,46-64,,
0:48.0,,,46-66,2,E. Payton makes 2-pt shot at rim
0:41.0,Shooting foul by D. Marble (drawn by N. Mirotic),,46-66,,
0:41.0,N. Mirotic makes free throw 1 of 2,1,47-66,,
0:41.0,N. Mirotic misses free throw 2 of 2,,47-66,,
0:39.0,Offensive rebound by M. Dunleavy,,47-66,,
0:36.0,N. Mirotic makes 3-pt shot from 25 ft (assist by M. Dunleavy),3,50-66,,
0:29.0,,,50-68,2,E. Payton makes 2-pt shot from 5 ft
0:15.0,D. Rose misses 2-pt shot from 3 ft (block by E. Payton),,50-68,,
0:15.0,Offensive rebound by D. Rose,,50-68,,
0:14.0,Turnover by D. Rose (traveling),,50-68,,
0:02.0,,,50-68,,C. Watson misses 2-pt shot at rim
0:01.0,Defensive rebound by N. Mirotic,,50-68,,
0:00.0,N. Mirotic misses 3-pt shot from 58 ft,,50-68,,
0:00.0,Offensive rebound by Team,,50-68,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,P. Gasol misses 2-pt shot from 12 ft,,50-68,,
11:39.0,,,50-68,,Defensive rebound by D. Dedmon
11:21.0,,,50-68,,E. Payton misses 2-pt shot from 7 ft
11:19.0,Defensive rebound by P. Gasol,,50-68,,
11:12.0,M. Dunleavy makes 3-pt shot from 22 ft (assist by J. Butler),3,53-68,,
11:03.0,,,53-68,,Offensive charge foul by M. Hezonja
11:03.0,,,53-68,,Turnover by M. Hezonja (offensive foul)
10:53.0,Turnover by D. Rose (lost ball),,53-68,,
10:48.0,Personal foul by M. Dunleavy,,53-68,,
10:40.0,,,53-68,,M. Hezonja misses 2-pt shot from 12 ft
10:38.0,,,53-68,,Offensive rebound by D. Dedmon
10:38.0,,,53-68,,D. Dedmon misses 2-pt shot at rim
10:37.0,,,53-68,,Offensive rebound by E. Payton
10:34.0,,,53-68,,Turnover by E. Payton (traveling)
10:18.0,J. Butler misses 2-pt shot from 18 ft,,53-68,,
10:14.0,Offensive rebound by Team,,53-68,,
10:07.0,T. Gibson makes 2-pt shot from 2 ft (assist by P. Gasol),2,55-68,,
9:55.0,,,55-68,,Turnover by D. Dedmon (bad pass)
9:35.0,D. Rose misses 3-pt shot from 24 ft,,55-68,,
9:33.0,,,55-68,,Defensive rebound by A. Gordon
9:27.0,,,55-70,2,E. Payton makes 2-pt shot from 3 ft
9:09.0,,,55-70,,Personal block foul by E. Fournier
8:54.0,P. Gasol makes 2-pt shot from 12 ft (assist by D. Rose),2,57-70,,
8:31.0,,,57-70,,Offensive foul by A. Gordon
8:31.0,,,57-70,,Turnover by A. Gordon (offensive foul)
8:07.0,D. Rose misses 2-pt shot from 1 ft (block by M. Hezonja),,57-70,,
8:03.0,,,57-70,,Defensive rebound by M. Hezonja
8:01.0,,,57-70,,Turnover by D. Dedmon (offensive goaltending)
7:52.0,,,57-70,,Personal foul by A. Gordon
7:52.0,,,57-70,,Technical foul by A. Gordon
7:52.0,M. Dunleavy makes technical free throw,1,58-70,,
7:42.0,Turnover by P. Gasol (lost ball; steal by A. Gordon),,58-70,,
7:37.0,,,58-72,2,E. Fournier makes 2-pt shot at rim (assist by A. Gordon)
7:30.0,,,58-72,,Personal foul by D. Dedmon
7:18.0,P. Gasol misses 3-pt shot from 25 ft,,58-72,,
7:16.0,Offensive rebound by T. Gibson,,58-72,,
7:15.0,T. Gibson makes 2-pt shot from 1 ft,2,60-72,,
7:04.0,,,60-74,2,D. Dedmon makes 2-pt shot at rim (assist by A. Gordon)
6:47.0,D. Rose makes 3-pt shot from 24 ft (assist by T. Gibson),3,63-74,,
6:20.0,,,63-74,,D. Dedmon misses 2-pt shot from 17 ft
6:19.0,Defensive rebound by J. Butler,,63-74,,
6:08.0,J. Butler makes 2-pt shot from 12 ft (assist by P. Gasol),2,65-74,,
6:07.0,,,65-74,,Orlando full timeout
5:52.0,,,65-76,2,E. Fournier makes 2-pt shot from 1 ft (assist by A. Gordon)
5:30.0,J. Butler misses 3-pt shot from 22 ft,,65-76,,
5:28.0,Offensive rebound by P. Gasol,,65-76,,
5:28.0,P. Gasol misses 2-pt shot from 1 ft,,65-76,,
5:26.0,Offensive rebound by T. Gibson,,65-76,,
5:21.0,D. Rose misses 3-pt shot from 24 ft,,65-76,,
5:20.0,,,65-76,,Defensive rebound by D. Dedmon
5:07.0,,,65-79,3,A. Gordon makes 3-pt shot from 24 ft (assist by D. Dedmon)
4:55.0,T. Gibson makes 2-pt shot at rim (assist by P. Gasol),2,67-79,,
4:30.0,,,67-79,,E. Fournier misses 2-pt shot from 1 ft
4:29.0,Defensive rebound by P. Gasol,,67-79,,
4:14.0,,,67-79,,Personal foul by D. Dedmon
4:14.0,N. Mirotic enters the game for P. Gasol,,67-79,,
4:14.0,,,67-79,,J. Smith enters the game for D. Dedmon
3:59.0,D. Rose makes 2-pt shot from 6 ft (assist by M. Dunleavy),2,69-79,,
3:46.0,,,69-81,2,J. Smith makes 2-pt shot from 19 ft (assist by E. Payton)
3:33.0,,,69-81,,Violation by J. Smith (kicked ball)
3:24.0,Turnover by M. Dunleavy (dbl dribble),,69-81,,
3:14.0,,,69-83,2,A. Gordon makes 2-pt shot at rim (assist by E. Payton)
2:56.0,D. Rose misses 3-pt shot from 23 ft,,69-83,,
2:55.0,,,69-83,,Defensive rebound by A. Gordon
2:50.0,,,69-83,,A. Gordon misses 2-pt shot from 1 ft
2:48.0,,,69-83,,Offensive rebound by A. Gordon
2:48.0,,,69-85,2,A. Gordon makes 2-pt shot at rim
2:48.0,Chicago full timeout,,69-85,,
2:48.0,D. McDermott enters the game for M. Dunleavy,,69-85,,
2:30.0,Turnover by N. Mirotic (lost ball; steal by M. Hezonja),,69-85,,
2:12.0,,,69-85,,E. Fournier misses 3-pt shot from 25 ft
2:11.0,Defensive rebound by D. McDermott,,69-85,,
1:57.0,Turnover by J. Butler (lost ball; steal by A. Gordon),,69-85,,
1:54.0,,,69-87,2,E. Fournier makes 2-pt shot from 1 ft (assist by A. Gordon)
1:32.0,N. Mirotic misses 3-pt shot from 27 ft,,69-87,,
1:31.0,,,69-87,,Defensive rebound by E. Payton
1:16.0,,,69-89,2,J. Smith makes 2-pt shot from 18 ft (assist by M. Hezonja)
0:57.0,T. Gibson misses 2-pt shot from 6 ft,,69-89,,
0:54.0,Offensive rebound by Team,,69-89,,
0:54.0,,,69-89,,D. Marble enters the game for E. Fournier
0:54.0,,,69-89,,A. Nicholson enters the game for A. Gordon
0:54.0,B. Portis enters the game for T. Gibson,,69-89,,
0:54.0,J. Holiday enters the game for J. Butler,,69-89,,
0:43.0,N. Mirotic misses 3-pt shot from 25 ft,,69-89,,
0:40.0,Offensive rebound by D. McDermott,,69-89,,
0:39.0,D. McDermott makes 2-pt shot from 14 ft,2,71-89,,
0:29.0,Personal foul by J. Holiday,,71-89,,
0:19.0,,,71-89,,A. Nicholson misses 2-pt shot from 8 ft
0:17.0,,,71-89,,Offensive rebound by J. Smith
0:03.0,,,71-89,,J. Smith misses 2-pt shot from 18 ft
0:00.0,,,71-89,,Offensive rebound by D. Marble
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,71-91,2,A. Nicholson makes 2-pt shot from 3 ft (assist by B. Jennings)
11:31.0,J. Holiday misses 3-pt shot from 25 ft,,71-91,,
11:30.0,,,71-91,,Defensive rebound by D. Marble
11:20.0,,,71-91,,A. Nicholson misses 3-pt shot from 27 ft
11:19.0,Defensive rebound by J. Holiday,,71-91,,
11:07.0,B. Portis misses 2-pt shot from 15 ft,,71-91,,
11:06.0,,,71-91,,Defensive rebound by D. Marble
10:56.0,Personal foul by B. Portis,,71-91,,
10:49.0,,,71-91,,A. Nicholson misses 2-pt shot from 7 ft
10:48.0,Defensive rebound by B. Portis,,71-91,,
10:37.0,D. McDermott misses 2-pt shot from 4 ft (block by A. Nicholson),,71-91,,
10:35.0,Offensive rebound by B. Portis,,71-91,,
10:32.0,B. Portis misses 2-pt shot from 12 ft,,71-91,,
10:31.0,,,71-91,,Defensive rebound by B. Jennings
10:23.0,,,71-93,2,J. Smith makes 2-pt shot from 18 ft (assist by B. Jennings)
10:10.0,N. Mirotic misses 3-pt shot from 24 ft,,71-93,,
10:08.0,,,71-93,,Defensive rebound by D. Marble
10:08.0,Personal foul by B. Portis,,71-93,,
9:54.0,,,71-95,2,A. Nicholson makes 2-pt shot from 5 ft (assist by B. Jennings)
9:37.0,B. Portis misses 2-pt shot from 8 ft,,71-95,,
9:36.0,,,71-95,,Defensive rebound by A. Nicholson
9:29.0,,,71-98,3,B. Jennings makes 3-pt shot from 24 ft
9:28.0,Chicago full timeout,,71-98,,
9:28.0,C. Felicio enters the game for B. Portis,,71-98,,
9:11.0,N. Mirotic misses 3-pt shot from 25 ft,,71-98,,
9:09.0,,,71-98,,Defensive rebound by C. Watson
8:55.0,,,71-100,2,J. Smith makes 2-pt shot from 20 ft (assist by B. Jennings)
8:39.0,D. McDermott misses 2-pt shot from 14 ft,,71-100,,
8:38.0,,,71-100,,Defensive rebound by A. Nicholson
8:14.0,,,71-100,,J. Smith misses 2-pt shot from 19 ft
8:13.0,Defensive rebound by C. Felicio,,71-100,,
8:04.0,Offensive charge foul by C. Felicio,,71-100,,
8:04.0,Turnover by C. Felicio (offensive foul),,71-100,,
7:40.0,,,71-100,,B. Jennings misses 2-pt shot from 10 ft
7:39.0,Defensive rebound by C. Felicio,,71-100,,
7:25.0,C. Felicio misses 2-pt shot from 20 ft,,71-100,,
7:24.0,,,71-100,,Defensive rebound by D. Marble
7:14.0,,,71-100,,Turnover by J. Smith (bad pass)
7:03.0,D. McDermott makes 3-pt shot from 27 ft (assist by A. Brooks),3,74-100,,
6:47.0,,,74-100,,D. Marble misses 2-pt shot from 14 ft
6:45.0,Defensive rebound by C. Felicio,,74-100,,
6:28.0,A. Brooks makes 2-pt shot from 9 ft,2,76-100,,
6:11.0,,,76-100,,A. Nicholson misses 3-pt shot from 24 ft
6:10.0,Defensive rebound by N. Mirotic,,76-100,,
5:56.0,,,76-100,,Personal foul by A. Nicholson
5:56.0,Official timeout,,76-100,,
5:56.0,B. Portis enters the game for N. Mirotic,,76-100,,
5:56.0,T. Snell enters the game for D. McDermott,,76-100,,
5:46.0,C. Felicio makes 2-pt shot from 1 ft (assist by J. Holiday),2,78-100,,
5:30.0,,,78-100,,C. Watson misses 2-pt shot from 19 ft
5:29.0,Defensive rebound by B. Portis,,78-100,,
5:20.0,A. Brooks makes 2-pt shot from 6 ft,2,80-100,,
5:08.0,,,80-100,,Shooting foul by J. Holiday (drawn by D. Marble)
5:08.0,,,80-102,2,D. Marble makes 2-pt shot from 1 ft (assist by J. Smith)
5:08.0,,,80-102,,S. Napier enters the game for B. Jennings
5:08.0,,,80-103,1,D. Marble makes free throw 1 of 1
4:52.0,T. Snell misses 3-pt shot from 26 ft,,80-103,,
4:50.0,,,80-103,,Defensive rebound by C. Watson
4:36.0,,,80-103,,D. Marble misses 3-pt shot from 25 ft
4:35.0,Defensive rebound by B. Portis,,80-103,,
4:26.0,J. Holiday misses 2-pt shot at rim (block by J. Smith),,80-103,,
4:24.0,,,80-103,,Defensive rebound by J. Smith
4:18.0,,,80-103,,Turnover by S. Napier (traveling)
4:10.0,Turnover by A. Brooks (lost ball),,80-103,,
3:44.0,,,80-103,,J. Smith misses 3-pt shot from 22 ft
3:44.0,,,80-103,,Offensive rebound by A. Nicholson
3:42.0,Personal foul by T. Snell,,80-103,,
3:42.0,,,80-104,1,A. Nicholson makes free throw 1 of 2
3:42.0,,,80-104,,A. Nicholson misses free throw 2 of 2
3:41.0,,,80-104,,Offensive rebound by A. Nicholson
3:37.0,,,80-104,,S. Napier misses 3-pt shot from 25 ft
3:35.0,Defensive rebound by C. Felicio,,80-104,,
3:27.0,B. Portis misses 2-pt shot from 17 ft,,80-104,,
3:26.0,,,80-104,,Defensive rebound by C. Watson
3:14.0,,,80-104,,S. Napier misses 2-pt shot from 2 ft
3:12.0,Defensive rebound by C. Felicio,,80-104,,
3:05.0,T. Snell misses 2-pt shot at rim,,80-104,,
3:04.0,,,80-104,,Defensive rebound by J. Smith
3:00.0,,,80-104,,Orlando full timeout
2:53.0,,,80-104,,S. Napier misses 3-pt shot from 25 ft
2:52.0,Defensive rebound by C. Felicio,,80-104,,
2:49.0,Technical foul by A. Brooks,,80-104,,
2:49.0,,,80-104,,C. Watson misses technical free throw
2:49.0,Offensive rebound by Team,,80-104,,
2:34.0,B. Portis misses 3-pt shot from 25 ft,,80-104,,
2:32.0,,,80-104,,Defensive rebound by C. Watson
2:14.0,,,80-104,,A. Nicholson misses 2-pt shot from 8 ft (block by J. Holiday)
2:11.0,Defensive rebound by C. Felicio,,80-104,,
2:07.0,A. Brooks misses 3-pt shot from 26 ft,,80-104,,
2:05.0,,,80-104,,Defensive rebound by J. Smith
1:52.0,,,80-104,,J. Smith misses 2-pt shot from 16 ft
1:51.0,Defensive rebound by B. Portis,,80-104,,
1:45.0,T. Snell makes 3-pt shot from 26 ft (assist by A. Brooks),3,83-104,,
1:29.0,,,83-107,3,A. Nicholson makes 3-pt shot from 26 ft (assist by S. Napier)
1:19.0,J. Holiday misses 3-pt shot from 26 ft,,83-107,,
1:16.0,Offensive rebound by B. Portis,,83-107,,
1:16.0,B. Portis makes 2-pt shot from 1 ft,2,85-107,,
0:58.0,,,85-110,3,S. Napier makes 3-pt shot from 24 ft (assist by J. Smith)
