time,New Orleans,pts.away,score,pts.home,Oklahoma City
5:37.0,Defensive rebound by A. Gee,,11-15,,
5:15.0,R. Anderson makes 2-pt shot at rim (assist by I. Smith),2,13-15,,
5:14.0,Technical foul by Team,,13-15,,
5:14.0,,,13-15,,R. Westbrook misses technical free throw
5:14.0,,,13-15,,Offensive rebound by Team
5:01.0,,,13-15,,S. Adams misses 2-pt shot at rim (block by A. Ajinca)
4:59.0,Defensive rebound by A. Gee,,13-15,,
4:50.0,Turnover by R. Anderson (lost ball; steal by D. Waiters),,13-15,,
4:45.0,,,13-15,,D. Waiters misses 2-pt shot from 1 ft
4:45.0,Defensive rebound by R. Anderson,,13-15,,
4:39.0,R. Anderson misses 3-pt shot from 25 ft,,13-15,,
4:38.0,Offensive rebound by Team,,13-15,,
4:37.0,,,13-15,,E. Kanter enters the game for S. Adams
4:37.0,D. Cunningham enters the game for A. Ajinca,,13-15,,
4:34.0,Turnover by A. Gee (bad pass),,13-15,,
4:22.0,,,13-15,,Offensive foul by E. Kanter
4:22.0,,,13-15,,Turnover by E. Kanter (offensive foul)
4:00.0,E. Gordon makes 3-pt shot from 24 ft (assist by D. Cunningham),3,16-15,,
3:40.0,,,16-15,,D. Waiters misses 2-pt shot from 12 ft
3:39.0,Defensive rebound by D. Cunningham,,16-15,,
3:24.0,R. Anderson makes 2-pt shot from 10 ft,2,18-15,,
3:10.0,,,18-17,2,R. Westbrook makes 2-pt shot from 1 ft
2:59.0,R. Anderson makes 2-pt shot from 1 ft (assist by I. Smith),2,20-17,,
2:42.0,,,20-17,,Turnover by R. Westbrook (lost ball)
2:42.0,New Orleans full timeout,,20-17,,
2:31.0,E. Gordon makes 2-pt shot from 2 ft,2,22-17,,
2:31.0,Shooting foul by A. Roberson (drawn by E. Gordon),,22-17,,
2:31.0,E. Gordon makes free throw 1 of 1,1,23-17,,
2:16.0,,,23-17,,D. Waiters misses 2-pt shot from 20 ft
2:15.0,Defensive rebound by A. Gee,,23-17,,
2:09.0,,,23-17,,Personal foul by D. Waiters (drawn by I. Smith)
2:09.0,,,23-17,,K. Singler enters the game for A. Roberson
2:02.0,I. Smith misses 2-pt shot from 19 ft,,23-17,,
2:02.0,,,23-17,,Defensive rebound by R. Westbrook
1:50.0,,,23-19,2,R. Westbrook makes 2-pt shot from 1 ft
1:44.0,D. Cunningham makes 2-pt shot from 2 ft (assist by I. Smith),2,25-19,,
1:26.0,,,25-19,,Shooting foul by D. Cunningham (drawn by E. Kanter)
1:26.0,,,25-20,1,E. Kanter makes free throw 1 of 2
1:26.0,,,25-21,1,E. Kanter makes free throw 2 of 2
1:10.0,E. Gordon misses 3-pt shot from 25 ft,,25-21,,
1:09.0,,,25-21,,Defensive rebound by E. Kanter
1:00.0,,,25-21,,E. Kanter misses 2-pt shot from 12 ft
0:59.0,Defensive rebound by Team,,25-21,,
0:42.0,,,25-21,,Personal foul by D. Waiters (drawn by R. Anderson)
0:27.0,I. Smith makes 2-pt shot from 12 ft (assist by R. Anderson),2,27-21,,
0:07.0,,,27-21,,R. Westbrook misses 2-pt shot from 1 ft
0:06.0,Defensive rebound by A. Gee,,27-21,,
0:00.0,E. Gordon misses 3-pt shot from 23 ft,,27-21,,
0:00.0,Offensive rebound by Team,,27-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,R. Anderson misses 2-pt shot from 15 ft,,27-21,,
11:39.0,,,27-21,,Defensive rebound by D. Waiters
11:20.0,,,27-21,,Turnover by D. Waiters (lost ball; steal by E. Gordon)
11:09.0,D. Cunningham makes 3-pt shot from 23 ft (assist by E. Gordon),3,30-21,,
10:58.0,,,30-21,,Shooting foul by R. Anderson (drawn by E. Kanter)
10:58.0,,,30-21,,E. Kanter misses free throw 1 of 2
10:58.0,,,30-21,,Offensive rebound by Team
10:58.0,J. Fredette enters the game for E. Gordon,,30-21,,
10:58.0,,,30-22,1,E. Kanter makes free throw 2 of 2
10:45.0,Turnover by R. Anderson (lost ball; steal by N. Collison),,30-22,,
10:28.0,,,30-24,2,E. Kanter makes 2-pt shot from 1 ft (assist by N. Collison)
10:16.0,Offensive foul by L. Babbitt,,30-24,,
10:16.0,Turnover by L. Babbitt (offensive foul),,30-24,,
10:10.0,,,30-24,,Offensive foul by N. Collison
10:10.0,,,30-24,,Turnover by N. Collison (offensive foul)
9:54.0,T. Douglas misses 3-pt shot from 23 ft,,30-24,,
9:54.0,,,30-24,,Defensive rebound by N. Collison
9:37.0,,,30-26,2,D. Waiters makes 2-pt shot from 3 ft (assist by D. Augustin)
9:22.0,Turnover by J. Fredette (lost ball),,30-26,,
8:59.0,,,30-26,,D. Waiters misses 2-pt shot from 16 ft
8:58.0,Defensive rebound by L. Babbitt,,30-26,,
8:48.0,D. Cunningham misses 2-pt shot from 9 ft,,30-26,,
8:47.0,,,30-26,,Defensive rebound by K. Singler
8:33.0,,,30-28,2,E. Kanter makes 2-pt shot from 4 ft (assist by N. Collison)
8:21.0,R. Anderson makes 3-pt shot from 23 ft,3,33-28,,
8:00.0,,,33-28,,Shooting foul by D. Cunningham (drawn by D. Augustin)
8:00.0,Official timeout,,33-28,,
8:00.0,,,33-29,1,D. Augustin makes free throw 1 of 2
8:00.0,,,33-29,,D. Augustin misses free throw 2 of 2
7:59.0,Defensive rebound by D. Cunningham,,33-29,,
7:37.0,D. Cunningham misses 2-pt shot from 3 ft,,33-29,,
7:37.0,,,33-29,,Defensive rebound by N. Collison
7:29.0,,,33-31,2,D. Waiters makes 2-pt shot from 1 ft
7:17.0,D. Cunningham misses 2-pt shot from 17 ft,,33-31,,
7:17.0,,,33-31,,Defensive rebound by D. Waiters
7:08.0,,,33-34,3,K. Singler makes 3-pt shot from 22 ft (assist by D. Waiters)
7:01.0,New Orleans full timeout,,33-34,,
7:01.0,E. Gordon enters the game for R. Anderson,,33-34,,
7:01.0,A. Ajinca enters the game for J. Fredette,,33-34,,
6:46.0,A. Ajinca makes 2-pt shot from 6 ft,2,35-34,,
6:33.0,,,35-36,2,D. Augustin makes 2-pt shot from 4 ft
6:27.0,E. Gordon misses 3-pt shot from 24 ft,,35-36,,
6:26.0,,,35-36,,Defensive rebound by E. Kanter
6:17.0,,,35-38,2,E. Kanter makes 2-pt shot at rim (assist by D. Augustin)
6:03.0,D. Cunningham makes 2-pt shot from 19 ft (assist by L. Babbitt),2,37-38,,
5:41.0,,,37-38,,E. Kanter misses 2-pt shot from 4 ft
5:40.0,,,37-38,,Offensive rebound by Team
5:40.0,Loose ball foul by D. Cunningham (drawn by N. Collison),,37-38,,
5:25.0,,,37-38,,Turnover by N. Collison (lost ball; steal by E. Gordon)
5:22.0,Turnover by T. Douglas (lost ball; steal by K. Singler),,37-38,,
5:21.0,,,37-40,2,E. Kanter makes 2-pt shot from 1 ft
5:21.0,,,37-40,,Shooting foul by L. Babbitt (drawn by E. Kanter)
5:21.0,I. Smith enters the game for D. Cunningham,,37-40,,
5:21.0,R. Anderson enters the game for T. Douglas,,37-40,,
5:21.0,,,37-40,,E. Kanter misses free throw 1 of 1
5:20.0,Defensive rebound by A. Ajinca,,37-40,,
5:00.0,R. Anderson misses 3-pt shot from 24 ft,,37-40,,
4:59.0,,,37-40,,Defensive rebound by D. Augustin
4:52.0,,,37-40,,Turnover by D. Waiters (lost ball; steal by R. Anderson)
4:44.0,E. Gordon misses 3-pt shot from 22 ft,,37-40,,
4:44.0,,,37-40,,Defensive rebound by Team
4:44.0,Loose ball foul by A. Ajinca (drawn by E. Kanter),,37-40,,
4:44.0,,,37-40,,E. Kanter misses free throw 1 of 2
4:44.0,,,37-40,,Offensive rebound by Team
4:44.0,,,37-40,,S. Ibaka enters the game for N. Collison
4:44.0,,,37-40,,R. Westbrook enters the game for D. Augustin
4:44.0,,,37-41,1,E. Kanter makes free throw 2 of 2
4:28.0,A. Ajinca misses 2-pt shot from 6 ft,,37-41,,
4:27.0,,,37-41,,Defensive rebound by R. Westbrook
4:22.0,,,37-41,,R. Westbrook misses 2-pt shot from 2 ft
4:21.0,,,37-41,,Offensive rebound by E. Kanter
4:20.0,,,37-41,,E. Kanter misses 2-pt shot at rim
4:17.0,,,37-41,,Offensive rebound by E. Kanter
4:17.0,,,37-41,,E. Kanter misses 2-pt shot from 2 ft
4:16.0,,,37-41,,Offensive rebound by E. Kanter
4:16.0,,,37-41,,E. Kanter misses 2-pt shot from 2 ft
4:14.0,,,37-41,,Offensive rebound by S. Ibaka
4:14.0,,,37-41,,S. Ibaka misses 2-pt shot from 1 ft
4:14.0,,,37-41,,Offensive rebound by Team
4:14.0,A. Gee enters the game for L. Babbitt,,37-41,,
4:09.0,,,37-41,,Turnover by R. Westbrook (bad pass; steal by A. Gee)
3:58.0,Shooting foul by K. Singler (drawn by E. Gordon),,37-41,,
3:58.0,E. Gordon makes free throw 1 of 2,1,38-41,,
3:58.0,,,38-41,,A. Roberson enters the game for D. Waiters
3:58.0,E. Gordon makes free throw 2 of 2,1,39-41,,
3:42.0,,,39-41,,S. Ibaka misses 2-pt shot from 3 ft
3:42.0,Defensive rebound by A. Ajinca,,39-41,,
3:26.0,I. Smith misses 2-pt shot from 2 ft (block by R. Westbrook),,39-41,,
3:26.0,Offensive rebound by Team,,39-41,,
3:17.0,E. Gordon misses 2-pt shot from 9 ft,,39-41,,
3:17.0,,,39-41,,Defensive rebound by E. Kanter
2:56.0,,,39-41,,S. Ibaka misses 2-pt shot from 1 ft
2:55.0,,,39-41,,Offensive rebound by R. Westbrook
2:39.0,,,39-43,2,E. Kanter makes 2-pt shot from 1 ft
2:21.0,R. Anderson makes 2-pt shot from 18 ft,2,41-43,,
2:02.0,,,41-43,,Shooting foul by A. Ajinca (drawn by R. Westbrook)
2:02.0,Flagrant foul type 1 by R. Anderson (drawn by E. Kanter),,41-43,,
2:02.0,,,41-43,,Oklahoma City full timeout
2:02.0,,,41-44,1,R. Westbrook makes free throw 1 of 2
2:02.0,,,41-45,1,R. Westbrook makes free throw 2 of 2
2:02.0,,,41-46,1,E. Kanter makes flagrant free throw 1 of 1
2:02.0,L. Babbitt enters the game for A. Ajinca,,41-46,,
1:56.0,,,41-46,,S. Ibaka misses 2-pt shot from 17 ft
1:52.0,Defensive rebound by Team,,41-46,,
1:50.0,,,41-46,,Loose ball foul by A. Roberson (drawn by E. Gordon)
1:50.0,,,41-46,,D. Waiters enters the game for E. Kanter
1:42.0,I. Smith misses 2-pt shot from 17 ft,,41-46,,
1:39.0,Offensive rebound by R. Anderson,,41-46,,
1:38.0,R. Anderson misses 2-pt shot from 2 ft (block by S. Ibaka),,41-46,,
1:36.0,Offensive rebound by A. Gee,,41-46,,
1:30.0,E. Gordon makes 2-pt shot from 11 ft,2,43-46,,
1:09.0,,,43-48,2,K. Singler makes 2-pt shot from 14 ft (assist by R. Westbrook)
0:53.0,R. Anderson misses 2-pt shot from 1 ft,,43-48,,
0:52.0,Offensive rebound by R. Anderson,,43-48,,
0:52.0,R. Anderson misses 2-pt shot from 2 ft,,43-48,,
0:51.0,,,43-48,,Defensive rebound by R. Westbrook
0:48.0,,,43-50,2,R. Westbrook makes 2-pt shot from 10 ft
0:48.0,,,43-50,,Shooting foul by L. Babbitt (drawn by R. Westbrook)
0:48.0,,,43-51,1,R. Westbrook makes free throw 1 of 1
0:29.0,I. Smith misses 3-pt shot from 24 ft,,43-51,,
0:28.0,Offensive rebound by L. Babbitt,,43-51,,
0:24.0,L. Babbitt makes 2-pt shot at rim,2,45-51,,
0:02.0,,,45-53,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
0:00.0,I. Smith misses 3-pt shot from 31 ft,,45-53,,
0:00.0,Offensive rebound by Team,,45-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,,,45-53,,Personal foul by S. Ibaka (drawn by R. Anderson)
11:44.0,Turnover by R. Anderson (bad pass; steal by R. Westbrook),,45-53,,
11:42.0,,,45-55,2,R. Westbrook makes 2-pt shot at rim
11:23.0,I. Smith makes 2-pt shot from 4 ft,2,47-55,,
11:01.0,,,47-55,,Shooting foul by E. Gordon (drawn by S. Ibaka)
11:01.0,,,47-55,,S. Ibaka misses free throw 1 of 2
11:01.0,,,47-55,,Offensive rebound by Team
11:01.0,,,47-55,,S. Ibaka misses free throw 2 of 2
11:00.0,Defensive rebound by A. Ajinca,,47-55,,
10:41.0,R. Anderson makes 2-pt shot from 4 ft (assist by A. Ajinca),2,49-55,,
10:32.0,Personal foul by A. Gee (drawn by R. Westbrook),,49-55,,
10:26.0,,,49-55,,R. Westbrook misses 2-pt shot from 13 ft
10:25.0,Defensive rebound by A. Ajinca,,49-55,,
10:13.0,A. Ajinca makes 2-pt shot from 18 ft (assist by I. Smith),2,51-55,,
9:46.0,,,51-55,,A. Morrow misses 3-pt shot from 26 ft
9:45.0,Defensive rebound by A. Ajinca,,51-55,,
9:35.0,A. Ajinca makes 2-pt shot from 1 ft (assist by E. Gordon),2,53-55,,
9:35.0,,,53-55,,Oklahoma City full timeout
9:09.0,,,53-55,,A. Roberson misses 3-pt shot from 25 ft
9:08.0,,,53-55,,Offensive rebound by R. Westbrook
9:04.0,,,53-58,3,A. Morrow makes 3-pt shot from 24 ft (assist by R. Westbrook)
9:04.0,,,53-58,,Personal foul by S. Adams (drawn by A. Ajinca)
9:04.0,Personal foul by A. Ajinca,,53-58,,
8:47.0,I. Smith misses 2-pt shot from 4 ft,,53-58,,
8:46.0,,,53-58,,Defensive rebound by S. Adams
8:37.0,,,53-61,3,A. Roberson makes 3-pt shot from 22 ft (assist by R. Westbrook)
8:16.0,A. Ajinca makes 2-pt shot from 11 ft (assist by E. Gordon),2,55-61,,
8:02.0,,,55-61,,R. Westbrook misses 3-pt shot from 25 ft
8:01.0,,,55-61,,Offensive rebound by A. Roberson
7:59.0,,,55-61,,Shooting foul by R. Anderson (drawn by R. Westbrook)
7:59.0,,,55-62,1,R. Westbrook makes free throw 1 of 2
7:59.0,,,55-62,,E. Kanter enters the game for S. Adams
7:59.0,,,55-63,1,R. Westbrook makes free throw 2 of 2
7:42.0,,,55-63,,Personal foul by A. Morrow (drawn by A. Gee)
7:36.0,I. Smith misses 2-pt shot from 14 ft,,55-63,,
7:36.0,Offensive rebound by Team,,55-63,,
7:36.0,,,55-63,,Loose ball foul by R. Westbrook (drawn by R. Anderson)
7:27.0,I. Smith misses 2-pt shot from 7 ft,,55-63,,
7:26.0,,,55-63,,Defensive rebound by A. Roberson
7:05.0,,,55-63,,R. Westbrook misses 2-pt shot from 12 ft
7:05.0,Defensive rebound by R. Anderson,,55-63,,
6:55.0,E. Gordon misses 2-pt shot from 1 ft,,55-63,,
6:54.0,,,55-63,,Defensive rebound by A. Morrow
6:41.0,,,55-65,2,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook)
6:30.0,E. Gordon misses 2-pt shot from 6 ft,,55-65,,
6:29.0,,,55-65,,Defensive rebound by E. Kanter
6:23.0,,,55-67,2,A. Roberson makes 2-pt shot from 2 ft (assist by R. Westbrook)
6:23.0,New Orleans full timeout,,55-67,,
6:23.0,D. Cunningham enters the game for A. Ajinca,,55-67,,
6:03.0,I. Smith makes 2-pt shot at rim,2,57-67,,
5:49.0,,,57-69,2,R. Westbrook makes 2-pt shot from 1 ft
5:37.0,R. Anderson makes 2-pt shot from 1 ft (assist by E. Gordon),2,59-69,,
5:27.0,,,59-71,2,R. Westbrook makes 2-pt shot from 2 ft
5:07.0,E. Gordon misses 3-pt shot from 24 ft,,59-71,,
5:06.0,,,59-71,,Defensive rebound by E. Kanter
4:56.0,,,59-73,2,S. Ibaka makes 2-pt shot from 18 ft (assist by R. Westbrook)
4:46.0,Shooting foul by E. Kanter (drawn by I. Smith),,59-73,,
4:46.0,I. Smith makes free throw 1 of 2,1,60-73,,
4:46.0,,,60-73,,D. Waiters enters the game for A. Morrow
4:46.0,L. Babbitt enters the game for A. Gee,,60-73,,
4:46.0,I. Smith makes free throw 2 of 2,1,61-73,,
4:26.0,,,61-73,,D. Waiters misses 3-pt shot from 22 ft
4:25.0,Defensive rebound by I. Smith,,61-73,,
4:19.0,I. Smith misses 2-pt shot from 2 ft,,61-73,,
4:18.0,Offensive rebound by R. Anderson,,61-73,,
4:18.0,R. Anderson makes 2-pt shot at rim,2,63-73,,
3:54.0,,,63-73,,R. Westbrook misses 3-pt shot from 25 ft
3:54.0,Defensive rebound by D. Cunningham,,63-73,,
3:46.0,I. Smith makes 2-pt shot from 1 ft,2,65-73,,
3:22.0,,,65-75,2,S. Ibaka makes 2-pt shot from 18 ft (assist by D. Waiters)
3:02.0,R. Anderson misses 2-pt shot from 12 ft,,65-75,,
3:01.0,,,65-75,,Defensive rebound by E. Kanter
2:46.0,,,65-75,,Turnover by S. Ibaka (turnover)
2:46.0,,,65-75,,N. Collison enters the game for S. Ibaka
2:46.0,T. Douglas enters the game for I. Smith,,65-75,,
2:32.0,Shooting foul by E. Kanter (drawn by T. Douglas),,65-75,,
2:32.0,T. Douglas makes free throw 1 of 2,1,66-75,,
2:32.0,A. Gee enters the game for E. Gordon,,66-75,,
2:32.0,T. Douglas makes free throw 2 of 2,1,67-75,,
2:14.0,,,67-75,,Turnover by A. Roberson (lost ball; steal by D. Cunningham)
2:06.0,L. Babbitt misses 3-pt shot from 25 ft,,67-75,,
2:05.0,,,67-75,,Defensive rebound by E. Kanter
1:57.0,,,67-77,2,R. Westbrook makes 2-pt shot from 19 ft
1:37.0,R. Anderson makes 3-pt shot from 25 ft (assist by T. Douglas),3,70-77,,
1:25.0,,,70-77,,Shooting foul by T. Douglas (drawn by R. Westbrook)
1:25.0,,,70-77,,R. Westbrook misses free throw 1 of 2
1:25.0,,,70-77,,Offensive rebound by Team
1:25.0,,,70-77,,K. Singler enters the game for A. Roberson
1:25.0,A. Ajinca enters the game for R. Anderson,,70-77,,
1:25.0,,,70-77,,R. Westbrook misses free throw 2 of 2
1:24.0,Defensive rebound by A. Ajinca,,70-77,,
1:12.0,D. Cunningham makes 2-pt shot from 1 ft (assist by T. Douglas),2,72-77,,
0:49.0,,,72-77,,D. Waiters misses 2-pt shot from 17 ft
0:49.0,Defensive rebound by D. Cunningham,,72-77,,
0:42.0,Turnover by T. Douglas (discontinued dribble),,72-77,,
0:35.0,,,72-77,,Shooting foul by A. Gee (drawn by R. Westbrook)
0:35.0,,,72-77,,R. Westbrook misses free throw 1 of 2
0:35.0,,,72-77,,Offensive rebound by Team
0:35.0,,,72-78,1,R. Westbrook makes free throw 2 of 2
0:25.0,A. Ajinca makes 2-pt shot from 5 ft (assist by T. Douglas),2,74-78,,
0:01.0,,,74-78,,E. Kanter misses 2-pt shot from 4 ft (block by A. Ajinca)
0:00.0,,,74-78,,Offensive rebound by R. Westbrook
0:00.0,,,74-80,2,R. Westbrook makes 2-pt shot from 1 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,74-80,,K. Singler misses 2-pt shot from 5 ft
11:37.0,Defensive rebound by L. Babbitt,,74-80,,
11:18.0,T. Douglas makes 2-pt shot from 4 ft,2,76-80,,
11:02.0,,,76-80,,Shooting foul by A. Ajinca (drawn by E. Kanter)
11:02.0,,,76-80,,E. Kanter misses free throw 1 of 2
11:02.0,,,76-80,,Offensive rebound by Team
11:02.0,R. Anderson enters the game for A. Ajinca,,76-80,,
11:02.0,,,76-81,1,E. Kanter makes free throw 2 of 2
10:46.0,T. Douglas misses 2-pt shot from 14 ft,,76-81,,
10:46.0,,,76-81,,Defensive rebound by D. Waiters
10:39.0,,,76-81,,D. Waiters misses 2-pt shot from 6 ft (block by A. Gee)
10:38.0,Defensive rebound by D. Cunningham,,76-81,,
10:35.0,T. Douglas makes 2-pt shot from 1 ft (assist by D. Cunningham),2,78-81,,
10:23.0,,,78-81,,Turnover by N. Collison (bad pass; steal by R. Anderson)
10:01.0,T. Douglas misses 3-pt shot from 24 ft,,78-81,,
10:00.0,,,78-81,,Defensive rebound by K. Singler
9:49.0,,,78-81,,K. Singler misses 3-pt shot from 22 ft
9:48.0,,,78-81,,Offensive rebound by E. Kanter
9:45.0,,,78-81,,E. Kanter misses 2-pt shot from 1 ft
9:44.0,Defensive rebound by L. Babbitt,,78-81,,
9:30.0,R. Anderson misses 3-pt shot from 25 ft,,78-81,,
9:30.0,,,78-81,,Defensive rebound by D. Waiters
9:15.0,,,78-83,2,N. Collison makes 2-pt shot from 7 ft (assist by D. Augustin)
8:52.0,T. Douglas makes 2-pt shot from 9 ft (assist by R. Anderson),2,80-83,,
8:33.0,,,80-83,,K. Singler misses 2-pt shot from 6 ft (block by L. Babbitt)
8:33.0,,,80-83,,Offensive rebound by E. Kanter
8:33.0,,,80-83,,Shooting foul by D. Cunningham (drawn by E. Kanter)
8:33.0,Official timeout,,80-83,,
8:33.0,,,80-84,1,E. Kanter makes free throw 1 of 2
8:33.0,,,80-85,1,E. Kanter makes free throw 2 of 2
8:17.0,R. Anderson makes 2-pt shot from 12 ft,2,82-85,,
7:56.0,,,82-88,3,D. Augustin makes 3-pt shot from 24 ft (assist by N. Collison)
7:38.0,D. Cunningham misses 3-pt shot from 22 ft,,82-88,,
7:38.0,,,82-88,,Defensive rebound by N. Collison
7:27.0,,,82-90,2,E. Kanter makes 2-pt shot from 2 ft (assist by N. Collison)
7:20.0,New Orleans full timeout,,82-90,,
7:20.0,,,82-90,,R. Westbrook enters the game for K. Singler
7:20.0,,,82-90,,S. Ibaka enters the game for N. Collison
7:20.0,A. Ajinca enters the game for A. Gee,,82-90,,
7:20.0,I. Smith enters the game for D. Cunningham,,82-90,,
7:20.0,E. Gordon enters the game for T. Douglas,,82-90,,
7:06.0,A. Ajinca misses 2-pt shot from 12 ft,,82-90,,
7:05.0,Offensive rebound by R. Anderson,,82-90,,
7:03.0,R. Anderson makes 2-pt shot from 1 ft,2,84-90,,
6:47.0,,,84-90,,D. Waiters misses 2-pt shot from 16 ft
6:46.0,Defensive rebound by I. Smith,,84-90,,
6:41.0,L. Babbitt misses 3-pt shot from 24 ft,,84-90,,
6:41.0,,,84-90,,Defensive rebound by E. Kanter
6:26.0,,,84-93,3,D. Augustin makes 3-pt shot from 23 ft (assist by S. Ibaka)
6:07.0,Turnover by A. Ajinca (lost ball; steal by S. Ibaka),,84-93,,
5:56.0,,,84-93,,R. Westbrook misses 2-pt shot from 11 ft
5:55.0,Defensive rebound by A. Ajinca,,84-93,,
5:49.0,I. Smith misses 2-pt shot from 3 ft,,84-93,,
5:48.0,,,84-93,,Defensive rebound by S. Ibaka
5:32.0,,,84-93,,S. Ibaka misses 2-pt shot from 4 ft
5:30.0,,,84-93,,Offensive rebound by E. Kanter
5:30.0,,,84-95,2,E. Kanter makes 2-pt shot from 1 ft
5:09.0,R. Anderson misses 2-pt shot from 2 ft,,84-95,,
5:09.0,,,84-95,,Defensive rebound by S. Ibaka
5:04.0,,,84-95,,Turnover by D. Augustin (turnover)
5:04.0,D. Cunningham enters the game for A. Ajinca,,84-95,,
5:04.0,,,84-95,,A. Roberson enters the game for D. Waiters
4:47.0,E. Gordon makes 2-pt shot from 2 ft,2,86-95,,
4:29.0,,,86-95,,Turnover by D. Augustin (bad pass; steal by D. Cunningham)
4:21.0,I. Smith makes 2-pt shot from 1 ft,2,88-95,,
4:05.0,,,88-97,2,R. Westbrook makes 2-pt shot from 14 ft
3:51.0,R. Anderson makes 3-pt shot from 24 ft (assist by E. Gordon),3,91-97,,
3:35.0,,,91-97,,R. Westbrook misses 2-pt shot at rim
