time,Milwaukee,pts.away,score,pts.home,Boston
4:28.0,,,23-14,,Defensive rebound by J. Jerebko
4:14.0,,,23-17,3,I. Thomas makes 3-pt shot from 26 ft (assist by A. Johnson)
4:00.0,T. Ennis makes 2-pt shot at rim,2,25-17,,
3:43.0,,,25-17,,Turnover by M. Smart (lost ball; steal by R. Vaughn)
3:36.0,G. Monroe makes 2-pt shot from 2 ft (assist by G. Antetokounmpo),2,27-17,,
3:23.0,,,27-19,2,A. Johnson makes 2-pt shot from 2 ft (assist by I. Thomas)
3:09.0,G. Antetokounmpo makes 3-pt shot from 25 ft (assist by T. Ennis),3,30-19,,
3:00.0,,,30-21,2,I. Thomas makes 2-pt shot from 2 ft (assist by J. Jerebko)
2:54.0,Milwaukee full timeout,,30-21,,
2:54.0,,,30-21,,K. Olynyk enters the game for A. Johnson
2:54.0,D. Inglis enters the game for G. Monroe,,30-21,,
2:54.0,M. Plumlee enters the game for R. Vaughn,,30-21,,
2:44.0,Turnover by T. Ennis (step out of bounds),,30-21,,
2:22.0,,,30-21,,Shooting foul by J. Parker (drawn by M. Smart)
2:22.0,,,30-22,1,M. Smart makes free throw 1 of 2
2:22.0,,,30-23,1,M. Smart makes free throw 2 of 2
2:09.0,,,30-23,,Personal foul by E. Turner
2:09.0,M. Plumlee makes free throw 1 of 2,1,31-23,,
2:09.0,M. Plumlee misses free throw 2 of 2,,31-23,,
2:09.0,,,31-23,,Defensive rebound by J. Jerebko
1:57.0,,,31-23,,Turnover by I. Thomas (lost ball; steal by T. Ennis)
1:53.0,J. Parker makes 2-pt shot at rim (assist by T. Ennis),2,33-23,,
1:41.0,,,33-25,2,K. Olynyk makes 2-pt shot from 1 ft (assist by M. Smart)
1:41.0,,,33-25,,Shooting foul by D. Inglis (drawn by K. Olynyk)
1:41.0,,,33-25,,J. Crowder enters the game for I. Thomas
1:41.0,,,33-25,,K. Olynyk misses free throw 1 of 1
1:36.0,Defensive rebound by G. Antetokounmpo,,33-25,,
1:34.0,Shooting foul by J. Jerebko (drawn by M. Plumlee),,33-25,,
1:34.0,M. Plumlee misses free throw 1 of 2,,33-25,,
1:34.0,Offensive rebound by Team,,33-25,,
1:34.0,G. Vasquez enters the game for T. Ennis,,33-25,,
1:34.0,M. Plumlee makes free throw 2 of 2,1,34-25,,
1:22.0,,,34-27,2,J. Crowder makes 2-pt shot from 2 ft (assist by E. Turner)
1:22.0,,,34-27,,Shooting foul by D. Inglis (drawn by J. Crowder)
1:22.0,,,34-27,,J. Crowder misses free throw 1 of 1
1:21.0,Defensive rebound by G. Antetokounmpo,,34-27,,
1:00.0,G. Vasquez misses 3-pt shot from 25 ft,,34-27,,
0:59.0,,,34-27,,Defensive rebound by J. Jerebko
0:53.0,,,34-27,,J. Crowder misses 3-pt shot from 27 ft
0:52.0,Defensive rebound by G. Antetokounmpo,,34-27,,
0:42.0,M. Plumlee misses 2-pt shot from 2 ft,,34-27,,
0:42.0,Offensive rebound by Team,,34-27,,
0:38.0,Turnover by M. Plumlee (traveling),,34-27,,
0:32.0,,,34-30,3,K. Olynyk makes 3-pt shot from 28 ft
0:17.0,Shooting foul by J. Crowder (drawn by G. Antetokounmpo),,34-30,,
0:17.0,G. Antetokounmpo misses free throw 1 of 2,,34-30,,
0:17.0,Offensive rebound by Team,,34-30,,
0:17.0,J. Henson enters the game for J. Parker,,34-30,,
0:17.0,G. Antetokounmpo makes free throw 2 of 2,1,35-30,,
0:00.0,,,35-30,,J. Crowder misses 3-pt shot from 24 ft
0:00.0,,,35-30,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,,,35-32,2,K. Olynyk makes 2-pt shot from 2 ft
11:26.0,M. Plumlee misses 2-pt shot from 2 ft (block by T. Zeller),,35-32,,
11:23.0,,,35-32,,Defensive rebound by E. Turner
11:17.0,,,35-32,,T. Zeller misses 2-pt shot from 4 ft
11:15.0,Defensive rebound by J. Henson,,35-32,,
11:05.0,Turnover by J. Henson (lost ball; steal by M. Smart),,35-32,,
11:00.0,,,35-32,,Shooting foul by G. Vasquez (drawn by A. Bradley)
11:00.0,,,35-32,,A. Bradley misses free throw 1 of 2
11:00.0,,,35-32,,Offensive rebound by Team
11:00.0,,,35-33,1,A. Bradley makes free throw 2 of 2
10:49.0,R. Vaughn makes 2-pt shot from 22 ft (assist by G. Antetokounmpo),2,37-33,,
10:35.0,,,37-33,,T. Zeller misses 2-pt shot from 12 ft
10:33.0,Defensive rebound by M. Plumlee,,37-33,,
10:28.0,R. Vaughn misses 3-pt shot from 26 ft,,37-33,,
10:27.0,,,37-33,,Defensive rebound by K. Olynyk
10:24.0,Shooting block foul by M. Plumlee (drawn by T. Zeller),,37-33,,
10:24.0,,,37-35,2,T. Zeller makes 2-pt shot from 1 ft (assist by E. Turner)
10:24.0,,,37-36,1,T. Zeller makes free throw 1 of 1
10:06.0,M. Plumlee makes 2-pt shot at rim (assist by G. Antetokounmpo),2,39-36,,
9:55.0,,,39-38,2,A. Bradley makes 2-pt shot at rim (assist by E. Turner)
9:45.0,Turnover by G. Antetokounmpo (traveling),,39-38,,
9:31.0,,,39-40,2,A. Bradley makes 2-pt shot at rim (assist by E. Turner)
9:11.0,G. Antetokounmpo misses 2-pt shot from 9 ft,,39-40,,
9:10.0,Offensive rebound by M. Plumlee,,39-40,,
9:09.0,M. Plumlee makes 2-pt shot from 1 ft,2,41-40,,
8:49.0,,,41-40,,Shooting foul by G. Antetokounmpo (drawn by T. Zeller)
8:49.0,Official timeout,,41-40,,
8:49.0,J. Parker enters the game for G. Antetokounmpo,,41-40,,
8:49.0,,,41-41,1,T. Zeller makes free throw 1 of 2
8:49.0,,,41-42,1,T. Zeller makes free throw 2 of 2
8:34.0,J. Parker misses 2-pt shot from 5 ft,,41-42,,
8:33.0,,,41-42,,Defensive rebound by K. Olynyk
8:25.0,,,41-42,,A. Bradley misses 2-pt shot at rim (block by R. Vaughn)
8:24.0,Defensive rebound by J. Henson,,41-42,,
8:07.0,J. Parker misses 2-pt shot from 14 ft,,41-42,,
8:06.0,,,41-42,,Defensive rebound by M. Smart
8:00.0,Personal foul by G. Vasquez,,41-42,,
7:51.0,,,41-42,,T. Zeller misses 2-pt shot from 2 ft (block by J. Henson)
7:49.0,Defensive rebound by J. Henson,,41-42,,
7:39.0,Offensive foul by J. Parker,,41-42,,
7:39.0,Turnover by J. Parker (offensive foul),,41-42,,
7:30.0,,,41-42,,E. Turner misses 2-pt shot from 7 ft
7:27.0,Defensive rebound by R. Vaughn,,41-42,,
7:23.0,Turnover by R. Vaughn (lost ball; steal by M. Smart),,41-42,,
7:17.0,,,41-44,2,T. Zeller makes 2-pt shot at rim (assist by M. Smart)
7:00.0,Turnover by G. Vasquez (lost ball; steal by K. Olynyk),,41-44,,
6:55.0,,,41-46,2,K. Olynyk makes 2-pt shot at rim (assist by M. Smart)
6:55.0,Milwaukee full timeout,,41-46,,
6:55.0,T. Ennis enters the game for M. Plumlee,,41-46,,
6:55.0,G. Monroe enters the game for G. Vasquez,,41-46,,
6:55.0,J. O'Bryant enters the game for J. Henson,,41-46,,
6:40.0,J. O'Bryant makes 2-pt shot from 2 ft (assist by R. Vaughn),2,43-46,,
6:40.0,Shooting foul by K. Olynyk (drawn by J. O'Bryant),,43-46,,
6:40.0,J. O'Bryant makes free throw 1 of 1,1,44-46,,
6:22.0,,,44-46,,M. Smart misses 2-pt shot from 3 ft
6:21.0,Defensive rebound by J. Parker,,44-46,,
6:15.0,Turnover by T. Ennis (step out of bounds),,44-46,,
6:02.0,,,44-46,,E. Turner misses 2-pt shot from 7 ft
6:00.0,Defensive rebound by J. Parker,,44-46,,
5:54.0,G. Monroe makes 2-pt shot at rim (assist by J. Parker),2,46-46,,
5:48.0,,,46-48,2,T. Zeller makes 2-pt shot at rim (assist by M. Smart)
5:33.0,T. Ennis misses 2-pt shot from 7 ft (block by T. Zeller),,46-48,,
5:32.0,,,46-48,,Defensive rebound by T. Zeller
5:29.0,,,46-50,2,E. Turner makes 2-pt shot from 1 ft (assist by T. Zeller)
5:17.0,Shooting foul by T. Zeller (drawn by G. Monroe),,46-50,,
5:17.0,G. Monroe makes free throw 1 of 2,1,47-50,,
5:17.0,,,47-50,,J. Sullinger enters the game for K. Olynyk
5:17.0,,,47-50,,I. Thomas enters the game for M. Smart
5:17.0,G. Monroe makes free throw 2 of 2,1,48-50,,
5:04.0,,,48-52,2,J. Sullinger makes 2-pt shot from 2 ft (assist by A. Bradley)
4:48.0,T. Ennis misses 3-pt shot from 25 ft,,48-52,,
4:47.0,,,48-52,,Defensive rebound by J. Sullinger
4:29.0,,,48-54,2,J. Sullinger makes 2-pt shot from 2 ft (assist by T. Zeller)
4:13.0,J. O'Bryant makes 2-pt shot from 18 ft (assist by T. Ennis),2,50-54,,
3:51.0,,,50-54,,Shooting foul by J. O'Bryant (drawn by J. Sullinger)
3:51.0,,,50-54,,J. Sullinger misses free throw 1 of 2
3:51.0,,,50-54,,Offensive rebound by Team
3:51.0,,,50-54,,M. Smart enters the game for E. Turner
3:51.0,G. Antetokounmpo enters the game for J. Parker,,50-54,,
3:51.0,,,50-54,,J. Sullinger misses free throw 2 of 2
3:51.0,Defensive rebound by G. Monroe,,50-54,,
3:34.0,G. Monroe misses 2-pt shot from 3 ft,,50-54,,
3:33.0,Offensive rebound by G. Monroe,,50-54,,
3:32.0,G. Monroe makes 2-pt shot from 2 ft,2,52-54,,
3:18.0,,,52-54,,Turnover by A. Bradley (back court)
3:18.0,,,52-54,,A. Johnson enters the game for T. Zeller
3:04.0,G. Antetokounmpo makes 3-pt shot from 23 ft (assist by G. Monroe),3,55-54,,
2:47.0,,,55-54,,J. Sullinger misses 2-pt shot from 5 ft
2:46.0,Defensive rebound by G. Monroe,,55-54,,
2:41.0,Offensive foul by G. Antetokounmpo,,55-54,,
2:41.0,Turnover by G. Antetokounmpo (offensive foul),,55-54,,
2:41.0,,,55-54,,Boston full timeout
2:18.0,,,55-57,3,J. Sullinger makes 3-pt shot from 23 ft (assist by A. Johnson)
2:00.0,Turnover by G. Monroe (lost ball),,55-57,,
1:48.0,,,55-59,2,A. Johnson makes 2-pt shot from 1 ft (assist by M. Smart)
1:42.0,Offensive foul by G. Antetokounmpo,,55-59,,
1:42.0,Turnover by G. Antetokounmpo (offensive foul),,55-59,,
1:31.0,,,55-59,,Shooting foul by T. Ennis (drawn by I. Thomas)
1:31.0,,,55-60,1,I. Thomas makes free throw 1 of 2
1:31.0,,,55-61,1,I. Thomas makes free throw 2 of 2
1:07.0,J. O'Bryant misses 2-pt shot from 5 ft,,55-61,,
1:06.0,,,55-61,,Defensive rebound by A. Johnson
1:01.0,,,55-63,2,I. Thomas makes 2-pt shot from 1 ft (assist by A. Johnson)
0:44.0,J. O'Bryant misses 2-pt shot from 2 ft,,55-63,,
0:43.0,Offensive rebound by Team,,55-63,,
0:43.0,,,55-63,,Loose ball foul by J. Sullinger
0:33.0,T. Ennis makes 2-pt shot at rim (assist by G. Antetokounmpo),2,57-63,,
0:15.0,,,57-63,,Turnover by I. Thomas (bad pass)
0:15.0,,,57-63,,E. Turner enters the game for I. Thomas
0:02.0,Shooting foul by J. Sullinger (drawn by T. Ennis),,57-63,,
0:02.0,T. Ennis misses free throw 1 of 2,,57-63,,
0:02.0,Offensive rebound by Team,,57-63,,
0:02.0,,,57-63,,I. Thomas enters the game for A. Johnson
0:02.0,T. Ennis makes free throw 2 of 2,1,58-63,,
0:01.0,,,58-65,2,J. Sullinger makes 2-pt shot at rim (assist by M. Smart)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,58-65,,Shooting foul by G. Antetokounmpo (drawn by J. Crowder)
11:45.0,,,58-66,1,J. Crowder makes free throw 1 of 2
11:45.0,,,58-67,1,J. Crowder makes free throw 2 of 2
11:24.0,R. Vaughn misses 3-pt shot from 26 ft,,58-67,,
11:23.0,Offensive rebound by G. Monroe,,58-67,,
11:12.0,R. Vaughn misses 2-pt shot from 7 ft (block by I. Thomas),,58-67,,
11:11.0,,,58-67,,Defensive rebound by J. Crowder
11:09.0,,,58-67,,Shooting foul by T. Ennis (drawn by A. Bradley)
11:09.0,,,58-68,1,A. Bradley makes free throw 1 of 2
11:09.0,,,58-68,,A. Bradley misses free throw 2 of 2
11:07.0,Defensive rebound by G. Monroe,,58-68,,
10:57.0,,,58-68,,Personal foul by A. Johnson
10:53.0,G. Antetokounmpo misses 2-pt shot from 18 ft,,58-68,,
10:52.0,,,58-68,,Defensive rebound by J. Sullinger
10:46.0,,,58-70,2,I. Thomas makes 2-pt shot from 21 ft
10:34.0,Shooting foul by A. Bradley (drawn by G. Antetokounmpo),,58-70,,
10:34.0,G. Antetokounmpo makes free throw 1 of 2,1,59-70,,
10:34.0,G. Antetokounmpo makes free throw 2 of 2,1,60-70,,
10:14.0,,,60-72,2,J. Sullinger makes 2-pt shot from 1 ft (assist by A. Bradley)
9:59.0,R. Vaughn misses 3-pt shot from 23 ft,,60-72,,
9:58.0,Offensive rebound by J. Parker,,60-72,,
9:58.0,Shooting foul by A. Johnson (drawn by J. Parker),,60-72,,
9:58.0,J. Parker makes free throw 1 of 2,1,61-72,,
9:58.0,J. Parker makes free throw 2 of 2,1,62-72,,
9:44.0,,,62-74,2,J. Sullinger makes 2-pt shot from 18 ft (assist by I. Thomas)
9:29.0,J. Parker makes 2-pt shot from 17 ft (assist by T. Ennis),2,64-74,,
9:10.0,,,64-74,,A. Johnson misses 2-pt shot at rim
9:09.0,,,64-74,,Offensive rebound by Team
9:09.0,,,64-74,,E. Turner enters the game for A. Johnson
9:00.0,,,64-76,2,E. Turner makes 2-pt shot from 12 ft (assist by J. Sullinger)
8:43.0,Turnover by G. Antetokounmpo (lost ball; steal by E. Turner),,64-76,,
8:37.0,,,64-79,3,A. Bradley makes 3-pt shot from 23 ft (assist by E. Turner)
8:37.0,Milwaukee full timeout,,64-79,,
8:14.0,G. Antetokounmpo makes 3-pt shot from 23 ft (assist by T. Ennis),3,67-79,,
7:52.0,,,67-79,,J. Sullinger misses 2-pt shot from 18 ft
7:51.0,Defensive rebound by G. Antetokounmpo,,67-79,,
7:33.0,J. Parker makes 2-pt shot from 15 ft (assist by G. Antetokounmpo),2,69-79,,
7:19.0,,,69-82,3,J. Crowder makes 3-pt shot from 25 ft (assist by J. Sullinger)
6:57.0,J. Parker makes 2-pt shot from 4 ft (assist by T. Ennis),2,71-82,,
6:46.0,,,71-82,,J. Crowder misses 2-pt shot from 11 ft
6:44.0,,,71-82,,Offensive rebound by A. Bradley
6:44.0,,,71-84,2,A. Bradley makes 2-pt shot at rim
6:29.0,J. Parker misses 2-pt shot from 17 ft,,71-84,,
6:28.0,Offensive rebound by J. Parker,,71-84,,
6:22.0,R. Vaughn misses 3-pt shot from 23 ft,,71-84,,
6:21.0,,,71-84,,Defensive rebound by A. Bradley
6:09.0,,,71-84,,I. Thomas misses 3-pt shot from 25 ft
6:08.0,Defensive rebound by G. Antetokounmpo,,71-84,,
6:00.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,73-84,,
5:41.0,,,73-84,,J. Sullinger misses 2-pt shot from 19 ft
5:40.0,Defensive rebound by G. Antetokounmpo,,73-84,,
5:34.0,G. Antetokounmpo misses 3-pt shot from 26 ft,,73-84,,
5:32.0,Offensive rebound by T. Ennis,,73-84,,
5:32.0,T. Ennis misses 2-pt shot from 2 ft,,73-84,,
5:31.0,,,73-84,,Defensive rebound by J. Sullinger
5:25.0,,,73-84,,Shooting foul by J. Parker (drawn by J. Crowder)
5:25.0,,,73-85,1,J. Crowder makes free throw 1 of 2
5:25.0,,,73-85,,M. Smart enters the game for A. Bradley
5:25.0,,,73-86,1,J. Crowder makes free throw 2 of 2
5:11.0,T. Ennis misses 2-pt shot from 2 ft (block by I. Thomas),,73-86,,
5:10.0,Offensive rebound by Team,,73-86,,
5:02.0,R. Vaughn makes 2-pt shot from 3 ft,2,75-86,,
4:41.0,,,75-88,2,I. Thomas makes 2-pt shot from 5 ft
4:27.0,Offensive foul by G. Antetokounmpo,,75-88,,
4:27.0,Turnover by G. Antetokounmpo (offensive foul),,75-88,,
4:27.0,J. O'Bryant enters the game for G. Antetokounmpo,,75-88,,
4:27.0,,,75-88,,K. Olynyk enters the game for J. Sullinger
4:27.0,,,75-88,,T. Zeller enters the game for J. Crowder
4:10.0,,,75-90,2,T. Zeller makes 2-pt shot at rim (assist by E. Turner)
3:53.0,Turnover by G. Monroe (bad pass),,75-90,,
3:37.0,,,75-90,,Turnover by M. Smart (back court)
3:21.0,R. Vaughn makes 3-pt shot from 26 ft (assist by T. Ennis),3,78-90,,
3:14.0,,,78-92,2,T. Zeller makes 2-pt shot from 2 ft (assist by E. Turner)
3:14.0,,,78-92,,Shooting foul by R. Vaughn (drawn by T. Zeller)
3:14.0,,,78-93,1,T. Zeller makes free throw 1 of 1
2:54.0,J. O'Bryant makes 2-pt shot from 2 ft (assist by G. Monroe),2,80-93,,
2:39.0,,,80-93,,E. Turner misses 2-pt shot from 15 ft
2:38.0,Defensive rebound by T. Ennis,,80-93,,
2:34.0,J. Parker misses 2-pt shot from 4 ft (block by E. Turner),,80-93,,
2:33.0,Offensive rebound by Team,,80-93,,
2:33.0,,,80-93,,Boston full timeout
2:33.0,,,80-93,,J. Jerebko enters the game for I. Thomas
2:27.0,T. Ennis misses 2-pt shot from 1 ft,,80-93,,
2:25.0,,,80-93,,Defensive rebound by Team
2:20.0,Personal foul by T. Ennis,,80-93,,
2:20.0,,,80-94,1,M. Smart makes free throw 1 of 2
2:20.0,,,80-95,1,M. Smart makes free throw 2 of 2
2:09.0,T. Ennis misses 2-pt shot from 20 ft,,80-95,,
2:08.0,,,80-95,,Defensive rebound by J. Jerebko
1:53.0,,,80-95,,Turnover by K. Olynyk (traveling)
1:40.0,J. Parker misses 2-pt shot from 15 ft,,80-95,,
1:39.0,,,80-95,,Defensive rebound by E. Turner
1:27.0,,,80-95,,Shooting foul by R. Vaughn (drawn by T. Zeller)
1:27.0,,,80-96,1,T. Zeller makes free throw 1 of 2
1:27.0,,,80-97,1,T. Zeller makes free throw 2 of 2
1:13.0,Turnover by T. Ennis (lost ball; steal by K. Olynyk),,80-97,,
1:11.0,,,80-97,,Shooting foul by G. Monroe (drawn by K. Olynyk)
1:11.0,,,80-98,1,K. Olynyk makes free throw 1 of 2
1:11.0,,,80-99,1,K. Olynyk makes free throw 2 of 2
1:02.0,,,80-99,,Personal foul by T. Zeller
0:52.0,J. Parker misses 2-pt shot from 8 ft (block by T. Zeller),,80-99,,
0:51.0,,,80-99,,Defensive rebound by Team
0:27.0,,,80-99,,E. Turner misses 2-pt shot from 14 ft
0:27.0,,,80-99,,Offensive rebound by Team
0:27.0,,,80-99,,Turnover by Team (shot clock)
0:09.0,G. Monroe misses 2-pt shot from 7 ft (block by T. Zeller),,80-99,,
0:08.0,Offensive rebound by Team,,80-99,,
0:05.0,J. Parker misses 2-pt shot from 7 ft,,80-99,,
0:04.0,Offensive rebound by Team,,80-99,,
0:04.0,Turnover by Team (shot clock),,80-99,,
0:04.0,,,80-99,,I. Thomas enters the game for T. Zeller
0:00.0,,,80-99,,Shooting foul by G. Monroe (drawn by K. Olynyk)
0:00.0,,,80-100,1,K. Olynyk makes free throw 1 of 2
0:00.0,,,80-100,,T. Zeller enters the game for I. Thomas
0:00.0,,,80-101,1,K. Olynyk makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,R. Vaughn misses 2-pt shot from 1 ft,,80-101,,
11:43.0,,,80-101,,Defensive rebound by Team
11:27.0,,,80-101,,Turnover by E. Turner (lost ball; steal by M. Plumlee)
11:12.0,R. Vaughn misses 3-pt shot from 26 ft,,80-101,,
11:11.0,,,80-101,,Defensive rebound by E. Turner
10:53.0,,,80-101,,J. Jerebko misses 2-pt shot from 2 ft
10:52.0,,,80-101,,Offensive rebound by J. Jerebko
10:27.0,,,80-101,,T. Zeller misses 2-pt shot from 8 ft
10:25.0,Defensive rebound by R. Vaughn,,80-101,,
10:17.0,Turnover by G. Vasquez (traveling),,80-101,,
10:02.0,,,80-103,2,T. Zeller makes 2-pt shot at rim (assist by E. Turner)
9:41.0,J. Henson misses 2-pt shot from 3 ft,,80-103,,
9:40.0,,,80-103,,Defensive rebound by K. Olynyk
9:34.0,,,80-103,,Shooting foul by J. Henson (drawn by K. Olynyk)
9:34.0,,,80-103,,K. Olynyk misses free throw 1 of 2
9:34.0,,,80-103,,Offensive rebound by Team
9:34.0,,,80-104,1,K. Olynyk makes free throw 2 of 2
9:22.0,M. Plumlee makes 2-pt shot from 11 ft (assist by R. Vaughn),2,82-104,,
9:05.0,,,82-106,2,T. Zeller makes 2-pt shot from 5 ft (assist by M. Smart)
8:41.0,D. Inglis misses 3-pt shot from 25 ft,,82-106,,
8:40.0,,,82-106,,Defensive rebound by T. Zeller
8:27.0,,,82-106,,M. Smart misses 3-pt shot from 26 ft
8:25.0,Defensive rebound by M. Plumlee,,82-106,,
8:12.0,J. Henson makes 2-pt shot from 2 ft (assist by D. Inglis),2,84-106,,
8:12.0,Shooting foul by T. Zeller (drawn by J. Henson),,84-106,,
8:12.0,Official timeout,,84-106,,
8:12.0,T. Ennis enters the game for R. Vaughn,,84-106,,
8:12.0,J. Henson misses free throw 1 of 1,,84-106,,
8:12.0,,,84-106,,Defensive rebound by K. Olynyk
7:53.0,,,84-108,2,K. Olynyk makes 2-pt shot from 1 ft (assist by J. Jerebko)
7:34.0,J. Henson makes 2-pt shot from 3 ft (assist by T. Ennis),2,86-108,,
7:34.0,,,86-108,,Shooting block foul by J. Jerebko (drawn by J. Henson)
7:34.0,J. Henson makes free throw 1 of 1,1,87-108,,
7:22.0,,,87-110,2,J. Jerebko makes 2-pt shot at rim (assist by E. Turner)
7:03.0,J. Henson misses 2-pt shot from 17 ft,,87-110,,
7:01.0,,,87-110,,Defensive rebound by J. Jerebko
6:56.0,,,87-110,,Turnover by E. Turner (lost ball; steal by M. Plumlee)
6:49.0,T. Ennis misses 2-pt shot from 1 ft (block by J. Jerebko),,87-110,,
6:47.0,,,87-110,,Defensive rebound by E. Turner
6:39.0,,,87-112,2,T. Zeller makes 2-pt shot at rim (assist by M. Smart)
6:21.0,Shooting foul by K. Olynyk (drawn by T. Ennis),,87-112,,
6:21.0,T. Ennis makes free throw 1 of 2,1,88-112,,
