time,LA Clippers,pts.away,score,pts.home,Oklahoma City
7:01.0,,,11-16,3,R. Westbrook makes 3-pt shot from 25 ft (assist by S. Ibaka)
6:44.0,L. Mbah a Moute makes 2-pt shot from 1 ft,2,13-16,,
6:32.0,,,13-19,3,A. Roberson makes 3-pt shot from 22 ft (assist by S. Ibaka)
6:11.0,A. Rivers misses 2-pt shot from 10 ft,,13-19,,
6:11.0,,,13-19,,Defensive rebound by K. Durant
6:05.0,,,13-21,2,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook)
6:03.0,LA Clippers full timeout,,13-21,,
5:50.0,Turnover by J. Crawford (lost ball; steal by A. Roberson),,13-21,,
5:45.0,,,13-21,,Shooting foul by A. Rivers (drawn by R. Westbrook)
5:45.0,,,13-22,1,R. Westbrook makes free throw 1 of 2
5:45.0,,,13-22,,K. Singler enters the game for K. Durant
5:45.0,J. Green enters the game for L. Mbah a Moute,,13-22,,
5:45.0,,,13-23,1,R. Westbrook makes free throw 2 of 2
5:28.0,W. Johnson misses 2-pt shot from 17 ft,,13-23,,
5:28.0,,,13-23,,Defensive rebound by S. Ibaka
5:12.0,,,13-23,,Turnover by R. Westbrook (lost ball; steal by J. Crawford)
5:07.0,J. Crawford makes 2-pt shot from 1 ft,2,15-23,,
4:50.0,,,15-25,2,K. Singler makes 2-pt shot from 16 ft
4:23.0,Turnover by Team (shot clock),,15-25,,
4:23.0,,,15-25,,D. Waiters enters the game for A. Roberson
4:09.0,,,15-25,,S. Ibaka misses 2-pt shot from 7 ft
4:08.0,,,15-25,,Offensive rebound by K. Singler
3:59.0,,,15-25,,R. Westbrook misses 3-pt shot from 24 ft
3:59.0,,,15-25,,Offensive rebound by R. Westbrook
3:54.0,,,15-25,,S. Ibaka misses 2-pt shot from 11 ft
3:53.0,Defensive rebound by A. Rivers,,15-25,,
3:48.0,Shooting foul by S. Ibaka (drawn by A. Rivers),,15-25,,
3:48.0,A. Rivers misses free throw 1 of 2,,15-25,,
3:48.0,Offensive rebound by Team,,15-25,,
3:48.0,A. Rivers makes free throw 2 of 2,1,16-25,,
3:26.0,,,16-25,,K. Singler misses 2-pt shot from 5 ft
3:25.0,,,16-25,,Offensive rebound by S. Adams
3:25.0,,,16-27,2,S. Adams makes 2-pt shot at rim
3:13.0,A. Rivers makes 2-pt shot from 6 ft,2,18-27,,
3:01.0,,,18-29,2,R. Westbrook makes 2-pt shot from 15 ft
2:45.0,J. Crawford makes 2-pt shot from 15 ft,2,20-29,,
2:35.0,,,20-29,,Turnover by R. Westbrook (lost ball; steal by C. Aldrich)
2:29.0,J. Crawford makes 3-pt shot from 25 ft,3,23-29,,
2:27.0,,,23-29,,Oklahoma City full timeout
2:27.0,,,23-29,,K. Durant enters the game for S. Ibaka
2:27.0,,,23-29,,E. Kanter enters the game for S. Adams
2:27.0,,,23-29,,R. Foye enters the game for R. Westbrook
2:27.0,P. Prigioni enters the game for W. Johnson,,23-29,,
2:27.0,J. Ayres enters the game for C. Aldrich,,23-29,,
2:10.0,,,23-31,2,K. Durant makes 2-pt shot from 16 ft
1:51.0,A. Rivers makes 2-pt shot from 1 ft,2,25-31,,
1:36.0,,,25-31,,E. Kanter misses 2-pt shot from 2 ft (block by J. Crawford)
1:35.0,Defensive rebound by A. Rivers,,25-31,,
1:34.0,Turnover by A. Rivers (lost ball; steal by K. Singler),,25-31,,
1:19.0,,,25-33,2,K. Singler makes 2-pt shot from 1 ft (assist by D. Waiters)
1:06.0,J. Green misses 2-pt shot from 14 ft,,25-33,,
1:05.0,,,25-33,,Defensive rebound by K. Singler
0:55.0,,,25-35,2,K. Singler makes 2-pt shot from 17 ft (assist by K. Durant)
0:39.0,J. Crawford makes 3-pt shot from 25 ft,3,28-35,,
0:20.0,,,28-37,2,E. Kanter makes 2-pt shot from 6 ft
0:01.0,J. Crawford makes 2-pt shot from 21 ft,2,30-37,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,J. Green makes 2-pt shot at rim,2,32-37,,
11:26.0,,,32-37,,Turnover by K. Durant (bad pass)
11:22.0,Offensive foul by J. Ayres,,32-37,,
11:22.0,Turnover by J. Ayres (offensive foul),,32-37,,
11:13.0,,,32-39,2,D. Waiters makes 2-pt shot from 20 ft (assist by K. Durant)
11:01.0,,,32-39,,Personal foul by D. Waiters
10:52.0,Turnover by J. Crawford (lost ball; steal by R. Foye),,32-39,,
10:47.0,,,32-39,,Shooting foul by J. Green (drawn by K. Durant)
10:47.0,,,32-40,1,K. Durant makes free throw 1 of 2
10:47.0,A. Rivers enters the game for J. Crawford,,32-40,,
10:47.0,,,32-41,1,K. Durant makes free throw 2 of 2
10:28.0,J. Green misses 2-pt shot from 19 ft,,32-41,,
10:27.0,,,32-41,,Defensive rebound by K. Durant
10:17.0,,,32-44,3,D. Waiters makes 3-pt shot from 23 ft (assist by K. Durant)
10:01.0,A. Rivers makes 3-pt shot from 22 ft (assist by P. Prigioni),3,35-44,,
9:45.0,,,35-44,,K. Durant misses 3-pt shot from 24 ft
9:44.0,,,35-44,,Offensive rebound by E. Kanter
9:43.0,,,35-46,2,E. Kanter makes 2-pt shot from 1 ft
9:25.0,Shooting foul by K. Durant (drawn by C. Wilcox),,35-46,,
9:25.0,C. Wilcox makes free throw 1 of 3,1,36-46,,
9:25.0,C. Wilcox makes free throw 2 of 3,1,37-46,,
9:25.0,C. Wilcox makes free throw 3 of 3,1,38-46,,
9:09.0,,,38-46,,Turnover by K. Durant (lost ball; steal by C. Wilcox)
9:05.0,C. Wilcox makes 2-pt shot at rim (assist by P. Prigioni),2,40-46,,
8:54.0,Personal foul by A. Rivers,,40-46,,
8:54.0,Official timeout,,40-46,,
8:42.0,,,40-46,,K. Durant misses 2-pt shot from 19 ft
8:42.0,Defensive rebound by A. Rivers,,40-46,,
8:22.0,J. Green misses 2-pt shot from 10 ft,,40-46,,
8:21.0,,,40-46,,Defensive rebound by E. Kanter
8:09.0,,,40-46,,R. Foye misses 3-pt shot from 22 ft
8:08.0,,,40-46,,Offensive rebound by Team
8:08.0,Loose ball foul by J. Ayres,,40-46,,
8:08.0,,,40-46,,R. Westbrook enters the game for K. Singler
8:08.0,,,40-46,,S. Ibaka enters the game for K. Durant
8:03.0,,,40-46,,E. Kanter misses 2-pt shot from 1 ft
8:02.0,,,40-46,,Offensive rebound by S. Ibaka
8:01.0,,,40-48,2,S. Ibaka makes 2-pt shot from 3 ft
7:32.0,A. Rivers makes 3-pt shot from 27 ft (assist by P. Prigioni),3,43-48,,
7:19.0,,,43-48,,S. Ibaka misses 2-pt shot from 20 ft
7:19.0,Defensive rebound by P. Prigioni,,43-48,,
7:01.0,Shooting foul by E. Kanter (drawn by J. Green),,43-48,,
7:01.0,J. Green makes free throw 1 of 2,1,44-48,,
7:01.0,W. Johnson enters the game for C. Wilcox,,44-48,,
7:01.0,,,44-48,,S. Adams enters the game for E. Kanter
7:01.0,J. Green makes free throw 2 of 2,1,45-48,,
6:52.0,,,45-48,,Shooting foul by J. Green (drawn by R. Westbrook)
6:52.0,,,45-49,1,R. Westbrook makes free throw 1 of 2
6:52.0,,,45-50,1,R. Westbrook makes free throw 2 of 2
6:38.0,J. Green makes 2-pt shot from 1 ft,2,47-50,,
6:29.0,,,47-50,,D. Waiters misses 3-pt shot from 25 ft
6:28.0,Defensive rebound by P. Prigioni,,47-50,,
6:21.0,A. Rivers makes 3-pt shot from 24 ft (assist by W. Johnson),3,50-50,,
6:20.0,,,50-50,,Oklahoma City full timeout
6:17.0,Personal foul by P. Prigioni,,50-50,,
6:17.0,,,50-51,1,R. Westbrook makes free throw 1 of 2
6:17.0,,,50-52,1,R. Westbrook makes free throw 2 of 2
6:03.0,Shooting foul by S. Ibaka (drawn by J. Green),,50-52,,
6:03.0,J. Green misses free throw 1 of 2,,50-52,,
6:03.0,Offensive rebound by Team,,50-52,,
6:03.0,,,50-52,,K. Durant enters the game for R. Foye
6:03.0,,,50-52,,A. Roberson enters the game for D. Waiters
6:03.0,J. Green makes free throw 2 of 2,1,51-52,,
5:47.0,,,51-52,,A. Roberson misses 3-pt shot from 23 ft
5:46.0,Defensive rebound by J. Green,,51-52,,
5:27.0,J. Green misses 3-pt shot from 24 ft,,51-52,,
5:27.0,,,51-52,,Defensive rebound by K. Durant
5:18.0,,,51-54,2,K. Durant makes 2-pt shot from 1 ft
5:09.0,LA Clippers full timeout,,51-54,,
5:09.0,J. Crawford enters the game for J. Ayres,,51-54,,
5:09.0,C. Aldrich enters the game for P. Prigioni,,51-54,,
4:54.0,C. Aldrich makes 2-pt shot from 4 ft (assist by A. Rivers),2,53-54,,
4:37.0,,,53-54,,Turnover by K. Durant (lost ball)
4:23.0,C. Aldrich makes 2-pt shot from 1 ft (assist by J. Crawford),2,55-54,,
4:11.0,,,55-54,,R. Westbrook misses 3-pt shot from 24 ft
4:10.0,Defensive rebound by C. Aldrich,,55-54,,
4:00.0,A. Rivers misses 2-pt shot from 22 ft,,55-54,,
4:00.0,,,55-54,,Defensive rebound by R. Westbrook
3:50.0,,,55-56,2,K. Durant makes 2-pt shot from 11 ft
3:32.0,J. Green makes 2-pt shot at rim (assist by W. Johnson),2,57-56,,
3:20.0,,,57-56,,Shooting foul by A. Rivers (drawn by R. Westbrook)
3:20.0,,,57-58,2,R. Westbrook makes 2-pt shot from 1 ft
3:20.0,P. Prigioni enters the game for A. Rivers,,57-58,,
3:20.0,,,57-59,1,R. Westbrook makes free throw 1 of 1
3:08.0,J. Green makes 2-pt shot from 2 ft,2,59-59,,
2:57.0,,,59-59,,Shooting foul by P. Prigioni (drawn by K. Durant)
2:57.0,,,59-60,1,K. Durant makes free throw 1 of 2
2:57.0,,,59-61,1,K. Durant makes free throw 2 of 2
2:39.0,Turnover by J. Crawford (lost ball; steal by K. Durant),,59-61,,
2:34.0,,,59-63,2,S. Ibaka makes 2-pt shot from 5 ft (assist by R. Westbrook)
2:28.0,J. Green makes 2-pt shot at rim,2,61-63,,
2:13.0,,,61-63,,S. Ibaka misses 3-pt shot from 24 ft
2:13.0,Defensive rebound by W. Johnson,,61-63,,
2:04.0,,,61-63,,Personal foul by K. Durant
2:04.0,LA Clippers full timeout,,61-63,,
2:04.0,,,61-63,,A. Morrow enters the game for S. Ibaka
2:04.0,J. Crawford makes free throw 1 of 2,1,62-63,,
2:04.0,J. Crawford makes free throw 2 of 2,1,63-63,,
1:45.0,,,63-63,,A. Morrow misses 3-pt shot from 25 ft
1:44.0,Defensive rebound by C. Aldrich,,63-63,,
1:38.0,J. Crawford makes 3-pt shot from 25 ft,3,66-63,,
1:19.0,,,66-65,2,K. Durant makes 2-pt shot from 14 ft
0:59.0,W. Johnson misses 3-pt shot from 23 ft,,66-65,,
0:58.0,,,66-65,,Defensive rebound by S. Adams
0:48.0,,,66-65,,A. Morrow misses 3-pt shot from 22 ft
0:46.0,Defensive rebound by C. Aldrich,,66-65,,
0:40.0,J. Green misses 3-pt shot from 22 ft,,66-65,,
0:38.0,,,66-65,,Defensive rebound by K. Durant
0:17.0,,,66-65,,K. Durant misses 2-pt shot from 1 ft
0:16.0,Defensive rebound by C. Aldrich,,66-65,,
0:01.0,Shooting foul by A. Roberson (drawn by J. Crawford),,66-65,,
0:01.0,J. Crawford makes free throw 1 of 3,1,67-65,,
0:01.0,J. Crawford makes free throw 2 of 3,1,68-65,,
0:01.0,L. Mbah a Moute enters the game for J. Green,,68-65,,
0:01.0,J. Crawford makes free throw 3 of 3,1,69-65,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,J. Crawford misses 3-pt shot from 28 ft,,69-65,,
11:34.0,,,69-65,,Defensive rebound by S. Ibaka
11:17.0,,,69-68,3,S. Ibaka makes 3-pt shot from 22 ft (assist by K. Durant)
10:54.0,J. Crawford misses 2-pt shot at rim,,69-68,,
10:53.0,,,69-68,,Defensive rebound by A. Roberson
10:46.0,,,69-70,2,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook)
10:46.0,,,69-70,,Shooting foul by W. Johnson (drawn by S. Adams)
10:46.0,,,69-71,1,S. Adams makes free throw 1 of 1
10:30.0,Turnover by C. Aldrich (traveling),,69-71,,
10:10.0,,,69-71,,S. Ibaka misses 3-pt shot from 22 ft
10:10.0,,,69-71,,Offensive rebound by A. Roberson
10:05.0,,,69-73,2,S. Ibaka makes 2-pt shot from 15 ft (assist by K. Durant)
9:50.0,J. Crawford makes 2-pt shot from 19 ft,2,71-73,,
9:36.0,,,71-75,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
9:23.0,Turnover by C. Aldrich (lost ball; steal by R. Westbrook),,71-75,,
9:20.0,,,71-77,2,R. Westbrook makes 2-pt shot at rim
9:13.0,A. Rivers misses 2-pt shot from 2 ft (block by S. Adams),,71-77,,
9:12.0,,,71-77,,Defensive rebound by R. Westbrook
9:04.0,,,71-77,,K. Durant misses 2-pt shot from 18 ft
9:03.0,Defensive rebound by C. Aldrich,,71-77,,
8:48.0,A. Rivers makes 3-pt shot from 26 ft,3,74-77,,
8:23.0,,,74-77,,Turnover by A. Roberson (lost ball)
8:09.0,,,74-77,,Def 3 sec tech foul by S. Ibaka
8:09.0,J. Crawford makes technical free throw,1,75-77,,
7:55.0,L. Mbah a Moute makes 3-pt shot from 22 ft (assist by J. Crawford),3,78-77,,
7:36.0,,,78-77,,Turnover by R. Westbrook (lost ball; steal by J. Crawford)
7:30.0,W. Johnson makes 2-pt shot from 1 ft (assist by J. Crawford),2,80-77,,
7:12.0,,,80-79,2,K. Durant makes 2-pt shot from 15 ft (assist by R. Westbrook)
7:06.0,W. Johnson makes 2-pt shot from 15 ft (assist by A. Rivers),2,82-79,,
6:53.0,,,82-79,,R. Westbrook misses 2-pt shot from 14 ft
6:52.0,Defensive rebound by Team,,82-79,,
6:52.0,,,82-79,,Loose ball foul by S. Adams
6:42.0,A. Rivers misses 2-pt shot from 16 ft,,82-79,,
6:41.0,,,82-79,,Defensive rebound by R. Westbrook
6:37.0,,,82-79,,Shooting foul by W. Johnson (drawn by A. Roberson)
6:37.0,,,82-79,,A. Roberson misses free throw 1 of 2
6:37.0,,,82-79,,Offensive rebound by Team
6:37.0,,,82-79,,A. Roberson misses free throw 2 of 2
6:36.0,Defensive rebound by Team,,82-79,,
6:36.0,,,82-79,,Loose ball foul by S. Adams
6:18.0,A. Rivers makes 3-pt shot from 25 ft,3,85-79,,
6:01.0,Def 3 sec tech foul by C. Aldrich,,85-79,,
6:01.0,,,85-80,1,K. Durant makes technical free throw
6:01.0,,,85-80,,Oklahoma City full timeout
5:58.0,,,85-80,,Turnover by S. Adams (lost ball)
5:48.0,J. Crawford makes 3-pt shot from 23 ft (assist by A. Rivers),3,88-80,,
5:37.0,,,88-80,,K. Durant misses 3-pt shot from 24 ft
5:35.0,,,88-80,,Offensive rebound by S. Adams
5:35.0,,,88-80,,S. Adams misses 2-pt shot from 2 ft
5:34.0,Defensive rebound by A. Rivers,,88-80,,
5:19.0,W. Johnson misses 2-pt shot from 15 ft,,88-80,,
5:19.0,,,88-80,,Defensive rebound by S. Ibaka
5:03.0,,,88-80,,R. Westbrook misses 3-pt shot from 24 ft
5:02.0,,,88-80,,Offensive rebound by S. Ibaka
5:02.0,,,88-80,,E. Kanter enters the game for S. Adams
5:02.0,,,88-80,,K. Singler enters the game for K. Durant
5:02.0,J. Green enters the game for L. Mbah a Moute,,88-80,,
5:02.0,Jump ball: C. Aldrich vs. S. Ibaka (R. Westbrook gains possession),,,,Jump ball: C. Aldrich vs. S. Ibaka (R. Westbrook gains possession)
4:53.0,,,88-80,,R. Westbrook misses 2-pt shot from 3 ft (block by J. Green)
4:52.0,,,88-80,,Offensive rebound by S. Ibaka
4:37.0,,,88-83,3,R. Westbrook makes 3-pt shot from 25 ft (assist by S. Ibaka)
4:17.0,A. Rivers makes 2-pt shot from 1 ft,2,90-83,,
4:04.0,,,90-83,,Turnover by R. Westbrook (lost ball; steal by A. Rivers)
3:56.0,W. Johnson misses 3-pt shot from 23 ft,,90-83,,
3:55.0,,,90-83,,Defensive rebound by S. Ibaka
3:44.0,,,90-83,,Turnover by R. Westbrook (lost ball; steal by C. Aldrich)
3:40.0,W. Johnson makes 2-pt shot at rim (assist by C. Aldrich),2,92-83,,
3:40.0,,,92-83,,Oklahoma City full timeout
3:23.0,,,92-85,2,E. Kanter makes 2-pt shot from 2 ft
3:02.0,J. Crawford misses 2-pt shot from 19 ft,,92-85,,
3:01.0,,,92-85,,Defensive rebound by S. Ibaka
2:54.0,,,92-85,,R. Westbrook misses 3-pt shot from 25 ft
2:54.0,Defensive rebound by C. Aldrich,,92-85,,
2:49.0,Shooting foul by S. Ibaka (drawn by J. Green),,92-85,,
2:49.0,J. Green misses free throw 1 of 2,,92-85,,
2:49.0,Offensive rebound by Team,,92-85,,
2:49.0,,,92-85,,K. Durant enters the game for S. Ibaka
2:49.0,,,92-85,,R. Foye enters the game for A. Roberson
2:49.0,,,92-85,,D. Waiters enters the game for R. Westbrook
2:49.0,J. Green misses free throw 2 of 2,,92-85,,
2:49.0,,,92-85,,Defensive rebound by E. Kanter
2:39.0,,,92-87,2,K. Durant makes 2-pt shot from 15 ft (assist by R. Foye)
2:16.0,A. Rivers misses 3-pt shot from 25 ft,,92-87,,
2:15.0,,,92-87,,Defensive rebound by D. Waiters
1:58.0,,,92-87,,Turnover by R. Foye (lost ball; steal by A. Rivers)
1:52.0,C. Aldrich makes 2-pt shot from 1 ft (assist by A. Rivers),2,94-87,,
1:39.0,,,94-89,2,D. Waiters makes 2-pt shot at rim (assist by R. Foye)
1:20.0,J. Crawford makes 2-pt shot from 2 ft,2,96-89,,
1:20.0,Shooting foul by K. Singler (drawn by J. Crawford),,96-89,,
1:20.0,P. Prigioni enters the game for A. Rivers,,96-89,,
1:20.0,J. Ayres enters the game for C. Aldrich,,96-89,,
1:20.0,J. Crawford makes free throw 1 of 1,1,97-89,,
1:09.0,,,97-91,2,E. Kanter makes 2-pt shot from 1 ft (assist by R. Foye)
0:52.0,W. Johnson misses 2-pt shot from 20 ft,,97-91,,
0:51.0,,,97-91,,Defensive rebound by D. Waiters
0:38.0,,,97-91,,K. Durant misses 2-pt shot from 2 ft
0:37.0,,,97-91,,Offensive rebound by K. Singler
0:29.0,,,97-91,,D. Waiters misses 2-pt shot from 4 ft
0:28.0,,,97-91,,Offensive rebound by E. Kanter
0:28.0,,,97-93,2,E. Kanter makes 2-pt shot from 1 ft
0:06.0,J. Green misses 3-pt shot from 25 ft,,97-93,,
0:05.0,,,97-93,,Defensive rebound by K. Durant
0:01.0,,,97-93,,Turnover by K. Durant (lost ball; steal by P. Prigioni)
0:00.0,J. Crawford misses 3-pt shot from 35 ft,,97-93,,
0:00.0,Offensive rebound by Team,,97-93,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,97-93,,K. Singler misses 2-pt shot from 18 ft
11:41.0,,,97-93,,Offensive rebound by K. Durant
11:36.0,,,97-93,,K. Singler misses 3-pt shot from 24 ft
11:33.0,Defensive rebound by P. Prigioni,,97-93,,
11:07.0,J. Crawford misses 3-pt shot from 40 ft,,97-93,,
11:06.0,Offensive rebound by J. Green,,97-93,,
10:50.0,J. Green makes 2-pt shot at rim (assist by J. Crawford),2,99-93,,
10:33.0,,,99-96,3,R. Foye makes 3-pt shot from 25 ft
10:12.0,Shooting foul by R. Foye (drawn by J. Ayres),,99-96,,
10:12.0,J. Ayres makes free throw 1 of 2,1,100-96,,
10:12.0,,,100-96,,A. Roberson enters the game for K. Singler
10:12.0,J. Ayres makes free throw 2 of 2,1,101-96,,
9:50.0,,,101-96,,A. Roberson misses 3-pt shot from 23 ft
9:49.0,,,101-96,,Offensive rebound by D. Waiters
9:38.0,,,101-99,3,A. Roberson makes 3-pt shot from 22 ft (assist by D. Waiters)
9:38.0,Away from play foul by J. Ayres,,101-99,,
9:38.0,,,101-100,1,E. Kanter makes free throw 1 of 1
9:27.0,J. Ayres misses 2-pt shot from 3 ft,,101-100,,
9:24.0,Offensive rebound by J. Ayres,,101-100,,
9:21.0,W. Johnson misses 3-pt shot from 23 ft,,101-100,,
9:21.0,,,101-100,,Defensive rebound by K. Durant
9:13.0,,,101-100,,D. Waiters misses 3-pt shot from 25 ft
9:12.0,Defensive rebound by P. Prigioni,,101-100,,
9:06.0,Shooting foul by A. Roberson (drawn by J. Green),,101-100,,
9:06.0,J. Green misses free throw 1 of 2,,101-100,,
9:06.0,Offensive rebound by Team,,101-100,,
9:06.0,A. Rivers enters the game for J. Crawford,,101-100,,
9:06.0,J. Green makes free throw 2 of 2,1,102-100,,
8:57.0,,,102-100,,Shooting foul by W. Johnson (drawn by K. Durant)
8:57.0,Official timeout,,102-100,,
8:57.0,C. Wilcox enters the game for W. Johnson,,102-100,,
8:57.0,,,102-100,,R. Westbrook enters the game for D. Waiters
8:57.0,,,102-100,,K. Durant misses free throw 1 of 2
8:57.0,,,102-100,,Offensive rebound by Team
8:57.0,,,102-101,1,K. Durant makes free throw 2 of 2
8:42.0,A. Rivers makes 2-pt shot from 4 ft,2,104-101,,
8:30.0,,,104-104,3,K. Durant makes 3-pt shot from 25 ft (assist by R. Westbrook)
8:07.0,J. Ayres makes 2-pt shot from 15 ft (assist by C. Wilcox),2,106-104,,
7:54.0,,,106-104,,R. Foye misses 3-pt shot from 23 ft
7:52.0,,,106-104,,Offensive rebound by A. Roberson
7:48.0,,,106-104,,K. Durant misses 3-pt shot from 24 ft
7:48.0,Defensive rebound by Team,,106-104,,
7:33.0,A. Rivers makes 3-pt shot from 23 ft (assist by P. Prigioni),3,109-104,,
7:20.0,,,109-104,,K. Durant misses 3-pt shot from 24 ft
7:19.0,Defensive rebound by J. Green,,109-104,,
6:54.0,Turnover by Team (shot clock),,109-104,,
6:54.0,,,109-104,,S. Adams enters the game for E. Kanter
6:41.0,,,109-104,,Shooting foul by A. Rivers (drawn by K. Durant)
6:41.0,,,109-105,1,K. Durant makes free throw 1 of 2
6:41.0,J. Crawford enters the game for P. Prigioni,,109-105,,
6:41.0,,,109-106,1,K. Durant makes free throw 2 of 2
6:28.0,Turnover by A. Rivers (lost ball; steal by R. Westbrook),,109-106,,
6:24.0,,,109-108,2,K. Durant makes 2-pt shot at rim (assist by R. Westbrook)
6:06.0,A. Rivers misses 3-pt shot from 25 ft,,109-108,,
6:05.0,,,109-108,,Defensive rebound by R. Westbrook
5:56.0,,,109-110,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
5:55.0,LA Clippers full timeout,,109-110,,
5:55.0,W. Johnson enters the game for C. Wilcox,,109-110,,
5:55.0,,,109-110,,S. Ibaka enters the game for R. Foye
5:34.0,Turnover by J. Green (lost ball; steal by K. Durant),,109-110,,
5:30.0,,,109-110,,R. Westbrook misses 2-pt shot at rim
5:29.0,,,109-110,,Offensive rebound by K. Durant
5:26.0,,,109-110,,R. Westbrook misses 2-pt shot from 15 ft
5:24.0,Defensive rebound by W. Johnson,,109-110,,
5:11.0,,,109-110,,Violation by S. Adams (kicked ball)
5:11.0,C. Aldrich enters the game for J. Ayres,,109-110,,
5:11.0,LA Clippers full timeout,,109-110,,
5:02.0,W. Johnson makes 3-pt shot from 24 ft (assist by J. Crawford),3,112-110,,
4:48.0,,,112-110,,K. Durant misses 3-pt shot from 25 ft
4:47.0,,,112-110,,Offensive rebound by S. Adams
4:45.0,,,112-110,,Shooting foul by C. Aldrich (drawn by S. Adams)
4:45.0,,,112-110,,S. Adams misses free throw 1 of 2
4:45.0,,,112-110,,Offensive rebound by Team
4:45.0,,,112-110,,S. Adams misses free throw 2 of 2
4:45.0,Defensive rebound by C. Aldrich,,112-110,,
4:27.0,J. Crawford misses 2-pt shot from 15 ft,,112-110,,
4:26.0,Offensive rebound by J. Crawford,,112-110,,
4:20.0,J. Green makes 3-pt shot from 22 ft (assist by A. Rivers),3,115-110,,
4:00.0,,,115-110,,Shooting foul by C. Aldrich (drawn by K. Durant)
4:00.0,,,115-111,1,K. Durant makes free throw 1 of 2
4:00.0,,,115-112,1,K. Durant makes free throw 2 of 2
3:46.0,Turnover by C. Aldrich (lost ball; steal by R. Westbrook),,115-112,,
3:27.0,,,115-112,,R. Westbrook misses 2-pt shot from 2 ft (block by W. Johnson)
3:27.0,Defensive rebound by Team,,115-112,,
3:27.0,,,115-112,,R. Foye enters the game for S. Ibaka
3:15.0,J. Green misses 2-pt shot from 6 ft,,115-112,,
3:14.0,,,115-112,,Defensive rebound by A. Roberson
2:58.0,,,115-112,,Turnover by S. Adams (lost ball)
2:41.0,J. Green misses 3-pt shot from 23 ft,,115-112,,
2:41.0,,,115-112,,Defensive rebound by A. Roberson
2:25.0,,,115-115,3,R. Westbrook makes 3-pt shot from 24 ft
2:06.0,A. Rivers makes 2-pt shot from 10 ft,2,117-115,,
2:04.0,,,117-115,,Oklahoma City full timeout
1:51.0,,,117-115,,K. Durant misses 3-pt shot from 25 ft
1:50.0,Defensive rebound by C. Aldrich,,117-115,,
1:33.0,Turnover by W. Johnson (lost ball; steal by S. Adams),,117-115,,
1:18.0,,,117-117,2,R. Westbrook makes 2-pt shot from 18 ft
1:01.0,J. Crawford misses 2-pt shot from 2 ft,,117-117,,
1:01.0,,,117-117,,Defensive rebound by S. Adams
0:41.0,,,117-117,,K. Durant misses 3-pt shot from 24 ft
0:41.0,Defensive rebound by W. Johnson,,117-117,,
0:40.0,Turnover by W. Johnson (lost ball; steal by R. Westbrook),,117-117,,
0:37.0,,,117-117,,Oklahoma City full timeout
