time,Orlando,pts.away,score,pts.home,Atlanta
0:15.0,M. Hezonja misses 2-pt shot from 9 ft (block by T. Hardaway),,16-30,,
0:15.0,,,16-30,,A. Horford enters the game for P. Millsap
0:15.0,,,16-30,,M. Scott enters the game for M. Muscala
0:15.0,V. Oladipo enters the game for S. Napier,,16-30,,
0:15.0,Jump ball: T. Hardaway vs. M. Hezonja (E. Payton gains possession),,,,Jump ball: T. Hardaway vs. M. Hezonja (E. Payton gains possession)
0:15.0,Offensive rebound by Team,,16-30,,
0:06.0,E. Payton misses 3-pt shot from 24 ft,,16-30,,
0:03.0,Offensive rebound by A. Gordon,,16-30,,
0:03.0,A. Gordon misses 2-pt shot at rim,,16-30,,
0:03.0,Offensive rebound by A. Gordon,,16-30,,
0:03.0,A. Gordon makes 2-pt shot at rim,2,18-30,,
0:00.0,,,18-30,,D. Schroder misses 2-pt shot at rim
0:00.0,,,18-30,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,18-30,,D. Schroder misses 3-pt shot from 24 ft
11:38.0,Defensive rebound by A. Gordon,,18-30,,
11:33.0,E. Payton makes 2-pt shot from 1 ft (assist by A. Gordon),2,20-30,,
11:18.0,,,20-30,,T. Hardaway misses 2-pt shot from 10 ft
11:16.0,Defensive rebound by A. Gordon,,20-30,,
11:02.0,M. Hezonja misses 3-pt shot from 24 ft,,20-30,,
11:01.0,,,20-30,,Defensive rebound by D. Schroder
10:52.0,,,20-30,,A. Horford misses 2-pt shot from 18 ft
10:51.0,Defensive rebound by M. Hezonja,,20-30,,
10:29.0,J. Smith makes 2-pt shot from 21 ft (assist by M. Hezonja),2,22-30,,
10:21.0,Personal foul by A. Gordon (drawn by M. Scott),,22-30,,
10:21.0,,,22-30,,K. Bazemore enters the game for T. Sefolosha
10:21.0,,,22-30,,K. Korver enters the game for T. Hardaway
10:21.0,E. Fournier enters the game for M. Hezonja,,22-30,,
10:13.0,,,22-32,2,A. Horford makes 2-pt shot from 2 ft (assist by D. Schroder)
9:56.0,E. Payton misses 3-pt shot from 25 ft,,22-32,,
9:55.0,,,22-32,,Defensive rebound by K. Bazemore
9:44.0,,,22-34,2,A. Horford makes 2-pt shot from 11 ft
9:25.0,A. Gordon makes 3-pt shot from 22 ft (assist by E. Payton),3,25-34,,
9:09.0,,,25-34,,M. Scott misses 2-pt shot from 7 ft
9:07.0,Defensive rebound by A. Gordon,,25-34,,
9:00.0,V. Oladipo misses 2-pt shot from 21 ft,,25-34,,
8:59.0,,,25-34,,Defensive rebound by K. Bazemore
8:51.0,,,25-34,,K. Bazemore misses 2-pt shot at rim (block by J. Smith)
8:51.0,,,25-34,,Offensive rebound by M. Scott
8:51.0,,,25-34,,Shooting foul by E. Fournier (drawn by M. Scott)
8:51.0,Official timeout,,25-34,,
8:51.0,,,25-35,1,M. Scott makes free throw 1 of 2
8:51.0,,,25-35,,M. Scott misses free throw 2 of 2
8:50.0,Defensive rebound by A. Gordon,,25-35,,
8:36.0,J. Smith makes 2-pt shot from 15 ft (assist by E. Fournier),2,27-35,,
8:19.0,,,27-35,,M. Scott misses 2-pt shot from 1 ft (block by J. Smith)
8:17.0,Defensive rebound by A. Gordon,,27-35,,
8:16.0,Offensive foul by A. Gordon,,27-35,,
8:16.0,Turnover by A. Gordon (offensive foul),,27-35,,
8:16.0,Violation by Team (delay of game),,27-35,,
8:16.0,,,27-35,,J. Teague enters the game for D. Schroder
8:16.0,N. Vucevic enters the game for A. Gordon,,27-35,,
8:00.0,,,27-35,,A. Horford misses 3-pt shot from 25 ft
7:57.0,Defensive rebound by E. Payton,,27-35,,
7:50.0,Shooting foul by K. Korver (drawn by N. Vucevic),,27-35,,
7:50.0,N. Vucevic misses free throw 1 of 2,,27-35,,
7:50.0,Offensive rebound by Team,,27-35,,
7:50.0,N. Vucevic makes free throw 2 of 2,1,28-35,,
7:43.0,,,28-38,3,J. Teague makes 3-pt shot from 24 ft
7:30.0,,,28-38,,Personal foul by J. Teague (drawn by V. Oladipo)
7:15.0,E. Payton misses 2-pt shot from 19 ft,,28-38,,
7:14.0,,,28-38,,Defensive rebound by A. Horford
7:09.0,,,28-38,,M. Scott misses 2-pt shot from 2 ft
7:06.0,Defensive rebound by V. Oladipo,,28-38,,
6:59.0,E. Payton misses 2-pt shot at rim (block by A. Horford),,28-38,,
6:56.0,,,28-38,,Defensive rebound by K. Bazemore
6:53.0,,,28-38,,K. Bazemore misses 3-pt shot from 24 ft
6:50.0,Defensive rebound by N. Vucevic,,28-38,,
6:40.0,J. Smith misses 2-pt shot from 18 ft,,28-38,,
6:37.0,,,28-38,,Defensive rebound by K. Bazemore
6:31.0,,,28-40,2,M. Scott makes 2-pt shot from 7 ft
6:17.0,E. Fournier misses 2-pt shot at rim,,28-40,,
6:17.0,Offensive rebound by Team,,28-40,,
6:17.0,,,28-40,,Loose ball foul by M. Scott (drawn by E. Fournier)
6:14.0,,,28-40,,M. Muscala enters the game for A. Horford
6:14.0,,,28-40,,P. Millsap enters the game for M. Scott
6:14.0,D. Dedmon enters the game for J. Smith,,28-40,,
6:05.0,E. Payton makes 2-pt shot from 2 ft,2,30-40,,
5:57.0,,,30-40,,Turnover by J. Teague (bad pass; steal by E. Fournier)
5:54.0,Turnover by E. Fournier (bad pass; steal by P. Millsap),,30-40,,
5:42.0,,,30-40,,J. Teague misses 3-pt shot from 24 ft
5:40.0,,,30-40,,Offensive rebound by M. Muscala
5:21.0,,,30-43,3,K. Korver makes 3-pt shot from 24 ft (assist by K. Bazemore)
5:05.0,,,30-43,,Personal foul by P. Millsap (drawn by N. Vucevic)
5:05.0,,,30-43,,Atlanta full timeout
5:05.0,,,30-43,,T. Sefolosha enters the game for K. Bazemore
4:54.0,V. Oladipo misses 3-pt shot from 23 ft,,30-43,,
4:54.0,Offensive rebound by Team,,30-43,,
4:54.0,,,30-43,,Loose ball foul by M. Muscala (drawn by D. Dedmon)
4:54.0,D. Dedmon makes free throw 1 of 2,1,31-43,,
4:54.0,D. Dedmon makes free throw 2 of 2,1,32-43,,
4:45.0,,,32-43,,Shooting foul by D. Dedmon (drawn by M. Muscala)
4:45.0,,,32-44,1,M. Muscala makes free throw 1 of 2
4:45.0,,,32-45,1,M. Muscala makes free throw 2 of 2
4:34.0,V. Oladipo misses 2-pt shot from 20 ft,,32-45,,
4:33.0,,,32-45,,Defensive rebound by T. Sefolosha
4:12.0,,,32-48,3,J. Teague makes 3-pt shot from 24 ft (assist by M. Muscala)
3:59.0,E. Fournier makes 3-pt shot from 24 ft (assist by N. Vucevic),3,35-48,,
3:44.0,,,35-48,,J. Teague misses 2-pt shot from 20 ft
3:42.0,Defensive rebound by D. Dedmon,,35-48,,
3:32.0,N. Vucevic misses 2-pt shot from 9 ft,,35-48,,
3:31.0,,,35-48,,Defensive rebound by K. Korver
3:21.0,,,35-48,,P. Millsap misses 3-pt shot from 23 ft
3:18.0,,,35-48,,Offensive rebound by P. Millsap
3:18.0,Personal foul by E. Payton (drawn by P. Millsap),,35-48,,
3:18.0,,,35-48,,A. Horford enters the game for M. Muscala
3:18.0,M. Hezonja enters the game for E. Payton,,35-48,,
3:15.0,,,35-48,,Turnover by P. Millsap (bad pass; steal by V. Oladipo)
3:02.0,,,35-48,,Def 3 sec tech foul by T. Sefolosha
3:02.0,E. Fournier makes technical free throw,1,36-48,,
3:02.0,,,36-48,,K. Bazemore enters the game for K. Korver
2:56.0,E. Fournier misses 3-pt shot from 25 ft,,36-48,,
2:55.0,,,36-48,,Defensive rebound by T. Sefolosha
2:41.0,,,36-48,,J. Teague misses 2-pt shot from 6 ft (block by V. Oladipo)
2:38.0,Defensive rebound by N. Vucevic,,36-48,,
2:36.0,E. Fournier makes 2-pt shot at rim (assist by M. Hezonja),2,38-48,,
2:13.0,,,38-48,,A. Horford misses 2-pt shot from 15 ft
2:11.0,Defensive rebound by M. Hezonja,,38-48,,
2:11.0,Orlando full timeout,,38-48,,
2:11.0,Jump ball: M. Hezonja vs. J. Teague (N. Vucevic gains possession),,,,Jump ball: M. Hezonja vs. J. Teague (N. Vucevic gains possession)
1:49.0,N. Vucevic misses 2-pt shot from 14 ft,,38-48,,
1:46.0,,,38-48,,Defensive rebound by J. Teague
1:25.0,,,38-50,2,P. Millsap makes 2-pt shot from 14 ft (assist by K. Bazemore)
1:02.0,V. Oladipo makes 3-pt shot from 24 ft (assist by E. Fournier),3,41-50,,
0:49.0,,,41-52,2,A. Horford makes 2-pt shot from 2 ft
0:49.0,,,41-52,,Shooting foul by N. Vucevic (drawn by A. Horford)
0:49.0,,,41-53,1,A. Horford makes free throw 1 of 1
0:33.0,N. Vucevic misses 2-pt shot from 4 ft,,41-53,,
0:31.0,,,41-53,,Defensive rebound by P. Millsap
0:25.0,,,41-53,,Atlanta full timeout
0:25.0,J. Smith enters the game for N. Vucevic,,41-53,,
0:25.0,,,41-53,,K. Korver enters the game for T. Sefolosha
0:14.0,Personal foul by D. Dedmon (drawn by P. Millsap),,41-53,,
0:14.0,,,41-53,,P. Millsap misses free throw 1 of 2
0:14.0,,,41-53,,Offensive rebound by Team
0:14.0,,,41-53,,D. Schroder enters the game for K. Korver
0:14.0,,,41-53,,T. Sefolosha enters the game for J. Teague
0:14.0,,,41-54,1,P. Millsap makes free throw 2 of 2
0:02.0,Turnover by J. Smith (lost ball; steal by P. Millsap),,41-54,,
0:00.0,,,41-54,,K. Bazemore misses 3-pt shot from 29 ft
0:00.0,,,41-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,41-56,2,J. Teague makes 2-pt shot at rim (assist by K. Bazemore)
11:28.0,Turnover by N. Vucevic (lost ball; steal by K. Korver),,41-56,,
11:22.0,Personal foul by V. Oladipo (drawn by A. Horford),,41-56,,
11:16.0,,,41-56,,Shooting foul by N. Vucevic (drawn by J. Teague)
11:16.0,,,41-56,,J. Teague misses free throw 1 of 2
11:16.0,,,41-56,,Offensive rebound by Team
11:16.0,,,41-57,1,J. Teague makes free throw 2 of 2
10:59.0,A. Gordon makes 2-pt shot from 20 ft (assist by N. Vucevic),2,43-57,,
10:47.0,,,43-60,3,A. Horford makes 3-pt shot from 23 ft (assist by K. Korver)
10:36.0,V. Oladipo makes 2-pt shot from 21 ft (assist by A. Gordon),2,45-60,,
10:26.0,,,45-60,,J. Teague misses 2-pt shot from 7 ft (block by E. Payton)
10:24.0,Defensive rebound by E. Payton,,45-60,,
10:19.0,Turnover by E. Fournier (lost ball; steal by J. Teague),,45-60,,
10:14.0,,,45-62,2,J. Teague makes 2-pt shot from 2 ft (assist by A. Horford)
9:53.0,V. Oladipo misses 3-pt shot from 22 ft,,45-62,,
9:52.0,,,45-62,,Defensive rebound by P. Millsap
9:38.0,,,45-62,,J. Teague misses 2-pt shot from 1 ft
9:37.0,Defensive rebound by N. Vucevic,,45-62,,
9:31.0,N. Vucevic makes 2-pt shot from 17 ft (assist by E. Payton),2,47-62,,
9:17.0,,,47-64,2,P. Millsap makes 2-pt shot from 2 ft
9:02.0,A. Gordon misses 2-pt shot from 1 ft,,47-64,,
9:01.0,Offensive rebound by Team,,47-64,,
9:00.0,A. Gordon makes 2-pt shot at rim (assist by E. Fournier),2,49-64,,
9:00.0,Shooting foul by K. Korver (drawn by A. Gordon),,49-64,,
9:00.0,A. Gordon makes free throw 1 of 1,1,50-64,,
8:52.0,,,50-64,,Shooting foul by N. Vucevic (drawn by J. Teague)
8:52.0,,,50-65,1,J. Teague makes free throw 1 of 2
8:52.0,,,50-66,1,J. Teague makes free throw 2 of 2
8:36.0,E. Payton makes 3-pt shot from 24 ft (assist by N. Vucevic),3,53-66,,
8:14.0,,,53-68,2,A. Horford makes 2-pt shot from 1 ft (assist by K. Bazemore)
7:57.0,E. Payton misses 2-pt shot from 20 ft,,53-68,,
7:55.0,,,53-68,,Defensive rebound by A. Horford
7:46.0,,,53-71,3,K. Korver makes 3-pt shot from 24 ft (assist by J. Teague)
7:45.0,Orlando full timeout,,53-71,,
7:32.0,E. Payton makes 2-pt shot from 1 ft (assist by V. Oladipo),2,55-71,,
7:15.0,,,55-71,,J. Teague misses 2-pt shot from 15 ft
7:13.0,Defensive rebound by A. Gordon,,55-71,,
7:05.0,V. Oladipo misses 2-pt shot from 1 ft,,55-71,,
7:04.0,,,55-71,,Defensive rebound by P. Millsap
7:02.0,,,55-71,,Turnover by P. Millsap (lost ball; steal by E. Payton)
6:52.0,E. Payton makes 2-pt shot from 15 ft (assist by V. Oladipo),2,57-71,,
6:42.0,,,57-71,,A. Horford misses 3-pt shot from 24 ft
6:41.0,Defensive rebound by V. Oladipo,,57-71,,
6:33.0,E. Fournier makes 3-pt shot from 25 ft (assist by V. Oladipo),3,60-71,,
6:17.0,,,60-71,,P. Millsap misses 2-pt shot from 1 ft (block by A. Gordon)
6:16.0,,,60-71,,Offensive rebound by P. Millsap
6:12.0,,,60-71,,K. Bazemore misses 3-pt shot from 25 ft
6:11.0,Defensive rebound by V. Oladipo,,60-71,,
6:01.0,Turnover by V. Oladipo (bad pass; steal by K. Bazemore),,60-71,,
5:56.0,Personal foul by V. Oladipo (drawn by K. Bazemore),,60-71,,
5:56.0,,,60-71,,M. Muscala enters the game for A. Horford
5:51.0,,,60-71,,Turnover by J. Teague (lost ball)
5:32.0,N. Vucevic makes 2-pt shot from 11 ft,2,62-71,,
5:27.0,,,62-71,,Atlanta full timeout
5:27.0,,,62-71,,T. Sefolosha enters the game for K. Bazemore
5:21.0,,,62-71,,P. Millsap misses 2-pt shot at rim
5:19.0,Defensive rebound by N. Vucevic,,62-71,,
5:07.0,,,62-71,,Personal foul by P. Millsap (drawn by N. Vucevic)
5:07.0,,,62-71,,D. Schroder enters the game for J. Teague
4:53.0,E. Payton misses 2-pt shot from 20 ft,,62-71,,
4:50.0,,,62-71,,Defensive rebound by P. Millsap
4:40.0,,,62-71,,Turnover by T. Sefolosha (lost ball)
4:21.0,N. Vucevic makes 2-pt shot from 13 ft,2,64-71,,
4:08.0,,,64-73,2,P. Millsap makes 2-pt shot from 4 ft (assist by M. Muscala)
3:52.0,A. Gordon misses 2-pt shot from 18 ft,,64-73,,
3:50.0,,,64-73,,Defensive rebound by P. Millsap
3:41.0,,,64-75,2,M. Muscala makes 2-pt shot from 16 ft (assist by D. Schroder)
3:23.0,A. Gordon misses 2-pt shot from 4 ft,,64-75,,
3:22.0,,,64-75,,Defensive rebound by P. Millsap
3:13.0,,,64-75,,Turnover by P. Millsap (bad pass; steal by E. Fournier)
3:13.0,,,64-75,,Personal foul by D. Schroder (drawn by E. Fournier)
3:13.0,M. Hezonja enters the game for V. Oladipo,,64-75,,
3:13.0,,,64-75,,K. Bazemore enters the game for K. Korver
3:02.0,N. Vucevic makes 2-pt shot from 5 ft,2,66-75,,
2:47.0,,,66-77,2,D. Schroder makes 2-pt shot from 4 ft
2:31.0,E. Fournier makes 2-pt shot from 1 ft (assist by A. Gordon),2,68-77,,
2:05.0,,,68-77,,P. Millsap misses 2-pt shot from 17 ft
2:02.0,Defensive rebound by M. Hezonja,,68-77,,
1:43.0,E. Fournier misses 3-pt shot from 24 ft,,68-77,,
1:42.0,,,68-77,,Defensive rebound by K. Bazemore
1:24.0,,,68-77,,D. Schroder misses 3-pt shot from 22 ft
1:23.0,Defensive rebound by A. Gordon,,68-77,,
1:06.0,N. Vucevic makes 2-pt shot from 8 ft (assist by E. Payton),2,70-77,,
0:50.0,,,70-80,3,P. Millsap makes 3-pt shot from 24 ft (assist by D. Schroder)
0:39.0,N. Vucevic makes 2-pt shot from 19 ft (assist by E. Payton),2,72-80,,
0:32.0,,,72-80,,D. Schroder misses 2-pt shot at rim
0:31.0,,,72-80,,Offensive rebound by M. Muscala
0:28.0,,,72-83,3,P. Millsap makes 3-pt shot from 25 ft (assist by M. Muscala)
0:08.0,M. Hezonja misses 3-pt shot from 24 ft,,72-83,,
0:06.0,,,72-83,,Defensive rebound by P. Millsap
0:01.0,,,72-83,,Turnover by T. Sefolosha (bad pass)
0:01.0,J. Smith enters the game for A. Gordon,,72-83,,
0:01.0,S. Napier enters the game for E. Payton,,72-83,,
0:01.0,,,72-83,,A. Horford enters the game for P. Millsap
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:34.0,S. Napier makes 2-pt shot from 10 ft,2,74-83,,
11:23.0,,,74-85,2,A. Horford makes 2-pt shot at rim (assist by D. Schroder)
11:06.0,S. Napier misses 2-pt shot from 17 ft,,74-85,,
11:04.0,,,74-85,,Defensive rebound by K. Bazemore
10:51.0,,,74-85,,Turnover by D. Schroder (bad pass; steal by J. Smith)
10:37.0,J. Smith misses 2-pt shot from 16 ft,,74-85,,
10:35.0,Offensive rebound by N. Vucevic,,74-85,,
10:30.0,M. Hezonja misses 3-pt shot from 24 ft,,74-85,,
10:29.0,Offensive rebound by N. Vucevic,,74-85,,
10:21.0,N. Vucevic makes 2-pt shot at rim (assist by M. Hezonja),2,76-85,,
10:13.0,Personal foul by E. Fournier (drawn by K. Bazemore),,76-85,,
9:55.0,,,76-87,2,M. Scott makes 2-pt shot from 2 ft (assist by D. Schroder)
9:39.0,N. Vucevic makes 2-pt shot from 14 ft (assist by J. Smith),2,78-87,,
9:25.0,,,78-87,,M. Scott misses 3-pt shot from 24 ft
9:23.0,Defensive rebound by N. Vucevic,,78-87,,
9:12.0,E. Fournier makes 2-pt shot from 1 ft (assist by S. Napier),2,80-87,,
9:05.0,,,80-87,,Atlanta full timeout
9:05.0,,,80-87,,K. Korver enters the game for T. Sefolosha
9:05.0,V. Oladipo enters the game for E. Fournier,,80-87,,
8:58.0,Personal foul by M. Hezonja (drawn by K. Bazemore),,80-87,,
8:46.0,,,80-87,,Turnover by K. Bazemore (bad pass; steal by J. Smith)
8:32.0,J. Smith makes 2-pt shot from 20 ft (assist by V. Oladipo),2,82-87,,
8:14.0,,,82-89,2,D. Schroder makes 2-pt shot from 20 ft (assist by A. Horford)
7:54.0,J. Smith misses 2-pt shot from 10 ft,,82-89,,
7:52.0,,,82-89,,Defensive rebound by A. Horford
7:40.0,,,82-89,,K. Bazemore misses 2-pt shot from 1 ft
7:38.0,Defensive rebound by S. Napier,,82-89,,
7:34.0,,,82-89,,Violation by M. Scott (def goaltending)
7:34.0,V. Oladipo makes 2-pt shot from 1 ft (assist by S. Napier),2,84-89,,
7:21.0,,,84-89,,D. Schroder misses 2-pt shot from 18 ft
7:18.0,Defensive rebound by N. Vucevic,,84-89,,
7:08.0,J. Smith makes 2-pt shot from 14 ft (assist by V. Oladipo),2,86-89,,
6:51.0,,,86-91,2,A. Horford makes 2-pt shot from 3 ft (assist by D. Schroder)
6:51.0,,,86-91,,Shooting foul by N. Vucevic (drawn by A. Horford)
6:51.0,,,86-91,,J. Teague enters the game for D. Schroder
6:51.0,,,86-91,,P. Millsap enters the game for M. Scott
6:51.0,E. Payton enters the game for S. Napier,,86-91,,
6:51.0,,,86-92,1,A. Horford makes free throw 1 of 1
6:41.0,Turnover by V. Oladipo (lost ball),,86-92,,
6:27.0,,,86-94,2,J. Teague makes 2-pt shot from 10 ft
6:04.0,E. Payton makes 3-pt shot from 23 ft (assist by V. Oladipo),3,89-94,,
5:51.0,,,89-94,,P. Millsap misses 3-pt shot from 24 ft
5:50.0,Defensive rebound by E. Payton,,89-94,,
5:28.0,E. Payton misses 2-pt shot at rim (block by A. Horford),,89-94,,
5:26.0,,,89-94,,Defensive rebound by K. Bazemore
5:22.0,,,89-94,,K. Korver misses 3-pt shot from 23 ft (block by J. Smith)
5:19.0,Defensive rebound by M. Hezonja,,89-94,,
5:16.0,Orlando full timeout,,89-94,,
5:16.0,,,89-94,,T. Sefolosha enters the game for K. Korver
5:16.0,E. Fournier enters the game for V. Oladipo,,89-94,,
5:04.0,N. Vucevic makes 2-pt shot at rim (assist by E. Fournier),2,91-94,,
4:47.0,,,91-94,,K. Bazemore misses 2-pt shot from 3 ft (block by J. Smith)
4:45.0,,,91-94,,Offensive rebound by J. Teague
4:42.0,,,91-94,,Turnover by J. Teague (bad pass; steal by E. Payton)
4:35.0,M. Hezonja makes 2-pt shot at rim,2,93-94,,
4:20.0,,,93-94,,J. Teague misses 2-pt shot from 17 ft (block by N. Vucevic)
4:18.0,Defensive rebound by M. Hezonja,,93-94,,
4:04.0,N. Vucevic misses 2-pt shot from 20 ft,,93-94,,
4:02.0,,,93-94,,Defensive rebound by P. Millsap
3:48.0,,,93-94,,J. Teague misses 3-pt shot from 25 ft
3:47.0,Defensive rebound by E. Fournier,,93-94,,
3:38.0,,,93-94,,Personal block foul by P. Millsap (drawn by N. Vucevic)
3:38.0,,,93-94,,K. Korver enters the game for K. Bazemore
3:30.0,M. Hezonja makes 3-pt shot from 24 ft (assist by E. Payton),3,96-94,,
3:09.0,,,96-96,2,A. Horford makes 2-pt shot from 15 ft
2:50.0,Turnover by M. Hezonja (bad pass; steal by K. Korver),,96-96,,
2:50.0,,,96-96,,Turnover by K. Korver (bad pass; steal by E. Payton)
2:50.0,Shooting foul by P. Millsap (drawn by E. Payton),,96-96,,
2:50.0,Official timeout,,96-96,,
2:50.0,,,96-96,,K. Bazemore enters the game for T. Sefolosha
2:50.0,E. Payton makes free throw 1 of 2,1,97-96,,
