time,LA Lakers,pts.away,score,pts.home,Golden State
7:19.0,Offensive foul by J. Randle,,34-33,,
7:19.0,Turnover by J. Randle (offensive foul),,34-33,,
7:06.0,,,34-35,2,H. Barnes makes 2-pt shot from 17 ft (assist by S. Livingston)
6:57.0,J. Clarkson makes 2-pt shot from 12 ft,2,36-35,,
6:44.0,,,36-37,2,L. Barbosa makes 2-pt shot from 16 ft (assist by A. Bogut)
6:27.0,D. Russell misses 3-pt shot from 25 ft,,36-37,,
6:26.0,,,36-37,,Defensive rebound by Team
6:26.0,R. Hibbert enters the game for T. Black,,36-37,,
6:26.0,K. Bryant enters the game for A. Brown,,36-37,,
6:26.0,,,36-37,,D. Green enters the game for H. Barnes
6:19.0,Personal foul by K. Bryant (drawn by K. Thompson),,36-37,,
6:19.0,L. Nance enters the game for J. Randle,,36-37,,
6:13.0,,,36-37,,Shooting foul by L. Nance (drawn by S. Livingston)
6:13.0,,,36-38,1,S. Livingston makes free throw 1 of 2
6:13.0,,,36-39,1,S. Livingston makes free throw 2 of 2
5:56.0,L. Nance makes 2-pt shot from 9 ft (assist by D. Russell),2,38-39,,
5:36.0,,,38-39,,D. Green misses 2-pt shot from 4 ft (block by L. Nance)
5:34.0,,,38-39,,Offensive rebound by D. Green
5:33.0,,,38-39,,D. Green misses 2-pt shot from 3 ft
5:31.0,Defensive rebound by L. Nance,,38-39,,
5:31.0,,,38-39,,Personal foul by D. Green (drawn by L. Nance)
5:31.0,,,38-39,,Golden State full timeout
5:31.0,,,38-39,,S. Curry enters the game for S. Livingston
5:22.0,D. Russell makes 2-pt shot from 17 ft,2,40-39,,
5:10.0,,,40-39,,Turnover by D. Green (lost ball)
5:01.0,Turnover by L. Nance (illegal assist),,40-39,,
4:56.0,L. Williams enters the game for D. Russell,,40-39,,
4:47.0,,,40-39,,K. Thompson misses 2-pt shot from 18 ft
4:45.0,Defensive rebound by L. Nance,,40-39,,
4:23.0,K. Bryant misses 2-pt shot from 11 ft,,40-39,,
4:20.0,,,40-39,,Defensive rebound by K. Thompson
4:15.0,,,40-42,3,S. Curry makes 3-pt shot from 26 ft (assist by K. Thompson)
4:03.0,Turnover by K. Bryant (bad pass),,40-42,,
4:03.0,Loose ball foul by K. Bryant (drawn by L. Barbosa),,40-42,,
4:03.0,,,40-43,1,L. Barbosa makes free throw 1 of 2
4:03.0,,,40-44,1,L. Barbosa makes free throw 2 of 2
3:47.0,J. Clarkson makes 2-pt shot from 18 ft (assist by L. Nance),2,42-44,,
3:39.0,,,42-44,,H. Barnes enters the game for L. Barbosa
3:31.0,,,42-44,,D. Green misses 3-pt shot from 25 ft
3:30.0,,,42-44,,Offensive rebound by S. Curry
3:27.0,,,42-44,,Turnover by S. Curry (bad pass; steal by L. Nance)
3:18.0,L. Williams misses 3-pt shot from 23 ft,,42-44,,
3:15.0,Offensive rebound by R. Hibbert,,42-44,,
3:15.0,R. Hibbert misses 2-pt shot from 1 ft,,42-44,,
3:14.0,,,42-44,,Defensive rebound by D. Green
3:09.0,,,42-44,,Shooting foul by R. Hibbert (drawn by H. Barnes)
3:09.0,,,42-45,1,H. Barnes makes free throw 1 of 2
3:09.0,,,42-45,,H. Barnes misses free throw 2 of 2
3:09.0,Defensive rebound by K. Bryant,,42-45,,
2:48.0,Turnover by L. Williams (bad pass; steal by D. Green),,42-45,,
2:42.0,,,42-45,,K. Thompson misses 3-pt shot from 27 ft
2:42.0,Defensive rebound by L. Nance,,42-45,,
2:23.0,J. Clarkson misses 2-pt shot from 7 ft,,42-45,,
2:23.0,,,42-45,,Defensive rebound by A. Bogut
2:16.0,,,42-45,,Turnover by D. Green (lost ball; steal by L. Nance)
2:14.0,,,42-45,,Personal take foul by S. Curry (drawn by J. Clarkson)
2:14.0,,,42-45,,A. Iguodala enters the game for A. Bogut
2:14.0,LA Lakers full timeout,,42-45,,
2:03.0,L. Williams makes 2-pt shot from 1 ft,2,44-45,,
2:03.0,Shooting foul by K. Thompson (drawn by L. Williams),,44-45,,
2:03.0,J. Randle enters the game for R. Hibbert,,44-45,,
2:03.0,L. Williams makes free throw 1 of 1,1,45-45,,
1:42.0,,,45-47,2,H. Barnes makes 2-pt shot at rim
1:21.0,J. Randle misses 2-pt shot from 10 ft,,45-47,,
1:20.0,Offensive rebound by J. Clarkson,,45-47,,
1:20.0,J. Clarkson makes 2-pt shot at rim,2,47-47,,
1:10.0,,,47-50,3,S. Curry makes 3-pt shot from 26 ft
1:00.0,Shooting foul by K. Thompson (drawn by L. Williams),,47-50,,
1:00.0,L. Williams makes free throw 1 of 2,1,48-50,,
1:00.0,L. Williams makes free throw 2 of 2,1,49-50,,
0:51.0,,,49-50,,Shooting foul by L. Nance (drawn by D. Green)
0:51.0,,,49-51,1,D. Green makes free throw 1 of 2
0:51.0,,,49-52,1,D. Green makes free throw 2 of 2
0:34.0,Turnover by J. Randle (lost ball; steal by D. Green),,49-52,,
0:27.0,,,49-52,,S. Curry misses 3-pt shot from 25 ft
0:26.0,,,49-52,,Offensive rebound by D. Green
0:21.0,,,49-52,,S. Curry misses 3-pt shot from 23 ft
0:21.0,Defensive rebound by L. Williams,,49-52,,
0:05.0,J. Clarkson misses 2-pt shot from 3 ft (block by H. Barnes),,49-52,,
0:03.0,,,49-52,,Defensive rebound by D. Green
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Offensive foul by J. Clarkson,,49-52,,
11:47.0,Turnover by J. Clarkson (offensive foul),,49-52,,
11:36.0,,,49-52,,Turnover by A. Bogut (bad pass; steal by L. Nance)
11:20.0,L. Nance misses 2-pt shot from 4 ft,,49-52,,
11:19.0,,,49-52,,Defensive rebound by B. Rush
11:14.0,,,49-55,3,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green)
10:50.0,Shooting foul by B. Rush (drawn by L. Williams),,49-55,,
10:50.0,L. Williams makes free throw 1 of 3,1,50-55,,
10:50.0,L. Williams makes free throw 2 of 3,1,51-55,,
10:50.0,L. Williams makes free throw 3 of 3,1,52-55,,
10:33.0,,,52-55,,Turnover by D. Green (lost ball; steal by K. Bryant)
10:28.0,Turnover by R. Hibbert (bad pass; steal by B. Rush),,52-55,,
10:22.0,,,52-57,2,A. Bogut makes 2-pt shot at rim (assist by D. Green)
10:06.0,L. Williams makes 2-pt shot from 7 ft,2,54-57,,
10:06.0,Shooting foul by A. Bogut (drawn by L. Williams),,54-57,,
10:06.0,L. Williams misses free throw 1 of 1,,54-57,,
10:05.0,,,54-57,,Defensive rebound by A. Bogut
9:53.0,,,54-60,3,B. Rush makes 3-pt shot from 23 ft (assist by D. Green)
9:33.0,Shooting foul by S. Curry (drawn by J. Clarkson),,54-60,,
9:33.0,J. Clarkson makes free throw 1 of 2,1,55-60,,
9:33.0,J. Clarkson misses free throw 2 of 2,,55-60,,
9:32.0,,,55-60,,Defensive rebound by D. Green
9:16.0,,,55-60,,Turnover by D. Green (bad pass; steal by K. Bryant)
9:12.0,LA Lakers full timeout,,55-60,,
8:57.0,K. Bryant makes 2-pt shot from 19 ft,2,57-60,,
8:43.0,Personal foul by J. Clarkson (drawn by S. Curry),,57-60,,
8:35.0,,,57-60,,K. Thompson misses 2-pt shot from 18 ft (block by K. Bryant)
8:33.0,,,57-60,,Offensive rebound by K. Thompson
8:32.0,,,57-60,,K. Thompson misses 2-pt shot from 1 ft
8:31.0,Defensive rebound by L. Williams,,57-60,,
8:30.0,Turnover by L. Williams (bad pass),,57-60,,
8:19.0,,,57-63,3,S. Curry makes 3-pt shot from 24 ft (assist by A. Bogut)
7:53.0,K. Bryant misses 3-pt shot from 24 ft,,57-63,,
7:53.0,,,57-63,,Defensive rebound by D. Green
7:45.0,,,57-63,,A. Bogut misses 2-pt shot from 10 ft
7:44.0,Defensive rebound by R. Hibbert,,57-63,,
7:37.0,L. Nance makes 2-pt shot at rim (assist by K. Bryant),2,59-63,,
7:17.0,,,59-65,2,A. Bogut makes 2-pt shot at rim (assist by D. Green)
6:53.0,J. Clarkson makes 2-pt shot from 1 ft,2,61-65,,
6:44.0,,,61-65,,S. Curry misses 3-pt shot from 24 ft
6:43.0,Defensive rebound by L. Nance,,61-65,,
6:30.0,J. Clarkson misses 2-pt shot from 9 ft,,61-65,,
6:29.0,,,61-65,,Defensive rebound by D. Green
6:24.0,,,61-65,,Turnover by B. Rush (dbl dribble)
6:03.0,J. Clarkson misses 3-pt shot from 24 ft,,61-65,,
6:02.0,,,61-65,,Defensive rebound by S. Curry
5:51.0,,,61-65,,B. Rush misses 2-pt shot from 14 ft
5:50.0,Defensive rebound by J. Clarkson,,61-65,,
5:35.0,J. Clarkson misses 2-pt shot from 2 ft,,61-65,,
5:34.0,Offensive rebound by R. Hibbert,,61-65,,
5:34.0,R. Hibbert makes 2-pt shot from 1 ft,2,63-65,,
5:29.0,,,63-68,3,S. Curry makes 3-pt shot from 26 ft
5:13.0,K. Bryant misses 3-pt shot from 27 ft,,63-68,,
5:12.0,,,63-68,,Defensive rebound by B. Rush
5:01.0,,,63-70,2,B. Rush makes 2-pt shot from 21 ft (assist by D. Green)
4:52.0,LA Lakers full timeout,,63-70,,
4:52.0,,,63-70,,A. Iguodala enters the game for B. Rush
4:52.0,D. Russell enters the game for L. Nance,,63-70,,
4:52.0,J. Randle enters the game for J. Clarkson,,63-70,,
4:43.0,L. Williams makes 3-pt shot from 26 ft,3,66-70,,
4:22.0,,,66-73,3,S. Curry makes 3-pt shot from 24 ft
4:07.0,L. Williams misses 3-pt shot from 25 ft,,66-73,,
4:06.0,Offensive rebound by K. Bryant,,66-73,,
4:04.0,,,66-73,,H. Barnes enters the game for A. Bogut
4:04.0,T. Black enters the game for R. Hibbert,,66-73,,
4:01.0,D. Russell makes 2-pt shot at rim (assist by K. Bryant),2,68-73,,
3:50.0,,,68-73,,S. Curry misses 3-pt shot from 25 ft
3:49.0,Defensive rebound by J. Randle,,68-73,,
3:38.0,J. Randle makes 2-pt shot at rim (assist by L. Williams),2,70-73,,
3:23.0,Personal foul by T. Black (drawn by K. Thompson),,70-73,,
3:23.0,A. Brown enters the game for K. Bryant,,70-73,,
3:16.0,,,70-73,,Shooting foul by A. Brown (drawn by D. Green)
3:16.0,,,70-73,,D. Green misses free throw 1 of 2
3:16.0,,,70-73,,Offensive rebound by Team
3:16.0,,,70-74,1,D. Green makes free throw 2 of 2
3:03.0,,,70-74,,Violation by H. Barnes (kicked ball)
2:51.0,J. Randle misses 2-pt shot from 10 ft,,70-74,,
2:49.0,Offensive rebound by T. Black,,70-74,,
2:41.0,Turnover by T. Black (lost ball; steal by H. Barnes),,70-74,,
2:38.0,,,70-76,2,D. Green makes 2-pt shot at rim (assist by A. Iguodala)
2:36.0,,,70-76,,Violation by Team (delay of game)
2:24.0,Shooting foul by H. Barnes (drawn by T. Black),,70-76,,
2:24.0,,,70-76,,Golden State full timeout
2:24.0,,,70-76,,S. Livingston enters the game for D. Green
2:24.0,,,70-76,,F. Ezeli enters the game for K. Thompson
2:24.0,T. Black misses free throw 1 of 2,,70-76,,
2:24.0,Offensive rebound by Team,,70-76,,
2:24.0,T. Black misses free throw 2 of 2,,70-76,,
2:24.0,,,70-76,,Defensive rebound by H. Barnes
2:06.0,,,70-78,2,F. Ezeli makes 2-pt shot at rim (assist by S. Curry)
1:37.0,J. Randle misses 2-pt shot from 7 ft,,70-78,,
1:37.0,,,70-78,,Defensive rebound by F. Ezeli
1:31.0,,,70-80,2,S. Livingston makes 2-pt shot from 13 ft
1:31.0,,,70-80,,Shooting foul by L. Williams (drawn by S. Livingston)
1:31.0,,,70-80,,S. Livingston misses free throw 1 of 1
1:30.0,Defensive rebound by J. Randle,,70-80,,
1:14.0,A. Brown misses 3-pt shot from 23 ft,,70-80,,
1:14.0,,,70-80,,Defensive rebound by S. Curry
0:57.0,,,70-80,,Shooting foul by T. Black (drawn by S. Livingston)
0:57.0,,,70-81,1,S. Livingston makes free throw 1 of 2
0:57.0,,,70-82,1,S. Livingston makes free throw 2 of 2
0:47.0,Turnover by T. Black (lost ball; steal by F. Ezeli),,70-82,,
0:44.0,,,70-84,2,S. Curry makes 2-pt shot at rim (assist by A. Iguodala)
0:36.0,Turnover by L. Williams (bad pass; steal by S. Curry),,70-84,,
0:30.0,,,70-84,,S. Curry misses 3-pt shot from 30 ft
0:29.0,Defensive rebound by L. Williams,,70-84,,
0:09.0,Shooting foul by S. Livingston (drawn by L. Williams),,70-84,,
0:09.0,L. Williams makes free throw 1 of 2,1,71-84,,
0:09.0,L. Williams makes free throw 2 of 2,1,72-84,,
0:05.0,,,72-86,2,H. Barnes makes 2-pt shot at rim (assist by S. Curry)
0:02.0,D. Russell misses 3-pt shot from 46 ft,,72-86,,
0:00.0,Offensive rebound by Team,,72-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,72-86,,Turnover by A. Iguodala (bad pass; steal by T. Black)
11:33.0,L. Williams makes 2-pt shot from 10 ft,2,74-86,,
11:13.0,,,74-88,2,S. Livingston makes 2-pt shot from 11 ft
10:56.0,D. Russell misses 3-pt shot from 25 ft,,74-88,,
10:55.0,,,74-88,,Defensive rebound by H. Barnes
10:44.0,,,74-90,2,L. Barbosa makes 2-pt shot from 20 ft
10:27.0,J. Randle misses 2-pt shot from 8 ft,,74-90,,
10:27.0,,,74-90,,Defensive rebound by A. Iguodala
10:20.0,,,74-92,2,L. Barbosa makes 2-pt shot from 2 ft (assist by A. Iguodala)
10:20.0,LA Lakers full timeout,,74-92,,
10:20.0,J. Clarkson enters the game for L. Williams,,74-92,,
10:05.0,,,74-92,,Personal foul by L. Barbosa (drawn by J. Clarkson)
9:59.0,Turnover by D. Russell (bad pass; steal by A. Iguodala),,74-92,,
9:56.0,,,74-92,,Turnover by A. Iguodala (bad pass; steal by A. Brown)
9:51.0,D. Russell misses 3-pt shot from 27 ft,,74-92,,
9:51.0,,,74-92,,Defensive rebound by Team
9:37.0,,,74-94,2,F. Ezeli makes 2-pt shot from 2 ft (assist by S. Livingston)
9:15.0,Turnover by J. Clarkson (bad pass; steal by A. Iguodala),,74-94,,
9:08.0,,,74-94,,L. Barbosa misses 3-pt shot from 25 ft
9:06.0,,,74-94,,Offensive rebound by F. Ezeli
9:03.0,Personal foul by J. Randle (drawn by A. Iguodala),,74-94,,
9:03.0,L. Nance enters the game for T. Black,,74-94,,
8:58.0,,,74-94,,Turnover by L. Barbosa (bad pass; steal by D. Russell)
8:50.0,J. Randle makes 2-pt shot from 3 ft (assist by L. Nance),2,76-94,,
8:23.0,,,76-94,,Turnover by Team (shot clock)
8:13.0,D. Russell misses 2-pt shot from 13 ft,,76-94,,
8:12.0,,,76-94,,Defensive rebound by H. Barnes
8:08.0,,,76-94,,Turnover by A. Iguodala (traveling)
8:08.0,,,76-94,,Technical foul by Team
8:08.0,J. Clarkson misses technical free throw,,76-94,,
8:08.0,Offensive rebound by Team,,76-94,,
7:59.0,J. Clarkson makes 2-pt shot from 17 ft (assist by D. Russell),2,78-94,,
7:39.0,,,78-96,2,L. Barbosa makes 2-pt shot from 2 ft (assist by S. Livingston)
7:25.0,J. Clarkson makes 2-pt shot from 17 ft,2,80-96,,
7:18.0,,,80-96,,Turnover by S. Livingston (bad pass; steal by L. Nance)
7:11.0,J. Randle makes 2-pt shot at rim (assist by J. Clarkson),2,82-96,,
6:56.0,,,82-96,,Golden State full timeout
6:56.0,R. Kelly enters the game for L. Nance,,82-96,,
6:56.0,,,82-96,,B. Rush enters the game for A. Iguodala
6:45.0,,,82-98,2,S. Livingston makes 2-pt shot from 18 ft
6:28.0,Turnover by A. Brown (bad pass),,82-98,,
6:18.0,,,82-98,,Offensive foul by L. Barbosa
6:18.0,,,82-98,,Turnover by L. Barbosa (offensive foul)
6:06.0,J. Clarkson makes 3-pt shot from 26 ft (assist by J. Randle),3,85-98,,
5:47.0,,,85-98,,H. Barnes misses 2-pt shot from 11 ft
5:46.0,Defensive rebound by R. Kelly,,85-98,,
5:37.0,J. Clarkson misses 3-pt shot from 26 ft,,85-98,,
5:36.0,,,85-98,,Defensive rebound by Team
5:36.0,K. Bryant enters the game for A. Brown,,85-98,,
5:28.0,,,85-100,2,S. Livingston makes 2-pt shot from 2 ft (assist by L. Barbosa)
5:28.0,,,85-100,,Shooting foul by D. Russell (drawn by S. Livingston)
5:28.0,,,85-101,1,S. Livingston makes free throw 1 of 1
5:20.0,J. Randle misses 2-pt shot from 3 ft,,85-101,,
5:19.0,,,85-101,,Defensive rebound by F. Ezeli
5:14.0,,,85-101,,Turnover by B. Rush (bad pass; steal by J. Clarkson)
5:00.0,D. Russell misses 2-pt shot from 8 ft,,85-101,,
4:59.0,Offensive rebound by J. Randle,,85-101,,
4:51.0,J. Randle makes 2-pt shot from 6 ft,2,87-101,,
4:34.0,,,87-103,2,F. Ezeli makes 2-pt shot from 8 ft
4:20.0,R. Kelly makes 2-pt shot from 4 ft (assist by K. Bryant),2,89-103,,
4:20.0,Shooting foul by F. Ezeli (drawn by R. Kelly),,89-103,,
4:20.0,,,89-103,,I. Clark enters the game for S. Livingston
