time,Houston,pts.away,score,pts.home,Denver
4:52.0,D. Motiejunas makes 3-pt shot from 25 ft (assist by T. Ariza),3,14-14,,
4:34.0,,,14-16,2,K. Faried makes 2-pt shot from 2 ft (assist by G. Harris)
4:31.0,,,14-16,,Personal block foul by J. Nelson (drawn by T. Lawson)
4:31.0,C. Brewer enters the game for T. Ariza,,14-16,,
4:21.0,T. Lawson misses 3-pt shot from 24 ft,,14-16,,
4:20.0,,,14-16,,Defensive rebound by K. Faried
4:10.0,,,14-16,,G. Harris misses 3-pt shot from 25 ft
4:09.0,,,14-16,,Offensive rebound by K. Faried
4:07.0,,,14-18,2,K. Faried makes 2-pt shot from 1 ft
3:57.0,Turnover by C. Brewer (bad pass; steal by N. Jokic),,14-18,,
3:46.0,,,14-20,2,G. Harris makes 2-pt shot at rim (assist by J. Nelson)
3:46.0,Houston full timeout,,14-20,,
3:46.0,M. Thornton enters the game for J. Harden,,14-20,,
3:46.0,,,14-20,,W. Barton enters the game for K. Faried
3:31.0,D. Motiejunas misses 2-pt shot from 7 ft,,14-20,,
3:29.0,,,14-20,,Defensive rebound by D. Gallinari
3:24.0,,,14-22,2,D. Gallinari makes 2-pt shot from 1 ft
3:03.0,M. Thornton makes 3-pt shot from 23 ft (assist by T. Lawson),3,17-22,,
2:47.0,,,17-24,2,N. Jokic makes 2-pt shot from 4 ft (assist by D. Gallinari)
2:35.0,M. Thornton misses 2-pt shot from 18 ft,,17-24,,
2:35.0,,,17-24,,Defensive rebound by D. Gallinari
2:21.0,,,17-26,2,G. Harris makes 2-pt shot at rim (assist by N. Jokic)
2:09.0,D. Motiejunas misses 3-pt shot from 24 ft,,17-26,,
2:08.0,,,17-26,,Defensive rebound by D. Gallinari
1:59.0,,,17-29,3,D. Gallinari makes 3-pt shot from 25 ft
1:46.0,C. Brewer makes 3-pt shot from 25 ft (assist by D. Motiejunas),3,20-29,,
1:30.0,,,20-31,2,N. Jokic makes 2-pt shot from 1 ft
1:30.0,,,20-31,,Shooting foul by T. Jones (drawn by N. Jokic)
1:30.0,D. Howard enters the game for D. Motiejunas,,20-31,,
1:30.0,,,20-31,,R. Foye enters the game for G. Harris
1:30.0,,,20-31,,K. Papanikolaou enters the game for D. Gallinari
1:30.0,T. Ariza enters the game for T. Jones,,20-31,,
1:30.0,,,20-32,1,N. Jokic makes free throw 1 of 1
1:22.0,C. Brewer misses 3-pt shot from 24 ft,,20-32,,
1:20.0,,,20-32,,Defensive rebound by R. Foye
1:14.0,,,20-34,2,W. Barton makes 2-pt shot from 13 ft (assist by R. Foye)
1:00.0,Turnover by T. Ariza (bad pass; steal by W. Barton),,20-34,,
0:53.0,,,20-34,,J. Nelson misses 3-pt shot from 22 ft
0:53.0,Defensive rebound by Team,,20-34,,
0:53.0,,,20-34,,Loose ball foul by W. Barton (drawn by T. Lawson)
0:45.0,Offensive foul by D. Howard,,20-34,,
0:45.0,Turnover by D. Howard (offensive foul),,20-34,,
0:24.0,,,20-34,,W. Barton misses 2-pt shot from 15 ft
0:23.0,Defensive rebound by D. Howard,,20-34,,
0:22.0,Turnover by D. Howard (lost ball; steal by W. Barton),,20-34,,
0:21.0,,,20-36,2,W. Barton makes 2-pt shot from 15 ft
0:02.0,T. Lawson makes 2-pt shot from 19 ft,2,22-36,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,22-36,,M. Miller misses 3-pt shot from 23 ft
11:45.0,,,22-36,,Offensive rebound by Team
11:33.0,,,22-36,,K. Papanikolaou misses 2-pt shot from 1 ft
11:32.0,,,22-36,,Offensive rebound by Team
11:18.0,Violation by C. Brewer (kicked ball),,22-36,,
11:12.0,,,22-36,,Turnover by R. Foye (bad pass; steal by D. Howard)
11:02.0,D. Howard makes 2-pt shot from 2 ft (assist by C. Brewer),2,24-36,,
10:37.0,,,24-36,,W. Barton misses 2-pt shot from 18 ft
10:35.0,Defensive rebound by T. Ariza,,24-36,,
10:26.0,M. Thornton makes 3-pt shot from 23 ft (assist by T. Lawson),3,27-36,,
10:04.0,,,27-38,2,W. Barton makes 2-pt shot from 1 ft (assist by M. Miller)
9:50.0,T. Lawson misses 3-pt shot from 24 ft,,27-38,,
9:49.0,,,27-38,,Defensive rebound by N. Jokic
9:41.0,,,27-38,,W. Barton misses 2-pt shot from 1 ft
9:40.0,Defensive rebound by T. Ariza,,27-38,,
9:37.0,,,27-38,,Shooting block foul by K. Papanikolaou (drawn by C. Brewer)
9:37.0,C. Brewer makes free throw 1 of 2,1,28-38,,
9:37.0,P. Beverley enters the game for T. Lawson,,28-38,,
9:37.0,C. Brewer makes free throw 2 of 2,1,29-38,,
9:27.0,,,29-38,,Turnover by R. Foye (bad pass; steal by D. Howard)
9:19.0,,,29-38,,Personal foul by N. Jokic (drawn by D. Howard)
9:06.0,M. Thornton makes 3-pt shot from 27 ft (assist by P. Beverley),3,32-38,,
9:06.0,,,32-38,,Denver full timeout
8:50.0,,,32-38,,W. Barton misses 2-pt shot from 15 ft
8:49.0,Defensive rebound by T. Ariza,,32-38,,
8:35.0,M. Thornton misses 3-pt shot from 26 ft,,32-38,,
8:35.0,,,32-38,,Defensive rebound by N. Jokic
8:30.0,,,32-38,,Shooting foul by P. Beverley (drawn by R. Foye)
8:30.0,,,32-38,,R. Foye misses free throw 1 of 2
8:30.0,,,32-38,,Offensive rebound by Team
8:30.0,J. Harden enters the game for C. Brewer,,32-38,,
8:30.0,,,32-39,1,R. Foye makes free throw 2 of 2
8:12.0,D. Howard makes 2-pt shot at rim (assist by J. Harden),2,34-39,,
7:58.0,,,34-39,,Turnover by N. Jokic (bad pass; steal by T. Ariza)
7:55.0,Shooting foul by M. Miller (drawn by M. Thornton),,34-39,,
7:55.0,M. Thornton makes free throw 1 of 2,1,35-39,,
7:55.0,,,35-39,,J. Nelson enters the game for R. Foye
7:55.0,,,35-39,,G. Harris enters the game for K. Papanikolaou
7:55.0,,,35-39,,J. Lauvergne enters the game for N. Jokic
7:55.0,M. Thornton makes free throw 2 of 2,1,36-39,,
7:41.0,,,36-39,,J. Lauvergne misses 2-pt shot from 2 ft
7:40.0,Defensive rebound by D. Howard,,36-39,,
7:32.0,P. Beverley misses 2-pt shot from 2 ft,,36-39,,
7:31.0,,,36-39,,Defensive rebound by J. Lauvergne
7:27.0,,,36-42,3,M. Miller makes 3-pt shot from 22 ft (assist by W. Barton)
7:19.0,P. Beverley misses 3-pt shot from 24 ft,,36-42,,
7:18.0,,,36-42,,Defensive rebound by Team
7:18.0,Loose ball foul by D. Howard (drawn by M. Miller),,36-42,,
7:18.0,D. Motiejunas enters the game for D. Howard,,36-42,,
6:56.0,,,36-44,2,W. Barton makes 2-pt shot at rim (assist by M. Miller)
6:56.0,,,36-44,,Shooting foul by D. Motiejunas (drawn by W. Barton)
6:56.0,T. Jones enters the game for M. Thornton,,36-44,,
6:56.0,,,36-45,1,W. Barton makes free throw 1 of 1
6:39.0,J. Harden makes 2-pt shot from 2 ft,2,38-45,,
6:28.0,,,38-45,,M. Miller misses 3-pt shot from 24 ft
6:28.0,Defensive rebound by T. Ariza,,38-45,,
6:20.0,J. Harden misses 2-pt shot from 2 ft,,38-45,,
6:18.0,Offensive rebound by D. Motiejunas,,38-45,,
6:17.0,D. Motiejunas makes 2-pt shot from 2 ft,2,40-45,,
6:00.0,,,40-47,2,J. Lauvergne makes 2-pt shot from 1 ft (assist by J. Nelson)
5:51.0,,,40-47,,Personal foul by J. Nelson (drawn by J. Harden)
5:51.0,Official timeout,,40-47,,
5:51.0,,,40-47,,K. Faried enters the game for M. Miller
5:46.0,,,40-47,,Personal foul by G. Harris (drawn by J. Harden)
5:46.0,J. Harden misses free throw 1 of 2,,40-47,,
5:46.0,Offensive rebound by Team,,40-47,,
5:46.0,,,40-47,,D. Gallinari enters the game for W. Barton
5:46.0,J. Harden misses free throw 2 of 2,,40-47,,
5:45.0,,,40-47,,Defensive rebound by K. Faried
5:31.0,,,40-47,,Turnover by J. Nelson (bad pass; steal by T. Jones)
5:26.0,P. Beverley makes 2-pt shot from 2 ft (assist by T. Ariza),2,42-47,,
5:01.0,,,42-47,,J. Nelson misses 3-pt shot from 24 ft
5:01.0,,,42-47,,Offensive rebound by J. Lauvergne
4:56.0,,,42-47,,K. Faried misses 2-pt shot from 6 ft
4:55.0,Defensive rebound by J. Harden,,42-47,,
4:50.0,J. Harden misses 2-pt shot from 3 ft (block by K. Faried),,42-47,,
4:48.0,Offensive rebound by J. Harden,,42-47,,
4:39.0,T. Jones misses 2-pt shot from 22 ft,,42-47,,
4:39.0,,,42-47,,Defensive rebound by K. Faried
4:33.0,,,42-47,,D. Gallinari misses 3-pt shot from 26 ft
4:32.0,,,42-47,,Offensive rebound by K. Faried
4:29.0,,,42-49,2,K. Faried makes 2-pt shot from 2 ft
4:08.0,,,42-49,,Personal foul by J. Lauvergne (drawn by D. Motiejunas)
4:08.0,D. Motiejunas makes free throw 1 of 2,1,43-49,,
4:08.0,D. Howard enters the game for T. Jones,,43-49,,
4:08.0,D. Motiejunas makes free throw 2 of 2,1,44-49,,
3:56.0,Personal block foul by D. Motiejunas (drawn by K. Faried),,44-49,,
3:55.0,,,44-49,,Turnover by D. Gallinari (bad pass; steal by T. Ariza)
3:38.0,T. Ariza misses 3-pt shot from 22 ft,,44-49,,
3:37.0,Offensive rebound by Team,,44-49,,
3:37.0,T. Jones enters the game for D. Motiejunas,,44-49,,
3:29.0,J. Harden makes 3-pt shot from 22 ft (assist by P. Beverley),3,47-49,,
3:29.0,,,47-49,,Denver full timeout
3:29.0,C. Brewer enters the game for T. Jones,,47-49,,
3:12.0,Def 3 sec tech foul by D. Howard,,47-49,,
3:12.0,,,47-50,1,D. Gallinari makes technical free throw
3:12.0,,,47-50,,W. Barton enters the game for J. Lauvergne
3:01.0,,,47-50,,J. Nelson misses 2-pt shot from 10 ft
3:00.0,,,47-50,,Offensive rebound by K. Faried
2:52.0,,,47-50,,G. Harris misses 2-pt shot from 18 ft
2:52.0,Defensive rebound by D. Howard,,47-50,,
2:45.0,J. Harden makes 3-pt shot from 24 ft (assist by T. Ariza),3,50-50,,
2:21.0,,,50-50,,Turnover by G. Harris (bad pass; steal by C. Brewer)
2:15.0,P. Beverley misses 3-pt shot from 23 ft,,50-50,,
2:13.0,Offensive rebound by D. Howard,,50-50,,
2:07.0,D. Howard makes 2-pt shot from 4 ft,2,52-50,,
1:57.0,,,52-50,,J. Nelson misses 2-pt shot from 1 ft
1:56.0,,,52-50,,Offensive rebound by K. Faried
1:52.0,,,52-52,2,K. Faried makes 2-pt shot from 1 ft
1:35.0,P. Beverley makes 3-pt shot from 23 ft (assist by J. Harden),3,55-52,,
1:12.0,,,55-52,,W. Barton misses 2-pt shot from 3 ft
1:11.0,Defensive rebound by C. Brewer,,55-52,,
1:03.0,J. Harden makes 3-pt shot from 24 ft,3,58-52,,
1:03.0,,,58-52,,Denver full timeout
0:51.0,,,58-54,2,D. Gallinari makes 2-pt shot from 1 ft (assist by W. Barton)
0:36.0,J. Harden misses 3-pt shot from 25 ft,,58-54,,
0:35.0,,,58-54,,Defensive rebound by D. Gallinari
0:25.0,,,58-54,,K. Faried misses 2-pt shot from 3 ft
0:24.0,Defensive rebound by D. Howard,,58-54,,
0:01.0,J. Harden misses 2-pt shot from 17 ft,,58-54,,
0:00.0,,,58-54,,Defensive rebound by W. Barton
0:00.0,,,58-54,,W. Barton misses 3-pt shot from 62 ft
0:00.0,,,58-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,,,58-54,,J. Nelson misses 2-pt shot at rim
11:33.0,,,58-54,,Offensive rebound by J. Lauvergne
11:28.0,,,58-54,,J. Lauvergne misses 2-pt shot from 5 ft (block by D. Howard)
11:27.0,,,58-54,,Offensive rebound by J. Lauvergne
11:27.0,,,58-54,,Shooting foul by D. Howard (drawn by D. Gallinari)
11:27.0,,,58-55,1,D. Gallinari makes free throw 1 of 2
11:27.0,,,58-56,1,D. Gallinari makes free throw 2 of 2
11:12.0,T. Ariza makes 2-pt shot from 2 ft,2,60-56,,
10:47.0,,,60-56,,J. Lauvergne misses 2-pt shot from 1 ft
10:46.0,Defensive rebound by D. Motiejunas,,60-56,,
10:37.0,D. Motiejunas makes 3-pt shot from 24 ft (assist by P. Beverley),3,63-56,,
10:18.0,,,63-58,2,J. Lauvergne makes 2-pt shot at rim (assist by D. Gallinari)
9:54.0,P. Beverley makes 2-pt shot from 20 ft,2,65-58,,
9:34.0,,,65-58,,Turnover by J. Lauvergne (bad pass; steal by J. Harden)
9:29.0,P. Beverley makes 2-pt shot at rim,2,67-58,,
9:14.0,,,67-60,2,K. Faried makes 2-pt shot from 2 ft (assist by D. Gallinari)
9:07.0,T. Ariza makes 3-pt shot from 25 ft (assist by J. Harden),3,70-60,,
9:07.0,,,70-60,,Denver full timeout
8:54.0,Personal foul by T. Ariza (drawn by D. Gallinari),,70-60,,
8:43.0,,,70-62,2,J. Lauvergne makes 2-pt shot from 20 ft (assist by K. Faried)
8:30.0,,,70-62,,Personal foul by J. Lauvergne (drawn by D. Howard)
8:19.0,D. Motiejunas makes 2-pt shot from 8 ft (assist by P. Beverley),2,72-62,,
8:06.0,,,72-62,,Turnover by D. Gallinari (traveling)
7:55.0,,,72-62,,Personal foul by J. Lauvergne (drawn by D. Howard)
7:55.0,,,72-62,,W. Barton enters the game for J. Lauvergne
7:44.0,D. Howard misses 2-pt shot from 9 ft,,72-62,,
7:42.0,,,72-62,,Defensive rebound by W. Barton
7:25.0,,,72-64,2,G. Harris makes 2-pt shot from 4 ft (assist by J. Nelson)
7:09.0,P. Beverley misses 3-pt shot from 25 ft,,72-64,,
7:09.0,,,72-64,,Defensive rebound by Team
7:09.0,Loose ball foul by D. Howard (drawn by K. Faried),,72-64,,
7:09.0,M. Thornton enters the game for D. Howard,,72-64,,
6:50.0,,,72-64,,J. Nelson misses 3-pt shot from 27 ft
6:49.0,Defensive rebound by J. Harden,,72-64,,
6:28.0,D. Motiejunas makes 2-pt shot from 7 ft,2,74-64,,
6:17.0,Personal foul by M. Thornton (drawn by K. Faried),,74-64,,
6:17.0,,,74-64,,N. Jokic enters the game for K. Faried
6:04.0,,,74-64,,D. Gallinari misses 3-pt shot from 25 ft
6:01.0,,,74-64,,Offensive rebound by J. Nelson
5:57.0,,,74-66,2,J. Nelson makes 2-pt shot from 1 ft
5:37.0,D. Motiejunas misses 2-pt shot from 11 ft,,74-66,,
5:36.0,,,74-66,,Defensive rebound by W. Barton
5:33.0,Personal foul by D. Motiejunas (drawn by D. Gallinari),,74-66,,
5:33.0,,,74-67,1,D. Gallinari makes free throw 1 of 2
5:33.0,T. Lawson enters the game for P. Beverley,,74-67,,
5:33.0,T. Jones enters the game for D. Motiejunas,,74-67,,
5:33.0,,,74-68,1,D. Gallinari makes free throw 2 of 2
5:11.0,J. Harden makes 3-pt shot from 24 ft (assist by T. Jones),3,77-68,,
4:53.0,Personal foul by M. Thornton (drawn by D. Gallinari),,77-68,,
4:53.0,,,77-68,,D. Gallinari misses free throw 1 of 2
4:53.0,,,77-68,,Offensive rebound by Team
4:53.0,,,77-69,1,D. Gallinari makes free throw 2 of 2
4:38.0,T. Ariza misses 3-pt shot from 23 ft,,77-69,,
4:37.0,,,77-69,,Defensive rebound by N. Jokic
4:32.0,Personal foul by M. Thornton (drawn by W. Barton),,77-69,,
4:32.0,,,77-70,1,W. Barton makes free throw 1 of 2
4:32.0,,,77-71,1,W. Barton makes free throw 2 of 2
4:10.0,Turnover by J. Harden (bad pass; steal by D. Gallinari),,77-71,,
4:07.0,Violation by T. Ariza (def goaltending),,77-71,,
4:07.0,,,77-73,2,G. Harris makes 2-pt shot from 1 ft (assist by D. Gallinari)
4:07.0,Houston full timeout,,77-73,,
4:07.0,D. Howard enters the game for T. Jones,,77-73,,
3:52.0,J. Harden makes 3-pt shot from 24 ft (assist by M. Thornton),3,80-73,,
3:34.0,Personal foul by T. Ariza (drawn by G. Harris),,80-73,,
3:34.0,,,80-74,1,G. Harris makes free throw 1 of 2
3:34.0,,,80-75,1,G. Harris makes free throw 2 of 2
3:13.0,M. Thornton misses 2-pt shot from 5 ft,,80-75,,
3:12.0,,,80-75,,Defensive rebound by N. Jokic
3:06.0,,,80-78,3,G. Harris makes 3-pt shot from 23 ft (assist by J. Nelson)
2:52.0,J. Harden misses 2-pt shot from 2 ft,,80-78,,
2:51.0,,,80-78,,Defensive rebound by J. Nelson
2:38.0,,,80-80,2,D. Gallinari makes 2-pt shot from 1 ft
2:18.0,Turnover by D. Howard (traveling),,80-80,,
2:18.0,C. Brewer enters the game for J. Harden,,80-80,,
2:06.0,,,80-83,3,J. Nelson makes 3-pt shot from 25 ft
1:38.0,C. Brewer misses 3-pt shot from 22 ft,,80-83,,
1:37.0,,,80-83,,Defensive rebound by J. Nelson
1:25.0,,,80-86,3,W. Barton makes 3-pt shot from 25 ft (assist by J. Nelson)
1:06.0,,,80-86,,Personal foul by J. Nelson (drawn by D. Howard)
1:06.0,,,80-86,,K. Papanikolaou enters the game for D. Gallinari
1:01.0,T. Lawson misses 3-pt shot from 25 ft,,80-86,,
1:01.0,,,80-86,,Defensive rebound by W. Barton
0:45.0,,,80-88,2,J. Nelson makes 2-pt shot from 1 ft
0:44.0,J. Harden enters the game for T. Lawson,,80-88,,
0:44.0,J. Terry enters the game for T. Ariza,,80-88,,
0:44.0,,,80-88,,R. Foye enters the game for J. Nelson
0:25.0,D. Howard makes 2-pt shot at rim (assist by J. Harden),2,82-88,,
0:05.0,,,82-88,,Turnover by W. Barton (discontinued dribble)
0:01.0,J. Harden misses 2-pt shot from 5 ft (block by K. Papanikolaou),,82-88,,
0:00.0,,,82-88,,Defensive rebound by G. Harris
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,Turnover by M. Thornton (bad pass; steal by W. Barton),,82-88,,
11:43.0,Personal foul by P. Beverley (drawn by K. Papanikolaou),,82-88,,
11:33.0,,,82-88,,Turnover by K. Papanikolaou (lost ball; steal by C. Brewer)
11:27.0,M. Thornton makes 2-pt shot from 1 ft,2,84-88,,
11:08.0,,,84-88,,K. Papanikolaou misses 3-pt shot from 22 ft
11:07.0,Defensive rebound by M. Thornton,,84-88,,
10:58.0,M. Thornton misses 2-pt shot from 16 ft,,84-88,,
10:57.0,,,84-88,,Defensive rebound by R. Foye
10:39.0,,,84-88,,R. Foye misses 3-pt shot from 22 ft
10:38.0,Defensive rebound by J. Terry,,84-88,,
10:24.0,C. Brewer misses 2-pt shot from 5 ft,,84-88,,
10:23.0,,,84-88,,Defensive rebound by N. Jokic
10:17.0,,,84-90,2,G. Harris makes 2-pt shot from 1 ft (assist by W. Barton)
9:57.0,D. Motiejunas misses 2-pt shot from 7 ft,,84-90,,
9:57.0,,,84-90,,Defensive rebound by W. Barton
9:51.0,,,84-93,3,W. Barton makes 3-pt shot from 24 ft
9:49.0,Houston full timeout,,84-93,,
9:49.0,T. Ariza enters the game for C. Brewer,,84-93,,
9:49.0,,,84-93,,M. Miller enters the game for G. Harris
9:25.0,D. Motiejunas makes 2-pt shot from 8 ft (assist by P. Beverley),2,86-93,,
8:58.0,,,86-93,,W. Barton misses 2-pt shot from 5 ft
8:57.0,,,86-93,,Offensive rebound by W. Barton
8:55.0,,,86-95,2,W. Barton makes 2-pt shot at rim
8:32.0,D. Motiejunas makes 3-pt shot from 25 ft (assist by M. Thornton),3,89-95,,
8:13.0,,,89-95,,R. Foye misses 3-pt shot from 25 ft
8:09.0,,,89-95,,Offensive rebound by K. Papanikolaou
8:09.0,,,89-97,2,K. Papanikolaou makes 2-pt shot from 2 ft
7:54.0,T. Ariza misses 3-pt shot from 26 ft,,89-97,,
7:52.0,,,89-97,,Defensive rebound by W. Barton
7:36.0,,,89-99,2,N. Jokic makes 2-pt shot from 3 ft
7:17.0,Turnover by D. Motiejunas (bad pass; steal by K. Papanikolaou),,89-99,,
7:13.0,,,89-99,,R. Foye misses 2-pt shot from 2 ft
7:13.0,,,89-99,,Offensive rebound by W. Barton
7:13.0,,,89-99,,Shooting foul by P. Beverley (drawn by R. Foye)
7:13.0,,,89-100,1,R. Foye makes free throw 1 of 2
7:13.0,,,89-100,,J. Lauvergne enters the game for N. Jokic
7:13.0,J. Harden enters the game for D. Motiejunas,,89-100,,
7:13.0,D. Howard enters the game for M. Thornton,,89-100,,
7:13.0,,,89-100,,G. Harris enters the game for M. Miller
7:13.0,,,89-101,1,R. Foye makes free throw 2 of 2
6:45.0,T. Ariza misses 2-pt shot from 1 ft (block by G. Harris),,89-101,,
6:44.0,,,89-101,,Defensive rebound by R. Foye
6:36.0,,,89-103,2,W. Barton makes 2-pt shot from 1 ft (assist by R. Foye)
6:34.0,Shooting foul by K. Papanikolaou (drawn by D. Howard),,89-103,,
6:34.0,D. Howard misses free throw 1 of 2,,89-103,,
6:34.0,Offensive rebound by Team,,89-103,,
6:34.0,D. Howard makes free throw 2 of 2,1,90-103,,
6:12.0,,,90-106,3,K. Papanikolaou makes 3-pt shot from 24 ft (assist by R. Foye)
6:03.0,J. Terry misses 3-pt shot from 23 ft,,90-106,,
6:02.0,Offensive rebound by Team,,90-106,,
6:02.0,,,90-106,,Loose ball foul by K. Papanikolaou (drawn by T. Ariza)
6:02.0,,,90-106,,J. Nelson enters the game for R. Foye
5:51.0,D. Howard misses 2-pt shot from 5 ft,,90-106,,
5:50.0,,,90-106,,Defensive rebound by J. Lauvergne
5:32.0,,,90-106,,Turnover by K. Papanikolaou (bad pass; steal by J. Harden)
5:26.0,T. Ariza makes 3-pt shot from 23 ft (assist by P. Beverley),3,93-106,,
5:05.0,,,93-106,,G. Harris misses 2-pt shot from 6 ft
5:04.0,,,93-106,,Offensive rebound by G. Harris
5:00.0,,,93-106,,W. Barton misses 3-pt shot from 26 ft
4:59.0,,,93-106,,Offensive rebound by J. Lauvergne
4:55.0,,,93-108,2,J. Lauvergne makes 2-pt shot at rim
4:53.0,,,93-108,,Technical foul by Team
4:53.0,J. Harden makes technical free throw,1,94-108,,
4:53.0,Official timeout,,94-108,,
4:53.0,,,94-108,,D. Gallinari enters the game for K. Papanikolaou
4:39.0,T. Ariza makes 2-pt shot from 21 ft,2,96-108,,
4:20.0,,,96-108,,Turnover by W. Barton (bad pass; steal by T. Ariza)
4:12.0,T. Ariza makes 3-pt shot from 25 ft (assist by J. Harden),3,99-108,,
4:12.0,,,99-108,,Denver full timeout
3:51.0,Personal foul by P. Beverley (drawn by J. Nelson),,99-108,,
3:37.0,,,99-110,2,G. Harris makes 2-pt shot from 1 ft (assist by D. Gallinari)
3:22.0,T. Ariza misses 3-pt shot from 26 ft,,99-110,,
3:21.0,,,99-110,,Defensive rebound by J. Lauvergne
3:07.0,,,99-110,,Turnover by J. Lauvergne (lost ball; steal by J. Terry)
3:03.0,Turnover by J. Harden (lost ball),,99-110,,
2:47.0,,,99-110,,J. Nelson misses 2-pt shot from 16 ft
2:47.0,Defensive rebound by D. Howard,,99-110,,
2:39.0,J. Harden misses 3-pt shot from 25 ft,,99-110,,
2:39.0,,,99-110,,Defensive rebound by J. Nelson
2:16.0,,,99-110,,D. Gallinari misses 2-pt shot from 16 ft
2:15.0,Defensive rebound by D. Howard,,99-110,,
2:06.0,J. Harden misses 2-pt shot from 2 ft,,99-110,,
2:06.0,Offensive rebound by P. Beverley,,99-110,,
2:01.0,P. Beverley makes 3-pt shot from 23 ft,3,102-110,,
