time,Dallas,pts.away,score,pts.home,Golden State
5:24.0,,,72-88,2,D. Green makes 2-pt shot at rim (assist by K. Thompson)
5:08.0,W. Matthews misses 2-pt shot from 18 ft,,72-88,,
5:07.0,Offensive rebound by Z. Pachulia,,72-88,,
5:04.0,Turnover by Z. Pachulia (lost ball; steal by S. Curry),,72-88,,
5:01.0,Personal foul by J. Barea,,72-88,,
5:01.0,,,72-89,1,S. Curry makes free throw 1 of 2
5:01.0,,,72-89,,A. Varejao enters the game for H. Barnes
5:01.0,,,72-89,,L. Barbosa enters the game for K. Thompson
5:01.0,,,72-90,1,S. Curry makes free throw 2 of 2
4:46.0,J. Anderson makes 3-pt shot from 25 ft (assist by J. Barea),3,75-90,,
4:32.0,,,75-90,,B. Rush misses 3-pt shot from 23 ft
4:31.0,,,75-90,,Offensive rebound by Team
4:31.0,Personal foul by D. Powell,,75-90,,
4:31.0,,,75-91,1,D. Green makes free throw 1 of 2
4:31.0,,,75-92,1,D. Green makes free throw 2 of 2
4:30.0,,,75-92,,Personal foul by A. Varejao
4:11.0,Shooting foul by L. Barbosa (drawn by W. Matthews),,75-92,,
4:11.0,W. Matthews makes free throw 1 of 2,1,76-92,,
4:11.0,W. Matthews makes free throw 2 of 2,1,77-92,,
3:51.0,,,77-92,,B. Rush misses 3-pt shot from 26 ft
3:50.0,,,77-92,,Offensive rebound by L. Barbosa
3:47.0,,,77-95,3,S. Curry makes 3-pt shot from 23 ft (assist by L. Barbosa)
3:29.0,W. Matthews makes 3-pt shot from 26 ft (assist by Z. Pachulia),3,80-95,,
3:04.0,,,80-95,,B. Rush misses 2-pt shot from 1 ft
3:04.0,Defensive rebound by Z. Pachulia,,80-95,,
2:55.0,W. Matthews makes 3-pt shot from 26 ft,3,83-95,,
2:52.0,,,83-95,,Golden State full timeout
2:52.0,,,83-95,,S. Livingston enters the game for B. Rush
2:34.0,,,83-95,,L. Barbosa misses 3-pt shot from 24 ft
2:33.0,Defensive rebound by Z. Pachulia,,83-95,,
2:15.0,D. Powell makes 2-pt shot from 17 ft (assist by Z. Pachulia),2,85-95,,
2:04.0,Personal foul by D. Powell,,85-95,,
2:04.0,,,85-96,1,A. Varejao makes free throw 1 of 2
2:04.0,C. Villanueva enters the game for D. Powell,,85-96,,
2:04.0,,,85-97,1,A. Varejao makes free throw 2 of 2
1:47.0,Z. Pachulia misses 2-pt shot from 4 ft (block by A. Varejao),,85-97,,
1:47.0,Offensive rebound by Team,,85-97,,
1:44.0,Turnover by C. Villanueva (lost ball; steal by S. Curry),,85-97,,
1:38.0,,,85-99,2,S. Livingston makes 2-pt shot from 1 ft (assist by S. Curry)
1:23.0,Z. Pachulia misses 2-pt shot from 16 ft,,85-99,,
1:22.0,,,85-99,,Defensive rebound by D. Green
1:15.0,,,85-99,,S. Livingston misses 2-pt shot from 8 ft
1:15.0,Defensive rebound by Z. Pachulia,,85-99,,
1:00.0,Z. Pachulia makes 2-pt shot from 11 ft (assist by W. Matthews),2,87-99,,
0:46.0,,,87-102,3,L. Barbosa makes 3-pt shot from 22 ft (assist by A. Varejao)
0:36.0,J. Barea makes 2-pt shot from 1 ft,2,89-102,,
0:27.0,,,89-102,,S. Curry misses 3-pt shot from 26 ft
0:26.0,Defensive rebound by W. Matthews,,89-102,,
0:05.0,J. Barea misses 3-pt shot from 25 ft,,89-102,,
0:04.0,Offensive rebound by Team,,89-102,,
0:04.0,Dallas full timeout,,89-102,,
0:03.0,Z. Pachulia misses 2-pt shot from 6 ft,,89-102,,
0:02.0,,,89-102,,Defensive rebound by A. Varejao
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,89-102,,S. Livingston misses 2-pt shot from 12 ft
11:43.0,Defensive rebound by C. Villanueva,,89-102,,
11:26.0,C. Villanueva makes 3-pt shot from 22 ft (assist by R. Felton),3,92-102,,
11:03.0,,,92-102,,H. Barnes misses 2-pt shot from 2 ft
11:02.0,Defensive rebound by Z. Pachulia,,92-102,,
10:48.0,,,92-102,,Personal foul by S. Livingston
10:41.0,R. Felton makes 2-pt shot from 16 ft,2,94-102,,
10:16.0,,,94-102,,H. Barnes misses 3-pt shot from 23 ft
10:16.0,Defensive rebound by J. Anderson,,94-102,,
10:01.0,C. Villanueva misses 3-pt shot from 27 ft,,94-102,,
10:00.0,,,94-102,,Defensive rebound by K. Thompson
9:51.0,,,94-105,3,K. Thompson makes 3-pt shot from 30 ft
9:24.0,R. Felton misses 3-pt shot from 25 ft,,94-105,,
9:23.0,,,94-105,,Defensive rebound by Team
9:05.0,,,94-105,,M. Speights misses 2-pt shot from 17 ft
9:05.0,,,94-105,,Offensive rebound by H. Barnes
9:02.0,,,94-105,,H. Barnes misses 2-pt shot from 3 ft (block by C. Villanueva)
9:00.0,Defensive rebound by R. Felton,,94-105,,
8:48.0,R. Felton misses 2-pt shot from 2 ft (block by L. Barbosa),,94-105,,
8:47.0,,,94-105,,Defensive rebound by M. Speights
8:42.0,,,94-105,,H. Barnes misses 2-pt shot from 2 ft (block by J. Anderson)
8:41.0,Defensive rebound by D. Powell,,94-105,,
8:26.0,Z. Pachulia misses 2-pt shot from 6 ft,,94-105,,
8:26.0,Offensive rebound by C. Villanueva,,94-105,,
8:26.0,C. Villanueva makes 2-pt shot from 1 ft,2,96-105,,
8:14.0,,,96-108,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Livingston)
7:57.0,C. Villanueva makes 3-pt shot from 25 ft (assist by J. Anderson),3,99-108,,
7:48.0,,,99-111,3,K. Thompson makes 3-pt shot from 27 ft
7:27.0,Shooting foul by S. Livingston (drawn by J. Anderson),,99-111,,
7:27.0,J. Anderson makes free throw 1 of 2,1,100-111,,
7:27.0,J. Anderson makes free throw 2 of 2,1,101-111,,
7:09.0,,,101-111,,K. Thompson misses 3-pt shot from 26 ft (block by J. Anderson)
7:08.0,Defensive rebound by Z. Pachulia,,101-111,,
6:56.0,D. Powell misses 3-pt shot from 26 ft,,101-111,,
6:56.0,,,101-111,,Defensive rebound by K. Thompson
6:48.0,,,101-111,,K. Thompson misses 3-pt shot from 27 ft
6:46.0,,,101-111,,Offensive rebound by H. Barnes
6:46.0,,,101-111,,A. Bogut enters the game for M. Speights
6:41.0,,,101-111,,Shooting foul by R. Felton (drawn by K. Thompson)
6:41.0,,,101-111,,K. Thompson misses free throw 1 of 2
6:41.0,,,101-111,,Offensive rebound by Team
6:41.0,,,101-112,1,K. Thompson makes free throw 2 of 2
6:27.0,,,101-112,,Violation by A. Bogut (def goaltending)
6:27.0,J. Anderson makes 2-pt shot from 2 ft (assist by D. Powell),2,103-112,,
6:12.0,,,103-114,2,K. Thompson makes 2-pt shot from 1 ft (assist by S. Livingston)
5:54.0,Z. Pachulia misses 2-pt shot from 16 ft,,103-114,,
5:53.0,Offensive rebound by D. Powell,,103-114,,
5:48.0,C. Villanueva makes 3-pt shot from 25 ft (assist by D. Powell),3,106-114,,
5:36.0,,,106-114,,L. Barbosa misses 2-pt shot from 13 ft
5:36.0,Defensive rebound by Z. Pachulia,,106-114,,
5:16.0,Z. Pachulia makes 2-pt shot from 1 ft (assist by J. Anderson),2,108-114,,
5:16.0,,,108-114,,Golden State full timeout
5:16.0,,,108-114,,S. Curry enters the game for L. Barbosa
5:16.0,,,108-114,,D. Green enters the game for S. Livingston
5:04.0,,,108-114,,K. Thompson misses 3-pt shot from 28 ft
5:04.0,Defensive rebound by C. Villanueva,,108-114,,
4:44.0,R. Felton misses 2-pt shot from 15 ft,,108-114,,
4:43.0,,,108-114,,Defensive rebound by S. Curry
4:31.0,,,108-114,,S. Curry misses 3-pt shot from 25 ft
4:31.0,Defensive rebound by C. Villanueva,,108-114,,
4:16.0,C. Villanueva misses 3-pt shot from 25 ft,,108-114,,
4:16.0,,,108-114,,Defensive rebound by S. Curry
4:12.0,Personal take foul by Z. Pachulia,,108-114,,
4:12.0,W. Matthews enters the game for D. Powell,,108-114,,
4:12.0,J. Barea enters the game for J. Anderson,,108-114,,
4:06.0,,,108-114,,S. Curry misses 3-pt shot from 25 ft
4:05.0,Defensive rebound by C. Villanueva,,108-114,,
3:52.0,C. Villanueva makes 2-pt shot from 9 ft (assist by J. Barea),2,110-114,,
3:36.0,,,110-116,2,S. Curry makes 2-pt shot at rim
3:19.0,C. Villanueva makes 3-pt shot from 25 ft (assist by R. Felton),3,113-116,,
2:59.0,,,113-118,2,H. Barnes makes 2-pt shot from 10 ft (assist by D. Green)
2:40.0,C. Villanueva misses 3-pt shot from 26 ft,,113-118,,
2:40.0,,,113-118,,Defensive rebound by S. Curry
2:34.0,,,113-120,2,S. Curry makes 2-pt shot from 2 ft
2:33.0,Dallas full timeout,,113-120,,
