time,Dallas,pts.away,score,pts.home,Oklahoma City
5:21.0,,,9-16,1,A. Roberson makes free throw 1 of 2
5:21.0,D. Powell enters the game for J. McGee,,9-16,,
5:21.0,,,9-17,1,A. Roberson makes free throw 2 of 2
5:09.0,R. Felton misses 3-pt shot from 24 ft,,9-17,,
5:08.0,,,9-17,,Defensive rebound by S. Ibaka
4:54.0,,,9-19,2,S. Ibaka makes 2-pt shot from 15 ft (assist by K. Durant)
4:43.0,C. Villanueva makes 2-pt shot from 4 ft,2,11-19,,
4:24.0,,,11-19,,S. Adams misses 2-pt shot from 3 ft
4:23.0,,,11-19,,Offensive rebound by S. Ibaka
4:22.0,,,11-19,,Turnover by S. Ibaka (lost ball; steal by C. Villanueva)
4:14.0,D. Powell misses 2-pt shot at rim (block by S. Ibaka),,11-19,,
4:13.0,,,11-19,,Defensive rebound by A. Roberson
4:05.0,,,11-19,,Turnover by K. Durant (lost ball)
3:56.0,,,11-19,,Violation by A. Roberson (def goaltending)
3:56.0,D. Harris makes 2-pt shot from 2 ft (assist by R. Felton),2,13-19,,
3:45.0,,,13-19,,K. Durant misses 3-pt shot from 24 ft
3:45.0,Defensive rebound by D. Powell,,13-19,,
3:27.0,J. Anderson misses 3-pt shot from 24 ft,,13-19,,
3:27.0,,,13-19,,Defensive rebound by K. Durant
3:19.0,,,13-19,,Shooting foul by D. Powell (drawn by A. Roberson)
3:19.0,,,13-20,1,A. Roberson makes free throw 1 of 2
3:19.0,,,13-20,,K. Singler enters the game for S. Ibaka
3:19.0,J. Barea enters the game for R. Felton,,13-20,,
3:19.0,,,13-20,,A. Roberson misses free throw 2 of 2
3:18.0,Defensive rebound by J. Anderson,,13-20,,
2:55.0,D. Harris misses 3-pt shot from 24 ft,,13-20,,
2:54.0,,,13-20,,Defensive rebound by K. Durant
2:49.0,Shooting block foul by J. Anderson (drawn by K. Durant),,13-20,,
2:49.0,,,13-20,,Oklahoma City full timeout
2:49.0,,,13-20,,C. Payne enters the game for A. Roberson
2:49.0,,,13-20,,D. Waiters enters the game for R. Westbrook
2:49.0,,,13-21,1,K. Durant makes free throw 1 of 2
2:49.0,,,13-22,1,K. Durant makes free throw 2 of 2
2:36.0,D. Powell misses 2-pt shot from 15 ft,,13-22,,
2:35.0,,,13-22,,Defensive rebound by S. Adams
2:22.0,,,13-24,2,K. Durant makes 2-pt shot from 6 ft
2:05.0,J. Barea misses 3-pt shot from 24 ft,,13-24,,
2:04.0,,,13-24,,Defensive rebound by K. Singler
1:53.0,,,13-26,2,S. Adams makes 2-pt shot at rim (assist by D. Waiters)
1:34.0,J. Barea makes 3-pt shot from 24 ft,3,16-26,,
1:13.0,,,16-28,2,K. Durant makes 2-pt shot from 15 ft
1:00.0,,,16-28,,Personal foul by C. Payne
1:00.0,,,16-28,,E. Kanter enters the game for S. Adams
0:54.0,Shooting foul by E. Kanter (drawn by D. Powell),,16-28,,
0:54.0,D. Powell makes 2-pt shot from 2 ft (assist by D. Harris),2,18-28,,
0:54.0,D. Powell misses free throw 1 of 1,,18-28,,
0:54.0,,,18-28,,Defensive rebound by K. Singler
0:41.0,,,18-30,2,C. Payne makes 2-pt shot from 4 ft
0:32.0,J. Barea makes 2-pt shot from 2 ft,2,20-30,,
0:09.0,,,20-30,,E. Kanter misses 2-pt shot from 14 ft
0:08.0,Defensive rebound by C. Villanueva,,20-30,,
0:00.0,J. Barea misses 2-pt shot from 4 ft,,20-30,,
0:00.0,Offensive rebound by Team,,20-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:52.0,Shooting foul by K. Singler (drawn by D. Powell),,20-30,,
11:52.0,D. Powell makes free throw 1 of 3,1,21-30,,
11:52.0,D. Powell makes free throw 2 of 3,1,22-30,,
11:52.0,D. Powell makes free throw 3 of 3,1,23-30,,
11:36.0,,,23-30,,D. Waiters misses 2-pt shot from 20 ft
11:36.0,,,23-30,,Offensive rebound by Team
11:36.0,Loose ball foul by J. Anderson (drawn by E. Kanter),,23-30,,
11:26.0,,,23-33,3,A. Morrow makes 3-pt shot from 24 ft (assist by D. Waiters)
11:06.0,J. Anderson misses 3-pt shot from 26 ft,,23-33,,
11:05.0,,,23-33,,Defensive rebound by E. Kanter
10:54.0,,,23-33,,D. Waiters misses 2-pt shot at rim (block by J. Anderson)
10:52.0,,,23-33,,Offensive rebound by D. Waiters
10:49.0,,,23-33,,D. Waiters misses 3-pt shot from 22 ft
10:49.0,,,23-33,,Offensive rebound by E. Kanter
10:39.0,,,23-36,3,D. Waiters makes 3-pt shot from 22 ft (assist by C. Payne)
10:25.0,J. Barea makes 2-pt shot from 2 ft,2,25-36,,
10:16.0,,,25-36,,K. Singler misses 2-pt shot from 1 ft
10:16.0,Defensive rebound by D. Powell,,25-36,,
10:09.0,Turnover by D. Harris (bad pass),,25-36,,
10:09.0,J. Jenkins enters the game for D. Harris,,25-36,,
9:58.0,,,25-36,,Turnover by E. Kanter (offensive foul)
9:58.0,,,25-36,,Offensive foul by E. Kanter
9:46.0,Turnover by D. Powell (traveling),,25-36,,
9:23.0,,,25-38,2,E. Kanter makes 2-pt shot from 1 ft
9:07.0,D. Powell misses 2-pt shot from 8 ft,,25-38,,
9:06.0,Offensive rebound by Team,,25-38,,
9:06.0,R. Felton enters the game for J. Barea,,25-38,,
9:06.0,S. Mejri enters the game for J. Evans,,25-38,,
9:02.0,J. Jenkins makes 2-pt shot from 16 ft (assist by J. Anderson),2,27-38,,
8:53.0,Violation by D. Powell (kicked ball),,27-38,,
8:53.0,Official timeout,,27-38,,
8:41.0,,,27-40,2,D. Waiters makes 2-pt shot from 1 ft
8:28.0,,,27-40,,Personal foul by D. Waiters (drawn by J. Jenkins)
8:16.0,S. Mejri makes 2-pt shot at rim (assist by J. Anderson),2,29-40,,
7:53.0,,,29-40,,A. Morrow misses 3-pt shot from 26 ft
7:53.0,Defensive rebound by S. Mejri,,29-40,,
7:31.0,R. Felton misses 2-pt shot from 21 ft,,29-40,,
7:29.0,,,29-40,,Defensive rebound by A. Morrow
7:21.0,,,29-40,,Shooting foul by J. Anderson (drawn by D. Waiters)
7:21.0,,,29-40,,D. Waiters misses free throw 1 of 2
7:21.0,,,29-40,,Offensive rebound by Team
7:21.0,,,29-40,,S. Ibaka enters the game for K. Singler
7:21.0,C. Villanueva enters the game for D. Powell,,29-40,,
7:21.0,J. Evans enters the game for J. Anderson,,29-40,,
7:21.0,,,29-41,1,D. Waiters makes free throw 2 of 2
7:07.0,Turnover by J. Jenkins (lost ball; steal by A. Morrow),,29-41,,
6:59.0,,,29-43,2,C. Payne makes 2-pt shot from 16 ft
6:49.0,,,29-43,,Personal block foul by C. Payne (drawn by R. Felton)
6:49.0,,,29-43,,R. Westbrook enters the game for C. Payne
6:49.0,,,29-43,,K. Durant enters the game for D. Waiters
6:34.0,C. Villanueva misses 2-pt shot from 3 ft,,29-43,,
6:33.0,,,29-43,,Defensive rebound by E. Kanter
6:25.0,,,29-45,2,E. Kanter makes 2-pt shot from 13 ft (assist by R. Westbrook)
6:24.0,Dallas full timeout,,29-45,,
6:24.0,J. Barea enters the game for J. Evans,,29-45,,
6:08.0,C. Villanueva makes 3-pt shot from 24 ft (assist by R. Felton),3,32-45,,
5:45.0,,,32-45,,R. Westbrook misses 2-pt shot from 16 ft
5:44.0,,,32-45,,Offensive rebound by S. Ibaka
5:41.0,,,32-45,,S. Ibaka misses 2-pt shot from 4 ft
5:41.0,Defensive rebound by R. Felton,,32-45,,
5:34.0,C. Villanueva misses 3-pt shot from 23 ft,,32-45,,
5:32.0,Offensive rebound by S. Mejri,,32-45,,
5:26.0,J. Barea misses 3-pt shot from 24 ft,,32-45,,
5:26.0,,,32-45,,Defensive rebound by K. Durant
5:17.0,,,32-45,,Shooting foul by J. Barea (drawn by R. Westbrook)
5:17.0,,,32-45,,Technical foul by R. Westbrook
5:17.0,Technical foul by J. Barea,,32-45,,
5:17.0,Technical foul by C. Villanueva,,32-45,,
5:17.0,,,32-45,,Technical foul by S. Ibaka
5:17.0,Technical foul by C. Villanueva,,32-45,,
5:17.0,D. Powell enters the game for C. Villanueva,,32-45,,
5:17.0,,,32-46,1,K. Durant makes technical free throw
5:17.0,,,32-46,,R. Westbrook misses free throw 1 of 2
5:17.0,,,32-46,,Offensive rebound by Team
5:17.0,,,32-46,,R. Westbrook misses free throw 2 of 2
5:16.0,,,32-46,,Offensive rebound by Team
5:04.0,,,32-46,,A. Morrow misses 3-pt shot from 23 ft
5:03.0,,,32-46,,Offensive rebound by E. Kanter
5:03.0,,,32-46,,E. Kanter misses 2-pt shot from 1 ft
5:02.0,,,32-46,,Offensive rebound by S. Ibaka
4:49.0,,,32-46,,A. Morrow misses 2-pt shot from 10 ft
4:48.0,,,32-46,,Offensive rebound by R. Westbrook
4:44.0,,,32-49,3,S. Ibaka makes 3-pt shot from 25 ft (assist by A. Morrow)
4:28.0,,,32-49,,Personal foul by A. Morrow (drawn by J. Jenkins)
4:28.0,,,32-49,,S. Adams enters the game for E. Kanter
4:28.0,,,32-49,,A. Roberson enters the game for A. Morrow
4:21.0,,,32-49,,Personal foul by S. Adams (drawn by S. Mejri)
4:21.0,S. Mejri misses free throw 1 of 2,,32-49,,
4:21.0,Offensive rebound by Team,,32-49,,
4:21.0,S. Mejri makes free throw 2 of 2,1,33-49,,
4:12.0,,,33-49,,K. Durant misses 2-pt shot from 9 ft
4:11.0,Defensive rebound by S. Mejri,,33-49,,
4:03.0,R. Felton misses 3-pt shot from 24 ft,,33-49,,
4:02.0,,,33-49,,Defensive rebound by R. Westbrook
3:51.0,,,33-51,2,S. Ibaka makes 2-pt shot from 13 ft (assist by R. Westbrook)
3:50.0,Dallas full timeout,,33-51,,
3:50.0,J. Anderson enters the game for J. Jenkins,,33-51,,
3:30.0,Shooting foul by S. Ibaka (drawn by J. Barea),,33-51,,
3:30.0,J. Barea misses free throw 1 of 2,,33-51,,
3:30.0,Offensive rebound by Team,,33-51,,
3:30.0,J. Barea misses free throw 2 of 2,,33-51,,
3:29.0,,,33-51,,Defensive rebound by K. Durant
3:23.0,,,33-54,3,K. Durant makes 3-pt shot from 24 ft
3:08.0,J. Anderson misses 3-pt shot from 24 ft,,33-54,,
3:07.0,,,33-54,,Defensive rebound by S. Ibaka
3:01.0,,,33-57,3,K. Durant makes 3-pt shot from 24 ft
2:42.0,Turnover by J. Anderson (bad pass; steal by K. Durant),,33-57,,
2:39.0,,,33-59,2,K. Durant makes 2-pt shot at rim
2:37.0,Dallas full timeout,,33-59,,
2:23.0,Shooting foul by S. Ibaka (drawn by S. Mejri),,33-59,,
2:23.0,S. Mejri makes 2-pt shot at rim (assist by J. Barea),2,35-59,,
2:23.0,J. Evans enters the game for J. Anderson,,35-59,,
2:23.0,S. Mejri misses free throw 1 of 1,,35-59,,
2:22.0,,,35-59,,Defensive rebound by R. Westbrook
2:16.0,,,35-59,,K. Durant misses 3-pt shot from 24 ft
2:15.0,,,35-59,,Offensive rebound by S. Adams
2:09.0,,,35-59,,S. Ibaka misses 3-pt shot from 24 ft
2:09.0,Defensive rebound by D. Powell,,35-59,,
1:57.0,S. Mejri makes 2-pt shot at rim (assist by R. Felton),2,37-59,,
1:44.0,,,37-61,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
1:44.0,,,37-61,,Shooting foul by J. Evans (drawn by S. Adams)
1:44.0,,,37-62,1,S. Adams makes free throw 1 of 1
1:26.0,D. Powell misses 2-pt shot from 2 ft,,37-62,,
1:25.0,Offensive rebound by D. Powell,,37-62,,
1:20.0,Turnover by D. Powell (lost ball; steal by R. Westbrook),,37-62,,
1:20.0,Personal foul by J. Barea,,37-62,,
1:20.0,,,37-62,,Technical foul by R. Westbrook
1:20.0,,,37-62,,M. McGary enters the game for R. Westbrook
1:20.0,J. Barea makes technical free throw,1,38-62,,
1:20.0,,,38-63,1,M. McGary makes free throw 1 of 2
1:20.0,,,38-63,,M. McGary misses free throw 2 of 2
1:19.0,Defensive rebound by J. Evans,,38-63,,
1:06.0,Shooting foul by A. Roberson (drawn by R. Felton),,38-63,,
1:06.0,,,38-63,,Oklahoma City full timeout
1:06.0,,,38-63,,C. Payne enters the game for M. McGary
1:06.0,R. Felton makes free throw 1 of 2,1,39-63,,
1:06.0,R. Felton makes free throw 2 of 2,1,40-63,,
1:01.0,Personal take foul by D. Powell (drawn by S. Adams),,40-63,,
1:01.0,,,40-63,,S. Adams misses free throw 1 of 2
1:01.0,,,40-63,,Offensive rebound by Team
1:01.0,,,40-64,1,S. Adams makes free throw 2 of 2
0:49.0,R. Felton makes 2-pt shot from 1 ft,2,42-64,,
0:38.0,,,42-64,,Turnover by K. Durant (bad pass)
0:22.0,J. Barea misses 2-pt shot from 1 ft,,42-64,,
0:21.0,,,42-64,,Defensive rebound by S. Adams
0:18.0,Personal foul by J. Barea,,42-64,,
0:18.0,,,42-64,,K. Durant misses free throw 1 of 2
0:18.0,,,42-64,,Offensive rebound by Team
0:18.0,,,42-65,1,K. Durant makes free throw 2 of 2
0:02.0,J. Evans misses 3-pt shot from 25 ft,,42-65,,
0:01.0,Offensive rebound by S. Mejri,,42-65,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,J. McGee makes 2-pt shot at rim (assist by J. Barea),2,44-65,,
11:29.0,,,44-68,3,S. Ibaka makes 3-pt shot from 24 ft (assist by K. Durant)
11:14.0,J. McGee misses 2-pt shot at rim (block by S. Adams),,44-68,,
11:12.0,,,44-68,,Defensive rebound by S. Ibaka
11:05.0,,,44-68,,K. Durant misses 3-pt shot from 23 ft
11:05.0,Defensive rebound by J. McGee,,44-68,,
10:50.0,R. Felton misses 2-pt shot from 4 ft (block by S. Adams),,44-68,,
10:48.0,Offensive rebound by D. Powell,,44-68,,
10:45.0,J. Evans misses 2-pt shot from 2 ft,,44-68,,
10:44.0,,,44-68,,Defensive rebound by S. Adams
10:28.0,,,44-68,,A. Roberson misses 3-pt shot from 22 ft
10:27.0,Defensive rebound by D. Powell,,44-68,,
10:14.0,J. Barea misses 2-pt shot from 2 ft,,44-68,,
10:13.0,Offensive rebound by J. McGee,,44-68,,
10:13.0,J. McGee makes 2-pt shot at rim,2,46-68,,
9:58.0,,,46-68,,S. Ibaka misses 2-pt shot from 14 ft
9:58.0,,,46-68,,Offensive rebound by Team
9:58.0,Loose ball foul by J. McGee (drawn by S. Adams),,46-68,,
9:46.0,,,46-71,3,C. Payne makes 3-pt shot from 24 ft
9:21.0,J. Evans misses 3-pt shot from 24 ft,,46-71,,
9:21.0,Offensive rebound by Team,,46-71,,
9:21.0,,,46-71,,Loose ball foul by S. Adams (drawn by J. McGee)
9:11.0,Turnover by J. Barea (traveling),,46-71,,
9:01.0,,,46-74,3,K. Durant makes 3-pt shot from 22 ft (assist by A. Roberson)
8:51.0,R. Felton misses 2-pt shot from 1 ft,,46-74,,
8:50.0,Offensive rebound by R. Felton,,46-74,,
8:36.0,J. Evans misses 3-pt shot from 25 ft,,46-74,,
8:35.0,,,46-74,,Defensive rebound by C. Payne
8:31.0,,,46-74,,Turnover by C. Payne (offensive foul)
8:31.0,,,46-74,,Offensive foul by C. Payne
8:21.0,,,46-74,,Personal foul by A. Roberson
8:14.0,Turnover by R. Felton (bad pass; steal by A. Roberson),,46-74,,
7:55.0,,,46-74,,S. Adams misses 2-pt shot from 3 ft
7:55.0,Defensive rebound by J. McGee,,46-74,,
7:50.0,Offensive foul by J. McGee,,46-74,,
7:50.0,Turnover by J. McGee (offensive foul),,46-74,,
7:50.0,,,46-74,,Oklahoma City full timeout
7:50.0,J. Anderson enters the game for J. Evans,,46-74,,
7:38.0,,,46-74,,C. Payne misses 2-pt shot from 3 ft
7:37.0,,,46-74,,Offensive rebound by K. Durant
7:37.0,,,46-74,,Shooting foul by J. Anderson (drawn by K. Durant)
7:37.0,,,46-75,1,K. Durant makes free throw 1 of 2
7:37.0,,,46-75,,K. Durant misses free throw 2 of 2
7:36.0,Defensive rebound by J. Anderson,,46-75,,
7:23.0,D. Powell misses 2-pt shot from 15 ft,,46-75,,
7:23.0,,,46-75,,Defensive rebound by S. Adams
7:14.0,,,46-75,,Turnover by K. Durant (bad pass; steal by J. Anderson)
7:08.0,J. Barea makes 2-pt shot at rim (assist by D. Powell),2,48-75,,
6:45.0,,,48-75,,Turnover by S. Ibaka (3 sec)
6:34.0,D. Powell misses 2-pt shot from 16 ft,,48-75,,
6:34.0,,,48-75,,Defensive rebound by C. Payne
6:21.0,,,48-75,,Turnover by S. Ibaka (lost ball; steal by J. Anderson)
6:11.0,J. Barea misses 3-pt shot from 24 ft,,48-75,,
6:11.0,,,48-75,,Defensive rebound by S. Ibaka
5:49.0,,,48-75,,Turnover by S. Adams (lost ball; steal by J. Anderson)
5:44.0,J. Anderson makes 2-pt shot at rim,2,50-75,,
5:30.0,,,50-77,2,K. Durant makes 2-pt shot from 15 ft
5:13.0,R. Felton makes 2-pt shot from 5 ft,2,52-77,,
4:57.0,,,52-77,,S. Ibaka misses 3-pt shot from 24 ft
4:57.0,,,52-77,,Offensive rebound by S. Adams
4:51.0,,,52-77,,S. Ibaka misses 2-pt shot from 21 ft
4:51.0,Defensive rebound by J. Barea,,52-77,,
4:40.0,Shooting foul by S. Ibaka (drawn by J. McGee),,52-77,,
4:40.0,J. McGee makes free throw 1 of 2,1,53-77,,
4:40.0,,,53-77,,D. Waiters enters the game for C. Payne
4:40.0,,,53-77,,D. Augustin enters the game for A. Roberson
4:40.0,J. Jenkins enters the game for J. Barea,,53-77,,
4:40.0,J. McGee makes free throw 2 of 2,1,54-77,,
4:23.0,,,54-77,,D. Augustin misses 3-pt shot from 23 ft (block by J. McGee)
4:22.0,Defensive rebound by D. Powell,,54-77,,
4:09.0,D. Powell misses 3-pt shot from 24 ft,,54-77,,
4:08.0,,,54-77,,Defensive rebound by K. Durant
3:57.0,,,54-80,3,S. Ibaka makes 3-pt shot from 22 ft (assist by D. Augustin)
3:57.0,Dallas full timeout,,54-80,,
3:57.0,S. Mejri enters the game for J. McGee,,54-80,,
3:57.0,J. Evans enters the game for D. Powell,,54-80,,
3:46.0,J. Jenkins makes 2-pt shot from 10 ft (assist by R. Felton),2,56-80,,
3:23.0,,,56-80,,Turnover by S. Ibaka (3 sec)
3:23.0,,,56-80,,E. Kanter enters the game for S. Adams
3:10.0,J. Evans misses 2-pt shot at rim,,56-80,,
3:09.0,,,56-80,,Defensive rebound by E. Kanter
3:05.0,,,56-80,,Shooting foul by J. Anderson (drawn by K. Durant)
3:05.0,,,56-81,1,K. Durant makes free throw 1 of 2
3:05.0,,,56-81,,K. Singler enters the game for S. Ibaka
3:05.0,,,56-82,1,K. Durant makes free throw 2 of 2
2:45.0,R. Felton misses 2-pt shot from 7 ft,,56-82,,
2:45.0,,,56-82,,Defensive rebound by E. Kanter
2:37.0,,,56-82,,Turnover by D. Waiters (bad pass)
2:14.0,J. Anderson misses 3-pt shot from 25 ft,,56-82,,
2:14.0,Offensive rebound by Team,,56-82,,
2:14.0,,,56-82,,Loose ball foul by D. Augustin (drawn by S. Mejri)
2:04.0,S. Mejri makes 2-pt shot at rim,2,58-82,,
1:44.0,,,58-82,,E. Kanter misses 2-pt shot from 1 ft
1:44.0,Defensive rebound by J. Evans,,58-82,,
1:32.0,J. Anderson makes 3-pt shot from 24 ft (assist by J. Jenkins),3,61-82,,
1:10.0,,,61-82,,Offensive foul by E. Kanter
1:10.0,,,61-82,,Turnover by E. Kanter (offensive foul)
1:03.0,,,61-82,,Personal foul by D. Augustin (drawn by R. Felton)
1:03.0,R. Felton makes free throw 1 of 2,1,62-82,,
1:03.0,R. Felton misses free throw 2 of 2,,62-82,,
1:03.0,,,62-82,,Defensive rebound by K. Durant
0:47.0,,,62-82,,Shooting foul by S. Mejri (drawn by D. Waiters)
0:47.0,,,62-83,1,D. Waiters makes free throw 1 of 2
0:47.0,,,62-83,,D. Waiters misses free throw 2 of 2
0:46.0,Defensive rebound by S. Mejri,,62-83,,
0:28.0,Shooting foul by D. Augustin (drawn by R. Felton),,62-83,,
0:28.0,R. Felton makes free throw 1 of 2,1,63-83,,
0:28.0,R. Felton makes free throw 2 of 2,1,64-83,,
0:07.0,,,64-83,,K. Singler misses 3-pt shot from 23 ft
0:06.0,Defensive rebound by J. Evans,,64-83,,
0:00.0,R. Felton misses 3-pt shot from 25 ft,,64-83,,
0:00.0,Offensive rebound by Team,,64-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,64-83,,D. Waiters misses 3-pt shot from 24 ft
11:40.0,Defensive rebound by J. Barea,,64-83,,
11:40.0,,,64-83,,Personal foul by K. Singler
11:29.0,,,64-83,,Personal foul by A. Morrow (drawn by J. Evans)
11:13.0,D. Powell misses 2-pt shot from 17 ft,,64-83,,
11:13.0,,,64-83,,Defensive rebound by D. Augustin
11:03.0,,,64-83,,A. Morrow misses 3-pt shot from 22 ft
11:03.0,,,64-83,,Offensive rebound by K. Singler
10:59.0,,,64-83,,K. Singler misses 2-pt shot from 2 ft
10:58.0,Defensive rebound by S. Mejri,,64-83,,
10:48.0,S. Mejri makes 2-pt shot at rim (assist by D. Powell),2,66-83,,
10:47.0,,,66-83,,Oklahoma City full timeout
10:37.0,,,66-83,,Turnover by D. Waiters (bad pass; steal by D. Powell)
10:13.0,J. Barea makes 3-pt shot from 24 ft,3,69-83,,
9:53.0,,,69-83,,K. Singler misses 3-pt shot from 23 ft
9:52.0,Defensive rebound by S. Mejri,,69-83,,
9:30.0,D. Powell misses 2-pt shot from 3 ft,,69-83,,
9:30.0,,,69-83,,Defensive rebound by K. Singler
9:18.0,,,69-85,2,K. Singler makes 2-pt shot from 8 ft (assist by D. Waiters)
8:57.0,Turnover by J. Barea (bad pass; steal by E. Kanter),,69-85,,
8:45.0,,,69-88,3,K. Singler makes 3-pt shot from 23 ft (assist by D. Waiters)
8:44.0,Dallas full timeout,,69-88,,
8:44.0,,,69-88,,S. Ibaka enters the game for E. Kanter
8:44.0,,,69-88,,C. Payne enters the game for D. Augustin
8:44.0,R. Felton enters the game for D. Powell,,69-88,,
8:31.0,Turnover by R. Felton (lost ball; steal by C. Payne),,69-88,,
8:28.0,,,69-88,,D. Waiters misses 2-pt shot from 1 ft (block by S. Mejri)
8:28.0,,,69-88,,Offensive rebound by Team
8:15.0,,,69-91,3,A. Morrow makes 3-pt shot from 23 ft (assist by K. Singler)
7:54.0,J. Barea makes 2-pt shot from 5 ft,2,71-91,,
7:37.0,,,71-91,,A. Morrow misses 2-pt shot from 22 ft
7:36.0,Defensive rebound by R. Felton,,71-91,,
7:22.0,Shooting foul by A. Morrow (drawn by R. Felton),,71-91,,
7:22.0,R. Felton makes free throw 1 of 2,1,72-91,,
7:22.0,R. Felton makes free throw 2 of 2,1,73-91,,
7:13.0,,,73-94,3,D. Waiters makes 3-pt shot from 24 ft (assist by C. Payne)
6:48.0,S. Mejri makes 2-pt shot from 2 ft (assist by J. Barea),2,75-94,,
6:35.0,,,75-94,,S. Ibaka misses 2-pt shot from 3 ft
6:34.0,Defensive rebound by S. Mejri,,75-94,,
6:27.0,J. Barea makes 3-pt shot from 24 ft,3,78-94,,
6:16.0,,,78-94,,Shooting foul by R. Felton (drawn by S. Ibaka)
6:16.0,,,78-95,1,S. Ibaka makes free throw 1 of 2
6:16.0,,,78-95,,A. Roberson enters the game for A. Morrow
6:16.0,,,78-95,,K. Durant enters the game for K. Singler
6:16.0,,,78-95,,S. Ibaka misses free throw 2 of 2
6:15.0,Defensive rebound by S. Mejri,,78-95,,
6:03.0,S. Mejri misses 2-pt shot from 1 ft (block by S. Ibaka),,78-95,,
6:02.0,,,78-95,,Defensive rebound by K. Durant
5:45.0,Personal foul by J. Barea,,78-95,,
