time,Atlanta,pts.away,score,pts.home,Cleveland
8:43.0,Official timeout,,24-35,,
8:43.0,J. Teague enters the game for K. Korver,,24-35,,
8:43.0,L. Patterson enters the game for D. Schroder,,24-35,,
8:43.0,M. Muscala enters the game for T. Splitter,,24-35,,
8:35.0,,,24-35,,J. Smith misses 3-pt shot from 24 ft
8:34.0,,,24-35,,Offensive rebound by T. Thompson
8:27.0,,,24-37,2,R. Jefferson makes 2-pt shot from 2 ft (assist by T. Thompson)
8:10.0,M. Muscala misses 2-pt shot from 15 ft,,24-37,,
8:09.0,,,24-37,,Defensive rebound by T. Thompson
7:58.0,,,24-37,,A. Varejao misses 2-pt shot from 17 ft
7:58.0,Defensive rebound by J. Holiday,,24-37,,
7:43.0,A. Horford makes 3-pt shot from 24 ft (assist by J. Teague),3,27-37,,
7:24.0,,,27-39,2,R. Jefferson makes 2-pt shot from 5 ft
7:08.0,J. Holiday misses 3-pt shot from 23 ft,,27-39,,
7:07.0,Offensive rebound by A. Horford,,27-39,,
7:07.0,A. Horford makes 2-pt shot at rim,2,29-39,,
6:46.0,,,29-41,2,R. Jefferson makes 2-pt shot from 1 ft (assist by J. Smith)
6:31.0,J. Holiday misses 2-pt shot from 2 ft (block by R. Jefferson),,29-41,,
6:30.0,,,29-41,,Defensive rebound by T. Thompson
6:27.0,Technical foul by Team,,29-41,,
6:27.0,,,29-42,1,M. Dellavedova makes technical free throw
6:27.0,,,29-42,,L. James enters the game for M. Dellavedova
6:27.0,,,29-42,,J. Cunningham enters the game for R. Jefferson
6:27.0,,,29-42,,K. Love enters the game for A. Varejao
6:27.0,,,29-42,,R. Jefferson enters the game for J. Smith
6:27.0,P. Millsap enters the game for A. Horford,,29-42,,
6:27.0,T. Sefolosha enters the game for J. Holiday,,29-42,,
6:20.0,,,29-42,,J. Cunningham misses 2-pt shot from 3 ft (block by P. Millsap)
6:18.0,,,29-42,,Offensive rebound by T. Thompson
6:18.0,,,29-44,2,T. Thompson makes 2-pt shot from 2 ft
5:59.0,Shooting foul by T. Thompson (drawn by P. Millsap),,29-44,,
5:59.0,,,29-44,,Cleveland full timeout
5:59.0,P. Millsap makes free throw 1 of 2,1,30-44,,
5:59.0,P. Millsap makes free throw 2 of 2,1,31-44,,
5:40.0,,,31-46,2,L. James makes 2-pt shot from 1 ft
5:24.0,,,31-46,,Personal foul by J. Cunningham (drawn by J. Teague)
5:24.0,,,31-46,,J. Smith enters the game for R. Jefferson
5:17.0,Offensive foul by P. Millsap,,31-46,,
5:17.0,Turnover by P. Millsap (offensive foul),,31-46,,
5:10.0,,,31-46,,Turnover by J. Cunningham (lost ball; steal by P. Millsap)
5:07.0,Shooting foul by K. Love (drawn by J. Teague),,31-46,,
5:07.0,J. Teague makes 2-pt shot from 1 ft (assist by P. Millsap),2,33-46,,
5:07.0,J. Teague makes free throw 1 of 1,1,34-46,,
4:53.0,,,34-46,,L. James misses 2-pt shot at rim (block by M. Muscala)
4:53.0,Defensive rebound by Team,,34-46,,
4:53.0,K. Korver enters the game for L. Patterson,,34-46,,
4:39.0,J. Teague misses 2-pt shot at rim,,34-46,,
4:39.0,,,34-46,,Defensive rebound by J. Cunningham
4:32.0,Personal foul by P. Millsap (drawn by K. Love),,34-46,,
4:14.0,,,34-49,3,L. James makes 3-pt shot from 25 ft (assist by J. Smith)
3:56.0,Turnover by K. Korver (bad pass; steal by K. Love),,34-49,,
3:40.0,,,34-49,,K. Love misses 3-pt shot from 25 ft
3:39.0,,,34-49,,Offensive rebound by L. James
3:34.0,,,34-49,,Shooting foul by J. Teague (drawn by J. Cunningham)
3:34.0,,,34-49,,J. Cunningham misses free throw 1 of 2
3:34.0,,,34-49,,Offensive rebound by Team
3:34.0,,,34-50,1,J. Cunningham makes free throw 2 of 2
3:26.0,,,34-50,,Shooting block foul by J. Cunningham (drawn by J. Teague)
3:26.0,J. Teague makes free throw 1 of 2,1,35-50,,
3:26.0,,,35-50,,M. Dellavedova enters the game for J. Cunningham
3:26.0,J. Teague makes free throw 2 of 2,1,36-50,,
3:08.0,,,36-50,,J. Smith misses 2-pt shot from 14 ft
3:07.0,,,36-50,,Offensive rebound by K. Love
3:03.0,,,36-50,,K. Love misses 2-pt shot from 4 ft
3:03.0,Defensive rebound by Team,,36-50,,
3:03.0,Atlanta full timeout,,36-50,,
3:03.0,A. Horford enters the game for J. Teague,,36-50,,
3:03.0,S. Mack enters the game for M. Muscala,,36-50,,
2:40.0,K. Korver misses 2-pt shot from 3 ft (block by J. Smith),,36-50,,
2:38.0,,,36-50,,Defensive rebound by T. Thompson
2:29.0,,,36-50,,Shooting foul by K. Korver (drawn by K. Love)
2:29.0,,,36-51,1,K. Love makes free throw 1 of 2
2:29.0,,,36-52,1,K. Love makes free throw 2 of 2
2:12.0,A. Horford misses 2-pt shot from 8 ft,,36-52,,
2:11.0,,,36-52,,Defensive rebound by K. Love
2:06.0,,,36-52,,Turnover by K. Love (traveling)
1:50.0,P. Millsap misses 2-pt shot from 6 ft,,36-52,,
1:50.0,Offensive rebound by Team,,36-52,,
1:50.0,Turnover by P. Millsap (traveling),,36-52,,
1:50.0,,,36-52,,A. Varejao enters the game for K. Love
1:37.0,,,36-52,,J. Smith misses 3-pt shot from 25 ft
1:36.0,,,36-52,,Offensive rebound by J. Smith
1:35.0,,,36-52,,Turnover by J. Smith (turnover)
1:23.0,P. Millsap makes 2-pt shot at rim (assist by K. Korver),2,38-52,,
1:05.0,,,38-55,3,M. Dellavedova makes 3-pt shot from 25 ft
0:56.0,,,38-55,,Personal foul by M. Dellavedova (drawn by P. Millsap)
0:56.0,P. Millsap makes free throw 1 of 2,1,39-55,,
0:56.0,P. Millsap makes free throw 2 of 2,1,40-55,,
0:42.0,,,40-57,2,M. Dellavedova makes 2-pt shot from 8 ft (assist by T. Thompson)
0:30.0,S. Mack misses 2-pt shot at rim,,40-57,,
0:28.0,,,40-57,,Defensive rebound by L. James
0:06.0,,,40-57,,L. James misses 2-pt shot from 2 ft
0:05.0,Defensive rebound by T. Sefolosha,,40-57,,
0:01.0,T. Sefolosha makes 2-pt shot from 2 ft,2,42-57,,
0:00.0,,,42-57,,J. Smith misses 3-pt shot from 69 ft
0:00.0,,,42-57,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,J. Teague misses 2-pt shot from 9 ft,,42-57,,
11:34.0,,,42-57,,Defensive rebound by T. Thompson
11:28.0,,,42-57,,L. James misses 2-pt shot from 5 ft
11:27.0,,,42-57,,Offensive rebound by L. James
11:27.0,Personal foul by T. Sefolosha (drawn by L. James),,42-57,,
11:19.0,,,42-57,,Shooting foul by J. Teague (drawn by M. Dellavedova)
11:19.0,,,42-58,1,M. Dellavedova makes free throw 1 of 2
11:19.0,,,42-59,1,M. Dellavedova makes free throw 2 of 2
11:01.0,J. Teague misses 2-pt shot from 3 ft,,42-59,,
10:59.0,Offensive rebound by T. Sefolosha,,42-59,,
10:59.0,T. Sefolosha makes 2-pt shot from 1 ft,2,44-59,,
10:45.0,,,44-62,3,K. Love makes 3-pt shot from 26 ft (assist by L. James)
10:23.0,P. Millsap misses 3-pt shot from 24 ft,,44-62,,
10:22.0,,,44-62,,Defensive rebound by L. James
10:18.0,,,44-64,2,K. Love makes 2-pt shot at rim (assist by L. James)
10:08.0,,,44-64,,Personal foul by M. Dellavedova (drawn by P. Millsap)
10:01.0,T. Sefolosha misses 3-pt shot from 25 ft,,44-64,,
10:01.0,,,44-64,,Defensive rebound by M. Dellavedova
9:57.0,,,44-66,2,L. James makes 2-pt shot at rim (assist by M. Dellavedova)
9:57.0,Atlanta full timeout,,44-66,,
9:45.0,Turnover by J. Teague (bad pass; steal by M. Dellavedova),,44-66,,
9:35.0,,,44-66,,Shooting foul by P. Millsap (drawn by K. Love)
9:35.0,,,44-67,1,K. Love makes free throw 1 of 2
9:35.0,,,44-68,1,K. Love makes free throw 2 of 2
9:21.0,,,44-68,,Personal foul by M. Dellavedova (drawn by P. Millsap)
9:21.0,,,44-68,,Inbound foul by J. Smith
9:21.0,K. Korver makes free throw 1 of 2,1,45-68,,
9:21.0,K. Korver makes free throw 2 of 2,1,46-68,,
9:06.0,,,46-68,,J. Smith misses 2-pt shot from 13 ft
9:04.0,Defensive rebound by T. Sefolosha,,46-68,,
8:43.0,J. Teague misses 2-pt shot from 15 ft,,46-68,,
8:42.0,,,46-68,,Defensive rebound by L. James
8:32.0,,,46-68,,K. Love misses 3-pt shot from 25 ft
8:31.0,Defensive rebound by A. Horford,,46-68,,
8:23.0,K. Korver misses 3-pt shot from 26 ft,,46-68,,
8:23.0,Offensive rebound by J. Teague,,46-68,,
8:14.0,K. Korver misses 3-pt shot from 22 ft,,46-68,,
8:14.0,,,46-68,,Defensive rebound by J. Smith
8:00.0,,,46-70,2,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova)
7:43.0,,,46-70,,Personal foul by M. Dellavedova (drawn by J. Teague)
7:43.0,,,46-70,,J. Cunningham enters the game for M. Dellavedova
7:30.0,T. Sefolosha misses 2-pt shot from 19 ft,,46-70,,
7:30.0,,,46-70,,Defensive rebound by K. Love
7:20.0,,,46-70,,Turnover by K. Love (bad pass; steal by T. Sefolosha)
7:12.0,K. Korver misses 2-pt shot from 1 ft,,46-70,,
7:10.0,,,46-70,,Defensive rebound by T. Thompson
7:03.0,,,46-72,2,J. Cunningham makes 2-pt shot at rim (assist by L. James)
6:46.0,J. Teague misses 2-pt shot at rim,,46-72,,
6:45.0,,,46-72,,Defensive rebound by K. Love
6:38.0,,,46-72,,Offensive foul by T. Thompson
6:38.0,,,46-72,,Turnover by T. Thompson (offensive foul)
6:27.0,A. Horford misses 2-pt shot from 5 ft,,46-72,,
6:24.0,,,46-72,,Defensive rebound by L. James
6:11.0,,,46-72,,Turnover by J. Cunningham (turnover)
6:06.0,,,46-72,,Technical foul by Team
6:06.0,K. Korver makes technical free throw,1,47-72,,
6:06.0,,,47-72,,R. Jefferson enters the game for L. James
5:57.0,K. Korver makes 3-pt shot from 25 ft (assist by J. Teague),3,50-72,,
5:57.0,,,50-72,,Cleveland full timeout
5:57.0,M. Muscala enters the game for A. Horford,,50-72,,
5:57.0,D. Schroder enters the game for J. Teague,,50-72,,
5:46.0,,,50-72,,Turnover by J. Smith (bad pass; steal by P. Millsap)
5:36.0,K. Korver makes 3-pt shot from 24 ft (assist by D. Schroder),3,53-72,,
5:18.0,,,53-72,,T. Thompson misses 2-pt shot from 7 ft
5:17.0,Defensive rebound by M. Muscala,,53-72,,
5:06.0,D. Schroder makes 2-pt shot from 1 ft,2,55-72,,
4:52.0,Personal foul by K. Korver (drawn by R. Jefferson),,55-72,,
4:52.0,L. Patterson enters the game for T. Sefolosha,,55-72,,
4:36.0,,,55-72,,J. Smith misses 3-pt shot from 25 ft
4:36.0,Defensive rebound by P. Millsap,,55-72,,
4:36.0,,,55-72,,Technical foul by J. Smith
4:36.0,K. Korver misses technical free throw,,55-72,,
4:36.0,Offensive rebound by Team,,55-72,,
4:18.0,D. Schroder misses 2-pt shot at rim,,55-72,,
4:16.0,,,55-72,,Defensive rebound by J. Cunningham
3:54.0,,,55-74,2,K. Love makes 2-pt shot from 5 ft (assist by J. Smith)
3:42.0,Turnover by K. Korver (lost ball),,55-74,,
3:42.0,J. Holiday enters the game for K. Korver,,55-74,,
3:33.0,,,55-74,,Turnover by R. Jefferson (bad pass; steal by P. Millsap)
3:32.0,,,55-74,,Personal foul by R. Jefferson (drawn by J. Holiday)
3:32.0,J. Holiday makes free throw 1 of 2,1,56-74,,
3:32.0,J. Holiday misses free throw 2 of 2,,56-74,,
3:30.0,,,56-74,,Defensive rebound by K. Love
3:10.0,,,56-74,,J. Smith misses 2-pt shot from 3 ft
3:10.0,,,56-74,,Offensive rebound by Team
3:10.0,Loose ball foul by P. Millsap (drawn by T. Thompson),,56-74,,
3:10.0,,,56-75,1,T. Thompson makes free throw 1 of 2
3:10.0,,,56-75,,A. Varejao enters the game for K. Love
3:10.0,,,56-75,,T. Thompson misses free throw 2 of 2
3:10.0,Defensive rebound by Team,,56-75,,
3:10.0,,,56-75,,Personal foul by J. Smith (drawn by M. Muscala)
3:10.0,M. Muscala makes free throw 1 of 2,1,57-75,,
3:10.0,M. Muscala makes free throw 2 of 2,1,58-75,,
2:51.0,,,58-75,,J. Cunningham misses 2-pt shot from 8 ft
2:50.0,Defensive rebound by P. Millsap,,58-75,,
2:42.0,P. Millsap misses 2-pt shot from 1 ft,,58-75,,
2:41.0,Offensive rebound by P. Millsap,,58-75,,
2:41.0,P. Millsap misses 2-pt shot from 1 ft,,58-75,,
2:40.0,Offensive rebound by P. Millsap,,58-75,,
2:40.0,,,58-75,,Personal foul by J. Cunningham (drawn by P. Millsap)
2:40.0,P. Millsap misses free throw 1 of 2,,58-75,,
2:40.0,Offensive rebound by Team,,58-75,,
2:40.0,,,58-75,,L. James enters the game for J. Smith
2:40.0,P. Millsap makes free throw 2 of 2,1,59-75,,
2:20.0,,,59-77,2,L. James makes 2-pt shot from 13 ft
2:05.0,D. Schroder makes 3-pt shot from 24 ft (assist by P. Millsap),3,62-77,,
1:50.0,,,62-77,,T. Thompson misses 2-pt shot from 1 ft
1:47.0,Defensive rebound by P. Millsap,,62-77,,
1:43.0,P. Millsap misses 3-pt shot from 24 ft,,62-77,,
1:42.0,,,62-77,,Defensive rebound by R. Jefferson
1:29.0,,,62-77,,J. Cunningham misses 3-pt shot from 23 ft
1:27.0,Defensive rebound by Team,,62-77,,
1:27.0,A. Horford enters the game for P. Millsap,,62-77,,
1:24.0,Jump ball: J. Holiday vs. T. Thompson (A. Horford gains possession),,,,Jump ball: J. Holiday vs. T. Thompson (A. Horford gains possession)
1:16.0,J. Holiday misses 2-pt shot from 1 ft (block by L. James),,62-77,,
1:14.0,,,62-77,,Defensive rebound by A. Varejao
1:10.0,,,62-77,,Turnover by A. Varejao (bad pass; steal by D. Schroder)
1:05.0,D. Schroder makes 2-pt shot at rim,2,64-77,,
0:48.0,,,64-77,,L. James misses 2-pt shot from 22 ft
0:47.0,Defensive rebound by M. Muscala,,64-77,,
0:33.0,J. Holiday misses 2-pt shot from 1 ft,,64-77,,
0:32.0,Offensive rebound by D. Schroder,,64-77,,
0:32.0,D. Schroder misses 2-pt shot from 2 ft (block by T. Thompson),,64-77,,
0:31.0,,,64-77,,Defensive rebound by J. Cunningham
0:14.0,,,64-77,,Turnover by L. James (bad pass; steal by D. Schroder)
0:02.0,D. Schroder misses 3-pt shot from 26 ft,,64-77,,
0:00.0,Offensive rebound by Team,,64-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,64-77,,L. James misses 2-pt shot from 2 ft
11:40.0,Defensive rebound by A. Horford,,64-77,,
11:33.0,J. Holiday misses 3-pt shot from 23 ft,,64-77,,
11:33.0,,,64-77,,Defensive rebound by L. James
11:22.0,,,64-80,3,J. Jones makes 3-pt shot from 24 ft (assist by R. Jefferson)
11:08.0,Shooting foul by J. Jones (drawn by M. Muscala),,64-80,,
11:08.0,M. Muscala makes free throw 1 of 2,1,65-80,,
11:08.0,M. Muscala makes free throw 2 of 2,1,66-80,,
10:56.0,Personal foul by L. Patterson (drawn by L. James),,66-80,,
10:42.0,,,66-83,3,J. Jones makes 3-pt shot from 27 ft (assist by L. James)
10:21.0,Turnover by D. Schroder (traveling),,66-83,,
10:05.0,,,66-83,,Shooting foul by M. Muscala (drawn by L. James)
10:05.0,,,66-84,1,L. James makes free throw 1 of 2
10:05.0,T. Sefolosha enters the game for L. Patterson,,66-84,,
10:05.0,J. Teague enters the game for D. Schroder,,66-84,,
10:05.0,,,66-85,1,L. James makes free throw 2 of 2
9:51.0,A. Horford misses 2-pt shot from 14 ft,,66-85,,
9:51.0,,,66-85,,Defensive rebound by L. James
9:42.0,,,66-87,2,L. James makes 2-pt shot from 1 ft
9:38.0,Atlanta full timeout,,66-87,,
9:38.0,P. Millsap enters the game for M. Muscala,,66-87,,
9:27.0,A. Horford makes 2-pt shot from 16 ft (assist by P. Millsap),2,68-87,,
9:08.0,,,68-89,2,L. James makes 2-pt shot from 19 ft
8:51.0,T. Sefolosha misses 2-pt shot from 2 ft,,68-89,,
8:51.0,,,68-89,,Defensive rebound by J. Jones
8:47.0,,,68-89,,Turnover by L. James (bad pass; steal by J. Teague)
8:42.0,T. Sefolosha misses 2-pt shot from 2 ft (block by J. Jones),,68-89,,
8:41.0,Offensive rebound by A. Horford,,68-89,,
8:41.0,A. Horford makes 2-pt shot from 2 ft,2,70-89,,
8:41.0,Shooting foul by R. Jefferson (drawn by A. Horford),,70-89,,
8:41.0,,,70-89,,K. Love enters the game for J. Jones
8:41.0,A. Horford makes free throw 1 of 1,1,71-89,,
8:30.0,,,71-91,2,A. Varejao makes 2-pt shot at rim (assist by L. James)
8:30.0,,,71-91,,Shooting foul by T. Sefolosha (drawn by A. Varejao)
8:30.0,,,71-91,,J. Smith enters the game for R. Jefferson
8:30.0,K. Korver enters the game for J. Holiday,,71-91,,
8:30.0,,,71-92,1,A. Varejao makes free throw 1 of 1
8:08.0,J. Teague misses 2-pt shot from 5 ft,,71-92,,
8:07.0,Offensive rebound by P. Millsap,,71-92,,
8:01.0,,,71-92,,Personal foul by A. Varejao (drawn by J. Teague)
7:59.0,Shooting foul by M. Dellavedova (drawn by J. Teague),,71-92,,
7:59.0,J. Teague makes free throw 1 of 2,1,72-92,,
7:59.0,J. Teague makes free throw 2 of 2,1,73-92,,
7:35.0,,,73-92,,J. Smith misses 3-pt shot from 23 ft
7:34.0,Defensive rebound by K. Korver,,73-92,,
7:29.0,P. Millsap makes 2-pt shot from 6 ft (assist by J. Teague),2,75-92,,
7:29.0,Shooting foul by K. Love (drawn by P. Millsap),,75-92,,
7:29.0,,,75-92,,T. Thompson enters the game for A. Varejao
7:29.0,P. Millsap makes free throw 1 of 1,1,76-92,,
7:03.0,,,76-92,,J. Smith misses 2-pt shot from 5 ft
7:01.0,,,76-92,,Offensive rebound by T. Thompson
7:01.0,,,76-94,2,T. Thompson makes 2-pt shot from 1 ft
6:50.0,,,76-94,,Shooting block foul by K. Love (drawn by P. Millsap)
6:50.0,P. Millsap makes free throw 1 of 2,1,77-94,,
6:50.0,P. Millsap makes free throw 2 of 2,1,78-94,,
6:37.0,,,78-94,,T. Thompson misses 2-pt shot from 6 ft (block by A. Horford)
6:36.0,Defensive rebound by P. Millsap,,78-94,,
6:25.0,J. Teague misses 2-pt shot from 2 ft (block by T. Thompson),,78-94,,
6:24.0,Offensive rebound by P. Millsap,,78-94,,
6:21.0,K. Korver makes 2-pt shot from 20 ft (assist by P. Millsap),2,80-94,,
6:21.0,,,80-94,,Cleveland full timeout
6:00.0,,,80-96,2,L. James makes 2-pt shot from 8 ft
5:34.0,K. Korver misses 2-pt shot from 20 ft,,80-96,,
5:33.0,Offensive rebound by A. Horford,,80-96,,
5:24.0,P. Millsap misses 2-pt shot from 2 ft,,80-96,,
5:22.0,,,80-96,,Defensive rebound by T. Thompson
5:03.0,,,80-98,2,M. Dellavedova makes 2-pt shot from 7 ft (assist by K. Love)
