time,Boston,pts.away,score,pts.home,Atlanta
4:15.0,,,12-9,,M. Scott misses 2-pt shot from 4 ft (block by T. Rozier)
4:15.0,Defensive rebound by Team,,12-9,,
3:59.0,J. Crowder misses 3-pt shot from 24 ft,,12-9,,
3:57.0,Offensive rebound by M. Smart,,12-9,,
3:54.0,K. Olynyk misses 2-pt shot from 2 ft,,12-9,,
3:53.0,,,12-9,,Defensive rebound by A. Horford
3:36.0,,,12-9,,A. Horford misses 3-pt shot from 24 ft
3:34.0,Defensive rebound by T. Rozier,,12-9,,
3:19.0,T. Rozier misses 3-pt shot from 23 ft,,12-9,,
3:18.0,,,12-9,,Defensive rebound by A. Horford
3:04.0,,,12-9,,Shooting foul by M. Smart (drawn by T. Sefolosha)
3:04.0,,,12-10,1,T. Sefolosha makes free throw 1 of 2
3:04.0,,,12-10,,T. Hardaway enters the game for K. Korver
3:04.0,,,12-11,1,T. Sefolosha makes free throw 2 of 2
2:51.0,Turnover by I. Thomas (lost ball; steal by T. Sefolosha),,12-11,,
2:41.0,,,12-11,,A. Horford misses 2-pt shot from 11 ft
2:41.0,Defensive rebound by Team,,12-11,,
2:41.0,,,12-11,,Loose ball foul by M. Scott
2:41.0,Boston full timeout,,12-11,,
2:41.0,J. Sullinger enters the game for I. Thomas,,12-11,,
2:17.0,J. Sullinger misses 2-pt shot from 13 ft,,12-11,,
2:15.0,,,12-11,,Defensive rebound by M. Scott
2:08.0,,,12-13,2,D. Schroder makes 2-pt shot from 1 ft
1:46.0,M. Smart makes 3-pt shot from 27 ft (assist by K. Olynyk),3,15-13,,
1:19.0,,,15-13,,A. Horford misses 2-pt shot from 19 ft
1:17.0,Defensive rebound by T. Rozier,,15-13,,
1:04.0,K. Olynyk misses 3-pt shot from 24 ft,,15-13,,
1:03.0,,,15-13,,Defensive rebound by T. Hardaway
0:52.0,,,15-15,2,M. Scott makes 2-pt shot from 5 ft
0:31.0,J. Crowder makes 3-pt shot from 24 ft (assist by T. Rozier),3,18-15,,
0:20.0,,,18-15,,T. Sefolosha misses 3-pt shot from 25 ft
0:18.0,Defensive rebound by M. Smart,,18-15,,
0:11.0,T. Rozier makes 2-pt shot from 11 ft,2,20-15,,
0:03.0,,,20-15,,Offensive foul by A. Horford
0:03.0,,,20-15,,Turnover by A. Horford (offensive foul)
0:03.0,,,20-15,,M. Muscala enters the game for A. Horford
0:03.0,I. Thomas enters the game for J. Sullinger,,20-15,,
0:00.0,K. Olynyk misses 3-pt shot from 25 ft,,20-15,,
0:00.0,Offensive rebound by Team,,20-15,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,20-15,,M. Muscala misses 2-pt shot from 2 ft
11:48.0,Defensive rebound by Team,,20-15,,
11:39.0,J. Sullinger makes 2-pt shot from 21 ft (assist by M. Smart),2,22-15,,
11:23.0,,,22-15,,Turnover by T. Hardaway (lost ball; steal by E. Turner)
11:14.0,,,22-15,,K. Bazemore enters the game for T. Hardaway
11:01.0,Turnover by J. Sullinger (lost ball; steal by P. Millsap),,22-15,,
10:53.0,,,22-15,,K. Bazemore misses 3-pt shot from 22 ft
10:50.0,,,22-15,,Offensive rebound by M. Muscala
10:50.0,,,22-15,,M. Muscala misses 2-pt shot at rim
10:49.0,,,22-15,,Offensive rebound by M. Muscala
10:40.0,,,22-18,3,K. Bazemore makes 3-pt shot from 23 ft (assist by M. Muscala)
10:20.0,E. Turner makes 2-pt shot from 3 ft,2,24-18,,
10:04.0,,,24-18,,D. Schroder misses 2-pt shot from 21 ft
10:03.0,Defensive rebound by J. Jerebko,,24-18,,
9:49.0,M. Smart misses 3-pt shot from 26 ft,,24-18,,
9:48.0,,,24-18,,Defensive rebound by M. Muscala
9:41.0,,,24-18,,D. Schroder misses 2-pt shot from 2 ft
9:39.0,Defensive rebound by J. Jerebko,,24-18,,
9:30.0,J. Sullinger makes 3-pt shot from 24 ft (assist by M. Smart),3,27-18,,
9:12.0,,,27-18,,P. Millsap misses 2-pt shot from 13 ft
9:10.0,Defensive rebound by J. Sullinger,,27-18,,
8:59.0,E. Turner misses 2-pt shot from 1 ft (block by K. Bazemore),,27-18,,
8:57.0,,,27-18,,Defensive rebound by M. Muscala
8:36.0,,,27-18,,K. Bazemore misses 3-pt shot from 26 ft
8:35.0,,,27-18,,Offensive rebound by P. Millsap
8:34.0,,,27-18,,P. Millsap misses 2-pt shot at rim (block by E. Turner)
8:34.0,,,27-18,,Offensive rebound by P. Millsap
8:34.0,,,27-18,,Shooting foul by J. Sullinger (drawn by P. Millsap)
8:34.0,Official timeout,,27-18,,
8:34.0,,,27-18,,J. Teague enters the game for D. Schroder
8:34.0,,,27-18,,A. Horford enters the game for M. Muscala
8:34.0,I. Thomas enters the game for M. Smart,,27-18,,
8:34.0,,,27-19,1,P. Millsap makes free throw 1 of 2
8:34.0,,,27-19,,P. Millsap misses free throw 2 of 2
8:33.0,Defensive rebound by E. Turner,,27-19,,
8:13.0,Offensive charge foul by J. Jerebko,,27-19,,
8:13.0,Turnover by J. Jerebko (offensive foul),,27-19,,
8:13.0,A. Johnson enters the game for J. Sullinger,,27-19,,
7:56.0,,,27-19,,A. Horford misses 2-pt shot at rim
7:54.0,Defensive rebound by J. Jerebko,,27-19,,
7:31.0,J. Jerebko misses 3-pt shot from 23 ft,,27-19,,
7:30.0,,,27-19,,Defensive rebound by A. Horford
7:20.0,,,27-19,,A. Horford misses 2-pt shot from 17 ft
7:19.0,Defensive rebound by J. Jerebko,,27-19,,
7:03.0,,,27-19,,Violation by A. Horford (kicked ball)
7:01.0,Turnover by E. Turner (lost ball; steal by K. Korver),,27-19,,
6:52.0,,,27-19,,K. Bazemore misses 3-pt shot from 25 ft
6:50.0,,,27-19,,Offensive rebound by P. Millsap
6:47.0,,,27-19,,Turnover by K. Korver (traveling)
6:35.0,J. Jerebko makes 2-pt shot from 1 ft (assist by E. Turner),2,29-19,,
6:23.0,,,29-19,,P. Millsap misses 3-pt shot from 24 ft
6:22.0,Defensive rebound by T. Rozier,,29-19,,
6:08.0,I. Thomas misses 3-pt shot from 25 ft,,29-19,,
6:07.0,,,29-19,,Defensive rebound by A. Horford
6:00.0,,,29-21,2,P. Millsap makes 2-pt shot from 2 ft (assist by A. Horford)
5:41.0,Turnover by I. Thomas (traveling),,29-21,,
5:41.0,,,29-21,,Atlanta full timeout
5:41.0,,,29-21,,M. Scott enters the game for K. Bazemore
5:41.0,,,29-21,,T. Sefolosha enters the game for A. Horford
5:41.0,J. Crowder enters the game for J. Jerebko,,29-21,,
5:41.0,M. Smart enters the game for T. Rozier,,29-21,,
5:29.0,,,29-24,3,M. Scott makes 3-pt shot from 23 ft (assist by T. Sefolosha)
5:15.0,M. Smart misses 2-pt shot from 1 ft (block by P. Millsap),,29-24,,
5:13.0,Offensive rebound by A. Johnson,,29-24,,
5:12.0,A. Johnson makes 2-pt shot at rim,2,31-24,,
5:00.0,,,31-26,2,P. Millsap makes 2-pt shot from 14 ft (assist by J. Teague)
4:48.0,M. Smart misses 3-pt shot from 24 ft,,31-26,,
4:45.0,,,31-26,,Defensive rebound by M. Scott
4:26.0,,,31-29,3,J. Teague makes 3-pt shot from 24 ft (assist by P. Millsap)
4:09.0,I. Thomas misses 2-pt shot from 10 ft,,31-29,,
4:08.0,,,31-29,,Defensive rebound by T. Sefolosha
4:05.0,,,31-29,,Shooting foul by J. Crowder (drawn by J. Teague)
4:05.0,,,31-29,,J. Teague misses free throw 1 of 2
4:05.0,,,31-29,,Offensive rebound by Team
4:05.0,J. Jerebko enters the game for A. Johnson,,31-29,,
4:05.0,,,31-29,,K. Bazemore enters the game for K. Korver
4:05.0,,,31-30,1,J. Teague makes free throw 2 of 2
3:51.0,J. Crowder misses 3-pt shot from 24 ft,,31-30,,
3:50.0,,,31-30,,Defensive rebound by K. Bazemore
3:40.0,,,31-32,2,M. Scott makes 2-pt shot from 8 ft
3:37.0,Boston full timeout,,31-32,,
3:27.0,Shooting foul by M. Scott (drawn by J. Jerebko),,31-32,,
3:27.0,J. Jerebko makes free throw 1 of 2,1,32-32,,
3:27.0,J. Jerebko makes free throw 2 of 2,1,33-32,,
3:18.0,,,33-34,2,P. Millsap makes 2-pt shot from 11 ft (assist by T. Sefolosha)
2:57.0,J. Crowder misses 2-pt shot from 1 ft,,33-34,,
2:55.0,,,33-34,,Defensive rebound by T. Sefolosha
2:36.0,,,33-37,3,K. Bazemore makes 3-pt shot from 24 ft (assist by P. Millsap)
2:18.0,J. Jerebko makes 2-pt shot from 15 ft (assist by J. Crowder),2,35-37,,
2:03.0,,,35-39,2,M. Scott makes 2-pt shot from 5 ft (assist by P. Millsap)
1:45.0,E. Turner misses 2-pt shot from 1 ft,,35-39,,
1:43.0,,,35-39,,Defensive rebound by P. Millsap
1:37.0,,,35-42,3,K. Bazemore makes 3-pt shot from 24 ft (assist by P. Millsap)
1:16.0,Turnover by E. Turner (lost ball; steal by T. Sefolosha),,35-42,,
1:09.0,,,35-45,3,K. Bazemore makes 3-pt shot from 23 ft (assist by T. Sefolosha)
1:05.0,Boston full timeout,,35-45,,
1:05.0,J. Sullinger enters the game for J. Crowder,,35-45,,
1:05.0,K. Olynyk enters the game for J. Jerebko,,35-45,,
0:50.0,J. Sullinger makes 2-pt shot from 12 ft (assist by K. Olynyk),2,37-45,,
0:32.0,,,37-47,2,J. Teague makes 2-pt shot from 18 ft
0:12.0,,,37-47,,Shooting block foul by P. Millsap (drawn by E. Turner)
0:12.0,E. Turner makes free throw 1 of 2,1,38-47,,
0:12.0,,,38-47,,K. Korver enters the game for T. Sefolosha
0:12.0,,,38-47,,T. Hardaway enters the game for P. Millsap
0:12.0,J. Crowder enters the game for K. Olynyk,,38-47,,
0:12.0,J. Jerebko enters the game for J. Sullinger,,38-47,,
0:12.0,E. Turner makes free throw 2 of 2,1,39-47,,
0:00.0,,,39-47,,J. Teague misses 2-pt shot from 18 ft
0:00.0,,,39-47,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,39-49,2,A. Horford makes 2-pt shot from 18 ft (assist by P. Millsap)
11:29.0,J. Crowder misses 2-pt shot from 2 ft,,39-49,,
11:26.0,,,39-49,,Defensive rebound by Team
11:21.0,,,39-49,,K. Korver misses 3-pt shot from 23 ft
11:20.0,Defensive rebound by I. Thomas,,39-49,,
11:13.0,I. Thomas misses 2-pt shot from 9 ft,,39-49,,
11:10.0,,,39-49,,Defensive rebound by P. Millsap
11:07.0,Personal block foul by I. Thomas,,39-49,,
10:55.0,,,39-49,,Turnover by P. Millsap (lost ball; steal by J. Jerebko)
10:50.0,Turnover by I. Thomas (lost ball; steal by A. Horford),,39-49,,
10:33.0,,,39-49,,J. Teague misses 2-pt shot from 2 ft (block by J. Crowder)
10:31.0,Defensive rebound by E. Turner,,39-49,,
10:21.0,I. Thomas makes 2-pt shot from 11 ft (assist by E. Turner),2,41-49,,
10:12.0,,,41-51,2,J. Teague makes 2-pt shot from 2 ft
9:57.0,Shooting foul by K. Bazemore (drawn by E. Turner),,41-51,,
9:57.0,E. Turner makes free throw 1 of 2,1,42-51,,
9:57.0,E. Turner makes free throw 2 of 2,1,43-51,,
9:36.0,,,43-53,2,K. Korver makes 2-pt shot from 1 ft (assist by P. Millsap)
9:23.0,Turnover by A. Johnson (lost ball; steal by K. Korver),,43-53,,
9:18.0,,,43-53,,K. Bazemore misses 2-pt shot at rim
9:17.0,,,43-53,,Offensive rebound by A. Horford
9:14.0,,,43-53,,K. Bazemore misses 3-pt shot from 24 ft
9:13.0,,,43-53,,Offensive rebound by A. Horford
9:12.0,,,43-53,,A. Horford misses 2-pt shot from 1 ft
9:10.0,Defensive rebound by E. Turner,,43-53,,
9:06.0,I. Thomas misses 3-pt shot from 24 ft,,43-53,,
9:04.0,Offensive rebound by J. Jerebko,,43-53,,
9:03.0,Turnover by J. Jerebko (lost ball),,43-53,,
8:53.0,,,43-53,,Turnover by J. Teague (lost ball; steal by J. Jerebko)
8:49.0,E. Turner makes 2-pt shot from 12 ft,2,45-53,,
8:28.0,,,45-53,,K. Korver misses 3-pt shot from 25 ft
8:26.0,Defensive rebound by A. Johnson,,45-53,,
8:16.0,E. Turner makes 3-pt shot from 25 ft (assist by J. Jerebko),3,48-53,,
8:02.0,,,48-53,,Shooting foul by I. Thomas (drawn by J. Teague)
8:02.0,,,48-54,1,J. Teague makes free throw 1 of 2
8:02.0,J. Sullinger enters the game for A. Johnson,,48-54,,
8:02.0,,,48-55,1,J. Teague makes free throw 2 of 2
7:52.0,E. Turner misses 2-pt shot from 17 ft,,48-55,,
7:50.0,Offensive rebound by J. Sullinger,,48-55,,
7:49.0,J. Sullinger makes 2-pt shot at rim,2,50-55,,
7:40.0,,,50-57,2,A. Horford makes 2-pt shot from 11 ft
7:29.0,Shooting foul by K. Korver (drawn by J. Sullinger),,50-57,,
7:29.0,J. Sullinger makes free throw 1 of 2,1,51-57,,
7:29.0,J. Sullinger misses free throw 2 of 2,,51-57,,
7:28.0,,,51-57,,Defensive rebound by K. Bazemore
7:17.0,,,51-60,3,K. Korver makes 3-pt shot from 25 ft (assist by J. Teague)
6:59.0,Turnover by E. Turner (lost ball; steal by K. Korver),,51-60,,
6:55.0,,,51-62,2,K. Korver makes 2-pt shot from 1 ft (assist by A. Horford)
6:49.0,,,51-62,,Personal foul by J. Teague
6:49.0,M. Smart enters the game for J. Crowder,,51-62,,
6:42.0,I. Thomas makes 2-pt shot at rim,2,53-62,,
6:32.0,,,53-64,2,J. Teague makes 2-pt shot from 4 ft
6:24.0,Turnover by E. Turner (lost ball; steal by K. Korver),,53-64,,
6:17.0,,,53-64,,K. Bazemore misses 3-pt shot from 24 ft
6:14.0,Defensive rebound by E. Turner,,53-64,,
6:03.0,J. Sullinger misses 3-pt shot from 26 ft,,53-64,,
6:02.0,Offensive rebound by Team,,53-64,,
6:02.0,Boston full timeout,,53-64,,
6:02.0,,,53-64,,M. Scott enters the game for A. Horford
6:02.0,,,53-64,,T. Sefolosha enters the game for K. Korver
5:53.0,E. Turner makes 2-pt shot from 1 ft,2,55-64,,
5:40.0,,,55-66,2,K. Bazemore makes 2-pt shot at rim (assist by J. Teague)
5:28.0,Shooting foul by J. Teague (drawn by M. Smart),,55-66,,
5:28.0,M. Smart makes free throw 1 of 2,1,56-66,,
5:28.0,,,56-66,,D. Schroder enters the game for J. Teague
5:28.0,,,56-66,,K. Korver enters the game for K. Bazemore
5:28.0,M. Smart makes free throw 2 of 2,1,57-66,,
5:19.0,,,57-69,3,K. Korver makes 3-pt shot from 25 ft (assist by T. Sefolosha)
5:00.0,J. Sullinger misses 2-pt shot from 1 ft,,57-69,,
4:59.0,Offensive rebound by J. Sullinger,,57-69,,
4:59.0,Turnover by J. Sullinger (lost ball; steal by T. Sefolosha),,57-69,,
4:59.0,Jump ball: T. Sefolosha vs. J. Sullinger (K. Korver gains possession),,,,Jump ball: T. Sefolosha vs. J. Sullinger (K. Korver gains possession)
4:53.0,,,57-71,2,D. Schroder makes 2-pt shot at rim (assist by K. Korver)
4:42.0,Shooting foul by P. Millsap (drawn by I. Thomas),,57-71,,
4:42.0,I. Thomas misses free throw 1 of 2,,57-71,,
4:42.0,Offensive rebound by Team,,57-71,,
4:42.0,K. Olynyk enters the game for J. Jerebko,,57-71,,
4:42.0,I. Thomas makes free throw 2 of 2,1,58-71,,
4:27.0,,,58-74,3,M. Scott makes 3-pt shot from 26 ft (assist by D. Schroder)
4:07.0,J. Sullinger misses 2-pt shot from 19 ft,,58-74,,
4:05.0,,,58-74,,Defensive rebound by T. Sefolosha
3:47.0,,,58-77,3,D. Schroder makes 3-pt shot from 25 ft (assist by T. Sefolosha)
3:30.0,I. Thomas misses 2-pt shot from 2 ft,,58-77,,
3:29.0,,,58-77,,Defensive rebound by P. Millsap
3:20.0,,,58-80,3,P. Millsap makes 3-pt shot from 24 ft (assist by T. Sefolosha)
3:20.0,Boston full timeout,,58-80,,
3:20.0,,,58-80,,A. Horford enters the game for P. Millsap
3:02.0,J. Sullinger misses 2-pt shot from 11 ft (block by A. Horford),,58-80,,
3:00.0,,,58-80,,Defensive rebound by Team
2:46.0,,,58-80,,M. Scott misses 3-pt shot from 26 ft
2:44.0,,,58-80,,Offensive rebound by T. Sefolosha
2:44.0,,,58-82,2,T. Sefolosha makes 2-pt shot from 1 ft
2:26.0,Turnover by K. Olynyk (lost ball; steal by K. Korver),,58-82,,
2:23.0,,,58-82,,Turnover by K. Korver (bad pass)
2:23.0,,,58-82,,Atlanta full timeout
2:23.0,T. Rozier enters the game for I. Thomas,,58-82,,
2:23.0,J. Crowder enters the game for J. Sullinger,,58-82,,
2:19.0,Turnover by T. Rozier (lost ball; steal by D. Schroder),,58-82,,
2:15.0,,,58-84,2,D. Schroder makes 2-pt shot from 1 ft
2:00.0,Turnover by M. Smart (step out of bounds),,58-84,,
1:47.0,,,58-84,,T. Sefolosha misses 2-pt shot from 2 ft
1:47.0,,,58-84,,Offensive rebound by Team
1:47.0,Loose ball foul by J. Crowder,,58-84,,
1:47.0,,,58-84,,T. Hardaway enters the game for K. Korver
1:36.0,,,58-84,,Turnover by D. Schroder (lost ball; steal by M. Smart)
1:31.0,M. Smart misses 2-pt shot from 2 ft,,58-84,,
1:29.0,,,58-84,,Defensive rebound by M. Scott
1:25.0,,,58-84,,Turnover by T. Sefolosha (lost ball; steal by K. Olynyk)
1:22.0,Shooting foul by M. Scott (drawn by M. Smart),,58-84,,
1:22.0,M. Smart makes free throw 1 of 2,1,59-84,,
1:22.0,M. Smart misses free throw 2 of 2,,59-84,,
1:21.0,,,59-84,,Defensive rebound by A. Horford
1:08.0,,,59-84,,Shooting foul by J. Crowder (drawn by A. Horford)
1:08.0,,,59-85,1,A. Horford makes free throw 1 of 2
1:08.0,,,59-86,1,A. Horford makes free throw 2 of 2
0:46.0,J. Crowder makes 3-pt shot from 24 ft (assist by T. Rozier),3,62-86,,
0:30.0,,,62-88,2,M. Scott makes 2-pt shot from 2 ft (assist by D. Schroder)
0:30.0,,,62-88,,Shooting foul by K. Olynyk (drawn by M. Scott)
0:30.0,,,62-89,1,M. Scott makes free throw 1 of 1
0:18.0,Turnover by K. Olynyk (lost ball; steal by M. Scott),,62-89,,
0:02.0,,,62-89,,D. Schroder misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by J. Crowder,,62-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,I. Thomas misses 3-pt shot from 25 ft,,62-89,,
11:44.0,,,62-89,,Defensive rebound by T. Sefolosha
11:37.0,,,62-91,2,T. Sefolosha makes 2-pt shot at rim (assist by A. Horford)
11:35.0,,,62-91,,Technical foul by D. Schroder
11:35.0,I. Thomas misses technical free throw,,62-91,,
11:35.0,Offensive rebound by Team,,62-91,,
11:35.0,,,62-91,,K. Hinrich enters the game for D. Schroder
11:35.0,R. Hunter enters the game for M. Smart,,62-91,,
11:20.0,I. Thomas misses 2-pt shot from 1 ft,,62-91,,
11:19.0,,,62-91,,Defensive rebound by A. Horford
11:19.0,Personal foul by R. Hunter,,62-91,,
11:05.0,,,62-91,,T. Hardaway misses 3-pt shot from 25 ft
11:03.0,Defensive rebound by R. Hunter,,62-91,,
10:49.0,J. Crowder misses 3-pt shot from 25 ft,,62-91,,
10:47.0,,,62-91,,Defensive rebound by T. Hardaway
10:43.0,,,62-93,2,M. Scott makes 2-pt shot at rim (assist by T. Hardaway)
10:25.0,I. Thomas makes 2-pt shot at rim (assist by T. Rozier),2,64-93,,
10:14.0,Personal foul by I. Thomas,,64-93,,
10:14.0,M. Smart enters the game for I. Thomas,,64-93,,
10:14.0,,,64-93,,M. Muscala enters the game for A. Horford
10:04.0,,,64-95,2,K. Hinrich makes 2-pt shot from 17 ft
9:48.0,J. Crowder makes 2-pt shot from 1 ft,2,66-95,,
9:30.0,,,66-95,,T. Hardaway misses 3-pt shot from 25 ft
9:28.0,Defensive rebound by R. Hunter,,66-95,,
9:18.0,R. Hunter misses 2-pt shot from 14 ft,,66-95,,
9:16.0,,,66-95,,Defensive rebound by K. Hinrich
9:02.0,,,66-95,,K. Hinrich misses 3-pt shot from 24 ft
9:00.0,Defensive rebound by R. Hunter,,66-95,,
8:48.0,Shooting foul by M. Scott (drawn by T. Zeller),,66-95,,
8:48.0,Official timeout,,66-95,,
8:48.0,,,66-95,,L. Patterson enters the game for M. Scott
8:48.0,,,66-95,,K. Humphries enters the game for T. Sefolosha
8:48.0,J. Mickey enters the game for J. Crowder,,66-95,,
8:48.0,T. Zeller makes free throw 1 of 2,1,67-95,,
8:48.0,J. Young enters the game for M. Smart,,67-95,,
8:48.0,T. Zeller makes free throw 2 of 2,1,68-95,,
8:34.0,,,68-95,,K. Hinrich misses 2-pt shot from 22 ft
8:32.0,,,68-95,,Offensive rebound by K. Humphries
8:32.0,,,68-95,,K. Humphries misses 2-pt shot from 1 ft
8:30.0,,,68-95,,Offensive rebound by M. Muscala
8:28.0,,,68-95,,L. Patterson misses 3-pt shot from 24 ft
8:26.0,Defensive rebound by T. Zeller,,68-95,,
8:14.0,R. Hunter misses 3-pt shot from 25 ft,,68-95,,
8:13.0,,,68-95,,Defensive rebound by L. Patterson
7:56.0,,,68-98,3,K. Humphries makes 3-pt shot from 24 ft (assist by K. Hinrich)
7:46.0,J. Mickey misses 2-pt shot from 17 ft,,68-98,,
7:44.0,,,68-98,,Defensive rebound by L. Patterson
7:28.0,,,68-101,3,K. Humphries makes 3-pt shot from 25 ft (assist by K. Hinrich)
7:12.0,J. Young makes 2-pt shot from 18 ft (assist by J. Mickey),2,70-101,,
6:49.0,,,70-101,,M. Muscala misses 3-pt shot from 23 ft
6:48.0,,,70-101,,Offensive rebound by K. Humphries
6:36.0,,,70-101,,Turnover by K. Humphries (bad pass)
6:15.0,J. Mickey makes 2-pt shot at rim (assist by T. Rozier),2,72-101,,
6:02.0,,,72-101,,L. Patterson misses 2-pt shot from 2 ft (block by J. Mickey)
6:02.0,,,72-101,,Offensive rebound by Team
5:54.0,,,72-101,,M. Muscala misses 2-pt shot from 1 ft (block by T. Zeller)
5:52.0,Defensive rebound by T. Zeller,,72-101,,
5:41.0,T. Rozier misses 2-pt shot from 19 ft,,72-101,,
