time,New York,pts.away,score,pts.home,Philadelphia
5:42.0,,,16-11,,I. Canaan misses 2-pt shot from 3 ft
5:41.0,Defensive rebound by K. Porzingis,,16-11,,
5:26.0,A. Afflalo misses 2-pt shot from 5 ft,,16-11,,
5:25.0,,,16-11,,Defensive rebound by H. Thompson
5:21.0,Violation by K. Porzingis (def goaltending),,16-11,,
5:21.0,,,16-13,2,T. Wroten makes 2-pt shot from 1 ft
5:07.0,C. Anthony makes 2-pt shot from 16 ft,2,18-13,,
4:54.0,,,18-13,,Turnover by T. Wroten (bad pass)
4:54.0,,,18-13,,J. Sampson enters the game for I. Canaan
4:54.0,,,18-13,,R. Holmes enters the game for J. Okafor
4:54.0,L. Thomas enters the game for K. Porzingis,,18-13,,
4:37.0,L. Thomas makes 2-pt shot from 17 ft (assist by C. Anthony),2,20-13,,
4:20.0,,,20-13,,H. Thompson misses 3-pt shot from 24 ft
4:19.0,Defensive rebound by J. Calderon,,20-13,,
4:10.0,,,20-13,,Def 3 sec tech foul by R. Holmes
4:10.0,C. Anthony makes technical free throw,1,21-13,,
4:10.0,K. O'Quinn enters the game for R. Lopez,,21-13,,
4:05.0,,,21-13,,Loose ball foul by T. Wroten (drawn by J. Calderon)
4:05.0,J. Calderon makes free throw 1 of 2,1,22-13,,
4:05.0,J. Calderon misses free throw 2 of 2,,22-13,,
4:03.0,,,22-13,,Defensive rebound by H. Thompson
3:51.0,,,22-13,,R. Holmes misses 2-pt shot from 1 ft (block by A. Afflalo)
3:51.0,,,22-13,,Offensive rebound by Team
3:42.0,,,22-15,2,J. Sampson makes 2-pt shot from 2 ft
3:31.0,K. O'Quinn makes 2-pt shot from 1 ft (assist by J. Calderon),2,24-15,,
3:22.0,,,24-15,,R. Holmes misses 3-pt shot from 25 ft
3:21.0,Defensive rebound by A. Afflalo,,24-15,,
3:05.0,Turnover by C. Anthony (3 sec),,24-15,,
2:56.0,,,24-17,2,T. Wroten makes 2-pt shot from 1 ft
2:45.0,K. O'Quinn misses 2-pt shot from 20 ft,,24-17,,
2:43.0,,,24-17,,Defensive rebound by J. Sampson
2:39.0,,,24-17,,Shooting foul by K. O'Quinn (drawn by J. Sampson)
2:39.0,New York full timeout,,24-17,,
2:39.0,,,24-17,,T. McConnell enters the game for H. Thompson
2:39.0,,,24-17,,N. Noel enters the game for R. Holmes
2:39.0,L. Galloway enters the game for J. Calderon,,24-17,,
2:39.0,,,24-17,,J. Sampson misses free throw 1 of 2
2:39.0,,,24-17,,Offensive rebound by Team
2:39.0,,,24-17,,J. Sampson misses free throw 2 of 2
2:38.0,Defensive rebound by A. Afflalo,,24-17,,
2:13.0,C. Anthony makes 2-pt shot from 15 ft (assist by K. O'Quinn),2,26-17,,
1:59.0,,,26-19,2,N. Noel makes 2-pt shot at rim (assist by T. Wroten)
1:38.0,A. Afflalo makes 2-pt shot from 1 ft,2,28-19,,
1:32.0,,,28-21,2,T. Wroten makes 2-pt shot at rim
1:13.0,Shooting foul by J. Sampson (drawn by C. Anthony),,28-21,,
1:13.0,C. Anthony makes free throw 1 of 2,1,29-21,,
1:13.0,,,29-21,,I. Canaan enters the game for T. Wroten
1:13.0,J. Grant enters the game for A. Afflalo,,29-21,,
1:13.0,C. Anthony makes free throw 2 of 2,1,30-21,,
0:59.0,,,30-21,,Turnover by J. Sampson (lost ball; steal by L. Galloway)
0:49.0,K. O'Quinn misses 2-pt shot from 1 ft (block by J. Grant),,30-21,,
0:47.0,Offensive rebound by L. Thomas,,30-21,,
0:43.0,L. Thomas misses 2-pt shot from 2 ft (block by N. Noel),,30-21,,
0:40.0,,,30-21,,Defensive rebound by J. Sampson
0:30.0,,,30-21,,J. Sampson misses 3-pt shot from 26 ft
0:29.0,Defensive rebound by J. Grant,,30-21,,
0:04.0,Turnover by L. Thomas (bad pass; steal by J. Grant),,30-21,,
0:02.0,,,30-21,,J. Grant misses 3-pt shot from 36 ft
0:01.0,,,30-21,,Offensive rebound by T. McConnell
0:01.0,,,30-23,2,T. McConnell makes 2-pt shot at rim
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,D. Williams misses 3-pt shot from 23 ft,,30-23,,
11:40.0,Offensive rebound by K. O'Quinn,,30-23,,
11:40.0,Shooting foul by R. Covington (drawn by K. O'Quinn),,30-23,,
11:40.0,K. O'Quinn makes free throw 1 of 2,1,31-23,,
11:40.0,,,31-23,,R. Holmes enters the game for R. Covington
11:40.0,K. O'Quinn makes free throw 2 of 2,1,32-23,,
11:31.0,,,32-23,,T. McConnell misses 2-pt shot from 17 ft
11:30.0,Defensive rebound by K. O'Quinn,,32-23,,
11:22.0,Shooting foul by N. Noel (drawn by L. Thomas),,32-23,,
11:22.0,L. Thomas makes free throw 1 of 2,1,33-23,,
11:22.0,L. Thomas makes free throw 2 of 2,1,34-23,,
11:09.0,,,34-23,,Shooting foul by L. Thomas (drawn by H. Thompson)
11:09.0,,,34-23,,H. Thompson misses free throw 1 of 2
11:09.0,,,34-23,,Offensive rebound by Team
11:09.0,,,34-23,,H. Thompson misses free throw 2 of 2
11:07.0,Defensive rebound by D. Williams,,34-23,,
10:50.0,L. Thomas makes 2-pt shot from 5 ft,2,36-23,,
10:43.0,,,36-23,,Philadelphia full timeout
10:43.0,,,36-23,,K. Marshall enters the game for T. McConnell
10:33.0,Personal foul by L. Galloway (drawn by N. Noel),,36-23,,
10:19.0,,,36-26,3,I. Canaan makes 3-pt shot from 25 ft
10:01.0,D. Williams makes 2-pt shot from 18 ft (assist by L. Galloway),2,38-26,,
9:51.0,Violation by D. Williams (kicked ball),,38-26,,
9:49.0,Personal foul by L. Galloway (drawn by K. Marshall),,38-26,,
9:43.0,,,38-26,,Turnover by K. Marshall (bad pass; steal by D. Williams)
9:39.0,Shooting foul by K. Marshall (drawn by D. Williams),,38-26,,
9:39.0,D. Williams misses free throw 1 of 2,,38-26,,
9:39.0,Offensive rebound by Team,,38-26,,
9:39.0,D. Williams makes free throw 2 of 2,1,39-26,,
9:29.0,,,39-28,2,R. Holmes makes 2-pt shot at rim (assist by I. Canaan)
9:12.0,L. Galloway misses 2-pt shot from 16 ft,,39-28,,
9:09.0,Offensive rebound by L. Thomas,,39-28,,
9:07.0,L. Thomas makes 3-pt shot from 25 ft,3,42-28,,
8:50.0,,,42-30,2,R. Holmes makes 2-pt shot at rim (assist by K. Marshall)
8:42.0,New York full timeout,,42-30,,
8:42.0,K. Porzingis enters the game for K. O'Quinn,,42-30,,
8:42.0,,,42-30,,N. Stauskas enters the game for N. Noel
8:42.0,,,42-30,,J. Okafor enters the game for H. Thompson
8:23.0,Turnover by K. Porzingis (lost ball; steal by R. Holmes),,42-30,,
8:05.0,,,42-30,,I. Canaan misses 3-pt shot from 27 ft
8:03.0,Defensive rebound by D. Williams,,42-30,,
7:58.0,D. Williams makes 2-pt shot at rim,2,44-30,,
7:44.0,,,44-30,,Turnover by R. Holmes (lost ball; steal by L. Thomas)
7:39.0,D. Williams makes 2-pt shot at rim (assist by L. Galloway),2,46-30,,
7:31.0,,,46-30,,Philadelphia full timeout
7:31.0,A. Afflalo enters the game for L. Galloway,,46-30,,
7:31.0,C. Anthony enters the game for L. Thomas,,46-30,,
7:31.0,,,46-30,,J. Sampson enters the game for I. Canaan
7:18.0,,,46-32,2,R. Holmes makes 2-pt shot at rim (assist by K. Marshall)
6:56.0,A. Afflalo makes 2-pt shot from 12 ft (assist by C. Anthony),2,48-32,,
6:40.0,,,48-34,2,J. Okafor makes 2-pt shot at rim
6:29.0,J. Grant makes 2-pt shot at rim,2,50-34,,
6:18.0,,,50-34,,Turnover by K. Marshall (bad pass; steal by K. Porzingis)
6:17.0,,,50-34,,Personal foul by R. Holmes (drawn by D. Williams)
6:17.0,,,50-34,,T. Wroten enters the game for K. Marshall
6:17.0,,,50-34,,J. Grant enters the game for R. Holmes
5:59.0,C. Anthony misses 2-pt shot from 14 ft,,50-34,,
5:57.0,,,50-34,,Defensive rebound by J. Okafor
5:52.0,,,50-34,,Turnover by T. Wroten (bad pass)
5:38.0,J. Grant makes 2-pt shot at rim (assist by C. Anthony),2,52-34,,
5:22.0,,,52-34,,J. Okafor misses 2-pt shot from 16 ft
5:20.0,Defensive rebound by D. Williams,,52-34,,
5:17.0,,,52-34,,Personal block foul by J. Grant (drawn by D. Williams)
5:17.0,D. Williams makes free throw 1 of 2,1,53-34,,
5:17.0,D. Williams misses free throw 2 of 2,,53-34,,
5:16.0,,,53-34,,Defensive rebound by J. Okafor
4:58.0,,,53-34,,T. Wroten misses 2-pt shot from 2 ft
4:56.0,Defensive rebound by K. Porzingis,,53-34,,
4:34.0,C. Anthony misses 3-pt shot from 24 ft,,53-34,,
4:33.0,Offensive rebound by A. Afflalo,,53-34,,
4:28.0,K. Porzingis misses 2-pt shot from 2 ft,,53-34,,
4:26.0,,,53-34,,Defensive rebound by T. Wroten
4:22.0,,,53-34,,Shooting foul by D. Williams (drawn by T. Wroten)
4:22.0,,,53-35,1,T. Wroten makes free throw 1 of 2
4:22.0,,,53-35,,I. Canaan enters the game for J. Sampson
4:22.0,,,53-35,,R. Covington enters the game for N. Stauskas
4:22.0,J. Calderon enters the game for J. Grant,,53-35,,
4:22.0,,,53-36,1,T. Wroten makes free throw 2 of 2
4:07.0,A. Afflalo makes 3-pt shot from 22 ft (assist by J. Calderon),3,56-36,,
3:51.0,,,56-36,,T. Wroten misses 2-pt shot from 2 ft (block by K. Porzingis)
3:51.0,,,56-36,,Offensive rebound by Team
3:42.0,,,56-38,2,T. Wroten makes 2-pt shot from 1 ft
3:32.0,C. Anthony misses 2-pt shot from 2 ft,,56-38,,
3:30.0,,,56-38,,Defensive rebound by T. Wroten
3:15.0,,,56-40,2,J. Okafor makes 2-pt shot from 1 ft (assist by I. Canaan)
3:02.0,Shooting foul by J. Grant (drawn by C. Anthony),,56-40,,
3:02.0,C. Anthony misses free throw 1 of 2,,56-40,,
3:02.0,Offensive rebound by Team,,56-40,,
3:02.0,R. Lopez enters the game for D. Williams,,56-40,,
3:02.0,C. Anthony makes free throw 2 of 2,1,57-40,,
2:49.0,,,57-40,,T. Wroten misses 2-pt shot from 1 ft (block by K. Porzingis)
2:49.0,,,57-40,,Offensive rebound by Team
2:49.0,Official timeout,,57-40,,
2:38.0,,,57-40,,I. Canaan misses 3-pt shot from 26 ft
2:36.0,Defensive rebound by C. Anthony,,57-40,,
2:22.0,A. Afflalo makes 2-pt shot from 3 ft (assist by C. Anthony),2,59-40,,
2:11.0,,,59-40,,R. Covington misses 3-pt shot from 27 ft
2:09.0,Defensive rebound by A. Afflalo,,59-40,,
2:03.0,K. Porzingis makes 2-pt shot at rim (assist by A. Afflalo),2,61-40,,
2:03.0,,,61-40,,Philadelphia full timeout
2:03.0,,,61-40,,H. Thompson enters the game for R. Covington
1:51.0,Personal foul by R. Lopez (drawn by J. Okafor),,61-40,,
1:51.0,,,61-41,1,J. Okafor makes free throw 1 of 2
1:51.0,,,61-41,,N. Noel enters the game for J. Grant
1:51.0,,,61-41,,J. Okafor misses free throw 2 of 2
1:48.0,Defensive rebound by R. Lopez,,61-41,,
1:35.0,,,61-41,,Personal foul by H. Thompson (drawn by C. Anthony)
1:35.0,C. Anthony makes free throw 1 of 2,1,62-41,,
1:35.0,C. Anthony makes free throw 2 of 2,1,63-41,,
1:27.0,Def 3 sec tech foul by K. Porzingis,,63-41,,
1:27.0,,,63-41,,I. Canaan misses technical free throw
1:27.0,,,63-41,,Offensive rebound by Team
1:17.0,,,63-44,3,H. Thompson makes 3-pt shot from 26 ft (assist by T. Wroten)
1:03.0,R. Lopez misses 2-pt shot from 22 ft,,63-44,,
1:01.0,Offensive rebound by C. Anthony,,63-44,,
1:01.0,C. Anthony makes 2-pt shot from 1 ft,2,65-44,,
0:54.0,,,65-44,,H. Thompson misses 3-pt shot from 27 ft
0:53.0,Defensive rebound by C. Anthony,,65-44,,
0:49.0,Turnover by C. Anthony (bad pass),,65-44,,
0:49.0,K. O'Quinn enters the game for R. Lopez,,65-44,,
0:34.0,,,65-44,,I. Canaan misses 2-pt shot from 10 ft
0:32.0,Defensive rebound by J. Calderon,,65-44,,
0:27.0,A. Afflalo misses 3-pt shot from 24 ft,,65-44,,
0:24.0,,,65-44,,Defensive rebound by N. Noel
0:02.0,,,65-44,,Turnover by T. Wroten (lost ball)
0:02.0,New York full timeout,,65-44,,
0:02.0,,,65-44,,J. Grant enters the game for I. Canaan
0:01.0,K. Porzingis misses 3-pt shot from 27 ft,,65-44,,
0:00.0,Offensive rebound by Team,,65-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,K. Porzingis misses 2-pt shot from 12 ft,,65-44,,
11:37.0,,,65-44,,Defensive rebound by R. Covington
11:21.0,,,65-44,,J. Okafor misses 2-pt shot from 5 ft
11:19.0,,,65-44,,Offensive rebound by N. Noel
11:19.0,,,65-46,2,N. Noel makes 2-pt shot at rim
10:58.0,R. Lopez misses 2-pt shot from 1 ft (block by N. Noel),,65-46,,
10:55.0,,,65-46,,Defensive rebound by K. Marshall
10:41.0,,,65-48,2,J. Okafor makes 2-pt shot at rim
10:19.0,,,65-48,,Violation by K. Marshall (kicked ball)
10:12.0,A. Afflalo makes 3-pt shot from 25 ft (assist by J. Calderon),3,68-48,,
9:53.0,,,68-50,2,J. Okafor makes 2-pt shot from 14 ft
9:38.0,Turnover by K. Porzingis (lost ball; steal by K. Marshall),,68-50,,
9:33.0,,,68-50,,Offensive charge foul by R. Covington
9:33.0,,,68-50,,Turnover by R. Covington (offensive foul)
9:17.0,C. Anthony misses 2-pt shot from 2 ft (block by N. Noel),,68-50,,
9:15.0,Offensive rebound by K. Porzingis,,68-50,,
9:14.0,K. Porzingis makes 2-pt shot from 6 ft,2,70-50,,
9:08.0,,,70-53,3,R. Covington makes 3-pt shot from 26 ft (assist by K. Marshall)
9:05.0,New York full timeout,,70-53,,
8:50.0,R. Lopez makes 2-pt shot from 3 ft (assist by J. Calderon),2,72-53,,
8:32.0,,,72-53,,J. Okafor misses 2-pt shot from 7 ft
8:30.0,Defensive rebound by K. Porzingis,,72-53,,
8:27.0,,,72-53,,Violation by R. Covington (kicked ball)
8:20.0,A. Afflalo makes 2-pt shot from 16 ft (assist by J. Calderon),2,74-53,,
8:05.0,,,74-53,,J. Okafor misses 2-pt shot from 13 ft
8:04.0,Defensive rebound by R. Lopez,,74-53,,
7:58.0,C. Anthony misses 3-pt shot from 26 ft,,74-53,,
7:56.0,Offensive rebound by J. Calderon,,74-53,,
7:52.0,A. Afflalo misses 3-pt shot from 26 ft,,74-53,,
7:51.0,,,74-53,,Defensive rebound by R. Covington
7:41.0,,,74-53,,K. Marshall misses 3-pt shot from 26 ft
7:39.0,Defensive rebound by R. Lopez,,74-53,,
7:35.0,Offensive charge foul by C. Anthony,,74-53,,
7:35.0,Turnover by C. Anthony (offensive foul),,74-53,,
7:35.0,,,74-53,,J. Grant enters the game for K. Marshall
7:15.0,,,74-53,,J. Grant misses 2-pt shot from 9 ft
7:13.0,Defensive rebound by A. Afflalo,,74-53,,
7:04.0,C. Anthony misses 2-pt shot from 21 ft,,74-53,,
7:02.0,,,74-53,,Defensive rebound by R. Covington
6:54.0,,,74-53,,R. Covington misses 3-pt shot from 26 ft
6:52.0,Defensive rebound by Team,,74-53,,
6:38.0,C. Anthony misses 2-pt shot from 14 ft,,74-53,,
6:36.0,,,74-53,,Defensive rebound by Team
6:36.0,,,74-53,,T. Wroten enters the game for R. Covington
6:25.0,,,74-53,,Shooting foul by R. Lopez (drawn by T. Wroten)
6:25.0,,,74-54,1,T. Wroten makes free throw 1 of 2
6:25.0,,,74-55,1,T. Wroten makes free throw 2 of 2
6:04.0,C. Anthony misses 2-pt shot from 15 ft,,74-55,,
6:03.0,Offensive rebound by R. Lopez,,74-55,,
6:03.0,R. Lopez makes 2-pt shot at rim,2,76-55,,
5:48.0,,,76-55,,Turnover by I. Canaan (bad pass; steal by A. Afflalo)
5:45.0,Shooting foul by I. Canaan (drawn by K. Porzingis),,76-55,,
5:45.0,K. Porzingis makes free throw 1 of 2,1,77-55,,
5:45.0,,,77-55,,R. Holmes enters the game for J. Okafor
5:45.0,K. O'Quinn enters the game for R. Lopez,,77-55,,
5:45.0,K. Porzingis makes free throw 2 of 2,1,78-55,,
5:28.0,,,78-55,,Shooting foul by J. Calderon (drawn by I. Canaan)
5:28.0,,,78-56,1,I. Canaan makes free throw 1 of 3
5:28.0,,,78-57,1,I. Canaan makes free throw 2 of 3
5:28.0,,,78-58,1,I. Canaan makes free throw 3 of 3
5:11.0,A. Afflalo makes 2-pt shot from 9 ft,2,80-58,,
5:09.0,Personal foul by J. Calderon (drawn by T. Wroten),,80-58,,
5:09.0,,,80-58,,H. Thompson enters the game for I. Canaan
4:57.0,,,80-58,,Turnover by T. Wroten (bad pass; steal by C. Anthony)
4:51.0,K. O'Quinn makes 2-pt shot from 1 ft (assist by K. Porzingis),2,82-58,,
4:51.0,Shooting foul by H. Thompson (drawn by K. O'Quinn),,82-58,,
4:51.0,K. O'Quinn makes free throw 1 of 1,1,83-58,,
4:39.0,,,83-58,,T. Wroten misses 2-pt shot from 9 ft (block by K. Porzingis)
4:37.0,Defensive rebound by A. Afflalo,,83-58,,
4:34.0,K. Porzingis misses 2-pt shot from 5 ft,,83-58,,
4:31.0,,,83-58,,Defensive rebound by H. Thompson
4:24.0,,,83-58,,J. Grant misses 3-pt shot from 27 ft
4:23.0,Defensive rebound by Team,,83-58,,
4:23.0,L. Galloway enters the game for A. Afflalo,,83-58,,
4:09.0,L. Galloway makes 2-pt shot from 22 ft (assist by J. Calderon),2,85-58,,
4:07.0,,,85-58,,Philadelphia full timeout
4:07.0,,,85-58,,J. Sampson enters the game for N. Noel
3:56.0,,,85-60,2,R. Holmes makes 2-pt shot from 10 ft
3:44.0,Turnover by L. Galloway (bad pass),,85-60,,
3:33.0,,,85-62,2,H. Thompson makes 2-pt shot from 1 ft
3:11.0,,,85-62,,Flagrant foul type 1 by J. Sampson (drawn by K. O'Quinn)
3:11.0,K. O'Quinn misses flagrant free throw 1 of 2,,85-62,,
3:11.0,Offensive rebound by Team,,85-62,,
3:11.0,K. O'Quinn makes flagrant free throw 2 of 2,1,86-62,,
3:11.0,L. Thomas enters the game for C. Anthony,,86-62,,
3:01.0,J. Calderon misses 3-pt shot from 25 ft,,86-62,,
3:00.0,Offensive rebound by K. O'Quinn,,86-62,,
2:52.0,Turnover by K. O'Quinn (3 sec),,86-62,,
2:42.0,,,86-62,,Shooting foul by K. Porzingis (drawn by J. Grant)
2:42.0,,,86-63,1,J. Grant makes free throw 1 of 2
2:42.0,,,86-64,1,J. Grant makes free throw 2 of 2
2:19.0,L. Galloway misses 2-pt shot from 20 ft,,86-64,,
2:18.0,Offensive rebound by Team,,86-64,,
2:18.0,,,86-64,,Loose ball foul by H. Thompson (drawn by K. Porzingis)
2:15.0,Turnover by L. Thomas (bad pass),,86-64,,
1:58.0,,,86-64,,T. Wroten misses 3-pt shot from 26 ft
1:57.0,Defensive rebound by K. O'Quinn,,86-64,,
1:37.0,Turnover by K. O'Quinn (bad pass; steal by T. Wroten),,86-64,,
1:31.0,,,86-64,,Shooting foul by K. O'Quinn (drawn by T. Wroten)
1:31.0,Violation by Team (delay of game),,86-64,,
1:31.0,D. Williams enters the game for K. Porzingis,,86-64,,
1:31.0,J. Grant enters the game for J. Calderon,,86-64,,
1:31.0,,,86-64,,T. Wroten misses free throw 1 of 2
1:31.0,,,86-64,,Offensive rebound by Team
1:31.0,,,86-64,,T. Wroten misses free throw 2 of 2
1:29.0,Defensive rebound by L. Galloway,,86-64,,
1:15.0,D. Williams misses 2-pt shot from 17 ft,,86-64,,
1:14.0,,,86-64,,Defensive rebound by T. Wroten
1:11.0,,,86-64,,Offensive charge foul by T. Wroten
1:11.0,,,86-64,,Turnover by T. Wroten (offensive foul)
1:05.0,,,86-64,,Violation by H. Thompson (kicked ball)
0:52.0,Turnover by J. Grant (lost ball),,86-64,,
0:44.0,,,86-66,2,R. Holmes makes 2-pt shot at rim (assist by T. Wroten)
0:32.0,L. Galloway makes 3-pt shot from 23 ft (assist by J. Grant),3,89-66,,
0:10.0,,,89-68,2,T. Wroten makes 2-pt shot from 1 ft
0:02.0,J. Grant misses 2-pt shot from 4 ft (block by J. Sampson),,89-68,,
0:01.0,,,89-68,,Defensive rebound by H. Thompson
0:01.0,,,89-68,,H. Thompson misses 3-pt shot from 49 ft
0:00.0,,,89-68,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,,,89-68,,Turnover by H. Thompson (illegal screen)
11:33.0,D. Williams makes 2-pt shot from 16 ft (assist by L. Galloway),2,91-68,,
11:19.0,,,91-68,,R. Covington misses 2-pt shot from 21 ft
11:17.0,Defensive rebound by J. Grant,,91-68,,
11:04.0,L. Thomas makes 2-pt shot from 18 ft (assist by K. O'Quinn),2,93-68,,
11:03.0,,,93-68,,Philadelphia full timeout
10:47.0,,,93-68,,H. Thompson misses 2-pt shot from 3 ft
10:46.0,Defensive rebound by K. O'Quinn,,93-68,,
10:37.0,,,93-68,,Personal foul by H. Thompson (drawn by K. O'Quinn)
10:27.0,L. Galloway makes 2-pt shot from 3 ft (assist by K. O'Quinn),2,95-68,,
10:27.0,Shooting foul by I. Canaan (drawn by L. Galloway),,95-68,,
10:27.0,,,95-68,,J. Okafor enters the game for H. Thompson
10:27.0,L. Galloway misses free throw 1 of 1,,95-68,,
10:26.0,Offensive rebound by L. Galloway,,95-68,,
10:20.0,D. Williams makes 3-pt shot from 23 ft (assist by L. Thomas),3,98-68,,
10:18.0,,,98-68,,Philadelphia full timeout
9:58.0,,,98-68,,I. Canaan misses 3-pt shot from 23 ft
9:56.0,Defensive rebound by K. O'Quinn,,98-68,,
9:53.0,Turnover by D. Williams (bad pass; steal by K. Marshall),,98-68,,
9:40.0,,,98-70,2,N. Noel makes 2-pt shot from 2 ft (assist by J. Okafor)
9:40.0,New York full timeout,,98-70,,
9:40.0,,,98-70,,T. McConnell enters the game for K. Marshall
9:22.0,Turnover by L. Galloway (bad pass; steal by T. McConnell),,98-70,,
9:22.0,Personal foul by K. O'Quinn (drawn by T. McConnell),,98-70,,
9:08.0,,,98-73,3,I. Canaan makes 3-pt shot from 25 ft (assist by R. Covington)
8:45.0,D. Williams makes 2-pt shot from 17 ft (assist by K. O'Quinn),2,100-73,,
8:20.0,,,100-75,2,I. Canaan makes 2-pt shot from 12 ft
7:58.0,K. O'Quinn makes 2-pt shot from 2 ft (assist by J. Grant),2,102-75,,
7:37.0,,,102-75,,Turnover by I. Canaan (bad pass; steal by K. O'Quinn)
7:29.0,L. Thomas misses 3-pt shot from 23 ft,,102-75,,
7:28.0,,,102-75,,Defensive rebound by N. Noel
7:16.0,,,102-77,2,J. Okafor makes 2-pt shot from 1 ft
7:16.0,,,102-77,,Shooting foul by D. Williams (drawn by J. Okafor)
7:16.0,,,102-77,,T. Wroten enters the game for I. Canaan
7:16.0,,,102-78,1,J. Okafor makes free throw 1 of 1
7:03.0,Shooting foul by J. Okafor (drawn by L. Thomas),,102-78,,
7:03.0,L. Thomas makes free throw 1 of 2,1,103-78,,
7:03.0,S. Vujacic enters the game for L. Galloway,,103-78,,
7:03.0,,,103-78,,J. Grant enters the game for R. Covington
7:03.0,L. Thomas misses free throw 2 of 2,,103-78,,
7:02.0,,,103-78,,Defensive rebound by N. Noel
6:52.0,,,103-78,,J. Okafor misses 2-pt shot from 15 ft
6:50.0,Defensive rebound by L. Thomas,,103-78,,
6:36.0,J. Grant misses 3-pt shot from 24 ft,,103-78,,
6:33.0,Offensive rebound by S. Vujacic,,103-78,,
6:21.0,Turnover by K. O'Quinn (traveling),,103-78,,
