time,Washington,pts.away,score,pts.home,Toronto
6:42.0,J. Wall misses 2-pt shot from 16 ft,,10-8,,
6:42.0,,,10-8,,Defensive rebound by J. Valanciunas
6:26.0,Def 3 sec tech foul by N. Hilario,,10-8,,
6:26.0,,,10-9,1,D. DeRozan makes technical free throw
6:12.0,,,10-12,3,K. Lowry makes 3-pt shot from 25 ft (assist by D. DeRozan)
5:56.0,Turnover by M. Gortat (3 sec),,10-12,,
5:56.0,,,10-12,,Toronto full timeout
5:56.0,J. Dudley enters the game for N. Hilario,,10-12,,
5:37.0,,,10-14,2,D. DeRozan makes 2-pt shot from 15 ft
5:26.0,M. Gortat misses 2-pt shot from 15 ft,,10-14,,
5:25.0,,,10-14,,Defensive rebound by L. Scola
5:14.0,,,10-14,,Offensive foul by J. Valanciunas
5:14.0,,,10-14,,Turnover by J. Valanciunas (offensive foul)
5:14.0,,,10-14,,B. Biyombo enters the game for J. Valanciunas
5:14.0,,,10-14,,P. Patterson enters the game for L. Scola
4:53.0,G. Temple misses 3-pt shot from 22 ft,,10-14,,
4:52.0,Offensive rebound by J. Dudley,,10-14,,
4:44.0,O. Porter makes 2-pt shot from 16 ft (assist by J. Wall),2,12-14,,
4:20.0,,,12-14,,D. DeRozan misses 2-pt shot from 18 ft
4:19.0,Defensive rebound by M. Gortat,,12-14,,
4:11.0,Turnover by J. Wall (lost ball),,12-14,,
3:53.0,Personal foul by G. Temple (drawn by D. DeRozan),,12-14,,
3:47.0,,,12-14,,Turnover by J. Johnson (lost ball; steal by M. Gortat)
3:42.0,,,12-14,,Shooting block foul by D. DeRozan (drawn by J. Wall)
3:42.0,J. Wall makes free throw 1 of 2,1,13-14,,
3:42.0,,,13-14,,T. Ross enters the game for J. Johnson
3:42.0,G. Neal enters the game for O. Porter,,13-14,,
3:42.0,J. Wall makes free throw 2 of 2,1,14-14,,
3:16.0,,,14-14,,K. Lowry misses 2-pt shot from 10 ft
3:16.0,,,14-14,,Offensive rebound by Team
3:16.0,,,14-14,,Turnover by Team (shot clock)
3:10.0,M. Gortat makes 2-pt shot from 5 ft (assist by J. Wall),2,16-14,,
2:49.0,,,16-17,3,T. Ross makes 3-pt shot from 25 ft (assist by K. Lowry)
2:43.0,G. Temple misses 2-pt shot from 3 ft (block by B. Biyombo),,16-17,,
2:41.0,Offensive rebound by M. Gortat,,16-17,,
2:37.0,J. Wall misses 3-pt shot from 24 ft,,16-17,,
2:37.0,,,16-17,,Defensive rebound by P. Patterson
2:26.0,,,16-17,,Shooting foul by G. Neal (drawn by B. Biyombo)
2:26.0,Washington full timeout,,16-17,,
2:26.0,,,16-17,,C. Joseph enters the game for K. Lowry
2:26.0,,,16-18,1,B. Biyombo makes free throw 1 of 2
2:26.0,,,16-18,,B. Biyombo misses free throw 2 of 2
2:25.0,Defensive rebound by M. Gortat,,16-18,,
2:08.0,J. Dudley makes 2-pt shot from 9 ft,2,18-18,,
1:47.0,R. Sessions enters the game for J. Wall,,18-18,,
1:44.0,,,18-18,,P. Patterson misses 2-pt shot from 21 ft
1:44.0,Defensive rebound by G. Neal,,18-18,,
1:34.0,M. Gortat misses 2-pt shot from 8 ft,,18-18,,
1:33.0,,,18-18,,Defensive rebound by Team
1:15.0,,,18-18,,Offensive foul by P. Patterson
1:15.0,,,18-18,,Turnover by P. Patterson (offensive foul)
1:00.0,Turnover by J. Dudley (bad pass; steal by P. Patterson),,18-18,,
0:53.0,,,18-18,,Shooting foul by J. Dudley (drawn by B. Biyombo)
0:53.0,,,18-19,1,B. Biyombo makes free throw 1 of 2
0:53.0,,,18-20,1,B. Biyombo makes free throw 2 of 2
0:43.0,R. Sessions misses 2-pt shot from 12 ft,,18-20,,
0:43.0,,,18-20,,Defensive rebound by B. Biyombo
0:31.0,,,18-22,2,C. Joseph makes 2-pt shot from 12 ft
0:07.0,G. Neal misses 2-pt shot from 2 ft,,18-22,,
0:07.0,,,18-22,,Defensive rebound by P. Patterson
0:00.0,,,18-24,2,C. Joseph makes 2-pt shot from 7 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,18-24,,Shooting foul by R. Sessions (drawn by K. Lowry)
11:37.0,,,18-25,1,K. Lowry makes free throw 1 of 2
11:37.0,,,18-26,1,K. Lowry makes free throw 2 of 2
11:25.0,G. Neal makes 2-pt shot from 19 ft (assist by R. Sessions),2,20-26,,
11:03.0,,,20-26,,P. Patterson misses 3-pt shot from 23 ft
11:03.0,Defensive rebound by R. Sessions,,20-26,,
10:57.0,,,20-26,,Shooting block foul by C. Joseph (drawn by R. Sessions)
10:57.0,R. Sessions misses free throw 1 of 2,,20-26,,
10:57.0,Offensive rebound by Team,,20-26,,
10:57.0,R. Sessions makes free throw 2 of 2,1,21-26,,
10:41.0,,,21-29,3,K. Lowry makes 3-pt shot from 25 ft (assist by B. Biyombo)
10:28.0,Shooting foul by B. Biyombo (drawn by R. Sessions),,21-29,,
10:28.0,R. Sessions makes free throw 1 of 2,1,22-29,,
10:28.0,R. Sessions makes free throw 2 of 2,1,23-29,,
10:12.0,,,23-29,,T. Ross misses 3-pt shot from 25 ft
10:12.0,Defensive rebound by G. Neal,,23-29,,
10:03.0,Shooting foul by B. Biyombo (drawn by N. Hilario),,23-29,,
10:03.0,N. Hilario makes free throw 1 of 2,1,24-29,,
10:03.0,N. Hilario misses free throw 2 of 2,,24-29,,
10:01.0,,,24-29,,Defensive rebound by B. Biyombo
9:42.0,,,24-31,2,K. Lowry makes 2-pt shot from 1 ft
9:32.0,R. Sessions misses 2-pt shot from 3 ft,,24-31,,
9:32.0,,,24-31,,Defensive rebound by C. Joseph
9:26.0,,,24-34,3,T. Ross makes 3-pt shot from 25 ft (assist by C. Joseph)
9:20.0,Washington full timeout,,24-34,,
9:20.0,,,24-34,,J. Valanciunas enters the game for B. Biyombo
9:20.0,J. Wall enters the game for G. Neal,,24-34,,
9:12.0,,,24-34,,Personal foul by P. Patterson (drawn by J. Dudley)
9:00.0,N. Hilario misses 2-pt shot from 2 ft,,24-34,,
9:00.0,,,24-34,,Defensive rebound by K. Lowry
8:50.0,,,24-36,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by K. Lowry)
8:38.0,Turnover by J. Dudley (lost ball; steal by T. Ross),,24-36,,
8:26.0,,,24-38,2,J. Valanciunas makes 2-pt shot from 1 ft (assist by T. Ross)
8:14.0,R. Sessions misses 3-pt shot from 25 ft,,24-38,,
8:13.0,Offensive rebound by N. Hilario,,24-38,,
8:07.0,Shooting foul by P. Patterson (drawn by N. Hilario),,24-38,,
8:07.0,N. Hilario makes free throw 1 of 2,1,25-38,,
8:07.0,,,25-38,,L. Scola enters the game for P. Patterson
8:07.0,N. Hilario misses free throw 2 of 2,,25-38,,
8:05.0,,,25-38,,Defensive rebound by J. Valanciunas
7:54.0,,,25-38,,L. Scola misses 2-pt shot from 3 ft
7:53.0,Defensive rebound by Team,,25-38,,
7:44.0,J. Dudley misses 2-pt shot from 16 ft,,25-38,,
7:44.0,,,25-38,,Defensive rebound by J. Valanciunas
7:27.0,,,25-38,,T. Ross misses 2-pt shot from 20 ft
7:26.0,Defensive rebound by R. Sessions,,25-38,,
7:20.0,J. Wall misses 2-pt shot from 4 ft,,25-38,,
7:20.0,,,25-38,,Defensive rebound by T. Ross
7:13.0,,,25-38,,K. Lowry misses 3-pt shot from 25 ft
7:12.0,Defensive rebound by O. Porter,,25-38,,
7:06.0,J. Wall makes 2-pt shot from 2 ft (assist by R. Sessions),2,27-38,,
6:59.0,,,27-38,,Turnover by C. Joseph (lost ball; steal by O. Porter)
6:55.0,,,27-38,,Shooting block foul by K. Lowry (drawn by J. Wall)
6:55.0,J. Wall makes free throw 1 of 2,1,28-38,,
6:55.0,G. Temple enters the game for R. Sessions,,28-38,,
6:55.0,,,28-38,,D. DeRozan enters the game for C. Joseph
6:55.0,J. Wall makes free throw 2 of 2,1,29-38,,
6:44.0,Personal foul by G. Temple (drawn by K. Lowry),,29-38,,
6:29.0,,,29-38,,Turnover by Team (shot clock)
6:17.0,J. Dudley misses 2-pt shot from 21 ft,,29-38,,
6:17.0,Offensive rebound by O. Porter,,29-38,,
6:09.0,N. Hilario makes 2-pt shot from 16 ft,2,31-38,,
6:00.0,,,31-38,,Toronto full timeout
6:00.0,D. Gooden enters the game for J. Dudley,,31-38,,
5:48.0,,,31-38,,Turnover by J. Valanciunas (lost ball; steal by N. Hilario)
5:39.0,N. Hilario misses 2-pt shot from 2 ft (block by J. Valanciunas),,31-38,,
5:39.0,,,31-38,,Defensive rebound by J. Valanciunas
5:32.0,,,31-40,2,D. DeRozan makes 2-pt shot from 1 ft (assist by K. Lowry)
5:11.0,Turnover by J. Wall (bad pass),,31-40,,
5:11.0,M. Gortat enters the game for N. Hilario,,31-40,,
4:58.0,,,31-40,,Shooting foul by D. Gooden (drawn by L. Scola)
4:58.0,,,31-41,1,L. Scola makes free throw 1 of 2
4:58.0,,,31-41,,L. Scola misses free throw 2 of 2
4:57.0,Defensive rebound by M. Gortat,,31-41,,
4:38.0,O. Porter makes 2-pt shot from 2 ft (assist by J. Wall),2,33-41,,
4:18.0,,,33-41,,J. Valanciunas misses 2-pt shot from 6 ft (block by M. Gortat)
4:17.0,,,33-41,,Offensive rebound by L. Scola
4:11.0,,,33-41,,L. Scola misses 2-pt shot from 5 ft
4:11.0,,,33-41,,Offensive rebound by K. Lowry
4:08.0,,,33-43,2,K. Lowry makes 2-pt shot from 1 ft
4:02.0,J. Wall misses 2-pt shot from 2 ft,,33-43,,
4:02.0,,,33-43,,Defensive rebound by J. Valanciunas
3:57.0,,,33-45,2,L. Scola makes 2-pt shot at rim (assist by D. DeRozan)
3:44.0,G. Temple makes 3-pt shot from 24 ft (assist by J. Wall),3,36-45,,
3:21.0,,,36-45,,K. Lowry misses 2-pt shot from 10 ft
3:21.0,,,36-45,,Offensive rebound by Team
3:19.0,,,36-45,,Turnover by Team (shot clock)
3:07.0,O. Porter makes 3-pt shot from 26 ft (assist by D. Gooden),3,39-45,,
2:43.0,,,39-45,,D. DeRozan misses 2-pt shot from 16 ft
2:43.0,Defensive rebound by M. Gortat,,39-45,,
2:34.0,Shooting foul by L. Scola (drawn by J. Wall),,39-45,,
2:34.0,Official timeout,,39-45,,
2:34.0,,,39-45,,C. Joseph enters the game for K. Lowry
2:34.0,J. Wall makes free throw 1 of 2,1,40-45,,
2:34.0,J. Wall misses free throw 2 of 2,,40-45,,
2:32.0,,,40-45,,Defensive rebound by J. Valanciunas
2:16.0,,,40-45,,Shooting foul by G. Temple (drawn by D. DeRozan)
2:16.0,,,40-46,1,D. DeRozan makes free throw 1 of 2
2:16.0,K. Oubre enters the game for G. Temple,,40-46,,
2:16.0,,,40-46,,D. DeRozan misses free throw 2 of 2
2:16.0,Defensive rebound by M. Gortat,,40-46,,
1:59.0,J. Wall makes 2-pt shot from 15 ft,2,42-46,,
1:52.0,,,42-46,,Turnover by D. DeRozan (lost ball)
1:45.0,J. Wall misses 2-pt shot from 15 ft,,42-46,,
1:44.0,Offensive rebound by D. Gooden,,42-46,,
1:34.0,Shooting foul by J. Valanciunas (drawn by D. Gooden),,42-46,,
1:34.0,D. Gooden misses free throw 1 of 2,,42-46,,
1:34.0,Offensive rebound by Team,,42-46,,
1:34.0,,,42-46,,J. Johnson enters the game for J. Valanciunas
1:34.0,D. Gooden makes free throw 2 of 2,1,43-46,,
1:31.0,,,43-46,,Toronto full timeout
1:31.0,G. Neal enters the game for D. Gooden,,43-46,,
1:13.0,,,43-46,,J. Johnson misses 2-pt shot from 6 ft
1:12.0,Defensive rebound by K. Oubre,,43-46,,
1:06.0,J. Wall makes 2-pt shot from 2 ft,2,45-46,,
0:55.0,,,45-46,,J. Johnson misses 3-pt shot from 22 ft
0:55.0,,,45-46,,Offensive rebound by Team
0:55.0,Loose ball foul by K. Oubre (drawn by L. Scola),,45-46,,
0:55.0,,,45-47,1,L. Scola makes free throw 1 of 2
0:55.0,,,45-48,1,L. Scola makes free throw 2 of 2
0:49.0,,,45-48,,Shooting block foul by D. DeRozan (drawn by M. Gortat)
0:49.0,M. Gortat misses free throw 1 of 2,,45-48,,
0:49.0,Offensive rebound by Team,,45-48,,
0:49.0,M. Gortat makes free throw 2 of 2,1,46-48,,
0:40.0,Personal foul by O. Porter (drawn by D. DeRozan),,46-48,,
0:40.0,,,46-49,1,D. DeRozan makes free throw 1 of 2
0:40.0,J. Dudley enters the game for O. Porter,,46-49,,
0:40.0,,,46-50,1,D. DeRozan makes free throw 2 of 2
0:37.0,J. Wall makes 2-pt shot from 2 ft,2,48-50,,
0:30.0,,,48-53,3,L. Scola makes 3-pt shot from 25 ft (assist by C. Joseph)
0:23.0,Washington full timeout,,48-53,,
0:07.0,G. Neal makes 2-pt shot from 18 ft (assist by J. Wall),2,50-53,,
0:00.0,,,50-53,,D. DeRozan misses 2-pt shot from 18 ft
0:00.0,,,50-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,50-55,2,J. Valanciunas makes 2-pt shot from 5 ft (assist by D. DeRozan)
11:21.0,G. Temple misses 2-pt shot from 16 ft,,50-55,,
11:20.0,Offensive rebound by J. Wall,,50-55,,
11:16.0,J. Wall makes 3-pt shot from 25 ft,3,53-55,,
10:48.0,,,53-55,,J. Johnson misses 3-pt shot from 27 ft
10:48.0,Defensive rebound by M. Gortat,,53-55,,
10:42.0,,,53-55,,Personal foul by J. Johnson (drawn by N. Hilario)
10:37.0,,,53-55,,Personal foul by L. Scola (drawn by N. Hilario)
10:26.0,N. Hilario misses 2-pt shot from 2 ft (block by J. Johnson),,53-55,,
10:25.0,Offensive rebound by O. Porter,,53-55,,
10:20.0,O. Porter misses 2-pt shot from 17 ft,,53-55,,
10:19.0,,,53-55,,Defensive rebound by D. DeRozan
10:12.0,,,53-55,,Turnover by D. DeRozan (bad pass; steal by O. Porter)
10:08.0,O. Porter makes 2-pt shot at rim,2,55-55,,
9:47.0,,,55-57,2,J. Johnson makes 2-pt shot from 2 ft
9:42.0,Turnover by J. Wall (bad pass; steal by K. Lowry),,55-57,,
9:36.0,,,55-57,,Shooting foul by N. Hilario (drawn by K. Lowry)
9:36.0,,,55-58,1,K. Lowry makes free throw 1 of 2
9:36.0,,,55-59,1,K. Lowry makes free throw 2 of 2
9:18.0,J. Wall misses 3-pt shot from 25 ft,,55-59,,
9:18.0,,,55-59,,Defensive rebound by J. Johnson
9:10.0,,,55-59,,Shooting foul by O. Porter (drawn by J. Valanciunas)
9:10.0,,,55-60,1,J. Valanciunas makes free throw 1 of 2
9:10.0,,,55-60,,J. Valanciunas misses free throw 2 of 2
9:10.0,Defensive rebound by N. Hilario,,55-60,,
8:54.0,Turnover by J. Wall (bad pass; steal by D. DeRozan),,55-60,,
8:47.0,,,55-60,,Turnover by J. Johnson (lost ball)
8:27.0,G. Temple makes 2-pt shot from 16 ft,2,57-60,,
8:02.0,,,57-63,3,D. DeRozan makes 3-pt shot from 23 ft (assist by J. Johnson)
7:48.0,M. Gortat misses 2-pt shot from 11 ft,,57-63,,
7:48.0,,,57-63,,Defensive rebound by J. Johnson
7:39.0,,,57-63,,D. DeRozan misses 3-pt shot from 24 ft
7:38.0,Defensive rebound by O. Porter,,57-63,,
7:30.0,O. Porter misses 3-pt shot from 25 ft,,57-63,,
7:30.0,,,57-63,,Defensive rebound by L. Scola
7:20.0,,,57-63,,K. Lowry misses 3-pt shot from 25 ft
7:20.0,Defensive rebound by M. Gortat,,57-63,,
7:10.0,J. Wall misses 2-pt shot from 3 ft,,57-63,,
7:10.0,,,57-63,,Defensive rebound by L. Scola
6:53.0,,,57-63,,L. Scola misses 3-pt shot from 25 ft
6:52.0,Defensive rebound by O. Porter,,57-63,,
6:41.0,,,57-63,,Violation by L. Scola (kicked ball)
6:41.0,,,57-63,,T. Ross enters the game for J. Johnson
6:34.0,J. Wall misses 2-pt shot from 15 ft,,57-63,,
6:34.0,,,57-63,,Defensive rebound by L. Scola
6:20.0,,,57-63,,T. Ross misses 3-pt shot from 23 ft
6:20.0,Defensive rebound by G. Temple,,57-63,,
6:13.0,Shooting foul by K. Lowry (drawn by M. Gortat),,57-63,,
6:13.0,M. Gortat makes free throw 1 of 2,1,58-63,,
6:13.0,D. Gooden enters the game for N. Hilario,,58-63,,
6:13.0,M. Gortat makes free throw 2 of 2,1,59-63,,
6:13.0,,,59-63,,Toronto full timeout
5:56.0,,,59-66,3,K. Lowry makes 3-pt shot from 25 ft
5:34.0,O. Porter misses 2-pt shot from 20 ft,,59-66,,
5:34.0,,,59-66,,Defensive rebound by K. Lowry
5:27.0,,,59-66,,Turnover by K. Lowry (bad pass; steal by O. Porter)
5:22.0,J. Wall makes 2-pt shot at rim (assist by O. Porter),2,61-66,,
5:05.0,,,61-66,,T. Ross misses 3-pt shot from 26 ft
5:04.0,,,61-66,,Offensive rebound by L. Scola
4:56.0,Personal foul by M. Gortat (drawn by J. Valanciunas),,61-66,,
4:47.0,,,61-66,,D. DeRozan misses 2-pt shot from 7 ft
4:47.0,,,61-66,,Offensive rebound by L. Scola
4:38.0,,,61-68,2,K. Lowry makes 2-pt shot from 11 ft
4:19.0,G. Temple makes 3-pt shot from 26 ft (assist by J. Wall),3,64-68,,
4:00.0,,,64-68,,Offensive charge foul by J. Valanciunas
4:00.0,,,64-68,,Turnover by J. Valanciunas (offensive foul)
4:00.0,G. Neal enters the game for O. Porter,,64-68,,
4:00.0,,,64-68,,B. Biyombo enters the game for J. Valanciunas
4:00.0,,,64-68,,P. Patterson enters the game for L. Scola
3:45.0,G. Neal makes 2-pt shot from 5 ft (assist by J. Wall),2,66-68,,
3:36.0,Personal foul by J. Wall (drawn by K. Lowry),,66-68,,
3:24.0,,,66-70,2,T. Ross makes 2-pt shot from 16 ft
2:58.0,M. Gortat misses 2-pt shot from 14 ft,,66-70,,
2:57.0,Offensive rebound by Team,,66-70,,
2:57.0,Washington full timeout,,66-70,,
2:57.0,,,66-70,,C. Joseph enters the game for K. Lowry
2:47.0,G. Neal misses 2-pt shot from 8 ft,,66-70,,
2:46.0,,,66-70,,Defensive rebound by D. DeRozan
2:37.0,,,66-70,,D. DeRozan misses 2-pt shot from 6 ft (block by M. Gortat)
2:36.0,Defensive rebound by D. Gooden,,66-70,,
2:26.0,M. Gortat misses 2-pt shot from 6 ft,,66-70,,
2:25.0,,,66-70,,Defensive rebound by P. Patterson
2:10.0,,,66-73,3,T. Ross makes 3-pt shot from 25 ft (assist by C. Joseph)
1:52.0,J. Wall misses 2-pt shot from 3 ft,,66-73,,
1:52.0,,,66-73,,Defensive rebound by P. Patterson
1:28.0,,,66-73,,B. Biyombo misses 2-pt shot from 15 ft
1:27.0,Defensive rebound by J. Wall,,66-73,,
1:18.0,G. Neal misses 3-pt shot from 26 ft,,66-73,,
1:17.0,,,66-73,,Defensive rebound by P. Patterson
1:07.0,,,66-73,,T. Ross misses 3-pt shot from 25 ft
1:06.0,Defensive rebound by Team,,66-73,,
1:04.0,R. Sessions enters the game for J. Wall,,66-73,,
0:53.0,G. Neal makes 2-pt shot from 20 ft (assist by M. Gortat),2,68-73,,
0:43.0,,,68-75,2,C. Joseph makes 2-pt shot at rim
0:24.0,G. Neal makes 2-pt shot from 4 ft,2,70-75,,
0:01.0,,,70-77,2,P. Patterson makes 2-pt shot from 12 ft (assist by D. DeRozan)
0:00.0,G. Temple misses 3-pt shot from 50 ft,,70-77,,
0:00.0,Offensive rebound by Team,,70-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,N. Hilario misses 2-pt shot from 15 ft,,70-77,,
11:36.0,,,70-77,,Defensive rebound by K. Lowry
11:12.0,,,70-77,,P. Patterson misses 2-pt shot from 21 ft
11:12.0,Defensive rebound by R. Sessions,,70-77,,
11:00.0,Shooting foul by C. Joseph (drawn by R. Sessions),,70-77,,
11:00.0,R. Sessions makes free throw 1 of 2,1,71-77,,
11:00.0,O. Porter enters the game for G. Temple,,71-77,,
11:00.0,R. Sessions makes free throw 2 of 2,1,72-77,,
10:38.0,,,72-77,,C. Joseph misses 2-pt shot from 18 ft
10:38.0,,,72-77,,Offensive rebound by P. Patterson
10:34.0,,,72-77,,P. Patterson misses 2-pt shot from 1 ft
10:33.0,,,72-77,,Offensive rebound by P. Patterson
10:33.0,,,72-77,,P. Patterson misses 2-pt shot from 1 ft
10:33.0,,,72-77,,Offensive rebound by Team
10:33.0,Loose ball foul by N. Hilario (drawn by B. Biyombo),,72-77,,
10:15.0,,,72-77,,K. Lowry misses 3-pt shot from 24 ft
10:15.0,Defensive rebound by J. Dudley,,72-77,,
10:05.0,Turnover by R. Sessions (bad pass; steal by B. Biyombo),,72-77,,
10:01.0,Personal foul by G. Neal (drawn by K. Lowry),,72-77,,
9:46.0,,,72-79,2,T. Ross makes 2-pt shot from 22 ft (assist by C. Joseph)
9:25.0,Shooting foul by K. Lowry (drawn by G. Neal),,72-79,,
9:25.0,G. Neal makes free throw 1 of 2,1,73-79,,
9:25.0,G. Neal makes free throw 2 of 2,1,74-79,,
9:04.0,,,74-81,2,C. Joseph makes 2-pt shot from 1 ft
8:56.0,Turnover by R. Sessions (step out of bounds),,74-81,,
8:56.0,Official timeout,,74-81,,
8:31.0,,,74-81,,C. Joseph misses 2-pt shot from 18 ft
8:31.0,Defensive rebound by J. Dudley,,74-81,,
8:16.0,G. Neal misses 2-pt shot from 17 ft,,74-81,,
8:15.0,,,74-81,,Defensive rebound by B. Biyombo
8:09.0,,,74-81,,Shooting foul by R. Sessions (drawn by K. Lowry)
8:09.0,,,74-82,1,K. Lowry makes free throw 1 of 2
8:09.0,J. Wall enters the game for R. Sessions,,74-82,,
8:09.0,,,74-83,1,K. Lowry makes free throw 2 of 2
7:44.0,J. Wall misses 2-pt shot from 4 ft,,74-83,,
7:44.0,,,74-83,,Defensive rebound by B. Biyombo
7:35.0,,,74-85,2,B. Biyombo makes 2-pt shot at rim (assist by K. Lowry)
7:11.0,J. Dudley misses 2-pt shot from 20 ft,,74-85,,
7:10.0,,,74-85,,Defensive rebound by B. Biyombo
7:00.0,,,74-88,3,K. Lowry makes 3-pt shot from 25 ft
7:00.0,Washington full timeout,,74-88,,
7:00.0,G. Temple enters the game for G. Neal,,74-88,,
6:45.0,J. Dudley makes 2-pt shot from 20 ft (assist by J. Wall),2,76-88,,
6:29.0,,,76-88,,K. Lowry misses 3-pt shot from 24 ft
6:29.0,,,76-88,,Offensive rebound by P. Patterson
6:28.0,Personal foul by O. Porter (drawn by P. Patterson),,76-88,,
6:24.0,,,76-90,2,C. Joseph makes 2-pt shot from 1 ft
6:24.0,,,76-90,,Shooting foul by J. Wall (drawn by C. Joseph)
6:24.0,,,76-90,,C. Joseph misses free throw 1 of 1
6:21.0,Defensive rebound by J. Dudley,,76-90,,
6:05.0,N. Hilario makes 2-pt shot from 1 ft (assist by J. Wall),2,78-90,,
5:46.0,,,78-92,2,T. Ross makes 2-pt shot from 14 ft (assist by C. Joseph)
5:31.0,G. Temple misses 3-pt shot from 26 ft,,78-92,,
5:31.0,,,78-92,,Defensive rebound by B. Biyombo
5:19.0,,,78-92,,Turnover by K. Lowry (lost ball)
5:19.0,,,78-92,,Loose ball foul by K. Lowry (drawn by N. Hilario)
5:07.0,,,78-92,,D. DeRozan enters the game for C. Joseph
4:54.0,J. Dudley misses 2-pt shot from 21 ft,,78-92,,
4:53.0,,,78-92,,Defensive rebound by T. Ross
4:40.0,,,78-94,2,D. DeRozan makes 2-pt shot from 2 ft (assist by P. Patterson)
4:40.0,,,78-94,,Shooting foul by N. Hilario (drawn by D. DeRozan)
4:40.0,Washington full timeout,,78-94,,
4:40.0,,,78-94,,J. Valanciunas enters the game for B. Biyombo
4:40.0,,,78-94,,C. Joseph enters the game for T. Ross
4:40.0,M. Gortat enters the game for N. Hilario,,78-94,,
4:40.0,G. Neal enters the game for J. Dudley,,78-94,,
4:40.0,,,78-95,1,D. DeRozan makes free throw 1 of 1
4:24.0,M. Gortat makes 2-pt shot at rim (assist by J. Wall),2,80-95,,
3:59.0,,,80-95,,D. DeRozan misses 2-pt shot from 19 ft
3:58.0,,,80-95,,Offensive rebound by Team
3:58.0,Loose ball foul by G. Neal (drawn by K. Lowry),,80-95,,
3:58.0,,,80-96,1,K. Lowry makes free throw 1 of 2
3:58.0,,,80-97,1,K. Lowry makes free throw 2 of 2
3:46.0,G. Neal misses 2-pt shot from 21 ft,,80-97,,
3:46.0,,,80-97,,Defensive rebound by D. DeRozan
3:42.0,,,80-97,,Toronto full timeout
