time,Toronto,pts.away,score,pts.home,Miami
6:56.0,,,9-10,1,G. Dragic makes free throw 1 of 2
6:56.0,,,9-11,1,G. Dragic makes free throw 2 of 2
6:33.0,D. Carroll misses 2-pt shot from 12 ft,,9-11,,
6:32.0,,,9-11,,Defensive rebound by L. Deng
6:26.0,,,9-13,2,G. Dragic makes 2-pt shot from 1 ft (assist by J. Johnson)
6:18.0,Toronto full timeout,,9-13,,
6:00.0,P. Patterson makes 2-pt shot from 8 ft (assist by K. Lowry),2,11-13,,
5:46.0,,,11-13,,Turnover by D. Wade (bad pass)
5:46.0,,,11-13,,J. Richardson enters the game for G. Dragic
5:46.0,,,11-13,,J. Winslow enters the game for J. Johnson
5:30.0,D. DeRozan misses 2-pt shot from 4 ft,,11-13,,
5:29.0,Offensive rebound by B. Biyombo,,11-13,,
5:29.0,Shooting foul by L. Deng (drawn by B. Biyombo),,11-13,,
5:29.0,B. Biyombo makes free throw 1 of 2,1,12-13,,
5:29.0,B. Biyombo makes free throw 2 of 2,1,13-13,,
5:17.0,,,13-15,2,A. Stoudemire makes 2-pt shot from 2 ft (assist by L. Deng)
4:58.0,Turnover by D. DeRozan (lost ball; steal by L. Deng),,13-15,,
4:44.0,,,13-17,2,J. Winslow makes 2-pt shot from 8 ft (assist by J. Richardson)
4:35.0,Shooting foul by J. Richardson (drawn by K. Lowry),,13-17,,
4:35.0,K. Lowry makes free throw 1 of 3,1,14-17,,
4:35.0,K. Lowry makes free throw 2 of 3,1,15-17,,
4:35.0,T. Ross enters the game for P. Patterson,,15-17,,
4:35.0,,,15-17,,J. McRoberts enters the game for A. Stoudemire
4:35.0,K. Lowry makes free throw 3 of 3,1,16-17,,
4:28.0,,,16-17,,Shooting foul by T. Ross (drawn by D. Wade)
4:28.0,,,16-18,1,D. Wade makes free throw 1 of 2
4:28.0,,,16-19,1,D. Wade makes free throw 2 of 2
4:15.0,Shooting foul by J. McRoberts (drawn by D. DeRozan),,16-19,,
4:15.0,D. DeRozan misses free throw 1 of 2,,16-19,,
4:15.0,Offensive rebound by Team,,16-19,,
4:15.0,N. Powell enters the game for D. Carroll,,16-19,,
4:15.0,D. DeRozan makes free throw 2 of 2,1,17-19,,
4:04.0,,,17-19,,Miami full timeout
4:04.0,L. Nogueira enters the game for B. Biyombo,,17-19,,
4:04.0,C. Joseph enters the game for N. Powell,,17-19,,
3:56.0,,,17-19,,D. Wade misses 2-pt shot from 17 ft
3:55.0,,,17-19,,Offensive rebound by Team
3:43.0,,,17-19,,J. McRoberts misses 2-pt shot from 9 ft
3:42.0,Defensive rebound by L. Nogueira,,17-19,,
3:26.0,D. DeRozan misses 2-pt shot from 7 ft,,17-19,,
3:25.0,,,17-19,,Defensive rebound by J. Richardson
3:17.0,,,17-19,,J. Richardson misses 2-pt shot from 18 ft
3:16.0,Defensive rebound by L. Nogueira,,17-19,,
3:05.0,T. Ross misses 3-pt shot from 24 ft,,17-19,,
3:04.0,,,17-19,,Defensive rebound by J. Richardson
2:54.0,,,17-21,2,J. Winslow makes 2-pt shot from 2 ft (assist by D. Wade)
2:32.0,L. Nogueira makes 2-pt shot at rim (assist by T. Ross),2,19-21,,
2:09.0,,,19-21,,Turnover by D. Wade (bad pass)
2:09.0,N. Powell enters the game for K. Lowry,,19-21,,
2:09.0,,,19-21,,G. Dragic enters the game for D. Wade
1:50.0,C. Joseph makes 2-pt shot from 1 ft,2,21-21,,
1:35.0,,,21-23,2,J. Richardson makes 2-pt shot from 1 ft (assist by J. Winslow)
1:07.0,Turnover by Team (shot clock),,21-23,,
1:00.0,,,21-25,2,L. Deng makes 2-pt shot from 1 ft (assist by G. Dragic)
0:48.0,N. Powell misses 2-pt shot from 2 ft,,21-25,,
0:47.0,,,21-25,,Defensive rebound by Team
0:34.0,,,21-25,,L. Deng misses 3-pt shot from 24 ft
0:33.0,Defensive rebound by Team,,21-25,,
0:17.0,C. Joseph misses 2-pt shot from 1 ft,,21-25,,
0:16.0,,,21-25,,Defensive rebound by J. McRoberts
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,21-25,,G. Dragic misses 2-pt shot from 12 ft
11:36.0,Defensive rebound by K. Lowry,,21-25,,
11:15.0,T. Ross makes 2-pt shot from 19 ft,2,23-25,,
10:48.0,,,23-27,2,J. Johnson makes 2-pt shot from 18 ft
10:29.0,Turnover by K. Lowry (bad pass),,23-27,,
10:10.0,,,23-27,,J. McRoberts misses 2-pt shot from 16 ft
10:09.0,Defensive rebound by T. Ross,,23-27,,
9:52.0,P. Patterson misses 3-pt shot from 25 ft,,23-27,,
9:50.0,,,23-27,,Defensive rebound by J. Winslow
9:45.0,,,23-27,,G. Dragic misses 2-pt shot from 2 ft
9:44.0,Defensive rebound by L. Nogueira,,23-27,,
9:30.0,C. Joseph misses 2-pt shot from 18 ft,,23-27,,
9:29.0,,,23-27,,Defensive rebound by G. Dragic
9:17.0,,,23-27,,T. Johnson misses 3-pt shot from 24 ft
9:16.0,Defensive rebound by L. Nogueira,,23-27,,
8:57.0,T. Ross misses 2-pt shot from 16 ft,,23-27,,
8:56.0,,,23-27,,Defensive rebound by J. McRoberts
8:36.0,,,23-29,2,T. Johnson makes 2-pt shot from 2 ft (assist by J. Johnson)
8:36.0,,,23-29,,Shooting foul by C. Joseph (drawn by T. Johnson)
8:36.0,Official timeout,,23-29,,
8:36.0,B. Biyombo enters the game for L. Nogueira,,23-29,,
8:36.0,,,23-29,,T. Johnson misses free throw 1 of 1
8:35.0,Defensive rebound by B. Biyombo,,23-29,,
8:19.0,K. Lowry misses 2-pt shot from 17 ft,,23-29,,
8:18.0,,,23-29,,Defensive rebound by G. Dragic
8:04.0,Personal foul by B. Biyombo,,23-29,,
8:04.0,N. Powell enters the game for C. Joseph,,23-29,,
8:04.0,D. Carroll enters the game for T. Ross,,23-29,,
7:48.0,,,23-29,,J. Johnson misses 2-pt shot from 18 ft
7:47.0,,,23-29,,Offensive rebound by Team
7:31.0,,,23-29,,Turnover by J. Winslow (lost ball; steal by K. Lowry)
7:25.0,P. Patterson misses 3-pt shot from 24 ft,,23-29,,
7:24.0,Offensive rebound by Team,,23-29,,
7:17.0,K. Lowry misses 3-pt shot from 26 ft,,23-29,,
7:16.0,,,23-29,,Defensive rebound by G. Dragic
7:11.0,,,23-29,,Turnover by G. Dragic (lost ball; steal by N. Powell)
7:07.0,N. Powell makes 2-pt shot at rim,2,25-29,,
7:07.0,,,25-29,,Miami full timeout
7:07.0,,,25-29,,J. Richardson enters the game for G. Dragic
7:07.0,,,25-29,,U. Haslem enters the game for J. McRoberts
7:07.0,,,25-29,,D. Wade enters the game for T. Johnson
6:45.0,,,25-29,,D. Wade misses 2-pt shot from 17 ft
6:44.0,,,25-29,,Offensive rebound by U. Haslem
6:38.0,,,25-29,,J. Johnson misses 3-pt shot from 24 ft
6:37.0,Defensive rebound by K. Lowry,,25-29,,
6:27.0,K. Lowry makes 2-pt shot from 2 ft,2,27-29,,
6:12.0,,,27-29,,J. Richardson misses 2-pt shot from 12 ft
6:11.0,Defensive rebound by K. Lowry,,27-29,,
6:05.0,Shooting foul by J. Winslow (drawn by K. Lowry),,27-29,,
6:05.0,K. Lowry makes free throw 1 of 2,1,28-29,,
6:05.0,D. DeRozan enters the game for P. Patterson,,28-29,,
6:05.0,,,28-29,,L. Deng enters the game for J. Winslow
6:05.0,K. Lowry makes free throw 2 of 2,1,29-29,,
5:53.0,,,29-29,,D. Wade misses 2-pt shot from 9 ft (block by B. Biyombo)
5:52.0,Defensive rebound by B. Biyombo,,29-29,,
5:37.0,D. DeRozan misses 2-pt shot from 16 ft,,29-29,,
5:36.0,Offensive rebound by D. DeRozan,,29-29,,
5:35.0,D. DeRozan misses 2-pt shot from 1 ft,,29-29,,
5:34.0,,,29-29,,Defensive rebound by U. Haslem
5:28.0,,,29-31,2,L. Deng makes 2-pt shot from 2 ft (assist by D. Wade)
5:11.0,Offensive charge foul by D. DeRozan,,29-31,,
5:11.0,Turnover by D. DeRozan (offensive foul),,29-31,,
4:50.0,,,29-33,2,D. Wade makes 2-pt shot from 13 ft
4:38.0,N. Powell makes 3-pt shot from 25 ft (assist by K. Lowry),3,32-33,,
4:14.0,,,32-35,2,D. Wade makes 2-pt shot from 4 ft
4:03.0,D. Carroll makes 3-pt shot from 25 ft (assist by K. Lowry),3,35-35,,
3:44.0,,,35-35,,D. Wade misses 2-pt shot from 2 ft
3:43.0,Defensive rebound by D. Carroll,,35-35,,
3:30.0,K. Lowry misses 3-pt shot from 24 ft (block by J. Richardson),,35-35,,
3:29.0,,,35-35,,Defensive rebound by U. Haslem
3:28.0,,,35-35,,Shooting foul by K. Lowry (drawn by J. Richardson)
3:28.0,,,35-36,1,J. Richardson makes free throw 1 of 2
3:28.0,,,35-37,1,J. Richardson makes free throw 2 of 2
3:21.0,Toronto full timeout,,35-37,,
3:21.0,,,35-37,,G. Dragic enters the game for J. Richardson
3:11.0,D. DeRozan misses 2-pt shot from 8 ft,,35-37,,
3:11.0,Offensive rebound by Team,,35-37,,
3:07.0,Turnover by B. Biyombo (lost ball; steal by D. Wade),,35-37,,
3:03.0,,,35-39,2,D. Wade makes 2-pt shot at rim
2:43.0,D. DeRozan misses 2-pt shot from 16 ft,,35-39,,
2:42.0,,,35-39,,Defensive rebound by J. Johnson
2:28.0,,,35-41,2,J. Johnson makes 2-pt shot from 6 ft
2:06.0,K. Lowry misses 3-pt shot from 25 ft,,35-41,,
2:05.0,,,35-41,,Defensive rebound by L. Deng
1:54.0,,,35-43,2,D. Wade makes 2-pt shot from 16 ft
1:49.0,Toronto full timeout,,35-43,,
1:30.0,D. DeRozan misses 2-pt shot from 9 ft,,35-43,,
1:29.0,,,35-43,,Defensive rebound by U. Haslem
1:24.0,,,35-43,,Shooting foul by B. Biyombo (drawn by L. Deng)
1:24.0,,,35-43,,L. Deng misses free throw 1 of 2
1:24.0,,,35-43,,Offensive rebound by Team
1:24.0,C. Joseph enters the game for K. Lowry,,35-43,,
1:24.0,P. Patterson enters the game for N. Powell,,35-43,,
1:24.0,,,35-44,1,L. Deng makes free throw 2 of 2
1:05.0,D. DeRozan misses 2-pt shot from 14 ft,,35-44,,
1:04.0,,,35-44,,Defensive rebound by Team
0:53.0,,,35-44,,G. Dragic misses 2-pt shot from 14 ft
0:52.0,Defensive rebound by B. Biyombo,,35-44,,
0:40.0,Turnover by P. Patterson (lost ball; steal by L. Deng),,35-44,,
0:35.0,,,35-44,,Turnover by L. Deng (lost ball; steal by B. Biyombo)
0:29.0,D. Carroll misses 3-pt shot from 24 ft,,35-44,,
0:27.0,Offensive rebound by B. Biyombo,,35-44,,
0:26.0,B. Biyombo misses 2-pt shot at rim,,35-44,,
0:25.0,,,35-44,,Defensive rebound by U. Haslem
0:03.0,,,35-44,,D. Wade misses 3-pt shot from 25 ft
0:02.0,Defensive rebound by C. Joseph,,35-44,,
0:01.0,C. Joseph misses 3-pt shot from 45 ft,,35-44,,
0:00.0,,,35-44,,Defensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,35-44,,L. Deng misses 2-pt shot from 12 ft
11:44.0,Defensive rebound by B. Biyombo,,35-44,,
11:29.0,B. Biyombo makes 2-pt shot at rim (assist by K. Lowry),2,37-44,,
11:11.0,,,37-44,,Shooting foul by K. Lowry (drawn by A. Stoudemire)
11:11.0,,,37-44,,Technical foul by A. Stoudemire
11:11.0,D. DeRozan misses technical free throw,,37-44,,
11:11.0,,,37-44,,Offensive rebound by Team
11:11.0,,,37-45,1,A. Stoudemire makes free throw 1 of 2
11:11.0,,,37-46,1,A. Stoudemire makes free throw 2 of 2
10:56.0,D. DeRozan makes 2-pt shot from 14 ft,2,39-46,,
10:37.0,,,39-46,,Turnover by A. Stoudemire (lost ball; steal by K. Lowry)
10:31.0,P. Patterson makes 3-pt shot from 25 ft (assist by K. Lowry),3,42-46,,
10:07.0,,,42-46,,J. Johnson misses 2-pt shot from 14 ft
10:06.0,,,42-46,,Offensive rebound by Team
10:06.0,Personal foul by K. Lowry,,42-46,,
10:06.0,C. Joseph enters the game for K. Lowry,,42-46,,
9:55.0,,,42-46,,A. Stoudemire misses 2-pt shot from 2 ft
9:54.0,Defensive rebound by B. Biyombo,,42-46,,
9:43.0,D. Carroll makes 2-pt shot from 1 ft (assist by C. Joseph),2,44-46,,
9:28.0,,,44-48,2,D. Wade makes 2-pt shot from 2 ft
9:00.0,P. Patterson misses 3-pt shot from 26 ft,,44-48,,
8:59.0,,,44-48,,Defensive rebound by A. Stoudemire
8:41.0,,,44-48,,J. Johnson misses 2-pt shot from 7 ft
8:40.0,Defensive rebound by B. Biyombo,,44-48,,
8:16.0,D. DeRozan misses 3-pt shot from 25 ft,,44-48,,
8:15.0,,,44-48,,Defensive rebound by L. Deng
8:06.0,,,44-48,,G. Dragic misses 2-pt shot from 16 ft
8:05.0,Defensive rebound by B. Biyombo,,44-48,,
7:44.0,B. Biyombo misses 2-pt shot from 7 ft,,44-48,,
7:43.0,Offensive rebound by Team,,44-48,,
7:43.0,,,44-48,,Loose ball foul by J. Johnson
7:28.0,C. Joseph makes 2-pt shot from 9 ft,2,46-48,,
7:21.0,,,46-48,,Turnover by A. Stoudemire (bad pass)
7:02.0,Jump ball: D. Carroll vs. A. Stoudemire,,,,Jump ball: D. Carroll vs. A. Stoudemire
7:01.0,,,46-48,,J. McRoberts enters the game for A. Stoudemire
6:53.0,D. Carroll makes 2-pt shot from 9 ft,2,48-48,,
6:35.0,,,48-48,,D. Wade misses 2-pt shot from 6 ft
6:34.0,Defensive rebound by Team,,48-48,,
6:09.0,Turnover by Team (shot clock),,48-48,,
5:55.0,,,48-48,,Turnover by D. Wade (lost ball; steal by D. Carroll)
5:51.0,D. Carroll makes 2-pt shot from 2 ft,2,50-48,,
5:51.0,,,50-48,,Miami full timeout
5:51.0,,,50-48,,J. Richardson enters the game for G. Dragic
5:28.0,,,50-48,,J. Johnson misses 2-pt shot from 14 ft
5:27.0,,,50-48,,Offensive rebound by Team
5:27.0,,,50-48,,Turnover by Team (shot clock)
5:11.0,C. Joseph makes 2-pt shot from 17 ft,2,52-48,,
4:48.0,,,52-50,2,J. Johnson makes 2-pt shot from 8 ft
4:20.0,C. Joseph misses 2-pt shot from 1 ft,,52-50,,
4:19.0,,,52-50,,Defensive rebound by J. Richardson
4:05.0,,,52-50,,J. Richardson misses 3-pt shot from 25 ft
4:03.0,Defensive rebound by D. Carroll,,52-50,,
3:54.0,D. Carroll makes 2-pt shot from 1 ft (assist by B. Biyombo),2,54-50,,
3:30.0,,,54-52,2,D. Wade makes 2-pt shot from 9 ft
3:09.0,Toronto full timeout,,54-52,,
3:09.0,L. Nogueira enters the game for B. Biyombo,,54-52,,
3:09.0,T. Ross enters the game for D. DeRozan,,54-52,,
3:09.0,,,54-52,,G. Dragic enters the game for J. Johnson
3:09.0,,,54-52,,J. Winslow enters the game for D. Wade
3:02.0,C. Joseph misses 2-pt shot from 2 ft (block by J. McRoberts),,54-52,,
3:01.0,,,54-52,,Defensive rebound by G. Dragic
2:51.0,,,54-52,,J. Richardson misses 3-pt shot from 25 ft
2:50.0,Defensive rebound by D. Carroll,,54-52,,
2:30.0,T. Ross makes 3-pt shot from 25 ft,3,57-52,,
2:09.0,,,57-54,2,G. Dragic makes 2-pt shot from 2 ft (assist by J. McRoberts)
1:50.0,,,57-54,,Personal foul by J. Richardson
1:40.0,,,57-54,,Personal foul by J. Winslow
1:40.0,T. Ross makes free throw 1 of 3,1,58-54,,
1:40.0,T. Ross makes free throw 2 of 3,1,59-54,,
1:40.0,T. Ross makes free throw 3 of 3,1,60-54,,
1:21.0,,,60-54,,J. Winslow misses 3-pt shot from 24 ft
1:20.0,,,60-54,,Offensive rebound by J. Richardson
1:09.0,,,60-57,3,G. Dragic makes 3-pt shot from 25 ft
1:09.0,,,60-57,,Shooting foul by C. Joseph (drawn by G. Dragic)
1:09.0,,,60-58,1,G. Dragic makes free throw 1 of 1
0:44.0,D. Carroll makes 2-pt shot from 10 ft,2,62-58,,
0:23.0,,,62-60,2,J. Winslow makes 2-pt shot from 1 ft (assist by L. Deng)
0:02.0,C. Joseph misses 2-pt shot from 2 ft (block by J. McRoberts),,62-60,,
0:00.0,Offensive rebound by Team,,62-60,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,T. Ross misses 2-pt shot from 16 ft,,62-60,,
11:46.0,,,62-60,,Defensive rebound by J. Winslow
11:27.0,,,62-62,2,J. McRoberts makes 2-pt shot from 19 ft (assist by G. Dragic)
11:06.0,C. Joseph makes 2-pt shot from 12 ft,2,64-62,,
10:57.0,,,64-62,,G. Dragic misses 2-pt shot from 16 ft
10:56.0,Defensive rebound by K. Lowry,,64-62,,
10:47.0,Turnover by K. Lowry (lost ball; steal by J. Johnson),,64-62,,
10:36.0,,,64-62,,J. McRoberts misses 3-pt shot from 24 ft
10:35.0,Defensive rebound by L. Nogueira,,64-62,,
10:23.0,Turnover by N. Powell (bad pass),,64-62,,
10:14.0,Personal foul by L. Nogueira,,64-62,,
10:11.0,Personal foul by T. Ross,,64-62,,
10:04.0,Personal foul by N. Powell,,64-62,,
9:55.0,,,64-64,2,G. Dragic makes 2-pt shot from 1 ft
9:30.0,C. Joseph makes 2-pt shot from 22 ft,2,66-64,,
9:11.0,,,66-66,2,J. Johnson makes 2-pt shot from 2 ft
9:11.0,,,66-66,,Shooting foul by L. Nogueira (drawn by J. Johnson)
9:11.0,B. Biyombo enters the game for L. Nogueira,,66-66,,
9:11.0,P. Patterson enters the game for N. Powell,,66-66,,
9:11.0,,,66-67,1,J. Johnson makes free throw 1 of 1
8:58.0,Shooting foul by G. Dragic (drawn by K. Lowry),,66-67,,
8:58.0,Official timeout,,66-67,,
8:58.0,K. Lowry misses free throw 1 of 2,,66-67,,
8:58.0,Offensive rebound by Team,,66-67,,
8:58.0,K. Lowry makes free throw 2 of 2,1,67-67,,
8:41.0,,,67-67,,G. Dragic misses 2-pt shot from 2 ft (block by B. Biyombo)
8:40.0,,,67-67,,Offensive rebound by G. Dragic
8:34.0,,,67-67,,J. Johnson misses 3-pt shot from 25 ft
8:33.0,Defensive rebound by K. Lowry,,67-67,,
8:12.0,B. Biyombo makes 2-pt shot from 2 ft (assist by K. Lowry),2,69-67,,
7:48.0,,,69-67,,G. Dragic misses 3-pt shot from 25 ft
7:47.0,Defensive rebound by K. Lowry,,69-67,,
7:42.0,T. Ross makes 3-pt shot from 25 ft (assist by K. Lowry),3,72-67,,
7:42.0,,,72-67,,Miami full timeout
7:42.0,,,72-67,,D. Wade enters the game for J. Johnson
7:42.0,,,72-67,,L. Deng enters the game for J. Richardson
7:42.0,,,72-67,,U. Haslem enters the game for J. McRoberts
7:22.0,,,72-67,,Turnover by U. Haslem (lost ball; steal by K. Lowry)
7:11.0,Shooting foul by U. Haslem (drawn by B. Biyombo),,72-67,,
7:11.0,B. Biyombo makes free throw 1 of 2,1,73-67,,
7:11.0,B. Biyombo makes free throw 2 of 2,1,74-67,,
6:57.0,,,74-67,,Shooting foul by T. Ross (drawn by J. Winslow)
6:57.0,,,74-68,1,J. Winslow makes free throw 1 of 2
6:57.0,,,74-68,,J. Winslow misses free throw 2 of 2
6:56.0,Defensive rebound by P. Patterson,,74-68,,
6:40.0,T. Ross makes 3-pt shot from 24 ft (assist by K. Lowry),3,77-68,,
6:24.0,,,77-70,2,D. Wade makes 2-pt shot from 6 ft
5:57.0,P. Patterson misses 2-pt shot from 6 ft,,77-70,,
5:56.0,,,77-70,,Defensive rebound by D. Wade
5:49.0,,,77-70,,D. Wade misses 2-pt shot from 12 ft
5:48.0,Defensive rebound by K. Lowry,,77-70,,
5:46.0,T. Ross misses 2-pt shot from 1 ft,,77-70,,
5:45.0,Offensive rebound by Team,,77-70,,
5:45.0,,,77-70,,Loose ball foul by J. Winslow
5:45.0,,,77-70,,J. Richardson enters the game for J. Winslow
5:34.0,T. Ross misses 2-pt shot from 2 ft,,77-70,,
5:33.0,,,77-70,,Defensive rebound by D. Wade
5:19.0,,,77-72,2,J. Richardson makes 2-pt shot from 17 ft (assist by U. Haslem)
4:59.0,K. Lowry makes 2-pt shot from 15 ft,2,79-72,,
4:49.0,,,79-72,,Turnover by G. Dragic (lost ball; steal by K. Lowry)
4:48.0,,,79-72,,Personal foul by U. Haslem
4:48.0,,,79-72,,J. Johnson enters the game for U. Haslem
4:48.0,,,79-72,,J. Winslow enters the game for J. Richardson
4:48.0,D. Carroll enters the game for B. Biyombo,,79-72,,
4:26.0,K. Lowry misses 2-pt shot from 14 ft,,79-72,,
4:25.0,,,79-72,,Defensive rebound by D. Wade
4:19.0,,,79-72,,L. Deng misses 3-pt shot from 24 ft
4:18.0,,,79-72,,Offensive rebound by G. Dragic
4:11.0,,,79-74,2,D. Wade makes 2-pt shot from 6 ft
4:00.0,Toronto full timeout,,79-74,,
4:00.0,B. Biyombo enters the game for T. Ross,,79-74,,
3:48.0,C. Joseph misses 2-pt shot from 13 ft,,79-74,,
3:47.0,,,79-74,,Defensive rebound by J. Winslow
3:42.0,,,79-76,2,D. Wade makes 2-pt shot from 2 ft
3:42.0,,,79-76,,Shooting foul by D. Carroll (drawn by D. Wade)
3:42.0,,,79-77,1,D. Wade makes free throw 1 of 1
3:17.0,K. Lowry misses 3-pt shot from 24 ft,,79-77,,
3:16.0,Offensive rebound by P. Patterson,,79-77,,
3:10.0,P. Patterson makes 2-pt shot from 5 ft,2,81-77,,
2:56.0,Personal foul by K. Lowry,,81-77,,
2:56.0,,,81-78,1,J. Johnson makes free throw 1 of 2
2:56.0,T. Ross enters the game for B. Biyombo,,81-78,,
2:56.0,,,81-79,1,J. Johnson makes free throw 2 of 2
2:35.0,T. Ross misses 2-pt shot from 4 ft,,81-79,,
2:34.0,Offensive rebound by T. Ross,,81-79,,
2:33.0,K. Lowry misses 3-pt shot from 25 ft,,81-79,,
2:32.0,Offensive rebound by Team,,81-79,,
2:32.0,Turnover by Team (shot clock),,81-79,,
2:16.0,,,81-79,,D. Wade misses 2-pt shot from 19 ft
2:15.0,Defensive rebound by T. Ross,,81-79,,
1:58.0,Offensive charge foul by K. Lowry,,81-79,,
1:58.0,Turnover by K. Lowry (offensive foul),,81-79,,
1:58.0,B. Biyombo enters the game for K. Lowry,,81-79,,
1:44.0,,,81-79,,G. Dragic misses 2-pt shot from 13 ft
1:43.0,Defensive rebound by B. Biyombo,,81-79,,
1:38.0,Toronto full timeout,,81-79,,
1:38.0,D. DeRozan enters the game for B. Biyombo,,81-79,,
1:30.0,C. Joseph makes 2-pt shot from 18 ft,2,83-79,,
1:08.0,,,83-79,,Shooting foul by D. Carroll (drawn by J. Johnson)
1:08.0,,,83-80,1,J. Johnson makes free throw 1 of 2
1:08.0,,,83-81,1,J. Johnson makes free throw 2 of 2
0:45.0,D. DeRozan misses 2-pt shot from 20 ft,,83-81,,
0:44.0,Offensive rebound by P. Patterson,,83-81,,
0:40.0,Toronto full timeout,,83-81,,
0:21.0,C. Joseph misses 2-pt shot from 17 ft,,83-81,,
0:20.0,,,83-81,,Defensive rebound by L. Deng
0:13.0,,,83-83,2,D. Wade makes 2-pt shot from 2 ft
0:13.0,Toronto full timeout,,83-83,,
0:13.0,,,83-83,,Miami full timeout
0:13.0,,,83-83,,U. Haslem enters the game for G. Dragic
0:02.0,C. Joseph misses 2-pt shot from 19 ft,,83-83,,
0:00.0,Offensive rebound by Team,,83-83,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:41.0,C. Joseph misses 2-pt shot from 1 ft (block by J. Johnson),,83-83,,
4:39.0,Offensive rebound by Team,,83-83,,
4:39.0,Turnover by Team (5 sec inbounds),,83-83,,
4:18.0,,,83-83,,D. Wade misses 2-pt shot from 12 ft
4:17.0,Defensive rebound by Team,,83-83,,
4:01.0,D. DeRozan misses 2-pt shot from 2 ft (block by J. Johnson),,83-83,,
4:00.0,Offensive rebound by Team,,83-83,,
3:53.0,P. Patterson misses 2-pt shot from 8 ft,,83-83,,
3:52.0,,,83-83,,Defensive rebound by D. Wade
3:39.0,,,83-83,,J. Johnson misses 3-pt shot from 23 ft
3:38.0,Defensive rebound by P. Patterson,,83-83,,
3:37.0,Turnover by P. Patterson (score in opp. basket),,83-83,,
3:36.0,,,83-85,2,J. Winslow makes 2-pt shot from 1 ft
