time,Utah,pts.away,score,pts.home,Minnesota
4:18.0,J. Ingles enters the game for G. Hayward,,11-8,,
4:01.0,,,11-10,2,K. Towns makes 2-pt shot from 21 ft (assist by G. Smith)
3:33.0,T. Booker misses 2-pt shot from 19 ft,,11-10,,
3:32.0,,,11-10,,Defensive rebound by S. Muhammad
3:23.0,,,11-10,,Z. LaVine misses 2-pt shot from 18 ft
3:22.0,,,11-10,,Offensive rebound by S. Muhammad
3:19.0,,,11-10,,S. Muhammad misses 2-pt shot from 15 ft
3:18.0,Defensive rebound by T. Booker,,11-10,,
3:06.0,D. Favors makes 2-pt shot from 18 ft (assist by S. Mack),2,13-10,,
2:51.0,,,13-10,,S. Muhammad misses 2-pt shot from 6 ft
2:50.0,Defensive rebound by T. Booker,,13-10,,
2:34.0,R. Hood makes 2-pt shot from 19 ft,2,15-10,,
2:21.0,R. Neto enters the game for S. Mack,,15-10,,
2:21.0,,,15-10,,N. Bjelica enters the game for K. Towns
2:21.0,,,15-10,,T. Prince enters the game for Z. LaVine
2:21.0,R. Gobert enters the game for D. Favors,,15-10,,
2:12.0,,,15-10,,T. Jones misses 2-pt shot from 9 ft
2:11.0,Defensive rebound by Team,,15-10,,
1:49.0,J. Ingles makes 3-pt shot from 24 ft (assist by T. Booker),3,18-10,,
1:32.0,,,18-10,,T. Prince misses 2-pt shot from 7 ft
1:31.0,Defensive rebound by J. Ingles,,18-10,,
1:29.0,Turnover by J. Ingles (lost ball; steal by T. Jones),,18-10,,
1:21.0,,,18-10,,S. Muhammad misses 2-pt shot from 5 ft
1:20.0,Defensive rebound by R. Hood,,18-10,,
1:11.0,J. Ingles misses 3-pt shot from 25 ft,,18-10,,
1:09.0,,,18-10,,Defensive rebound by G. Smith
0:59.0,,,18-10,,G. Smith misses 2-pt shot from 1 ft
0:58.0,Defensive rebound by R. Neto,,18-10,,
0:51.0,Turnover by R. Neto (traveling),,18-10,,
0:51.0,G. Hayward enters the game for R. Hood,,18-10,,
0:29.0,,,18-10,,T. Jones misses 2-pt shot from 12 ft
0:29.0,Defensive rebound by R. Gobert,,18-10,,
0:04.0,T. Booker misses 2-pt shot from 2 ft,,18-10,,
0:03.0,,,18-10,,Defensive rebound by S. Muhammad
0:01.0,,,18-10,,S. Muhammad misses 2-pt shot from 2 ft
0:00.0,,,18-10,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,18-10,,T. Jones misses 2-pt shot from 10 ft
11:44.0,Defensive rebound by J. Ingles,,18-10,,
11:20.0,R. Neto makes 2-pt shot from 17 ft,2,20-10,,
11:09.0,,,20-13,3,N. Bjelica makes 3-pt shot from 25 ft (assist by T. Jones)
10:52.0,T. Booker misses 2-pt shot from 4 ft,,20-13,,
10:51.0,,,20-13,,Defensive rebound by G. Smith
10:40.0,,,20-15,2,S. Muhammad makes 2-pt shot from 19 ft (assist by G. Smith)
10:21.0,,,20-15,,Violation by N. Bjelica (kicked ball)
10:21.0,T. Lyles enters the game for T. Booker,,20-15,,
10:14.0,G. Hayward misses 2-pt shot from 12 ft,,20-15,,
10:12.0,,,20-15,,Defensive rebound by T. Prince
10:06.0,Personal foul by G. Hayward,,20-15,,
10:06.0,R. Hood enters the game for J. Ingles,,20-15,,
9:57.0,,,20-15,,S. Muhammad misses 2-pt shot from 19 ft
9:56.0,Defensive rebound by R. Neto,,20-15,,
9:56.0,,,20-15,,Personal foul by S. Muhammad
9:39.0,T. Lyles makes 2-pt shot from 6 ft,2,22-15,,
9:26.0,,,22-17,2,G. Smith makes 2-pt shot from 6 ft (assist by N. Bjelica)
9:09.0,T. Lyles misses 3-pt shot from 24 ft,,22-17,,
9:08.0,,,22-17,,Defensive rebound by T. Jones
8:55.0,,,22-17,,S. Muhammad misses 2-pt shot from 8 ft
8:54.0,Defensive rebound by Team,,22-17,,
8:54.0,Utah full timeout,,22-17,,
8:43.0,Turnover by R. Gobert (lost ball; steal by G. Smith),,22-17,,
8:30.0,,,22-17,,S. Muhammad misses 2-pt shot from 3 ft (block by R. Gobert)
8:29.0,,,22-17,,Offensive rebound by Team
8:22.0,,,22-17,,G. Smith misses 2-pt shot from 2 ft (block by G. Hayward)
8:21.0,,,22-17,,Offensive rebound by S. Muhammad
8:19.0,,,22-17,,S. Muhammad misses 2-pt shot from 1 ft
8:18.0,,,22-17,,Offensive rebound by S. Muhammad
8:17.0,,,22-19,2,S. Muhammad makes 2-pt shot at rim
7:58.0,,,22-19,,A. Wiggins enters the game for S. Muhammad
7:58.0,,,22-19,,Z. LaVine enters the game for T. Prince
7:58.0,D. Favors enters the game for R. Gobert,,22-19,,
7:55.0,Offensive foul by R. Hood,,22-19,,
7:55.0,Turnover by R. Hood (offensive foul),,22-19,,
7:35.0,,,22-19,,Z. LaVine misses 2-pt shot from 1 ft (block by D. Favors)
7:34.0,Defensive rebound by R. Hood,,22-19,,
7:18.0,R. Neto makes 3-pt shot from 24 ft (assist by G. Hayward),3,25-19,,
7:01.0,,,25-19,,A. Wiggins misses 2-pt shot from 5 ft
7:01.0,Defensive rebound by G. Hayward,,25-19,,
6:54.0,T. Lyles makes 3-pt shot from 24 ft (assist by G. Hayward),3,28-19,,
6:54.0,,,28-19,,Minnesota full timeout
6:54.0,,,28-19,,G. Dieng enters the game for G. Smith
6:54.0,,,28-19,,R. Rubio enters the game for T. Jones
6:54.0,,,28-19,,K. Towns enters the game for N. Bjelica
6:54.0,C. Johnson enters the game for R. Hood,,28-19,,
6:54.0,S. Mack enters the game for R. Neto,,28-19,,
6:37.0,,,28-19,,A. Wiggins misses 2-pt shot from 13 ft (block by G. Hayward)
6:35.0,Defensive rebound by T. Lyles,,28-19,,
6:14.0,S. Mack misses 2-pt shot from 12 ft,,28-19,,
6:13.0,,,28-19,,Defensive rebound by K. Towns
6:02.0,,,28-21,2,K. Towns makes 2-pt shot from 19 ft (assist by Z. LaVine)
5:42.0,T. Lyles makes 3-pt shot from 24 ft (assist by G. Hayward),3,31-21,,
5:19.0,,,31-21,,Turnover by R. Rubio (bad pass)
5:18.0,,,31-21,,Loose ball foul by A. Wiggins
5:05.0,,,31-21,,Personal foul by Z. LaVine
4:53.0,C. Johnson makes 2-pt shot from 18 ft,2,33-21,,
4:34.0,,,33-21,,Turnover by R. Rubio (bad pass)
4:34.0,J. Ingles enters the game for G. Hayward,,33-21,,
4:23.0,Turnover by S. Mack (lost ball; steal by R. Rubio),,33-21,,
4:17.0,,,33-23,2,R. Rubio makes 2-pt shot at rim
3:58.0,D. Favors misses 2-pt shot from 2 ft,,33-23,,
3:57.0,,,33-23,,Defensive rebound by K. Towns
3:51.0,,,33-23,,Shooting foul by C. Johnson (drawn by R. Rubio)
3:51.0,,,33-24,1,R. Rubio makes free throw 1 of 2
3:51.0,R. Gobert enters the game for T. Lyles,,33-24,,
3:51.0,G. Hayward enters the game for C. Johnson,,33-24,,
3:51.0,,,33-25,1,R. Rubio makes free throw 2 of 2
3:40.0,G. Hayward misses 2-pt shot from 9 ft,,33-25,,
3:39.0,,,33-25,,Defensive rebound by K. Towns
3:30.0,,,33-25,,A. Wiggins misses 2-pt shot at rim
3:29.0,Defensive rebound by R. Gobert,,33-25,,
3:23.0,,,33-25,,Violation by K. Towns (def goaltending)
3:23.0,S. Mack makes 2-pt shot from 2 ft,2,35-25,,
3:08.0,,,35-28,3,Z. LaVine makes 3-pt shot from 23 ft (assist by R. Rubio)
2:49.0,D. Favors misses 2-pt shot from 15 ft,,35-28,,
2:48.0,,,35-28,,Defensive rebound by R. Rubio
2:33.0,,,35-30,2,R. Rubio makes 2-pt shot from 17 ft
2:33.0,Utah full timeout,,35-30,,
2:33.0,C. Johnson enters the game for J. Ingles,,35-30,,
2:33.0,T. Booker enters the game for R. Gobert,,35-30,,
2:15.0,G. Hayward misses 3-pt shot from 25 ft,,35-30,,
2:14.0,,,35-30,,Defensive rebound by R. Rubio
1:51.0,,,35-32,2,R. Rubio makes 2-pt shot from 21 ft
1:28.0,Turnover by C. Johnson (lost ball; steal by R. Rubio),,35-32,,
1:24.0,,,35-32,,Turnover by R. Rubio (lost ball; steal by S. Mack)
1:04.0,S. Mack misses 2-pt shot from 2 ft,,35-32,,
1:03.0,,,35-32,,Defensive rebound by K. Towns
0:56.0,,,35-32,,A. Wiggins misses 2-pt shot from 6 ft (block by D. Favors)
0:54.0,,,35-32,,Offensive rebound by A. Wiggins
0:42.0,,,35-32,,Z. LaVine misses 3-pt shot from 25 ft
0:42.0,Defensive rebound by G. Hayward,,35-32,,
0:28.0,S. Mack misses 2-pt shot from 4 ft,,35-32,,
0:28.0,,,35-32,,Defensive rebound by Team
0:28.0,Loose ball foul by T. Booker,,35-32,,
0:28.0,R. Gobert enters the game for T. Booker,,35-32,,
0:09.0,,,35-32,,Shooting foul by R. Gobert (drawn by K. Towns)
0:09.0,,,35-33,1,K. Towns makes free throw 1 of 2
0:09.0,R. Hood enters the game for C. Johnson,,35-33,,
0:09.0,,,35-34,1,K. Towns makes free throw 2 of 2
0:01.0,G. Hayward misses 2-pt shot from 18 ft,,35-34,,
0:00.0,,,35-34,,Defensive rebound by K. Towns
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,35-36,2,A. Wiggins makes 2-pt shot from 2 ft (assist by R. Rubio)
11:41.0,,,35-36,,Shooting foul by G. Hayward (drawn by A. Wiggins)
11:41.0,,,35-37,1,A. Wiggins makes free throw 1 of 1
11:20.0,D. Favors misses 2-pt shot from 4 ft (block by K. Towns),,35-37,,
11:19.0,Offensive rebound by R. Gobert,,35-37,,
11:14.0,R. Hood makes 2-pt shot from 14 ft (assist by S. Mack),2,37-37,,
10:56.0,,,37-37,,A. Wiggins misses 2-pt shot from 19 ft
10:55.0,Defensive rebound by S. Mack,,37-37,,
10:33.0,R. Gobert makes 2-pt shot at rim (assist by R. Hood),2,39-37,,
10:05.0,,,39-37,,Z. LaVine misses 2-pt shot from 17 ft
10:04.0,,,39-37,,Offensive rebound by G. Dieng
10:04.0,,,39-37,,G. Dieng misses 2-pt shot from 11 ft
10:03.0,Defensive rebound by G. Hayward,,39-37,,
9:50.0,G. Hayward makes 2-pt shot from 20 ft (assist by D. Favors),2,41-37,,
9:32.0,,,41-37,,K. Towns misses 2-pt shot from 2 ft
9:31.0,Defensive rebound by R. Gobert,,41-37,,
9:30.0,Turnover by R. Gobert (lost ball; steal by R. Rubio),,41-37,,
9:25.0,,,41-40,3,R. Rubio makes 3-pt shot from 23 ft
9:21.0,Turnover by R. Gobert (lost ball; steal by R. Rubio),,41-40,,
9:15.0,,,41-42,2,A. Wiggins makes 2-pt shot at rim (assist by R. Rubio)
8:58.0,D. Favors makes 2-pt shot from 1 ft (assist by R. Hood),2,43-42,,
8:58.0,Shooting foul by G. Dieng (drawn by D. Favors),,43-42,,
8:58.0,D. Favors makes free throw 1 of 1,1,44-42,,
8:52.0,,,44-42,,Minnesota full timeout
8:42.0,,,44-44,2,K. Towns makes 2-pt shot from 21 ft (assist by A. Wiggins)
8:24.0,D. Favors misses 2-pt shot from 4 ft,,44-44,,
8:22.0,Offensive rebound by D. Favors,,44-44,,
8:21.0,D. Favors misses 2-pt shot from 1 ft (block by K. Towns),,44-44,,
8:20.0,Offensive rebound by D. Favors,,44-44,,
8:19.0,Shooting foul by K. Towns (drawn by D. Favors),,44-44,,
8:19.0,D. Favors makes free throw 1 of 2,1,45-44,,
8:19.0,D. Favors makes free throw 2 of 2,1,46-44,,
8:01.0,,,46-44,,R. Rubio misses 2-pt shot from 10 ft
8:00.0,Defensive rebound by R. Gobert,,46-44,,
7:46.0,D. Favors misses 2-pt shot from 21 ft,,46-44,,
7:45.0,,,46-44,,Defensive rebound by A. Wiggins
7:39.0,Personal foul by R. Hood,,46-44,,
7:39.0,,,46-45,1,A. Wiggins makes free throw 1 of 2
7:39.0,,,46-45,,A. Wiggins misses free throw 2 of 2
7:38.0,Defensive rebound by R. Gobert,,46-45,,
7:22.0,G. Hayward misses 2-pt shot from 23 ft,,46-45,,
7:21.0,,,46-45,,Defensive rebound by K. Towns
7:14.0,,,46-45,,Turnover by G. Dieng (lost ball; steal by S. Mack)
6:48.0,D. Favors makes 2-pt shot from 4 ft,2,48-45,,
6:24.0,,,48-45,,Z. LaVine misses 2-pt shot from 16 ft
6:22.0,Defensive rebound by D. Favors,,48-45,,
6:11.0,S. Mack misses 3-pt shot from 25 ft,,48-45,,
6:10.0,,,48-45,,Defensive rebound by A. Wiggins
5:58.0,,,48-47,2,G. Dieng makes 2-pt shot from 18 ft (assist by K. Towns)
5:33.0,R. Gobert makes 2-pt shot at rim (assist by S. Mack),2,50-47,,
5:13.0,,,50-49,2,R. Rubio makes 2-pt shot from 13 ft
5:00.0,S. Mack misses 2-pt shot from 5 ft,,50-49,,
4:59.0,Offensive rebound by D. Favors,,50-49,,
4:59.0,D. Favors makes 2-pt shot from 1 ft,2,52-49,,
4:48.0,,,52-51,2,A. Wiggins makes 2-pt shot at rim (assist by G. Dieng)
4:40.0,,,52-51,,Personal foul by R. Rubio
4:40.0,J. Ingles enters the game for G. Hayward,,52-51,,
4:40.0,T. Booker enters the game for D. Favors,,52-51,,
4:40.0,,,52-51,,T. Jones enters the game for R. Rubio
4:40.0,,,52-51,,G. Smith enters the game for G. Dieng
4:28.0,R. Hood makes 2-pt shot from 2 ft,2,54-51,,
4:16.0,,,54-53,2,T. Jones makes 2-pt shot from 23 ft (assist by A. Wiggins)
3:55.0,R. Neto enters the game for S. Mack,,54-53,,
3:49.0,R. Hood misses 2-pt shot from 19 ft,,54-53,,
3:48.0,,,54-53,,Defensive rebound by A. Wiggins
3:33.0,,,54-53,,Z. LaVine misses 2-pt shot from 18 ft
3:33.0,Defensive rebound by J. Ingles,,54-53,,
3:20.0,Turnover by J. Ingles (bad pass),,54-53,,
3:20.0,,,54-53,,S. Muhammad enters the game for A. Wiggins
3:01.0,,,54-53,,Z. LaVine misses 2-pt shot from 1 ft (block by R. Gobert)
3:00.0,,,54-53,,Offensive rebound by Team
2:57.0,,,54-53,,Shooting foul by R. Gobert (drawn by T. Jones)
2:57.0,Utah full timeout,,54-53,,
2:57.0,T. Lyles enters the game for T. Booker,,54-53,,
2:57.0,,,54-53,,N. Bjelica enters the game for K. Towns
2:57.0,,,54-54,1,T. Jones makes free throw 1 of 2
2:57.0,,,54-54,,T. Prince enters the game for Z. LaVine
2:57.0,,,54-55,1,T. Jones makes free throw 2 of 2
2:37.0,J. Ingles misses 3-pt shot from 23 ft,,54-55,,
2:36.0,Offensive rebound by R. Neto,,54-55,,
2:20.0,R. Neto misses 2-pt shot from 1 ft,,54-55,,
2:19.0,,,54-55,,Defensive rebound by S. Muhammad
2:00.0,,,54-55,,G. Smith misses 2-pt shot at rim
1:59.0,Defensive rebound by R. Neto,,54-55,,
1:49.0,T. Lyles makes 3-pt shot from 24 ft (assist by R. Hood),3,57-55,,
1:34.0,,,57-55,,T. Jones misses 2-pt shot from 17 ft
1:33.0,Defensive rebound by R. Neto,,57-55,,
1:27.0,Shooting foul by G. Smith (drawn by R. Gobert),,57-55,,
1:27.0,R. Gobert misses free throw 1 of 2,,57-55,,
1:27.0,Offensive rebound by Team,,57-55,,
1:27.0,R. Gobert makes free throw 2 of 2,1,58-55,,
1:11.0,,,58-55,,G. Smith misses 2-pt shot from 1 ft (block by R. Gobert)
1:10.0,Defensive rebound by J. Ingles,,58-55,,
1:00.0,R. Neto misses 3-pt shot from 23 ft,,58-55,,
0:59.0,,,58-55,,Defensive rebound by G. Smith
0:46.0,,,58-55,,N. Bjelica misses 2-pt shot from 4 ft
0:46.0,,,58-55,,Offensive rebound by S. Muhammad
0:44.0,,,58-57,2,S. Muhammad makes 2-pt shot from 3 ft
0:29.0,R. Hood misses 3-pt shot from 24 ft,,58-57,,
0:29.0,,,58-57,,Defensive rebound by T. Prince
0:09.0,,,58-57,,Turnover by T. Jones (lost ball; steal by J. Ingles)
0:06.0,J. Ingles makes 2-pt shot at rim,2,60-57,,
0:01.0,,,60-59,2,T. Jones makes 2-pt shot from 3 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,R. Neto misses 2-pt shot from 2 ft,,60-59,,
11:39.0,,,60-59,,Defensive rebound by N. Bjelica
11:25.0,,,60-59,,N. Bjelica misses 3-pt shot from 24 ft
11:24.0,Defensive rebound by R. Neto,,60-59,,
11:17.0,G. Hayward makes 2-pt shot from 1 ft,2,62-59,,
11:12.0,,,62-59,,Turnover by T. Jones (lost ball; steal by R. Neto)
11:08.0,R. Neto misses 2-pt shot from 1 ft,,62-59,,
11:07.0,,,62-59,,Defensive rebound by T. Jones
10:58.0,,,62-59,,Shooting foul by R. Neto (drawn by T. Jones)
10:58.0,,,62-60,1,T. Jones makes free throw 1 of 2
10:58.0,,,62-61,1,T. Jones makes free throw 2 of 2
10:42.0,J. Ingles makes 3-pt shot from 22 ft (assist by R. Neto),3,65-61,,
10:26.0,,,65-61,,Turnover by S. Muhammad (bad pass)
10:07.0,T. Lyles misses 2-pt shot at rim,,65-61,,
10:06.0,,,65-61,,Defensive rebound by G. Smith
10:03.0,,,65-63,2,S. Muhammad makes 2-pt shot from 1 ft (assist by T. Jones)
9:49.0,G. Hayward makes 2-pt shot at rim (assist by D. Favors),2,67-63,,
9:49.0,Shooting foul by N. Bjelica (drawn by G. Hayward),,67-63,,
9:49.0,C. Johnson enters the game for J. Ingles,,67-63,,
9:49.0,S. Mack enters the game for R. Neto,,67-63,,
9:49.0,G. Hayward makes free throw 1 of 1,1,68-63,,
9:37.0,,,68-63,,N. Bjelica misses 2-pt shot from 3 ft
9:37.0,,,68-63,,Offensive rebound by N. Bjelica
9:35.0,,,68-63,,N. Bjelica misses 2-pt shot from 2 ft
9:33.0,Defensive rebound by T. Lyles,,68-63,,
9:12.0,C. Johnson misses 2-pt shot from 8 ft,,68-63,,
9:12.0,,,68-63,,Defensive rebound by N. Bjelica
9:06.0,,,68-63,,T. Jones misses 3-pt shot from 25 ft
9:05.0,Defensive rebound by T. Lyles,,68-63,,
9:01.0,G. Hayward makes 2-pt shot at rim (assist by S. Mack),2,70-63,,
9:01.0,Shooting foul by T. Jones (drawn by G. Hayward),,70-63,,
9:01.0,G. Hayward makes free throw 1 of 1,1,71-63,,
8:49.0,,,71-63,,T. Prince misses 3-pt shot from 24 ft
8:48.0,Defensive rebound by C. Johnson,,71-63,,
8:39.0,G. Hayward makes 3-pt shot from 22 ft (assist by T. Lyles),3,74-63,,
8:38.0,,,74-63,,Minnesota full timeout
8:38.0,,,74-63,,R. Rubio enters the game for T. Jones
8:38.0,,,74-63,,G. Dieng enters the game for G. Smith
8:38.0,,,74-63,,Z. LaVine enters the game for S. Muhammad
8:38.0,,,74-63,,K. Towns enters the game for N. Bjelica
8:38.0,,,74-63,,A. Wiggins enters the game for T. Prince
8:25.0,,,74-66,3,R. Rubio makes 3-pt shot from 23 ft (assist by G. Dieng)
8:06.0,S. Mack makes 2-pt shot from 1 ft,2,76-66,,
7:57.0,Personal foul by S. Mack,,76-66,,
7:48.0,,,76-66,,Turnover by R. Rubio (lost ball; steal by T. Lyles)
7:46.0,,,76-66,,Personal foul by A. Wiggins
7:35.0,T. Lyles makes 2-pt shot from 6 ft,2,78-66,,
7:10.0,,,78-68,2,K. Towns makes 2-pt shot from 1 ft (assist by R. Rubio)
6:52.0,D. Favors makes 2-pt shot at rim (assist by G. Hayward),2,80-68,,
6:38.0,Personal foul by D. Favors,,80-68,,
6:38.0,R. Hood enters the game for C. Johnson,,80-68,,
6:38.0,R. Gobert enters the game for D. Favors,,80-68,,
6:36.0,,,80-68,,Turnover by A. Wiggins (traveling)
6:13.0,Turnover by G. Hayward (lost ball; steal by K. Towns),,80-68,,
6:06.0,,,80-70,2,Z. LaVine makes 2-pt shot at rim
5:45.0,S. Mack misses 3-pt shot from 24 ft,,80-70,,
5:44.0,,,80-70,,Defensive rebound by K. Towns
5:35.0,,,80-70,,K. Towns misses 3-pt shot from 24 ft
5:34.0,Defensive rebound by T. Lyles,,80-70,,
5:18.0,T. Lyles makes 2-pt shot at rim,2,82-70,,
5:00.0,,,82-70,,Offensive foul by K. Towns
5:00.0,,,82-70,,Turnover by K. Towns (offensive foul)
5:00.0,Utah full timeout,,82-70,,
4:41.0,T. Lyles misses 3-pt shot from 23 ft,,82-70,,
4:40.0,,,82-70,,Defensive rebound by R. Rubio
4:30.0,,,82-70,,A. Wiggins misses 3-pt shot from 25 ft
4:29.0,Defensive rebound by R. Gobert,,82-70,,
4:05.0,G. Hayward misses 2-pt shot from 15 ft,,82-70,,
4:04.0,Offensive rebound by Team,,82-70,,
4:04.0,Turnover by Team (shot clock),,82-70,,
4:04.0,D. Favors enters the game for T. Lyles,,82-70,,
3:50.0,,,82-72,2,A. Wiggins makes 2-pt shot at rim
3:32.0,R. Hood makes 2-pt shot from 8 ft,2,84-72,,
3:15.0,,,84-72,,K. Towns misses 2-pt shot from 4 ft (block by R. Gobert)
3:14.0,,,84-72,,Offensive rebound by Team
3:11.0,,,84-72,,Shooting foul by G. Hayward (drawn by A. Wiggins)
3:11.0,,,84-72,,A. Wiggins misses free throw 1 of 2
3:11.0,,,84-72,,Offensive rebound by Team
3:11.0,,,84-73,1,A. Wiggins makes free throw 2 of 2
2:52.0,S. Mack makes 2-pt shot from 8 ft,2,86-73,,
2:43.0,,,86-73,,R. Rubio misses 2-pt shot from 13 ft
2:42.0,Defensive rebound by G. Hayward,,86-73,,
2:27.0,G. Hayward makes 3-pt shot from 25 ft (assist by R. Hood),3,89-73,,
2:13.0,,,89-75,2,K. Towns makes 2-pt shot from 21 ft (assist by R. Rubio)
2:06.0,Utah full timeout,,89-75,,
1:58.0,S. Mack misses 3-pt shot from 22 ft,,89-75,,
1:57.0,,,89-75,,Defensive rebound by Team
1:44.0,,,89-77,2,R. Rubio makes 2-pt shot from 20 ft (assist by Z. LaVine)
1:24.0,R. Hood makes 2-pt shot from 17 ft,2,91-77,,
1:16.0,Personal foul by R. Hood,,91-77,,
1:16.0,,,91-78,1,Z. LaVine makes free throw 1 of 2
1:16.0,T. Lyles enters the game for R. Gobert,,91-78,,
1:16.0,,,91-79,1,Z. LaVine makes free throw 2 of 2
1:00.0,G. Hayward makes 2-pt shot from 9 ft,2,93-79,,
0:56.0,,,93-81,2,Z. LaVine makes 2-pt shot at rim
0:43.0,G. Hayward misses 2-pt shot from 2 ft (block by R. Rubio),,93-81,,
0:43.0,,,93-81,,Defensive rebound by Team
0:36.0,Personal foul by D. Favors,,93-81,,
0:36.0,,,93-82,1,R. Rubio makes free throw 1 of 2
0:36.0,,,93-82,,R. Rubio misses free throw 2 of 2
0:36.0,Defensive rebound by G. Hayward,,93-82,,
0:17.0,G. Hayward misses 2-pt shot from 23 ft,,93-82,,
0:16.0,,,93-82,,Defensive rebound by K. Towns
0:11.0,,,93-82,,Shooting foul by G. Hayward (drawn by A. Wiggins)
0:11.0,,,93-83,1,A. Wiggins makes free throw 1 of 2
0:11.0,,,93-84,1,A. Wiggins makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
