time,Houston,pts.away,score,pts.home,Oklahoma City
11:04.0,,,58-55,,Offensive rebound by Team
11:04.0,,,58-56,1,S. Adams makes free throw 2 of 2
10:52.0,P. Beverley misses 3-pt shot from 22 ft,,58-56,,
10:51.0,,,58-56,,Defensive rebound by K. Durant
10:46.0,,,58-56,,R. Westbrook misses 2-pt shot from 1 ft
10:44.0,Defensive rebound by T. Ariza,,58-56,,
10:39.0,P. Beverley makes 2-pt shot from 1 ft,2,60-56,,
10:28.0,Personal foul by T. Ariza (drawn by K. Durant),,60-56,,
10:28.0,,,60-56,,Offensive foul by S. Ibaka
10:28.0,,,60-56,,Turnover by S. Ibaka (offensive foul)
10:09.0,J. Harden misses 2-pt shot at rim,,60-56,,
10:08.0,Offensive rebound by D. Howard,,60-56,,
10:08.0,,,60-56,,Personal foul by S. Ibaka (drawn by D. Howard)
9:58.0,Shooting foul by S. Adams (drawn by D. Howard),,60-56,,
9:58.0,D. Howard misses free throw 1 of 2,,60-56,,
9:58.0,Offensive rebound by Team,,60-56,,
9:58.0,D. Howard misses free throw 2 of 2,,60-56,,
9:57.0,,,60-56,,Defensive rebound by R. Westbrook
9:47.0,Personal foul by T. Ariza (drawn by K. Durant),,60-56,,
9:39.0,,,60-56,,Turnover by D. Waiters (bad pass; steal by P. Beverley)
9:18.0,P. Beverley misses 2-pt shot at rim,,60-56,,
9:17.0,,,60-56,,Defensive rebound by S. Adams
9:11.0,,,60-56,,R. Westbrook misses 2-pt shot from 1 ft
9:10.0,Defensive rebound by T. Ariza,,60-56,,
8:57.0,J. Harden misses 3-pt shot from 23 ft (block by S. Adams),,60-56,,
8:55.0,Offensive rebound by P. Beverley,,60-56,,
8:53.0,J. Harden misses 3-pt shot from 23 ft,,60-56,,
8:53.0,Offensive rebound by Team,,60-56,,
8:50.0,T. Ariza misses 3-pt shot from 24 ft,,60-56,,
8:49.0,,,60-56,,Defensive rebound by S. Adams
8:39.0,,,60-58,2,D. Waiters makes 2-pt shot at rim
8:17.0,D. Howard misses 2-pt shot from 3 ft,,60-58,,
8:16.0,,,60-58,,Defensive rebound by K. Durant
8:12.0,Shooting block foul by C. Brewer (drawn by K. Durant),,60-58,,
8:12.0,,,60-59,1,K. Durant makes free throw 1 of 2
8:12.0,,,60-60,1,K. Durant makes free throw 2 of 2
7:52.0,D. Howard misses 2-pt shot from 3 ft (block by S. Ibaka),,60-60,,
7:51.0,Offensive rebound by P. Beverley,,60-60,,
7:48.0,C. Brewer misses 3-pt shot from 24 ft,,60-60,,
7:45.0,Offensive rebound by D. Howard,,60-60,,
7:44.0,Shooting foul by R. Westbrook (drawn by D. Howard),,60-60,,
7:44.0,D. Howard makes free throw 1 of 2,1,61-60,,
7:44.0,D. Howard makes free throw 2 of 2,1,62-60,,
7:32.0,,,62-60,,K. Durant misses 3-pt shot from 24 ft
7:31.0,,,62-60,,Offensive rebound by R. Westbrook
7:31.0,,,62-60,,R. Westbrook misses 2-pt shot at rim
7:30.0,,,62-60,,Offensive rebound by K. Durant
7:23.0,,,62-62,2,D. Waiters makes 2-pt shot from 15 ft (assist by K. Durant)
7:10.0,J. Harden makes 2-pt shot from 17 ft,2,64-62,,
7:06.0,Technical foul by D. Howard,,64-62,,
7:06.0,C. Capela enters the game for D. Howard,,64-62,,
7:06.0,,,64-63,1,K. Durant makes technical free throw
6:55.0,,,64-63,,Turnover by R. Westbrook (bad pass; steal by T. Ariza)
6:50.0,C. Brewer makes 2-pt shot from 1 ft (assist by T. Ariza),2,66-63,,
6:45.0,Personal take foul by P. Beverley (drawn by R. Westbrook),,66-63,,
6:45.0,,,66-64,1,R. Westbrook makes free throw 1 of 2
6:45.0,,,66-65,1,R. Westbrook makes free throw 2 of 2
6:29.0,C. Brewer makes 2-pt shot from 4 ft,2,68-65,,
6:11.0,,,68-67,2,S. Ibaka makes 2-pt shot from 17 ft (assist by R. Westbrook)
6:03.0,C. Brewer makes 2-pt shot from 1 ft (assist by P. Beverley),2,70-67,,
5:49.0,Personal foul by J. Harden (drawn by K. Durant),,70-67,,
5:49.0,,,70-67,,Oklahoma City full timeout
5:49.0,,,70-67,,E. Kanter enters the game for S. Adams
5:49.0,J. Smith enters the game for C. Brewer,,70-67,,
5:49.0,,,70-68,1,K. Durant makes free throw 1 of 2
5:49.0,,,70-69,1,K. Durant makes free throw 2 of 2
5:30.0,C. Capela makes 2-pt shot from 2 ft (assist by P. Beverley),2,72-69,,
5:14.0,,,72-72,3,D. Waiters makes 3-pt shot from 22 ft (assist by R. Westbrook)
4:56.0,J. Smith misses 2-pt shot from 4 ft,,72-72,,
4:55.0,Offensive rebound by T. Ariza,,72-72,,
4:49.0,Turnover by J. Harden (lost ball; steal by E. Kanter),,72-72,,
4:45.0,,,72-72,,K. Durant misses 2-pt shot from 1 ft
4:43.0,,,72-72,,Offensive rebound by E. Kanter
4:43.0,,,72-74,2,E. Kanter makes 2-pt shot from 1 ft
4:25.0,Shooting foul by E. Kanter (drawn by J. Harden),,72-74,,
4:25.0,J. Harden makes free throw 1 of 2,1,73-74,,
4:25.0,J. Harden makes free throw 2 of 2,1,74-74,,
4:19.0,,,74-74,,Turnover by R. Westbrook (bad pass; steal by T. Ariza)
4:07.0,,,74-74,,Personal foul by K. Durant (drawn by J. Harden)
4:07.0,J. Harden makes free throw 1 of 2,1,75-74,,
4:07.0,T. Jones enters the game for C. Capela,,75-74,,
4:07.0,J. Harden makes free throw 2 of 2,1,76-74,,
3:55.0,,,76-74,,R. Westbrook misses 2-pt shot from 14 ft
3:53.0,,,76-74,,Offensive rebound by E. Kanter
3:53.0,,,76-76,2,E. Kanter makes 2-pt shot from 1 ft
3:53.0,,,76-76,,E. Kanter misses 2-pt shot from 1 ft
3:53.0,,,76-76,,Offensive rebound by E. Kanter
3:41.0,T. Ariza misses 3-pt shot from 24 ft,,76-76,,
3:40.0,,,76-76,,Defensive rebound by E. Kanter
3:29.0,,,76-76,,R. Westbrook misses 2-pt shot from 10 ft
3:29.0,Defensive rebound by J. Harden,,76-76,,
3:16.0,J. Harden misses 2-pt shot from 1 ft,,76-76,,
3:15.0,,,76-76,,Defensive rebound by R. Westbrook
3:14.0,Personal foul by J. Smith (drawn by R. Westbrook),,76-76,,
3:14.0,,,76-77,1,R. Westbrook makes free throw 1 of 2
3:14.0,,,76-77,,K. Singler enters the game for S. Ibaka
3:14.0,T. Lawson enters the game for P. Beverley,,76-77,,
3:14.0,,,76-78,1,R. Westbrook makes free throw 2 of 2
2:52.0,Turnover by J. Harden (lost ball; steal by E. Kanter),,76-78,,
2:48.0,,,76-80,2,K. Durant makes 2-pt shot at rim (assist by R. Westbrook)
2:47.0,Houston full timeout,,76-80,,
2:31.0,T. Ariza misses 2-pt shot from 18 ft,,76-80,,
2:31.0,,,76-80,,Defensive rebound by R. Westbrook
2:25.0,,,76-82,2,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook)
2:12.0,J. Smith misses 3-pt shot from 24 ft,,76-82,,
2:12.0,Offensive rebound by T. Lawson,,76-82,,
2:04.0,T. Ariza makes 2-pt shot from 2 ft (assist by T. Lawson),2,78-82,,
1:44.0,,,78-82,,E. Kanter misses 2-pt shot at rim (block by J. Smith)
1:44.0,Defensive rebound by Team,,78-82,,
1:44.0,,,78-82,,D. Augustin enters the game for R. Westbrook
1:33.0,J. Smith misses 3-pt shot from 24 ft,,78-82,,
1:33.0,,,78-82,,Defensive rebound by K. Durant
1:25.0,,,78-85,3,K. Durant makes 3-pt shot from 25 ft
1:14.0,J. Smith makes 2-pt shot at rim (assist by T. Lawson),2,80-85,,
1:00.0,,,80-87,2,K. Durant makes 2-pt shot from 1 ft
0:46.0,T. Jones makes 2-pt shot at rim (assist by J. Harden),2,82-87,,
0:35.0,,,82-87,,K. Durant misses 3-pt shot from 25 ft
0:33.0,Defensive rebound by T. Jones,,82-87,,
0:09.0,Turnover by Team (shot clock),,82-87,,
0:02.0,,,82-89,2,D. Waiters makes 2-pt shot from 1 ft
0:02.0,,,82-89,,Technical foul by D. Waiters
0:02.0,J. Harden makes technical free throw,1,83-89,,
0:00.0,T. Jones misses 3-pt shot from 40 ft,,83-89,,
0:00.0,Offensive rebound by Team,,83-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,T. Lawson makes 3-pt shot from 25 ft (assist by M. Thornton),3,86-89,,
11:23.0,,,86-91,2,E. Kanter makes 2-pt shot from 4 ft
11:09.0,M. Thornton misses 3-pt shot from 24 ft,,86-91,,
11:08.0,,,86-91,,Defensive rebound by D. Augustin
10:58.0,,,86-94,3,A. Morrow makes 3-pt shot from 22 ft (assist by S. Ibaka)
10:32.0,T. Jones misses 3-pt shot from 24 ft,,86-94,,
10:32.0,,,86-94,,Defensive rebound by Team
10:09.0,,,86-94,,Shooting foul by C. Capela (drawn by E. Kanter)
10:09.0,,,86-95,1,E. Kanter makes free throw 1 of 2
10:09.0,,,86-96,1,E. Kanter makes free throw 2 of 2
9:54.0,C. Brewer misses 3-pt shot from 23 ft,,86-96,,
9:53.0,Offensive rebound by M. Thornton,,86-96,,
9:47.0,C. Brewer makes 2-pt shot from 1 ft (assist by M. Thornton),2,88-96,,
9:33.0,,,88-96,,S. Ibaka misses 2-pt shot from 18 ft
9:33.0,Defensive rebound by C. Brewer,,88-96,,
9:28.0,Shooting foul by S. Ibaka (drawn by C. Brewer),,88-96,,
9:28.0,C. Brewer makes free throw 1 of 2,1,89-96,,
9:28.0,J. Harden enters the game for M. Thornton,,89-96,,
9:28.0,T. Ariza enters the game for T. Jones,,89-96,,
9:28.0,C. Brewer makes free throw 2 of 2,1,90-96,,
9:16.0,,,90-96,,Offensive foul by S. Ibaka
9:16.0,,,90-96,,Turnover by S. Ibaka (offensive foul)
