time,Charlotte,pts.away,score,pts.home,Cleveland
6:56.0,Defensive rebound by C. Lee,,6-12,,
6:47.0,N. Batum makes 3-pt shot from 22 ft (assist by M. Williams),3,9-12,,
6:46.0,,,9-12,,Cleveland full timeout
6:35.0,,,9-15,3,J. Smith makes 3-pt shot from 24 ft (assist by L. James)
6:19.0,N. Batum misses 3-pt shot from 25 ft,,9-15,,
6:17.0,,,9-15,,Defensive rebound by T. Thompson
6:02.0,,,9-15,,K. Love misses 3-pt shot from 23 ft
6:01.0,Defensive rebound by C. Zeller,,9-15,,
5:54.0,Shooting foul by T. Thompson (drawn by C. Zeller),,9-15,,
5:54.0,C. Zeller makes free throw 1 of 2,1,10-15,,
5:54.0,C. Zeller misses free throw 2 of 2,,10-15,,
5:52.0,,,10-15,,Defensive rebound by T. Thompson
5:32.0,,,10-15,,K. Love misses 2-pt shot from 15 ft
5:31.0,Defensive rebound by M. Williams,,10-15,,
5:23.0,C. Lee makes 2-pt shot from 17 ft,2,12-15,,
5:12.0,Personal foul by M. Williams (drawn by L. James),,12-15,,
5:12.0,F. Kaminsky enters the game for M. Williams,,12-15,,
5:06.0,,,12-15,,L. James misses 3-pt shot from 24 ft
5:05.0,Defensive rebound by C. Lee,,12-15,,
4:49.0,F. Kaminsky makes 3-pt shot from 25 ft (assist by K. Walker),3,15-15,,
4:35.0,Violation by C. Zeller (kicked ball),,15-15,,
4:35.0,J. Lin enters the game for C. Lee,,15-15,,
4:29.0,,,15-15,,K. Irving misses 3-pt shot from 25 ft
4:29.0,Defensive rebound by N. Batum,,15-15,,
4:21.0,K. Walker misses 2-pt shot from 15 ft,,15-15,,
4:20.0,,,15-15,,Defensive rebound by L. James
4:13.0,Shooting block foul by C. Zeller (drawn by L. James),,15-15,,
4:13.0,,,15-16,1,L. James makes free throw 1 of 2
4:13.0,,,15-16,,M. Dellavedova enters the game for K. Irving
4:13.0,,,15-16,,R. Jefferson enters the game for K. Love
4:13.0,A. Jefferson enters the game for C. Zeller,,15-16,,
4:13.0,,,15-17,1,L. James makes free throw 2 of 2
3:57.0,N. Batum makes 2-pt shot from 11 ft,2,17-17,,
3:45.0,,,17-17,,T. Thompson misses 2-pt shot from 1 ft
3:44.0,Defensive rebound by N. Batum,,17-17,,
3:38.0,F. Kaminsky makes 3-pt shot from 25 ft (assist by N. Batum),3,20-17,,
3:17.0,,,20-17,,R. Jefferson misses 2-pt shot from 14 ft
3:17.0,Defensive rebound by N. Batum,,20-17,,
3:03.0,F. Kaminsky makes 2-pt shot from 5 ft (assist by N. Batum),2,22-17,,
2:48.0,,,22-17,,J. Smith misses 2-pt shot from 17 ft
2:47.0,Defensive rebound by K. Walker,,22-17,,
2:28.0,A. Jefferson misses 2-pt shot from 11 ft,,22-17,,
2:28.0,,,22-17,,Defensive rebound by J. Smith
2:24.0,,,22-17,,M. Dellavedova misses 2-pt shot from 6 ft
2:23.0,,,22-17,,Offensive rebound by T. Thompson
2:20.0,,,22-17,,Cleveland full timeout
2:20.0,Charlotte full timeout,,22-17,,
2:20.0,J. Lamb enters the game for N. Batum,,22-17,,
2:20.0,,,22-17,,K. Irving enters the game for L. James
2:09.0,,,22-17,,J. Smith misses 2-pt shot from 7 ft
2:08.0,,,22-17,,Offensive rebound by T. Thompson
2:08.0,,,22-19,2,T. Thompson makes 2-pt shot at rim
1:45.0,A. Jefferson makes 2-pt shot from 11 ft (assist by F. Kaminsky),2,24-19,,
1:22.0,,,24-19,,K. Irving misses 3-pt shot from 24 ft
1:21.0,Defensive rebound by A. Jefferson,,24-19,,
1:10.0,K. Walker misses 3-pt shot from 24 ft,,24-19,,
1:09.0,,,24-19,,Defensive rebound by K. Irving
1:01.0,,,24-21,2,K. Irving makes 2-pt shot from 4 ft
0:49.0,J. Lin misses 2-pt shot from 1 ft,,24-21,,
0:49.0,,,24-21,,Defensive rebound by T. Thompson
0:44.0,,,24-21,,Offensive charge foul by K. Irving
0:44.0,,,24-21,,Turnover by K. Irving (offensive foul)
0:44.0,,,24-21,,T. Mozgov enters the game for T. Thompson
0:35.0,Turnover by J. Lin (lost ball; steal by K. Irving),,24-21,,
0:31.0,,,24-23,2,K. Irving makes 2-pt shot at rim
0:13.0,,,24-23,,Personal foul by T. Mozgov (drawn by A. Jefferson)
0:01.0,J. Lamb misses 3-pt shot from 25 ft,,24-23,,
0:00.0,Offensive rebound by A. Jefferson,,24-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,Shooting foul by C. Frye (drawn by F. Kaminsky),,24-23,,
11:40.0,F. Kaminsky makes free throw 1 of 2,1,25-23,,
11:40.0,F. Kaminsky makes free throw 2 of 2,1,26-23,,
11:27.0,Personal foul by J. Lamb (drawn by R. Jefferson),,26-23,,
11:27.0,C. Lee enters the game for K. Walker,,26-23,,
11:18.0,,,26-23,,M. Dellavedova misses 3-pt shot from 24 ft
11:18.0,,,26-23,,Offensive rebound by T. Mozgov
11:07.0,,,26-26,3,C. Frye makes 3-pt shot from 24 ft (assist by M. Dellavedova)
10:50.0,J. Lin misses 2-pt shot from 11 ft,,26-26,,
10:50.0,,,26-26,,Defensive rebound by C. Frye
10:47.0,,,26-28,2,K. Irving makes 2-pt shot from 1 ft
10:47.0,,,26-28,,Shooting foul by J. Lin (drawn by K. Irving)
10:47.0,,,26-29,1,K. Irving makes free throw 1 of 1
10:25.0,A. Jefferson misses 2-pt shot from 15 ft,,26-29,,
10:25.0,,,26-29,,Defensive rebound by C. Frye
10:08.0,,,26-31,2,C. Frye makes 2-pt shot from 6 ft (assist by K. Irving)
10:03.0,Charlotte full timeout,,26-31,,
9:56.0,Shooting foul by R. Jefferson (drawn by J. Lamb),,26-31,,
9:56.0,J. Lamb misses free throw 1 of 2,,26-31,,
9:56.0,Offensive rebound by Team,,26-31,,
9:56.0,J. Lamb makes free throw 2 of 2,1,27-31,,
9:34.0,,,27-31,,C. Frye misses 3-pt shot from 24 ft
9:34.0,,,27-31,,Offensive rebound by K. Irving
9:30.0,,,27-31,,Turnover by T. Mozgov (bad pass; steal by J. Lamb)
9:25.0,Turnover by J. Lamb (bad pass; steal by T. Mozgov),,27-31,,
9:20.0,,,27-33,2,R. Jefferson makes 2-pt shot at rim
9:07.0,J. Lin makes 3-pt shot from 25 ft,3,30-33,,
8:48.0,,,30-35,2,K. Irving makes 2-pt shot from 3 ft
8:39.0,A. Jefferson makes 2-pt shot at rim (assist by J. Lin),2,32-35,,
8:39.0,Shooting foul by K. Irving (drawn by A. Jefferson),,32-35,,
8:39.0,N. Batum enters the game for C. Lee,,32-35,,
8:39.0,,,32-35,,L. James enters the game for R. Jefferson
8:39.0,,,32-35,,K. Love enters the game for C. Frye
8:39.0,A. Jefferson misses free throw 1 of 1,,32-35,,
8:38.0,,,32-35,,Defensive rebound by L. James
8:31.0,,,32-35,,T. Mozgov misses 2-pt shot from 1 ft
8:30.0,Defensive rebound by F. Kaminsky,,32-35,,
8:18.0,A. Jefferson misses 2-pt shot from 7 ft,,32-35,,
8:16.0,Offensive rebound by J. Lamb,,32-35,,
8:14.0,J. Lamb misses 2-pt shot from 8 ft,,32-35,,
8:13.0,,,32-35,,Defensive rebound by T. Mozgov
8:06.0,,,32-37,2,K. Irving makes 2-pt shot at rim
7:53.0,J. Lin makes 2-pt shot at rim,2,34-37,,
7:53.0,Shooting foul by T. Mozgov (drawn by J. Lin),,34-37,,
7:53.0,,,34-37,,J. Smith enters the game for K. Irving
7:53.0,J. Lin misses free throw 1 of 1,,34-37,,
7:51.0,,,34-37,,Defensive rebound by L. James
7:39.0,Def 3 sec tech foul by A. Jefferson,,34-37,,
7:39.0,,,34-38,1,M. Dellavedova makes technical free throw
7:37.0,Personal foul by N. Batum (drawn by L. James),,34-38,,
7:25.0,,,34-40,2,J. Smith makes 2-pt shot from 14 ft (assist by L. James)
7:12.0,Shooting foul by M. Dellavedova (drawn by J. Lin),,34-40,,
7:12.0,J. Lin makes free throw 1 of 2,1,35-40,,
7:12.0,J. Lin misses free throw 2 of 2,,35-40,,
7:11.0,,,35-40,,Defensive rebound by T. Mozgov
6:54.0,,,35-42,2,L. James makes 2-pt shot at rim
6:36.0,F. Kaminsky makes 2-pt shot from 6 ft (assist by J. Lin),2,37-42,,
6:22.0,,,37-42,,K. Love misses 2-pt shot from 13 ft
6:20.0,Defensive rebound by A. Jefferson,,37-42,,
6:14.0,J. Lamb misses 3-pt shot from 25 ft,,37-42,,
6:13.0,,,37-42,,Defensive rebound by L. James
6:08.0,,,37-45,3,J. Smith makes 3-pt shot from 26 ft
5:53.0,J. Lin misses 2-pt shot from 13 ft,,37-45,,
5:53.0,,,37-45,,Defensive rebound by T. Mozgov
5:42.0,,,37-48,3,M. Dellavedova makes 3-pt shot from 24 ft (assist by L. James)
5:34.0,Charlotte full timeout,,37-48,,
5:34.0,Official timeout,,37-48,,
5:34.0,K. Walker enters the game for F. Kaminsky,,37-48,,
5:34.0,M. Williams enters the game for J. Lamb,,37-48,,
5:34.0,,,37-48,,T. Thompson enters the game for T. Mozgov
5:28.0,,,37-48,,Personal foul by L. James (drawn by A. Jefferson)
5:28.0,A. Jefferson makes free throw 1 of 2,1,38-48,,
5:28.0,A. Jefferson makes free throw 2 of 2,1,39-48,,
5:09.0,,,39-50,2,J. Smith makes 2-pt shot from 15 ft
4:52.0,M. Williams makes 3-pt shot from 25 ft (assist by J. Lin),3,42-50,,
4:29.0,,,42-52,2,J. Smith makes 2-pt shot from 17 ft (assist by M. Dellavedova)
4:20.0,Offensive foul by N. Batum,,42-52,,
4:20.0,Turnover by N. Batum (offensive foul),,42-52,,
4:20.0,C. Lee enters the game for J. Lin,,42-52,,
4:20.0,,,42-52,,K. Irving enters the game for M. Dellavedova
4:20.0,C. Zeller enters the game for A. Jefferson,,42-52,,
4:06.0,Personal foul by C. Lee (drawn by J. Smith),,42-52,,
3:58.0,,,42-52,,K. Love misses 3-pt shot from 24 ft
3:55.0,,,42-52,,Offensive rebound by T. Thompson
3:55.0,,,42-54,2,T. Thompson makes 2-pt shot at rim
3:48.0,,,42-54,,Personal foul by T. Thompson (drawn by M. Williams)
3:48.0,M. Williams makes free throw 1 of 2,1,43-54,,
3:48.0,M. Williams makes free throw 2 of 2,1,44-54,,
3:28.0,,,44-54,,Turnover by K. Love (lost ball; steal by M. Williams)
3:16.0,C. Zeller misses 2-pt shot at rim,,44-54,,
3:16.0,,,44-54,,Defensive rebound by T. Thompson
3:16.0,Personal foul by K. Walker (drawn by J. Smith),,44-54,,
3:16.0,,,44-55,1,J. Smith makes free throw 1 of 2
3:16.0,,,44-56,1,J. Smith makes free throw 2 of 2
3:02.0,N. Batum misses 3-pt shot from 25 ft,,44-56,,
3:01.0,Offensive rebound by C. Lee,,44-56,,
2:56.0,Turnover by K. Walker (bad pass; steal by J. Smith),,44-56,,
2:54.0,,,44-58,2,L. James makes 2-pt shot at rim (assist by J. Smith)
2:34.0,C. Lee misses 3-pt shot from 22 ft,,44-58,,
2:34.0,,,44-58,,Defensive rebound by T. Thompson
2:27.0,,,44-58,,Turnover by L. James (bad pass; steal by K. Walker)
2:20.0,K. Walker makes 3-pt shot from 24 ft (assist by C. Lee),3,47-58,,
2:20.0,,,47-58,,Cleveland full timeout
2:20.0,J. Lin enters the game for N. Batum,,47-58,,
2:20.0,F. Kaminsky enters the game for M. Williams,,47-58,,
2:20.0,,,47-58,,M. Dellavedova enters the game for T. Thompson
2:20.0,,,47-58,,T. Mozgov enters the game for K. Irving
2:02.0,,,47-58,,K. Love misses 2-pt shot from 5 ft
2:00.0,Defensive rebound by F. Kaminsky,,47-58,,
1:51.0,C. Zeller makes 2-pt shot at rim (assist by K. Walker),2,49-58,,
1:33.0,,,49-60,2,K. Love makes 2-pt shot from 13 ft (assist by L. James)
1:22.0,Turnover by K. Walker (bad pass; steal by K. Love),,49-60,,
1:16.0,,,49-62,2,K. Love makes 2-pt shot at rim (assist by M. Dellavedova)
1:00.0,F. Kaminsky misses 2-pt shot from 11 ft,,49-62,,
0:58.0,Offensive rebound by C. Zeller,,49-62,,
0:54.0,K. Walker makes 2-pt shot at rim (assist by J. Lin),2,51-62,,
0:54.0,Shooting foul by K. Love (drawn by K. Walker),,51-62,,
0:54.0,K. Walker makes free throw 1 of 1,1,52-62,,
0:46.0,Personal block foul by C. Zeller (drawn by L. James),,52-62,,
0:46.0,,,52-62,,L. James misses free throw 1 of 2
0:46.0,,,52-62,,Offensive rebound by Team
0:46.0,,,52-62,,L. James misses free throw 2 of 2
0:45.0,Defensive rebound by F. Kaminsky,,52-62,,
0:31.0,K. Walker misses 3-pt shot from 25 ft,,52-62,,
0:30.0,,,52-62,,Defensive rebound by J. Smith
0:12.0,,,52-62,,Shooting foul by C. Zeller (drawn by L. James)
0:12.0,,,52-63,1,L. James makes free throw 1 of 2
0:12.0,,,52-63,,R. Jefferson enters the game for K. Love
0:12.0,,,52-63,,L. James misses free throw 2 of 2
0:12.0,,,52-63,,Offensive rebound by Team
0:11.0,T. Hansbrough enters the game for C. Zeller,,52-63,,
0:00.0,,,52-63,,L. James misses 2-pt shot from 14 ft
0:00.0,,,52-63,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,Turnover by N. Batum (bad pass; steal by L. James),,52-63,,
11:39.0,,,52-65,2,T. Thompson makes 2-pt shot at rim (assist by K. Irving)
11:12.0,C. Lee makes 2-pt shot from 1 ft (assist by N. Batum),2,54-65,,
10:54.0,,,54-65,,J. Smith misses 3-pt shot from 24 ft
10:54.0,Defensive rebound by M. Williams,,54-65,,
10:46.0,K. Walker makes 2-pt shot from 18 ft,2,56-65,,
10:25.0,,,56-65,,J. Smith misses 2-pt shot from 14 ft
10:24.0,Defensive rebound by M. Williams,,56-65,,
10:13.0,M. Williams misses 3-pt shot from 24 ft,,56-65,,
10:13.0,,,56-65,,Defensive rebound by K. Irving
10:04.0,,,56-67,2,K. Irving makes 2-pt shot from 6 ft
9:52.0,,,56-67,,Personal foul by K. Love (drawn by C. Zeller)
9:42.0,C. Lee makes 2-pt shot from 1 ft (assist by K. Walker),2,58-67,,
9:18.0,,,58-70,3,K. Irving makes 3-pt shot from 24 ft (assist by T. Thompson)
8:56.0,K. Walker makes 3-pt shot from 24 ft (assist by M. Williams),3,61-70,,
8:39.0,,,61-70,,K. Irving misses 2-pt shot from 4 ft (block by C. Lee)
8:38.0,,,61-70,,Offensive rebound by K. Irving
8:37.0,Personal foul by C. Lee (drawn by J. Smith),,61-70,,
8:23.0,,,61-70,,T. Thompson misses 2-pt shot from 16 ft
8:22.0,Defensive rebound by K. Walker,,61-70,,
8:15.0,K. Walker makes 2-pt shot at rim,2,63-70,,
8:11.0,,,63-70,,Shooting foul by K. Walker (drawn by K. Irving)
8:11.0,,,63-71,1,K. Irving makes free throw 1 of 2
8:11.0,,,63-71,,K. Irving misses free throw 2 of 2
8:10.0,Defensive rebound by C. Zeller,,63-71,,
7:46.0,M. Williams misses 2-pt shot from 12 ft,,63-71,,
7:45.0,,,63-71,,Defensive rebound by J. Smith
7:31.0,,,63-71,,K. Irving misses 3-pt shot from 24 ft
7:30.0,Defensive rebound by M. Williams,,63-71,,
7:18.0,Turnover by M. Williams (bad pass; steal by L. James),,63-71,,
7:11.0,,,63-73,2,L. James makes 2-pt shot at rim
6:54.0,N. Batum misses 2-pt shot from 19 ft,,63-73,,
6:52.0,,,63-73,,Defensive rebound by K. Love
6:43.0,,,63-75,2,K. Love makes 2-pt shot from 20 ft (assist by L. James)
6:23.0,,,63-75,,Personal foul by K. Love (drawn by M. Williams)
6:13.0,Turnover by N. Batum (bad pass; steal by K. Love),,63-75,,
6:08.0,,,63-77,2,L. James makes 2-pt shot from 1 ft
6:08.0,Charlotte full timeout,,63-77,,
5:54.0,K. Walker makes 3-pt shot from 23 ft (assist by C. Lee),3,66-77,,
5:36.0,,,66-77,,J. Smith misses 2-pt shot from 7 ft
5:34.0,Defensive rebound by C. Lee,,66-77,,
5:24.0,M. Williams misses 3-pt shot from 25 ft,,66-77,,
5:24.0,Offensive rebound by C. Zeller,,66-77,,
5:23.0,C. Zeller makes 2-pt shot at rim,2,68-77,,
4:56.0,,,68-79,2,K. Irving makes 2-pt shot from 14 ft (assist by T. Thompson)
4:41.0,K. Walker makes 2-pt shot from 20 ft,2,70-79,,
4:09.0,,,70-79,,L. James misses 2-pt shot at rim
4:07.0,,,70-79,,Offensive rebound by T. Thompson
4:07.0,,,70-79,,T. Thompson misses 2-pt shot at rim
4:05.0,Defensive rebound by C. Lee,,70-79,,
4:05.0,Shooting foul by J. Smith (drawn by K. Walker),,70-79,,
4:05.0,K. Walker makes free throw 1 of 2,1,71-79,,
4:05.0,A. Jefferson enters the game for C. Zeller,,71-79,,
4:05.0,,,71-79,,M. Dellavedova enters the game for K. Irving
4:05.0,K. Walker makes free throw 2 of 2,1,72-79,,
3:52.0,,,72-81,2,L. James makes 2-pt shot from 1 ft (assist by M. Dellavedova)
3:32.0,Turnover by K. Walker (bad pass; steal by J. Smith),,72-81,,
3:26.0,,,72-83,2,J. Smith makes 2-pt shot from 1 ft
3:15.0,Charlotte full timeout,,72-83,,
3:15.0,,,72-83,,T. Mozgov enters the game for T. Thompson
3:05.0,K. Walker misses 2-pt shot from 6 ft,,72-83,,
3:03.0,,,72-83,,Defensive rebound by T. Mozgov
2:54.0,,,72-83,,T. Mozgov misses 2-pt shot from 2 ft
2:54.0,,,72-83,,Offensive rebound by T. Mozgov
2:51.0,,,72-85,2,T. Mozgov makes 2-pt shot at rim
2:29.0,A. Jefferson makes 2-pt shot from 7 ft,2,74-85,,
2:14.0,,,74-85,,Shooting foul by M. Williams (drawn by L. James)
2:14.0,,,74-85,,Cleveland full timeout
2:14.0,F. Kaminsky enters the game for M. Williams,,74-85,,
2:14.0,J. Lin enters the game for C. Lee,,74-85,,
2:14.0,,,74-85,,C. Frye enters the game for K. Love
2:14.0,,,74-86,1,L. James makes free throw 1 of 2
2:14.0,,,74-87,1,L. James makes free throw 2 of 2
2:04.0,F. Kaminsky misses 3-pt shot from 25 ft,,74-87,,
2:03.0,Offensive rebound by A. Jefferson,,74-87,,
2:01.0,Turnover by A. Jefferson (bad pass; steal by M. Dellavedova),,74-87,,
1:53.0,,,74-87,,C. Frye misses 3-pt shot from 25 ft
1:52.0,Defensive rebound by N. Batum,,74-87,,
1:43.0,N. Batum misses 2-pt shot from 12 ft,,74-87,,
1:41.0,,,74-87,,Defensive rebound by M. Dellavedova
1:26.0,,,74-87,,Shooting foul by A. Jefferson (drawn by C. Frye)
1:26.0,,,74-87,,C. Frye misses free throw 1 of 2
1:26.0,,,74-87,,Offensive rebound by Team
1:26.0,,,74-88,1,C. Frye makes free throw 2 of 2
1:13.0,Offensive foul by F. Kaminsky,,74-88,,
1:13.0,Turnover by F. Kaminsky (offensive foul),,74-88,,
0:58.0,,,74-88,,T. Mozgov misses 2-pt shot from 4 ft
0:56.0,Defensive rebound by A. Jefferson,,74-88,,
0:38.0,A. Jefferson makes 2-pt shot from 12 ft,2,76-88,,
0:24.0,,,76-88,,M. Dellavedova misses 3-pt shot from 25 ft
0:23.0,Defensive rebound by A. Jefferson,,76-88,,
0:02.0,F. Kaminsky misses 3-pt shot from 23 ft,,76-88,,
0:02.0,,,76-88,,Defensive rebound by L. James
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,76-90,2,T. Mozgov makes 2-pt shot from 1 ft (assist by M. Dellavedova)
11:23.0,,,76-90,,Personal foul by T. Mozgov (drawn by A. Jefferson)
11:08.0,J. Lin misses 2-pt shot from 7 ft,,76-90,,
11:06.0,Offensive rebound by J. Lin,,76-90,,
11:01.0,C. Lee misses 3-pt shot from 25 ft,,76-90,,
11:01.0,,,76-90,,Defensive rebound by C. Frye
10:45.0,,,76-92,2,T. Mozgov makes 2-pt shot from 1 ft (assist by M. Dellavedova)
10:30.0,A. Jefferson makes 2-pt shot from 4 ft (assist by K. Walker),2,78-92,,
10:15.0,,,78-95,3,C. Frye makes 3-pt shot from 24 ft (assist by M. Dellavedova)
9:55.0,F. Kaminsky makes 3-pt shot from 27 ft (assist by K. Walker),3,81-95,,
9:55.0,,,81-95,,Cleveland full timeout
9:55.0,,,81-95,,J. Smith enters the game for M. Dellavedova
9:46.0,Personal foul by A. Jefferson (drawn by K. Irving),,81-95,,
9:40.0,,,81-95,,K. Irving misses 2-pt shot from 16 ft
9:39.0,,,81-95,,Offensive rebound by K. Irving
9:33.0,,,81-98,3,C. Frye makes 3-pt shot from 24 ft (assist by J. Smith)
9:07.0,F. Kaminsky misses 3-pt shot from 26 ft,,81-98,,
9:07.0,,,81-98,,Defensive rebound by T. Mozgov
8:43.0,,,81-101,3,C. Frye makes 3-pt shot from 24 ft (assist by K. Irving)
8:43.0,Charlotte full timeout,,81-101,,
8:43.0,M. Williams enters the game for K. Walker,,81-101,,
8:43.0,N. Batum enters the game for F. Kaminsky,,81-101,,
8:22.0,J. Lin makes 2-pt shot at rim,2,83-101,,
8:14.0,,,83-101,,K. Irving misses 2-pt shot at rim
8:12.0,Defensive rebound by M. Williams,,83-101,,
8:06.0,J. Lin makes 2-pt shot from 14 ft,2,85-101,,
7:46.0,,,85-103,2,K. Irving makes 2-pt shot from 2 ft
7:46.0,,,85-103,,Shooting foul by A. Jefferson (drawn by K. Irving)
7:46.0,,,85-103,,M. Dellavedova enters the game for J. Smith
7:46.0,,,85-103,,K. Irving misses free throw 1 of 1
7:45.0,Defensive rebound by M. Williams,,85-103,,
7:22.0,J. Lin misses 3-pt shot from 26 ft,,85-103,,
7:22.0,,,85-103,,Defensive rebound by K. Irving
7:16.0,,,85-106,3,R. Jefferson makes 3-pt shot from 22 ft (assist by K. Irving)
6:55.0,A. Jefferson misses 2-pt shot from 11 ft,,85-106,,
6:54.0,,,85-106,,Defensive rebound by C. Frye
6:41.0,,,85-109,3,M. Dellavedova makes 3-pt shot from 24 ft (assist by C. Frye)
6:40.0,Charlotte full timeout,,85-109,,
6:40.0,K. Walker enters the game for C. Lee,,85-109,,
6:40.0,C. Zeller enters the game for A. Jefferson,,85-109,,
6:31.0,C. Zeller makes 2-pt shot at rim (assist by N. Batum),2,87-109,,
6:19.0,Personal foul by J. Lin (drawn by M. Dellavedova),,87-109,,
6:07.0,,,87-109,,Turnover by M. Dellavedova (bad pass; steal by N. Batum)
6:02.0,N. Batum makes 2-pt shot at rim,2,89-109,,
5:50.0,,,89-109,,Cleveland full timeout
5:43.0,,,89-109,,M. Dellavedova misses 3-pt shot from 22 ft
5:42.0,Defensive rebound by M. Williams,,89-109,,
5:25.0,,,89-109,,Inbound foul by C. Frye
5:25.0,M. Williams makes free throw 1 of 2,1,90-109,,
5:25.0,M. Williams makes free throw 2 of 2,1,91-109,,
5:13.0,,,91-109,,K. Irving misses 2-pt shot from 9 ft
5:10.0,Defensive rebound by M. Williams,,91-109,,
5:05.0,K. Walker misses 2-pt shot from 8 ft,,91-109,,
5:04.0,,,91-109,,Defensive rebound by C. Frye
4:57.0,,,91-109,,C. Frye misses 3-pt shot from 24 ft
4:56.0,,,91-109,,Offensive rebound by T. Mozgov
4:56.0,,,91-109,,T. Mozgov misses 2-pt shot at rim
4:55.0,Defensive rebound by M. Williams,,91-109,,
4:48.0,Turnover by J. Lin (bad pass; steal by C. Frye),,91-109,,
4:41.0,,,91-111,2,R. Jefferson makes 2-pt shot at rim (assist by K. Irving)
4:25.0,N. Batum misses 3-pt shot from 25 ft,,91-111,,
4:24.0,,,91-111,,Defensive rebound by C. Frye
4:03.0,,,91-111,,T. Mozgov misses 2-pt shot at rim
4:02.0,Defensive rebound by M. Williams,,91-111,,
4:00.0,Charlotte full timeout,,91-111,,
4:00.0,T. Daniels enters the game for N. Batum,,91-111,,
4:00.0,T. Hansbrough enters the game for M. Williams,,91-111,,
4:00.0,F. Kaminsky enters the game for C. Zeller,,91-111,,
4:00.0,A. Harrison enters the game for K. Walker,,91-111,,
4:00.0,J. Gutierrez enters the game for J. Lin,,91-111,,
4:00.0,,,91-111,,M. Williams enters the game for K. Irving
3:50.0,T. Daniels makes 2-pt shot from 19 ft (assist by J. Gutierrez),2,93-111,,
3:29.0,,,93-111,,C. Frye misses 3-pt shot from 24 ft
3:29.0,Defensive rebound by A. Harrison,,93-111,,
3:19.0,T. Daniels makes 3-pt shot from 26 ft (assist by J. Gutierrez),3,96-111,,
3:04.0,,,96-111,,M. Williams misses 3-pt shot from 24 ft
3:03.0,,,96-111,,Offensive rebound by M. Williams
2:45.0,,,96-111,,Turnover by M. Dellavedova (bad pass; steal by J. Gutierrez)
2:26.0,Shooting foul by T. Mozgov (drawn by F. Kaminsky),,96-111,,
2:26.0,F. Kaminsky misses free throw 1 of 2,,96-111,,
2:26.0,Offensive rebound by Team,,96-111,,
2:26.0,F. Kaminsky makes free throw 2 of 2,1,97-111,,
2:11.0,,,97-111,,M. Dellavedova misses 2-pt shot from 8 ft
2:11.0,,,97-111,,Offensive rebound by Team
