time,Oklahoma City,pts.away,score,pts.home,Memphis
6:04.0,,,11-7,,Personal foul by M. Conley (drawn by K. Durant)
5:59.0,R. Westbrook misses 2-pt shot from 13 ft,,11-7,,
5:57.0,Offensive rebound by S. Adams,,11-7,,
5:54.0,S. Adams misses 2-pt shot at rim,,11-7,,
5:54.0,,,11-7,,Defensive rebound by Team
5:54.0,Loose ball foul by S. Adams (drawn by Z. Randolph),,11-7,,
5:54.0,,,11-7,,Memphis full timeout
5:42.0,,,11-7,,Shooting foul by S. Adams (drawn by Z. Randolph)
5:42.0,,,11-8,1,Z. Randolph makes free throw 1 of 2
5:42.0,E. Kanter enters the game for S. Adams,,11-8,,
5:42.0,,,11-8,,Z. Randolph misses free throw 2 of 2
5:41.0,Defensive rebound by K. Durant,,11-8,,
5:26.0,Turnover by R. Westbrook (palming),,11-8,,
5:10.0,,,11-10,2,M. Gasol makes 2-pt shot from 10 ft (assist by M. Conley)
4:59.0,Shooting foul by T. Allen (drawn by R. Westbrook),,11-10,,
4:59.0,R. Westbrook makes free throw 1 of 2,1,12-10,,
4:59.0,,,12-10,,C. Lee enters the game for T. Allen
4:59.0,R. Westbrook makes free throw 2 of 2,1,13-10,,
4:40.0,,,13-10,,M. Conley misses 3-pt shot from 24 ft
4:39.0,,,13-10,,Offensive rebound by M. Gasol
4:29.0,,,13-12,2,J. Green makes 2-pt shot at rim (assist by M. Conley)
4:18.0,,,13-12,,Def 3 sec tech foul by M. Gasol
4:18.0,K. Durant makes technical free throw,1,14-12,,
4:18.0,N. Collison enters the game for A. Roberson,,14-12,,
4:18.0,D. Waiters enters the game for S. Ibaka,,14-12,,
4:18.0,,,14-12,,M. Barnes enters the game for Z. Randolph
4:08.0,Shooting foul by M. Barnes (drawn by E. Kanter),,14-12,,
4:08.0,E. Kanter misses free throw 1 of 2,,14-12,,
4:08.0,Offensive rebound by Team,,14-12,,
4:08.0,E. Kanter misses free throw 2 of 2,,14-12,,
4:07.0,,,14-12,,Defensive rebound by M. Gasol
3:52.0,,,14-14,2,M. Gasol makes 2-pt shot from 6 ft (assist by J. Green)
3:40.0,K. Durant makes 2-pt shot from 16 ft (assist by R. Westbrook),2,16-14,,
3:26.0,,,16-14,,M. Gasol misses 2-pt shot from 1 ft
3:24.0,Defensive rebound by E. Kanter,,16-14,,
3:20.0,Shooting foul by M. Barnes (drawn by K. Durant),,16-14,,
3:20.0,K. Durant makes free throw 1 of 2,1,17-14,,
3:20.0,,,17-14,,M. Chalmers enters the game for M. Conley
3:20.0,K. Durant makes free throw 2 of 2,1,18-14,,
3:05.0,Personal foul by E. Kanter (drawn by M. Gasol),,18-14,,
3:05.0,,,18-15,1,M. Gasol makes free throw 1 of 2
3:05.0,D. Augustin enters the game for R. Westbrook,,18-15,,
3:05.0,,,18-16,1,M. Gasol makes free throw 2 of 2
2:50.0,E. Kanter misses 2-pt shot from 2 ft (block by M. Barnes),,18-16,,
2:50.0,Offensive rebound by Team,,18-16,,
2:50.0,Oklahoma City full timeout,,18-16,,
2:42.0,D. Augustin makes 2-pt shot from 1 ft,2,20-16,,
2:25.0,,,20-16,,M. Chalmers misses 2-pt shot from 2 ft
2:25.0,Defensive rebound by E. Kanter,,20-16,,
2:18.0,,,20-16,,Violation by M. Barnes (kicked ball)
2:18.0,,,20-16,,J. Green enters the game for J. Green
2:04.0,D. Waiters misses 2-pt shot from 5 ft (block by C. Lee),,20-16,,
2:03.0,,,20-16,,Defensive rebound by M. Chalmers
1:59.0,,,20-16,,C. Lee misses 2-pt shot from 17 ft
1:58.0,Defensive rebound by K. Durant,,20-16,,
1:48.0,N. Collison misses 2-pt shot from 10 ft,,20-16,,
1:47.0,Offensive rebound by Team,,20-16,,
1:43.0,Turnover by K. Durant (bad pass; steal by J. Green),,20-16,,
1:37.0,,,20-16,,C. Lee misses 2-pt shot at rim (block by N. Collison)
1:36.0,Defensive rebound by K. Durant,,20-16,,
1:30.0,Turnover by K. Durant (bad pass; steal by M. Chalmers),,20-16,,
1:27.0,,,20-16,,Shooting foul by N. Collison (drawn by M. Chalmers)
1:27.0,,,20-17,1,M. Chalmers makes free throw 1 of 2
1:27.0,,,20-18,1,M. Chalmers makes free throw 2 of 2
1:22.0,,,20-18,,Violation by M. Barnes (kicked ball)
1:15.0,,,20-18,,Personal foul by M. Barnes (drawn by K. Durant)
1:15.0,K. Durant makes free throw 1 of 2,1,21-18,,
1:15.0,,,21-18,,V. Carter enters the game for M. Barnes
1:15.0,K. Durant makes free throw 2 of 2,1,22-18,,
1:03.0,,,22-18,,M. Gasol misses 2-pt shot at rim
1:00.0,,,22-18,,Offensive rebound by J. Green
1:00.0,,,22-20,2,J. Green makes 2-pt shot at rim
0:46.0,D. Augustin makes 3-pt shot from 24 ft (assist by K. Durant),3,25-20,,
0:30.0,,,25-22,2,M. Gasol makes 2-pt shot from 4 ft
0:30.0,,,25-22,,Shooting foul by E. Kanter (drawn by M. Gasol)
0:30.0,,,25-23,1,M. Gasol makes free throw 1 of 1
0:05.0,D. Augustin makes 3-pt shot from 23 ft (assist by K. Durant),3,28-23,,
0:02.0,,,28-23,,Shooting foul by D. Augustin (drawn by M. Chalmers)
0:02.0,,,28-24,1,M. Chalmers makes free throw 1 of 3
0:02.0,,,28-25,1,M. Chalmers makes free throw 2 of 3
0:02.0,,,28-25,,M. Chalmers misses free throw 3 of 3
0:01.0,Defensive rebound by E. Kanter,,28-25,,
0:00.0,E. Kanter misses 3-pt shot from 60 ft,,28-25,,
0:00.0,Offensive rebound by Team,,28-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,28-25,,M. Chalmers misses 3-pt shot from 25 ft
11:38.0,,,28-25,,Offensive rebound by V. Carter
11:35.0,,,28-27,2,V. Carter makes 2-pt shot at rim
11:11.0,S. Ibaka misses 2-pt shot from 4 ft,,28-27,,
11:11.0,,,28-27,,Defensive rebound by V. Carter
10:57.0,,,28-27,,C. Lee misses 3-pt shot from 24 ft
10:56.0,Defensive rebound by N. Collison,,28-27,,
10:42.0,D. Augustin misses 3-pt shot from 26 ft,,28-27,,
10:42.0,,,28-27,,Defensive rebound by Z. Randolph
10:30.0,,,28-27,,Turnover by M. Chalmers (bad pass; steal by N. Collison)
10:17.0,D. Waiters makes 2-pt shot at rim,2,30-27,,
10:01.0,,,30-27,,Z. Randolph misses 2-pt shot from 4 ft
10:00.0,Defensive rebound by S. Ibaka,,30-27,,
9:47.0,D. Waiters makes 2-pt shot from 20 ft,2,32-27,,
9:32.0,,,32-29,2,M. Chalmers makes 2-pt shot from 1 ft
9:13.0,D. Waiters makes 2-pt shot from 20 ft (assist by N. Collison),2,34-29,,
9:05.0,Personal foul by A. Morrow (drawn by V. Carter),,34-29,,
8:56.0,,,34-31,2,M. Chalmers makes 2-pt shot from 7 ft
8:56.0,,,34-31,,Shooting foul by D. Augustin (drawn by M. Chalmers)
8:56.0,,,34-31,,Memphis full timeout
8:56.0,,,34-31,,M. Conley enters the game for V. Carter
8:56.0,,,34-32,1,M. Chalmers makes free throw 1 of 1
8:42.0,Turnover by D. Waiters (bad pass; steal by M. Conley),,34-32,,
8:37.0,,,34-34,2,M. Chalmers makes 2-pt shot at rim (assist by M. Conley)
8:21.0,S. Ibaka misses 2-pt shot from 4 ft,,34-34,,
8:20.0,,,34-34,,Defensive rebound by J. Green
7:59.0,,,34-36,2,C. Lee makes 2-pt shot from 1 ft
7:33.0,D. Augustin misses 2-pt shot from 2 ft,,34-36,,
7:31.0,,,34-36,,Defensive rebound by Z. Randolph
7:24.0,,,34-36,,M. Conley misses 2-pt shot from 19 ft
7:23.0,Defensive rebound by D. Augustin,,34-36,,
7:17.0,D. Waiters makes 3-pt shot from 25 ft (assist by D. Augustin),3,37-36,,
6:56.0,,,37-36,,M. Conley misses 3-pt shot from 23 ft
6:56.0,Defensive rebound by N. Collison,,37-36,,
6:50.0,Oklahoma City full timeout,,37-36,,
6:50.0,R. Westbrook enters the game for N. Collison,,37-36,,
6:50.0,K. Durant enters the game for D. Augustin,,37-36,,
6:50.0,,,37-36,,J. Green enters the game for M. Chalmers
6:50.0,,,37-36,,M. Gasol enters the game for J. Green
6:35.0,R. Westbrook makes 2-pt shot from 7 ft,2,39-36,,
6:26.0,,,39-36,,Turnover by M. Gasol (lost ball; steal by R. Westbrook)
6:19.0,A. Morrow makes 2-pt shot from 6 ft (assist by R. Westbrook),2,41-36,,
5:58.0,,,41-38,2,C. Lee makes 2-pt shot from 2 ft
5:42.0,D. Waiters misses 3-pt shot from 23 ft,,41-38,,
5:41.0,,,41-38,,Defensive rebound by Team
5:30.0,,,41-38,,M. Conley misses 2-pt shot from 1 ft
5:30.0,Defensive rebound by R. Westbrook,,41-38,,
5:26.0,Turnover by R. Westbrook (bad pass; steal by C. Lee),,41-38,,
5:14.0,,,41-38,,Shooting foul by K. Durant (drawn by Z. Randolph)
5:14.0,,,41-39,1,Z. Randolph makes free throw 1 of 2
5:14.0,,,41-40,1,Z. Randolph makes free throw 2 of 2
4:57.0,K. Durant makes 3-pt shot from 26 ft (assist by D. Waiters),3,44-40,,
4:38.0,,,44-40,,Z. Randolph misses 2-pt shot from 6 ft
4:37.0,,,44-40,,Offensive rebound by Z. Randolph
4:34.0,,,44-40,,Z. Randolph misses 2-pt shot from 6 ft
4:33.0,Defensive rebound by A. Morrow,,44-40,,
4:24.0,K. Durant makes 2-pt shot at rim (assist by R. Westbrook),2,46-40,,
4:16.0,,,46-40,,Memphis full timeout
4:04.0,,,46-43,3,C. Lee makes 3-pt shot from 23 ft (assist by M. Gasol)
3:51.0,S. Ibaka makes 2-pt shot at rim (assist by R. Westbrook),2,48-43,,
3:31.0,,,48-43,,Turnover by M. Gasol (traveling)
3:13.0,S. Ibaka makes 2-pt shot at rim (assist by K. Durant),2,50-43,,
3:03.0,,,50-43,,T. Allen enters the game for C. Lee
2:52.0,,,50-43,,M. Gasol misses 2-pt shot from 5 ft
2:51.0,,,50-43,,Offensive rebound by Z. Randolph
2:51.0,,,50-43,,Z. Randolph misses 2-pt shot at rim
2:49.0,Defensive rebound by K. Durant,,50-43,,
2:42.0,K. Durant makes 2-pt shot from 11 ft (assist by R. Westbrook),2,52-43,,
2:19.0,,,52-43,,M. Conley misses 3-pt shot from 22 ft
2:18.0,,,52-43,,Offensive rebound by T. Allen
2:15.0,,,52-45,2,T. Allen makes 2-pt shot from 1 ft
2:15.0,,,52-45,,T. Allen misses 2-pt shot from 1 ft
2:15.0,,,52-45,,Offensive rebound by T. Allen
1:59.0,S. Ibaka makes 2-pt shot at rim (assist by R. Westbrook),2,54-45,,
1:55.0,,,54-45,,Memphis full timeout
1:55.0,,,54-45,,M. Chalmers enters the game for Z. Randolph
1:44.0,,,54-47,2,T. Allen makes 2-pt shot at rim (assist by M. Conley)
1:27.0,S. Ibaka makes 2-pt shot at rim (assist by R. Westbrook),2,56-47,,
1:02.0,,,56-47,,M. Conley misses 2-pt shot from 8 ft
1:00.0,Defensive rebound by S. Ibaka,,56-47,,
0:47.0,K. Durant makes 3-pt shot from 24 ft (assist by R. Westbrook),3,59-47,,
0:30.0,,,59-47,,T. Allen misses 2-pt shot from 7 ft
0:30.0,Defensive rebound by K. Durant,,59-47,,
0:06.0,S. Ibaka misses 2-pt shot at rim,,59-47,,
0:06.0,,,59-47,,Defensive rebound by J. Green
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,59-49,2,J. Green makes 2-pt shot from 2 ft
11:21.0,S. Ibaka misses 2-pt shot from 6 ft,,59-49,,
11:21.0,,,59-49,,Defensive rebound by M. Gasol
11:06.0,,,59-49,,M. Gasol misses 2-pt shot from 19 ft
11:05.0,Defensive rebound by A. Roberson,,59-49,,
10:54.0,R. Westbrook makes 2-pt shot from 7 ft,2,61-49,,
10:33.0,,,61-49,,J. Green misses 2-pt shot from 21 ft
10:33.0,Defensive rebound by S. Adams,,61-49,,
10:21.0,S. Ibaka makes 2-pt shot from 19 ft (assist by R. Westbrook),2,63-49,,
10:10.0,,,63-51,2,Z. Randolph makes 2-pt shot from 12 ft (assist by T. Allen)
9:47.0,R. Westbrook makes 2-pt shot from 1 ft (assist by K. Durant),2,65-51,,
9:30.0,,,65-51,,Offensive foul by M. Gasol
9:30.0,,,65-51,,Turnover by M. Gasol (offensive foul)
9:15.0,Turnover by S. Ibaka (bad pass; steal by J. Green),,65-51,,
9:14.0,,,65-51,,Turnover by J. Green (bad pass; steal by A. Roberson)
9:05.0,S. Ibaka misses 3-pt shot from 24 ft,,65-51,,
9:04.0,Offensive rebound by S. Adams,,65-51,,
9:04.0,Shooting foul by Z. Randolph (drawn by S. Adams),,65-51,,
9:04.0,S. Adams makes free throw 1 of 2,1,66-51,,
9:04.0,S. Adams misses free throw 2 of 2,,66-51,,
9:03.0,,,66-51,,Defensive rebound by Z. Randolph
9:00.0,,,66-51,,Turnover by Z. Randolph (bad pass; steal by A. Roberson)
8:56.0,Turnover by S. Adams (3 sec),,66-51,,
8:46.0,,,66-51,,Turnover by M. Conley (bad pass)
8:27.0,S. Ibaka makes 3-pt shot from 24 ft (assist by K. Durant),3,69-51,,
8:27.0,,,69-51,,Memphis full timeout
8:09.0,,,69-51,,J. Green misses 2-pt shot from 21 ft
8:07.0,Defensive rebound by Team,,69-51,,
7:56.0,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook),2,71-51,,
7:48.0,Personal foul by R. Westbrook (drawn by M. Conley),,71-51,,
7:48.0,,,71-51,,M. Chalmers enters the game for M. Conley
7:48.0,,,71-51,,C. Lee enters the game for J. Green
7:48.0,,,71-51,,M. Barnes enters the game for T. Allen
7:42.0,,,71-51,,Turnover by M. Barnes (bad pass; steal by R. Westbrook)
7:38.0,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook),2,73-51,,
7:38.0,Shooting foul by M. Chalmers (drawn by A. Roberson),,73-51,,
7:38.0,,,73-51,,J. Green enters the game for M. Gasol
7:38.0,A. Roberson makes free throw 1 of 1,1,74-51,,
7:20.0,,,74-53,2,C. Lee makes 2-pt shot from 15 ft
6:56.0,K. Durant makes 2-pt shot at rim,2,76-53,,
6:45.0,,,76-53,,Turnover by M. Chalmers (bad pass; steal by K. Durant)
6:43.0,,,76-53,,Personal foul by Z. Randolph (drawn by K. Durant)
6:33.0,S. Adams misses 2-pt shot from 7 ft,,76-53,,
6:31.0,,,76-53,,Defensive rebound by J. Green
6:15.0,,,76-53,,Z. Randolph misses 2-pt shot from 12 ft
6:14.0,Defensive rebound by K. Durant,,76-53,,
5:54.0,S. Adams misses 2-pt shot from 2 ft,,76-53,,
5:52.0,Offensive rebound by S. Adams,,76-53,,
5:35.0,S. Ibaka misses 2-pt shot from 14 ft,,76-53,,
5:33.0,Offensive rebound by R. Westbrook,,76-53,,
5:18.0,R. Westbrook makes 3-pt shot from 24 ft,3,79-53,,
5:17.0,,,79-53,,Memphis full timeout
5:17.0,,,79-53,,V. Carter enters the game for Z. Randolph
5:04.0,,,79-53,,V. Carter misses 3-pt shot from 24 ft
5:04.0,Defensive rebound by K. Durant,,79-53,,
4:55.0,S. Ibaka misses 2-pt shot from 21 ft,,79-53,,
4:54.0,,,79-53,,Defensive rebound by C. Lee
4:40.0,,,79-56,3,M. Barnes makes 3-pt shot from 24 ft (assist by M. Chalmers)
4:12.0,Turnover by R. Westbrook (bad pass; steal by M. Chalmers),,79-56,,
4:08.0,,,79-58,2,M. Chalmers makes 2-pt shot from 2 ft
3:53.0,,,79-58,,Personal foul by M. Barnes (drawn by S. Adams)
3:53.0,D. Waiters enters the game for S. Adams,,79-58,,
3:40.0,A. Roberson misses 3-pt shot from 24 ft,,79-58,,
3:39.0,,,79-58,,Defensive rebound by M. Chalmers
3:31.0,,,79-58,,C. Lee misses 3-pt shot from 23 ft
3:29.0,Defensive rebound by R. Westbrook,,79-58,,
3:23.0,K. Durant makes 3-pt shot from 25 ft (assist by R. Westbrook),3,82-58,,
3:07.0,,,82-58,,Turnover by C. Lee (bad pass; steal by K. Durant)
3:03.0,K. Durant makes 2-pt shot at rim,2,84-58,,
2:49.0,,,84-58,,Shooting foul by S. Ibaka (drawn by J. Green)
2:49.0,,,84-58,,J. Green misses free throw 1 of 2
2:49.0,,,84-58,,Offensive rebound by Team
2:49.0,N. Collison enters the game for S. Ibaka,,84-58,,
2:49.0,D. Augustin enters the game for R. Westbrook,,84-58,,
2:49.0,,,84-59,1,J. Green makes free throw 2 of 2
2:32.0,Turnover by D. Waiters (bad pass),,84-59,,
2:28.0,,,84-59,,Turnover by C. Lee (lost ball; steal by D. Waiters)
2:19.0,K. Durant misses 2-pt shot at rim,,84-59,,
2:17.0,Offensive rebound by A. Roberson,,84-59,,
2:17.0,A. Roberson makes 2-pt shot from 1 ft,2,86-59,,
2:02.0,,,86-59,,J. Green misses 2-pt shot from 19 ft
2:01.0,Defensive rebound by K. Durant,,86-59,,
1:52.0,A. Roberson makes 2-pt shot at rim,2,88-59,,
1:52.0,,,88-59,,Memphis full timeout
1:28.0,,,88-59,,J. Green misses 2-pt shot at rim
1:26.0,,,88-59,,Offensive rebound by J. Green
1:26.0,,,88-61,2,J. Green makes 2-pt shot at rim
1:07.0,K. Durant makes 3-pt shot from 26 ft,3,91-61,,
1:07.0,Shooting foul by M. Chalmers (drawn by K. Durant),,91-61,,
1:07.0,K. Durant makes free throw 1 of 1,1,92-61,,
0:45.0,,,92-61,,J. Green misses 2-pt shot from 3 ft (block by N. Collison)
0:44.0,Defensive rebound by K. Durant,,92-61,,
0:41.0,K. Durant makes 2-pt shot at rim,2,94-61,,
0:35.0,,,94-61,,Turnover by M. Chalmers (lost ball; steal by K. Durant)
0:32.0,Shooting foul by C. Lee (drawn by D. Waiters),,94-61,,
0:32.0,D. Waiters makes free throw 1 of 2,1,95-61,,
0:32.0,D. Waiters makes free throw 2 of 2,1,96-61,,
0:14.0,,,96-61,,Turnover by M. Barnes (bad pass; steal by D. Augustin)
0:14.0,,,96-61,,Personal foul by J. Green (drawn by D. Augustin)
0:14.0,D. Augustin makes free throw 1 of 2,1,97-61,,
0:14.0,D. Augustin makes free throw 2 of 2,1,98-61,,
0:01.0,,,98-63,2,M. Chalmers makes 2-pt shot at rim
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,98-63,,Def 3 sec tech foul by Z. Randolph
11:49.0,D. Waiters makes technical free throw,1,99-63,,
11:39.0,D. Augustin misses 3-pt shot from 25 ft,,99-63,,
11:39.0,,,99-63,,Defensive rebound by Z. Randolph
11:28.0,,,99-63,,V. Carter misses 2-pt shot from 2 ft
11:25.0,,,99-63,,Offensive rebound by Z. Randolph
11:25.0,,,99-63,,Z. Randolph misses 2-pt shot at rim
11:22.0,Defensive rebound by N. Collison,,99-63,,
11:15.0,D. Waiters misses 3-pt shot from 26 ft,,99-63,,
11:13.0,,,99-63,,Defensive rebound by Z. Randolph
11:07.0,,,99-63,,Shooting foul by D. Augustin (drawn by M. Chalmers)
11:07.0,,,99-64,1,M. Chalmers makes free throw 1 of 2
11:07.0,,,99-65,1,M. Chalmers makes free throw 2 of 2
10:42.0,A. Roberson misses 2-pt shot from 18 ft (block by M. Chalmers),,99-65,,
10:41.0,,,99-65,,Defensive rebound by V. Carter
10:38.0,,,99-67,2,M. Chalmers makes 2-pt shot from 1 ft (assist by V. Carter)
10:26.0,Shooting foul by Z. Randolph (drawn by A. Roberson),,99-67,,
10:26.0,A. Roberson misses free throw 1 of 2,,99-67,,
10:26.0,Offensive rebound by Team,,99-67,,
10:26.0,A. Roberson makes free throw 2 of 2,1,100-67,,
10:08.0,,,100-67,,M. Barnes misses 3-pt shot from 24 ft
10:08.0,Defensive rebound by A. Morrow,,100-67,,
10:01.0,D. Waiters misses 2-pt shot from 1 ft,,100-67,,
10:00.0,Offensive rebound by A. Morrow,,100-67,,
10:00.0,A. Morrow misses 2-pt shot at rim,,100-67,,
9:57.0,,,100-67,,Defensive rebound by C. Lee
9:47.0,,,100-67,,C. Lee misses 3-pt shot from 24 ft
9:45.0,K. Singler enters the game for A. Roberson,,100-67,,
9:45.0,Jump ball: V. Carter vs. N. Collison (M. Barnes gains possession),,,,Jump ball: V. Carter vs. N. Collison (M. Barnes gains possession)
9:45.0,,,100-67,,Offensive rebound by Team
9:35.0,,,100-67,,C. Lee misses 2-pt shot from 1 ft
9:35.0,Defensive rebound by N. Collison,,100-67,,
9:24.0,K. Singler misses 2-pt shot from 20 ft,,100-67,,
9:23.0,,,100-67,,Defensive rebound by Z. Randolph
9:06.0,,,100-67,,V. Carter misses 2-pt shot from 14 ft
9:06.0,,,100-67,,Offensive rebound by Team
9:06.0,E. Kanter enters the game for N. Collison,,100-67,,
9:06.0,,,100-67,,J. Green enters the game for M. Barnes
9:06.0,,,100-67,,J. Green enters the game for C. Lee
8:59.0,,,100-67,,Turnover by Team (shot clock)
8:59.0,Oklahoma City full timeout,,100-67,,
8:59.0,,,100-67,,R. Smith enters the game for M. Chalmers
8:41.0,A. Morrow makes 3-pt shot from 23 ft (assist by D. Augustin),3,103-67,,
8:22.0,,,103-69,2,Z. Randolph makes 2-pt shot from 7 ft
8:02.0,A. Morrow makes 2-pt shot from 2 ft,2,105-69,,
8:02.0,Shooting foul by J. Green (drawn by A. Morrow),,105-69,,
8:02.0,A. Morrow makes free throw 1 of 1,1,106-69,,
7:43.0,,,106-71,2,J. Green makes 2-pt shot at rim
7:20.0,D. Augustin makes 3-pt shot from 25 ft (assist by A. Morrow),3,109-71,,
7:02.0,,,109-71,,Shooting foul by A. Morrow (drawn by J. Green)
7:02.0,,,109-72,1,J. Green makes free throw 1 of 2
7:02.0,,,109-73,1,J. Green makes free throw 2 of 2
6:56.0,Offensive foul by K. Singler,,109-73,,
6:56.0,Turnover by K. Singler (offensive foul),,109-73,,
6:45.0,,,109-75,2,J. Green makes 2-pt shot from 13 ft (assist by R. Smith)
6:28.0,Turnover by D. Waiters (bad pass),,109-75,,
6:17.0,C. Payne enters the game for D. Waiters,,109-75,,
6:13.0,,,109-77,2,J. Green makes 2-pt shot from 1 ft (assist by R. Smith)
5:48.0,C. Payne makes 3-pt shot from 23 ft (assist by A. Morrow),3,112-77,,
5:33.0,,,112-79,2,R. Smith makes 2-pt shot from 19 ft
5:12.0,E. Kanter misses 2-pt shot from 11 ft,,112-79,,
5:11.0,,,112-79,,Defensive rebound by Team
5:11.0,,,112-79,,Memphis full timeout
5:11.0,S. Novak enters the game for A. Morrow,,112-79,,
5:11.0,,,112-79,,C. Lee enters the game for Z. Randolph
5:11.0,,,112-79,,M. Barnes enters the game for J. Green
4:57.0,,,112-81,2,M. Barnes makes 2-pt shot at rim
4:35.0,S. Novak misses 3-pt shot from 22 ft,,112-81,,
4:35.0,Offensive rebound by E. Kanter,,112-81,,
4:31.0,E. Kanter makes 2-pt shot at rim,2,114-81,,
4:22.0,,,114-81,,V. Carter misses 3-pt shot from 25 ft
4:21.0,Defensive rebound by C. Payne,,114-81,,
4:16.0,K. Singler makes 2-pt shot at rim (assist by C. Payne),2,116-81,,
3:45.0,,,116-81,,J. Green misses 2-pt shot from 7 ft
3:44.0,Defensive rebound by C. Payne,,116-81,,
3:33.0,C. Payne misses 3-pt shot from 25 ft,,116-81,,
3:33.0,,,116-81,,Defensive rebound by R. Smith
3:29.0,,,116-81,,Turnover by M. Barnes (lost ball)
3:08.0,K. Singler misses 3-pt shot from 23 ft,,116-81,,
3:07.0,,,116-81,,Defensive rebound by R. Smith
2:57.0,,,116-81,,C. Lee misses 2-pt shot from 1 ft
2:55.0,Defensive rebound by S. Novak,,116-81,,
2:39.0,S. Novak misses 2-pt shot from 22 ft,,116-81,,
2:39.0,,,116-81,,Defensive rebound by R. Smith
2:20.0,,,116-83,2,V. Carter makes 2-pt shot from 2 ft (assist by R. Smith)
1:58.0,S. Novak misses 2-pt shot from 21 ft,,116-83,,
1:58.0,Offensive rebound by E. Kanter,,116-83,,
1:58.0,E. Kanter makes 2-pt shot at rim,2,118-83,,
1:38.0,,,118-83,,Shooting foul by S. Novak (drawn by R. Smith)
1:38.0,Oklahoma City full timeout,,118-83,,
1:38.0,,,118-84,1,R. Smith makes free throw 1 of 2
1:38.0,,,118-85,1,R. Smith makes free throw 2 of 2
1:22.0,C. Payne makes 2-pt shot at rim (assist by D. Augustin),2,120-85,,
