time,Memphis,pts.away,score,pts.home,Oklahoma City
1:22.0,Shooting foul by E. Kanter (drawn by M. Chalmers),,15-20,,
1:22.0,M. Chalmers misses free throw 1 of 2,,15-20,,
1:22.0,Offensive rebound by Team,,15-20,,
1:22.0,M. Chalmers makes free throw 2 of 2,1,16-20,,
1:04.0,,,16-23,3,D. Waiters makes 3-pt shot from 22 ft (assist by K. Durant)
0:46.0,Z. Randolph misses 2-pt shot from 11 ft (block by N. Collison),,16-23,,
0:45.0,,,16-23,,Defensive rebound by E. Kanter
0:38.0,,,16-25,2,E. Kanter makes 2-pt shot from 2 ft (assist by D. Waiters)
0:21.0,Z. Randolph misses 2-pt shot from 13 ft,,16-25,,
0:21.0,,,16-25,,Defensive rebound by E. Kanter
0:01.0,,,16-25,,K. Durant misses 2-pt shot from 1 ft
0:00.0,Defensive rebound by M. Chalmers,,16-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,Z. Randolph misses 2-pt shot from 4 ft,,16-25,,
11:36.0,Offensive rebound by M. Chalmers,,16-25,,
11:36.0,M. Chalmers misses 2-pt shot from 1 ft,,16-25,,
11:35.0,Offensive rebound by R. Hollins,,16-25,,
11:35.0,R. Hollins makes 2-pt shot from 1 ft,2,18-25,,
11:25.0,,,18-28,3,A. Morrow makes 3-pt shot from 22 ft (assist by C. Payne)
11:01.0,M. Chalmers makes 2-pt shot from 2 ft (assist by R. Hollins),2,20-28,,
10:40.0,Def 3 sec tech foul by R. Hollins,,20-28,,
10:40.0,,,20-29,1,A. Morrow makes technical free throw
10:24.0,,,20-32,3,C. Payne makes 3-pt shot from 24 ft (assist by D. Waiters)
10:02.0,M. Barnes misses 3-pt shot from 24 ft,,20-32,,
10:02.0,Offensive rebound by Z. Randolph,,20-32,,
9:59.0,Z. Randolph misses 2-pt shot from 4 ft,,20-32,,
9:59.0,,,20-32,,Defensive rebound by N. Collison
9:57.0,,,20-32,,S. Ibaka enters the game for N. Collison
9:43.0,,,20-32,,E. Kanter misses 2-pt shot from 4 ft
9:43.0,Defensive rebound by C. Lee,,20-32,,
9:29.0,M. Chalmers misses 2-pt shot from 2 ft,,20-32,,
9:28.0,Offensive rebound by Z. Randolph,,20-32,,
9:26.0,Shooting foul by C. Payne (drawn by Z. Randolph),,20-32,,
9:26.0,Z. Randolph makes free throw 1 of 2,1,21-32,,
9:26.0,Z. Randolph makes free throw 2 of 2,1,22-32,,
9:16.0,Personal foul by M. Chalmers (drawn by C. Payne),,22-32,,
9:04.0,,,22-35,3,C. Payne makes 3-pt shot from 24 ft (assist by D. Waiters)
8:48.0,Official timeout,,22-35,,
8:40.0,M. Chalmers makes 2-pt shot from 1 ft,2,24-35,,
8:21.0,,,24-35,,C. Payne misses 3-pt shot from 23 ft
8:20.0,Defensive rebound by Z. Randolph,,24-35,,
8:10.0,,,24-35,,Shooting block foul by C. Payne (drawn by M. Barnes)
8:10.0,,,24-35,,Oklahoma City full timeout
8:10.0,M. Barnes misses free throw 1 of 2,,24-35,,
8:10.0,Offensive rebound by Team,,24-35,,
8:10.0,M. Barnes misses free throw 2 of 2,,24-35,,
8:09.0,,,24-35,,Defensive rebound by C. Payne
7:53.0,,,24-37,2,D. Waiters makes 2-pt shot from 16 ft
7:35.0,C. Lee misses 3-pt shot from 25 ft,,24-37,,
7:35.0,,,24-37,,Defensive rebound by Team
7:34.0,,,24-37,,R. Westbrook enters the game for C. Payne
7:34.0,M. Gasol enters the game for R. Hollins,,24-37,,
7:24.0,,,24-39,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
7:03.0,M. Barnes makes 2-pt shot at rim (assist by M. Gasol),2,26-39,,
6:53.0,,,26-41,2,S. Ibaka makes 2-pt shot from 19 ft (assist by R. Westbrook)
6:39.0,Z. Randolph makes 2-pt shot from 1 ft (assist by M. Chalmers),2,28-41,,
6:22.0,,,28-41,,Turnover by S. Ibaka (lost ball; steal by Z. Randolph)
6:16.0,M. Chalmers misses 2-pt shot at rim (block by S. Ibaka),,28-41,,
6:16.0,Offensive rebound by Team,,28-41,,
6:16.0,,,28-41,,S. Adams enters the game for E. Kanter
6:16.0,,,28-41,,K. Durant enters the game for A. Morrow
6:04.0,M. Chalmers misses 3-pt shot from 24 ft,,28-41,,
6:04.0,Offensive rebound by Z. Randolph,,28-41,,
5:50.0,M. Gasol makes 2-pt shot from 8 ft (assist by M. Chalmers),2,30-41,,
5:31.0,,,30-41,,Shooting foul by C. Lee (drawn by R. Westbrook)
5:31.0,,,30-42,1,R. Westbrook makes free throw 1 of 2
5:31.0,,,30-43,1,R. Westbrook makes free throw 2 of 2
5:15.0,C. Lee misses 3-pt shot from 23 ft,,30-43,,
5:15.0,,,30-43,,Defensive rebound by S. Ibaka
5:09.0,,,30-45,2,R. Westbrook makes 2-pt shot from 1 ft
5:08.0,Memphis full timeout,,30-45,,
5:08.0,T. Allen enters the game for Z. Randolph,,30-45,,
4:55.0,,,30-45,,Personal foul by S. Ibaka (drawn by M. Gasol)
4:49.0,M. Chalmers misses 2-pt shot from 3 ft,,30-45,,
4:47.0,,,30-45,,Defensive rebound by S. Ibaka
4:35.0,,,30-45,,Shooting foul by T. Allen (drawn by S. Ibaka)
4:35.0,,,30-47,2,S. Ibaka makes 2-pt shot from 2 ft (assist by R. Westbrook)
4:35.0,,,30-47,,S. Ibaka misses free throw 1 of 1
4:35.0,Defensive rebound by T. Allen,,30-47,,
4:13.0,M. Barnes misses 3-pt shot from 23 ft,,30-47,,
4:12.0,,,30-47,,Defensive rebound by S. Adams
4:04.0,,,30-47,,K. Durant misses 2-pt shot from 7 ft
4:03.0,,,30-47,,Offensive rebound by R. Westbrook
4:03.0,,,30-47,,R. Westbrook misses 2-pt shot at rim
4:02.0,Defensive rebound by M. Chalmers,,30-47,,
3:52.0,,,30-47,,Personal foul by R. Westbrook (drawn by M. Gasol)
3:36.0,M. Gasol misses 2-pt shot from 19 ft,,30-47,,
3:36.0,,,30-47,,Defensive rebound by K. Durant
3:30.0,,,30-47,,Turnover by D. Waiters (lost ball; steal by T. Allen)
3:24.0,M. Chalmers makes 3-pt shot from 24 ft (assist by T. Allen),3,33-47,,
3:09.0,,,33-47,,Shooting foul by M. Barnes (drawn by S. Adams)
3:09.0,,,33-48,1,S. Adams makes free throw 1 of 2
3:09.0,,,33-48,,S. Adams misses free throw 2 of 2
3:09.0,Defensive rebound by M. Gasol,,33-48,,
2:51.0,Turnover by M. Chalmers (bad pass; steal by R. Westbrook),,33-48,,
2:50.0,Personal foul by M. Barnes (drawn by R. Westbrook),,33-48,,
2:50.0,,,33-49,1,R. Westbrook makes free throw 1 of 2
2:50.0,J. Green enters the game for M. Barnes,,33-49,,
2:50.0,,,33-50,1,R. Westbrook makes free throw 2 of 2
2:38.0,J. Green misses 2-pt shot from 5 ft,,33-50,,
2:38.0,,,33-50,,Defensive rebound by S. Ibaka
2:22.0,,,33-52,2,R. Westbrook makes 2-pt shot from 1 ft
2:01.0,M. Gasol misses 2-pt shot at rim,,33-52,,
2:00.0,,,33-52,,Defensive rebound by K. Durant
1:35.0,,,33-52,,R. Westbrook misses 2-pt shot from 15 ft (block by C. Lee)
1:34.0,Defensive rebound by M. Chalmers,,33-52,,
1:31.0,Turnover by C. Lee (lost ball; steal by K. Durant),,33-52,,
1:29.0,Personal block foul by M. Chalmers (drawn by K. Durant),,33-52,,
1:29.0,,,33-53,1,K. Durant makes free throw 1 of 2
1:29.0,,,33-54,1,K. Durant makes free throw 2 of 2
1:17.0,C. Lee misses 2-pt shot from 16 ft,,33-54,,
1:17.0,,,33-54,,Defensive rebound by S. Ibaka
1:05.0,,,33-54,,S. Ibaka misses 3-pt shot from 24 ft
1:05.0,Defensive rebound by T. Allen,,33-54,,
1:00.0,Shooting foul by S. Adams (drawn by M. Chalmers),,33-54,,
1:00.0,M. Chalmers misses free throw 1 of 2,,33-54,,
1:00.0,Offensive rebound by Team,,33-54,,
1:00.0,,,33-54,,A. Morrow enters the game for S. Adams
1:00.0,M. Chalmers makes free throw 2 of 2,1,34-54,,
0:52.0,,,34-54,,R. Westbrook misses 2-pt shot from 1 ft
0:50.0,Defensive rebound by J. Green,,34-54,,
0:44.0,M. Chalmers misses 2-pt shot from 1 ft,,34-54,,
0:43.0,,,34-54,,Defensive rebound by K. Durant
0:39.0,,,34-56,2,R. Westbrook makes 2-pt shot at rim (assist by K. Durant)
0:22.0,Shooting foul by S. Ibaka (drawn by M. Gasol),,34-56,,
0:22.0,M. Gasol makes free throw 1 of 2,1,35-56,,
0:22.0,M. Gasol makes free throw 2 of 2,1,36-56,,
0:04.0,,,36-56,,Oklahoma City full timeout
0:02.0,,,36-56,,S. Ibaka misses 2-pt shot at rim
0:02.0,,,36-56,,Offensive rebound by R. Westbrook
0:02.0,,,36-56,,R. Westbrook misses 2-pt shot from 2 ft
0:01.0,Defensive rebound by M. Gasol,,36-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,T. Allen makes 2-pt shot from 8 ft (assist by J. Green),2,38-56,,
11:43.0,Shooting foul by A. Roberson (drawn by T. Allen),,38-56,,
11:43.0,T. Allen makes free throw 1 of 1,1,39-56,,
11:32.0,Personal foul by T. Allen (drawn by K. Durant),,39-56,,
11:22.0,,,39-58,2,A. Roberson makes 2-pt shot at rim (assist by S. Adams)
11:22.0,,,39-58,,Shooting foul by M. Barnes (drawn by A. Roberson)
11:22.0,,,39-59,1,A. Roberson makes free throw 1 of 1
11:10.0,Shooting foul by S. Adams (drawn by M. Gasol),,39-59,,
11:10.0,M. Gasol makes free throw 1 of 2,1,40-59,,
11:10.0,M. Gasol makes free throw 2 of 2,1,41-59,,
11:02.0,,,41-59,,Shooting foul by T. Allen (drawn by K. Durant)
11:02.0,,,41-60,1,K. Durant makes free throw 1 of 2
11:02.0,,,41-61,1,K. Durant makes free throw 2 of 2
10:48.0,J. Green makes 2-pt shot from 10 ft,2,43-61,,
10:28.0,,,43-63,2,R. Westbrook makes 2-pt shot from 1 ft
10:14.0,J. Green makes 3-pt shot from 23 ft,3,46-63,,
10:01.0,,,46-63,,A. Roberson misses 2-pt shot at rim
10:00.0,Defensive rebound by T. Allen,,46-63,,
9:55.0,Turnover by M. Barnes (lost ball),,46-63,,
9:42.0,,,46-65,2,S. Adams makes 2-pt shot from 2 ft (assist by R. Westbrook)
9:40.0,Memphis full timeout,,46-65,,
9:23.0,M. Gasol misses 2-pt shot from 7 ft,,46-65,,
9:22.0,Offensive rebound by M. Barnes,,46-65,,
9:19.0,T. Allen misses 2-pt shot from 1 ft,,46-65,,
9:18.0,,,46-65,,Defensive rebound by K. Durant
8:56.0,,,46-65,,Turnover by R. Westbrook (bad pass; steal by M. Barnes)
8:45.0,M. Gasol misses 2-pt shot from 14 ft,,46-65,,
8:44.0,,,46-65,,Defensive rebound by K. Durant
8:42.0,Personal take foul by J. Green (drawn by K. Durant),,46-65,,
8:42.0,M. Chalmers enters the game for C. Lee,,46-65,,
8:16.0,,,46-65,,R. Westbrook misses 2-pt shot from 11 ft
8:16.0,Defensive rebound by M. Chalmers,,46-65,,
8:13.0,M. Barnes makes 2-pt shot at rim (assist by M. Chalmers),2,48-65,,
7:53.0,,,48-65,,R. Westbrook misses 2-pt shot from 6 ft
7:52.0,,,48-65,,Offensive rebound by Team
7:41.0,,,48-67,2,K. Durant makes 2-pt shot from 13 ft
7:25.0,M. Barnes makes 2-pt shot from 1 ft (assist by M. Chalmers),2,50-67,,
7:13.0,Personal foul by M. Barnes (drawn by R. Westbrook),,50-67,,
7:13.0,,,50-68,1,R. Westbrook makes free throw 1 of 2
7:13.0,,,50-69,1,R. Westbrook makes free throw 2 of 2
6:49.0,M. Barnes misses 3-pt shot from 24 ft,,50-69,,
6:49.0,,,50-69,,Defensive rebound by K. Durant
6:45.0,,,50-69,,Turnover by A. Roberson (lost ball)
6:25.0,M. Gasol misses 2-pt shot from 6 ft,,50-69,,
6:24.0,Offensive rebound by M. Gasol,,50-69,,
6:21.0,M. Gasol misses 2-pt shot from 16 ft,,50-69,,
6:20.0,,,50-69,,Defensive rebound by K. Durant
6:13.0,,,50-69,,Turnover by R. Westbrook (bad pass)
5:55.0,M. Gasol misses 2-pt shot from 5 ft,,50-69,,
5:55.0,,,50-69,,Defensive rebound by R. Westbrook
5:49.0,,,50-69,,R. Westbrook misses 2-pt shot from 1 ft
5:48.0,,,50-69,,Offensive rebound by K. Durant
5:48.0,,,50-71,2,K. Durant makes 2-pt shot from 1 ft
5:42.0,,,50-71,,Personal foul by R. Westbrook (drawn by M. Chalmers)
5:42.0,Memphis full timeout,,50-71,,
5:42.0,Z. Randolph enters the game for M. Barnes,,50-71,,
5:42.0,J. Green enters the game for M. Gasol,,50-71,,
5:42.0,,,50-71,,D. Waiters enters the game for A. Roberson
5:27.0,M. Chalmers misses 2-pt shot from 2 ft,,50-71,,
5:27.0,,,50-71,,Defensive rebound by K. Durant
5:20.0,,,50-71,,S. Ibaka misses 3-pt shot from 24 ft
5:19.0,,,50-71,,Offensive rebound by K. Durant
5:18.0,,,50-73,2,K. Durant makes 2-pt shot at rim
5:02.0,Z. Randolph makes 2-pt shot from 17 ft (assist by T. Allen),2,52-73,,
5:02.0,Loose ball foul by J. Green (drawn by S. Ibaka),,52-73,,
5:02.0,,,52-74,1,S. Ibaka makes free throw 1 of 2
5:02.0,,,52-74,,S. Ibaka misses free throw 2 of 2
5:01.0,Defensive rebound by J. Green,,52-74,,
4:49.0,M. Chalmers makes 2-pt shot at rim,2,54-74,,
4:31.0,,,54-74,,Turnover by S. Ibaka (traveling)
4:19.0,,,54-74,,Personal foul by R. Westbrook (drawn by J. Green)
4:19.0,,,54-74,,N. Collison enters the game for S. Ibaka
4:10.0,J. Green misses 3-pt shot from 24 ft,,54-74,,
4:10.0,,,54-74,,Defensive rebound by Team
4:10.0,Loose ball foul by J. Green (drawn by N. Collison),,54-74,,
4:10.0,,,54-75,1,N. Collison makes free throw 1 of 2
4:10.0,,,54-76,1,N. Collison makes free throw 2 of 2
3:51.0,Z. Randolph misses 2-pt shot from 18 ft,,54-76,,
3:50.0,,,54-76,,Defensive rebound by K. Durant
3:42.0,,,54-76,,Turnover by K. Durant (bad pass; steal by T. Allen)
3:30.0,J. Green makes 2-pt shot from 18 ft (assist by M. Chalmers),2,56-76,,
3:18.0,,,56-76,,Turnover by R. Westbrook (bad pass; steal by Z. Randolph)
3:04.0,J. Green makes 2-pt shot from 16 ft (assist by J. Green),2,58-76,,
2:59.0,,,58-76,,Oklahoma City full timeout
2:49.0,,,58-76,,Turnover by S. Adams (bad pass)
2:36.0,,,58-76,,Personal foul by N. Collison (drawn by J. Green)
2:36.0,J. Green makes free throw 1 of 2,1,59-76,,
2:36.0,,,59-76,,C. Payne enters the game for R. Westbrook
2:36.0,J. Green makes free throw 2 of 2,1,60-76,,
2:18.0,,,60-76,,Turnover by C. Payne (lost ball; steal by M. Chalmers)
2:15.0,Shooting foul by K. Durant (drawn by T. Allen),,60-76,,
2:15.0,T. Allen misses free throw 1 of 2,,60-76,,
2:15.0,Offensive rebound by Team,,60-76,,
2:15.0,T. Allen makes free throw 2 of 2,1,61-76,,
2:01.0,,,61-79,3,K. Durant makes 3-pt shot from 24 ft (assist by C. Payne)
1:41.0,J. Green misses 2-pt shot from 1 ft (block by S. Adams),,61-79,,
1:40.0,,,61-79,,Defensive rebound by S. Adams
1:34.0,,,61-79,,D. Waiters misses 2-pt shot from 18 ft
1:34.0,,,61-79,,Offensive rebound by K. Durant
1:32.0,,,61-81,2,K. Durant makes 2-pt shot from 7 ft
1:16.0,J. Green makes 2-pt shot from 19 ft (assist by M. Chalmers),2,63-81,,
0:57.0,,,63-81,,C. Payne misses 2-pt shot from 11 ft
0:55.0,,,63-81,,Offensive rebound by N. Collison
0:55.0,,,63-81,,N. Collison misses 2-pt shot from 1 ft
0:54.0,Defensive rebound by J. Green,,63-81,,
0:45.0,M. Chalmers makes 2-pt shot from 2 ft,2,65-81,,
0:30.0,,,65-83,2,D. Waiters makes 2-pt shot at rim
0:11.0,J. Green misses 2-pt shot from 20 ft,,65-83,,
0:10.0,,,65-83,,Defensive rebound by S. Adams
0:03.0,,,65-83,,Turnover by K. Durant (lost ball; steal by M. Chalmers)
0:00.0,M. Chalmers misses 3-pt shot from 24 ft,,65-83,,
0:00.0,Offensive rebound by Team,,65-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,,,65-85,2,D. Waiters makes 2-pt shot at rim
11:20.0,M. Barnes makes 2-pt shot from 1 ft (assist by V. Carter),2,67-85,,
10:58.0,,,67-85,,E. Kanter misses 2-pt shot from 13 ft
10:58.0,,,67-85,,Offensive rebound by N. Collison
10:38.0,,,67-85,,N. Collison misses 2-pt shot from 14 ft
10:38.0,Defensive rebound by M. Chalmers,,67-85,,
10:22.0,Z. Randolph misses 2-pt shot from 4 ft,,67-85,,
10:22.0,Offensive rebound by J. Green,,67-85,,
10:22.0,J. Green misses 2-pt shot from 1 ft,,67-85,,
10:21.0,,,67-85,,Defensive rebound by E. Kanter
9:57.0,,,67-85,,N. Collison misses 2-pt shot from 7 ft
9:57.0,,,67-85,,Offensive rebound by E. Kanter
9:57.0,,,67-85,,Turnover by Team (shot clock)
9:46.0,,,67-85,,Shooting block foul by C. Payne (drawn by M. Chalmers)
9:46.0,M. Chalmers misses free throw 1 of 2,,67-85,,
9:46.0,Offensive rebound by Team,,67-85,,
9:46.0,M. Chalmers makes free throw 2 of 2,1,68-85,,
9:33.0,,,68-85,,E. Kanter misses 2-pt shot from 4 ft
9:32.0,Defensive rebound by Z. Randolph,,68-85,,
9:19.0,Z. Randolph misses 2-pt shot from 2 ft,,68-85,,
9:18.0,,,68-85,,Defensive rebound by N. Collison
9:11.0,,,68-85,,Oklahoma City full timeout
9:02.0,,,68-85,,C. Payne misses 2-pt shot at rim
9:02.0,,,68-85,,Offensive rebound by Team
9:02.0,Loose ball foul by M. Chalmers (drawn by E. Kanter),,68-85,,
9:02.0,Technical foul by J. Green,,68-85,,
9:02.0,,,68-86,1,A. Morrow makes technical free throw
8:57.0,Personal foul by V. Carter (drawn by E. Kanter),,68-86,,
8:47.0,,,68-89,3,D. Waiters makes 3-pt shot from 25 ft (assist by N. Collison)
8:35.0,,,68-89,,Personal foul by C. Payne (drawn by V. Carter)
8:23.0,M. Chalmers makes 3-pt shot from 24 ft,3,71-89,,
8:04.0,,,71-89,,Shooting foul by M. Chalmers (drawn by A. Morrow)
8:04.0,,,71-90,1,A. Morrow makes free throw 1 of 2
8:04.0,,,71-91,1,A. Morrow makes free throw 2 of 2
7:50.0,Z. Randolph makes 2-pt shot from 13 ft,2,73-91,,
7:29.0,,,73-91,,Offensive foul by E. Kanter
7:29.0,,,73-91,,Turnover by E. Kanter (offensive foul)
7:15.0,Z. Randolph misses 2-pt shot from 14 ft,,73-91,,
7:15.0,Offensive rebound by Team,,73-91,,
7:13.0,,,73-91,,Loose ball foul by N. Collison (drawn by J. Green)
7:06.0,M. Chalmers makes 3-pt shot from 23 ft,3,76-91,,
6:48.0,,,76-91,,D. Waiters misses 2-pt shot at rim
6:47.0,,,76-91,,Offensive rebound by E. Kanter
6:47.0,,,76-91,,E. Kanter misses 2-pt shot from 1 ft
6:46.0,Defensive rebound by Z. Randolph,,76-91,,
6:40.0,Offensive foul by V. Carter,,76-91,,
6:40.0,Turnover by Z. Randolph (offensive foul),,76-91,,
6:40.0,,,76-91,,R. Westbrook enters the game for C. Payne
6:40.0,,,76-91,,K. Durant enters the game for A. Morrow
6:32.0,Violation by V. Carter (kicked ball),,76-91,,
6:24.0,,,76-93,2,K. Durant makes 2-pt shot from 9 ft
6:17.0,Memphis full timeout,,76-93,,
6:17.0,,,76-93,,A. Morrow enters the game for N. Collison
6:07.0,V. Carter misses 2-pt shot from 18 ft,,76-93,,
6:07.0,,,76-93,,Defensive rebound by R. Westbrook
5:52.0,R. Hollins enters the game for Z. Randolph,,76-93,,
5:46.0,,,76-95,2,K. Durant makes 2-pt shot from 19 ft
5:30.0,M. Barnes makes 3-pt shot from 26 ft (assist by V. Carter),3,79-95,,
5:12.0,,,79-95,,Shooting foul by V. Carter (drawn by E. Kanter)
5:12.0,,,79-96,1,E. Kanter makes free throw 1 of 2
5:12.0,,,79-97,1,E. Kanter makes free throw 2 of 2
5:03.0,V. Carter misses 3-pt shot from 24 ft,,79-97,,
5:02.0,,,79-97,,Defensive rebound by A. Morrow
4:50.0,,,79-100,3,A. Morrow makes 3-pt shot from 22 ft (assist by K. Durant)
4:39.0,M. Chalmers misses 3-pt shot from 25 ft,,79-100,,
4:38.0,,,79-100,,Defensive rebound by D. Waiters
4:29.0,,,79-100,,R. Westbrook misses 3-pt shot from 25 ft
4:28.0,,,79-100,,Offensive rebound by Team
4:24.0,,,79-102,2,A. Morrow makes 2-pt shot from 17 ft (assist by E. Kanter)
4:24.0,Loose ball foul by J. Green (drawn by E. Kanter),,79-102,,
