time,Sacramento,pts.away,score,pts.home,New Orleans
0:28.0,O. Casspi makes free throw 1 of 2,1,30-30,,
0:28.0,,,30-30,,J. Holiday enters the game for N. Cole
0:28.0,O. Casspi makes free throw 2 of 2,1,31-30,,
0:04.0,,,31-30,,A. Gee misses 2-pt shot from 7 ft
0:03.0,,,31-30,,Offensive rebound by A. Gee
0:00.0,,,31-32,2,A. Gee makes 2-pt shot from 2 ft
0:00.0,,,31-32,,Shooting foul by W. Cauley-Stein (drawn by A. Gee)
0:00.0,,,31-33,1,A. Gee makes free throw 1 of 1
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,31-33,,Violation by T. Douglas (kicked ball)
11:35.0,Turnover by Team (shot clock),,31-33,,
11:27.0,,,31-33,,Shooting foul by K. Koufos (drawn by A. Davis)
11:27.0,,,31-35,2,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday)
11:27.0,,,31-35,,A. Davis misses free throw 1 of 1
11:25.0,Defensive rebound by O. Casspi,,31-35,,
11:13.0,K. Koufos misses 2-pt shot from 9 ft,,31-35,,
11:12.0,,,31-35,,Defensive rebound by R. Anderson
11:03.0,,,31-35,,A. Davis misses 3-pt shot from 24 ft
11:02.0,Defensive rebound by D. Collison,,31-35,,
10:54.0,D. Collison misses 2-pt shot from 13 ft,,31-35,,
10:53.0,,,31-35,,Defensive rebound by R. Anderson
10:44.0,,,31-37,2,J. Holiday makes 2-pt shot from 14 ft
10:35.0,Turnover by D. Collison (bad pass; steal by J. Holiday),,31-37,,
10:32.0,,,31-39,2,J. Holiday makes 2-pt shot from 1 ft
10:32.0,Sacramento full timeout,,31-39,,
10:32.0,R. Gay enters the game for W. Cauley-Stein,,31-39,,
10:32.0,D. Cousins enters the game for K. Koufos,,31-39,,
10:26.0,D. Collison makes 2-pt shot from 3 ft (assist by O. Casspi),2,33-39,,
10:26.0,Shooting foul by T. Douglas (drawn by D. Collison),,33-39,,
10:26.0,D. Collison makes free throw 1 of 1,1,34-39,,
10:13.0,,,34-39,,R. Anderson misses 3-pt shot from 24 ft
10:12.0,Defensive rebound by O. Casspi,,34-39,,
9:55.0,D. Cousins makes 2-pt shot from 8 ft (assist by M. Belinelli),2,36-39,,
9:38.0,,,36-39,,A. Davis misses 2-pt shot from 20 ft
9:36.0,Defensive rebound by R. Gay,,36-39,,
9:31.0,Turnover by D. Collison (bad pass; steal by A. Davis),,36-39,,
9:27.0,,,36-39,,Turnover by A. Davis (bad pass)
9:18.0,D. Cousins makes 2-pt shot at rim,2,38-39,,
9:01.0,,,38-39,,J. Holiday misses 3-pt shot from 22 ft
8:59.0,Defensive rebound by D. Cousins,,38-39,,
8:54.0,Shooting foul by J. Holiday (drawn by O. Casspi),,38-39,,
8:54.0,O. Casspi makes free throw 1 of 2,1,39-39,,
8:54.0,,,39-39,,K. Perkins enters the game for R. Anderson
8:54.0,O. Casspi makes free throw 2 of 2,1,40-39,,
8:48.0,,,40-39,,N. Cole enters the game for J. Holiday
8:34.0,,,40-39,,Turnover by K. Perkins (traveling)
8:21.0,R. Gay misses 2-pt shot from 17 ft,,40-39,,
8:20.0,,,40-39,,Defensive rebound by A. Gee
8:17.0,Personal foul by D. Cousins (drawn by T. Douglas),,40-39,,
8:06.0,,,40-41,2,A. Gee makes 2-pt shot at rim (assist by A. Davis)
7:58.0,Turnover by R. Gay (bad pass),,40-41,,
7:43.0,,,40-44,3,T. Douglas makes 3-pt shot from 24 ft (assist by K. Perkins)
7:21.0,M. Belinelli makes 2-pt shot from 20 ft (assist by R. Gay),2,42-44,,
7:14.0,Personal foul by O. Casspi (drawn by A. Davis),,42-44,,
7:06.0,,,42-44,,A. Davis misses 2-pt shot from 10 ft
7:06.0,,,42-44,,Offensive rebound by Team
6:56.0,,,42-44,,T. Douglas misses 3-pt shot from 25 ft
6:55.0,Defensive rebound by D. Cousins,,42-44,,
6:45.0,O. Casspi makes 2-pt shot from 3 ft,2,44-44,,
6:45.0,Shooting foul by A. Davis (drawn by O. Casspi),,44-44,,
6:45.0,,,44-44,,D. Cunningham enters the game for A. Gee
6:45.0,O. Casspi makes free throw 1 of 1,1,45-44,,
6:35.0,,,45-44,,Turnover by N. Cole (bad pass; steal by R. Gay)
6:32.0,Shooting foul by A. Davis (drawn by R. Gay),,45-44,,
6:32.0,R. Gay misses free throw 1 of 2,,45-44,,
6:32.0,Offensive rebound by Team,,45-44,,
6:32.0,R. Rondo enters the game for O. Casspi,,45-44,,
6:32.0,R. Gay makes free throw 2 of 2,1,46-44,,
6:16.0,,,46-44,,T. Douglas misses 2-pt shot from 20 ft
6:15.0,Defensive rebound by R. Gay,,46-44,,
6:07.0,R. Gay makes 3-pt shot from 24 ft (assist by R. Rondo),3,49-44,,
5:52.0,,,49-44,,Turnover by T. Douglas (bad pass; steal by R. Gay)
5:44.0,Turnover by D. Collison (bad pass; steal by N. Cole),,49-44,,
5:30.0,,,49-44,,Turnover by T. Douglas (bad pass)
5:30.0,Official timeout,,49-44,,
5:30.0,,,49-44,,J. Holiday enters the game for T. Douglas
5:14.0,R. Rondo makes 2-pt shot from 2 ft (assist by D. Cousins),2,51-44,,
4:56.0,,,51-44,,N. Cole misses 3-pt shot from 25 ft
4:55.0,Defensive rebound by D. Cousins,,51-44,,
4:46.0,M. Belinelli misses 3-pt shot from 26 ft,,51-44,,
4:43.0,,,51-44,,Defensive rebound by A. Davis
4:38.0,Personal foul by R. Rondo (drawn by N. Cole),,51-44,,
4:33.0,,,51-44,,J. Holiday misses 2-pt shot from 11 ft
4:32.0,Defensive rebound by D. Cousins,,51-44,,
4:13.0,R. Gay misses 2-pt shot from 7 ft,,51-44,,
4:12.0,,,51-44,,Defensive rebound by N. Cole
3:58.0,,,51-46,2,J. Holiday makes 2-pt shot from 1 ft
3:41.0,D. Collison misses 2-pt shot from 14 ft,,51-46,,
3:40.0,,,51-46,,Defensive rebound by A. Davis
3:36.0,,,51-46,,Turnover by A. Davis (lost ball; steal by D. Cousins)
3:31.0,M. Belinelli makes 2-pt shot at rim (assist by D. Cousins),2,53-46,,
3:19.0,,,53-46,,J. Holiday misses 3-pt shot from 25 ft
3:18.0,Defensive rebound by D. Cousins,,53-46,,
3:08.0,Turnover by R. Gay (lost ball; steal by D. Cunningham),,53-46,,
2:59.0,,,53-46,,D. Cunningham misses 3-pt shot from 25 ft
2:58.0,Defensive rebound by D. Cousins,,53-46,,
2:46.0,D. Cousins makes 2-pt shot from 20 ft (assist by D. Collison),2,55-46,,
2:33.0,,,55-46,,Turnover by K. Perkins (lost ball)
2:33.0,,,55-46,,New Orleans full timeout
2:33.0,,,55-46,,O. Asik enters the game for A. Davis
2:33.0,,,55-46,,R. Anderson enters the game for K. Perkins
2:33.0,O. Casspi enters the game for M. Belinelli,,55-46,,
2:14.0,D. Cousins makes 2-pt shot from 1 ft (assist by R. Rondo),2,57-46,,
1:57.0,,,57-46,,J. Holiday misses 2-pt shot from 17 ft
1:56.0,Defensive rebound by R. Gay,,57-46,,
1:37.0,R. Rondo makes 2-pt shot from 18 ft,2,59-46,,
1:13.0,,,59-48,2,R. Anderson makes 2-pt shot from 13 ft (assist by N. Cole)
0:57.0,D. Cousins makes 2-pt shot from 1 ft (assist by R. Rondo),2,61-48,,
0:35.0,,,61-48,,Turnover by O. Asik (bad pass; steal by D. Cousins)
0:31.0,R. Gay makes 2-pt shot at rim (assist by D. Collison),2,63-48,,
0:18.0,,,63-50,2,D. Cunningham makes 2-pt shot at rim (assist by J. Holiday)
0:13.0,Turnover by R. Rondo (bad pass; steal by D. Cunningham),,63-50,,
0:02.0,,,63-50,,N. Cole misses 2-pt shot from 10 ft
0:01.0,,,63-50,,Offensive rebound by N. Cole
0:00.0,,,63-50,,N. Cole misses 2-pt shot from 4 ft
0:00.0,,,63-50,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
12:00.0,,,63-50,,Technical foul by Team
12:00.0,R. Gay makes technical free throw,1,64-50,,
11:40.0,Turnover by D. Cousins (bad pass; steal by A. Davis),,64-50,,
11:31.0,,,64-50,,N. Cole misses 2-pt shot from 18 ft
11:30.0,Defensive rebound by Q. Acy,,64-50,,
11:08.0,R. Rondo makes 3-pt shot from 25 ft (assist by B. McLemore),3,67-50,,
11:00.0,,,67-52,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
10:45.0,Shooting foul by N. Cole (drawn by B. McLemore),,67-52,,
10:45.0,B. McLemore makes free throw 1 of 2,1,68-52,,
10:45.0,B. McLemore makes free throw 2 of 2,1,69-52,,
10:33.0,,,69-54,2,A. Davis makes 2-pt shot from 20 ft (assist by J. Holiday)
10:24.0,Offensive foul by B. McLemore,,69-54,,
10:24.0,Turnover by B. McLemore (offensive foul),,69-54,,
10:15.0,,,69-54,,Shooting foul by B. McLemore (drawn by J. Holiday)
10:15.0,,,69-56,2,J. Holiday makes 2-pt shot from 4 ft
10:15.0,,,69-57,1,J. Holiday makes free throw 1 of 1
10:01.0,D. Cousins makes 2-pt shot from 1 ft (assist by R. Rondo),2,71-57,,
9:50.0,Def 3 sec tech foul by D. Cousins,,71-57,,
9:50.0,,,71-58,1,A. Davis makes technical free throw
9:41.0,,,71-60,2,N. Cole makes 2-pt shot from 20 ft
9:26.0,Shooting foul by O. Asik (drawn by D. Cousins),,71-60,,
9:26.0,D. Cousins makes free throw 1 of 2,1,72-60,,
9:26.0,D. Cousins makes free throw 2 of 2,1,73-60,,
9:24.0,Personal foul by Q. Acy (drawn by A. Davis),,73-60,,
9:10.0,,,73-62,2,A. Davis makes 2-pt shot from 12 ft
8:49.0,D. Cousins misses 2-pt shot from 16 ft,,73-62,,
8:48.0,,,73-62,,Defensive rebound by N. Cole
8:40.0,,,73-62,,O. Asik misses 2-pt shot from 2 ft
8:39.0,Defensive rebound by D. Cousins,,73-62,,
8:30.0,D. Cousins misses 3-pt shot from 24 ft,,73-62,,
8:29.0,,,73-62,,Defensive rebound by J. Holiday
8:19.0,,,73-62,,A. Davis misses 2-pt shot from 17 ft
8:18.0,Defensive rebound by R. Rondo,,73-62,,
8:13.0,Turnover by R. Rondo (bad pass; steal by A. Davis),,73-62,,
8:03.0,,,73-64,2,N. Cole makes 2-pt shot from 16 ft
7:35.0,R. Rondo misses 3-pt shot from 23 ft,,73-64,,
7:35.0,Offensive rebound by Team,,73-64,,
7:35.0,Turnover by Team (shot clock),,73-64,,
7:26.0,,,73-64,,Shooting foul by Q. Acy (drawn by A. Davis)
7:26.0,Sacramento full timeout,,73-64,,
7:26.0,,,73-64,,A. Davis misses free throw 1 of 2
7:26.0,,,73-64,,Offensive rebound by Team
7:26.0,,,73-64,,A. Davis misses free throw 2 of 2
7:25.0,Defensive rebound by Team,,73-64,,
7:25.0,,,73-64,,Loose ball foul by O. Asik (drawn by D. Cousins)
7:12.0,D. Cousins makes 2-pt shot from 20 ft (assist by R. Rondo),2,75-64,,
6:57.0,,,75-64,,N. Cole misses 2-pt shot from 2 ft
6:56.0,Defensive rebound by D. Cousins,,75-64,,
6:46.0,Turnover by D. Cousins (bad pass; steal by D. Cunningham),,75-64,,
6:35.0,,,75-64,,N. Cole misses 3-pt shot from 24 ft
6:32.0,,,75-64,,Offensive rebound by O. Asik
6:32.0,,,75-64,,O. Asik misses 2-pt shot from 1 ft
6:31.0,,,75-64,,Offensive rebound by O. Asik
6:22.0,,,75-64,,Turnover by A. Davis (lost ball; steal by R. Rondo)
6:14.0,R. Rondo misses 2-pt shot from 1 ft,,75-64,,
6:12.0,,,75-64,,Defensive rebound by A. Davis
5:59.0,,,75-64,,J. Holiday misses 2-pt shot from 20 ft
5:58.0,Defensive rebound by Q. Acy,,75-64,,
5:47.0,,,75-64,,Personal foul by D. Cunningham (drawn by R. Gay)
5:47.0,D. Collison enters the game for B. McLemore,,75-64,,
5:47.0,,,75-64,,K. Perkins enters the game for O. Asik
5:39.0,D. Cousins misses 2-pt shot from 20 ft,,75-64,,
5:38.0,,,75-64,,Defensive rebound by A. Davis
5:31.0,Personal foul by Q. Acy (drawn by A. Davis),,75-64,,
5:19.0,,,75-64,,A. Davis misses 2-pt shot from 18 ft
5:18.0,Defensive rebound by Team,,75-64,,
5:13.0,D. Cousins misses 2-pt shot from 2 ft,,75-64,,
5:12.0,Offensive rebound by D. Cousins,,75-64,,
5:12.0,,,75-64,,Loose ball foul by A. Davis (drawn by D. Cousins)
5:12.0,D. Cousins misses free throw 1 of 2,,75-64,,
5:12.0,Offensive rebound by Team,,75-64,,
5:12.0,,,75-64,,R. Anderson enters the game for K. Perkins
5:12.0,D. Cousins makes free throw 2 of 2,1,76-64,,
5:01.0,,,76-64,,N. Cole misses 2-pt shot from 18 ft
5:00.0,Defensive rebound by Q. Acy,,76-64,,
4:38.0,D. Cousins makes 2-pt shot from 9 ft (assist by D. Collison),2,78-64,,
4:27.0,,,78-64,,R. Anderson misses 2-pt shot from 17 ft
4:26.0,Defensive rebound by D. Cousins,,78-64,,
4:20.0,Turnover by D. Cousins (bad pass; steal by J. Holiday),,78-64,,
4:14.0,,,78-66,2,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday)
3:59.0,,,78-66,,Personal foul by R. Anderson (drawn by D. Cousins)
3:59.0,D. Cousins makes free throw 1 of 2,1,79-66,,
3:59.0,O. Casspi enters the game for Q. Acy,,79-66,,
3:59.0,D. Cousins makes free throw 2 of 2,1,80-66,,
3:40.0,Personal foul by D. Collison (drawn by R. Anderson),,80-66,,
3:40.0,,,80-67,1,R. Anderson makes free throw 1 of 2
3:40.0,,,80-68,1,R. Anderson makes free throw 2 of 2
3:28.0,Turnover by R. Rondo (bad pass),,80-68,,
3:20.0,,,80-68,,Shooting foul by R. Gay (drawn by R. Anderson)
3:20.0,,,80-68,,R. Anderson misses free throw 1 of 2
3:20.0,,,80-68,,Offensive rebound by Team
3:20.0,Q. Acy enters the game for R. Gay,,80-68,,
3:20.0,,,80-69,1,R. Anderson makes free throw 2 of 2
3:07.0,Shooting foul by N. Cole (drawn by R. Rondo),,80-69,,
3:07.0,R. Rondo makes free throw 1 of 2,1,81-69,,
3:07.0,,,81-69,,A. Gee enters the game for D. Cunningham
3:07.0,R. Rondo misses free throw 2 of 2,,81-69,,
3:05.0,,,81-69,,Defensive rebound by N. Cole
3:05.0,Loose ball foul by R. Rondo (drawn by N. Cole),,81-69,,
3:05.0,,,81-70,1,N. Cole makes free throw 1 of 2
3:05.0,,,81-70,,T. Douglas enters the game for J. Holiday
3:05.0,K. Koufos enters the game for D. Cousins,,81-70,,
3:05.0,,,81-71,1,N. Cole makes free throw 2 of 2
2:51.0,D. Collison makes 2-pt shot from 19 ft (assist by Q. Acy),2,83-71,,
2:37.0,,,83-71,,T. Douglas misses 3-pt shot from 24 ft
2:36.0,Defensive rebound by Q. Acy,,83-71,,
2:26.0,D. Collison misses 3-pt shot from 25 ft,,83-71,,
2:25.0,,,83-71,,Defensive rebound by A. Davis
2:12.0,,,83-71,,Shooting foul by K. Koufos (drawn by R. Anderson)
2:12.0,,,83-71,,New Orleans full timeout
2:12.0,,,83-72,1,R. Anderson makes free throw 1 of 2
2:12.0,,,83-73,1,R. Anderson makes free throw 2 of 2
1:53.0,,,83-73,,Personal foul by A. Gee (drawn by O. Casspi)
1:53.0,O. Casspi misses free throw 1 of 2,,83-73,,
1:53.0,Offensive rebound by Team,,83-73,,
1:53.0,O. Casspi makes free throw 2 of 2,1,84-73,,
1:41.0,,,84-75,2,A. Davis makes 2-pt shot at rim (assist by R. Anderson)
1:25.0,O. Casspi makes 3-pt shot from 25 ft (assist by Q. Acy),3,87-75,,
1:10.0,,,87-77,2,A. Gee makes 2-pt shot from 6 ft
0:57.0,O. Casspi makes 2-pt shot from 9 ft (assist by D. Collison),2,89-77,,
0:38.0,,,89-80,3,A. Davis makes 3-pt shot from 23 ft (assist by T. Douglas)
0:30.0,O. Casspi misses 3-pt shot from 25 ft,,89-80,,
0:29.0,,,89-80,,Defensive rebound by A. Davis
0:29.0,Loose ball foul by K. Koufos (drawn by A. Davis),,89-80,,
0:29.0,,,89-81,1,A. Davis makes free throw 1 of 2
0:29.0,D. Cousins enters the game for K. Koufos,,89-81,,
0:29.0,R. Gay enters the game for Q. Acy,,89-81,,
0:29.0,,,89-81,,A. Davis misses free throw 2 of 2
0:28.0,Defensive rebound by R. Gay,,89-81,,
0:09.0,R. Gay misses 3-pt shot from 25 ft,,89-81,,
0:08.0,,,89-81,,Defensive rebound by N. Cole
0:02.0,,,89-81,,Shooting foul by R. Gay (drawn by A. Davis)
0:02.0,,,89-82,1,A. Davis makes free throw 1 of 2
0:02.0,,,89-83,1,A. Davis makes free throw 2 of 2
0:00.0,D. Collison misses 2-pt shot from 19 ft,,89-83,,
0:00.0,Offensive rebound by Team,,89-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,89-85,2,J. Holiday makes 2-pt shot at rim
11:27.0,D. Collison misses 3-pt shot from 24 ft,,89-85,,
11:26.0,,,89-85,,Defensive rebound by A. Gee
11:05.0,,,89-87,2,A. Gee makes 2-pt shot from 3 ft
10:39.0,D. Collison misses 3-pt shot from 23 ft (block by J. Holiday),,89-87,,
10:39.0,Offensive rebound by Team,,89-87,,
10:38.0,Turnover by O. Casspi (bad pass; steal by T. Douglas),,89-87,,
10:18.0,,,89-87,,R. Anderson misses 3-pt shot from 23 ft
10:17.0,Defensive rebound by O. Casspi,,89-87,,
9:58.0,D. Cousins misses 3-pt shot from 24 ft,,89-87,,
9:57.0,,,89-87,,Defensive rebound by T. Douglas
9:53.0,,,89-87,,T. Douglas misses 2-pt shot at rim
9:52.0,,,89-87,,Offensive rebound by A. Gee
9:52.0,,,89-87,,A. Gee misses 2-pt shot from 1 ft
9:50.0,Defensive rebound by R. Gay,,89-87,,
9:43.0,M. Belinelli misses 3-pt shot from 24 ft,,89-87,,
9:41.0,,,89-87,,Defensive rebound by A. Gee
9:34.0,,,89-87,,J. Holiday misses 3-pt shot from 26 ft
9:33.0,Defensive rebound by R. Gay,,89-87,,
9:21.0,Turnover by D. Cousins (lost ball; steal by K. Perkins),,89-87,,
9:10.0,,,89-87,,T. Douglas misses 2-pt shot from 18 ft
9:09.0,Defensive rebound by O. Casspi,,89-87,,
8:56.0,R. Gay misses 3-pt shot from 24 ft,,89-87,,
8:56.0,,,89-87,,Defensive rebound by K. Perkins
8:40.0,,,89-89,2,J. Holiday makes 2-pt shot from 1 ft
8:39.0,Sacramento full timeout,,89-89,,
8:39.0,R. Rondo enters the game for O. Casspi,,89-89,,
8:39.0,,,89-89,,A. Davis enters the game for R. Anderson
8:27.0,R. Rondo makes 2-pt shot from 11 ft,2,91-89,,
8:09.0,,,91-89,,A. Davis misses 3-pt shot from 25 ft
8:08.0,Defensive rebound by D. Cousins,,91-89,,
8:01.0,M. Belinelli makes 3-pt shot from 25 ft (assist by R. Gay),3,94-89,,
7:44.0,,,94-89,,T. Douglas misses 3-pt shot from 25 ft
7:43.0,Defensive rebound by D. Cousins,,94-89,,
7:25.0,M. Belinelli makes 3-pt shot from 26 ft (assist by D. Collison),3,97-89,,
7:24.0,,,97-89,,New Orleans full timeout
7:24.0,,,97-89,,R. Anderson enters the game for K. Perkins
7:24.0,,,97-89,,D. Cunningham enters the game for T. Douglas
7:24.0,,,97-89,,N. Cole enters the game for A. Gee
7:06.0,,,97-89,,N. Cole misses 3-pt shot from 24 ft
7:05.0,,,97-89,,Offensive rebound by R. Anderson
7:03.0,,,97-89,,R. Anderson misses 2-pt shot from 1 ft (block by D. Cousins)
7:03.0,,,97-89,,Offensive rebound by R. Anderson
