time,Brooklyn,pts.away,score,pts.home,Cleveland
7:26.0,,,11-6,,Defensive rebound by Team
7:13.0,,,11-6,,Turnover by T. Mozgov (lost ball)
6:57.0,T. Young misses 2-pt shot from 4 ft,,11-6,,
6:54.0,,,11-6,,Defensive rebound by K. Love
6:43.0,Personal foul by J. Johnson (drawn by J. Smith),,11-6,,
6:37.0,,,11-6,,M. Williams misses 2-pt shot at rim (block by B. Lopez)
6:37.0,,,11-6,,Offensive rebound by Team
6:32.0,,,11-8,2,M. Williams makes 2-pt shot from 18 ft (assist by L. James)
6:15.0,B. Lopez makes 2-pt shot from 9 ft (assist by J. Jack),2,13-8,,
5:54.0,,,13-8,,T. Mozgov misses 2-pt shot from 3 ft
5:49.0,Defensive rebound by T. Young,,13-8,,
5:40.0,B. Lopez misses 2-pt shot from 12 ft,,13-8,,
5:36.0,,,13-8,,Defensive rebound by K. Love
5:29.0,,,13-10,2,M. Williams makes 2-pt shot from 17 ft
5:14.0,J. Johnson misses 3-pt shot from 24 ft,,13-10,,
5:12.0,Offensive rebound by B. Lopez,,13-10,,
5:10.0,B. Lopez makes 2-pt shot from 1 ft,2,15-10,,
4:49.0,,,15-10,,T. Thompson enters the game for T. Mozgov
4:48.0,,,15-10,,Offensive foul by T. Thompson
4:48.0,,,15-10,,Turnover by T. Thompson (offensive foul)
4:48.0,,,15-10,,J. Jones enters the game for K. Love
4:37.0,B. Lopez misses 2-pt shot from 5 ft,,15-10,,
4:35.0,Offensive rebound by R. Hollis-Jefferson,,15-10,,
4:30.0,B. Lopez makes 2-pt shot from 5 ft (assist by J. Jack),2,17-10,,
4:10.0,,,17-10,,J. Smith misses 3-pt shot from 23 ft
4:08.0,Defensive rebound by T. Young,,17-10,,
4:04.0,T. Young misses 2-pt shot from 1 ft (block by J. Jones),,17-10,,
4:04.0,Offensive rebound by Team,,17-10,,
3:55.0,R. Hollis-Jefferson makes 2-pt shot from 15 ft (assist by J. Johnson),2,19-10,,
3:33.0,,,19-10,,J. Smith misses 2-pt shot from 17 ft
3:31.0,Defensive rebound by R. Hollis-Jefferson,,19-10,,
3:26.0,Turnover by J. Jack (bad pass; steal by J. Smith),,19-10,,
3:19.0,,,19-12,2,M. Williams makes 2-pt shot from 1 ft
3:00.0,B. Lopez misses 2-pt shot from 16 ft,,19-12,,
3:00.0,,,19-12,,Defensive rebound by L. James
2:49.0,,,19-12,,L. James misses 2-pt shot from 15 ft
2:48.0,Defensive rebound by B. Lopez,,19-12,,
2:41.0,Brooklyn full timeout,,19-12,,
2:41.0,A. Bargnani enters the game for B. Lopez,,19-12,,
2:41.0,,,19-12,,M. Dellavedova enters the game for L. James
2:41.0,,,19-12,,R. Jefferson enters the game for M. Williams
2:34.0,T. Young makes 2-pt shot from 3 ft (assist by J. Jack),2,21-12,,
2:18.0,,,21-15,3,J. Jones makes 3-pt shot from 24 ft (assist by M. Dellavedova)
1:57.0,J. Johnson misses 2-pt shot from 17 ft,,21-15,,
1:56.0,,,21-15,,Defensive rebound by J. Jones
1:32.0,,,21-17,2,J. Smith makes 2-pt shot at rim
1:19.0,J. Jack makes 3-pt shot from 27 ft,3,24-17,,
1:00.0,,,24-17,,R. Jefferson misses 3-pt shot from 24 ft
1:00.0,Defensive rebound by J. Jack,,24-17,,
0:48.0,T. Young misses 2-pt shot from 9 ft (block by J. Jones),,24-17,,
0:48.0,Offensive rebound by Team,,24-17,,
0:48.0,B. Bogdanovic enters the game for J. Johnson,,24-17,,
0:45.0,A. Bargnani misses 2-pt shot from 20 ft,,24-17,,
0:43.0,,,24-17,,Defensive rebound by J. Smith
0:36.0,,,24-17,,Shooting foul by B. Bogdanovic (drawn by J. Smith)
0:36.0,,,24-17,,J. Smith misses free throw 1 of 2
0:36.0,,,24-17,,Offensive rebound by Team
0:36.0,S. Larkin enters the game for J. Jack,,24-17,,
0:36.0,,,24-17,,J. Smith misses free throw 2 of 2
0:33.0,Defensive rebound by T. Young,,24-17,,
0:27.0,B. Bogdanovic misses 2-pt shot at rim (block by R. Jefferson),,24-17,,
0:26.0,,,24-17,,Defensive rebound by T. Thompson
0:02.0,,,24-17,,J. Smith misses 2-pt shot from 2 ft
0:01.0,,,24-17,,Offensive rebound by T. Thompson
0:01.0,,,24-17,,T. Thompson misses 2-pt shot from 1 ft
0:01.0,Defensive rebound by R. Hollis-Jefferson,,24-17,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,24-17,,Shooting foul by R. Hollis-Jefferson (drawn by T. Thompson)
11:46.0,,,24-17,,T. Thompson misses free throw 1 of 2
11:46.0,,,24-17,,Offensive rebound by Team
11:46.0,,,24-17,,T. Thompson misses free throw 2 of 2
11:45.0,,,24-17,,Offensive rebound by M. Dellavedova
11:40.0,,,24-17,,M. Dellavedova misses 3-pt shot from 23 ft
11:39.0,Defensive rebound by T. Young,,24-17,,
11:22.0,Turnover by Team (5 sec),,24-17,,
11:22.0,S. Karasev enters the game for R. Hollis-Jefferson,,24-17,,
11:10.0,,,24-19,2,M. Williams makes 2-pt shot from 1 ft
10:47.0,Turnover by A. Bargnani (step out of bounds),,24-19,,
10:47.0,,,24-19,,K. Love enters the game for J. Jones
10:25.0,,,24-19,,R. Jefferson misses 2-pt shot from 14 ft
10:22.0,Defensive rebound by A. Bargnani,,24-19,,
10:19.0,,,24-19,,Personal foul by K. Love (drawn by S. Larkin)
10:19.0,B. Lopez enters the game for T. Young,,24-19,,
10:11.0,B. Lopez makes 2-pt shot from 4 ft,2,26-19,,
9:45.0,,,26-21,2,T. Thompson makes 2-pt shot from 6 ft
9:27.0,S. Larkin misses 2-pt shot from 19 ft,,26-21,,
9:27.0,,,26-21,,Defensive rebound by T. Thompson
9:18.0,,,26-21,,M. Williams misses 2-pt shot from 14 ft
9:17.0,,,26-21,,Offensive rebound by T. Thompson
9:17.0,,,26-21,,T. Thompson misses 2-pt shot from 1 ft
9:16.0,,,26-21,,Offensive rebound by T. Thompson
9:16.0,,,26-21,,T. Thompson misses 2-pt shot from 1 ft
9:14.0,Defensive rebound by B. Lopez,,26-21,,
9:02.0,A. Bargnani makes 2-pt shot from 16 ft (assist by S. Larkin),2,28-21,,
8:50.0,,,28-21,,Shooting foul by A. Bargnani (drawn by K. Love)
8:50.0,Official timeout,,28-21,,
8:50.0,J. Johnson enters the game for S. Karasev,,28-21,,
8:50.0,,,28-21,,L. James enters the game for R. Jefferson
8:50.0,,,28-22,1,K. Love makes free throw 1 of 2
8:50.0,,,28-23,1,K. Love makes free throw 2 of 2
8:35.0,S. Larkin makes 2-pt shot from 1 ft (assist by B. Lopez),2,30-23,,
8:10.0,,,30-23,,M. Williams misses 3-pt shot from 27 ft
8:10.0,Defensive rebound by B. Bogdanovic,,30-23,,
8:01.0,B. Bogdanovic makes 2-pt shot from 1 ft,2,32-23,,
7:41.0,,,32-23,,L. James misses 2-pt shot from 17 ft
7:38.0,Defensive rebound by B. Lopez,,32-23,,
7:29.0,A. Bargnani makes 2-pt shot from 18 ft (assist by S. Larkin),2,34-23,,
7:11.0,,,34-25,2,M. Williams makes 2-pt shot from 15 ft (assist by T. Thompson)
6:54.0,S. Larkin makes 2-pt shot from 1 ft (assist by B. Lopez),2,36-25,,
6:26.0,,,36-27,2,M. Williams makes 2-pt shot from 17 ft
6:11.0,Shooting foul by M. Williams (drawn by S. Larkin),,36-27,,
6:11.0,S. Larkin makes free throw 1 of 2,1,37-27,,
6:11.0,,,37-27,,T. Mozgov enters the game for T. Thompson
6:11.0,,,37-27,,J. Smith enters the game for M. Williams
6:11.0,S. Larkin misses free throw 2 of 2,,37-27,,
6:08.0,,,37-27,,Defensive rebound by J. Smith
5:55.0,,,37-27,,Turnover by L. James (bad pass)
5:55.0,,,37-27,,Cleveland full timeout
5:43.0,B. Bogdanovic misses 2-pt shot from 10 ft (block by J. Smith),,37-27,,
5:43.0,,,37-27,,Defensive rebound by Team
5:30.0,,,37-27,,T. Mozgov misses 2-pt shot from 2 ft (block by B. Lopez)
5:28.0,Defensive rebound by S. Larkin,,37-27,,
5:23.0,Shooting foul by M. Dellavedova (drawn by S. Larkin),,37-27,,
5:23.0,S. Larkin makes free throw 1 of 2,1,38-27,,
5:23.0,,,38-27,,M. Williams enters the game for M. Dellavedova
5:23.0,S. Larkin makes free throw 2 of 2,1,39-27,,
5:09.0,,,39-29,2,L. James makes 2-pt shot from 2 ft
5:06.0,Turnover by S. Larkin (inbound),,39-29,,
5:03.0,,,39-32,3,K. Love makes 3-pt shot from 24 ft (assist by L. James)
4:50.0,Turnover by A. Bargnani (bad pass; steal by T. Mozgov),,39-32,,
4:45.0,,,39-34,2,K. Love makes 2-pt shot from 1 ft (assist by T. Mozgov)
4:43.0,Brooklyn full timeout,,39-34,,
4:43.0,T. Young enters the game for A. Bargnani,,39-34,,
4:43.0,J. Jack enters the game for S. Larkin,,39-34,,
4:31.0,,,39-34,,Personal foul by T. Mozgov (drawn by B. Lopez)
4:31.0,B. Lopez misses free throw 1 of 2,,39-34,,
4:31.0,Offensive rebound by Team,,39-34,,
4:31.0,B. Lopez makes free throw 2 of 2,1,40-34,,
4:19.0,,,40-34,,L. James misses 2-pt shot from 2 ft
4:19.0,,,40-34,,Offensive rebound by L. James
4:19.0,,,40-34,,L. James misses 2-pt shot from 2 ft
4:19.0,,,40-34,,Offensive rebound by Team
4:19.0,Personal block foul by J. Johnson (drawn by T. Mozgov),,40-34,,
4:07.0,,,40-36,2,L. James makes 2-pt shot from 19 ft (assist by T. Mozgov)
3:44.0,B. Bogdanovic misses 3-pt shot from 24 ft,,40-36,,
3:43.0,,,40-36,,Defensive rebound by K. Love
3:35.0,,,40-36,,J. Smith misses 3-pt shot from 25 ft
3:34.0,Defensive rebound by J. Jack,,40-36,,
3:33.0,B. Lopez makes 2-pt shot from 1 ft (assist by J. Jack),2,42-36,,
3:33.0,Shooting foul by K. Love (drawn by B. Lopez),,42-36,,
3:33.0,R. Hollis-Jefferson enters the game for B. Bogdanovic,,42-36,,
3:33.0,B. Lopez makes free throw 1 of 1,1,43-36,,
3:13.0,Personal foul by B. Lopez (drawn by T. Mozgov),,43-36,,
3:03.0,,,43-36,,Turnover by T. Mozgov (3 sec)
2:57.0,,,43-36,,Personal foul by K. Love (drawn by J. Jack)
2:57.0,J. Jack makes free throw 1 of 2,1,44-36,,
2:57.0,,,44-36,,T. Thompson enters the game for K. Love
2:57.0,J. Jack makes free throw 2 of 2,1,45-36,,
2:40.0,,,45-36,,Turnover by T. Mozgov (lost ball; steal by R. Hollis-Jefferson)
2:31.0,Turnover by J. Jack (bad pass; steal by J. Smith),,45-36,,
2:26.0,,,45-38,2,J. Smith makes 2-pt shot at rim
2:15.0,J. Jack misses 2-pt shot from 16 ft,,45-38,,
2:13.0,,,45-38,,Defensive rebound by J. Smith
2:04.0,,,45-38,,T. Mozgov misses 3-pt shot from 24 ft
2:04.0,,,45-38,,Offensive rebound by Team
2:04.0,Loose ball foul by T. Young (drawn by T. Thompson),,45-38,,
2:04.0,,,45-39,1,T. Thompson makes free throw 1 of 2
2:04.0,,,45-39,,A. Varejao enters the game for T. Mozgov
2:04.0,,,45-40,1,T. Thompson makes free throw 2 of 2
1:52.0,J. Johnson makes 2-pt shot from 17 ft (assist by J. Jack),2,47-40,,
1:45.0,,,47-42,2,L. James makes 2-pt shot at rim
1:35.0,Turnover by J. Johnson (lost ball; steal by J. Smith),,47-42,,
1:33.0,,,47-42,,Turnover by M. Williams (step out of bounds)
1:24.0,T. Young misses 3-pt shot from 25 ft,,47-42,,
1:21.0,,,47-42,,Defensive rebound by M. Williams
1:11.0,,,47-44,2,L. James makes 2-pt shot from 6 ft
1:11.0,,,47-44,,Shooting foul by T. Young (drawn by L. James)
1:11.0,,,47-44,,L. James misses free throw 1 of 1
1:09.0,Defensive rebound by B. Lopez,,47-44,,
1:03.0,J. Johnson misses 3-pt shot from 26 ft,,47-44,,
1:02.0,,,47-44,,Defensive rebound by A. Varejao
1:01.0,,,47-44,,Offensive foul by M. Williams
1:01.0,,,47-44,,Turnover by M. Williams (offensive foul)
1:01.0,,,47-44,,M. Dellavedova enters the game for M. Williams
1:01.0,A. Bargnani enters the game for T. Young,,47-44,,
0:50.0,A. Bargnani misses 2-pt shot from 16 ft,,47-44,,
0:49.0,,,47-44,,Defensive rebound by M. Dellavedova
0:33.0,,,47-44,,Turnover by J. Smith (lost ball; steal by R. Hollis-Jefferson)
0:16.0,J. Jack makes 3-pt shot from 24 ft,3,50-44,,
0:00.0,,,50-44,,M. Dellavedova misses 2-pt shot from 21 ft
0:00.0,,,50-44,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,50-46,2,J. Smith makes 2-pt shot from 16 ft (assist by L. James)
11:33.0,Shooting foul by T. Mozgov (drawn by B. Lopez),,50-46,,
11:33.0,B. Lopez misses free throw 1 of 2,,50-46,,
11:33.0,Offensive rebound by Team,,50-46,,
11:33.0,B. Lopez misses free throw 2 of 2,,50-46,,
11:32.0,,,50-46,,Defensive rebound by J. Smith
11:12.0,,,50-48,2,T. Mozgov makes 2-pt shot at rim (assist by K. Love)
10:59.0,B. Lopez misses 2-pt shot from 10 ft (block by M. Williams),,50-48,,
10:56.0,Offensive rebound by R. Hollis-Jefferson,,50-48,,
10:53.0,R. Hollis-Jefferson misses 2-pt shot from 3 ft (block by T. Mozgov),,50-48,,
10:51.0,,,50-48,,Defensive rebound by T. Mozgov
10:39.0,,,50-48,,K. Love misses 3-pt shot from 22 ft
10:39.0,,,50-48,,Offensive rebound by Team
10:39.0,Loose ball foul by B. Lopez (drawn by T. Mozgov),,50-48,,
10:32.0,,,50-48,,L. James misses 3-pt shot from 22 ft
10:30.0,Defensive rebound by R. Hollis-Jefferson,,50-48,,
10:18.0,J. Jack misses 2-pt shot from 17 ft,,50-48,,
10:16.0,,,50-48,,Defensive rebound by M. Williams
10:09.0,,,50-48,,Turnover by M. Williams (bad pass; steal by T. Young)
10:01.0,T. Young misses 2-pt shot from 2 ft,,50-48,,
9:59.0,Offensive rebound by R. Hollis-Jefferson,,50-48,,
9:56.0,J. Johnson misses 3-pt shot from 24 ft,,50-48,,
9:54.0,,,50-48,,Defensive rebound by K. Love
9:46.0,,,50-48,,Cleveland full timeout
9:34.0,,,50-48,,M. Williams misses 2-pt shot from 20 ft
9:33.0,Defensive rebound by T. Young,,50-48,,
9:16.0,Turnover by J. Johnson (bad pass; steal by M. Williams),,50-48,,
9:11.0,,,50-48,,M. Williams misses 2-pt shot at rim
9:07.0,Defensive rebound by R. Hollis-Jefferson,,50-48,,
9:04.0,R. Hollis-Jefferson makes 2-pt shot from 1 ft,2,52-48,,
8:48.0,,,52-48,,K. Love misses 3-pt shot from 27 ft
8:47.0,,,52-48,,Offensive rebound by T. Mozgov
8:37.0,,,52-48,,L. James misses 3-pt shot from 24 ft
8:36.0,Defensive rebound by J. Jack,,52-48,,
8:33.0,,,52-48,,Personal foul by T. Mozgov (drawn by R. Hollis-Jefferson)
8:33.0,Turnover by J. Johnson (bad pass),,52-48,,
8:07.0,,,52-51,3,K. Love makes 3-pt shot from 25 ft (assist by J. Smith)
7:57.0,,,52-51,,Personal foul by M. Williams (drawn by J. Jack)
7:57.0,Technical foul by J. Jack,,52-51,,
7:57.0,,,52-51,,Technical foul by M. Williams (drawn by J. Jack)
7:54.0,,,52-51,,M. Dellavedova enters the game for M. Williams
7:45.0,T. Young makes 2-pt shot from 6 ft (assist by J. Jack),2,54-51,,
7:31.0,,,54-51,,Turnover by K. Love (bad pass; steal by J. Johnson)
7:25.0,Turnover by J. Johnson (lost ball; steal by T. Mozgov),,54-51,,
7:15.0,,,54-51,,K. Love misses 3-pt shot from 22 ft
7:15.0,,,54-51,,Offensive rebound by T. Mozgov
7:15.0,,,54-51,,T. Mozgov misses 2-pt shot from 2 ft
7:14.0,Defensive rebound by Team,,54-51,,
7:00.0,J. Jack misses 2-pt shot from 17 ft,,54-51,,
6:59.0,,,54-51,,Defensive rebound by T. Mozgov
6:49.0,,,54-51,,Turnover by K. Love (bad pass; steal by B. Lopez)
6:45.0,Shooting foul by J. Smith (drawn by T. Young),,54-51,,
6:45.0,T. Young makes free throw 1 of 2,1,55-51,,
6:45.0,T. Young makes free throw 2 of 2,1,56-51,,
6:28.0,,,56-53,2,L. James makes 2-pt shot from 10 ft (assist by M. Dellavedova)
6:07.0,B. Lopez misses 2-pt shot from 2 ft,,56-53,,
6:04.0,,,56-53,,Defensive rebound by L. James
6:02.0,,,56-53,,Shooting foul by R. Hollis-Jefferson (drawn by L. James)
6:02.0,,,56-54,1,L. James makes free throw 1 of 2
6:02.0,,,56-54,,R. Jefferson enters the game for J. Smith
6:02.0,T. Robinson enters the game for B. Lopez,,56-54,,
6:02.0,,,56-54,,T. Thompson enters the game for T. Mozgov
6:02.0,,,56-55,1,L. James makes free throw 2 of 2
5:40.0,J. Jack makes 2-pt shot from 11 ft (assist by R. Hollis-Jefferson),2,58-55,,
5:23.0,,,58-58,3,K. Love makes 3-pt shot from 25 ft (assist by L. James)
5:04.0,T. Young makes 2-pt shot at rim,2,60-58,,
4:50.0,,,60-61,3,K. Love makes 3-pt shot from 26 ft (assist by M. Dellavedova)
4:29.0,J. Johnson makes 2-pt shot from 6 ft,2,62-61,,
4:17.0,,,62-63,2,T. Thompson makes 2-pt shot from 1 ft (assist by M. Dellavedova)
3:59.0,J. Jack misses 3-pt shot from 27 ft,,62-63,,
3:58.0,Offensive rebound by T. Young,,62-63,,
3:50.0,T. Young misses 2-pt shot from 11 ft,,62-63,,
3:50.0,Offensive rebound by T. Robinson,,62-63,,
3:40.0,Turnover by J. Jack (lost ball; steal by R. Jefferson),,62-63,,
3:38.0,Personal foul by J. Jack (drawn by R. Jefferson),,62-63,,
3:38.0,,,62-63,,J. Smith enters the game for L. James
3:38.0,B. Lopez enters the game for T. Robinson,,62-63,,
3:23.0,,,62-63,,J. Smith misses 2-pt shot from 20 ft (block by R. Hollis-Jefferson)
3:17.0,Defensive rebound by T. Young,,62-63,,
3:04.0,B. Lopez makes 2-pt shot from 18 ft,2,64-63,,
2:48.0,,,64-66,3,K. Love makes 3-pt shot from 26 ft (assist by T. Thompson)
2:32.0,T. Young makes 2-pt shot from 2 ft (assist by J. Jack),2,66-66,,
2:19.0,,,66-66,,M. Dellavedova misses 2-pt shot from 9 ft
2:16.0,Defensive rebound by B. Lopez,,66-66,,
2:12.0,Shooting foul by J. Smith (drawn by T. Young),,66-66,,
2:12.0,Brooklyn full timeout,,66-66,,
2:12.0,,,66-66,,A. Varejao enters the game for K. Love
2:12.0,T. Young misses free throw 1 of 2,,66-66,,
2:12.0,Offensive rebound by Team,,66-66,,
2:12.0,T. Young misses free throw 2 of 2,,66-66,,
2:12.0,,,66-66,,Defensive rebound by T. Thompson
1:57.0,,,66-66,,Turnover by J. Smith (bad pass; steal by R. Hollis-Jefferson)
1:52.0,J. Jack misses 2-pt shot from 1 ft (block by J. Smith),,66-66,,
1:49.0,,,66-66,,Defensive rebound by A. Varejao
1:46.0,Personal foul by B. Lopez (drawn by R. Jefferson),,66-66,,
1:46.0,B. Bogdanovic enters the game for J. Johnson,,66-66,,
1:46.0,A. Bargnani enters the game for T. Young,,66-66,,
1:39.0,,,66-66,,J. Smith misses 2-pt shot from 22 ft
1:36.0,Defensive rebound by B. Lopez,,66-66,,
1:19.0,A. Bargnani misses 2-pt shot from 19 ft,,66-66,,
1:18.0,,,66-66,,Defensive rebound by A. Varejao
1:02.0,,,66-66,,Turnover by A. Varejao (bad pass; steal by R. Hollis-Jefferson)
0:59.0,Shooting foul by J. Smith (drawn by R. Hollis-Jefferson),,66-66,,
0:59.0,R. Hollis-Jefferson makes free throw 1 of 2,1,67-66,,
0:59.0,S. Larkin enters the game for J. Jack,,67-66,,
0:59.0,,,67-66,,J. Cunningham enters the game for J. Smith
0:59.0,R. Hollis-Jefferson makes free throw 2 of 2,1,68-66,,
0:38.0,,,68-66,,M. Dellavedova misses 2-pt shot from 12 ft
0:36.0,,,68-66,,Offensive rebound by T. Thompson
0:35.0,,,68-66,,Turnover by Team (shot clock)
0:35.0,W. Ellington enters the game for R. Hollis-Jefferson,,68-66,,
0:28.0,S. Larkin misses 2-pt shot from 16 ft,,68-66,,
0:27.0,,,68-66,,Defensive rebound by R. Jefferson
0:09.0,,,68-69,3,M. Dellavedova makes 3-pt shot from 23 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,W. Ellington misses 3-pt shot from 24 ft,,68-69,,
11:43.0,Offensive rebound by B. Bogdanovic,,68-69,,
11:36.0,A. Bargnani makes 2-pt shot from 17 ft (assist by S. Larkin),2,70-69,,
11:16.0,,,70-69,,Loose ball foul by K. Love (drawn by A. Bargnani)
11:16.0,,,70-69,,Turnover by K. Love (lost ball)
11:06.0,Turnover by S. Larkin (traveling),,70-69,,
10:58.0,,,70-69,,Turnover by M. Dellavedova (bad pass)
10:43.0,W. Ellington misses 3-pt shot from 24 ft,,70-69,,
10:43.0,,,70-69,,Defensive rebound by T. Thompson
10:24.0,,,70-69,,T. Thompson misses 2-pt shot from 3 ft (block by T. Robinson)
10:18.0,,,70-69,,Offensive rebound by T. Thompson
10:18.0,,,70-69,,T. Thompson misses 2-pt shot from 1 ft
10:16.0,Defensive rebound by B. Bogdanovic,,70-69,,
10:09.0,A. Bargnani misses 2-pt shot from 18 ft,,70-69,,
10:08.0,,,70-69,,Defensive rebound by M. Dellavedova
10:00.0,,,70-72,3,K. Love makes 3-pt shot from 27 ft (assist by R. Jefferson)
9:40.0,A. Bargnani misses 2-pt shot from 1 ft (block by K. Love),,70-72,,
9:37.0,,,70-72,,Defensive rebound by K. Love
9:31.0,,,70-72,,K. Love misses 3-pt shot from 26 ft
9:30.0,Defensive rebound by B. Bogdanovic,,70-72,,
9:20.0,S. Larkin misses 2-pt shot from 18 ft,,70-72,,
9:18.0,,,70-72,,Defensive rebound by M. Dellavedova
9:12.0,,,70-72,,Turnover by M. Dellavedova (discontinued dribble)
9:12.0,J. Johnson enters the game for B. Bogdanovic,,70-72,,
9:12.0,,,70-72,,L. James enters the game for R. Jefferson
9:01.0,A. Bargnani misses 3-pt shot from 24 ft,,70-72,,
9:00.0,,,70-72,,Defensive rebound by J. Smith
8:46.0,,,70-72,,J. Smith misses 3-pt shot from 25 ft
8:46.0,Defensive rebound by J. Johnson,,70-72,,
8:35.0,J. Johnson misses 2-pt shot from 19 ft,,70-72,,
8:34.0,,,70-72,,Defensive rebound by T. Thompson
8:16.0,,,70-74,2,L. James makes 2-pt shot at rim (assist by M. Dellavedova)
8:16.0,Brooklyn full timeout,,70-74,,
8:16.0,J. Jack enters the game for A. Bargnani,,70-74,,
8:16.0,B. Lopez enters the game for S. Larkin,,70-74,,
8:16.0,T. Young enters the game for T. Robinson,,70-74,,
8:16.0,,,70-74,,M. Williams enters the game for K. Love
8:16.0,,,70-74,,R. Jefferson enters the game for M. Dellavedova
8:03.0,B. Lopez makes 2-pt shot from 12 ft (assist by J. Jack),2,72-74,,
7:46.0,,,72-76,2,M. Williams makes 2-pt shot from 19 ft
7:20.0,W. Ellington misses 3-pt shot from 24 ft,,72-76,,
7:19.0,,,72-76,,Defensive rebound by L. James
7:07.0,,,72-76,,M. Williams misses 2-pt shot from 18 ft
7:07.0,Defensive rebound by J. Johnson,,72-76,,
6:59.0,Shooting foul by T. Thompson (drawn by J. Jack),,72-76,,
6:59.0,J. Jack makes free throw 1 of 2,1,73-76,,
6:59.0,J. Jack makes free throw 2 of 2,1,74-76,,
6:42.0,,,74-76,,Offensive foul by T. Thompson
6:42.0,,,74-76,,Turnover by T. Thompson (offensive foul)
6:30.0,B. Lopez makes 2-pt shot from 11 ft (assist by J. Jack),2,76-76,,
6:10.0,,,76-76,,L. James misses 2-pt shot from 1 ft
6:05.0,,,76-76,,Offensive rebound by T. Thompson
6:05.0,,,76-76,,T. Thompson misses 2-pt shot from 3 ft
6:03.0,Defensive rebound by B. Lopez,,76-76,,
5:57.0,T. Young misses 2-pt shot at rim (block by R. Jefferson),,76-76,,
5:57.0,Offensive rebound by T. Young,,76-76,,
5:57.0,,,76-76,,Violation by T. Thompson (def goaltending)
5:57.0,T. Young makes 2-pt shot at rim,2,78-76,,
5:44.0,Official timeout,,78-76,,
5:44.0,,,78-76,,K. Love enters the game for R. Jefferson
5:34.0,,,78-76,,J. Smith misses 2-pt shot from 4 ft
5:31.0,Defensive rebound by J. Jack,,78-76,,
5:28.0,T. Young makes 2-pt shot from 1 ft (assist by J. Jack),2,80-76,,
5:09.0,,,80-76,,T. Thompson misses 2-pt shot from 4 ft
5:06.0,Defensive rebound by B. Lopez,,80-76,,
4:55.0,J. Johnson makes 3-pt shot from 27 ft (assist by J. Jack),3,83-76,,
4:39.0,,,83-79,3,L. James makes 3-pt shot from 24 ft (assist by K. Love)
4:23.0,J. Jack misses 2-pt shot at rim (block by J. Smith),,83-79,,
4:23.0,Offensive rebound by Team,,83-79,,
