time,Cleveland,pts.away,score,pts.home,Detroit
9:36.0,R. Jefferson misses 2-pt shot from 3 ft (block by A. Tolliver),,29-31,,
9:35.0,,,29-31,,Defensive rebound by S. Blake
9:15.0,,,29-31,,A. Drummond misses 2-pt shot from 6 ft
9:13.0,Defensive rebound by I. Shumpert,,29-31,,
8:51.0,R. Jefferson makes 3-pt shot from 24 ft (assist by L. James),3,32-31,,
8:43.0,Personal foul by R. Jefferson,,32-31,,
8:43.0,,,32-31,,Detroit full timeout
8:43.0,,,32-31,,R. Jackson enters the game for S. Blake
8:34.0,,,32-31,,Turnover by R. Jackson (lost ball; steal by L. James)
8:31.0,Shooting foul by R. Jackson (drawn by L. James),,32-31,,
8:31.0,L. James makes free throw 1 of 2,1,33-31,,
8:31.0,J. Smith enters the game for R. Jefferson,,33-31,,
8:31.0,L. James makes free throw 2 of 2,1,34-31,,
8:15.0,,,34-31,,S. Johnson misses 2-pt shot from 6 ft
8:15.0,Defensive rebound by L. James,,34-31,,
7:59.0,M. Dellavedova misses 3-pt shot from 26 ft,,34-31,,
7:58.0,,,34-31,,Defensive rebound by A. Drummond
7:50.0,K. Irving enters the game for M. Dellavedova,,34-31,,
7:34.0,,,34-33,2,A. Tolliver makes 2-pt shot from 11 ft (assist by R. Jackson)
7:06.0,I. Shumpert misses 2-pt shot from 3 ft (block by A. Drummond),,34-33,,
7:05.0,,,34-33,,Defensive rebound by R. Jackson
6:51.0,,,34-33,,A. Drummond misses 2-pt shot from 5 ft
6:49.0,,,34-33,,Offensive rebound by A. Tolliver
6:48.0,,,34-33,,Shooting foul by C. Frye (drawn by M. Morris)
6:48.0,,,34-33,,M. Morris misses free throw 1 of 2
6:48.0,,,34-33,,Offensive rebound by Team
6:48.0,T. Thompson enters the game for C. Frye,,34-33,,
6:48.0,,,34-33,,T. Harris enters the game for S. Johnson
6:48.0,,,34-33,,K. Caldwell-Pope enters the game for A. Tolliver
6:48.0,K. Love enters the game for I. Shumpert,,34-33,,
6:48.0,,,34-34,1,M. Morris makes free throw 2 of 2
6:37.0,L. James makes 2-pt shot from 1 ft,2,36-34,,
6:21.0,,,36-37,3,M. Morris makes 3-pt shot from 28 ft (assist by T. Harris)
5:54.0,J. Smith makes 3-pt shot from 26 ft (assist by L. James),3,39-37,,
5:46.0,,,39-37,,Detroit full timeout
5:42.0,,,39-39,2,M. Morris makes 2-pt shot from 1 ft (assist by R. Jackson)
5:42.0,,,39-39,,Shooting foul by K. Love (drawn by M. Morris)
5:42.0,,,39-40,1,M. Morris makes free throw 1 of 1
5:24.0,J. Smith makes 3-pt shot from 25 ft (assist by K. Love),3,42-40,,
5:21.0,Personal take foul by L. James,,42-40,,
5:21.0,,,42-41,1,A. Drummond makes free throw 1 of 2
5:21.0,,,42-42,1,A. Drummond makes free throw 2 of 2
5:01.0,K. Love misses 2-pt shot from 17 ft,,42-42,,
5:00.0,,,42-42,,Defensive rebound by A. Drummond
4:52.0,,,42-44,2,R. Jackson makes 2-pt shot at rim
4:38.0,L. James makes 3-pt shot from 26 ft (assist by K. Irving),3,45-44,,
4:29.0,,,45-44,,M. Morris misses 2-pt shot from 18 ft
4:28.0,Defensive rebound by K. Love,,45-44,,
4:20.0,Offensive charge foul by L. James,,45-44,,
4:20.0,Turnover by L. James (offensive foul),,45-44,,
4:19.0,Personal take foul by J. Smith,,45-44,,
4:19.0,,,45-44,,A. Drummond misses free throw 1 of 2
4:19.0,,,45-44,,Offensive rebound by Team
4:19.0,,,45-44,,A. Drummond misses free throw 2 of 2
4:19.0,Defensive rebound by L. James,,45-44,,
4:07.0,K. Irving makes 2-pt shot at rim,2,47-44,,
3:45.0,,,47-46,2,A. Drummond makes 2-pt shot at rim (assist by K. Caldwell-Pope)
3:28.0,K. Irving makes 2-pt shot from 1 ft,2,49-46,,
3:05.0,,,49-48,2,M. Morris makes 2-pt shot from 2 ft (assist by K. Caldwell-Pope)
2:40.0,K. Love misses 3-pt shot from 23 ft,,49-48,,
2:40.0,,,49-48,,Defensive rebound by R. Jackson
2:30.0,,,49-50,2,R. Jackson makes 2-pt shot at rim
2:28.0,Cleveland full timeout,,49-50,,
2:28.0,R. Jefferson enters the game for K. Love,,49-50,,
2:11.0,J. Smith misses 2-pt shot from 8 ft,,49-50,,
2:10.0,,,49-50,,Defensive rebound by A. Drummond
2:01.0,,,49-50,,Offensive charge foul by M. Morris
2:01.0,,,49-50,,Turnover by M. Morris (offensive foul)
2:01.0,,,49-50,,S. Johnson enters the game for M. Morris
1:41.0,L. James misses 2-pt shot at rim,,49-50,,
1:40.0,,,49-50,,Defensive rebound by A. Drummond
1:20.0,,,49-52,2,A. Drummond makes 2-pt shot at rim
1:01.0,K. Irving makes 2-pt shot from 15 ft,2,51-52,,
0:48.0,,,51-52,,S. Johnson misses 3-pt shot from 23 ft
0:48.0,Defensive rebound by L. James,,51-52,,
0:39.0,K. Irving misses 3-pt shot from 26 ft,,51-52,,
0:39.0,,,51-52,,Defensive rebound by S. Johnson
0:30.0,,,51-52,,R. Jackson misses 2-pt shot from 19 ft
0:29.0,Defensive rebound by L. James,,51-52,,
0:20.0,L. James makes 2-pt shot from 1 ft (assist by K. Irving),2,53-52,,
0:02.0,,,53-52,,T. Harris misses 2-pt shot from 12 ft
0:00.0,,,53-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,53-52,,Turnover by T. Harris (lost ball; steal by L. James)
11:31.0,K. Love misses 2-pt shot from 15 ft,,53-52,,
11:31.0,Offensive rebound by Team,,53-52,,
11:31.0,,,53-52,,Loose ball foul by K. Caldwell-Pope
11:08.0,L. James makes 2-pt shot from 14 ft,2,55-52,,
10:52.0,,,55-52,,M. Morris misses 3-pt shot from 26 ft
10:51.0,Defensive rebound by L. James,,55-52,,
10:26.0,K. Love makes 2-pt shot from 11 ft,2,57-52,,
10:06.0,,,57-54,2,M. Morris makes 2-pt shot from 12 ft
9:46.0,J. Smith misses 3-pt shot from 25 ft,,57-54,,
9:45.0,,,57-54,,Defensive rebound by T. Harris
9:41.0,,,57-54,,Turnover by R. Jackson (bad pass)
9:22.0,K. Irving makes 3-pt shot from 25 ft (assist by L. James),3,60-54,,
9:10.0,,,60-54,,Turnover by R. Jackson (lost ball; steal by K. Irving)
9:04.0,K. Irving makes 2-pt shot at rim,2,62-54,,
9:04.0,,,62-54,,Detroit full timeout
8:49.0,,,62-56,2,M. Morris makes 2-pt shot from 17 ft (assist by R. Jackson)
8:35.0,K. Irving makes 2-pt shot from 18 ft,2,64-56,,
8:16.0,,,64-56,,A. Drummond misses 2-pt shot from 8 ft
8:15.0,Defensive rebound by J. Smith,,64-56,,
8:03.0,K. Irving makes 3-pt shot from 26 ft,3,67-56,,
7:42.0,,,67-56,,K. Caldwell-Pope misses 2-pt shot from 17 ft
7:42.0,Defensive rebound by L. James,,67-56,,
7:34.0,K. Irving misses 3-pt shot from 27 ft,,67-56,,
7:34.0,,,67-56,,Defensive rebound by A. Drummond
7:30.0,,,67-56,,Shooting foul by L. James (drawn by T. Harris)
7:30.0,,,67-57,1,T. Harris makes free throw 1 of 2
7:30.0,,,67-58,1,T. Harris makes free throw 2 of 2
7:15.0,Turnover by K. Irving (lost ball; steal by K. Caldwell-Pope),,67-58,,
7:15.0,Personal foul by J. Smith,,67-58,,
7:04.0,,,67-60,2,R. Jackson makes 2-pt shot from 1 ft
6:46.0,L. James misses 2-pt shot from 14 ft,,67-60,,
6:46.0,,,67-60,,Defensive rebound by Team
6:33.0,,,67-60,,Turnover by R. Jackson (lost ball; steal by T. Thompson)
6:24.0,T. Thompson makes 2-pt shot at rim (assist by L. James),2,69-60,,
6:05.0,,,69-60,,K. Caldwell-Pope misses 2-pt shot from 8 ft
6:05.0,Defensive rebound by Team,,69-60,,
5:46.0,,,69-60,,Personal foul by M. Morris
5:46.0,,,69-60,,S. Johnson enters the game for M. Morris
5:37.0,K. Love misses 3-pt shot from 26 ft,,69-60,,
5:37.0,,,69-60,,Defensive rebound by Team
5:22.0,,,69-63,3,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by R. Jackson)
5:06.0,K. Love makes 3-pt shot from 26 ft (assist by K. Irving),3,72-63,,
4:46.0,,,72-66,3,S. Johnson makes 3-pt shot from 25 ft (assist by R. Jackson)
4:28.0,T. Thompson misses 2-pt shot from 1 ft (block by R. Jackson),,72-66,,
4:23.0,Offensive rebound by L. James,,72-66,,
4:23.0,L. James misses 3-pt shot from 25 ft,,72-66,,
4:20.0,Offensive rebound by T. Thompson,,72-66,,
4:17.0,Cleveland full timeout,,72-66,,
4:06.0,,,72-66,,Personal foul by S. Johnson
4:06.0,M. Dellavedova enters the game for J. Smith,,72-66,,
3:52.0,L. James misses 2-pt shot from 6 ft,,72-66,,
3:51.0,,,72-66,,Defensive rebound by A. Drummond
3:43.0,R. Jefferson enters the game for L. James,,72-66,,
3:31.0,,,72-66,,A. Drummond misses 2-pt shot from 1 ft
3:31.0,,,72-66,,Offensive rebound by A. Drummond
3:30.0,,,72-68,2,A. Drummond makes 2-pt shot from 1 ft
3:04.0,K. Irving misses 3-pt shot from 24 ft,,72-68,,
3:02.0,,,72-68,,Defensive rebound by A. Drummond
2:53.0,,,72-68,,A. Drummond misses 2-pt shot at rim
2:52.0,Defensive rebound by K. Irving,,72-68,,
2:44.0,K. Irving misses 2-pt shot at rim,,72-68,,
2:43.0,,,72-68,,Defensive rebound by T. Harris
2:41.0,Personal foul by M. Dellavedova,,72-68,,
2:41.0,,,72-68,,S. Blake enters the game for R. Jackson
2:30.0,Personal foul by T. Thompson,,72-68,,
2:28.0,Personal take foul by M. Dellavedova,,72-68,,
2:28.0,,,72-68,,A. Drummond misses free throw 1 of 2
2:28.0,,,72-68,,Offensive rebound by Team
2:28.0,,,72-69,1,A. Drummond makes free throw 2 of 2
2:26.0,,,72-69,,Personal foul by S. Blake
2:26.0,,,72-69,,A. Baynes enters the game for A. Drummond
2:23.0,Turnover by K. Irving (offensive foul),,72-69,,
2:23.0,Offensive charge foul by K. Irving,,72-69,,
2:09.0,,,72-69,,Shooting foul by T. Thompson (drawn by T. Harris)
2:09.0,,,72-70,1,T. Harris makes free throw 1 of 2
2:09.0,,,72-71,1,T. Harris makes free throw 2 of 2
1:51.0,R. Jefferson misses 3-pt shot from 26 ft,,72-71,,
1:51.0,Offensive rebound by K. Love,,72-71,,
1:38.0,K. Irving misses 2-pt shot from 18 ft,,72-71,,
1:38.0,Offensive rebound by K. Love,,72-71,,
1:28.0,M. Dellavedova makes 2-pt shot at rim,2,74-71,,
1:09.0,,,74-74,3,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by T. Harris)
0:55.0,Shooting foul by S. Blake (drawn by M. Dellavedova),,74-74,,
0:55.0,M. Dellavedova makes free throw 1 of 2,1,75-74,,
0:55.0,M. Dellavedova makes free throw 2 of 2,1,76-74,,
0:34.0,,,76-74,,K. Caldwell-Pope misses 3-pt shot from 25 ft
0:34.0,,,76-74,,Offensive rebound by A. Baynes
0:34.0,,,76-76,2,A. Baynes makes 2-pt shot at rim
0:20.0,,,76-76,,Personal foul by S. Blake
0:20.0,M. Dellavedova makes free throw 1 of 2,1,77-76,,
0:20.0,C. Frye enters the game for K. Love,,77-76,,
0:20.0,I. Shumpert enters the game for T. Thompson,,77-76,,
0:20.0,M. Dellavedova makes free throw 2 of 2,1,78-76,,
0:03.0,,,78-78,2,T. Harris makes 2-pt shot at rim
0:00.0,K. Irving makes 3-pt shot from 41 ft,3,81-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,M. Dellavedova makes 2-pt shot from 7 ft,2,83-78,,
11:24.0,,,83-78,,S. Blake misses 2-pt shot from 16 ft
11:23.0,Defensive rebound by R. Jefferson,,83-78,,
11:13.0,M. Dellavedova makes 3-pt shot from 23 ft (assist by R. Jefferson),3,86-78,,
10:43.0,,,86-78,,A. Drummond misses 2-pt shot from 13 ft
10:43.0,Defensive rebound by I. Shumpert,,86-78,,
10:29.0,,,86-78,,Personal foul by M. Morris
10:29.0,,,86-78,,T. Harris enters the game for M. Morris
10:21.0,I. Shumpert misses 3-pt shot from 23 ft,,86-78,,
10:21.0,,,86-78,,Defensive rebound by T. Harris
10:14.0,,,86-80,2,A. Drummond makes 2-pt shot at rim (assist by S. Blake)
10:14.0,,,86-80,,Shooting foul by C. Frye (drawn by A. Drummond)
10:14.0,,,86-80,,R. Jackson enters the game for S. Blake
10:14.0,,,86-80,,A. Drummond misses free throw 1 of 1
10:13.0,,,86-80,,Offensive rebound by T. Harris
10:00.0,Personal foul by I. Shumpert,,86-80,,
10:00.0,Inbound foul by C. Frye,,86-80,,
10:00.0,,,86-81,1,A. Drummond makes free throw 1 of 2
10:00.0,,,86-81,,Turnover by S. Johnson (lane violation.)
9:34.0,L. James misses 3-pt shot from 26 ft,,86-81,,
9:32.0,Offensive rebound by I. Shumpert,,86-81,,
9:14.0,R. Jefferson misses 3-pt shot from 24 ft,,86-81,,
9:14.0,,,86-81,,Defensive rebound by S. Johnson
9:04.0,,,86-83,2,T. Harris makes 2-pt shot at rim (assist by R. Jackson)
9:04.0,Cleveland full timeout,,86-83,,
9:04.0,K. Irving enters the game for I. Shumpert,,86-83,,
9:04.0,T. Thompson enters the game for C. Frye,,86-83,,
8:46.0,K. Irving misses 3-pt shot from 26 ft,,86-83,,
8:45.0,,,86-83,,Defensive rebound by T. Harris
8:33.0,,,86-85,2,R. Jackson makes 2-pt shot from 6 ft
8:14.0,T. Thompson misses 2-pt shot from 5 ft (block by A. Drummond),,86-85,,
8:13.0,,,86-85,,Defensive rebound by T. Harris
8:05.0,,,86-85,,T. Harris misses 3-pt shot from 26 ft
8:03.0,Defensive rebound by R. Jefferson,,86-85,,
7:54.0,Shooting foul by R. Jackson (drawn by K. Irving),,86-85,,
7:54.0,K. Irving makes free throw 1 of 2,1,87-85,,
7:54.0,J. Smith enters the game for R. Jefferson,,87-85,,
7:54.0,K. Love enters the game for M. Dellavedova,,87-85,,
7:54.0,K. Irving makes free throw 2 of 2,1,88-85,,
7:45.0,Personal foul by L. James,,88-85,,
7:28.0,,,88-85,,R. Jackson misses 3-pt shot from 25 ft
7:27.0,Defensive rebound by L. James,,88-85,,
7:06.0,L. James misses 3-pt shot from 25 ft,,88-85,,
7:04.0,,,88-85,,Defensive rebound by A. Drummond
6:54.0,,,88-85,,T. Harris misses 3-pt shot from 27 ft
6:54.0,,,88-85,,Offensive rebound by T. Harris
6:49.0,,,88-85,,R. Jackson misses 3-pt shot from 26 ft
6:49.0,,,88-85,,Offensive rebound by K. Caldwell-Pope
6:41.0,,,88-85,,R. Jackson misses 3-pt shot from 27 ft
6:41.0,Defensive rebound by K. Irving,,88-85,,
6:35.0,K. Irving misses 2-pt shot at rim,,88-85,,
6:34.0,Offensive rebound by L. James,,88-85,,
6:32.0,L. James makes 2-pt shot from 2 ft,2,90-85,,
6:22.0,Personal take foul by K. Love,,90-85,,
6:22.0,,,90-85,,A. Drummond misses free throw 1 of 2
6:22.0,,,90-85,,Offensive rebound by Team
6:22.0,,,90-85,,M. Morris enters the game for S. Johnson
6:22.0,,,90-86,1,A. Drummond makes free throw 2 of 2
6:00.0,K. Irving makes 2-pt shot from 14 ft,2,92-86,,
6:00.0,,,92-86,,Detroit full timeout
6:00.0,,,92-86,,S. Johnson enters the game for A. Drummond
5:47.0,,,92-86,,S. Johnson misses 3-pt shot from 26 ft
5:46.0,Defensive rebound by L. James,,92-86,,
5:24.0,K. Irving misses 2-pt shot from 7 ft,,92-86,,
5:24.0,,,92-86,,Defensive rebound by S. Johnson
5:17.0,,,92-86,,K. Caldwell-Pope misses 2-pt shot from 17 ft
5:16.0,Defensive rebound by L. James,,92-86,,
4:51.0,J. Smith makes 3-pt shot from 27 ft (assist by K. Irving),3,95-86,,
4:32.0,,,95-86,,Detroit full timeout
4:24.0,,,95-89,3,T. Harris makes 3-pt shot from 24 ft (assist by K. Caldwell-Pope)
3:57.0,K. Love misses 2-pt shot from 6 ft,,95-89,,
3:56.0,,,95-89,,Defensive rebound by S. Johnson
3:42.0,,,95-91,2,M. Morris makes 2-pt shot from 9 ft
3:17.0,K. Irving misses 2-pt shot from 16 ft,,95-91,,
3:17.0,Jump ball: S. Johnson vs. K. Love (J. Smith gains possession),,,,Jump ball: S. Johnson vs. K. Love (J. Smith gains possession)
3:17.0,Offensive rebound by Team,,95-91,,
2:51.0,L. James makes 2-pt shot at rim,2,97-91,,
2:29.0,,,97-93,2,T. Harris makes 2-pt shot from 11 ft (assist by R. Jackson)
2:03.0,L. James misses 3-pt shot from 26 ft,,97-93,,
2:03.0,Offensive rebound by K. Love,,97-93,,
1:59.0,Cleveland full timeout,,97-93,,
1:59.0,Official timeout,,97-93,,
1:59.0,M. Dellavedova enters the game for T. Thompson,,97-93,,
1:40.0,K. Irving misses 3-pt shot from 26 ft,,97-93,,
1:39.0,Offensive rebound by Team,,97-93,,
1:18.0,Turnover by L. James (lost ball; steal by S. Johnson),,97-93,,
1:18.0,,,97-93,,Detroit full timeout
1:18.0,T. Thompson enters the game for K. Love,,97-93,,
1:08.0,,,97-96,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by R. Jackson)
0:54.0,,,97-96,,Personal foul by S. Johnson
0:43.0,K. Irving makes 3-pt shot from 25 ft,3,100-96,,
0:43.0,,,100-96,,Detroit full timeout
0:43.0,I. Shumpert enters the game for J. Smith,,100-96,,
0:33.0,,,100-98,2,R. Jackson makes 2-pt shot at rim
0:33.0,Cleveland full timeout,,100-98,,
0:33.0,J. Smith enters the game for I. Shumpert,,100-98,,
0:12.0,K. Irving misses 3-pt shot from 23 ft,,100-98,,
0:11.0,,,100-98,,Defensive rebound by S. Johnson
0:01.0,,,100-98,,R. Jackson misses 3-pt shot from 26 ft
0:00.0,,,100-98,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
