time,Philadelphia,pts.away,score,pts.home,Miami
7:39.0,I. Smith makes free throw 2 of 2,1,12-9,,
7:24.0,,,12-9,,Shooting foul by C. Landry (drawn by D. Wade)
7:24.0,,,12-10,1,D. Wade makes free throw 1 of 2
7:24.0,,,12-11,1,D. Wade makes free throw 2 of 2
7:10.0,I. Smith makes 2-pt shot from 1 ft,2,14-11,,
6:59.0,,,14-11,,Turnover by H. Whiteside (lost ball; steal by C. Landry)
6:41.0,J. Grant misses 2-pt shot from 2 ft (block by H. Whiteside),,14-11,,
6:40.0,,,14-11,,Defensive rebound by L. Deng
6:33.0,,,14-14,3,G. Dragic makes 3-pt shot from 24 ft (assist by L. Deng)
6:16.0,C. Landry misses 2-pt shot from 19 ft,,14-14,,
6:15.0,,,14-14,,Defensive rebound by D. Wade
6:03.0,,,14-14,,Shooting foul by R. Covington (drawn by D. Wade)
6:03.0,,,14-15,1,D. Wade makes free throw 1 of 2
6:03.0,I. Canaan enters the game for R. Covington,,14-15,,
6:03.0,,,14-15,,J. Richardson enters the game for G. Dragic
6:03.0,,,14-15,,J. Winslow enters the game for L. Deng
6:03.0,,,14-16,1,D. Wade makes free throw 2 of 2
5:52.0,H. Thompson misses 2-pt shot from 6 ft (block by H. Whiteside),,14-16,,
5:51.0,,,14-16,,Defensive rebound by D. Wade
5:33.0,,,14-18,2,D. Wade makes 2-pt shot from 2 ft
5:24.0,C. Landry makes 2-pt shot from 1 ft,2,16-18,,
5:24.0,Shooting foul by J. Winslow (drawn by C. Landry),,16-18,,
5:24.0,,,16-18,,Miami full timeout
5:24.0,C. Landry misses free throw 1 of 1,,16-18,,
5:23.0,Offensive rebound by J. Grant,,16-18,,
5:18.0,I. Canaan makes 3-pt shot from 25 ft (assist by J. Grant),3,19-18,,
4:54.0,,,19-20,2,H. Whiteside makes 2-pt shot from 6 ft (assist by J. Johnson)
4:38.0,H. Thompson misses 3-pt shot from 24 ft,,19-20,,
4:37.0,,,19-20,,Defensive rebound by H. Whiteside
4:22.0,,,19-22,2,J. Johnson makes 2-pt shot from 5 ft
4:11.0,I. Smith misses 3-pt shot from 24 ft,,19-22,,
4:10.0,Offensive rebound by C. Landry,,19-22,,
4:02.0,C. Landry makes 2-pt shot from 1 ft (assist by I. Canaan),2,21-22,,
4:02.0,Shooting foul by J. Richardson (drawn by C. Landry),,21-22,,
4:02.0,R. Covington enters the game for H. Thompson,,21-22,,
4:02.0,C. Landry misses free throw 1 of 1,,21-22,,
4:01.0,Offensive rebound by J. Grant,,21-22,,
3:55.0,I. Canaan misses 3-pt shot from 24 ft,,21-22,,
3:54.0,,,21-22,,Defensive rebound by H. Whiteside
3:42.0,,,21-22,,Shooting foul by C. Landry (drawn by D. Wade)
3:42.0,,,21-22,,D. Wade misses free throw 1 of 2
3:42.0,,,21-22,,Offensive rebound by Team
3:42.0,R. Holmes enters the game for C. Landry,,21-22,,
3:42.0,,,21-23,1,D. Wade makes free throw 2 of 2
3:28.0,Turnover by R. Covington (lost ball; steal by D. Wade),,21-23,,
3:24.0,,,21-23,,Turnover by J. Richardson (bad pass; steal by R. Holmes)
3:21.0,Turnover by R. Holmes (lost ball; steal by D. Wade),,21-23,,
3:14.0,,,21-23,,D. Wade misses 2-pt shot from 18 ft
3:13.0,Defensive rebound by I. Canaan,,21-23,,
3:08.0,J. Grant misses 2-pt shot from 1 ft,,21-23,,
3:07.0,,,21-23,,Defensive rebound by H. Whiteside
2:50.0,,,21-25,2,J. Winslow makes 2-pt shot from 8 ft
2:45.0,Philadelphia full timeout,,21-25,,
2:45.0,,,21-25,,L. Deng enters the game for J. Johnson
2:45.0,,,21-25,,G. Dragic enters the game for D. Wade
2:24.0,R. Holmes misses 2-pt shot from 19 ft (block by H. Whiteside),,21-25,,
2:23.0,,,21-25,,Defensive rebound by L. Deng
2:11.0,,,21-25,,Turnover by H. Whiteside (lost ball; steal by R. Covington)
2:05.0,J. Grant makes 2-pt shot at rim (assist by I. Smith),2,23-25,,
1:51.0,Personal foul by J. Grant (drawn by L. Deng),,23-25,,
1:51.0,T. McConnell enters the game for I. Smith,,23-25,,
1:51.0,H. Thompson enters the game for J. Grant,,23-25,,
1:45.0,,,23-27,2,G. Dragic makes 2-pt shot from 3 ft (assist by L. Deng)
1:28.0,R. Covington misses 2-pt shot from 3 ft,,23-27,,
1:27.0,,,23-27,,Defensive rebound by L. Deng
1:25.0,,,23-29,2,J. Richardson makes 2-pt shot at rim (assist by J. Winslow)
0:58.0,R. Covington misses 2-pt shot from 15 ft,,23-29,,
0:57.0,,,23-29,,Defensive rebound by L. Deng
0:47.0,,,23-29,,L. Deng misses 2-pt shot from 21 ft
0:47.0,,,23-29,,Offensive rebound by H. Whiteside
0:47.0,,,23-29,,Shooting foul by R. Covington (drawn by H. Whiteside)
0:47.0,,,23-29,,H. Whiteside misses free throw 1 of 2
0:47.0,,,23-29,,Offensive rebound by Team
0:47.0,,,23-30,1,H. Whiteside makes free throw 2 of 2
0:36.0,T. McConnell misses 2-pt shot from 6 ft (block by H. Whiteside),,23-30,,
0:35.0,Offensive rebound by Team,,23-30,,
0:27.0,R. Covington misses 2-pt shot from 3 ft,,23-30,,
0:25.0,Offensive rebound by R. Covington,,23-30,,
0:25.0,R. Covington makes 2-pt shot at rim,2,25-30,,
0:12.0,,,25-30,,H. Whiteside misses 2-pt shot from 2 ft
0:11.0,Defensive rebound by R. Covington,,25-30,,
0:00.0,R. Holmes misses 3-pt shot from 25 ft,,25-30,,
0:00.0,Offensive rebound by Team,,25-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,R. Holmes misses 2-pt shot from 1 ft (block by L. Deng),,25-30,,
11:46.0,,,25-30,,Defensive rebound by G. Dragic
11:38.0,,,25-30,,J. Richardson misses 2-pt shot from 10 ft
11:36.0,Defensive rebound by R. Covington,,25-30,,
11:23.0,Turnover by T. McConnell (bad pass; steal by J. Winslow),,25-30,,
11:18.0,,,25-32,2,G. Dragic makes 2-pt shot at rim (assist by L. Deng)
10:50.0,H. Thompson misses 3-pt shot from 23 ft,,25-32,,
10:48.0,Offensive rebound by R. Holmes,,25-32,,
10:35.0,R. Holmes misses 2-pt shot from 3 ft,,25-32,,
10:34.0,,,25-32,,Defensive rebound by L. Deng
10:19.0,,,25-32,,H. Whiteside misses 2-pt shot from 19 ft
10:18.0,Defensive rebound by T. McConnell,,25-32,,
10:04.0,Shooting foul by H. Whiteside (drawn by R. Holmes),,25-32,,
10:04.0,R. Holmes makes free throw 1 of 2,1,26-32,,
10:04.0,J. Grant enters the game for R. Covington,,26-32,,
10:04.0,R. Holmes misses free throw 2 of 2,,26-32,,
10:03.0,,,26-32,,Defensive rebound by L. Deng
9:46.0,,,26-32,,Turnover by J. Winslow (bad pass)
9:31.0,Shooting foul by J. Richardson (drawn by I. Canaan),,26-32,,
9:31.0,I. Canaan makes 3-pt shot from 24 ft (assist by J. Grant),3,29-32,,
9:31.0,E. Brand enters the game for R. Holmes,,29-32,,
9:31.0,,,29-32,,G. Green enters the game for J. Richardson
9:31.0,I. Canaan makes free throw 1 of 1,1,30-32,,
9:16.0,,,30-32,,Turnover by J. Winslow (step out of bounds)
8:56.0,H. Thompson misses 2-pt shot from 20 ft,,30-32,,
8:55.0,,,30-32,,Defensive rebound by G. Dragic
8:43.0,,,30-32,,L. Deng misses 3-pt shot from 23 ft
8:42.0,Defensive rebound by H. Thompson,,30-32,,
8:31.0,T. McConnell makes 2-pt shot from 9 ft,2,32-32,,
8:16.0,,,32-32,,H. Whiteside misses 2-pt shot from 12 ft
8:15.0,Defensive rebound by E. Brand,,32-32,,
8:02.0,Turnover by E. Brand (bad pass; steal by L. Deng),,32-32,,
8:00.0,,,32-32,,Shooting foul by E. Brand (drawn by L. Deng)
8:00.0,Official timeout,,32-32,,
8:00.0,,,32-32,,L. Deng misses free throw 1 of 2
8:00.0,,,32-32,,Offensive rebound by Team
8:00.0,,,32-33,1,L. Deng makes free throw 2 of 2
7:46.0,I. Canaan makes 3-pt shot from 25 ft (assist by E. Brand),3,35-33,,
7:21.0,,,35-35,2,G. Green makes 2-pt shot from 9 ft (assist by H. Whiteside)
7:01.0,H. Thompson makes 3-pt shot from 23 ft (assist by E. Brand),3,38-35,,
6:46.0,,,38-37,2,G. Dragic makes 2-pt shot from 15 ft
6:33.0,T. McConnell makes 2-pt shot from 1 ft,2,40-37,,
6:15.0,,,40-37,,H. Whiteside misses 2-pt shot at rim
6:13.0,Defensive rebound by E. Brand,,40-37,,
6:07.0,I. Canaan misses 3-pt shot from 23 ft,,40-37,,
6:06.0,,,40-37,,Defensive rebound by G. Dragic
6:00.0,,,40-37,,G. Green misses 3-pt shot from 24 ft
5:59.0,,,40-37,,Offensive rebound by J. Winslow
5:57.0,,,40-37,,G. Green misses 2-pt shot from 18 ft
5:56.0,Defensive rebound by T. McConnell,,40-37,,
5:46.0,T. McConnell misses 2-pt shot from 9 ft,,40-37,,
5:45.0,Offensive rebound by I. Canaan,,40-37,,
5:44.0,I. Canaan makes 2-pt shot from 1 ft,2,42-37,,
5:39.0,,,42-37,,Miami full timeout
5:39.0,,,42-37,,J. Johnson enters the game for L. Deng
5:39.0,,,42-37,,D. Wade enters the game for G. Dragic
5:39.0,,,42-37,,A. Stoudemire enters the game for H. Whiteside
5:39.0,,,42-37,,J. Richardson enters the game for G. Green
5:39.0,I. Smith enters the game for T. McConnell,,42-37,,
5:14.0,,,42-40,3,J. Johnson makes 3-pt shot from 27 ft (assist by J. Richardson)
4:59.0,E. Brand misses 2-pt shot from 12 ft,,42-40,,
4:58.0,,,42-40,,Defensive rebound by J. Johnson
4:50.0,,,42-40,,J. Johnson misses 2-pt shot from 5 ft
4:47.0,,,42-40,,Offensive rebound by Team
4:47.0,R. Covington enters the game for I. Canaan,,42-40,,
4:46.0,Jump ball: E. Brand vs. A. Stoudemire (J. Johnson gains possession),,,,Jump ball: E. Brand vs. A. Stoudemire (J. Johnson gains possession)
4:36.0,,,42-40,,A. Stoudemire misses 2-pt shot from 5 ft (block by J. Grant)
4:35.0,Defensive rebound by J. Grant,,42-40,,
4:29.0,Turnover by I. Smith (bad pass; steal by J. Johnson),,42-40,,
4:23.0,,,42-40,,D. Wade misses 2-pt shot from 2 ft
4:22.0,Defensive rebound by R. Covington,,42-40,,
4:01.0,Turnover by I. Smith (traveling),,42-40,,
3:43.0,,,42-40,,D. Wade misses 2-pt shot from 4 ft
3:42.0,Defensive rebound by R. Covington,,42-40,,
3:30.0,Philadelphia full timeout,,42-40,,
3:30.0,C. Landry enters the game for E. Brand,,42-40,,
3:21.0,R. Covington misses 3-pt shot from 25 ft,,42-40,,
3:20.0,,,42-40,,Defensive rebound by A. Stoudemire
3:07.0,,,42-40,,Turnover by D. Wade (bad pass)
2:44.0,C. Landry misses 2-pt shot from 11 ft,,42-40,,
2:43.0,,,42-40,,Defensive rebound by D. Wade
2:26.0,,,42-43,3,J. Johnson makes 3-pt shot from 23 ft
2:04.0,I. Smith misses 2-pt shot from 2 ft,,42-43,,
2:01.0,,,42-43,,Defensive rebound by A. Stoudemire
1:48.0,,,42-45,2,J. Richardson makes 2-pt shot from 13 ft
1:22.0,C. Landry misses 2-pt shot from 2 ft,,42-45,,
1:21.0,,,42-45,,Defensive rebound by J. Johnson
0:58.0,,,42-47,2,J. Johnson makes 2-pt shot from 10 ft
0:51.0,I. Smith makes 2-pt shot from 2 ft,2,44-47,,
0:51.0,Shooting foul by J. Winslow (drawn by I. Smith),,44-47,,
0:51.0,,,44-47,,G. Dragic enters the game for J. Richardson
0:51.0,,,44-47,,L. Deng enters the game for J. Winslow
0:51.0,I. Smith makes free throw 1 of 1,1,45-47,,
0:42.0,,,45-47,,Turnover by A. Stoudemire (bad pass)
0:42.0,Philadelphia full timeout,,45-47,,
0:42.0,,,45-47,,H. Whiteside enters the game for A. Stoudemire
0:29.0,J. Grant misses 2-pt shot from 2 ft,,45-47,,
0:28.0,Offensive rebound by C. Landry,,45-47,,
0:28.0,Shooting foul by D. Wade (drawn by C. Landry),,45-47,,
0:28.0,C. Landry misses free throw 1 of 2,,45-47,,
0:28.0,Offensive rebound by Team,,45-47,,
0:28.0,T. McConnell enters the game for R. Covington,,45-47,,
0:28.0,C. Landry makes free throw 2 of 2,1,46-47,,
0:25.0,,,46-47,,Miami full timeout
0:25.0,I. Canaan enters the game for C. Landry,,46-47,,
0:25.0,R. Holmes enters the game for I. Smith,,46-47,,
0:09.0,,,46-47,,H. Whiteside misses 2-pt shot from 1 ft
0:07.0,,,46-47,,Offensive rebound by Team
0:05.0,,,46-47,,G. Dragic misses 2-pt shot from 2 ft (block by R. Holmes)
0:04.0,,,46-47,,Offensive rebound by H. Whiteside
0:04.0,,,46-47,,Turnover by Team (shot clock)
0:03.0,R. Covington enters the game for R. Holmes,,46-47,,
0:03.0,I. Smith enters the game for T. McConnell,,46-47,,
0:03.0,,,46-47,,J. Richardson enters the game for H. Whiteside
0:00.0,I. Smith makes 3-pt shot from 26 ft,3,49-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,H. Thompson misses 3-pt shot from 22 ft,,49-47,,
11:44.0,,,49-47,,Defensive rebound by L. Deng
11:37.0,,,49-49,2,G. Dragic makes 2-pt shot from 15 ft
11:12.0,H. Thompson misses 2-pt shot from 12 ft,,49-49,,
11:11.0,,,49-49,,Defensive rebound by A. Stoudemire
11:02.0,,,49-51,2,D. Wade makes 2-pt shot from 18 ft
10:49.0,R. Covington misses 3-pt shot from 24 ft,,49-51,,
10:48.0,,,49-51,,Defensive rebound by L. Deng
10:31.0,,,49-51,,J. Johnson misses 2-pt shot from 4 ft
10:30.0,,,49-51,,Offensive rebound by J. Johnson
10:13.0,,,49-51,,Shooting foul by R. Covington (drawn by D. Wade)
10:13.0,,,49-52,1,D. Wade makes free throw 1 of 2
10:13.0,,,49-53,1,D. Wade makes free throw 2 of 2
9:59.0,Shooting foul by A. Stoudemire (drawn by C. Landry),,49-53,,
9:59.0,C. Landry misses free throw 1 of 2,,49-53,,
9:59.0,Offensive rebound by Team,,49-53,,
9:59.0,C. Landry makes free throw 2 of 2,1,50-53,,
9:53.0,Personal foul by J. Grant (drawn by L. Deng),,50-53,,
9:44.0,,,50-53,,D. Wade misses 2-pt shot from 18 ft
9:43.0,,,50-53,,Offensive rebound by Team
9:43.0,Loose ball foul by C. Landry (drawn by A. Stoudemire),,50-53,,
9:31.0,,,50-53,,A. Stoudemire misses 2-pt shot at rim
9:30.0,Defensive rebound by J. Grant,,50-53,,
9:28.0,Shooting foul by J. Johnson (drawn by I. Smith),,50-53,,
9:28.0,I. Smith makes free throw 1 of 2,1,51-53,,
9:28.0,I. Smith misses free throw 2 of 2,,51-53,,
9:27.0,,,51-53,,Defensive rebound by A. Stoudemire
9:18.0,,,51-53,,Turnover by G. Dragic (lost ball)
9:10.0,,,51-53,,Personal foul by J. Johnson (drawn by J. Grant)
8:59.0,J. Grant misses 3-pt shot from 24 ft,,51-53,,
8:58.0,,,51-53,,Defensive rebound by G. Dragic
8:46.0,,,51-55,2,D. Wade makes 2-pt shot from 5 ft
8:43.0,I. Smith makes 2-pt shot from 1 ft,2,53-55,,
8:43.0,Shooting foul by G. Dragic (drawn by I. Smith),,53-55,,
8:43.0,I. Smith misses free throw 1 of 1,,53-55,,
8:42.0,,,53-55,,Defensive rebound by G. Dragic
8:20.0,,,53-55,,G. Dragic misses 2-pt shot from 9 ft
8:19.0,Defensive rebound by C. Landry,,53-55,,
8:03.0,C. Landry misses 2-pt shot from 2 ft (block by A. Stoudemire),,53-55,,
8:02.0,Offensive rebound by C. Landry,,53-55,,
8:01.0,C. Landry makes 2-pt shot from 1 ft,2,55-55,,
7:46.0,,,55-58,3,G. Dragic makes 3-pt shot from 24 ft
7:33.0,Turnover by H. Thompson (step out of bounds),,55-58,,
7:21.0,,,55-58,,G. Dragic misses 2-pt shot from 4 ft
7:20.0,,,55-58,,Offensive rebound by A. Stoudemire
7:19.0,,,55-60,2,A. Stoudemire makes 2-pt shot at rim
7:14.0,Philadelphia full timeout,,55-60,,
7:14.0,I. Canaan enters the game for H. Thompson,,55-60,,
7:03.0,Turnover by J. Grant (traveling),,55-60,,
6:45.0,,,55-62,2,L. Deng makes 2-pt shot from 21 ft
6:29.0,C. Landry misses 2-pt shot from 19 ft,,55-62,,
6:28.0,,,55-62,,Defensive rebound by L. Deng
6:12.0,,,55-62,,D. Wade misses 2-pt shot from 16 ft
6:11.0,Defensive rebound by R. Covington,,55-62,,
5:51.0,C. Landry misses 2-pt shot from 4 ft (block by A. Stoudemire),,55-62,,
5:50.0,,,55-62,,Defensive rebound by Team
5:33.0,Personal foul by R. Covington (drawn by J. Johnson),,55-62,,
5:33.0,,,55-62,,J. Richardson enters the game for G. Dragic
5:33.0,,,55-62,,J. Winslow enters the game for L. Deng
5:33.0,H. Thompson enters the game for R. Covington,,55-62,,
5:20.0,,,55-62,,D. Wade misses 2-pt shot from 17 ft
5:19.0,Defensive rebound by I. Smith,,55-62,,
5:09.0,C. Landry makes 2-pt shot from 1 ft (assist by I. Canaan),2,57-62,,
4:55.0,,,57-62,,A. Stoudemire misses 2-pt shot from 4 ft
4:54.0,Defensive rebound by C. Landry,,57-62,,
4:37.0,I. Canaan misses 3-pt shot from 24 ft,,57-62,,
4:36.0,Offensive rebound by H. Thompson,,57-62,,
4:32.0,,,57-62,,H. Whiteside enters the game for A. Stoudemire
4:32.0,R. Holmes enters the game for C. Landry,,57-62,,
4:22.0,H. Thompson misses 3-pt shot from 24 ft,,57-62,,
4:21.0,,,57-62,,Defensive rebound by H. Whiteside
4:04.0,,,57-62,,D. Wade misses 2-pt shot from 17 ft
4:03.0,Defensive rebound by I. Smith,,57-62,,
3:56.0,I. Canaan misses 3-pt shot from 24 ft,,57-62,,
3:55.0,,,57-62,,Defensive rebound by J. Johnson
3:36.0,,,57-62,,Shooting foul by I. Canaan (drawn by J. Winslow)
3:36.0,,,57-63,1,J. Winslow makes free throw 1 of 2
3:36.0,T. McConnell enters the game for J. Grant,,57-63,,
3:36.0,,,57-63,,G. Dragic enters the game for D. Wade
3:36.0,,,57-63,,J. Winslow misses free throw 2 of 2
3:35.0,Defensive rebound by H. Thompson,,57-63,,
3:12.0,H. Thompson makes 3-pt shot from 23 ft (assist by T. McConnell),3,60-63,,
2:49.0,,,60-63,,J. Johnson misses 2-pt shot from 12 ft
2:48.0,Defensive rebound by I. Canaan,,60-63,,
2:38.0,,,60-63,,Shooting block foul by H. Whiteside (drawn by H. Thompson)
2:38.0,,,60-63,,Miami full timeout
2:38.0,H. Thompson makes free throw 1 of 2,1,61-63,,
2:38.0,H. Thompson makes free throw 2 of 2,1,62-63,,
2:24.0,,,62-63,,J. Johnson misses 2-pt shot from 12 ft
2:23.0,,,62-63,,Offensive rebound by J. Johnson
2:20.0,,,62-63,,Turnover by J. Johnson (bad pass; steal by T. McConnell)
2:14.0,I. Canaan misses 3-pt shot from 24 ft,,62-63,,
2:13.0,,,62-63,,Defensive rebound by J. Winslow
1:58.0,,,62-63,,Shooting foul by I. Canaan (drawn by H. Whiteside)
1:58.0,,,62-64,1,H. Whiteside makes free throw 1 of 2
1:58.0,,,62-65,1,H. Whiteside makes free throw 2 of 2
1:40.0,R. Holmes makes 2-pt shot from 1 ft (assist by I. Canaan),2,64-65,,
1:23.0,,,64-65,,J. Richardson misses 2-pt shot from 2 ft (block by R. Holmes)
1:22.0,,,64-65,,Offensive rebound by Team
1:22.0,Loose ball foul by I. Canaan (drawn by H. Whiteside),,64-65,,
1:22.0,,,64-66,1,H. Whiteside makes free throw 1 of 2
1:22.0,J. Grant enters the game for I. Smith,,64-66,,
1:22.0,,,64-66,,L. Deng enters the game for J. Johnson
1:22.0,,,64-67,1,H. Whiteside makes free throw 2 of 2
1:12.0,Turnover by H. Thompson (lost ball; steal by J. Winslow),,64-67,,
1:05.0,,,64-67,,J. Winslow misses 2-pt shot from 5 ft
1:04.0,Defensive rebound by J. Grant,,64-67,,
0:51.0,Philadelphia full timeout,,64-67,,
0:48.0,,,64-67,,Personal foul by H. Whiteside (drawn by R. Holmes)
0:48.0,R. Holmes makes free throw 1 of 2,1,65-67,,
0:48.0,R. Holmes makes free throw 2 of 2,1,66-67,,
0:37.0,Personal foul by J. Grant (drawn by G. Dragic),,66-67,,
0:37.0,,,66-68,1,G. Dragic makes free throw 1 of 2
0:37.0,,,66-69,1,G. Dragic makes free throw 2 of 2
0:26.0,I. Canaan makes 3-pt shot from 24 ft (assist by T. McConnell),3,69-69,,
0:07.0,,,69-69,,L. Deng misses 2-pt shot from 19 ft
0:05.0,,,69-69,,Offensive rebound by H. Whiteside
0:05.0,,,69-69,,Shooting foul by T. McConnell (drawn by H. Whiteside)
0:05.0,,,69-69,,H. Whiteside misses free throw 1 of 2
0:05.0,,,69-69,,Offensive rebound by Team
0:05.0,I. Smith enters the game for T. McConnell,,69-69,,
0:05.0,R. Covington enters the game for J. Grant,,69-69,,
0:05.0,,,69-69,,H. Whiteside misses free throw 2 of 2
0:05.0,,,69-69,,Offensive rebound by Team
0:04.0,J. Grant enters the game for I. Smith,,69-69,,
0:01.0,,,69-69,,L. Deng misses 3-pt shot from 24 ft
0:00.0,,,69-69,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,69-69,,Offensive charge foul by G. Dragic
11:37.0,,,69-69,,Turnover by G. Dragic (offensive foul)
11:16.0,R. Covington makes 3-pt shot from 26 ft (assist by I. Canaan),3,72-69,,
11:02.0,,,72-69,,L. Deng misses 2-pt shot from 1 ft (block by R. Holmes)
11:01.0,,,72-69,,Offensive rebound by H. Whiteside
10:59.0,,,72-71,2,H. Whiteside makes 2-pt shot at rim
10:46.0,R. Covington makes 2-pt shot from 1 ft (assist by I. Smith),2,74-71,,
10:30.0,,,74-71,,G. Dragic misses 2-pt shot from 4 ft
10:29.0,,,74-71,,Offensive rebound by L. Deng
10:28.0,,,74-73,2,L. Deng makes 2-pt shot at rim
10:15.0,R. Holmes makes 2-pt shot from 19 ft,2,76-73,,
9:58.0,,,76-73,,H. Whiteside misses 2-pt shot from 1 ft (block by R. Covington)
9:57.0,Defensive rebound by H. Thompson,,76-73,,
9:51.0,I. Canaan misses 3-pt shot from 23 ft,,76-73,,
9:50.0,Offensive rebound by R. Covington,,76-73,,
9:45.0,H. Thompson makes 3-pt shot from 23 ft (assist by R. Covington),3,79-73,,
9:45.0,,,79-73,,Miami full timeout
9:32.0,,,79-76,3,J. Richardson makes 3-pt shot from 24 ft (assist by L. Deng)
9:18.0,Turnover by I. Smith (bad pass; steal by L. Deng),,79-76,,
9:12.0,,,79-76,,J. Winslow misses 3-pt shot from 23 ft
9:11.0,Defensive rebound by R. Covington,,79-76,,
8:47.0,I. Smith misses 3-pt shot from 25 ft,,79-76,,
8:46.0,,,79-76,,Defensive rebound by H. Whiteside
8:32.0,,,79-79,3,J. Winslow makes 3-pt shot from 23 ft (assist by G. Dragic)
8:13.0,I. Smith makes 2-pt shot from 1 ft,2,81-79,,
7:53.0,,,81-79,,G. Dragic misses 3-pt shot from 25 ft
7:52.0,,,81-79,,Offensive rebound by Team
7:51.0,J. Grant enters the game for R. Holmes,,81-79,,
7:51.0,C. Landry enters the game for H. Thompson,,81-79,,
7:51.0,,,81-79,,D. Wade enters the game for J. Richardson
7:40.0,,,81-79,,D. Wade misses 2-pt shot from 11 ft
7:39.0,Defensive rebound by J. Grant,,81-79,,
7:36.0,Turnover by R. Covington (step out of bounds),,81-79,,
7:24.0,,,81-81,2,L. Deng makes 2-pt shot from 5 ft (assist by G. Dragic)
7:04.0,I. Canaan misses 3-pt shot from 26 ft,,81-81,,
7:03.0,,,81-81,,Defensive rebound by L. Deng
6:50.0,,,81-83,2,D. Wade makes 2-pt shot from 10 ft
6:29.0,C. Landry makes 2-pt shot from 16 ft (assist by I. Smith),2,83-83,,
6:07.0,,,83-85,2,G. Dragic makes 2-pt shot from 15 ft
5:47.0,I. Canaan makes 2-pt shot at rim (assist by I. Smith),2,85-85,,
5:30.0,,,85-85,,Turnover by G. Dragic (bad pass; steal by I. Smith)
5:30.0,,,85-85,,Personal foul by G. Dragic (drawn by J. Grant)
5:30.0,Official timeout,,85-85,,
5:30.0,,,85-85,,J. Johnson enters the game for J. Winslow
5:18.0,J. Grant misses 2-pt shot from 3 ft (block by H. Whiteside),,85-85,,
5:17.0,,,85-85,,Defensive rebound by H. Whiteside
4:57.0,,,85-85,,D. Wade misses 2-pt shot from 12 ft
4:56.0,,,85-85,,Offensive rebound by H. Whiteside
4:54.0,,,85-85,,H. Whiteside misses 2-pt shot from 2 ft (block by J. Grant)
4:53.0,Defensive rebound by J. Grant,,85-85,,
4:39.0,J. Grant makes 2-pt shot at rim (assist by R. Covington),2,87-85,,
4:17.0,,,87-87,2,H. Whiteside makes 2-pt shot at rim (assist by D. Wade)
3:59.0,C. Landry misses 2-pt shot from 2 ft,,87-87,,
3:58.0,,,87-87,,Defensive rebound by H. Whiteside
3:52.0,,,87-89,2,L. Deng makes 2-pt shot from 1 ft (assist by D. Wade)
3:32.0,I. Canaan misses 2-pt shot from 1 ft,,87-89,,
3:31.0,Offensive rebound by C. Landry,,87-89,,
