time,New Orleans,pts.away,score,pts.home,Phoenix
3:57.0,D. Cunningham misses free throw 2 of 2,,14-22,,
3:56.0,,,14-22,,Defensive rebound by M. Morris
3:41.0,,,14-24,2,D. Booker makes 2-pt shot from 4 ft (assist by M. Morris)
3:31.0,I. Smith makes 2-pt shot at rim,2,16-24,,
3:17.0,,,16-26,2,B. Knight makes 2-pt shot from 2 ft (assist by P. Tucker)
2:57.0,I. Smith misses 2-pt shot from 18 ft,,16-26,,
2:55.0,,,16-26,,Defensive rebound by M. Morris
2:48.0,Shooting block foul by A. Davis (drawn by B. Knight),,16-26,,
2:48.0,,,16-26,,Phoenix full timeout
2:48.0,T. Douglas enters the game for E. Gordon,,16-26,,
2:48.0,,,16-27,1,B. Knight makes free throw 1 of 2
2:48.0,,,16-27,,B. Knight misses free throw 2 of 2
2:47.0,Defensive rebound by A. Davis,,16-27,,
2:37.0,A. Davis makes 2-pt shot at rim (assist by I. Smith),2,18-27,,
2:32.0,,,18-29,2,P. Tucker makes 2-pt shot from 5 ft (assist by B. Knight)
2:18.0,Shooting foul by T. Warren (drawn by T. Douglas),,18-29,,
2:18.0,T. Douglas makes free throw 1 of 2,1,19-29,,
2:18.0,T. Douglas makes free throw 2 of 2,1,20-29,,
2:04.0,,,20-29,,Offensive foul by P. Tucker
2:04.0,,,20-29,,Turnover by P. Tucker (offensive foul)
1:52.0,Turnover by I. Smith (bad pass; steal by P. Tucker),,20-29,,
1:45.0,,,20-32,3,D. Booker makes 3-pt shot from 23 ft (assist by B. Knight)
1:26.0,,,20-32,,Personal foul by P. Tucker (drawn by R. Anderson)
1:26.0,R. Anderson misses free throw 1 of 2,,20-32,,
1:26.0,Offensive rebound by Team,,20-32,,
1:26.0,,,20-32,,J. Leuer enters the game for M. Morris
1:26.0,R. Anderson makes free throw 2 of 2,1,21-32,,
1:09.0,,,21-34,2,B. Knight makes 2-pt shot from 20 ft
0:55.0,,,21-34,,Personal foul by J. Leuer (drawn by T. Douglas)
0:55.0,T. Douglas makes free throw 1 of 2,1,22-34,,
0:55.0,,,22-34,,M. Teletovic enters the game for P. Tucker
0:55.0,T. Douglas makes free throw 2 of 2,1,23-34,,
0:43.0,,,23-37,3,B. Knight makes 3-pt shot from 24 ft
0:37.0,A. Davis makes 2-pt shot at rim (assist by I. Smith),2,25-37,,
0:28.0,,,25-39,2,T. Warren makes 2-pt shot from 20 ft (assist by J. Leuer)
0:05.0,A. Davis misses 2-pt shot from 19 ft,,25-39,,
0:03.0,,,25-39,,Defensive rebound by J. Leuer
0:00.0,,,25-39,,D. Booker misses 3-pt shot from 39 ft
0:00.0,,,25-39,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,R. Anderson misses 3-pt shot from 24 ft,,25-39,,
11:37.0,,,25-39,,Defensive rebound by D. Booker
11:17.0,,,25-39,,M. Teletovic misses 2-pt shot from 18 ft
11:17.0,Defensive rebound by Team,,25-39,,
11:17.0,,,25-39,,Loose ball foul by J. Leuer (drawn by R. Anderson)
11:08.0,,,25-39,,Personal foul by M. Teletovic (drawn by R. Anderson)
11:08.0,,,25-39,,E. Bledsoe enters the game for B. Knight
10:54.0,R. Anderson misses 2-pt shot from 1 ft,,25-39,,
10:52.0,Offensive rebound by R. Anderson,,25-39,,
10:52.0,R. Anderson makes 2-pt shot from 1 ft,2,27-39,,
10:28.0,,,27-41,2,J. Leuer makes 2-pt shot from 1 ft
10:20.0,D. Cunningham makes 2-pt shot at rim (assist by I. Smith),2,29-41,,
10:07.0,,,29-41,,T. Warren misses 2-pt shot from 1 ft (block by D. Cunningham)
10:05.0,Defensive rebound by D. Cunningham,,29-41,,
10:00.0,L. Babbitt misses 3-pt shot from 25 ft,,29-41,,
9:57.0,,,29-41,,Defensive rebound by D. Booker
9:50.0,,,29-41,,Turnover by E. Bledsoe (bad pass)
9:38.0,R. Anderson misses 2-pt shot from 19 ft,,29-41,,
9:36.0,,,29-41,,Defensive rebound by J. Leuer
9:31.0,,,29-44,3,M. Teletovic makes 3-pt shot from 25 ft (assist by E. Bledsoe)
9:18.0,Turnover by D. Cunningham (bad pass; steal by D. Booker),,29-44,,
9:12.0,,,29-46,2,E. Bledsoe makes 2-pt shot from 10 ft
8:59.0,I. Smith misses 2-pt shot from 1 ft,,29-46,,
8:58.0,Offensive rebound by Team,,29-46,,
8:58.0,Official timeout,,29-46,,
8:55.0,R. Anderson makes 3-pt shot from 23 ft (assist by I. Smith),3,32-46,,
8:39.0,,,32-46,,J. Leuer misses 2-pt shot from 1 ft
8:36.0,,,32-46,,Offensive rebound by J. Leuer
8:34.0,,,32-46,,M. Teletovic misses 3-pt shot from 24 ft
8:33.0,Defensive rebound by D. Cunningham,,32-46,,
8:24.0,T. Douglas makes 3-pt shot from 24 ft,3,35-46,,
8:11.0,,,35-48,2,T. Warren makes 2-pt shot from 11 ft
8:03.0,I. Smith misses 2-pt shot from 3 ft (block by E. Bledsoe),,35-48,,
8:00.0,,,35-48,,Defensive rebound by D. Booker
7:57.0,,,35-50,2,T. Warren makes 2-pt shot at rim (assist by D. Booker)
7:38.0,R. Anderson misses 2-pt shot from 1 ft,,35-50,,
7:36.0,Offensive rebound by R. Anderson,,35-50,,
7:36.0,Shooting foul by M. Teletovic (drawn by R. Anderson),,35-50,,
7:36.0,R. Anderson makes free throw 1 of 2,1,36-50,,
7:36.0,A. Davis enters the game for L. Babbitt,,36-50,,
7:36.0,R. Anderson makes free throw 2 of 2,1,37-50,,
7:17.0,,,37-50,,M. Teletovic misses 3-pt shot from 26 ft
7:14.0,Defensive rebound by A. Davis,,37-50,,
7:03.0,D. Cunningham misses 2-pt shot from 21 ft,,37-50,,
7:01.0,,,37-50,,Defensive rebound by J. Leuer
6:54.0,Shooting block foul by I. Smith (drawn by M. Teletovic),,37-50,,
6:54.0,,,37-51,1,M. Teletovic makes free throw 1 of 2
6:54.0,,,37-51,,M. Morris enters the game for J. Leuer
6:54.0,J. Holiday enters the game for I. Smith,,37-51,,
6:54.0,E. Gordon enters the game for T. Douglas,,37-51,,
6:54.0,,,37-51,,B. Knight enters the game for D. Booker
6:54.0,,,37-52,1,M. Teletovic makes free throw 2 of 2
6:43.0,J. Holiday makes 2-pt shot from 4 ft,2,39-52,,
6:19.0,,,39-52,,B. Knight misses 2-pt shot from 19 ft
6:16.0,Defensive rebound by A. Davis,,39-52,,
6:09.0,A. Davis makes 2-pt shot at rim (assist by R. Anderson),2,41-52,,
6:09.0,,,41-52,,Phoenix full timeout
6:09.0,,,41-52,,P. Tucker enters the game for T. Warren
6:09.0,,,41-52,,A. Len enters the game for M. Teletovic
6:09.0,A. Gee enters the game for D. Cunningham,,41-52,,
5:48.0,,,41-52,,P. Tucker misses 2-pt shot from 4 ft (block by A. Gee)
5:45.0,Defensive rebound by Team,,41-52,,
5:33.0,Turnover by A. Davis (lost ball; steal by A. Len),,41-52,,
5:25.0,,,41-52,,M. Morris misses 2-pt shot from 16 ft
5:23.0,Defensive rebound by A. Gee,,41-52,,
5:23.0,Jump ball: A. Gee vs. B. Knight (P. Tucker gains possession),,,,Jump ball: A. Gee vs. B. Knight (P. Tucker gains possession)
5:23.0,Turnover by A. Gee (lost ball; steal by B. Knight),,41-52,,
5:15.0,Violation by J. Holiday (kicked ball),,41-52,,
5:03.0,,,41-52,,M. Morris misses 3-pt shot from 23 ft
5:00.0,Defensive rebound by R. Anderson,,41-52,,
4:51.0,R. Anderson makes 2-pt shot from 4 ft,2,43-52,,
4:41.0,Personal foul by A. Gee (drawn by B. Knight),,43-52,,
4:41.0,D. Cunningham enters the game for A. Gee,,43-52,,
4:31.0,,,43-52,,M. Morris misses 3-pt shot from 25 ft
4:29.0,Defensive rebound by E. Gordon,,43-52,,
4:25.0,D. Cunningham misses 2-pt shot from 1 ft (block by M. Morris),,43-52,,
4:25.0,Offensive rebound by Team,,43-52,,
4:18.0,,,43-52,,Technical foul by P. Tucker
4:18.0,A. Davis makes technical free throw,1,44-52,,
4:13.0,J. Holiday misses 2-pt shot from 4 ft (block by A. Len),,44-52,,
4:11.0,,,44-52,,Defensive rebound by A. Len
4:07.0,,,44-52,,Shooting foul by D. Cunningham (drawn by E. Bledsoe)
4:07.0,,,44-53,1,E. Bledsoe makes free throw 1 of 2
4:07.0,,,44-54,1,E. Bledsoe makes free throw 2 of 2
4:02.0,,,44-54,,Personal foul by A. Len (drawn by A. Davis)
3:55.0,,,44-54,,Def 3 sec tech foul by B. Knight
3:55.0,A. Davis makes technical free throw,1,45-54,,
3:44.0,Turnover by A. Davis (bad pass; steal by A. Len),,45-54,,
3:36.0,,,45-56,2,M. Morris makes 2-pt shot at rim (assist by B. Knight)
3:27.0,E. Gordon makes 3-pt shot from 24 ft (assist by J. Holiday),3,48-56,,
3:11.0,,,48-56,,M. Morris misses 3-pt shot from 24 ft
3:09.0,,,48-56,,Offensive rebound by P. Tucker
3:09.0,Personal foul by J. Holiday (drawn by P. Tucker),,48-56,,
3:02.0,,,48-56,,Offensive foul by A. Len
3:02.0,,,48-56,,Turnover by A. Len (offensive foul)
3:02.0,,,48-56,,M. Teletovic enters the game for A. Len
2:46.0,E. Gordon misses 3-pt shot from 25 ft,,48-56,,
2:45.0,,,48-56,,Defensive rebound by Team
2:45.0,New Orleans full timeout,,48-56,,
2:45.0,I. Smith enters the game for J. Holiday,,48-56,,
2:36.0,,,48-56,,M. Teletovic misses 3-pt shot from 25 ft
2:34.0,,,48-56,,Offensive rebound by M. Morris
2:32.0,,,48-58,2,M. Morris makes 2-pt shot from 1 ft
2:15.0,I. Smith makes 3-pt shot from 23 ft (assist by E. Gordon),3,51-58,,
1:57.0,,,51-58,,E. Bledsoe misses 2-pt shot from 21 ft
1:54.0,Defensive rebound by D. Cunningham,,51-58,,
1:48.0,I. Smith misses 2-pt shot at rim,,51-58,,
1:44.0,,,51-58,,Defensive rebound by P. Tucker
1:42.0,,,51-58,,B. Knight misses 3-pt shot from 25 ft
1:39.0,Defensive rebound by D. Cunningham,,51-58,,
1:27.0,D. Cunningham misses 2-pt shot from 20 ft,,51-58,,
1:25.0,,,51-58,,Defensive rebound by M. Teletovic
1:10.0,Shooting block foul by D. Cunningham (drawn by E. Bledsoe),,51-58,,
1:10.0,,,51-59,1,E. Bledsoe makes free throw 1 of 2
1:10.0,,,51-60,1,E. Bledsoe makes free throw 2 of 2
1:00.0,,,51-60,,Personal foul by B. Knight (drawn by E. Gordon)
1:00.0,E. Gordon makes free throw 1 of 2,1,52-60,,
1:00.0,E. Gordon makes free throw 2 of 2,1,53-60,,
0:46.0,,,53-60,,Turnover by B. Knight (bad pass)
0:29.0,R. Anderson makes 2-pt shot from 6 ft (assist by E. Gordon),2,55-60,,
0:04.0,,,55-60,,Turnover by Team (shot clock)
0:00.0,I. Smith makes 3-pt shot from 28 ft,3,58-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,A. Gee misses 2-pt shot from 17 ft,,58-60,,
11:37.0,,,58-60,,Defensive rebound by A. Len
11:17.0,,,58-60,,B. Knight misses 2-pt shot from 15 ft
11:15.0,Defensive rebound by A. Davis,,58-60,,
11:11.0,J. Holiday makes 3-pt shot from 24 ft,3,61-60,,
10:59.0,,,61-62,2,M. Morris makes 2-pt shot from 1 ft
10:49.0,A. Davis makes 2-pt shot from 7 ft (assist by J. Holiday),2,63-62,,
10:38.0,,,63-62,,Turnover by A. Len (bad pass; steal by A. Gee)
10:34.0,A. Gee misses 2-pt shot from 1 ft,,63-62,,
10:31.0,,,63-62,,Defensive rebound by A. Len
10:22.0,,,63-64,2,E. Bledsoe makes 2-pt shot from 11 ft
10:11.0,E. Gordon makes 3-pt shot from 24 ft,3,66-64,,
9:56.0,Violation by O. Asik (kicked ball),,66-64,,
9:50.0,,,66-64,,E. Bledsoe misses 2-pt shot from 18 ft
9:48.0,Defensive rebound by O. Asik,,66-64,,
9:40.0,A. Davis makes 2-pt shot from 18 ft (assist by E. Gordon),2,68-64,,
9:24.0,Def 3 sec tech foul by O. Asik,,68-64,,
9:24.0,,,68-65,1,E. Bledsoe makes technical free throw
9:19.0,,,68-65,,P. Tucker misses 2-pt shot from 4 ft (block by J. Holiday)
9:19.0,Defensive rebound by O. Asik,,68-65,,
9:19.0,,,68-65,,Personal foul by P. Tucker (drawn by O. Asik)
9:11.0,Offensive foul by O. Asik,,68-65,,
9:11.0,Turnover by O. Asik (offensive foul),,68-65,,
9:00.0,Personal foul by A. Gee (drawn by P. Tucker),,68-65,,
9:00.0,D. Cunningham enters the game for A. Gee,,68-65,,
9:00.0,Technical foul by A. Gee (drawn by P. Tucker),,68-65,,
9:00.0,,,68-66,1,B. Knight makes technical free throw
8:52.0,,,68-66,,Turnover by E. Bledsoe (traveling)
8:34.0,,,68-66,,Personal block foul by E. Bledsoe (drawn by J. Holiday)
8:26.0,J. Holiday misses 2-pt shot from 17 ft,,68-66,,
8:24.0,,,68-66,,Defensive rebound by A. Len
8:15.0,,,68-66,,M. Morris misses 2-pt shot from 16 ft
8:13.0,Defensive rebound by D. Cunningham,,68-66,,
8:03.0,E. Gordon misses 3-pt shot from 25 ft,,68-66,,
8:01.0,,,68-66,,Defensive rebound by B. Knight
7:50.0,,,68-66,,Turnover by P. Tucker (bad pass; steal by A. Davis)
7:39.0,Shooting foul by M. Morris (drawn by A. Davis),,68-66,,
7:39.0,A. Davis makes free throw 1 of 2,1,69-66,,
7:39.0,,,69-66,,T. Warren enters the game for P. Tucker
7:39.0,A. Davis misses free throw 2 of 2,,69-66,,
7:38.0,,,69-66,,Defensive rebound by M. Morris
7:30.0,,,69-66,,E. Bledsoe misses 3-pt shot from 25 ft
7:27.0,Defensive rebound by D. Cunningham,,69-66,,
7:21.0,Turnover by J. Holiday (lost ball; steal by B. Knight),,69-66,,
7:07.0,Shooting block foul by J. Holiday (drawn by B. Knight),,69-66,,
7:07.0,,,69-66,,B. Knight misses free throw 1 of 2
7:07.0,,,69-66,,Offensive rebound by Team
7:07.0,R. Anderson enters the game for O. Asik,,69-66,,
7:07.0,,,69-66,,B. Knight misses free throw 2 of 2
7:06.0,,,69-66,,Offensive rebound by A. Len
6:57.0,,,69-66,,M. Morris misses 2-pt shot from 16 ft
6:55.0,,,69-66,,Offensive rebound by A. Len
6:43.0,,,69-66,,E. Bledsoe misses 2-pt shot from 6 ft
6:39.0,Defensive rebound by A. Davis,,69-66,,
6:33.0,E. Gordon makes 3-pt shot from 24 ft (assist by J. Holiday),3,72-66,,
6:32.0,,,72-66,,Phoenix full timeout
6:32.0,,,72-66,,J. Leuer enters the game for A. Len
6:32.0,I. Smith enters the game for J. Holiday,,72-66,,
6:10.0,,,72-68,2,T. Warren makes 2-pt shot from 6 ft
5:58.0,Turnover by E. Gordon (dbl dribble),,72-68,,
5:46.0,,,72-68,,J. Leuer misses 2-pt shot from 17 ft
5:44.0,Defensive rebound by I. Smith,,72-68,,
5:34.0,E. Gordon misses 3-pt shot from 25 ft,,72-68,,
5:32.0,,,72-68,,Defensive rebound by J. Leuer
5:21.0,,,72-68,,T. Warren misses 2-pt shot from 7 ft
5:19.0,Defensive rebound by A. Davis,,72-68,,
5:12.0,A. Davis misses 2-pt shot from 14 ft,,72-68,,
5:09.0,,,72-68,,Defensive rebound by J. Leuer
5:00.0,,,72-71,3,J. Leuer makes 3-pt shot from 24 ft (assist by B. Knight)
4:43.0,E. Gordon misses 3-pt shot from 25 ft,,72-71,,
4:41.0,,,72-71,,Defensive rebound by J. Leuer
4:31.0,Personal foul by A. Davis (drawn by M. Morris),,72-71,,
4:31.0,,,72-71,,M. Teletovic enters the game for M. Morris
4:23.0,,,72-73,2,T. Warren makes 2-pt shot from 8 ft (assist by E. Bledsoe)
4:13.0,I. Smith misses 2-pt shot from 4 ft (block by E. Bledsoe),,72-73,,
4:11.0,,,72-73,,Defensive rebound by E. Bledsoe
4:09.0,,,72-75,2,T. Warren makes 2-pt shot at rim (assist by E. Bledsoe)
4:09.0,New Orleans full timeout,,72-75,,
4:09.0,,,72-75,,R. Price enters the game for B. Knight
3:56.0,,,72-75,,Personal foul by T. Warren (drawn by A. Davis)
3:55.0,,,72-75,,Personal foul by E. Bledsoe (drawn by E. Gordon)
3:55.0,E. Gordon makes free throw 1 of 2,1,73-75,,
3:55.0,E. Gordon makes free throw 2 of 2,1,74-75,,
3:48.0,,,74-75,,Turnover by E. Bledsoe (lost ball)
3:42.0,E. Gordon makes 2-pt shot from 2 ft (assist by I. Smith),2,76-75,,
3:30.0,,,76-77,2,M. Teletovic makes 2-pt shot from 3 ft
3:07.0,I. Smith makes 2-pt shot from 20 ft,2,78-77,,
2:54.0,,,78-77,,J. Leuer misses 2-pt shot from 18 ft
2:52.0,Defensive rebound by A. Davis,,78-77,,
2:46.0,Shooting foul by J. Leuer (drawn by R. Anderson),,78-77,,
2:46.0,R. Anderson makes free throw 1 of 2,1,79-77,,
2:46.0,,,79-77,,B. Knight enters the game for E. Bledsoe
2:46.0,R. Anderson makes free throw 2 of 2,1,80-77,,
2:22.0,,,80-79,2,B. Knight makes 2-pt shot from 2 ft
2:08.0,R. Anderson makes 2-pt shot from 19 ft,2,82-79,,
1:51.0,,,82-79,,M. Teletovic misses 2-pt shot from 13 ft
1:49.0,Defensive rebound by I. Smith,,82-79,,
1:42.0,I. Smith makes 2-pt shot from 1 ft,2,84-79,,
1:32.0,Def 3 sec tech foul by D. Cunningham,,84-79,,
1:32.0,,,84-80,1,B. Knight makes technical free throw
1:32.0,A. Gee enters the game for A. Davis,,84-80,,
1:29.0,Personal foul by E. Gordon (drawn by B. Knight),,84-80,,
1:18.0,,,84-82,2,J. Leuer makes 2-pt shot at rim (assist by B. Knight)
0:54.0,R. Anderson makes 2-pt shot from 5 ft,2,86-82,,
0:44.0,,,86-85,3,B. Knight makes 3-pt shot from 22 ft (assist by R. Price)
0:37.0,,,86-85,,Def 3 sec tech foul by T. Warren
0:37.0,R. Anderson misses technical free throw,,86-85,,
0:37.0,Offensive rebound by Team,,86-85,,
0:31.0,I. Smith makes 2-pt shot from 20 ft,2,88-85,,
0:09.0,,,88-85,,B. Knight misses 2-pt shot from 15 ft
0:08.0,,,88-85,,Offensive rebound by Team
0:02.0,,,88-85,,B. Knight misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by I. Smith,,88-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,88-85,,B. Knight misses 2-pt shot from 1 ft
11:35.0,Defensive rebound by D. Cunningham,,88-85,,
11:31.0,J. Holiday misses 2-pt shot from 6 ft,,88-85,,
11:27.0,,,88-85,,Defensive rebound by J. Leuer
11:22.0,,,88-87,2,T. Warren makes 2-pt shot from 6 ft (assist by R. Price)
11:22.0,Shooting block foul by J. Holiday (drawn by T. Warren),,88-87,,
11:22.0,,,88-88,1,T. Warren makes free throw 1 of 1
11:06.0,J. Holiday makes 2-pt shot from 1 ft,2,90-88,,
10:49.0,,,90-88,,T. Warren misses 2-pt shot from 8 ft
10:47.0,Defensive rebound by J. Holiday,,90-88,,
10:42.0,D. Cunningham makes 3-pt shot from 23 ft (assist by J. Holiday),3,93-88,,
10:19.0,,,93-91,3,R. Price makes 3-pt shot from 25 ft (assist by B. Knight)
9:59.0,J. Holiday misses 2-pt shot from 17 ft,,93-91,,
9:55.0,,,93-91,,Defensive rebound by B. Knight
9:44.0,,,93-91,,M. Teletovic misses 2-pt shot from 17 ft
9:42.0,Defensive rebound by R. Anderson,,93-91,,
9:32.0,D. Cunningham misses 3-pt shot from 24 ft,,93-91,,
9:30.0,,,93-91,,Defensive rebound by J. Leuer
9:21.0,,,93-93,2,J. Leuer makes 2-pt shot from 10 ft
8:59.0,,,93-93,,Shooting block foul by R. Price (drawn by J. Holiday)
8:59.0,Official timeout,,93-93,,
8:59.0,A. Davis enters the game for D. Cunningham,,93-93,,
8:59.0,J. Holiday makes free throw 1 of 2,1,94-93,,
8:59.0,J. Holiday makes free throw 2 of 2,1,95-93,,
8:59.0,Personal take foul by R. Anderson (drawn by M. Teletovic),,95-93,,
8:59.0,T. Douglas enters the game for J. Holiday,,95-93,,
8:59.0,,,95-93,,E. Bledsoe enters the game for R. Price
8:42.0,,,95-95,2,T. Warren makes 2-pt shot from 10 ft (assist by B. Knight)
8:42.0,,,95-95,,Shooting foul by T. Douglas (drawn by T. Warren)
8:42.0,,,95-96,1,T. Warren makes free throw 1 of 1
8:35.0,Offensive foul by A. Davis,,95-96,,
8:35.0,Turnover by A. Davis (offensive foul),,95-96,,
8:25.0,,,95-96,,E. Bledsoe misses 2-pt shot from 1 ft
8:21.0,Defensive rebound by I. Smith,,95-96,,
8:04.0,A. Davis makes 2-pt shot from 9 ft (assist by I. Smith),2,97-96,,
7:47.0,,,97-96,,B. Knight misses 2-pt shot from 15 ft
7:46.0,,,97-96,,Offensive rebound by B. Knight
7:40.0,,,97-96,,T. Warren misses 2-pt shot from 11 ft
7:37.0,Defensive rebound by A. Davis,,97-96,,
7:18.0,A. Gee misses 2-pt shot from 3 ft,,97-96,,
7:16.0,Offensive rebound by Team,,97-96,,
7:13.0,R. Anderson misses 3-pt shot from 25 ft,,97-96,,
7:11.0,,,97-96,,Defensive rebound by J. Leuer
7:00.0,,,97-96,,J. Leuer misses 2-pt shot from 3 ft
6:58.0,,,97-96,,Offensive rebound by J. Leuer
6:56.0,,,97-98,2,J. Leuer makes 2-pt shot from 1 ft
6:37.0,Shooting foul by J. Leuer (drawn by A. Davis),,97-98,,
6:37.0,A. Davis makes free throw 1 of 2,1,98-98,,
6:37.0,E. Gordon enters the game for T. Douglas,,98-98,,
6:37.0,A. Davis misses free throw 2 of 2,,98-98,,
6:37.0,,,98-98,,Defensive rebound by J. Leuer
6:25.0,,,98-98,,M. Teletovic misses 3-pt shot from 22 ft
6:23.0,Defensive rebound by R. Anderson,,98-98,,
6:09.0,E. Gordon makes 2-pt shot from 1 ft,2,100-98,,
6:09.0,Shooting foul by T. Warren (drawn by E. Gordon),,100-98,,
6:09.0,,,100-98,,P. Tucker enters the game for T. Warren
