time,Washington,pts.away,score,pts.home,Boston
7:44.0,,,29-52,,Defensive rebound by D. Lee
7:32.0,,,29-52,,T. Rozier misses 2-pt shot from 18 ft
7:32.0,,,29-52,,Offensive rebound by K. Olynyk
7:28.0,,,29-54,2,T. Rozier makes 2-pt shot from 18 ft (assist by K. Olynyk)
7:21.0,M. Gortat misses 2-pt shot from 1 ft,,29-54,,
7:18.0,,,29-54,,Defensive rebound by D. Lee
7:11.0,,,29-54,,D. Lee misses 2-pt shot from 7 ft
7:10.0,Defensive rebound by J. Dudley,,29-54,,
7:04.0,K. Oubre misses 2-pt shot from 5 ft,,29-54,,
7:03.0,Offensive rebound by M. Gortat,,29-54,,
6:59.0,J. Dudley makes 2-pt shot from 19 ft (assist by M. Gortat),2,31-54,,
6:41.0,,,31-56,2,K. Olynyk makes 2-pt shot from 13 ft
6:26.0,J. Dudley misses 3-pt shot from 26 ft,,31-56,,
6:25.0,,,31-56,,Defensive rebound by E. Turner
6:10.0,,,31-56,,J. Jerebko misses 2-pt shot from 21 ft
6:10.0,Defensive rebound by J. Wall,,31-56,,
5:50.0,K. Oubre misses 3-pt shot from 26 ft,,31-56,,
5:49.0,,,31-56,,Defensive rebound by J. Jerebko
5:44.0,,,31-56,,Boston full timeout
5:44.0,B. Beal enters the game for J. Dudley,,31-56,,
5:44.0,K. Humphries enters the game for G. Neal,,31-56,,
5:44.0,,,31-56,,A. Johnson enters the game for K. Olynyk
5:44.0,,,31-56,,J. Sullinger enters the game for J. Jerebko
5:44.0,,,31-56,,A. Bradley enters the game for D. Lee
5:33.0,,,31-59,3,T. Rozier makes 3-pt shot from 23 ft (assist by J. Sullinger)
5:08.0,J. Wall misses 2-pt shot from 18 ft,,31-59,,
5:08.0,,,31-59,,Defensive rebound by Team
4:46.0,,,31-61,2,E. Turner makes 2-pt shot from 10 ft
4:46.0,J. Wall makes 2-pt shot from 1 ft,2,33-61,,
4:46.0,Shooting foul by T. Rozier (drawn by J. Wall),,33-61,,
4:46.0,J. Wall makes free throw 1 of 1,1,34-61,,
4:39.0,Offensive foul by K. Oubre,,34-61,,
4:31.0,,,34-63,2,J. Sullinger makes 2-pt shot from 5 ft (assist by E. Turner)
4:19.0,K. Humphries makes 3-pt shot from 24 ft,3,37-63,,
4:06.0,,,37-63,,T. Rozier misses 2-pt shot from 12 ft
4:05.0,,,37-63,,Offensive rebound by T. Rozier
4:01.0,,,37-63,,J. Sullinger misses 2-pt shot from 22 ft
3:58.0,Defensive rebound by B. Beal,,37-63,,
3:53.0,M. Gortat makes 2-pt shot from 2 ft (assist by B. Beal),2,39-63,,
3:45.0,,,39-63,,A. Bradley misses 3-pt shot from 25 ft
3:44.0,Defensive rebound by M. Gortat,,39-63,,
3:38.0,J. Wall misses 2-pt shot from 1 ft,,39-63,,
3:37.0,Offensive rebound by Team,,39-63,,
3:37.0,O. Porter enters the game for K. Oubre,,39-63,,
3:37.0,,,39-63,,I. Thomas enters the game for T. Rozier
3:37.0,,,39-63,,J. Crowder enters the game for E. Turner
3:32.0,B. Beal makes 2-pt shot from 18 ft,2,41-63,,
3:32.0,Shooting foul by A. Bradley (drawn by B. Beal),,41-63,,
3:32.0,B. Beal makes free throw 1 of 1,1,42-63,,
3:21.0,,,42-63,,Turnover by I. Thomas (bad pass; steal by J. Wall)
3:13.0,B. Beal makes 3-pt shot from 24 ft (assist by O. Porter),3,45-63,,
2:57.0,Personal block foul by M. Gortat (drawn by I. Thomas),,45-63,,
2:57.0,Official timeout,,45-63,,
2:53.0,,,45-63,,Turnover by A. Johnson (bad pass; steal by M. Gortat)
2:47.0,J. Wall makes 2-pt shot at rim (assist by M. Gortat),2,47-63,,
2:28.0,,,47-65,2,J. Sullinger makes 2-pt shot at rim
2:10.0,,,47-65,,Personal foul by A. Johnson (drawn by K. Humphries)
2:10.0,,,47-65,,K. Olynyk enters the game for A. Johnson
1:59.0,M. Gortat misses 2-pt shot from 11 ft,,47-65,,
1:57.0,,,47-65,,Defensive rebound by K. Olynyk
1:51.0,,,47-65,,I. Thomas misses 2-pt shot at rim (block by K. Humphries)
1:49.0,,,47-65,,Offensive rebound by J. Crowder
1:45.0,,,47-65,,J. Crowder misses 3-pt shot from 25 ft
1:44.0,Defensive rebound by M. Gortat,,47-65,,
1:38.0,J. Wall makes 2-pt shot from 1 ft,2,49-65,,
1:29.0,Personal foul by M. Gortat (drawn by K. Olynyk),,49-65,,
1:29.0,D. Blair enters the game for M. Gortat,,49-65,,
1:29.0,R. Sessions enters the game for J. Wall,,49-65,,
1:24.0,,,49-65,,Turnover by A. Bradley (bad pass; steal by D. Blair)
1:21.0,Turnover by D. Blair (bad pass; steal by J. Crowder),,49-65,,
1:17.0,,,49-67,2,J. Crowder makes 2-pt shot from 1 ft
1:12.0,Offensive foul by D. Blair,,49-67,,
1:12.0,Turnover by D. Blair (offensive foul),,49-67,,
1:02.0,Personal foul by R. Sessions (drawn by I. Thomas),,49-67,,
1:02.0,,,49-68,1,I. Thomas makes free throw 1 of 2
1:02.0,,,49-69,1,I. Thomas makes free throw 2 of 2
0:51.0,B. Beal misses 2-pt shot from 17 ft,,49-69,,
0:51.0,,,49-69,,Defensive rebound by K. Olynyk
0:33.0,,,49-72,3,K. Olynyk makes 3-pt shot from 25 ft (assist by J. Crowder)
0:20.0,O. Porter misses 3-pt shot from 24 ft,,49-72,,
0:19.0,,,49-72,,Defensive rebound by J. Sullinger
0:05.0,,,49-72,,Turnover by I. Thomas (discontinued dribble)
0:05.0,J. Wall enters the game for R. Sessions,,49-72,,
0:05.0,,,49-72,,E. Turner enters the game for I. Thomas
0:05.0,,,49-72,,J. Jerebko enters the game for J. Sullinger
0:02.0,J. Wall misses 2-pt shot at rim,,49-72,,
0:01.0,,,49-72,,Defensive rebound by J. Jerebko
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,49-72,,Turnover by A. Bradley (lost ball; steal by B. Beal)
11:37.0,O. Porter misses 3-pt shot from 23 ft,,49-72,,
11:37.0,Offensive rebound by K. Humphries,,49-72,,
11:24.0,O. Porter makes 2-pt shot from 18 ft (assist by J. Wall),2,51-72,,
11:10.0,,,51-72,,J. Sullinger misses 2-pt shot from 16 ft
11:08.0,Defensive rebound by B. Beal,,51-72,,
11:04.0,Shooting foul by J. Sullinger (drawn by M. Gortat),,51-72,,
11:04.0,M. Gortat makes free throw 1 of 2,1,52-72,,
11:04.0,M. Gortat makes free throw 2 of 2,1,53-72,,
10:49.0,,,53-75,3,A. Bradley makes 3-pt shot from 25 ft (assist by I. Thomas)
10:29.0,J. Wall misses 2-pt shot from 7 ft,,53-75,,
10:27.0,Offensive rebound by J. Wall,,53-75,,
10:26.0,J. Wall misses 2-pt shot from 4 ft,,53-75,,
10:24.0,,,53-75,,Defensive rebound by A. Johnson
10:17.0,,,53-75,,I. Thomas misses 2-pt shot from 1 ft
10:16.0,Defensive rebound by K. Humphries,,53-75,,
10:11.0,Turnover by J. Wall (bad pass; steal by J. Crowder),,53-75,,
10:04.0,,,53-75,,A. Bradley misses 2-pt shot from 1 ft
10:04.0,,,53-75,,Offensive rebound by A. Johnson
10:04.0,,,53-75,,A. Johnson misses 2-pt shot from 1 ft
10:04.0,,,53-75,,Offensive rebound by Team
10:04.0,Loose ball foul by O. Porter (drawn by A. Bradley),,53-75,,
9:59.0,,,53-75,,Turnover by J. Crowder (bad pass; steal by J. Wall)
9:52.0,J. Wall makes 2-pt shot at rim,2,55-75,,
9:47.0,,,55-75,,J. Crowder misses 2-pt shot from 1 ft (block by M. Gortat)
9:45.0,Defensive rebound by K. Humphries,,55-75,,
9:40.0,K. Humphries makes 3-pt shot from 25 ft,3,58-75,,
9:26.0,,,58-75,,Offensive foul by J. Sullinger
9:26.0,,,58-75,,Turnover by J. Sullinger (offensive foul)
9:26.0,,,58-75,,E. Turner enters the game for J. Crowder
9:12.0,O. Porter makes 2-pt shot from 2 ft (assist by M. Gortat),2,60-75,,
9:12.0,Shooting foul by E. Turner (drawn by O. Porter),,60-75,,
9:12.0,O. Porter makes free throw 1 of 1,1,61-75,,
8:58.0,,,61-75,,I. Thomas misses 2-pt shot from 10 ft
8:56.0,,,61-75,,Offensive rebound by J. Sullinger
8:49.0,,,61-78,3,A. Bradley makes 3-pt shot from 23 ft (assist by I. Thomas)
8:36.0,B. Beal misses 2-pt shot from 15 ft,,61-78,,
8:36.0,,,61-78,,Defensive rebound by J. Sullinger
8:24.0,,,61-78,,J. Sullinger misses 2-pt shot from 6 ft
8:23.0,,,61-78,,Offensive rebound by Team
8:19.0,,,61-78,,I. Thomas misses 2-pt shot from 16 ft
8:18.0,Defensive rebound by O. Porter,,61-78,,
8:09.0,M. Gortat misses 2-pt shot from 2 ft,,61-78,,
8:07.0,,,61-78,,Defensive rebound by A. Johnson
7:50.0,,,61-81,3,J. Sullinger makes 3-pt shot from 26 ft (assist by A. Bradley)
7:44.0,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall),3,64-81,,
7:25.0,,,64-84,3,J. Sullinger makes 3-pt shot from 26 ft (assist by I. Thomas)
7:00.0,B. Beal misses 2-pt shot from 14 ft (block by J. Sullinger),,64-84,,
6:58.0,,,64-84,,Defensive rebound by J. Sullinger
6:55.0,,,64-86,2,I. Thomas makes 2-pt shot from 1 ft (assist by J. Sullinger)
6:55.0,Washington full timeout,,64-86,,
6:55.0,N. Hilario enters the game for M. Gortat,,64-86,,
6:55.0,,,64-86,,K. Olynyk enters the game for J. Sullinger
6:44.0,,,64-86,,Personal foul by A. Johnson (drawn by N. Hilario)
6:37.0,O. Porter makes 2-pt shot from 17 ft,2,66-86,,
6:22.0,,,66-86,,Turnover by A. Johnson (bad pass)
6:11.0,K. Humphries makes 3-pt shot from 25 ft (assist by J. Wall),3,69-86,,
5:56.0,,,69-86,,I. Thomas misses 2-pt shot from 4 ft (block by J. Wall)
5:54.0,Defensive rebound by J. Wall,,69-86,,
5:49.0,J. Wall misses 3-pt shot from 25 ft,,69-86,,
5:48.0,Offensive rebound by J. Wall,,69-86,,
5:44.0,J. Wall misses 2-pt shot from 12 ft,,69-86,,
5:44.0,,,69-86,,Defensive rebound by K. Olynyk
5:28.0,,,69-86,,E. Turner misses 2-pt shot from 15 ft
5:27.0,Defensive rebound by B. Beal,,69-86,,
5:19.0,K. Humphries misses 2-pt shot from 9 ft,,69-86,,
5:17.0,Offensive rebound by N. Hilario,,69-86,,
5:10.0,Turnover by J. Wall (bad pass; steal by K. Olynyk),,69-86,,
5:06.0,,,69-86,,I. Thomas misses 2-pt shot at rim (block by B. Beal)
5:05.0,Defensive rebound by Team,,69-86,,
4:48.0,B. Beal makes 2-pt shot from 1 ft,2,71-86,,
4:27.0,,,71-89,3,K. Olynyk makes 3-pt shot from 26 ft (assist by I. Thomas)
4:06.0,N. Hilario misses 2-pt shot from 18 ft,,71-89,,
4:06.0,,,71-89,,Defensive rebound by K. Olynyk
3:52.0,,,71-92,3,K. Olynyk makes 3-pt shot from 25 ft (assist by I. Thomas)
3:43.0,Turnover by B. Beal (bad pass; steal by K. Olynyk),,71-92,,
3:42.0,Personal foul by K. Humphries (drawn by I. Thomas),,71-92,,
3:42.0,,,71-92,,Technical foul by I. Thomas
3:42.0,B. Beal makes technical free throw,1,72-92,,
3:42.0,R. Sessions enters the game for J. Wall,,72-92,,
3:42.0,G. Neal enters the game for B. Beal,,72-92,,
3:42.0,,,72-92,,J. Jerebko enters the game for A. Johnson
3:28.0,Personal foul by K. Humphries (drawn by J. Jerebko),,72-92,,
3:28.0,J. Dudley enters the game for K. Humphries,,72-92,,
3:22.0,,,72-92,,Turnover by K. Olynyk (bad pass)
3:06.0,G. Neal misses 2-pt shot from 1 ft (block by K. Olynyk),,72-92,,
3:05.0,Offensive rebound by Team,,72-92,,
2:59.0,G. Neal makes 2-pt shot from 5 ft,2,74-92,,
2:43.0,,,74-92,,E. Turner misses 3-pt shot from 23 ft
2:42.0,Defensive rebound by J. Dudley,,74-92,,
2:32.0,Turnover by J. Dudley (lost ball; steal by A. Bradley),,74-92,,
2:19.0,,,74-92,,K. Olynyk misses 3-pt shot from 23 ft
2:19.0,,,74-92,,Offensive rebound by J. Jerebko
2:05.0,,,74-92,,I. Thomas misses 3-pt shot from 26 ft
2:03.0,Defensive rebound by R. Sessions,,74-92,,
1:52.0,R. Sessions misses 2-pt shot from 7 ft,,74-92,,
1:51.0,,,74-92,,Defensive rebound by E. Turner
1:47.0,Personal foul by O. Porter (drawn by E. Turner),,74-92,,
1:47.0,,,74-92,,Boston full timeout
1:47.0,,,74-92,,J. Crowder enters the game for I. Thomas
1:35.0,,,74-94,2,K. Olynyk makes 2-pt shot from 1 ft (assist by A. Bradley)
1:23.0,Offensive foul by G. Neal,,74-94,,
1:23.0,Turnover by G. Neal (offensive foul),,74-94,,
1:11.0,,,74-94,,K. Olynyk misses 3-pt shot from 25 ft
1:09.0,,,74-94,,Offensive rebound by J. Jerebko
1:09.0,Personal foul by O. Porter (drawn by J. Jerebko),,74-94,,
1:09.0,,,74-95,1,J. Jerebko makes free throw 1 of 2
1:09.0,K. Oubre enters the game for O. Porter,,74-95,,
1:09.0,,,74-96,1,J. Jerebko makes free throw 2 of 2
0:55.0,N. Hilario misses 2-pt shot from 6 ft,,74-96,,
0:54.0,,,74-96,,Defensive rebound by E. Turner
0:45.0,,,74-96,,Shooting foul by K. Oubre (drawn by J. Jerebko)
0:45.0,,,74-97,1,J. Jerebko makes free throw 1 of 2
0:45.0,,,74-98,1,J. Jerebko makes free throw 2 of 2
0:26.0,Turnover by G. Neal (lost ball; steal by A. Bradley),,74-98,,
0:22.0,,,74-100,2,E. Turner makes 2-pt shot from 5 ft
0:02.0,K. Oubre misses 3-pt shot from 23 ft,,74-100,,
0:00.0,,,74-100,,Defensive rebound by E. Turner
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,Offensive charge foul by K. Oubre,,74-100,,
11:48.0,Turnover by K. Oubre (offensive foul),,74-100,,
11:35.0,,,74-100,,J. Crowder misses 3-pt shot from 25 ft
11:33.0,Defensive rebound by Team,,74-100,,
11:27.0,B. Beal makes 3-pt shot from 24 ft (assist by J. Wall),3,77-100,,
11:03.0,,,77-100,,K. Olynyk misses 2-pt shot from 1 ft
11:02.0,Defensive rebound by Team,,77-100,,
10:49.0,,,77-100,,T. Rozier enters the game for J. Jerebko
10:47.0,Turnover by J. Wall (bad pass; steal by E. Turner),,77-100,,
10:41.0,,,77-100,,E. Turner misses 2-pt shot at rim (block by M. Gortat)
10:39.0,Defensive rebound by B. Beal,,77-100,,
10:31.0,K. Oubre misses 2-pt shot from 7 ft,,77-100,,
10:29.0,,,77-100,,Defensive rebound by J. Crowder
10:26.0,,,77-100,,J. Crowder misses 2-pt shot from 1 ft (block by J. Wall)
10:25.0,,,77-100,,Offensive rebound by Team
10:20.0,,,77-100,,E. Turner misses 2-pt shot from 15 ft
10:19.0,Defensive rebound by J. Dudley,,77-100,,
10:11.0,J. Dudley makes 3-pt shot from 25 ft (assist by K. Oubre),3,80-100,,
9:54.0,,,80-100,,Turnover by E. Turner (bad pass; steal by J. Wall)
9:49.0,Turnover by J. Wall (bad pass; steal by E. Turner),,80-100,,
9:44.0,,,80-100,,K. Olynyk misses 2-pt shot from 1 ft
9:41.0,Defensive rebound by M. Gortat,,80-100,,
9:40.0,Turnover by M. Gortat (bad pass; steal by J. Crowder),,80-100,,
9:37.0,,,80-100,,Shooting foul by J. Wall (drawn by K. Olynyk)
9:37.0,,,80-101,1,K. Olynyk makes free throw 1 of 2
9:37.0,,,80-102,1,K. Olynyk makes free throw 2 of 2
9:28.0,Turnover by J. Wall (bad pass; steal by K. Olynyk),,80-102,,
9:27.0,Personal foul by J. Wall (drawn by K. Olynyk),,80-102,,
9:15.0,,,80-102,,D. Lee misses 2-pt shot from 1 ft (block by M. Gortat)
9:14.0,Defensive rebound by J. Dudley,,80-102,,
9:02.0,J. Wall misses 2-pt shot from 20 ft,,80-102,,
9:01.0,,,80-102,,Defensive rebound by J. Crowder
8:43.0,,,80-102,,J. Crowder misses 2-pt shot from 18 ft
8:42.0,Defensive rebound by K. Oubre,,80-102,,
8:33.0,,,80-102,,Personal foul by D. Lee (drawn by M. Gortat)
8:33.0,Official timeout,,80-102,,
8:33.0,G. Neal enters the game for K. Oubre,,80-102,,
8:21.0,B. Beal misses 2-pt shot from 1 ft,,80-102,,
8:20.0,,,80-102,,Defensive rebound by J. Crowder
7:59.0,,,80-102,,Shooting foul by G. Neal (drawn by J. Crowder)
7:59.0,,,80-103,1,J. Crowder makes free throw 1 of 3
7:59.0,,,80-104,1,J. Crowder makes free throw 2 of 3
7:59.0,,,80-105,1,J. Crowder makes free throw 3 of 3
7:49.0,,,80-105,,Def 3 sec tech foul by K. Olynyk
7:49.0,B. Beal makes technical free throw,1,81-105,,
7:49.0,R. Sessions enters the game for J. Wall,,81-105,,
7:39.0,J. Dudley misses 2-pt shot from 21 ft,,81-105,,
7:36.0,Offensive rebound by R. Sessions,,81-105,,
7:33.0,B. Beal misses 3-pt shot from 25 ft,,81-105,,
7:32.0,,,81-105,,Defensive rebound by K. Olynyk
