time,Washington,pts.away,score,pts.home,Chicago
7:04.0,,,14-14,,T. Gibson misses 2-pt shot from 4 ft (block by M. Gortat)
7:02.0,Defensive rebound by J. Dudley,,14-14,,
6:57.0,G. Temple misses 3-pt shot from 24 ft,,14-14,,
6:57.0,Offensive rebound by Team,,14-14,,
6:57.0,,,14-14,,Loose ball foul by E. Moore
6:47.0,J. Wall makes 2-pt shot from 16 ft,2,16-14,,
6:33.0,,,16-14,,M. Dunleavy misses 3-pt shot from 24 ft
6:32.0,Defensive rebound by M. Gortat,,16-14,,
6:23.0,J. Dudley misses 3-pt shot from 25 ft,,16-14,,
6:21.0,,,16-14,,Defensive rebound by M. Dunleavy
6:03.0,,,16-14,,T. Snell misses 2-pt shot from 5 ft
6:02.0,Defensive rebound by J. Dudley,,16-14,,
5:58.0,G. Temple misses 2-pt shot from 3 ft (block by M. Dunleavy),,16-14,,
5:56.0,Offensive rebound by O. Porter,,16-14,,
5:56.0,O. Porter misses 2-pt shot at rim,,16-14,,
5:49.0,,,16-14,,Defensive rebound by P. Gasol
5:47.0,,,16-14,,Turnover by E. Moore (lost ball; steal by G. Temple)
5:47.0,,,16-14,,Personal foul by M. Dunleavy
5:47.0,,,16-14,,Chicago full timeout
5:47.0,,,16-14,,D. McDermott enters the game for M. Dunleavy
5:47.0,,,16-14,,A. Brooks enters the game for E. Moore
5:47.0,B. Beal enters the game for G. Temple,,16-14,,
5:35.0,Turnover by J. Dudley (lost ball; steal by T. Gibson),,16-14,,
5:33.0,,,16-14,,Shooting foul by J. Wall (drawn by P. Gasol)
5:33.0,,,16-15,1,P. Gasol makes free throw 1 of 2
5:33.0,R. Sessions enters the game for J. Wall,,16-15,,
5:33.0,,,16-16,1,P. Gasol makes free throw 2 of 2
5:12.0,O. Porter misses 2-pt shot from 21 ft,,16-16,,
5:10.0,,,16-16,,Defensive rebound by T. Gibson
5:02.0,,,16-19,3,T. Snell makes 3-pt shot from 24 ft (assist by P. Gasol)
4:52.0,Turnover by B. Beal (lost ball),,16-19,,
4:32.0,,,16-19,,T. Gibson misses 2-pt shot from 7 ft
4:31.0,Defensive rebound by M. Gortat,,16-19,,
4:23.0,R. Sessions makes 2-pt shot from 14 ft,2,18-19,,
4:10.0,,,18-21,2,T. Gibson makes 2-pt shot from 1 ft (assist by P. Gasol)
3:56.0,R. Sessions misses 3-pt shot from 24 ft,,18-21,,
3:55.0,Offensive rebound by M. Gortat,,18-21,,
3:42.0,B. Beal misses 2-pt shot from 20 ft,,18-21,,
3:41.0,,,18-21,,Defensive rebound by T. Gibson
3:38.0,,,18-23,2,P. Gasol makes 2-pt shot from 3 ft (assist by A. Brooks)
3:32.0,Shooting foul by T. Snell (drawn by B. Beal),,18-23,,
3:32.0,B. Beal makes free throw 1 of 2,1,19-23,,
3:32.0,,,19-23,,B. Portis enters the game for T. Gibson
3:32.0,M. Morris enters the game for M. Gortat,,19-23,,
3:32.0,N. Hilario enters the game for J. Dudley,,19-23,,
3:32.0,,,19-23,,J. Holiday enters the game for T. Snell
3:32.0,B. Beal makes free throw 2 of 2,1,20-23,,
3:18.0,,,20-26,3,J. Holiday makes 3-pt shot from 24 ft (assist by P. Gasol)
3:02.0,N. Hilario makes 2-pt shot from 18 ft (assist by R. Sessions),2,22-26,,
2:55.0,,,22-26,,A. Brooks misses 2-pt shot from 1 ft
2:53.0,Defensive rebound by M. Morris,,22-26,,
2:49.0,B. Beal misses 3-pt shot from 25 ft,,22-26,,
2:48.0,,,22-26,,Defensive rebound by P. Gasol
2:44.0,,,22-26,,Turnover by B. Portis (step out of bounds)
2:44.0,Washington full timeout,,22-26,,
2:27.0,N. Hilario misses 2-pt shot from 5 ft,,22-26,,
2:27.0,,,22-26,,Defensive rebound by Team
2:27.0,A. Anderson enters the game for O. Porter,,22-26,,
2:14.0,,,22-26,,J. Holiday misses 3-pt shot from 23 ft
2:12.0,Defensive rebound by M. Morris,,22-26,,
2:03.0,R. Sessions misses 2-pt shot from 4 ft,,22-26,,
2:02.0,,,22-26,,Defensive rebound by J. Holiday
1:50.0,,,22-26,,Turnover by J. Holiday (lost ball; steal by B. Beal)
1:40.0,M. Morris misses 2-pt shot from 21 ft,,22-26,,
1:39.0,Offensive rebound by N. Hilario,,22-26,,
1:37.0,Shooting foul by J. Holiday (drawn by R. Sessions),,22-26,,
1:37.0,R. Sessions makes free throw 1 of 2,1,23-26,,
1:37.0,R. Sessions makes free throw 2 of 2,1,24-26,,
1:20.0,,,24-28,2,A. Brooks makes 2-pt shot from 1 ft (assist by P. Gasol)
1:13.0,Shooting foul by P. Gasol (drawn by N. Hilario),,24-28,,
1:13.0,N. Hilario makes free throw 1 of 2,1,25-28,,
1:13.0,,,25-28,,C. Felicio enters the game for P. Gasol
1:13.0,N. Hilario makes free throw 2 of 2,1,26-28,,
1:01.0,,,26-28,,D. McDermott misses 3-pt shot from 22 ft
0:59.0,Defensive rebound by R. Sessions,,26-28,,
0:57.0,B. Beal makes 2-pt shot from 1 ft (assist by R. Sessions),2,28-28,,
0:48.0,,,28-28,,A. Brooks misses 2-pt shot from 16 ft
0:46.0,Defensive rebound by A. Anderson,,28-28,,
0:30.0,M. Morris misses 2-pt shot from 15 ft,,28-28,,
0:30.0,,,28-28,,Defensive rebound by D. McDermott
0:30.0,Personal foul by A. Anderson,,28-28,,
0:06.0,,,28-28,,A. Brooks misses 3-pt shot from 25 ft
0:06.0,,,28-28,,Offensive rebound by Team
0:06.0,,,28-28,,Turnover by Team (shot clock)
0:06.0,J. Wall enters the game for A. Anderson,,28-28,,
0:02.0,R. Sessions makes 3-pt shot from 24 ft (assist by J. Wall),3,31-28,,
0:00.0,,,31-28,,A. Brooks misses 3-pt shot from 61 ft
0:00.0,,,31-28,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,31-28,,D. McDermott misses 2-pt shot from 2 ft
11:45.0,Defensive rebound by M. Morris,,31-28,,
11:45.0,R. Sessions makes 2-pt shot from 2 ft (assist by M. Morris),2,33-28,,
11:45.0,Shooting foul by A. Brooks (drawn by R. Sessions),,33-28,,
11:45.0,R. Sessions makes free throw 1 of 1,1,34-28,,
11:35.0,,,34-30,2,A. Brooks makes 2-pt shot from 6 ft
11:10.0,Turnover by A. Anderson (lost ball; steal by C. Felicio),,34-30,,
11:01.0,,,34-30,,Shooting foul by A. Anderson (drawn by B. Portis)
11:01.0,,,34-30,,B. Portis misses free throw 1 of 2
11:01.0,,,34-30,,Offensive rebound by Team
11:01.0,,,34-31,1,B. Portis makes free throw 2 of 2
10:39.0,B. Beal misses 3-pt shot from 23 ft,,34-31,,
10:37.0,,,34-31,,Defensive rebound by B. Portis
10:30.0,,,34-31,,B. Portis misses 2-pt shot from 3 ft (block by N. Hilario)
10:30.0,,,34-31,,Offensive rebound by Team
10:15.0,,,34-31,,B. Portis misses 2-pt shot from 18 ft
10:14.0,Defensive rebound by N. Hilario,,34-31,,
10:01.0,M. Morris misses 2-pt shot from 16 ft,,34-31,,
9:58.0,,,34-31,,Defensive rebound by C. Felicio
9:54.0,,,34-31,,E. Moore enters the game for A. Brooks
9:54.0,Loose ball foul by N. Hilario,,34-31,,
9:47.0,,,34-33,2,B. Portis makes 2-pt shot from 1 ft (assist by D. McDermott)
9:39.0,B. Beal misses 3-pt shot from 25 ft,,34-33,,
9:38.0,,,34-33,,Defensive rebound by D. McDermott
9:24.0,,,34-35,2,C. Felicio makes 2-pt shot at rim (assist by J. Holiday)
9:00.0,A. Anderson makes 2-pt shot from 3 ft,2,36-35,,
9:00.0,Shooting foul by D. McDermott (drawn by A. Anderson),,36-35,,
9:00.0,J. Wall enters the game for R. Sessions,,36-35,,
9:00.0,A. Anderson makes free throw 1 of 1,1,37-35,,
8:46.0,,,37-37,2,E. Moore makes 2-pt shot from 7 ft
8:38.0,Shooting foul by B. Portis (drawn by M. Morris),,37-37,,
8:38.0,Washington full timeout,,37-37,,
8:38.0,,,37-37,,M. Dunleavy enters the game for J. Holiday
8:38.0,M. Morris makes free throw 1 of 2,1,38-37,,
8:38.0,M. Morris makes free throw 2 of 2,1,39-37,,
8:25.0,,,39-37,,E. Moore misses 2-pt shot from 21 ft
8:24.0,Defensive rebound by J. Wall,,39-37,,
8:23.0,,,39-37,,Personal foul by D. McDermott
8:08.0,M. Morris makes 2-pt shot from 11 ft (assist by J. Wall),2,41-37,,
7:47.0,,,41-37,,Turnover by B. Portis (lost ball; steal by J. Wall)
7:36.0,J. Wall misses 2-pt shot from 19 ft,,41-37,,
7:36.0,Offensive rebound by Team,,41-37,,
7:36.0,,,41-37,,Loose ball foul by M. Dunleavy
7:36.0,M. Morris makes free throw 1 of 2,1,42-37,,
7:36.0,,,42-37,,T. Snell enters the game for D. McDermott
7:36.0,G. Temple enters the game for A. Anderson,,42-37,,
7:36.0,M. Morris misses free throw 2 of 2,,42-37,,
7:34.0,,,42-37,,Defensive rebound by C. Felicio
7:17.0,,,42-37,,E. Moore misses 2-pt shot from 21 ft
7:16.0,Defensive rebound by B. Beal,,42-37,,
7:05.0,M. Morris misses 2-pt shot from 17 ft,,42-37,,
7:04.0,,,42-37,,Defensive rebound by T. Snell
6:51.0,,,42-37,,B. Portis misses 2-pt shot from 4 ft
6:50.0,Defensive rebound by M. Morris,,42-37,,
6:43.0,B. Beal misses 3-pt shot from 24 ft,,42-37,,
6:42.0,Offensive rebound by G. Temple,,42-37,,
6:34.0,,,42-37,,Def 3 sec tech foul by C. Felicio
6:34.0,J. Wall makes technical free throw,1,43-37,,
6:34.0,J. Dudley enters the game for B. Beal,,43-37,,
6:34.0,O. Porter enters the game for M. Morris,,43-37,,
6:34.0,,,43-37,,T. Gibson enters the game for B. Portis
6:34.0,,,43-37,,P. Gasol enters the game for C. Felicio
6:28.0,G. Temple misses 3-pt shot from 24 ft,,43-37,,
6:27.0,,,43-37,,Defensive rebound by P. Gasol
6:18.0,,,43-37,,T. Gibson misses 2-pt shot from 5 ft
6:17.0,,,43-37,,Offensive rebound by T. Gibson
6:16.0,,,43-39,2,T. Gibson makes 2-pt shot from 2 ft
6:16.0,,,43-39,,Shooting foul by G. Temple (drawn by T. Gibson)
6:16.0,M. Gortat enters the game for N. Hilario,,43-39,,
6:16.0,,,43-40,1,T. Gibson makes free throw 1 of 1
6:03.0,J. Dudley misses 3-pt shot from 24 ft,,43-40,,
6:01.0,,,43-40,,Defensive rebound by E. Moore
5:54.0,,,43-40,,Chicago full timeout
5:47.0,,,43-40,,Shooting foul by J. Dudley (drawn by T. Gibson)
5:47.0,,,43-41,1,T. Gibson makes free throw 1 of 2
5:47.0,,,43-42,1,T. Gibson makes free throw 2 of 2
5:33.0,J. Wall makes 2-pt shot from 2 ft,2,45-42,,
5:10.0,,,45-44,2,P. Gasol makes 2-pt shot from 11 ft
4:48.0,G. Temple makes 2-pt shot from 11 ft,2,47-44,,
4:27.0,,,47-44,,P. Gasol misses 2-pt shot from 21 ft
4:25.0,Defensive rebound by J. Dudley,,47-44,,
4:16.0,J. Wall misses 2-pt shot from 19 ft,,47-44,,
4:16.0,,,47-44,,Defensive rebound by M. Dunleavy
4:00.0,,,47-44,,M. Dunleavy misses 2-pt shot from 2 ft
3:59.0,Defensive rebound by J. Dudley,,47-44,,
3:51.0,M. Gortat misses 2-pt shot from 2 ft,,47-44,,
3:50.0,Offensive rebound by M. Gortat,,47-44,,
3:50.0,M. Gortat makes 2-pt shot from 2 ft,2,49-44,,
3:36.0,,,49-46,2,T. Gibson makes 2-pt shot at rim (assist by T. Snell)
3:36.0,,,49-46,,Shooting foul by M. Gortat (drawn by T. Gibson)
3:36.0,B. Beal enters the game for O. Porter,,49-46,,
3:36.0,,,49-47,1,T. Gibson makes free throw 1 of 1
3:26.0,,,49-47,,Personal foul by E. Moore
3:26.0,J. Wall makes free throw 1 of 2,1,50-47,,
3:26.0,,,50-47,,A. Brooks enters the game for E. Moore
3:26.0,J. Wall misses free throw 2 of 2,,50-47,,
3:24.0,,,50-47,,Defensive rebound by P. Gasol
3:05.0,,,50-47,,Offensive charge foul by P. Gasol
3:05.0,,,50-47,,Turnover by P. Gasol (offensive foul)
2:45.0,J. Wall misses 3-pt shot from 24 ft,,50-47,,
2:44.0,Offensive rebound by M. Gortat,,50-47,,
2:44.0,M. Gortat makes 2-pt shot from 1 ft,2,52-47,,
2:27.0,,,52-49,2,T. Gibson makes 2-pt shot from 2 ft (assist by P. Gasol)
2:27.0,,,52-49,,Shooting foul by J. Dudley (drawn by T. Gibson)
2:27.0,Washington full timeout,,52-49,,
2:27.0,M. Morris enters the game for J. Dudley,,52-49,,
2:27.0,,,52-50,1,T. Gibson makes free throw 1 of 1
2:09.0,B. Beal makes 2-pt shot from 2 ft,2,54-50,,
1:49.0,,,54-52,2,P. Gasol makes 2-pt shot from 1 ft (assist by T. Gibson)
1:33.0,M. Morris misses 2-pt shot from 18 ft,,54-52,,
1:33.0,Offensive rebound by Team,,54-52,,
1:33.0,,,54-52,,Loose ball foul by M. Dunleavy
1:33.0,G. Temple misses free throw 1 of 2,,54-52,,
1:33.0,Offensive rebound by Team,,54-52,,
1:33.0,,,54-52,,D. McDermott enters the game for P. Gasol
1:33.0,,,54-52,,B. Portis enters the game for M. Dunleavy
1:33.0,G. Temple makes free throw 2 of 2,1,55-52,,
1:22.0,,,55-52,,Shooting foul by G. Temple (drawn by A. Brooks)
1:22.0,,,55-52,,A. Brooks misses free throw 1 of 2
1:22.0,,,55-52,,Offensive rebound by Team
1:22.0,,,55-53,1,A. Brooks makes free throw 2 of 2
1:00.0,J. Wall misses 2-pt shot from 16 ft,,55-53,,
0:59.0,,,55-53,,Defensive rebound by B. Portis
0:51.0,,,55-55,2,A. Brooks makes 2-pt shot from 20 ft
0:46.0,Turnover by J. Wall (lost ball; steal by T. Gibson),,55-55,,
0:34.0,,,55-55,,T. Snell misses 3-pt shot from 24 ft
0:33.0,Defensive rebound by M. Morris,,55-55,,
0:21.0,B. Beal misses 2-pt shot from 15 ft,,55-55,,
0:19.0,,,55-55,,Defensive rebound by B. Portis
0:01.0,,,55-57,2,A. Brooks makes 2-pt shot from 3 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,55-59,2,M. Dunleavy makes 2-pt shot from 1 ft (assist by P. Gasol)
11:21.0,J. Dudley misses 2-pt shot from 19 ft,,55-59,,
11:20.0,,,55-59,,Defensive rebound by P. Gasol
10:59.0,,,55-61,2,T. Snell makes 2-pt shot from 1 ft (assist by T. Gibson)
10:44.0,M. Gortat makes 2-pt shot at rim (assist by J. Dudley),2,57-61,,
10:29.0,,,57-63,2,E. Moore makes 2-pt shot from 1 ft
10:28.0,Washington full timeout,,57-63,,
10:03.0,J. Dudley makes 3-pt shot from 25 ft (assist by J. Wall),3,60-63,,
9:46.0,,,60-63,,Turnover by P. Gasol (lost ball; steal by J. Dudley)
9:42.0,G. Temple misses 2-pt shot at rim,,60-63,,
9:41.0,,,60-63,,Defensive rebound by T. Snell
9:35.0,Personal foul by J. Dudley,,60-63,,
9:35.0,M. Morris enters the game for J. Dudley,,60-63,,
9:21.0,,,60-63,,Turnover by T. Snell (lost ball; steal by J. Wall)
9:15.0,J. Wall makes 2-pt shot at rim,2,62-63,,
8:57.0,,,62-66,3,T. Snell makes 3-pt shot from 24 ft (assist by T. Gibson)
8:40.0,M. Gortat misses 2-pt shot from 11 ft,,62-66,,
8:39.0,,,62-66,,Defensive rebound by P. Gasol
8:26.0,,,62-68,2,M. Dunleavy makes 2-pt shot from 1 ft
8:14.0,Turnover by G. Temple (bad pass),,62-68,,
7:58.0,,,62-71,3,E. Moore makes 3-pt shot from 24 ft (assist by T. Gibson)
7:43.0,J. Wall misses 2-pt shot from 20 ft,,62-71,,
7:42.0,,,62-71,,Defensive rebound by P. Gasol
7:36.0,,,62-74,3,M. Dunleavy makes 3-pt shot from 23 ft (assist by E. Moore)
7:34.0,Washington full timeout,,62-74,,
7:34.0,B. Beal enters the game for O. Porter,,62-74,,
7:16.0,B. Beal misses 2-pt shot from 17 ft,,62-74,,
7:16.0,,,62-74,,Defensive rebound by Team
7:03.0,Personal foul by G. Temple,,62-74,,
6:58.0,,,62-76,2,E. Moore makes 2-pt shot from 2 ft (assist by P. Gasol)
6:40.0,G. Temple makes 3-pt shot from 22 ft (assist by B. Beal),3,65-76,,
6:24.0,,,65-76,,Turnover by T. Gibson (3 sec)
6:12.0,G. Temple misses 3-pt shot from 23 ft,,65-76,,
6:10.0,,,65-76,,Defensive rebound by T. Gibson
6:03.0,,,65-76,,E. Moore misses 2-pt shot from 23 ft
6:02.0,,,65-76,,Offensive rebound by T. Gibson
5:58.0,Personal foul by J. Wall,,65-76,,
5:49.0,,,65-76,,T. Snell misses 2-pt shot from 16 ft
5:49.0,Defensive rebound by Team,,65-76,,
5:49.0,,,65-76,,Loose ball foul by T. Gibson
5:49.0,,,65-76,,D. McDermott enters the game for M. Dunleavy
5:49.0,,,65-76,,B. Portis enters the game for T. Gibson
5:42.0,M. Gortat makes 2-pt shot from 3 ft (assist by J. Wall),2,67-76,,
5:22.0,,,67-76,,E. Moore misses 2-pt shot from 5 ft
5:22.0,,,67-76,,Offensive rebound by Team
5:13.0,,,67-76,,Shooting foul by M. Gortat (drawn by P. Gasol)
5:13.0,,,67-77,1,P. Gasol makes free throw 1 of 2
5:13.0,,,67-78,1,P. Gasol makes free throw 2 of 2
5:01.0,Turnover by B. Beal (lost ball; steal by E. Moore),,67-78,,
4:47.0,,,67-78,,T. Snell misses 2-pt shot from 3 ft
4:46.0,Defensive rebound by B. Beal,,67-78,,
4:31.0,M. Morris misses 2-pt shot from 17 ft,,67-78,,
4:30.0,,,67-78,,Defensive rebound by B. Portis
4:18.0,,,67-78,,D. McDermott misses 3-pt shot from 25 ft
4:17.0,,,67-78,,Offensive rebound by P. Gasol
4:14.0,,,67-78,,B. Portis misses 2-pt shot from 20 ft
4:13.0,Defensive rebound by J. Wall,,67-78,,
4:09.0,Shooting foul by T. Snell (drawn by J. Wall),,67-78,,
4:09.0,J. Wall makes free throw 1 of 2,1,68-78,,
4:09.0,A. Anderson enters the game for G. Temple,,68-78,,
4:09.0,N. Hilario enters the game for M. Gortat,,68-78,,
4:09.0,,,68-78,,A. Brooks enters the game for E. Moore
4:09.0,J. Wall misses free throw 2 of 2,,68-78,,
4:07.0,,,68-78,,Defensive rebound by P. Gasol
3:51.0,,,68-78,,A. Brooks misses 2-pt shot from 14 ft (block by N. Hilario)
3:50.0,Defensive rebound by M. Morris,,68-78,,
3:47.0,J. Wall misses 2-pt shot at rim,,68-78,,
3:46.0,,,68-78,,Defensive rebound by D. McDermott
3:40.0,,,68-81,3,T. Snell makes 3-pt shot from 25 ft (assist by D. McDermott)
3:19.0,J. Wall misses 3-pt shot from 24 ft,,68-81,,
3:18.0,,,68-81,,Defensive rebound by T. Snell
3:06.0,,,68-83,2,D. McDermott makes 2-pt shot at rim (assist by A. Brooks)
2:47.0,A. Anderson makes 3-pt shot from 23 ft (assist by J. Wall),3,71-83,,
2:25.0,,,71-85,2,A. Brooks makes 2-pt shot from 2 ft
2:19.0,,,71-85,,Violation by B. Portis (def goaltending)
2:19.0,B. Beal makes 2-pt shot from 1 ft,2,73-85,,
2:19.0,,,73-85,,Chicago full timeout
2:19.0,,,73-85,,C. Felicio enters the game for P. Gasol
2:19.0,R. Sessions enters the game for J. Wall,,73-85,,
2:03.0,,,73-85,,D. McDermott misses 2-pt shot from 9 ft
2:02.0,Defensive rebound by N. Hilario,,73-85,,
1:50.0,Offensive foul by M. Morris,,73-85,,
1:50.0,Turnover by M. Morris (offensive foul),,73-85,,
1:36.0,,,73-87,2,D. McDermott makes 2-pt shot at rim
1:23.0,N. Hilario makes 2-pt shot from 17 ft,2,75-87,,
1:03.0,,,75-87,,Turnover by D. McDermott (lost ball; steal by M. Morris)
0:59.0,R. Sessions misses 2-pt shot from 2 ft,,75-87,,
0:55.0,,,75-87,,Defensive rebound by T. Snell
0:52.0,,,75-87,,A. Brooks misses 3-pt shot from 24 ft
0:51.0,Defensive rebound by M. Morris,,75-87,,
0:42.0,B. Beal makes 2-pt shot from 1 ft,2,77-87,,
0:29.0,,,77-87,,B. Portis misses 3-pt shot from 25 ft
0:27.0,Defensive rebound by N. Hilario,,77-87,,
0:09.0,B. Beal makes 2-pt shot from 1 ft,2,79-87,,
0:02.0,,,79-87,,A. Brooks misses 2-pt shot from 9 ft
0:01.0,,,79-87,,Offensive rebound by B. Portis
0:00.0,,,79-89,2,B. Portis makes 2-pt shot from 1 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,B. Beal misses 2-pt shot from 11 ft,,79-89,,
11:41.0,Offensive rebound by M. Morris,,79-89,,
11:36.0,R. Sessions misses 2-pt shot from 2 ft (block by C. Felicio),,79-89,,
11:35.0,,,79-89,,Defensive rebound by C. Felicio
11:20.0,,,79-89,,Turnover by A. Brooks (lost ball; steal by N. Hilario)
11:16.0,R. Sessions makes 2-pt shot from 1 ft (assist by N. Hilario),2,81-89,,
11:16.0,Shooting foul by A. Brooks (drawn by R. Sessions),,81-89,,
11:16.0,R. Sessions misses free throw 1 of 1,,81-89,,
11:14.0,,,81-89,,Defensive rebound by B. Portis
10:59.0,,,81-89,,Shooting foul by M. Morris (drawn by D. McDermott)
10:59.0,,,81-90,1,D. McDermott makes free throw 1 of 2
10:59.0,,,81-91,1,D. McDermott makes free throw 2 of 2
10:37.0,Shooting foul by C. Felicio (drawn by B. Beal),,81-91,,
10:37.0,B. Beal makes free throw 1 of 2,1,82-91,,
10:37.0,B. Beal makes free throw 2 of 2,1,83-91,,
10:23.0,,,83-91,,T. Snell misses 2-pt shot from 5 ft (block by M. Morris)
10:21.0,Defensive rebound by R. Sessions,,83-91,,
10:14.0,A. Anderson misses 3-pt shot from 22 ft,,83-91,,
10:13.0,,,83-91,,Defensive rebound by B. Portis
10:01.0,,,83-91,,B. Portis misses 2-pt shot from 12 ft
10:00.0,Defensive rebound by A. Anderson,,83-91,,
9:46.0,R. Sessions makes 2-pt shot from 4 ft (assist by A. Anderson),2,85-91,,
9:25.0,,,85-91,,A. Brooks misses 3-pt shot from 27 ft
9:24.0,,,85-91,,Offensive rebound by C. Felicio
9:24.0,Personal foul by R. Sessions,,85-91,,
9:24.0,J. Dudley enters the game for M. Morris,,85-91,,
9:06.0,,,85-91,,Turnover by B. Portis (lost ball; steal by N. Hilario)
8:54.0,N. Hilario misses 2-pt shot from 17 ft,,85-91,,
8:53.0,,,85-91,,Defensive rebound by D. McDermott
8:44.0,,,85-91,,Turnover by B. Portis (lost ball; steal by N. Hilario)
8:37.0,A. Anderson makes 3-pt shot from 25 ft (assist by R. Sessions),3,88-91,,
8:37.0,,,88-91,,Chicago full timeout
8:37.0,,,88-91,,T. Gibson enters the game for A. Brooks
8:37.0,,,88-91,,E. Moore enters the game for B. Portis
8:37.0,,,88-91,,M. Dunleavy enters the game for C. Felicio
8:23.0,,,88-93,2,E. Moore makes 2-pt shot from 8 ft
8:05.0,B. Beal makes 2-pt shot from 9 ft,2,90-93,,
7:46.0,,,90-93,,E. Moore misses 2-pt shot from 1 ft
7:45.0,,,90-93,,Offensive rebound by M. Dunleavy
7:45.0,,,90-95,2,M. Dunleavy makes 2-pt shot from 1 ft
7:29.0,B. Beal misses 2-pt shot from 14 ft,,90-95,,
7:28.0,,,90-95,,Defensive rebound by M. Dunleavy
7:06.0,,,90-97,2,D. McDermott makes 2-pt shot from 15 ft (assist by M. Dunleavy)
6:52.0,R. Sessions makes 2-pt shot from 1 ft (assist by N. Hilario),2,92-97,,
6:32.0,,,92-97,,T. Gibson misses 2-pt shot from 15 ft
6:31.0,Defensive rebound by A. Anderson,,92-97,,
6:26.0,,,92-97,,Personal foul by T. Snell
6:26.0,J. Wall enters the game for A. Anderson,,92-97,,
6:26.0,,,92-97,,P. Gasol enters the game for T. Snell
6:08.0,J. Dudley misses 3-pt shot from 22 ft,,92-97,,
6:07.0,Offensive rebound by N. Hilario,,92-97,,
6:02.0,N. Hilario misses 2-pt shot from 17 ft,,92-97,,
6:01.0,,,92-97,,Defensive rebound by T. Gibson
5:50.0,,,92-97,,E. Moore misses 3-pt shot from 25 ft
5:47.0,,,92-97,,Offensive rebound by T. Gibson
5:42.0,Personal foul by N. Hilario,,92-97,,
5:42.0,,,92-97,,Chicago full timeout
5:37.0,,,92-97,,Turnover by P. Gasol (lost ball; steal by J. Dudley)
5:37.0,,,92-97,,Personal foul by M. Dunleavy
5:20.0,J. Dudley misses 3-pt shot from 25 ft,,92-97,,
5:19.0,,,92-97,,Defensive rebound by E. Moore
5:04.0,,,92-99,2,D. McDermott makes 2-pt shot from 14 ft (assist by T. Gibson)
4:56.0,R. Sessions misses 2-pt shot from 6 ft,,92-99,,
4:55.0,,,92-99,,Defensive rebound by D. McDermott
4:46.0,,,92-101,2,D. McDermott makes 2-pt shot at rim (assist by T. Gibson)
4:46.0,Washington full timeout,,92-101,,
4:46.0,M. Gortat enters the game for N. Hilario,,92-101,,
