time,New York,pts.away,score,pts.home,Washington
7:44.0,R. Lopez misses 2-pt shot from 2 ft,,5-8,,
7:43.0,Offensive rebound by R. Lopez,,5-8,,
7:41.0,R. Lopez makes 2-pt shot from 1 ft,2,7-8,,
7:27.0,,,7-8,,B. Beal misses 3-pt shot from 26 ft
7:27.0,Defensive rebound by K. Porzingis,,7-8,,
7:10.0,J. Calderon misses 2-pt shot from 19 ft,,7-8,,
7:10.0,,,7-8,,Defensive rebound by M. Gortat
7:02.0,,,7-8,,Shooting foul by K. Porzingis (drawn by J. Wall)
7:02.0,,,7-9,1,J. Wall makes free throw 1 of 2
7:02.0,,,7-10,1,J. Wall makes free throw 2 of 2
6:43.0,Shooting foul by O. Porter (drawn by C. Anthony),,7-10,,
6:43.0,C. Anthony makes free throw 1 of 2,1,8-10,,
6:43.0,C. Anthony makes free throw 2 of 2,1,9-10,,
6:22.0,,,9-10,,O. Porter misses 3-pt shot from 25 ft
6:21.0,Defensive rebound by R. Lopez,,9-10,,
6:15.0,,,9-10,,Personal foul by B. Beal (drawn by C. Anthony)
6:08.0,R. Lopez misses 2-pt shot from 15 ft,,9-10,,
6:07.0,,,9-10,,Defensive rebound by O. Porter
6:01.0,,,9-12,2,J. Wall makes 2-pt shot at rim
6:01.0,,,9-12,,Shooting foul by R. Lopez (drawn by J. Wall)
6:01.0,,,9-12,,D. Gooden enters the game for K. Humphries
6:01.0,,,9-13,1,J. Wall makes free throw 1 of 1
5:48.0,J. Calderon misses 3-pt shot from 26 ft,,9-13,,
5:47.0,,,9-13,,Defensive rebound by O. Porter
5:41.0,,,9-16,3,D. Gooden makes 3-pt shot from 25 ft (assist by J. Wall)
5:22.0,C. Anthony makes 3-pt shot from 26 ft,3,12-16,,
5:17.0,,,12-16,,Turnover by D. Gooden (step out of bounds)
5:17.0,L. Thomas enters the game for K. Porzingis,,12-16,,
5:17.0,L. Galloway enters the game for R. Lopez,,12-16,,
5:17.0,K. O'Quinn enters the game for S. Vujacic,,12-16,,
5:10.0,,,12-16,,Personal foul by D. Gooden (drawn by J. Calderon)
5:02.0,K. O'Quinn misses 2-pt shot from 20 ft,,12-16,,
5:02.0,,,12-16,,Defensive rebound by J. Wall
4:52.0,,,12-16,,Shooting foul by K. O'Quinn (drawn by M. Gortat)
4:52.0,,,12-17,1,M. Gortat makes free throw 1 of 2
4:52.0,J. Grant enters the game for J. Calderon,,12-17,,
4:52.0,,,12-18,1,M. Gortat makes free throw 2 of 2
4:38.0,C. Anthony makes 2-pt shot from 14 ft,2,14-18,,
4:30.0,,,14-18,,Turnover by J. Wall (bad pass; steal by L. Thomas)
4:19.0,C. Anthony makes 3-pt shot from 23 ft,3,17-18,,
4:04.0,,,17-18,,B. Beal misses 2-pt shot from 19 ft
4:04.0,Defensive rebound by K. O'Quinn,,17-18,,
3:56.0,Turnover by C. Anthony (lost ball),,17-18,,
3:56.0,,,17-18,,N. Hilario enters the game for M. Gortat
3:56.0,,,17-18,,G. Neal enters the game for B. Beal
3:44.0,,,17-20,2,J. Wall makes 2-pt shot from 21 ft
3:26.0,L. Thomas makes 2-pt shot from 18 ft,2,19-20,,
3:16.0,,,19-20,,Shooting foul by J. Grant (drawn by J. Wall)
3:16.0,,,19-21,1,J. Wall makes free throw 1 of 2
3:16.0,,,19-21,,J. Wall misses free throw 2 of 2
3:15.0,Defensive rebound by Team,,19-21,,
3:15.0,,,19-21,,R. Sessions enters the game for J. Wall
2:53.0,K. O'Quinn makes 2-pt shot at rim (assist by L. Thomas),2,21-21,,
2:41.0,,,21-23,2,N. Hilario makes 2-pt shot from 20 ft (assist by R. Sessions)
2:31.0,Turnover by L. Galloway (step out of bounds),,21-23,,
2:31.0,,,21-23,,Washington full timeout
2:31.0,D. Williams enters the game for C. Anthony,,21-23,,
2:15.0,,,21-23,,G. Neal misses 2-pt shot from 7 ft
2:14.0,,,21-23,,Offensive rebound by D. Gooden
2:13.0,,,21-25,2,D. Gooden makes 2-pt shot from 1 ft
1:58.0,J. Grant makes 2-pt shot from 12 ft,2,23-25,,
1:46.0,,,23-25,,Turnover by G. Neal (lost ball; steal by J. Grant)
1:44.0,,,23-25,,Personal foul by N. Hilario (drawn by J. Grant)
1:44.0,,,23-25,,J. Dudley enters the game for O. Porter
1:34.0,,,23-25,,Personal foul by N. Hilario (drawn by K. O'Quinn)
1:34.0,K. O'Quinn makes free throw 1 of 2,1,24-25,,
1:34.0,K. O'Quinn makes free throw 2 of 2,1,25-25,,
1:24.0,,,25-25,,Shooting foul by J. Grant (drawn by R. Sessions)
1:24.0,,,25-26,1,R. Sessions makes free throw 1 of 2
1:24.0,J. Calderon enters the game for J. Grant,,25-26,,
1:24.0,,,25-27,1,R. Sessions makes free throw 2 of 2
1:15.0,,,25-27,,Violation by J. Dudley (kicked ball)
1:10.0,Turnover by K. O'Quinn (traveling),,25-27,,
1:00.0,,,25-27,,N. Hilario misses 2-pt shot from 18 ft
0:59.0,,,25-27,,Offensive rebound by D. Gooden
0:59.0,,,25-29,2,D. Gooden makes 2-pt shot from 1 ft
0:40.0,K. O'Quinn makes 2-pt shot from 17 ft (assist by L. Galloway),2,27-29,,
0:33.0,,,27-29,,R. Sessions misses 2-pt shot from 6 ft
0:32.0,Defensive rebound by L. Galloway,,27-29,,
0:26.0,L. Galloway makes 2-pt shot from 1 ft,2,29-29,,
0:03.0,,,29-29,,R. Sessions misses 3-pt shot from 26 ft
0:03.0,Defensive rebound by L. Galloway,,29-29,,
0:00.0,L. Galloway misses 3-pt shot from 57 ft,,29-29,,
0:00.0,Offensive rebound by Team,,29-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,Offensive charge foul by D. Williams,,29-29,,
11:46.0,Turnover by D. Williams (offensive foul),,29-29,,
11:34.0,,,29-29,,G. Neal misses 3-pt shot from 27 ft
11:34.0,Defensive rebound by Team,,29-29,,
11:09.0,D. Williams makes 3-pt shot from 27 ft,3,32-29,,
10:54.0,,,32-31,2,G. Neal makes 2-pt shot from 19 ft (assist by N. Hilario)
10:37.0,D. Williams makes 2-pt shot from 18 ft,2,34-31,,
10:24.0,,,34-33,2,D. Gooden makes 2-pt shot from 20 ft (assist by R. Sessions)
10:10.0,J. Calderon makes 2-pt shot at rim (assist by K. O'Quinn),2,36-33,,
10:10.0,Shooting foul by R. Sessions (drawn by J. Calderon),,36-33,,
10:10.0,J. Calderon makes free throw 1 of 1,1,37-33,,
9:58.0,,,37-35,2,N. Hilario makes 2-pt shot at rim (assist by R. Sessions)
9:45.0,D. Williams misses 3-pt shot from 25 ft,,37-35,,
9:44.0,,,37-35,,Defensive rebound by J. Dudley
9:33.0,,,37-35,,G. Neal misses 2-pt shot from 14 ft
9:32.0,Defensive rebound by K. O'Quinn,,37-35,,
9:23.0,Turnover by L. Thomas (traveling),,37-35,,
9:15.0,Personal foul by L. Galloway (drawn by N. Hilario),,37-35,,
9:13.0,Personal foul by K. O'Quinn (drawn by N. Hilario),,37-35,,
8:57.0,,,37-37,2,G. Neal makes 2-pt shot from 6 ft
8:42.0,D. Williams misses 2-pt shot from 20 ft,,37-37,,
8:41.0,,,37-37,,Defensive rebound by N. Hilario
8:37.0,,,37-39,2,R. Sessions makes 2-pt shot from 1 ft
8:37.0,,,37-39,,Shooting foul by L. Galloway (drawn by R. Sessions)
8:37.0,Official timeout,,37-39,,
8:37.0,R. Lopez enters the game for J. Calderon,,37-39,,
8:37.0,J. Grant enters the game for K. O'Quinn,,37-39,,
8:37.0,C. Anthony enters the game for L. Thomas,,37-39,,
8:37.0,,,37-40,1,R. Sessions makes free throw 1 of 1
8:20.0,Turnover by J. Grant (bad pass; steal by N. Hilario),,37-40,,
8:09.0,,,37-40,,D. Gooden misses 2-pt shot from 11 ft
8:08.0,Defensive rebound by L. Galloway,,37-40,,
7:57.0,,,37-40,,Personal foul by J. Dudley (drawn by C. Anthony)
7:57.0,,,37-40,,J. Wall enters the game for R. Sessions
7:57.0,K. Porzingis enters the game for D. Williams,,37-40,,
7:57.0,,,37-40,,B. Beal enters the game for G. Neal
7:43.0,C. Anthony makes 2-pt shot from 17 ft,2,39-40,,
7:28.0,,,39-40,,B. Beal misses 2-pt shot from 15 ft
7:24.0,,,39-40,,Offensive rebound by J. Wall
7:24.0,,,39-40,,B. Beal misses 2-pt shot from 1 ft
7:24.0,Defensive rebound by R. Lopez,,39-40,,
7:16.0,R. Lopez misses 2-pt shot at rim,,39-40,,
7:15.0,,,39-40,,Defensive rebound by D. Gooden
6:59.0,,,39-42,2,N. Hilario makes 2-pt shot at rim
6:49.0,,,39-42,,M. Gortat enters the game for N. Hilario
6:49.0,,,39-42,,K. Humphries enters the game for D. Gooden
6:49.0,S. Vujacic enters the game for L. Galloway,,39-42,,
6:32.0,S. Vujacic misses 3-pt shot from 24 ft,,39-42,,
6:32.0,Offensive rebound by Team,,39-42,,
6:32.0,Turnover by Team (shot clock),,39-42,,
6:20.0,,,39-42,,Shooting foul by R. Lopez (drawn by M. Gortat)
6:20.0,,,39-43,1,M. Gortat makes free throw 1 of 2
6:20.0,,,39-43,,M. Gortat misses free throw 2 of 2
6:18.0,Defensive rebound by K. Porzingis,,39-43,,
6:06.0,,,39-43,,Personal foul by J. Wall (drawn by R. Lopez)
6:01.0,J. Grant misses 2-pt shot from 12 ft (block by J. Wall),,39-43,,
6:01.0,Offensive rebound by Team,,39-43,,
5:58.0,Shooting foul by K. Humphries (drawn by K. Porzingis),,39-43,,
5:58.0,,,39-43,,Washington full timeout
5:58.0,K. Porzingis makes free throw 1 of 2,1,40-43,,
5:58.0,K. Porzingis makes free throw 2 of 2,1,41-43,,
5:37.0,,,41-45,2,J. Wall makes 2-pt shot from 19 ft
5:22.0,Turnover by R. Lopez (lost ball; steal by B. Beal),,41-45,,
5:18.0,,,41-47,2,B. Beal makes 2-pt shot at rim
4:58.0,Shooting foul by J. Dudley (drawn by C. Anthony),,41-47,,
4:58.0,,,41-47,,Technical foul by J. Dudley (drawn by C. Anthony)
4:58.0,Technical foul by C. Anthony,,41-47,,
4:58.0,C. Anthony makes free throw 1 of 2,1,42-47,,
4:58.0,J. Calderon enters the game for J. Grant,,42-47,,
4:58.0,,,42-47,,O. Porter enters the game for J. Dudley
4:58.0,C. Anthony makes free throw 2 of 2,1,43-47,,
4:49.0,,,43-49,2,J. Wall makes 2-pt shot from 5 ft
4:37.0,R. Lopez misses 2-pt shot from 4 ft,,43-49,,
4:35.0,,,43-49,,Defensive rebound by M. Gortat
4:27.0,,,43-49,,O. Porter misses 3-pt shot from 22 ft
4:27.0,Defensive rebound by S. Vujacic,,43-49,,
4:10.0,C. Anthony makes 2-pt shot from 17 ft (assist by R. Lopez),2,45-49,,
3:54.0,,,45-49,,Turnover by B. Beal (lost ball; steal by J. Calderon)
3:51.0,Turnover by J. Calderon (bad pass; steal by M. Gortat),,45-49,,
3:47.0,Personal foul by S. Vujacic (drawn by B. Beal),,45-49,,
3:47.0,,,45-50,1,B. Beal makes free throw 1 of 2
3:47.0,,,45-51,1,B. Beal makes free throw 2 of 2
3:31.0,K. Porzingis makes 2-pt shot from 17 ft (assist by J. Calderon),2,47-51,,
3:21.0,,,47-51,,Shooting foul by J. Calderon (drawn by J. Wall)
3:21.0,,,47-51,,J. Wall misses free throw 1 of 2
3:21.0,,,47-51,,Offensive rebound by Team
3:21.0,,,47-51,,J. Wall misses free throw 2 of 2
3:21.0,Defensive rebound by S. Vujacic,,47-51,,
3:11.0,,,47-51,,Shooting block foul by K. Humphries (drawn by R. Lopez)
3:11.0,R. Lopez makes free throw 1 of 2,1,48-51,,
3:11.0,R. Lopez makes free throw 2 of 2,1,49-51,,
2:57.0,,,49-51,,B. Beal misses 2-pt shot from 14 ft
2:57.0,Defensive rebound by R. Lopez,,49-51,,
2:46.0,J. Calderon makes 2-pt shot from 16 ft,2,51-51,,
2:42.0,Personal foul by J. Calderon (drawn by J. Wall),,51-51,,
2:42.0,New York full timeout,,51-51,,
2:42.0,J. Grant enters the game for J. Calderon,,51-51,,
2:42.0,,,51-52,1,J. Wall makes free throw 1 of 2
2:42.0,,,51-52,,J. Wall misses free throw 2 of 2
2:40.0,Defensive rebound by J. Grant,,51-52,,
2:18.0,K. Porzingis makes 2-pt shot from 13 ft (assist by C. Anthony),2,53-52,,
2:00.0,,,53-54,2,M. Gortat makes 2-pt shot at rim (assist by J. Wall)
1:43.0,J. Grant misses 2-pt shot at rim,,53-54,,
1:42.0,,,53-54,,Defensive rebound by K. Humphries
1:35.0,,,53-54,,O. Porter misses 3-pt shot from 24 ft
1:35.0,,,53-54,,Offensive rebound by Team
1:35.0,Loose ball foul by K. Porzingis (drawn by K. Humphries),,53-54,,
1:35.0,,,53-55,1,K. Humphries makes free throw 1 of 2
1:35.0,,,53-56,1,K. Humphries makes free throw 2 of 2
1:21.0,C. Anthony makes 2-pt shot from 20 ft,2,55-56,,
1:16.0,,,55-56,,Offensive foul by M. Gortat
1:16.0,,,55-56,,Turnover by M. Gortat (offensive foul)
1:16.0,,,55-56,,D. Gooden enters the game for K. Humphries
1:05.0,Turnover by K. Porzingis (lost ball; steal by J. Wall),,55-56,,
1:01.0,,,55-56,,Turnover by J. Wall (traveling)
0:41.0,S. Vujacic misses 2-pt shot from 20 ft,,55-56,,
0:40.0,Offensive rebound by R. Lopez,,55-56,,
0:39.0,R. Lopez makes 2-pt shot at rim,2,57-56,,
0:31.0,,,57-56,,Turnover by J. Wall (lost ball; steal by J. Grant)
0:27.0,J. Grant makes 2-pt shot at rim,2,59-56,,
0:05.0,,,59-56,,O. Porter misses 2-pt shot from 4 ft
0:04.0,Defensive rebound by K. Porzingis,,59-56,,
0:01.0,J. Grant misses 2-pt shot from 2 ft,,59-56,,
0:00.0,Offensive rebound by Team,,59-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,Turnover by R. Lopez (bad pass; steal by O. Porter),,59-56,,
11:40.0,Personal foul by C. Anthony (drawn by O. Porter),,59-56,,
11:16.0,,,59-58,2,O. Porter makes 2-pt shot from 19 ft
10:58.0,R. Lopez misses 2-pt shot from 17 ft,,59-58,,
10:58.0,,,59-58,,Defensive rebound by O. Porter
10:52.0,,,59-58,,K. Humphries misses 2-pt shot from 1 ft
10:52.0,Defensive rebound by Team,,59-58,,
10:40.0,K. Porzingis makes 2-pt shot from 18 ft (assist by S. Vujacic),2,61-58,,
10:27.0,,,61-58,,Turnover by M. Gortat (bad pass; steal by S. Vujacic)
10:13.0,C. Anthony makes 3-pt shot from 24 ft (assist by S. Vujacic),3,64-58,,
10:03.0,,,64-60,2,B. Beal makes 2-pt shot from 12 ft (assist by J. Wall)
9:49.0,C. Anthony makes 3-pt shot from 30 ft (assist by J. Calderon),3,67-60,,
9:28.0,,,67-60,,Turnover by O. Porter (bad pass)
9:11.0,K. Porzingis misses 2-pt shot from 7 ft,,67-60,,
9:10.0,,,67-60,,Defensive rebound by K. Humphries
9:04.0,,,67-60,,B. Beal misses 2-pt shot from 13 ft
9:02.0,Defensive rebound by C. Anthony,,67-60,,
8:58.0,,,67-60,,Personal foul by O. Porter (drawn by C. Anthony)
8:58.0,,,67-60,,D. Gooden enters the game for K. Humphries
8:47.0,J. Calderon misses 3-pt shot from 28 ft,,67-60,,
8:47.0,Offensive rebound by K. Porzingis,,67-60,,
8:42.0,Turnover by S. Vujacic (traveling),,67-60,,
8:32.0,,,67-60,,Offensive foul by M. Gortat
8:32.0,,,67-60,,Turnover by M. Gortat (offensive foul)
8:17.0,J. Calderon misses 2-pt shot from 16 ft,,67-60,,
8:17.0,,,67-60,,Defensive rebound by D. Gooden
8:05.0,,,67-60,,D. Gooden misses 2-pt shot from 16 ft
8:05.0,Defensive rebound by K. Porzingis,,67-60,,
7:55.0,L. Thomas enters the game for K. Porzingis,,67-60,,
7:52.0,S. Vujacic misses 2-pt shot from 16 ft,,67-60,,
7:52.0,,,67-60,,Defensive rebound by D. Gooden
7:39.0,,,67-60,,D. Gooden misses 2-pt shot from 15 ft
7:38.0,Defensive rebound by R. Lopez,,67-60,,
7:26.0,C. Anthony misses 2-pt shot from 18 ft,,67-60,,
7:26.0,,,67-60,,Defensive rebound by D. Gooden
7:16.0,,,67-60,,M. Gortat misses 2-pt shot at rim (block by C. Anthony)
7:14.0,Defensive rebound by S. Vujacic,,67-60,,
7:11.0,S. Vujacic misses 2-pt shot from 1 ft,,67-60,,
7:10.0,Offensive rebound by S. Vujacic,,67-60,,
7:10.0,S. Vujacic makes 2-pt shot from 1 ft,2,69-60,,
7:10.0,Technical foul by S. Vujacic,,69-60,,
7:10.0,,,69-60,,Washington full timeout
7:10.0,,,69-61,1,B. Beal makes technical free throw
6:57.0,,,69-61,,J. Wall misses 2-pt shot from 14 ft
6:56.0,Defensive rebound by L. Thomas,,69-61,,
6:49.0,S. Vujacic misses 3-pt shot from 26 ft,,69-61,,
6:48.0,,,69-61,,Defensive rebound by B. Beal
6:42.0,,,69-61,,Shooting foul by C. Anthony (drawn by O. Porter)
6:42.0,,,69-62,1,O. Porter makes free throw 1 of 2
6:42.0,,,69-63,1,O. Porter makes free throw 2 of 2
6:30.0,J. Calderon makes 2-pt shot from 21 ft,2,71-63,,
6:17.0,,,71-65,2,O. Porter makes 2-pt shot from 1 ft (assist by J. Wall)
6:08.0,L. Thomas makes 2-pt shot from 1 ft (assist by C. Anthony),2,73-65,,
6:08.0,Shooting foul by B. Beal (drawn by L. Thomas),,73-65,,
6:08.0,K. O'Quinn enters the game for R. Lopez,,73-65,,
6:08.0,L. Thomas misses free throw 1 of 1,,73-65,,
6:06.0,,,73-65,,Defensive rebound by D. Gooden
5:55.0,,,73-65,,B. Beal misses 2-pt shot from 22 ft
5:54.0,,,73-65,,Offensive rebound by O. Porter
5:50.0,,,73-65,,O. Porter misses 2-pt shot from 2 ft
5:50.0,,,73-65,,Offensive rebound by D. Gooden
5:49.0,,,73-67,2,D. Gooden makes 2-pt shot from 2 ft
5:47.0,,,73-67,,Personal block foul by B. Beal (drawn by S. Vujacic)
5:40.0,K. O'Quinn misses 2-pt shot from 12 ft,,73-67,,
5:39.0,,,73-67,,Defensive rebound by B. Beal
5:31.0,,,73-70,3,J. Wall makes 3-pt shot from 27 ft (assist by D. Gooden)
5:18.0,C. Anthony misses 2-pt shot at rim,,73-70,,
5:17.0,,,73-70,,Defensive rebound by O. Porter
5:09.0,,,73-73,3,B. Beal makes 3-pt shot from 25 ft (assist by O. Porter)
5:09.0,New York full timeout,,73-73,,
5:09.0,J. Grant enters the game for J. Calderon,,73-73,,
5:09.0,L. Galloway enters the game for S. Vujacic,,73-73,,
4:45.0,Turnover by C. Anthony (lost ball; steal by B. Beal),,73-73,,
4:40.0,,,73-73,,B. Beal misses 2-pt shot at rim
4:39.0,,,73-73,,Offensive rebound by O. Porter
4:39.0,,,73-75,2,O. Porter makes 2-pt shot from 2 ft
4:24.0,Shooting foul by O. Porter (drawn by C. Anthony),,73-75,,
4:24.0,C. Anthony makes free throw 1 of 2,1,74-75,,
4:24.0,C. Anthony makes free throw 2 of 2,1,75-75,,
4:11.0,,,75-77,2,B. Beal makes 2-pt shot from 7 ft
3:58.0,L. Thomas makes 2-pt shot from 15 ft,2,77-77,,
3:39.0,,,77-77,,Offensive foul by M. Gortat
3:39.0,,,77-77,,Turnover by M. Gortat (offensive foul)
3:39.0,,,77-77,,N. Hilario enters the game for M. Gortat
3:27.0,L. Galloway misses 2-pt shot from 17 ft,,77-77,,
3:27.0,,,77-77,,Defensive rebound by N. Hilario
3:22.0,Personal foul by L. Galloway (drawn by B. Beal),,77-77,,
3:22.0,,,77-77,,G. Neal enters the game for B. Beal
3:16.0,,,77-77,,J. Wall misses 2-pt shot from 2 ft (block by K. O'Quinn)
3:16.0,,,77-77,,Offensive rebound by Team
3:16.0,Loose ball foul by L. Thomas (drawn by O. Porter),,77-77,,
3:11.0,,,77-79,2,O. Porter makes 2-pt shot from 8 ft (assist by G. Neal)
2:58.0,Turnover by J. Grant (lost ball; steal by D. Gooden),,77-79,,
2:54.0,,,77-81,2,J. Wall makes 2-pt shot at rim (assist by D. Gooden)
2:36.0,Shooting foul by N. Hilario (drawn by K. O'Quinn),,77-81,,
2:36.0,K. O'Quinn misses free throw 1 of 2,,77-81,,
2:36.0,Offensive rebound by Team,,77-81,,
2:36.0,D. Williams enters the game for C. Anthony,,77-81,,
2:36.0,K. O'Quinn makes free throw 2 of 2,1,78-81,,
2:27.0,,,78-81,,J. Wall misses 3-pt shot from 24 ft
2:26.0,Defensive rebound by L. Galloway,,78-81,,
2:20.0,Shooting foul by N. Hilario (drawn by L. Galloway),,78-81,,
2:20.0,L. Galloway makes 2-pt shot from 3 ft,2,80-81,,
2:20.0,,,80-81,,R. Sessions enters the game for J. Wall
2:20.0,L. Galloway makes free throw 1 of 1,1,81-81,,
2:06.0,,,81-83,2,G. Neal makes 2-pt shot from 18 ft
1:54.0,Offensive charge foul by K. O'Quinn,,81-83,,
1:54.0,Turnover by K. O'Quinn (offensive foul),,81-83,,
1:39.0,,,81-83,,G. Neal misses 2-pt shot from 14 ft (block by L. Galloway)
1:39.0,,,81-83,,Offensive rebound by Team
1:35.0,,,81-83,,Offensive foul by G. Neal
1:35.0,,,81-83,,Turnover by G. Neal (offensive foul)
1:26.0,,,81-83,,Shooting block foul by N. Hilario (drawn by L. Galloway)
1:26.0,,,81-83,,Violation by Team (delay of game)
1:26.0,L. Galloway misses free throw 1 of 2,,81-83,,
1:26.0,Offensive rebound by Team,,81-83,,
1:26.0,,,81-83,,M. Gortat enters the game for N. Hilario
1:26.0,,,81-83,,Technical foul by N. Hilario (drawn by L. Galloway)
1:26.0,K. O'Quinn makes technical free throw,1,82-83,,
1:26.0,L. Galloway makes free throw 2 of 2,1,83-83,,
1:17.0,,,83-83,,Shooting foul by L. Thomas (drawn by M. Gortat)
1:17.0,,,83-84,1,M. Gortat makes free throw 1 of 2
1:17.0,,,83-85,1,M. Gortat makes free throw 2 of 2
1:01.0,K. O'Quinn makes 2-pt shot at rim,2,85-85,,
0:54.0,,,85-85,,Turnover by R. Sessions (bad pass; steal by D. Williams)
0:51.0,Shooting foul by D. Gooden (drawn by D. Williams),,85-85,,
0:51.0,D. Williams makes free throw 1 of 2,1,86-85,,
0:51.0,D. Williams misses free throw 2 of 2,,86-85,,
0:50.0,Offensive rebound by Team,,86-85,,
0:44.0,,,86-85,,Violation by M. Gortat (kicked ball)
0:41.0,Shooting foul by M. Gortat (drawn by D. Williams),,86-85,,
0:41.0,D. Williams misses free throw 1 of 2,,86-85,,
0:41.0,Offensive rebound by Team,,86-85,,
0:41.0,,,86-85,,D. Blair enters the game for M. Gortat
0:41.0,D. Williams makes free throw 2 of 2,1,87-85,,
0:34.0,,,87-85,,Shooting foul by K. O'Quinn (drawn by R. Sessions)
0:34.0,,,87-86,1,R. Sessions makes free throw 1 of 2
0:34.0,,,87-86,,B. Beal enters the game for O. Porter
0:34.0,,,87-87,1,R. Sessions makes free throw 2 of 2
0:16.0,J. Grant misses 2-pt shot at rim (block by D. Gooden),,87-87,,
0:15.0,,,87-87,,Defensive rebound by D. Gooden
0:01.0,,,87-90,3,B. Beal makes 3-pt shot from 26 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,87-90,,Offensive foul by D. Blair
11:49.0,,,87-90,,Turnover by D. Blair (offensive foul)
11:35.0,L. Thomas misses 2-pt shot from 19 ft,,87-90,,
11:35.0,Offensive rebound by J. Grant,,87-90,,
11:24.0,R. Lopez misses 2-pt shot from 8 ft,,87-90,,
11:22.0,Offensive rebound by R. Lopez,,87-90,,
11:21.0,R. Lopez misses 2-pt shot from 4 ft,,87-90,,
11:20.0,,,87-90,,Defensive rebound by R. Sessions
11:09.0,,,87-90,,R. Sessions misses 3-pt shot from 25 ft
11:08.0,,,87-90,,Offensive rebound by D. Gooden
11:01.0,,,87-90,,D. Gooden misses 3-pt shot from 26 ft
11:01.0,,,87-90,,Offensive rebound by D. Blair
10:51.0,Personal foul by D. Williams (drawn by B. Beal),,87-90,,
10:38.0,,,87-90,,B. Beal misses 2-pt shot from 11 ft
10:38.0,Defensive rebound by Team,,87-90,,
10:38.0,,,87-90,,Loose ball foul by D. Blair (drawn by L. Galloway)
10:24.0,L. Thomas makes 2-pt shot from 1 ft (assist by L. Galloway),2,89-90,,
10:06.0,,,89-90,,Turnover by D. Gooden (bad pass; steal by J. Grant)
9:53.0,D. Williams misses 2-pt shot from 21 ft,,89-90,,
9:52.0,,,89-90,,Defensive rebound by D. Gooden
9:45.0,,,89-90,,B. Beal misses 3-pt shot from 28 ft
9:44.0,,,89-90,,Offensive rebound by R. Sessions
9:32.0,,,89-90,,D. Gooden misses 3-pt shot from 26 ft
9:31.0,Defensive rebound by L. Galloway,,89-90,,
9:23.0,Offensive charge foul by R. Lopez,,89-90,,
