time,San Antonio,pts.away,score,pts.home,Denver
4:22.0,L. Aldridge misses 2-pt shot from 2 ft,,8-11,,
4:21.0,,,8-11,,Defensive rebound by E. Mudiay
4:10.0,,,8-13,2,D. Gallinari makes 2-pt shot at rim (assist by E. Mudiay)
3:56.0,K. Leonard makes 2-pt shot from 17 ft,2,10-13,,
3:34.0,,,10-13,,D. Gallinari misses 2-pt shot from 2 ft
3:33.0,Defensive rebound by L. Aldridge,,10-13,,
3:25.0,P. Mills makes 2-pt shot at rim (assist by K. Leonard),2,12-13,,
3:25.0,,,12-13,,Denver full timeout
3:25.0,,,12-13,,J. Hickson enters the game for D. Arthur
3:08.0,,,12-13,,E. Mudiay misses 2-pt shot from 7 ft
3:07.0,Defensive rebound by L. Aldridge,,12-13,,
2:56.0,K. Leonard misses 2-pt shot from 13 ft,,12-13,,
2:55.0,Offensive rebound by L. Aldridge,,12-13,,
2:51.0,L. Aldridge makes 2-pt shot from 3 ft,2,14-13,,
2:42.0,,,14-13,,J. Nelson enters the game for E. Mudiay
2:42.0,D. West enters the game for L. Aldridge,,14-13,,
2:30.0,,,14-13,,Turnover by W. Barton (lost ball; steal by K. Leonard)
2:24.0,P. Mills misses 3-pt shot from 24 ft,,14-13,,
2:23.0,,,14-13,,Defensive rebound by W. Barton
2:09.0,,,14-13,,W. Barton misses 2-pt shot from 19 ft
2:08.0,Defensive rebound by B. Diaw,,14-13,,
1:59.0,K. Anderson misses 2-pt shot from 15 ft,,14-13,,
1:58.0,,,14-13,,Defensive rebound by D. Gallinari
1:50.0,,,14-13,,D. Gallinari misses 3-pt shot from 25 ft
1:49.0,Defensive rebound by K. Anderson,,14-13,,
1:32.0,Turnover by P. Mills (traveling),,14-13,,
1:32.0,,,14-13,,R. Foye enters the game for G. Harris
1:32.0,J. Simmons enters the game for K. Leonard,,14-13,,
1:13.0,,,14-13,,W. Barton misses 2-pt shot from 14 ft
1:10.0,,,14-13,,Offensive rebound by W. Barton
1:00.0,,,14-16,3,W. Barton makes 3-pt shot from 25 ft
0:44.0,J. Simmons misses 3-pt shot from 23 ft,,14-16,,
0:43.0,Offensive rebound by Team,,14-16,,
0:43.0,,,14-16,,M. Miller enters the game for D. Gallinari
0:39.0,Turnover by J. Simmons (3 sec),,14-16,,
0:30.0,,,14-16,,J. Nelson misses 3-pt shot from 27 ft
0:29.0,Defensive rebound by B. Diaw,,14-16,,
0:12.0,,,14-16,,Personal take foul by J. Hickson (drawn by K. Anderson)
0:04.0,Shooting foul by M. Miller (drawn by K. Anderson),,14-16,,
0:04.0,K. Anderson makes free throw 1 of 2,1,15-16,,
0:04.0,D. Green enters the game for D. West,,15-16,,
0:04.0,K. Leonard enters the game for B. Diaw,,15-16,,
0:04.0,K. Anderson makes free throw 2 of 2,1,16-16,,
0:02.0,Personal take foul by P. Mills (drawn by J. Nelson),,16-16,,
0:02.0,,,16-16,,J. Hickson misses 2-pt shot from 22 ft
0:00.0,,,16-16,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Personal foul by B. Diaw (drawn by J. Hickson),,16-16,,
11:36.0,,,16-18,2,W. Barton makes 2-pt shot from 4 ft (assist by J. Nelson)
11:12.0,B. Diaw makes 2-pt shot from 11 ft,2,18-18,,
11:00.0,,,18-20,2,J. Hickson makes 2-pt shot from 16 ft (assist by R. Foye)
10:44.0,J. Simmons misses 2-pt shot from 1 ft (block by J. Hickson),,18-20,,
10:43.0,Offensive rebound by Team,,18-20,,
10:36.0,K. Anderson misses 2-pt shot from 21 ft,,18-20,,
10:35.0,,,18-20,,Defensive rebound by J. Nelson
10:31.0,Personal foul by K. Anderson (drawn by J. Hickson),,18-20,,
10:31.0,D. Green enters the game for K. Anderson,,18-20,,
10:27.0,,,18-20,,Turnover by W. Barton (traveling)
10:12.0,Turnover by D. West (bad pass),,18-20,,
9:53.0,,,18-23,3,M. Miller makes 3-pt shot from 25 ft (assist by R. Foye)
9:53.0,San Antonio full timeout,,18-23,,
9:47.0,,,18-23,,Personal foul by J. Nelson (drawn by D. West)
9:40.0,Turnover by P. Mills (bad pass; steal by M. Miller),,18-23,,
9:34.0,,,18-26,3,J. Nelson makes 3-pt shot from 24 ft
9:21.0,Shooting foul by M. Miller (drawn by D. West),,18-26,,
9:21.0,D. West makes free throw 1 of 2,1,19-26,,
9:21.0,T. Parker enters the game for P. Mills,,19-26,,
9:21.0,D. West makes free throw 2 of 2,1,20-26,,
9:10.0,,,20-29,3,J. Nelson makes 3-pt shot from 24 ft
8:56.0,,,20-29,,Personal foul by J. Hickson (drawn by D. West)
8:45.0,D. West misses 2-pt shot from 3 ft (block by J. Hickson),,20-29,,
8:44.0,,,20-29,,Defensive rebound by Team
8:30.0,,,20-31,2,W. Barton makes 2-pt shot from 14 ft
8:15.0,D. Green makes 3-pt shot from 24 ft (assist by T. Parker),3,23-31,,
8:00.0,,,23-31,,M. Miller misses 3-pt shot from 25 ft
7:59.0,Defensive rebound by D. Green,,23-31,,
7:49.0,T. Parker makes 2-pt shot from 19 ft,2,25-31,,
7:38.0,,,25-33,2,J. Hickson makes 2-pt shot at rim (assist by R. Foye)
7:11.0,J. Simmons makes 2-pt shot from 1 ft (assist by B. Diaw),2,27-33,,
6:52.0,,,27-33,,Turnover by J. Nelson (bad pass; steal by D. West)
6:49.0,Turnover by D. Green (bad pass; steal by W. Barton),,27-33,,
6:46.0,,,27-33,,Turnover by W. Barton (lost ball; steal by D. Green)
6:35.0,Turnover by J. Simmons (bad pass; steal by W. Barton),,27-33,,
6:32.0,Personal take foul by T. Parker (drawn by W. Barton),,27-33,,
6:32.0,K. Leonard enters the game for J. Simmons,,27-33,,
6:32.0,,,27-33,,D. Gallinari enters the game for M. Miller
6:32.0,L. Aldridge enters the game for D. West,,27-33,,
6:32.0,K. Anderson enters the game for B. Diaw,,27-33,,
6:27.0,,,27-33,,Shooting foul by K. Leonard (drawn by J. Hickson)
6:27.0,,,27-34,1,J. Hickson makes free throw 1 of 2
6:27.0,,,27-34,,J. Hickson misses free throw 2 of 2
6:26.0,Defensive rebound by L. Aldridge,,27-34,,
6:08.0,K. Leonard makes 2-pt shot from 1 ft,2,29-34,,
5:59.0,,,29-34,,D. Gallinari misses 2-pt shot from 15 ft
5:58.0,Defensive rebound by K. Leonard,,29-34,,
5:50.0,D. Green misses 3-pt shot from 24 ft,,29-34,,
5:49.0,,,29-34,,Defensive rebound by D. Gallinari
5:45.0,,,29-34,,J. Hickson misses 2-pt shot at rim
5:44.0,,,29-34,,Offensive rebound by D. Gallinari
5:43.0,,,29-36,2,D. Gallinari makes 2-pt shot at rim
5:17.0,K. Leonard makes 2-pt shot from 16 ft (assist by T. Parker),2,31-36,,
5:01.0,,,31-36,,J. Hickson misses 2-pt shot from 12 ft (block by L. Aldridge)
4:59.0,Defensive rebound by K. Anderson,,31-36,,
4:42.0,Turnover by T. Parker (traveling),,31-36,,
4:42.0,Official timeout,,31-36,,
4:42.0,,,31-36,,E. Mudiay enters the game for J. Hickson
4:42.0,,,31-36,,D. Arthur enters the game for J. Nelson
4:27.0,,,31-36,,E. Mudiay misses 2-pt shot from 21 ft
4:26.0,Defensive rebound by K. Leonard,,31-36,,
4:22.0,K. Leonard makes 2-pt shot from 2 ft,2,33-36,,
4:22.0,Shooting foul by E. Mudiay (drawn by K. Leonard),,33-36,,
4:22.0,K. Leonard makes free throw 1 of 1,1,34-36,,
4:12.0,,,34-36,,D. Gallinari misses 2-pt shot from 2 ft
4:09.0,,,34-36,,Offensive rebound by W. Barton
4:09.0,,,34-38,2,W. Barton makes 2-pt shot at rim
3:51.0,L. Aldridge misses 2-pt shot from 20 ft,,34-38,,
3:50.0,,,34-38,,Defensive rebound by E. Mudiay
3:35.0,,,34-40,2,E. Mudiay makes 2-pt shot from 1 ft (assist by W. Barton)
3:16.0,,,34-40,,G. Harris enters the game for R. Foye
3:10.0,D. Green misses 2-pt shot from 1 ft,,34-40,,
3:09.0,,,34-40,,Defensive rebound by W. Barton
3:01.0,,,34-42,2,W. Barton makes 2-pt shot from 19 ft
2:38.0,T. Parker makes 2-pt shot from 20 ft,2,36-42,,
2:24.0,,,36-42,,D. Arthur misses 2-pt shot from 2 ft (block by K. Leonard)
2:23.0,,,36-42,,Offensive rebound by Team
2:23.0,,,36-42,,Denver full timeout
2:23.0,B. Diaw enters the game for L. Aldridge,,36-42,,
2:23.0,J. Simmons enters the game for D. Green,,36-42,,
2:12.0,,,36-42,,D. Gallinari misses 2-pt shot from 2 ft (block by K. Leonard)
2:10.0,Defensive rebound by B. Diaw,,36-42,,
2:02.0,T. Parker misses 2-pt shot from 2 ft,,36-42,,
2:01.0,,,36-42,,Defensive rebound by D. Arthur
1:53.0,,,36-42,,D. Arthur misses 2-pt shot from 2 ft
1:53.0,,,36-42,,Offensive rebound by E. Mudiay
1:53.0,,,36-42,,E. Mudiay misses 2-pt shot from 3 ft (block by K. Leonard)
1:51.0,Defensive rebound by J. Simmons,,36-42,,
1:40.0,K. Leonard makes 3-pt shot from 23 ft (assist by K. Anderson),3,39-42,,
1:22.0,,,39-42,,D. Gallinari misses 2-pt shot from 21 ft
1:21.0,Defensive rebound by K. Anderson,,39-42,,
1:03.0,T. Parker makes 2-pt shot from 22 ft,2,41-42,,
0:53.0,,,41-42,,W. Barton misses 2-pt shot from 21 ft
0:52.0,Defensive rebound by K. Leonard,,41-42,,
0:36.0,T. Parker makes 3-pt shot from 24 ft (assist by K. Leonard),3,44-42,,
0:36.0,,,44-42,,Denver full timeout
0:23.0,,,44-42,,Turnover by E. Mudiay (bad pass; steal by K. Leonard)
0:02.0,T. Parker makes 2-pt shot from 18 ft,2,46-42,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,46-42,,Offensive foul by N. Jokic
11:45.0,,,46-42,,Turnover by N. Jokic (offensive foul)
11:29.0,L. Aldridge misses 2-pt shot from 15 ft,,46-42,,
11:28.0,Offensive rebound by K. Leonard,,46-42,,
11:27.0,Turnover by K. Leonard (lost ball),,46-42,,
11:20.0,Personal foul by B. Diaw (drawn by N. Jokic),,46-42,,
11:04.0,,,46-42,,D. Arthur misses 2-pt shot from 7 ft
11:02.0,Defensive rebound by D. Green,,46-42,,
10:48.0,K. Leonard makes 2-pt shot from 19 ft (assist by L. Aldridge),2,48-42,,
10:31.0,,,48-42,,E. Mudiay misses 2-pt shot from 15 ft
10:30.0,Defensive rebound by K. Leonard,,48-42,,
10:21.0,L. Aldridge misses 2-pt shot from 3 ft,,48-42,,
10:20.0,,,48-42,,Defensive rebound by N. Jokic
10:16.0,,,48-42,,Turnover by G. Harris (step out of bounds)
10:00.0,T. Parker makes 2-pt shot from 1 ft,2,50-42,,
10:00.0,,,50-42,,Denver full timeout
10:00.0,,,50-42,,M. Miller enters the game for N. Jokic
9:40.0,,,50-45,3,G. Harris makes 3-pt shot from 24 ft (assist by M. Miller)
9:25.0,D. Green misses 3-pt shot from 24 ft,,50-45,,
9:24.0,,,50-45,,Defensive rebound by D. Gallinari
9:18.0,,,50-45,,D. Gallinari misses 2-pt shot from 2 ft (block by K. Leonard)
9:15.0,Defensive rebound by B. Diaw,,50-45,,
9:03.0,K. Leonard misses 3-pt shot from 23 ft,,50-45,,
9:02.0,,,50-45,,Defensive rebound by M. Miller
8:53.0,,,50-45,,E. Mudiay misses 2-pt shot from 1 ft
8:52.0,Defensive rebound by D. Green,,50-45,,
8:29.0,K. Leonard makes 2-pt shot from 14 ft,2,52-45,,
8:20.0,Personal foul by B. Diaw (drawn by D. Gallinari),,52-45,,
8:12.0,,,52-47,2,E. Mudiay makes 2-pt shot from 10 ft (assist by G. Harris)
8:12.0,,,52-47,,Shooting foul by T. Parker (drawn by E. Mudiay)
8:12.0,,,52-48,1,E. Mudiay makes free throw 1 of 1
8:04.0,,,52-48,,Personal foul by D. Arthur (drawn by B. Diaw)
7:51.0,B. Diaw misses 2-pt shot from 3 ft,,52-48,,
7:50.0,,,52-48,,Defensive rebound by D. Gallinari
7:43.0,,,52-48,,D. Gallinari misses 2-pt shot from 2 ft (block by T. Parker)
7:42.0,Defensive rebound by K. Leonard,,52-48,,
7:32.0,Turnover by L. Aldridge (lost ball; steal by D. Arthur),,52-48,,
7:28.0,,,52-48,,Turnover by E. Mudiay (lost ball; steal by K. Leonard)
7:21.0,Shooting foul by E. Mudiay (drawn by T. Parker),,52-48,,
7:21.0,T. Parker misses free throw 1 of 2,,52-48,,
7:21.0,Offensive rebound by Team,,52-48,,
7:21.0,T. Parker misses free throw 2 of 2,,52-48,,
7:20.0,,,52-48,,Defensive rebound by D. Arthur
7:06.0,Def 3 sec tech foul by L. Aldridge,,52-48,,
7:06.0,,,52-49,1,D. Gallinari makes technical free throw
7:06.0,K. Anderson enters the game for B. Diaw,,52-49,,
7:06.0,P. Mills enters the game for T. Parker,,52-49,,
7:00.0,,,52-51,2,E. Mudiay makes 2-pt shot from 2 ft (assist by G. Harris)
7:00.0,San Antonio full timeout,,52-51,,
7:00.0,R. McCallum enters the game for L. Aldridge,,52-51,,
7:00.0,D. West enters the game for P. Mills,,52-51,,
6:47.0,K. Leonard makes 2-pt shot from 17 ft (assist by R. McCallum),2,54-51,,
6:25.0,,,54-54,3,D. Gallinari makes 3-pt shot from 24 ft
6:12.0,K. Leonard misses 2-pt shot from 17 ft,,54-54,,
6:11.0,,,54-54,,Defensive rebound by M. Miller
5:59.0,,,54-54,,E. Mudiay misses 2-pt shot from 8 ft
5:58.0,,,54-54,,Offensive rebound by D. Arthur
5:41.0,,,54-54,,D. Arthur misses 2-pt shot from 3 ft
5:40.0,Defensive rebound by D. Green,,54-54,,
5:27.0,K. Leonard makes 2-pt shot from 17 ft (assist by K. Anderson),2,56-54,,
5:12.0,,,56-54,,D. Gallinari misses 2-pt shot from 1 ft
5:11.0,Defensive rebound by D. West,,56-54,,
5:11.0,,,56-54,,Personal foul by D. Arthur (drawn by D. West)
5:11.0,J. Simmons enters the game for D. Green,,56-54,,
4:52.0,Turnover by D. West (bad pass; steal by M. Miller),,56-54,,
4:49.0,,,56-54,,Turnover by M. Miller (bad pass; steal by K. Leonard)
4:31.0,J. Simmons makes 2-pt shot from 2 ft (assist by K. Leonard),2,58-54,,
4:17.0,,,58-54,,J. Hickson enters the game for D. Arthur
4:17.0,P. Mills enters the game for R. McCallum,,58-54,,
4:10.0,,,58-56,2,J. Hickson makes 2-pt shot at rim (assist by E. Mudiay)
3:46.0,K. Anderson makes 2-pt shot from 14 ft,2,60-56,,
3:35.0,,,60-56,,G. Harris misses 3-pt shot from 23 ft
3:34.0,Defensive rebound by D. West,,60-56,,
3:22.0,K. Leonard makes 3-pt shot from 25 ft (assist by P. Mills),3,63-56,,
3:09.0,,,63-56,,Turnover by M. Miller (offensive foul)
3:09.0,,,63-56,,Offensive foul by M. Miller
3:09.0,,,63-56,,W. Barton enters the game for G. Harris
3:09.0,,,63-56,,J. Nelson enters the game for E. Mudiay
2:49.0,K. Leonard makes 2-pt shot from 17 ft,2,65-56,,
2:37.0,Personal foul by K. Anderson (drawn by D. Gallinari),,65-56,,
2:33.0,,,65-56,,J. Nelson misses 2-pt shot from 21 ft
2:32.0,,,65-56,,Offensive rebound by J. Hickson
2:30.0,,,65-56,,Shooting foul by K. Anderson (drawn by J. Hickson)
2:30.0,,,65-57,1,J. Hickson makes free throw 1 of 2
2:30.0,,,65-58,1,J. Hickson makes free throw 2 of 2
2:11.0,D. West misses 2-pt shot from 7 ft,,65-58,,
2:10.0,,,65-58,,Defensive rebound by W. Barton
2:00.0,,,65-58,,W. Barton misses 3-pt shot from 25 ft
1:59.0,Defensive rebound by D. West,,65-58,,
1:50.0,D. West misses 2-pt shot from 19 ft,,65-58,,
1:49.0,,,65-58,,Defensive rebound by M. Miller
1:38.0,,,65-58,,J. Nelson misses 2-pt shot from 4 ft
1:37.0,Defensive rebound by K. Leonard,,65-58,,
1:34.0,J. Simmons makes 2-pt shot from 2 ft (assist by K. Leonard),2,67-58,,
1:34.0,Shooting foul by M. Miller (drawn by J. Simmons),,67-58,,
1:34.0,D. Green enters the game for K. Leonard,,67-58,,
1:34.0,J. Simmons makes free throw 1 of 1,1,68-58,,
1:16.0,,,68-58,,M. Miller misses 3-pt shot from 23 ft
1:15.0,Defensive rebound by D. West,,68-58,,
0:59.0,P. Mills makes 2-pt shot from 20 ft,2,70-58,,
0:47.0,,,70-58,,Turnover by W. Barton (lost ball)
0:47.0,,,70-58,,R. Foye enters the game for D. Gallinari
0:30.0,Turnover by J. Simmons (bad pass; steal by R. Foye),,70-58,,
0:15.0,,,70-58,,Turnover by R. Foye (bad pass; steal by J. Simmons)
0:10.0,D. Green misses 3-pt shot from 25 ft,,70-58,,
0:08.0,,,70-58,,Defensive rebound by Team
0:08.0,,,70-58,,G. Harris enters the game for J. Hickson
0:08.0,K. Leonard enters the game for D. West,,70-58,,
0:04.0,,,70-58,,Shooting foul by J. Simmons (drawn by W. Barton)
0:04.0,,,70-58,,W. Barton misses free throw 1 of 2
0:04.0,,,70-58,,Offensive rebound by Team
0:04.0,,,70-58,,E. Mudiay enters the game for M. Miller
0:04.0,,,70-59,1,W. Barton makes free throw 2 of 2
0:01.0,J. Simmons misses 3-pt shot from 30 ft,,70-59,,
0:00.0,Offensive rebound by Team,,70-59,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,D. Green makes 3-pt shot from 24 ft (assist by J. Simmons),3,73-59,,
11:23.0,,,73-59,,J. Nelson misses 3-pt shot from 24 ft
11:22.0,Defensive rebound by J. Simmons,,73-59,,
11:12.0,P. Mills misses 3-pt shot from 23 ft,,73-59,,
11:11.0,Offensive rebound by D. West,,73-59,,
11:08.0,P. Mills makes 3-pt shot from 23 ft (assist by D. West),3,76-59,,
11:01.0,,,76-59,,Denver full timeout
10:51.0,,,76-59,,Turnover by M. Miller (bad pass; steal by D. West)
10:39.0,D. Green makes 3-pt shot from 22 ft (assist by K. Anderson),3,79-59,,
10:28.0,,,79-61,2,J. Nelson makes 2-pt shot from 2 ft
10:22.0,Offensive foul by J. Simmons,,79-61,,
10:22.0,Turnover by J. Simmons (offensive foul),,79-61,,
10:22.0,,,79-61,,D. Arthur enters the game for J. Hickson
10:01.0,,,79-61,,W. Barton misses 3-pt shot from 26 ft
10:00.0,Defensive rebound by P. Mills,,79-61,,
9:37.0,Shooting foul by J. Nelson (drawn by K. Anderson),,79-61,,
9:37.0,K. Anderson makes free throw 1 of 2,1,80-61,,
9:37.0,,,80-61,,D. Gallinari enters the game for M. Miller
9:37.0,K. Anderson misses free throw 2 of 2,,80-61,,
9:36.0,,,80-61,,Defensive rebound by W. Barton
9:16.0,,,80-61,,J. Nelson misses 2-pt shot from 21 ft
9:14.0,Defensive rebound by K. Anderson,,80-61,,
9:01.0,D. West misses 2-pt shot from 18 ft,,80-61,,
9:00.0,,,80-61,,Defensive rebound by D. Gallinari
8:40.0,,,80-63,2,D. Arthur makes 2-pt shot from 2 ft (assist by W. Barton)
8:16.0,P. Mills misses 3-pt shot from 26 ft,,80-63,,
8:15.0,,,80-63,,Defensive rebound by W. Barton
8:05.0,,,80-63,,R. Foye misses 3-pt shot from 23 ft
8:04.0,Defensive rebound by D. West,,80-63,,
7:50.0,Turnover by D. Green (bad pass; steal by R. Foye),,80-63,,
7:46.0,,,80-65,2,R. Foye makes 2-pt shot from 1 ft
7:46.0,San Antonio full timeout,,80-65,,
7:46.0,,,80-65,,E. Mudiay enters the game for W. Barton
7:46.0,T. Parker enters the game for D. Green,,80-65,,
7:46.0,B. Diaw enters the game for K. Anderson,,80-65,,
7:46.0,K. Leonard enters the game for D. West,,80-65,,
7:30.0,J. Simmons makes 3-pt shot from 24 ft (assist by K. Leonard),3,83-65,,
7:15.0,,,83-67,2,J. Nelson makes 2-pt shot at rim
6:52.0,B. Diaw misses 2-pt shot from 10 ft,,83-67,,
6:52.0,,,83-67,,Defensive rebound by D. Gallinari
6:46.0,Personal foul by B. Diaw (drawn by D. Arthur),,83-67,,
6:35.0,,,83-67,,E. Mudiay misses 3-pt shot from 25 ft
6:33.0,Defensive rebound by P. Mills,,83-67,,
6:22.0,J. Simmons misses 3-pt shot from 25 ft,,83-67,,
6:22.0,,,83-67,,Defensive rebound by D. Gallinari
6:16.0,,,83-69,2,J. Nelson makes 2-pt shot from 2 ft (assist by D. Gallinari)
5:53.0,Shooting foul by E. Mudiay (drawn by J. Simmons),,83-69,,
5:53.0,J. Simmons makes free throw 1 of 2,1,84-69,,
5:53.0,,,84-69,,G. Harris enters the game for D. Arthur
5:53.0,J. Simmons makes free throw 2 of 2,1,85-69,,
5:43.0,,,85-69,,Shooting foul by P. Mills (drawn by D. Gallinari)
5:43.0,,,85-70,1,D. Gallinari makes free throw 1 of 2
5:43.0,,,85-71,1,D. Gallinari makes free throw 2 of 2
5:24.0,Turnover by B. Diaw (lost ball; steal by G. Harris),,85-71,,
5:20.0,,,85-71,,Turnover by R. Foye (bad pass; steal by P. Mills)
5:14.0,P. Mills makes 2-pt shot from 1 ft (assist by B. Diaw),2,87-71,,
4:57.0,,,87-73,2,D. Gallinari makes 2-pt shot from 2 ft (assist by J. Nelson)
4:57.0,,,87-73,,Shooting foul by P. Mills (drawn by D. Gallinari)
4:57.0,,,87-73,,W. Barton enters the game for R. Foye
4:57.0,,,87-74,1,D. Gallinari makes free throw 1 of 1
4:34.0,K. Leonard misses 3-pt shot from 27 ft,,87-74,,
4:34.0,,,87-74,,Defensive rebound by W. Barton
4:27.0,,,87-74,,Turnover by W. Barton (lost ball; steal by J. Simmons)
4:25.0,,,87-74,,Personal take foul by J. Nelson (drawn by J. Simmons)
4:07.0,B. Diaw makes 2-pt shot from 5 ft (assist by T. Parker),2,89-74,,
3:48.0,,,89-74,,G. Harris misses 3-pt shot from 23 ft
3:47.0,Defensive rebound by P. Mills,,89-74,,
3:32.0,B. Diaw makes 2-pt shot from 2 ft (assist by T. Parker),2,91-74,,
3:32.0,,,91-74,,Denver full timeout
3:32.0,K. Anderson enters the game for K. Leonard,,91-74,,
3:32.0,R. McCallum enters the game for T. Parker,,91-74,,
3:32.0,M. Bonner enters the game for B. Diaw,,91-74,,
3:32.0,R. Butler enters the game for P. Mills,,91-74,,
3:32.0,,,91-74,,K. Papanikolaou enters the game for D. Gallinari
3:32.0,,,91-74,,N. Jokic enters the game for G. Harris
3:32.0,,,91-74,,R. Foye enters the game for J. Nelson
3:08.0,,,91-76,2,R. Foye makes 2-pt shot from 1 ft
2:57.0,,,91-76,,Personal foul by N. Jokic (drawn by J. Simmons)
2:41.0,R. Butler misses 3-pt shot from 23 ft,,91-76,,
2:40.0,,,91-76,,Defensive rebound by W. Barton
2:34.0,,,91-76,,E. Mudiay misses 2-pt shot from 1 ft
2:32.0,Defensive rebound by M. Bonner,,91-76,,
2:14.0,R. McCallum misses 2-pt shot from 18 ft,,91-76,,
2:13.0,,,91-76,,Defensive rebound by R. Foye
2:02.0,,,91-76,,Turnover by N. Jokic (bad pass; steal by M. Bonner)
1:50.0,Turnover by J. Simmons (bad pass),,91-76,,
1:50.0,,,91-76,,M. Miller enters the game for E. Mudiay
1:35.0,,,91-78,2,N. Jokic makes 2-pt shot from 2 ft (assist by M. Miller)
1:16.0,R. McCallum misses 3-pt shot from 22 ft,,91-78,,
1:15.0,,,91-78,,Defensive rebound by K. Papanikolaou
0:55.0,,,91-78,,K. Papanikolaou misses 3-pt shot from 23 ft
0:54.0,Defensive rebound by R. McCallum,,91-78,,
0:36.0,Turnover by K. Anderson (traveling),,91-78,,
0:25.0,,,91-80,2,R. Foye makes 2-pt shot from 13 ft
0:01.0,Turnover by Team (shot clock),,91-80,,
