time,Portland,pts.away,score,pts.home,Oklahoma City
3:28.0,,,22-21,,E. Kanter misses 2-pt shot from 1 ft
3:28.0,Defensive rebound by E. Davis,,22-21,,
3:20.0,Turnover by A. Aminu (bad pass),,22-21,,
3:04.0,,,22-23,2,R. Westbrook makes 2-pt shot from 13 ft
3:03.0,Portland full timeout,,22-23,,
3:01.0,G. Henderson enters the game for A. Aminu,,22-23,,
2:45.0,D. Lillard misses 2-pt shot from 6 ft,,22-23,,
2:44.0,Offensive rebound by E. Davis,,22-23,,
2:44.0,E. Davis misses 2-pt shot from 1 ft,,22-23,,
2:44.0,Offensive rebound by E. Davis,,22-23,,
2:41.0,E. Davis misses 2-pt shot from 1 ft,,22-23,,
2:41.0,,,22-23,,Defensive rebound by S. Ibaka
2:41.0,Personal foul by D. Lillard,,22-23,,
2:41.0,,,22-23,,C. Payne enters the game for R. Westbrook
2:27.0,,,22-23,,Turnover by R. Foye (bad pass)
2:19.0,,,22-23,,Personal foul by C. Payne
2:19.0,,,22-23,,K. Durant enters the game for S. Ibaka
2:03.0,D. Lillard misses 3-pt shot from 25 ft,,22-23,,
2:03.0,,,22-23,,Defensive rebound by K. Durant
1:57.0,,,22-23,,K. Durant misses 2-pt shot from 1 ft (block by G. Henderson)
1:57.0,,,22-23,,Offensive rebound by Team
1:51.0,,,22-26,3,K. Durant makes 3-pt shot from 24 ft
1:33.0,G. Henderson misses 3-pt shot from 22 ft,,22-26,,
1:33.0,,,22-26,,Defensive rebound by K. Durant
1:23.0,,,22-28,2,K. Durant makes 2-pt shot from 14 ft
1:23.0,,,22-28,,Shooting foul by M. Leonard (drawn by K. Durant)
1:23.0,M. Harkless enters the game for M. Leonard,,22-28,,
1:23.0,,,22-29,1,K. Durant makes free throw 1 of 1
1:08.0,Turnover by D. Lillard (lost ball; steal by C. Payne),,22-29,,
0:57.0,,,22-29,,Shooting foul by D. Lillard (drawn by K. Durant)
0:57.0,,,22-30,1,K. Durant makes free throw 1 of 2
0:57.0,,,22-31,1,K. Durant makes free throw 2 of 2
0:39.0,E. Davis misses 2-pt shot from 1 ft,,22-31,,
0:39.0,,,22-31,,Defensive rebound by E. Kanter
0:32.0,,,22-31,,R. Foye misses 2-pt shot from 1 ft
0:32.0,,,22-31,,Offensive rebound by R. Foye
0:08.0,,,22-31,,E. Kanter misses 2-pt shot from 8 ft
0:07.0,Defensive rebound by E. Davis,,22-31,,
0:00.0,D. Lillard misses 3-pt shot from 24 ft,,22-31,,
0:00.0,Offensive rebound by Team,,22-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,22-34,3,R. Foye makes 3-pt shot from 24 ft (assist by E. Kanter)
11:28.0,A. Crabbe makes 2-pt shot from 1 ft (assist by M. Harkless),2,24-34,,
11:09.0,,,24-34,,Turnover by K. Durant (lost ball; steal by M. Harkless)
10:58.0,M. Harkless misses 3-pt shot from 24 ft,,24-34,,
10:58.0,,,24-34,,Defensive rebound by K. Singler
10:38.0,,,24-36,2,K. Singler makes 2-pt shot from 6 ft (assist by K. Durant)
10:15.0,G. Henderson misses 2-pt shot from 17 ft,,24-36,,
10:15.0,,,24-36,,Defensive rebound by C. Payne
9:57.0,,,24-36,,K. Singler misses 2-pt shot from 6 ft (block by G. Henderson)
9:56.0,Defensive rebound by A. Crabbe,,24-36,,
9:51.0,C. McCollum misses 2-pt shot at rim,,24-36,,
9:51.0,Offensive rebound by M. Harkless,,24-36,,
9:50.0,M. Harkless makes 2-pt shot at rim,2,26-36,,
9:29.0,,,26-36,,Shooting foul by M. Harkless (drawn by E. Kanter)
9:29.0,,,26-37,1,E. Kanter makes free throw 1 of 2
9:29.0,,,26-37,,A. Morrow enters the game for K. Singler
9:29.0,,,26-38,1,E. Kanter makes free throw 2 of 2
9:15.0,C. McCollum misses 2-pt shot from 10 ft,,26-38,,
9:15.0,Offensive rebound by C. McCollum,,26-38,,
9:10.0,G. Henderson misses 3-pt shot from 25 ft,,26-38,,
9:10.0,,,26-38,,Defensive rebound by R. Foye
9:03.0,,,26-41,3,A. Morrow makes 3-pt shot from 25 ft (assist by R. Foye)
9:02.0,Portland full timeout,,26-41,,
9:02.0,,,26-41,,R. Westbrook enters the game for K. Durant
8:50.0,M. Harkless misses 2-pt shot from 1 ft (block by R. Westbrook),,26-41,,
8:50.0,Offensive rebound by Team,,26-41,,
8:50.0,,,26-41,,S. Ibaka enters the game for R. Foye
8:50.0,M. Leonard enters the game for M. Harkless,,26-41,,
8:40.0,M. Leonard misses 2-pt shot from 2 ft,,26-41,,
8:40.0,,,26-41,,Defensive rebound by S. Ibaka
8:34.0,,,26-43,2,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook)
8:32.0,,,26-43,,Violation by Team (delay of game)
8:17.0,M. Leonard misses 2-pt shot from 14 ft (block by S. Ibaka),,26-43,,
8:16.0,,,26-43,,Defensive rebound by S. Ibaka
8:02.0,,,26-43,,E. Kanter misses 2-pt shot from 7 ft
8:02.0,,,26-43,,Offensive rebound by S. Ibaka
7:54.0,,,26-43,,Turnover by E. Kanter (bad pass)
7:54.0,D. Lillard enters the game for A. Crabbe,,26-43,,
7:54.0,M. Plumlee enters the game for E. Davis,,26-43,,
7:35.0,,,26-43,,Personal block foul by E. Kanter
7:35.0,,,26-43,,A. Roberson enters the game for C. Payne
7:29.0,M. Plumlee misses 2-pt shot from 1 ft,,26-43,,
7:29.0,,,26-43,,Defensive rebound by R. Westbrook
7:23.0,,,26-43,,Shooting foul by M. Leonard (drawn by E. Kanter)
7:23.0,,,26-44,1,E. Kanter makes free throw 1 of 2
7:23.0,,,26-45,1,E. Kanter makes free throw 2 of 2
7:09.0,C. McCollum makes 2-pt shot at rim,2,28-45,,
6:57.0,,,28-47,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
6:31.0,D. Lillard misses 3-pt shot from 24 ft,,28-47,,
6:30.0,,,28-47,,Defensive rebound by R. Westbrook
6:24.0,,,28-47,,E. Kanter misses 2-pt shot at rim (block by M. Plumlee)
6:22.0,Defensive rebound by G. Henderson,,28-47,,
6:17.0,D. Lillard misses 2-pt shot from 23 ft,,28-47,,
6:16.0,,,28-47,,Defensive rebound by A. Roberson
6:08.0,,,28-49,2,S. Ibaka makes 2-pt shot from 10 ft (assist by R. Westbrook)
6:04.0,Portland full timeout,,28-49,,
6:04.0,A. Aminu enters the game for C. McCollum,,28-49,,
5:50.0,Shooting foul by S. Ibaka (drawn by M. Plumlee),,28-49,,
5:50.0,M. Plumlee makes free throw 1 of 2,1,29-49,,
5:50.0,Official timeout,,29-49,,
5:50.0,,,29-49,,K. Durant enters the game for A. Roberson
5:50.0,M. Plumlee makes free throw 2 of 2,1,30-49,,
5:34.0,,,30-51,2,E. Kanter makes 2-pt shot from 16 ft (assist by K. Durant)
5:17.0,Turnover by D. Lillard (lost ball; steal by E. Kanter),,30-51,,
5:11.0,,,30-53,2,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook)
4:46.0,M. Leonard misses 3-pt shot from 24 ft,,30-53,,
4:45.0,,,30-53,,Defensive rebound by R. Westbrook
4:31.0,,,30-56,3,A. Morrow makes 3-pt shot from 22 ft (assist by K. Durant)
4:12.0,M. Leonard misses 2-pt shot from 15 ft,,30-56,,
4:12.0,Offensive rebound by A. Aminu,,30-56,,
4:08.0,G. Henderson makes 2-pt shot from 10 ft (assist by A. Aminu),2,32-56,,
3:57.0,,,32-56,,S. Ibaka misses 2-pt shot from 16 ft
3:56.0,Defensive rebound by M. Leonard,,32-56,,
3:46.0,D. Lillard makes 2-pt shot from 1 ft,2,34-56,,
3:44.0,,,34-56,,Oklahoma City full timeout
3:44.0,,,34-56,,S. Adams enters the game for E. Kanter
3:44.0,C. McCollum enters the game for G. Henderson,,34-56,,
3:37.0,,,34-58,2,R. Westbrook makes 2-pt shot from 1 ft
3:25.0,Shooting foul by R. Westbrook (drawn by A. Aminu),,34-58,,
3:25.0,A. Aminu makes free throw 1 of 2,1,35-58,,
3:25.0,,,35-58,,R. Foye enters the game for A. Morrow
3:25.0,A. Aminu misses free throw 2 of 2,,35-58,,
3:25.0,,,35-58,,Defensive rebound by R. Westbrook
3:11.0,,,35-60,2,K. Durant makes 2-pt shot from 15 ft
2:55.0,M. Leonard makes 3-pt shot from 24 ft (assist by D. Lillard),3,38-60,,
2:40.0,,,38-62,2,S. Ibaka makes 2-pt shot at rim (assist by R. Westbrook)
2:25.0,M. Leonard misses 3-pt shot from 24 ft,,38-62,,
2:25.0,Offensive rebound by Team,,38-62,,
2:24.0,,,38-62,,K. Singler enters the game for S. Ibaka
2:16.0,C. McCollum misses 2-pt shot from 2 ft (block by R. Foye),,38-62,,
2:15.0,Offensive rebound by M. Plumlee,,38-62,,
2:08.0,D. Lillard makes 2-pt shot from 2 ft,2,40-62,,
1:47.0,,,40-62,,Shooting foul by M. Leonard (drawn by S. Adams)
1:47.0,,,40-63,1,S. Adams makes free throw 1 of 2
1:47.0,M. Harkless enters the game for M. Leonard,,40-63,,
1:47.0,,,40-64,1,S. Adams makes free throw 2 of 2
1:27.0,C. McCollum misses 3-pt shot from 22 ft,,40-64,,
1:26.0,Offensive rebound by M. Plumlee,,40-64,,
1:09.0,M. Harkless makes 2-pt shot from 2 ft,2,42-64,,
0:57.0,,,42-66,2,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook)
0:57.0,,,42-66,,Shooting foul by M. Harkless (drawn by S. Adams)
0:57.0,,,42-66,,S. Adams misses free throw 1 of 1
0:56.0,Defensive rebound by A. Aminu,,42-66,,
0:35.0,A. Aminu misses 3-pt shot from 24 ft,,42-66,,
0:34.0,,,42-66,,Defensive rebound by K. Durant
0:14.0,,,42-66,,K. Durant misses 3-pt shot from 22 ft
0:14.0,,,42-66,,Offensive rebound by S. Adams
0:11.0,,,42-66,,K. Durant misses 3-pt shot from 23 ft
0:10.0,Defensive rebound by D. Lillard,,42-66,,
0:01.0,A. Aminu misses 3-pt shot from 24 ft,,42-66,,
0:00.0,Offensive rebound by Team,,42-66,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,42-68,2,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook)
11:20.0,C. McCollum misses 2-pt shot from 1 ft,,42-68,,
11:20.0,Offensive rebound by C. McCollum,,42-68,,
11:20.0,C. McCollum makes 2-pt shot from 1 ft,2,44-68,,
11:02.0,,,44-68,,Shooting foul by A. Aminu (drawn by K. Durant)
11:02.0,,,44-70,2,K. Durant makes 2-pt shot from 12 ft
11:02.0,,,44-71,1,K. Durant makes free throw 1 of 1
10:49.0,N. Vonleh misses 2-pt shot from 1 ft,,44-71,,
10:48.0,,,44-71,,Defensive rebound by S. Ibaka
10:43.0,,,44-71,,R. Westbrook misses 2-pt shot from 1 ft
10:42.0,Defensive rebound by N. Vonleh,,44-71,,
10:42.0,,,44-71,,Personal take foul by R. Westbrook
10:21.0,C. McCollum misses 2-pt shot from 12 ft,,44-71,,
10:20.0,Offensive rebound by Team,,44-71,,
10:20.0,,,44-71,,Loose ball foul by S. Adams
10:16.0,Shooting foul by S. Ibaka (drawn by M. Plumlee),,44-71,,
10:16.0,M. Plumlee makes free throw 1 of 2,1,45-71,,
10:16.0,M. Plumlee makes free throw 2 of 2,1,46-71,,
10:01.0,,,46-73,2,S. Ibaka makes 2-pt shot from 4 ft (assist by K. Durant)
9:41.0,D. Lillard misses 2-pt shot from 5 ft,,46-73,,
9:40.0,Offensive rebound by N. Vonleh,,46-73,,
9:40.0,N. Vonleh makes 2-pt shot from 1 ft,2,48-73,,
9:18.0,,,48-75,2,S. Ibaka makes 2-pt shot from 19 ft (assist by K. Durant)
8:59.0,A. Aminu misses 3-pt shot from 24 ft,,48-75,,
8:58.0,,,48-75,,Defensive rebound by R. Westbrook
8:52.0,,,48-77,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
8:52.0,,,48-77,,Shooting foul by N. Vonleh (drawn by S. Adams)
8:52.0,,,48-78,1,S. Adams makes free throw 1 of 1
8:37.0,Turnover by D. Lillard (lost ball; steal by S. Adams),,48-78,,
8:34.0,,,48-78,,Shooting foul by C. McCollum (drawn by R. Westbrook)
8:34.0,,,48-79,1,R. Westbrook makes free throw 1 of 2
8:34.0,,,48-80,1,R. Westbrook makes free throw 2 of 2
8:24.0,Shooting foul by S. Adams (drawn by D. Lillard),,48-80,,
8:24.0,D. Lillard makes free throw 1 of 2,1,49-80,,
8:24.0,M. Leonard enters the game for N. Vonleh,,49-80,,
8:24.0,D. Lillard makes free throw 2 of 2,1,50-80,,
8:01.0,,,50-80,,S. Adams misses 2-pt shot from 2 ft (block by M. Leonard)
8:00.0,Defensive rebound by M. Plumlee,,50-80,,
7:51.0,C. McCollum makes 2-pt shot from 1 ft,2,52-80,,
7:39.0,,,52-80,,R. Westbrook misses 2-pt shot from 12 ft (block by D. Lillard)
7:37.0,Defensive rebound by D. Lillard,,52-80,,
7:27.0,D. Lillard misses 2-pt shot from 2 ft,,52-80,,
7:26.0,Offensive rebound by M. Plumlee,,52-80,,
7:26.0,M. Plumlee makes 2-pt shot from 2 ft,2,54-80,,
7:26.0,,,54-80,,Oklahoma City full timeout
7:11.0,,,54-83,3,A. Roberson makes 3-pt shot from 22 ft (assist by K. Durant)
6:48.0,C. McCollum misses 2-pt shot from 18 ft,,54-83,,
6:48.0,,,54-83,,Defensive rebound by K. Durant
6:35.0,Personal foul by A. Aminu,,54-83,,
6:28.0,Personal foul by D. Lillard,,54-83,,
6:28.0,,,54-83,,R. Westbrook misses free throw 1 of 2
6:28.0,,,54-83,,Offensive rebound by Team
6:28.0,,,54-83,,R. Foye enters the game for A. Roberson
6:28.0,,,54-83,,R. Westbrook misses free throw 2 of 2
6:28.0,Defensive rebound by M. Leonard,,54-83,,
6:18.0,D. Lillard makes 2-pt shot from 1 ft,2,56-83,,
5:53.0,,,56-83,,K. Durant misses 3-pt shot from 23 ft
5:52.0,Defensive rebound by C. McCollum,,56-83,,
5:39.0,D. Lillard makes 3-pt shot from 25 ft (assist by A. Aminu),3,59-83,,
5:22.0,,,59-85,2,R. Westbrook makes 2-pt shot at rim
5:08.0,Turnover by M. Plumlee (lost ball; steal by S. Adams),,59-85,,
5:04.0,,,59-85,,Shooting foul by M. Leonard (drawn by R. Westbrook)
5:04.0,,,59-86,1,R. Westbrook makes free throw 1 of 2
5:04.0,,,59-86,,K. Singler enters the game for K. Durant
5:04.0,,,59-86,,R. Westbrook misses free throw 2 of 2
5:03.0,Defensive rebound by M. Leonard,,59-86,,
4:46.0,C. McCollum misses 3-pt shot from 22 ft,,59-86,,
4:45.0,Offensive rebound by M. Plumlee,,59-86,,
4:43.0,M. Plumlee misses 2-pt shot from 3 ft (block by S. Adams),,59-86,,
4:42.0,,,59-86,,Defensive rebound by R. Foye
4:40.0,,,59-86,,Turnover by R. Foye (lost ball; steal by C. McCollum)
4:27.0,D. Lillard misses 2-pt shot from 3 ft,,59-86,,
4:27.0,,,59-86,,Defensive rebound by K. Singler
4:20.0,,,59-89,3,S. Ibaka makes 3-pt shot from 25 ft (assist by R. Westbrook)
4:19.0,Portland full timeout,,59-89,,
4:19.0,,,59-89,,E. Kanter enters the game for S. Adams
4:19.0,E. Davis enters the game for A. Aminu,,59-89,,
4:19.0,A. Crabbe enters the game for M. Plumlee,,59-89,,
4:09.0,,,59-89,,Shooting block foul by E. Kanter (drawn by D. Lillard)
4:09.0,D. Lillard makes free throw 1 of 2,1,60-89,,
4:09.0,D. Lillard makes free throw 2 of 2,1,61-89,,
3:57.0,,,61-91,2,S. Ibaka makes 2-pt shot from 19 ft (assist by R. Westbrook)
3:43.0,Shooting foul by R. Foye (drawn by C. McCollum),,61-91,,
3:43.0,C. McCollum makes free throw 1 of 2,1,62-91,,
3:43.0,C. McCollum makes free throw 2 of 2,1,63-91,,
3:24.0,,,63-91,,Turnover by R. Foye (lost ball; steal by A. Crabbe)
3:14.0,C. McCollum misses 2-pt shot from 11 ft,,63-91,,
3:14.0,,,63-91,,Defensive rebound by S. Ibaka
3:04.0,,,63-91,,R. Westbrook misses 2-pt shot from 11 ft
3:03.0,Defensive rebound by M. Leonard,,63-91,,
2:42.0,C. McCollum misses 3-pt shot from 24 ft,,63-91,,
2:41.0,Offensive rebound by M. Leonard,,63-91,,
2:38.0,A. Crabbe misses 3-pt shot from 24 ft,,63-91,,
2:38.0,,,63-91,,Defensive rebound by E. Kanter
2:29.0,,,63-93,2,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook)
2:11.0,Turnover by D. Lillard (lost ball; steal by R. Westbrook),,63-93,,
2:07.0,,,63-95,2,R. Westbrook makes 2-pt shot from 1 ft
1:54.0,,,63-95,,Personal block foul by S. Ibaka
1:54.0,C. McCollum makes free throw 1 of 2,1,64-95,,
1:54.0,,,64-95,,C. Payne enters the game for R. Westbrook
1:54.0,,,64-95,,N. Collison enters the game for S. Ibaka
1:54.0,C. McCollum makes free throw 2 of 2,1,65-95,,
1:40.0,,,65-97,2,E. Kanter makes 2-pt shot from 1 ft (assist by R. Foye)
1:29.0,D. Lillard makes 3-pt shot from 25 ft,3,68-97,,
1:18.0,,,68-100,3,R. Foye makes 3-pt shot from 26 ft (assist by K. Singler)
1:05.0,D. Lillard makes 2-pt shot at rim,2,70-100,,
0:45.0,,,70-102,2,K. Singler makes 2-pt shot from 5 ft (assist by N. Collison)
0:35.0,E. Davis makes 2-pt shot from 1 ft (assist by D. Lillard),2,72-102,,
0:19.0,,,72-102,,E. Kanter misses 2-pt shot from 18 ft
0:19.0,Defensive rebound by M. Leonard,,72-102,,
0:02.0,Turnover by M. Leonard (lost ball; steal by N. Collison),,72-102,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,Turnover by B. Roberts (lost ball; steal by E. Kanter),,72-102,,
11:50.0,,,72-102,,Shooting foul by M. Harkless (drawn by E. Kanter)
11:50.0,,,72-103,1,E. Kanter makes free throw 1 of 2
11:50.0,,,72-104,1,E. Kanter makes free throw 2 of 2
11:38.0,G. Henderson misses 2-pt shot from 14 ft,,72-104,,
11:37.0,,,72-104,,Defensive rebound by R. Foye
11:26.0,,,72-104,,Turnover by E. Kanter (bad pass)
11:12.0,Shooting foul by N. Collison (drawn by E. Davis),,72-104,,
11:12.0,E. Davis makes free throw 1 of 2,1,73-104,,
11:12.0,E. Davis makes free throw 2 of 2,1,74-104,,
10:49.0,,,74-106,2,E. Kanter makes 2-pt shot from 4 ft
10:34.0,A. Crabbe misses 2-pt shot from 17 ft,,74-106,,
10:34.0,,,74-106,,Defensive rebound by C. Payne
10:19.0,,,74-106,,K. Singler misses 3-pt shot from 22 ft
10:18.0,,,74-106,,Offensive rebound by N. Collison
10:14.0,,,74-106,,N. Collison misses 2-pt shot from 4 ft
10:13.0,,,74-106,,Offensive rebound by E. Kanter
10:13.0,,,74-108,2,E. Kanter makes 2-pt shot at rim
9:55.0,B. Roberts misses 2-pt shot from 18 ft,,74-108,,
9:55.0,,,74-108,,Defensive rebound by E. Kanter
9:35.0,,,74-108,,Shooting foul by E. Davis (drawn by E. Kanter)
9:35.0,,,74-109,1,E. Kanter makes free throw 1 of 2
9:35.0,,,74-109,,A. Morrow enters the game for K. Singler
9:35.0,C. Kaman enters the game for E. Davis,,74-109,,
9:35.0,,,74-110,1,E. Kanter makes free throw 2 of 2
9:17.0,G. Henderson makes 2-pt shot from 1 ft,2,76-110,,
9:05.0,,,76-110,,Turnover by C. Payne (bad pass)
8:42.0,B. Roberts misses 2-pt shot from 4 ft,,76-110,,
8:41.0,,,76-110,,Defensive rebound by E. Kanter
8:26.0,,,76-110,,R. Foye misses 2-pt shot from 21 ft
8:26.0,,,76-110,,Offensive rebound by Team
8:26.0,Loose ball foul by C. Kaman,,76-110,,
8:26.0,Official timeout,,76-110,,
8:19.0,,,76-112,2,C. Payne makes 2-pt shot from 4 ft
8:05.0,,,76-112,,Personal block foul by N. Collison
8:05.0,P. Connaughton enters the game for A. Crabbe,,76-112,,
8:01.0,C. Kaman misses 2-pt shot from 14 ft,,76-112,,
8:01.0,,,76-112,,Defensive rebound by E. Kanter
7:48.0,,,76-112,,Turnover by E. Kanter (step out of bounds)
7:29.0,C. Kaman makes 2-pt shot from 1 ft (assist by B. Roberts),2,78-112,,
7:06.0,,,78-114,2,C. Payne makes 2-pt shot from 15 ft
6:48.0,P. Connaughton makes 2-pt shot from 1 ft (assist by C. Kaman),2,80-114,,
6:48.0,Shooting foul by N. Collison (drawn by P. Connaughton),,80-114,,
6:48.0,,,80-114,,N. Mohammed enters the game for E. Kanter
6:48.0,P. Connaughton makes free throw 1 of 1,1,81-114,,
6:35.0,,,81-117,3,R. Foye makes 3-pt shot from 25 ft (assist by C. Payne)
6:15.0,P. Connaughton misses 2-pt shot from 17 ft,,81-117,,
6:15.0,,,81-117,,Defensive rebound by N. Collison
6:08.0,,,81-119,2,R. Foye makes 2-pt shot from 1 ft
5:47.0,M. Harkless misses 3-pt shot from 24 ft,,81-119,,
5:46.0,,,81-119,,Defensive rebound by C. Payne
5:38.0,,,81-121,2,C. Payne makes 2-pt shot from 5 ft
5:38.0,Portland full timeout,,81-121,,
5:38.0,N. Vonleh enters the game for G. Henderson,,81-121,,
5:23.0,M. Harkless misses 2-pt shot from 5 ft,,81-121,,
5:22.0,,,81-121,,Defensive rebound by A. Morrow
5:15.0,,,81-121,,Turnover by N. Mohammed (traveling)
4:58.0,Shooting foul by R. Foye (drawn by M. Harkless),,81-121,,
4:58.0,M. Harkless makes free throw 1 of 2,1,82-121,,
4:58.0,M. Harkless misses free throw 2 of 2,,82-121,,
4:56.0,,,82-121,,Defensive rebound by N. Collison
4:46.0,,,82-121,,Turnover by N. Collison (bad pass)
4:20.0,B. Roberts misses 3-pt shot from 24 ft,,82-121,,
4:20.0,,,82-121,,Defensive rebound by N. Collison
4:06.0,,,82-121,,N. Collison misses 2-pt shot from 16 ft
4:05.0,Defensive rebound by C. Kaman,,82-121,,
3:56.0,,,82-121,,Personal foul by N. Mohammed
3:56.0,B. Roberts makes free throw 1 of 2,1,83-121,,
3:56.0,B. Roberts makes free throw 2 of 2,1,84-121,,
