time,Golden State,pts.away,score,pts.home,Houston
5:19.0,Offensive rebound by S. Livingston,,105-100,,
5:10.0,A. Iguodala misses 3-pt shot from 25 ft,,105-100,,
5:09.0,,,105-100,,Defensive rebound by D. Howard
4:53.0,,,105-102,2,J. Harden makes 2-pt shot from 13 ft
4:35.0,K. Thompson misses 3-pt shot from 24 ft,,105-102,,
4:34.0,,,105-102,,Defensive rebound by P. Beverley
4:24.0,Personal foul by S. Livingston (drawn by J. Harden),,105-102,,
4:13.0,,,105-102,,J. Harden misses 3-pt shot from 24 ft
4:11.0,Defensive rebound by K. Thompson,,105-102,,
3:51.0,S. Livingston misses 2-pt shot from 15 ft,,105-102,,
3:50.0,,,105-102,,Defensive rebound by D. Howard
3:39.0,,,105-102,,J. Harden misses 2-pt shot from 20 ft
3:38.0,Defensive rebound by D. Green,,105-102,,
3:34.0,A. Iguodala makes 2-pt shot at rim (assist by D. Green),2,107-102,,
3:33.0,,,107-102,,Houston full timeout
3:33.0,I. Clark enters the game for S. Livingston,,107-102,,
3:11.0,,,107-102,,M. Thornton misses 3-pt shot from 23 ft
3:10.0,Defensive rebound by D. Green,,107-102,,
2:59.0,A. Bogut makes 2-pt shot at rim (assist by A. Iguodala),2,109-102,,
2:40.0,,,109-102,,M. Thornton misses 2-pt shot from 5 ft
2:39.0,Defensive rebound by D. Green,,109-102,,
2:24.0,K. Thompson makes 2-pt shot from 13 ft (assist by A. Iguodala),2,111-102,,
2:23.0,,,111-102,,Houston full timeout
2:09.0,,,111-102,,P. Beverley misses 2-pt shot at rim
2:08.0,Defensive rebound by A. Bogut,,111-102,,
1:55.0,A. Bogut misses 2-pt shot from 5 ft,,111-102,,
1:54.0,,,111-102,,Defensive rebound by D. Howard
1:49.0,,,111-102,,J. Harden misses 3-pt shot from 24 ft (block by D. Green)
1:47.0,Defensive rebound by A. Bogut,,111-102,,
1:35.0,K. Thompson makes 2-pt shot from 9 ft,2,113-102,,
1:18.0,Personal take foul by A. Bogut (drawn by D. Howard),,113-102,,
1:18.0,,,113-103,1,D. Howard makes free throw 1 of 2
1:18.0,,,113-104,1,D. Howard makes free throw 2 of 2
1:00.0,D. Green misses 3-pt shot from 24 ft,,113-104,,
0:59.0,,,113-104,,Defensive rebound by D. Howard
0:46.0,,,113-104,,P. Beverley misses 2-pt shot from 6 ft
0:45.0,Defensive rebound by D. Green,,113-104,,
0:27.0,Shooting foul by J. Harden (drawn by D. Green),,113-104,,
0:27.0,D. Green makes free throw 1 of 2,1,114-104,,
0:27.0,D. Green misses free throw 2 of 2,,114-104,,
0:27.0,,,114-104,,Defensive rebound by J. Harden
0:14.0,,,114-107,3,T. Ariza makes 3-pt shot from 22 ft (assist by P. Beverley)
0:07.0,Turnover by A. Bogut (bad pass; steal by J. Harden),,114-107,,
0:02.0,,,114-110,3,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden)
0:00.0,End of 4th quarter,,,,End of 4th quarter
