time,Denver,pts.away,score,pts.home,LA Clippers
4:30.0,,,9-21,1,C. Paul makes free throw 1 of 3
4:30.0,,,9-21,,LA Clippers full timeout
4:30.0,,,9-21,,J. Crawford enters the game for L. Mbah a Moute
4:30.0,W. Barton enters the game for J. Sampson,,9-21,,
4:30.0,,,9-21,,C. Paul misses free throw 2 of 3
4:30.0,,,9-21,,Offensive rebound by Team
4:30.0,,,9-22,1,C. Paul makes free throw 3 of 3
4:19.0,,,9-22,,Personal foul by W. Johnson
4:10.0,N. Jokic misses 2-pt shot from 11 ft (block by C. Paul),,9-22,,
4:09.0,Offensive rebound by N. Jokic,,9-22,,
4:05.0,Turnover by D. Arthur (lost ball; steal by W. Johnson),,9-22,,
3:59.0,,,9-22,,J. Crawford misses 3-pt shot from 24 ft
3:55.0,,,9-22,,Offensive rebound by D. Jordan
3:50.0,,,9-22,,J. Redick misses 3-pt shot from 25 ft
3:48.0,,,9-22,,Offensive rebound by W. Johnson
3:36.0,,,9-22,,Shooting foul by D. Arthur (drawn by D. Jordan)
3:36.0,,,9-22,,D. Jordan misses free throw 1 of 2
3:36.0,,,9-22,,Offensive rebound by Team
3:36.0,J. Nurkic enters the game for N. Jokic,,9-22,,
3:36.0,D. Augustin enters the game for D. Arthur,,9-22,,
3:36.0,,,9-22,,J. Green enters the game for J. Redick
3:36.0,,,9-23,1,D. Jordan makes free throw 2 of 2
3:23.0,G. Harris makes 3-pt shot from 24 ft (assist by E. Mudiay),3,12-23,,
2:57.0,,,12-23,,J. Green misses 2-pt shot from 5 ft
2:53.0,,,12-23,,Offensive rebound by D. Jordan
2:53.0,,,12-23,,D. Jordan misses 2-pt shot from 1 ft
2:52.0,,,12-23,,Offensive rebound by D. Jordan
2:52.0,,,12-25,2,D. Jordan makes 2-pt shot from 1 ft
2:37.0,E. Mudiay misses 2-pt shot from 2 ft (block by D. Jordan),,12-25,,
2:36.0,Offensive rebound by Team,,12-25,,
2:36.0,A. Toupane enters the game for E. Mudiay,,12-25,,
2:36.0,,,12-25,,A. Rivers enters the game for C. Paul
2:32.0,D. Augustin makes 3-pt shot from 26 ft (assist by J. Nurkic),3,15-25,,
2:04.0,,,15-25,,A. Rivers misses 3-pt shot from 24 ft
2:04.0,,,15-25,,Offensive rebound by Team
2:04.0,Inbound foul by G. Harris,,15-25,,
2:04.0,,,15-26,1,J. Crawford makes free throw 1 of 2
2:04.0,,,15-27,1,J. Crawford makes free throw 2 of 2
1:51.0,W. Barton misses 2-pt shot from 1 ft,,15-27,,
1:51.0,Offensive rebound by Team,,15-27,,
1:45.0,Turnover by D. Augustin (lost ball; steal by D. Jordan),,15-27,,
1:42.0,,,15-27,,Turnover by D. Jordan (lost ball; steal by G. Harris)
1:36.0,D. Augustin makes 3-pt shot from 26 ft (assist by G. Harris),3,18-27,,
1:21.0,,,18-29,2,J. Green makes 2-pt shot at rim
1:05.0,W. Barton makes 2-pt shot from 9 ft (assist by D. Augustin),2,20-29,,
0:43.0,,,20-29,,J. Green misses 2-pt shot from 9 ft
0:39.0,Defensive rebound by J. Nurkic,,20-29,,
0:32.0,G. Harris makes 3-pt shot from 24 ft (assist by D. Augustin),3,23-29,,
0:09.0,Violation by J. Nurkic (def goaltending),,23-29,,
0:09.0,,,23-31,2,J. Crawford makes 2-pt shot from 1 ft
0:06.0,,,23-31,,Personal foul by A. Rivers
0:01.0,D. Augustin makes 3-pt shot from 26 ft,3,26-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,D. Augustin makes 2-pt shot from 2 ft (assist by J. Nurkic),2,28-31,,
11:20.0,,,28-31,,P. Prigioni misses 3-pt shot from 24 ft
11:19.0,Defensive rebound by J. Lauvergne,,28-31,,
11:07.0,J. Nurkic makes 2-pt shot from 6 ft (assist by A. Toupane),2,30-31,,
10:55.0,Personal foul by J. Nurkic,,30-31,,
10:45.0,,,30-31,,A. Rivers misses 2-pt shot from 2 ft
10:44.0,,,30-31,,Offensive rebound by C. Aldrich
10:44.0,,,30-33,2,C. Aldrich makes 2-pt shot from 2 ft
10:27.0,Turnover by J. Nurkic (lost ball; steal by P. Prigioni),,30-33,,
10:23.0,,,30-33,,A. Rivers misses 2-pt shot from 2 ft (block by J. Nurkic)
10:23.0,,,30-33,,Offensive rebound by Team
10:11.0,,,30-36,3,A. Rivers makes 3-pt shot from 24 ft (assist by P. Prigioni)
9:52.0,J. Lauvergne makes 2-pt shot from 3 ft (assist by W. Barton),2,32-36,,
9:41.0,Personal foul by J. Lauvergne,,32-36,,
9:37.0,,,32-36,,Turnover by A. Rivers (bad pass)
9:24.0,,,32-36,,Personal block foul by C. Aldrich
9:19.0,J. Lauvergne makes 2-pt shot at rim (assist by D. Augustin),2,34-36,,
8:52.0,,,34-38,2,J. Crawford makes 2-pt shot from 18 ft
8:50.0,,,34-38,,Personal foul by P. Prigioni
8:50.0,Official timeout,,34-38,,
8:32.0,J. Lauvergne misses 2-pt shot from 8 ft,,34-38,,
8:30.0,,,34-38,,Defensive rebound by J. Green
8:16.0,,,34-40,2,J. Green makes 2-pt shot from 1 ft (assist by A. Rivers)
8:03.0,J. Nurkic misses 2-pt shot from 2 ft,,34-40,,
8:02.0,Offensive rebound by J. Nurkic,,34-40,,
8:02.0,J. Nurkic misses 2-pt shot from 2 ft,,34-40,,
7:59.0,Offensive rebound by J. Lauvergne,,34-40,,
7:59.0,J. Lauvergne makes 2-pt shot from 1 ft,2,36-40,,
7:40.0,,,36-40,,J. Crawford misses 3-pt shot from 26 ft
7:39.0,,,36-40,,Offensive rebound by P. Prigioni
7:30.0,Personal foul by J. Nurkic,,36-40,,
7:18.0,,,36-42,2,J. Green makes 2-pt shot at rim (assist by P. Prigioni)
7:16.0,Denver full timeout,,36-42,,
7:16.0,,,36-42,,C. Paul enters the game for P. Prigioni
7:16.0,,,36-42,,J. Redick enters the game for A. Rivers
7:16.0,N. Jokic enters the game for J. Nurkic,,36-42,,
7:01.0,W. Barton misses 3-pt shot from 26 ft,,36-42,,
7:01.0,,,36-42,,Defensive rebound by Team
7:01.0,Loose ball foul by J. Lauvergne,,36-42,,
6:40.0,,,36-42,,J. Green misses 2-pt shot at rim
6:38.0,,,36-42,,Offensive rebound by J. Green
6:38.0,,,36-42,,J. Green misses 2-pt shot from 2 ft
6:37.0,,,36-42,,Offensive rebound by C. Aldrich
6:30.0,,,36-42,,C. Paul misses 3-pt shot from 23 ft
6:29.0,,,36-42,,Offensive rebound by J. Green
6:28.0,,,36-42,,J. Green misses 2-pt shot from 8 ft (block by W. Barton)
6:27.0,Defensive rebound by D. Augustin,,36-42,,
6:27.0,Denver full timeout,,36-42,,
6:14.0,D. Augustin misses 3-pt shot from 26 ft,,36-42,,
6:14.0,,,36-42,,Defensive rebound by Team
6:14.0,Loose ball foul by J. Lauvergne,,36-42,,
6:14.0,,,36-42,,J. Green misses free throw 1 of 2
6:14.0,,,36-42,,Offensive rebound by Team
6:14.0,D. Arthur enters the game for J. Lauvergne,,36-42,,
6:14.0,,,36-42,,D. Jordan enters the game for C. Aldrich
6:14.0,,,36-42,,P. Pierce enters the game for J. Crawford
6:14.0,,,36-43,1,J. Green makes free throw 2 of 2
5:59.0,Turnover by W. Barton (lost ball; steal by D. Jordan),,36-43,,
5:55.0,,,36-45,2,J. Green makes 2-pt shot at rim
5:35.0,N. Jokic makes 2-pt shot from 21 ft,2,38-45,,
5:09.0,,,38-45,,J. Redick misses 2-pt shot from 2 ft
5:07.0,Defensive rebound by N. Jokic,,38-45,,
5:03.0,,,38-45,,Personal block foul by J. Green
5:03.0,E. Mudiay enters the game for W. Barton,,38-45,,
5:03.0,G. Harris enters the game for A. Toupane,,38-45,,
4:55.0,D. Augustin misses 2-pt shot from 13 ft,,38-45,,
4:53.0,Offensive rebound by D. Arthur,,38-45,,
4:49.0,Shooting foul by P. Pierce (drawn by D. Augustin),,38-45,,
4:49.0,D. Augustin misses free throw 1 of 2,,38-45,,
4:49.0,Offensive rebound by Team,,38-45,,
4:49.0,D. Augustin makes free throw 2 of 2,1,39-45,,
4:39.0,,,39-45,,Turnover by D. Jordan (lost ball)
4:26.0,Shooting foul by D. Jordan (drawn by D. Augustin),,39-45,,
4:26.0,D. Augustin makes free throw 1 of 2,1,40-45,,
4:26.0,D. Augustin makes free throw 2 of 2,1,41-45,,
4:16.0,,,41-45,,Turnover by J. Redick (lost ball; steal by N. Jokic)
4:11.0,G. Harris makes 2-pt shot from 1 ft (assist by D. Augustin),2,43-45,,
4:07.0,,,43-45,,LA Clippers full timeout
3:58.0,,,43-47,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
3:42.0,Turnover by D. Arthur (lost ball; steal by J. Green),,43-47,,
3:37.0,,,43-49,2,C. Paul makes 2-pt shot from 1 ft (assist by P. Pierce)
3:13.0,E. Mudiay misses 2-pt shot from 2 ft,,43-49,,
3:09.0,,,43-49,,Defensive rebound by D. Jordan
2:56.0,,,43-49,,P. Pierce misses 3-pt shot from 26 ft
2:54.0,Defensive rebound by D. Arthur,,43-49,,
2:49.0,E. Mudiay misses 2-pt shot from 2 ft (block by P. Pierce),,43-49,,
2:45.0,Offensive rebound by D. Arthur,,43-49,,
2:45.0,N. Jokic misses 3-pt shot from 30 ft,,43-49,,
2:45.0,,,43-49,,Defensive rebound by Team
2:45.0,,,43-49,,L. Mbah a Moute enters the game for J. Green
2:28.0,,,43-49,,Turnover by D. Jordan (lost ball)
2:20.0,,,43-49,,Personal foul by C. Paul
2:20.0,D. Arthur makes free throw 1 of 2,1,44-49,,
2:20.0,D. Arthur makes free throw 2 of 2,1,45-49,,
2:07.0,,,45-52,3,J. Redick makes 3-pt shot from 26 ft (assist by C. Paul)
1:55.0,,,45-52,,Personal foul by D. Jordan
1:55.0,N. Jokic misses free throw 1 of 2,,45-52,,
1:55.0,Offensive rebound by Team,,45-52,,
1:55.0,N. Jokic makes free throw 2 of 2,1,46-52,,
1:43.0,,,46-52,,Turnover by J. Redick (lost ball; steal by D. Augustin)
1:38.0,D. Augustin makes 2-pt shot from 2 ft,2,48-52,,
1:26.0,,,48-52,,C. Paul misses 2-pt shot from 1 ft
1:25.0,,,48-52,,Offensive rebound by C. Paul
1:24.0,,,48-52,,C. Paul misses 2-pt shot from 4 ft
1:22.0,,,48-52,,Offensive rebound by D. Jordan
1:21.0,,,48-52,,D. Jordan misses 2-pt shot at rim
1:21.0,Defensive rebound by D. Arthur,,48-52,,
1:04.0,D. Arthur misses 3-pt shot from 26 ft,,48-52,,
1:03.0,,,48-52,,Defensive rebound by L. Mbah a Moute
0:54.0,,,48-52,,P. Pierce misses 3-pt shot from 25 ft
0:52.0,Defensive rebound by D. Arthur,,48-52,,
0:43.0,D. Augustin misses 2-pt shot from 15 ft,,48-52,,
0:40.0,Offensive rebound by E. Mudiay,,48-52,,
0:40.0,E. Mudiay misses 2-pt shot from 1 ft,,48-52,,
0:36.0,,,48-52,,Defensive rebound by D. Jordan
0:31.0,,,48-52,,C. Paul misses 2-pt shot from 14 ft
0:27.0,Defensive rebound by N. Jokic,,48-52,,
0:09.0,E. Mudiay misses 3-pt shot from 26 ft,,48-52,,
0:07.0,,,48-52,,Defensive rebound by D. Jordan
0:07.0,,,48-52,,LA Clippers full timeout
0:07.0,,,48-52,,A. Rivers enters the game for L. Mbah a Moute
0:07.0,,,48-52,,W. Johnson enters the game for P. Pierce
0:07.0,,,48-52,,J. Crawford enters the game for D. Jordan
0:07.0,J. Sampson enters the game for N. Jokic,,48-52,,
0:07.0,W. Barton enters the game for D. Augustin,,48-52,,
0:01.0,,,48-52,,A. Rivers misses 2-pt shot from 5 ft (block by E. Mudiay)
0:00.0,,,48-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,G. Harris misses 2-pt shot from 16 ft,,48-52,,
11:43.0,,,48-52,,Defensive rebound by D. Jordan
11:38.0,,,48-54,2,P. Pierce makes 2-pt shot from 2 ft (assist by J. Redick)
11:21.0,E. Mudiay misses 2-pt shot from 19 ft,,48-54,,
11:19.0,Offensive rebound by D. Arthur,,48-54,,
11:19.0,D. Arthur makes 2-pt shot from 3 ft,2,50-54,,
11:02.0,,,50-54,,J. Redick misses 3-pt shot from 25 ft
11:01.0,,,50-54,,Offensive rebound by D. Jordan
11:00.0,,,50-54,,Turnover by L. Mbah a Moute (back court)
10:44.0,D. Arthur misses 3-pt shot from 23 ft,,50-54,,
10:43.0,,,50-54,,Defensive rebound by C. Paul
10:28.0,,,50-54,,J. Redick misses 2-pt shot from 22 ft
10:27.0,,,50-54,,Offensive rebound by D. Jordan
10:05.0,,,50-54,,C. Paul misses 3-pt shot from 25 ft
10:03.0,Defensive rebound by E. Mudiay,,50-54,,
9:47.0,J. Sampson misses 2-pt shot from 16 ft,,50-54,,
9:47.0,Offensive rebound by D. Arthur,,50-54,,
9:45.0,Turnover by D. Arthur (lost ball; steal by C. Paul),,50-54,,
9:39.0,,,50-54,,J. Redick misses 3-pt shot from 25 ft
9:37.0,Defensive rebound by N. Jokic,,50-54,,
9:30.0,G. Harris misses 2-pt shot from 2 ft (block by D. Jordan),,50-54,,
9:30.0,Offensive rebound by Team,,50-54,,
9:20.0,D. Arthur misses 2-pt shot from 2 ft (block by D. Jordan),,50-54,,
9:17.0,,,50-54,,Defensive rebound by J. Redick
9:14.0,,,50-56,2,D. Jordan makes 2-pt shot from 3 ft (assist by C. Paul)
9:01.0,J. Sampson misses 3-pt shot from 23 ft,,50-56,,
8:59.0,Offensive rebound by D. Arthur,,50-56,,
8:59.0,D. Arthur misses 2-pt shot from 2 ft,,50-56,,
8:55.0,,,50-56,,Defensive rebound by P. Pierce
8:48.0,,,50-56,,P. Pierce misses 3-pt shot from 27 ft
8:45.0,Defensive rebound by N. Jokic,,50-56,,
8:40.0,E. Mudiay misses 2-pt shot from 1 ft (block by D. Jordan),,50-56,,
8:38.0,Offensive rebound by D. Arthur,,50-56,,
8:30.0,E. Mudiay misses 3-pt shot from 26 ft,,50-56,,
8:29.0,Offensive rebound by N. Jokic,,50-56,,
8:26.0,J. Sampson makes 2-pt shot from 4 ft (assist by N. Jokic),2,52-56,,
8:09.0,,,52-56,,C. Paul misses 2-pt shot from 12 ft
8:06.0,,,52-56,,Offensive rebound by L. Mbah a Moute
7:50.0,,,52-58,2,D. Jordan makes 2-pt shot from 3 ft (assist by L. Mbah a Moute)
7:50.0,Denver full timeout,,52-58,,
7:50.0,,,52-58,,W. Johnson enters the game for P. Pierce
7:33.0,D. Arthur misses 3-pt shot from 25 ft,,52-58,,
7:33.0,Offensive rebound by Team,,52-58,,
7:33.0,,,52-58,,Loose ball foul by J. Redick
7:24.0,N. Jokic misses 2-pt shot from 19 ft (block by D. Jordan),,52-58,,
7:21.0,,,52-58,,Defensive rebound by D. Jordan
7:11.0,,,52-58,,Shooting foul by E. Mudiay (drawn by J. Redick)
7:11.0,,,52-59,1,J. Redick makes free throw 1 of 2
7:11.0,,,52-60,1,J. Redick makes free throw 2 of 2
6:49.0,D. Arthur misses 2-pt shot from 13 ft,,52-60,,
6:48.0,,,52-60,,Defensive rebound by J. Redick
6:42.0,,,52-60,,Shooting foul by E. Mudiay (drawn by C. Paul)
6:42.0,,,52-61,1,C. Paul makes free throw 1 of 2
6:42.0,W. Barton enters the game for J. Sampson,,52-61,,
6:42.0,D. Augustin enters the game for N. Jokic,,52-61,,
6:42.0,,,52-62,1,C. Paul makes free throw 2 of 2
6:29.0,E. Mudiay makes 2-pt shot from 19 ft (assist by G. Harris),2,54-62,,
6:10.0,,,54-65,3,C. Paul makes 3-pt shot from 25 ft (assist by W. Johnson)
5:56.0,Turnover by E. Mudiay (lost ball; steal by L. Mbah a Moute),,54-65,,
5:50.0,,,54-67,2,W. Johnson makes 2-pt shot from 18 ft (assist by C. Paul)
5:50.0,Denver full timeout,,54-67,,
5:35.0,,,54-67,,Def 3 sec tech foul by W. Johnson
5:35.0,W. Barton misses technical free throw,,54-67,,
5:35.0,Offensive rebound by Team,,54-67,,
5:30.0,E. Mudiay misses 3-pt shot from 26 ft,,54-67,,
5:27.0,,,54-67,,Defensive rebound by C. Paul
5:23.0,,,54-67,,J. Redick misses 3-pt shot from 25 ft
5:21.0,Defensive rebound by G. Harris,,54-67,,
5:11.0,Turnover by D. Augustin (step out of bounds),,54-67,,
5:11.0,Violation by Team (jump ball),,54-67,,
4:58.0,,,54-67,,J. Redick misses 3-pt shot from 25 ft
4:57.0,Defensive rebound by W. Barton,,54-67,,
4:51.0,W. Barton makes 2-pt shot from 2 ft,2,56-67,,
4:35.0,,,56-67,,Turnover by D. Jordan (bad pass)
4:35.0,,,56-67,,J. Crawford enters the game for J. Redick
4:35.0,,,56-67,,J. Green enters the game for L. Mbah a Moute
4:20.0,D. Arthur misses 2-pt shot from 14 ft,,56-67,,
4:16.0,,,56-67,,Defensive rebound by D. Jordan
4:04.0,,,56-67,,Turnover by D. Jordan (lost ball; steal by W. Barton)
3:52.0,D. Arthur misses 2-pt shot from 1 ft,,56-67,,
3:52.0,Offensive rebound by D. Arthur,,56-67,,
3:52.0,D. Arthur misses 2-pt shot from 1 ft,,56-67,,
3:52.0,,,56-67,,Defensive rebound by J. Green
3:52.0,,,56-67,,LA Clippers full timeout
3:52.0,J. Nurkic enters the game for D. Arthur,,56-67,,
3:52.0,A. Toupane enters the game for E. Mudiay,,56-67,,
3:38.0,Personal foul by D. Augustin,,56-67,,
3:30.0,,,56-67,,C. Paul misses 2-pt shot from 15 ft
3:27.0,,,56-67,,Offensive rebound by W. Johnson
3:25.0,,,56-69,2,D. Jordan makes 2-pt shot from 5 ft (assist by C. Paul)
3:09.0,D. Augustin misses 3-pt shot from 26 ft,,56-69,,
3:08.0,,,56-69,,Defensive rebound by J. Green
3:03.0,,,56-71,2,W. Johnson makes 2-pt shot from 2 ft (assist by C. Paul)
2:47.0,Turnover by A. Toupane (lost ball; steal by W. Johnson),,56-71,,
2:47.0,Loose ball foul by G. Harris,,56-71,,
2:47.0,,,56-71,,A. Rivers enters the game for C. Paul
2:28.0,,,56-71,,Turnover by J. Crawford (lost ball; steal by D. Augustin)
2:22.0,W. Barton makes 2-pt shot at rim (assist by D. Augustin),2,58-71,,
1:51.0,,,58-73,2,D. Jordan makes 2-pt shot from 3 ft (assist by J. Crawford)
1:28.0,J. Nurkic makes 2-pt shot from 2 ft,2,60-73,,
1:02.0,,,60-73,,J. Crawford misses 3-pt shot from 27 ft
1:01.0,Defensive rebound by W. Barton,,60-73,,
0:56.0,,,60-73,,Personal foul by W. Johnson
0:56.0,,,60-73,,C. Aldrich enters the game for D. Jordan
0:41.0,Turnover by J. Nurkic (lost ball; steal by J. Green),,60-73,,
0:38.0,,,60-75,2,J. Green makes 2-pt shot from 1 ft
0:21.0,G. Harris misses 3-pt shot from 27 ft,,60-75,,
0:20.0,,,60-75,,Defensive rebound by C. Aldrich
0:01.0,,,60-75,,Shooting foul by A. Toupane (drawn by J. Crawford)
0:01.0,,,60-76,1,J. Crawford makes free throw 1 of 2
0:01.0,,,60-77,1,J. Crawford makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,60-79,2,J. Crawford makes 2-pt shot from 2 ft
11:22.0,,,60-79,,Personal foul by C. Aldrich
11:09.0,J. Lauvergne makes 2-pt shot from 17 ft (assist by D. Augustin),2,62-79,,
10:47.0,,,62-79,,J. Crawford misses 3-pt shot from 26 ft
10:44.0,,,62-79,,Offensive rebound by J. Green
10:44.0,,,62-81,2,J. Green makes 2-pt shot at rim
10:32.0,D. Augustin misses 2-pt shot from 1 ft (block by C. Aldrich),,62-81,,
10:28.0,Offensive rebound by A. Toupane,,62-81,,
10:24.0,D. Augustin misses 3-pt shot from 23 ft,,62-81,,
10:23.0,Offensive rebound by A. Toupane,,62-81,,
10:09.0,J. Lauvergne misses 3-pt shot from 25 ft,,62-81,,
10:08.0,Offensive rebound by J. Nurkic,,62-81,,
10:08.0,J. Nurkic misses 2-pt shot from 1 ft,,62-81,,
10:05.0,Offensive rebound by J. Nurkic,,62-81,,
10:05.0,J. Nurkic makes 2-pt shot from 1 ft,2,64-81,,
9:45.0,,,64-81,,Shooting foul by A. Toupane (drawn by J. Crawford)
9:45.0,,,64-82,1,J. Crawford makes free throw 1 of 2
9:45.0,,,64-83,1,J. Crawford makes free throw 2 of 2
9:29.0,Turnover by J. Lauvergne (bad pass),,64-83,,
9:29.0,Violation by J. Nurkic (kicked ball),,64-83,,
9:11.0,,,64-85,2,A. Rivers makes 2-pt shot from 2 ft
8:51.0,A. Toupane makes 2-pt shot from 21 ft (assist by J. Nurkic),2,66-85,,
8:40.0,,,66-85,,Offensive foul by W. Johnson
8:40.0,,,66-85,,Turnover by W. Johnson (offensive foul)
8:40.0,Official timeout,,66-85,,
8:19.0,W. Barton misses 3-pt shot from 27 ft,,66-85,,
8:18.0,,,66-85,,Defensive rebound by J. Crawford
8:12.0,,,66-88,3,W. Johnson makes 3-pt shot from 27 ft (assist by J. Crawford)
7:48.0,J. Nurkic makes 2-pt shot from 15 ft (assist by W. Barton),2,68-88,,
7:30.0,,,68-88,,J. Crawford misses 2-pt shot from 1 ft
7:29.0,Defensive rebound by J. Nurkic,,68-88,,
7:15.0,J. Lauvergne makes 2-pt shot from 3 ft (assist by W. Barton),2,70-88,,
6:48.0,,,70-88,,A. Rivers misses 3-pt shot from 24 ft
6:47.0,Defensive rebound by J. Lauvergne,,70-88,,
6:35.0,,,70-88,,Personal foul by C. Aldrich
6:22.0,J. Nurkic makes 2-pt shot from 2 ft (assist by D. Augustin),2,72-88,,
6:06.0,,,72-88,,Shooting foul by A. Toupane (drawn by J. Crawford)
6:06.0,,,72-89,1,J. Crawford makes free throw 1 of 2
6:06.0,,,72-90,1,J. Crawford makes free throw 2 of 2
5:54.0,D. Augustin misses 3-pt shot from 25 ft,,72-90,,
5:50.0,,,72-90,,Defensive rebound by W. Johnson
5:33.0,,,72-90,,Shooting foul by W. Barton (drawn by A. Rivers)
5:33.0,,,72-90,,LA Clippers full timeout
5:33.0,,,72-90,,P. Prigioni enters the game for J. Crawford
5:33.0,,,72-90,,A. Rivers misses free throw 1 of 2
5:33.0,,,72-90,,Offensive rebound by Team
5:33.0,,,72-90,,A. Rivers misses free throw 2 of 2
5:30.0,Defensive rebound by J. Lauvergne,,72-90,,
5:11.0,,,72-90,,Violation by C. Aldrich (def goaltending)
5:11.0,J. Nurkic makes 2-pt shot from 5 ft,2,74-90,,
4:59.0,,,74-92,2,A. Rivers makes 2-pt shot from 2 ft (assist by P. Prigioni)
4:40.0,J. Nurkic makes 2-pt shot at rim (assist by D. Augustin),2,76-92,,
4:13.0,,,76-92,,C. Aldrich misses 2-pt shot from 3 ft
4:11.0,Defensive rebound by D. Augustin,,76-92,,
4:08.0,D. Augustin misses 3-pt shot from 24 ft,,76-92,,
4:08.0,Offensive rebound by Team,,76-92,,
4:08.0,,,76-92,,Loose ball foul by J. Green
4:01.0,J. Nurkic misses 2-pt shot from 3 ft (block by J. Green),,76-92,,
4:01.0,Offensive rebound by Team,,76-92,,
3:54.0,J. Nurkic makes 2-pt shot at rim (assist by D. Augustin),2,78-92,,
3:28.0,,,78-92,,Turnover by Team (shot clock)
3:15.0,W. Barton misses 2-pt shot from 3 ft (block by W. Johnson),,78-92,,
