time,Cleveland,pts.away,score,pts.home,Golden State
9:57.0,,,28-25,3,K. Thompson makes 3-pt shot from 27 ft (assist by D. Green)
9:43.0,Turnover by L. James (lost ball; steal by D. Green),,28-25,,
9:37.0,,,28-27,2,S. Livingston makes 2-pt shot at rim (assist by K. Thompson)
9:36.0,Cleveland full timeout,,28-27,,
9:14.0,M. Dellavedova misses 2-pt shot from 8 ft,,28-27,,
9:14.0,,,28-27,,Defensive rebound by K. Thompson
9:01.0,,,28-29,2,H. Barnes makes 2-pt shot at rim (assist by A. Iguodala)
8:44.0,C. Frye misses 2-pt shot from 6 ft,,28-29,,
8:43.0,Offensive rebound by R. Jefferson,,28-29,,
8:42.0,R. Jefferson misses 2-pt shot from 1 ft,,28-29,,
8:39.0,,,28-29,,Defensive rebound by D. Green
8:28.0,,,28-31,2,K. Thompson makes 2-pt shot from 18 ft (assist by D. Green)
8:08.0,Shooting foul by S. Livingston (drawn by L. James),,28-31,,
8:08.0,L. James makes free throw 1 of 2,1,29-31,,
8:08.0,K. Irving enters the game for M. Dellavedova,,29-31,,
8:08.0,K. Love enters the game for C. Frye,,29-31,,
8:08.0,,,29-31,,S. Curry enters the game for S. Livingston
8:08.0,L. James makes free throw 2 of 2,1,30-31,,
7:56.0,,,30-34,3,D. Green makes 3-pt shot from 26 ft (assist by K. Thompson)
7:37.0,Turnover by L. James (bad pass),,30-34,,
7:36.0,J. Smith enters the game for I. Shumpert,,30-34,,
7:28.0,,,30-37,3,D. Green makes 3-pt shot from 26 ft (assist by K. Thompson)
7:04.0,Turnover by L. James (lost ball),,30-37,,
7:04.0,T. Thompson enters the game for R. Jefferson,,30-37,,
6:49.0,,,30-37,,S. Curry misses 3-pt shot from 25 ft
6:48.0,Defensive rebound by K. Love,,30-37,,
6:41.0,Turnover by K. Irving (lost ball; steal by K. Thompson),,30-37,,
6:37.0,,,30-37,,A. Iguodala misses 2-pt shot from 1 ft
6:36.0,Defensive rebound by L. James,,30-37,,
6:27.0,T. Thompson misses 2-pt shot from 3 ft (block by S. Curry),,30-37,,
6:24.0,,,30-37,,Defensive rebound by S. Curry
6:22.0,,,30-37,,Turnover by S. Curry (lost ball; steal by K. Irving)
6:07.0,K. Irving misses 2-pt shot from 3 ft (block by H. Barnes),,30-37,,
6:07.0,,,30-37,,Defensive rebound by Team
6:07.0,Jump ball: D. Green vs. T. Thompson (J. Smith gains possession),,,,Jump ball: D. Green vs. T. Thompson (J. Smith gains possession)
6:06.0,Loose ball foul by T. Thompson,,30-37,,
5:53.0,,,30-39,2,S. Curry makes 2-pt shot from 13 ft
5:28.0,L. James misses 2-pt shot from 3 ft,,30-39,,
5:27.0,Offensive rebound by T. Thompson,,30-39,,
5:27.0,T. Thompson misses 2-pt shot from 2 ft,,30-39,,
5:26.0,,,30-39,,Defensive rebound by D. Green
5:16.0,,,30-39,,K. Thompson misses 3-pt shot from 28 ft
5:15.0,,,30-39,,Offensive rebound by H. Barnes
5:09.0,,,30-41,2,D. Green makes 2-pt shot from 1 ft (assist by K. Thompson)
5:09.0,,,30-41,,Shooting foul by T. Thompson (drawn by D. Green)
5:09.0,Official timeout,,30-41,,
5:09.0,,,30-41,,S. Livingston enters the game for A. Iguodala
5:09.0,R. Jefferson enters the game for T. Thompson,,30-41,,
5:09.0,,,30-42,1,D. Green makes free throw 1 of 1
4:54.0,L. James misses 2-pt shot from 18 ft,,30-42,,
4:53.0,Offensive rebound by Team,,30-42,,
4:36.0,K. Love makes 3-pt shot from 24 ft (assist by J. Smith),3,33-42,,
4:17.0,,,33-42,,K. Thompson misses 3-pt shot from 23 ft
4:17.0,Defensive rebound by R. Jefferson,,33-42,,
4:09.0,L. James makes 2-pt shot from 1 ft,2,35-42,,
3:54.0,,,35-42,,K. Thompson misses 2-pt shot from 3 ft (block by R. Jefferson)
3:54.0,Defensive rebound by L. James,,35-42,,
3:39.0,K. Irving misses 2-pt shot from 4 ft (block by S. Livingston),,35-42,,
3:38.0,,,35-42,,Defensive rebound by H. Barnes
3:36.0,Personal block foul by J. Smith,,35-42,,
3:36.0,,,35-42,,Golden State full timeout
3:36.0,,,35-42,,A. Iguodala enters the game for H. Barnes
3:26.0,,,35-45,3,S. Curry makes 3-pt shot from 28 ft
3:09.0,K. Love misses 3-pt shot from 24 ft,,35-45,,
3:08.0,,,35-45,,Defensive rebound by S. Livingston
3:01.0,,,35-48,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry)
2:40.0,Shooting foul by S. Curry (drawn by L. James),,35-48,,
2:40.0,L. James makes free throw 1 of 2,1,36-48,,
2:40.0,L. James makes free throw 2 of 2,1,37-48,,
2:26.0,,,37-50,2,S. Curry makes 2-pt shot from 2 ft
2:17.0,J. Smith misses 3-pt shot from 24 ft,,37-50,,
2:15.0,,,37-50,,Defensive rebound by S. Livingston
2:08.0,,,37-52,2,A. Iguodala makes 2-pt shot from 3 ft (assist by S. Livingston)
2:08.0,,,37-52,,Shooting foul by L. James (drawn by A. Iguodala)
2:08.0,,,37-52,,H. Barnes enters the game for S. Curry
2:08.0,,,37-52,,A. Iguodala misses free throw 1 of 1
2:08.0,Defensive rebound by L. James,,37-52,,
1:48.0,R. Jefferson makes 2-pt shot from 2 ft (assist by L. James),2,39-52,,
1:37.0,,,39-52,,K. Thompson misses 3-pt shot from 28 ft
1:36.0,Defensive rebound by R. Jefferson,,39-52,,
1:30.0,J. Smith misses 2-pt shot from 2 ft,,39-52,,
1:30.0,,,39-52,,Defensive rebound by Team
1:10.0,,,39-52,,D. Green misses 3-pt shot from 26 ft
1:10.0,Defensive rebound by R. Jefferson,,39-52,,
1:03.0,L. James makes 2-pt shot at rim,2,41-52,,
0:48.0,,,41-52,,D. Green misses 3-pt shot from 28 ft
0:47.0,Defensive rebound by K. Irving,,41-52,,
0:34.0,L. James makes 2-pt shot from 2 ft,2,43-52,,
0:17.0,,,43-52,,D. Green misses 2-pt shot from 5 ft
0:17.0,,,43-52,,Offensive rebound by A. Iguodala
0:04.0,,,43-52,,Turnover by A. Iguodala (lost ball; steal by J. Smith)
0:01.0,Shooting foul by A. Iguodala (drawn by R. Jefferson),,43-52,,
0:01.0,R. Jefferson makes free throw 1 of 2,1,44-52,,
0:01.0,,,44-52,,S. Curry enters the game for S. Livingston
0:01.0,R. Jefferson misses free throw 2 of 2,,44-52,,
0:01.0,,,44-52,,Defensive rebound by H. Barnes
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,44-52,,Turnover by K. Thompson (traveling)
11:16.0,K. Love misses 3-pt shot from 23 ft,,44-52,,
11:16.0,,,44-52,,Defensive rebound by Team
11:16.0,Loose ball foul by T. Thompson,,44-52,,
11:02.0,,,44-52,,D. Green misses 2-pt shot from 12 ft (block by L. James)
11:00.0,Defensive rebound by K. Irving,,44-52,,
10:58.0,Turnover by J. Smith (lost ball),,44-52,,
10:46.0,,,44-52,,Turnover by K. Thompson (lost ball; steal by K. Love)
10:34.0,K. Irving makes 2-pt shot from 2 ft,2,46-52,,
10:22.0,,,46-55,3,S. Curry makes 3-pt shot from 26 ft (assist by D. Green)
10:08.0,Turnover by K. Love (lost ball; steal by A. Bogut),,46-55,,
10:05.0,,,46-55,,Golden State full timeout
10:05.0,R. Jefferson enters the game for T. Thompson,,46-55,,
10:05.0,,,46-55,,A. Iguodala enters the game for A. Bogut
9:54.0,Personal foul by R. Jefferson,,46-55,,
9:54.0,I. Shumpert enters the game for K. Love,,46-55,,
9:44.0,,,46-55,,D. Green misses 2-pt shot from 14 ft
9:43.0,,,46-55,,Offensive rebound by A. Iguodala
9:43.0,,,46-57,2,A. Iguodala makes 2-pt shot at rim
9:16.0,,,46-57,,Personal foul by D. Green
9:02.0,Turnover by Team (shot clock),,46-57,,
8:53.0,Personal foul by L. James,,46-57,,
8:48.0,,,46-57,,Turnover by S. Curry (lost ball; steal by R. Jefferson)
8:42.0,,,46-57,,Personal foul by S. Curry
8:42.0,R. Jefferson makes free throw 1 of 2,1,47-57,,
8:42.0,,,47-57,,L. Barbosa enters the game for S. Curry
8:42.0,R. Jefferson misses free throw 2 of 2,,47-57,,
8:41.0,,,47-57,,Defensive rebound by D. Green
8:38.0,,,47-57,,Turnover by D. Green (lost ball)
8:30.0,J. Smith makes 2-pt shot from 2 ft,2,49-57,,
8:08.0,,,49-60,3,D. Green makes 3-pt shot from 26 ft (assist by K. Thompson)
7:50.0,K. Irving misses 2-pt shot from 18 ft,,49-60,,
7:49.0,Offensive rebound by J. Smith,,49-60,,
7:43.0,K. Irving makes 2-pt shot at rim (assist by J. Smith),2,51-60,,
7:27.0,,,51-60,,Turnover by K. Thompson (lost ball; steal by K. Irving)
7:24.0,Turnover by I. Shumpert (lost ball; steal by H. Barnes),,51-60,,
7:22.0,Loose ball foul by R. Jefferson,,51-60,,
7:00.0,,,51-62,2,L. Barbosa makes 2-pt shot from 2 ft
6:51.0,R. Jefferson makes 2-pt shot at rim (assist by L. James),2,53-62,,
6:28.0,,,53-65,3,K. Thompson makes 3-pt shot from 29 ft
6:08.0,L. James misses 3-pt shot from 24 ft,,53-65,,
6:07.0,,,53-65,,Defensive rebound by A. Iguodala
5:58.0,,,53-67,2,L. Barbosa makes 2-pt shot from 1 ft (assist by A. Iguodala)
5:58.0,Cleveland full timeout,,53-67,,
5:34.0,I. Shumpert misses 3-pt shot from 23 ft,,53-67,,
5:33.0,,,53-67,,Defensive rebound by D. Green
5:20.0,,,53-69,2,D. Green makes 2-pt shot from 2 ft (assist by A. Iguodala)
5:01.0,Turnover by L. James (bad pass),,53-69,,
4:48.0,,,53-69,,Turnover by H. Barnes (lost ball; steal by J. Smith)
4:48.0,Cleveland full timeout,,53-69,,
4:31.0,Turnover by L. James (traveling),,53-69,,
4:12.0,,,53-69,,K. Thompson misses 2-pt shot from 11 ft
4:12.0,Defensive rebound by L. James,,53-69,,
4:04.0,L. James makes 2-pt shot at rim,2,55-69,,
3:48.0,,,55-69,,Shooting foul by K. Irving (drawn by H. Barnes)
3:48.0,,,55-70,1,H. Barnes makes free throw 1 of 2
3:48.0,,,55-70,,H. Barnes misses free throw 2 of 2
3:46.0,Defensive rebound by I. Shumpert,,55-70,,
3:35.0,K. Irving misses 3-pt shot from 23 ft,,55-70,,
3:34.0,Offensive rebound by R. Jefferson,,55-70,,
3:34.0,R. Jefferson makes 2-pt shot from 1 ft,2,57-70,,
3:14.0,,,57-70,,Shooting foul by J. Smith (drawn by A. Iguodala)
3:14.0,,,57-71,1,A. Iguodala makes free throw 1 of 2
3:14.0,,,57-71,,S. Livingston enters the game for H. Barnes
3:14.0,,,57-71,,A. Iguodala misses free throw 2 of 2
3:12.0,Defensive rebound by J. Smith,,57-71,,
2:57.0,Turnover by L. James (lost ball; steal by K. Thompson),,57-71,,
2:36.0,,,57-74,3,D. Green makes 3-pt shot from 25 ft
2:18.0,K. Irving makes 2-pt shot from 16 ft (assist by L. James),2,59-74,,
2:01.0,,,59-74,,D. Green misses 2-pt shot from 12 ft
2:01.0,,,59-74,,Offensive rebound by L. Barbosa
1:52.0,,,59-74,,A. Iguodala misses 3-pt shot from 26 ft
1:52.0,Defensive rebound by L. James,,59-74,,
1:46.0,L. James misses 3-pt shot from 27 ft,,59-74,,
1:46.0,,,59-74,,Defensive rebound by Team
1:25.0,,,59-76,2,D. Green makes 2-pt shot from 15 ft
1:10.0,Turnover by K. Irving (lost ball),,59-76,,
0:59.0,,,59-78,2,K. Thompson makes 2-pt shot from 1 ft (assist by D. Green)
0:59.0,,,59-78,,Shooting foul by J. Smith (drawn by K. Thompson)
0:59.0,,,59-79,1,K. Thompson makes free throw 1 of 1
0:43.0,,,59-79,,Personal foul by L. Barbosa
0:34.0,L. James makes 3-pt shot from 26 ft,3,62-79,,
0:11.0,,,62-82,3,K. Thompson makes 3-pt shot from 26 ft (assist by L. Barbosa)
0:02.0,L. James misses 3-pt shot from 26 ft,,62-82,,
0:00.0,,,62-82,,Defensive rebound by D. Green
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,M. Dellavedova misses 3-pt shot from 25 ft,,62-82,,
11:41.0,,,62-82,,Defensive rebound by L. Barbosa
11:18.0,,,62-85,3,S. Curry makes 3-pt shot from 30 ft (assist by S. Livingston)
11:05.0,K. Irving misses 3-pt shot from 26 ft,,62-85,,
11:03.0,,,62-85,,Defensive rebound by A. Bogut
10:51.0,,,62-85,,H. Barnes misses 3-pt shot from 25 ft
10:50.0,Defensive rebound by T. Mozgov,,62-85,,
10:29.0,T. Thompson misses 2-pt shot from 4 ft,,62-85,,
10:28.0,,,62-85,,Defensive rebound by S. Curry
10:24.0,,,62-87,2,L. Barbosa makes 2-pt shot from 2 ft (assist by S. Curry)
10:15.0,Turnover by K. Irving (lost ball; steal by L. Barbosa),,62-87,,
10:12.0,,,62-89,2,L. Barbosa makes 2-pt shot from 2 ft
10:12.0,Cleveland full timeout,,62-89,,
10:12.0,R. Jefferson enters the game for J. Smith,,62-89,,
10:12.0,I. Shumpert enters the game for K. Irving,,62-89,,
9:57.0,M. Dellavedova misses 2-pt shot from 22 ft,,62-89,,
9:57.0,Offensive rebound by Team,,62-89,,
9:57.0,,,62-89,,Loose ball foul by A. Bogut
9:52.0,,,62-89,,Loose ball foul by A. Bogut
9:43.0,M. Dellavedova misses 2-pt shot from 15 ft,,62-89,,
9:42.0,,,62-89,,Defensive rebound by A. Bogut
9:41.0,,,62-89,,Turnover by A. Bogut (step out of bounds)
9:31.0,T. Mozgov misses 2-pt shot from 7 ft,,62-89,,
9:31.0,Offensive rebound by Team,,62-89,,
9:31.0,Jump ball: H. Barnes vs. T. Thompson (T. Mozgov gains possession),,,,Jump ball: H. Barnes vs. T. Thompson (T. Mozgov gains possession)
9:21.0,R. Jefferson misses 2-pt shot from 3 ft (block by A. Bogut),,62-89,,
9:20.0,,,62-89,,Defensive rebound by L. Barbosa
9:02.0,,,62-89,,Turnover by S. Livingston (lost ball; steal by T. Mozgov)
8:57.0,Turnover by R. Jefferson (lost ball; steal by A. Bogut),,62-89,,
8:52.0,,,62-91,2,L. Barbosa makes 2-pt shot from 1 ft (assist by S. Livingston)
8:37.0,,,62-91,,Personal foul by A. Bogut
8:37.0,J. Jones enters the game for T. Thompson,,62-91,,
8:30.0,M. Dellavedova misses 2-pt shot from 3 ft,,62-91,,
8:30.0,Offensive rebound by T. Mozgov,,62-91,,
8:28.0,T. Mozgov makes 2-pt shot at rim,2,64-91,,
8:11.0,M. Williams enters the game for R. Jefferson,,64-91,,
8:03.0,,,64-91,,L. Barbosa misses 3-pt shot from 31 ft
8:02.0,,,64-91,,Offensive rebound by Team
8:02.0,,,64-91,,Turnover by Team (shot clock)
7:47.0,I. Shumpert misses 3-pt shot from 25 ft,,64-91,,
7:47.0,,,64-91,,Defensive rebound by S. Curry
7:37.0,Personal foul by M. Dellavedova,,64-91,,
7:37.0,,,64-91,,I. Clark enters the game for L. Barbosa
7:26.0,Personal foul by J. Jones,,64-91,,
7:19.0,,,64-93,2,S. Livingston makes 2-pt shot from 14 ft
7:08.0,Offensive foul by T. Mozgov,,64-93,,
7:08.0,Turnover by T. Mozgov (offensive foul),,64-93,,
7:08.0,,,64-93,,Golden State full timeout
7:08.0,,,64-93,,B. Rush enters the game for A. Bogut
7:08.0,,,64-93,,F. Ezeli enters the game for S. Curry
6:50.0,,,64-95,2,H. Barnes makes 2-pt shot from 20 ft (assist by S. Livingston)
6:39.0,Offensive foul by T. Mozgov,,64-95,,
6:39.0,Turnover by T. Mozgov (offensive foul),,64-95,,
6:21.0,,,64-95,,H. Barnes misses 2-pt shot from 13 ft
6:21.0,,,64-95,,Offensive rebound by I. Clark
6:21.0,,,64-97,2,I. Clark makes 2-pt shot from 4 ft
6:07.0,M. Dellavedova makes 2-pt shot from 11 ft,2,66-97,,
5:51.0,,,66-97,,Turnover by B. Rush (bad pass)
5:42.0,Shooting foul by F. Ezeli (drawn by T. Mozgov),,66-97,,
5:42.0,T. Mozgov makes free throw 1 of 2,1,67-97,,
5:42.0,T. Mozgov makes free throw 2 of 2,1,68-97,,
5:23.0,,,68-99,2,S. Livingston makes 2-pt shot from 14 ft
5:23.0,,,68-99,,Shooting foul by I. Shumpert (drawn by S. Livingston)
5:23.0,,,68-100,1,S. Livingston makes free throw 1 of 1
5:08.0,M. Williams misses 3-pt shot from 28 ft,,68-100,,
5:07.0,,,68-100,,Defensive rebound by B. Rush
4:45.0,,,68-100,,F. Ezeli misses 2-pt shot from 11 ft
4:44.0,Defensive rebound by J. Jones,,68-100,,
4:37.0,Shooting foul by I. Clark (drawn by M. Dellavedova),,68-100,,
4:37.0,M. Dellavedova makes free throw 1 of 2,1,69-100,,
4:37.0,D. Jones enters the game for I. Shumpert,,69-100,,
4:37.0,,,69-100,,M. Speights enters the game for S. Livingston
4:37.0,M. Dellavedova makes free throw 2 of 2,1,70-100,,
4:28.0,,,70-100,,Turnover by F. Ezeli (lost ball; steal by M. Williams)
4:22.0,M. Dellavedova makes 3-pt shot from 27 ft (assist by M. Williams),3,73-100,,
4:01.0,,,73-100,,H. Barnes misses 2-pt shot from 18 ft
4:01.0,Defensive rebound by Team,,73-100,,
4:01.0,,,73-100,,Loose ball foul by M. Speights
4:01.0,J. Jones misses free throw 1 of 2,,73-100,,
4:01.0,Offensive rebound by Team,,73-100,,
4:01.0,J. Jones misses free throw 2 of 2,,73-100,,
3:58.0,,,73-100,,Defensive rebound by B. Rush
3:43.0,,,73-100,,M. Speights misses 2-pt shot from 10 ft
3:42.0,Defensive rebound by J. Jones,,73-100,,
3:32.0,M. Williams misses 2-pt shot from 19 ft,,73-100,,
3:31.0,,,73-100,,Defensive rebound by F. Ezeli
3:17.0,,,73-100,,I. Clark misses 3-pt shot from 23 ft
3:15.0,Defensive rebound by M. Dellavedova,,73-100,,
3:07.0,M. Dellavedova misses 2-pt shot from 19 ft,,73-100,,
3:06.0,,,73-100,,Defensive rebound by Team
3:06.0,,,73-100,,L. Barbosa enters the game for H. Barnes
2:42.0,,,73-100,,Turnover by I. Clark (lost ball; steal by M. Williams)
2:36.0,D. Jones makes 2-pt shot from 2 ft,2,75-100,,
2:10.0,Personal foul by T. Mozgov,,75-100,,
2:10.0,Official timeout,,75-100,,
2:10.0,,,75-101,1,F. Ezeli makes free throw 1 of 2
2:10.0,,,75-102,1,F. Ezeli makes free throw 2 of 2
2:00.0,Turnover by M. Williams (bad pass),,75-102,,
1:46.0,,,75-105,3,M. Speights makes 3-pt shot from 26 ft (assist by I. Clark)
1:35.0,T. Mozgov misses 2-pt shot at rim,,75-105,,
1:35.0,,,75-105,,Defensive rebound by I. Clark
1:24.0,,,75-108,3,I. Clark makes 3-pt shot from 25 ft (assist by F. Ezeli)
1:12.0,M. Williams misses 3-pt shot from 28 ft,,75-108,,
1:11.0,Offensive rebound by T. Mozgov,,75-108,,
1:05.0,D. Jones misses 2-pt shot from 16 ft,,75-108,,
1:04.0,,,75-108,,Defensive rebound by I. Clark
0:41.0,,,75-108,,L. Barbosa misses 3-pt shot from 23 ft
0:40.0,Defensive rebound by Team,,75-108,,
0:40.0,,,75-108,,Loose ball foul by M. Speights
0:40.0,T. Mozgov misses free throw 1 of 2,,75-108,,
0:40.0,Offensive rebound by Team,,75-108,,
0:40.0,T. Mozgov makes free throw 2 of 2,1,76-108,,
0:24.0,,,76-110,2,I. Clark makes 2-pt shot from 8 ft
0:21.0,Shooting foul by B. Rush (drawn by D. Jones),,76-110,,
