time,Dallas,pts.away,score,pts.home,Oklahoma City
8:05.0,W. Matthews misses 3-pt shot from 22 ft,,2-12,,
8:05.0,,,2-12,,Defensive rebound by S. Ibaka
7:56.0,,,2-12,,Shooting foul by S. Mejri (drawn by K. Durant)
7:56.0,,,2-14,2,K. Durant makes 2-pt shot from 2 ft
7:56.0,,,2-15,1,K. Durant makes free throw 1 of 1
7:47.0,,,2-15,,Personal foul by S. Ibaka
7:39.0,J. Barea misses 2-pt shot from 1 ft,,2-15,,
7:39.0,,,2-15,,Defensive rebound by S. Adams
7:33.0,,,2-15,,R. Westbrook misses 2-pt shot from 14 ft
7:32.0,Defensive rebound by S. Mejri,,2-15,,
7:19.0,D. Nowitzki misses 2-pt shot from 13 ft,,2-15,,
7:18.0,,,2-15,,Defensive rebound by A. Roberson
7:04.0,,,2-15,,Turnover by K. Durant (lost ball; steal by W. Matthews)
6:50.0,D. Nowitzki makes 2-pt shot from 14 ft,2,4-15,,
6:34.0,,,4-15,,R. Westbrook misses 3-pt shot from 24 ft
6:33.0,Defensive rebound by D. Nowitzki,,4-15,,
6:24.0,Shooting foul by S. Adams (drawn by S. Mejri),,4-15,,
6:24.0,S. Mejri misses free throw 1 of 2,,4-15,,
6:24.0,Offensive rebound by Team,,4-15,,
6:24.0,,,4-15,,E. Kanter enters the game for S. Adams
6:24.0,S. Mejri makes free throw 2 of 2,1,5-15,,
6:12.0,Personal foul by W. Matthews,,5-15,,
6:12.0,D. Powell enters the game for D. Nowitzki,,5-15,,
6:12.0,R. Felton enters the game for S. Mejri,,5-15,,
6:12.0,Z. Pachulia enters the game for J. Barea,,5-15,,
5:59.0,,,5-15,,K. Durant misses 2-pt shot from 15 ft
5:59.0,Defensive rebound by D. Williams,,5-15,,
5:48.0,Turnover by R. Felton (lost ball; steal by R. Westbrook),,5-15,,
5:44.0,,,5-15,,Turnover by R. Westbrook (bad pass)
5:28.0,D. Williams misses 3-pt shot from 25 ft,,5-15,,
5:28.0,,,5-15,,Defensive rebound by E. Kanter
5:12.0,,,5-15,,Turnover by A. Roberson (lost ball; steal by R. Felton)
5:05.0,D. Williams misses 2-pt shot from 2 ft,,5-15,,
5:05.0,,,5-15,,Defensive rebound by Team
4:57.0,Personal foul by D. Williams,,5-15,,
4:46.0,,,5-15,,R. Westbrook misses 3-pt shot from 24 ft
4:46.0,Defensive rebound by W. Matthews,,5-15,,
4:32.0,W. Matthews makes 2-pt shot from 12 ft,2,7-15,,
4:14.0,,,7-17,2,K. Durant makes 2-pt shot from 11 ft
4:00.0,R. Felton misses 2-pt shot from 2 ft (block by A. Roberson),,7-17,,
4:00.0,Offensive rebound by Team,,7-17,,
4:00.0,,,7-17,,K. Singler enters the game for K. Durant
4:00.0,,,7-17,,D. Waiters enters the game for A. Roberson
3:57.0,D. Powell misses 2-pt shot from 19 ft,,7-17,,
3:57.0,,,7-17,,Defensive rebound by D. Waiters
3:47.0,,,7-19,2,S. Ibaka makes 2-pt shot at rim (assist by D. Waiters)
3:23.0,D. Williams misses 2-pt shot from 16 ft,,7-19,,
3:19.0,Offensive rebound by D. Powell,,7-19,,
3:18.0,D. Powell misses 2-pt shot at rim (block by S. Ibaka),,7-19,,
3:16.0,,,7-19,,Defensive rebound by R. Westbrook
3:14.0,,,7-19,,Turnover by R. Westbrook (bad pass)
2:58.0,D. Williams misses 2-pt shot from 20 ft,,7-19,,
2:57.0,,,7-19,,Defensive rebound by R. Westbrook
2:48.0,,,7-21,2,R. Westbrook makes 2-pt shot from 1 ft
2:47.0,Dallas full timeout,,7-21,,
2:47.0,,,7-21,,Oklahoma City full timeout
2:47.0,,,7-21,,R. Foye enters the game for S. Ibaka
2:47.0,,,7-21,,N. Collison enters the game for R. Westbrook
2:47.0,D. Harris enters the game for D. Williams,,7-21,,
2:47.0,J. Barea enters the game for D. Powell,,7-21,,
2:47.0,D. Nowitzki enters the game for W. Matthews,,7-21,,
2:34.0,D. Nowitzki misses 2-pt shot from 10 ft,,7-21,,
2:32.0,,,7-21,,Defensive rebound by K. Singler
2:13.0,,,7-23,2,E. Kanter makes 2-pt shot from 1 ft
1:58.0,D. Nowitzki makes 2-pt shot from 11 ft (assist by R. Felton),2,9-23,,
1:35.0,,,9-23,,Turnover by E. Kanter (lost ball; steal by Z. Pachulia)
1:26.0,R. Felton misses 2-pt shot from 13 ft,,9-23,,
1:24.0,Offensive rebound by Z. Pachulia,,9-23,,
1:24.0,Z. Pachulia misses 2-pt shot from 2 ft,,9-23,,
1:24.0,,,9-23,,Defensive rebound by E. Kanter
1:14.0,,,9-23,,D. Waiters misses 2-pt shot from 19 ft
1:12.0,Defensive rebound by D. Nowitzki,,9-23,,
1:04.0,Turnover by J. Barea (lost ball; steal by N. Collison),,9-23,,
0:53.0,,,9-26,3,K. Singler makes 3-pt shot from 23 ft (assist by D. Waiters)
0:35.0,D. Harris makes 2-pt shot at rim,2,11-26,,
0:35.0,Shooting foul by K. Singler (drawn by D. Harris),,11-26,,
0:35.0,,,11-26,,K. Durant enters the game for K. Singler
0:35.0,D. Harris misses free throw 1 of 1,,11-26,,
0:35.0,,,11-26,,Defensive rebound by K. Durant
0:14.0,,,11-26,,R. Foye misses 2-pt shot from 18 ft
0:12.0,,,11-26,,Offensive rebound by N. Collison
0:07.0,,,11-26,,D. Waiters misses 3-pt shot from 24 ft
0:06.0,,,11-26,,Offensive rebound by E. Kanter
0:03.0,,,11-26,,R. Foye misses 3-pt shot from 24 ft
0:02.0,,,11-26,,Offensive rebound by N. Collison
0:00.0,,,11-26,,N. Collison misses 2-pt shot from 14 ft
0:00.0,,,11-26,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,D. Nowitzki makes 2-pt shot from 18 ft (assist by D. Harris),2,13-26,,
11:23.0,,,13-26,,K. Durant misses 3-pt shot from 25 ft
11:22.0,,,13-26,,Offensive rebound by E. Kanter
11:18.0,,,13-28,2,E. Kanter makes 2-pt shot from 5 ft
11:03.0,Shooting foul by K. Durant (drawn by Z. Pachulia),,13-28,,
11:03.0,Z. Pachulia makes free throw 1 of 2,1,14-28,,
11:03.0,Z. Pachulia makes free throw 2 of 2,1,15-28,,
10:50.0,,,15-28,,K. Durant misses 3-pt shot from 24 ft
10:49.0,Defensive rebound by D. Harris,,15-28,,
10:35.0,,,15-28,,Personal foul by R. Foye
10:35.0,S. Mejri enters the game for Z. Pachulia,,15-28,,
10:26.0,J. Barea misses 2-pt shot from 9 ft,,15-28,,
10:26.0,,,15-28,,Defensive rebound by E. Kanter
10:17.0,,,15-30,2,E. Kanter makes 2-pt shot from 2 ft (assist by K. Durant)
10:17.0,,,15-30,,Shooting foul by D. Harris (drawn by E. Kanter)
10:17.0,,,15-31,1,E. Kanter makes free throw 1 of 1
9:59.0,D. Harris misses 3-pt shot from 25 ft,,15-31,,
9:58.0,,,15-31,,Defensive rebound by E. Kanter
9:47.0,,,15-31,,Turnover by N. Collison (traveling)
9:47.0,,,15-31,,A. Morrow enters the game for R. Foye
9:34.0,D. Harris misses 2-pt shot from 1 ft,,15-31,,
9:33.0,,,15-31,,Defensive rebound by E. Kanter
9:25.0,,,15-31,,R. Westbrook enters the game for D. Waiters
9:15.0,,,15-31,,R. Westbrook misses 3-pt shot from 25 ft
9:15.0,,,15-31,,Offensive rebound by Team
9:15.0,Loose ball foul by D. Nowitzki,,15-31,,
9:02.0,,,15-31,,A. Morrow misses 3-pt shot from 25 ft
9:02.0,Defensive rebound by J. Anderson,,15-31,,
8:53.0,J. Barea misses 3-pt shot from 24 ft,,15-31,,
8:51.0,Offensive rebound by Team,,15-31,,
8:50.0,Official timeout,,15-31,,
8:50.0,,,15-31,,D. Waiters enters the game for K. Durant
8:45.0,Turnover by D. Harris (lost ball; steal by N. Collison),,15-31,,
8:34.0,,,15-33,2,R. Westbrook makes 2-pt shot from 15 ft
8:08.0,Shooting foul by N. Collison (drawn by D. Nowitzki),,15-33,,
8:08.0,D. Nowitzki makes free throw 1 of 2,1,16-33,,
8:08.0,,,16-33,,S. Ibaka enters the game for N. Collison
8:08.0,D. Williams enters the game for S. Mejri,,16-33,,
8:08.0,W. Matthews enters the game for J. Barea,,16-33,,
8:08.0,R. Felton enters the game for D. Harris,,16-33,,
8:08.0,Z. Pachulia enters the game for J. Anderson,,16-33,,
8:08.0,D. Nowitzki makes free throw 2 of 2,1,17-33,,
8:02.0,,,17-35,2,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook)
7:34.0,D. Nowitzki misses 2-pt shot from 7 ft,,17-35,,
7:34.0,Offensive rebound by Team,,17-35,,
7:33.0,Turnover by Team (shot clock),,17-35,,
7:33.0,C. Villanueva enters the game for D. Nowitzki,,17-35,,
7:33.0,,,17-35,,K. Durant enters the game for A. Morrow
7:21.0,,,17-35,,D. Waiters misses 3-pt shot from 23 ft
7:21.0,Defensive rebound by W. Matthews,,17-35,,
7:10.0,Turnover by Z. Pachulia (lost ball; steal by D. Waiters),,17-35,,
7:04.0,,,17-38,3,K. Durant makes 3-pt shot from 24 ft
7:03.0,Dallas full timeout,,17-38,,
6:48.0,C. Villanueva misses 2-pt shot from 9 ft,,17-38,,
6:47.0,Offensive rebound by Z. Pachulia,,17-38,,
6:47.0,Z. Pachulia misses 2-pt shot from 1 ft,,17-38,,
6:46.0,,,17-38,,Defensive rebound by E. Kanter
6:40.0,,,17-38,,K. Durant misses 3-pt shot from 25 ft
6:39.0,Defensive rebound by R. Felton,,17-38,,
6:34.0,,,17-38,,Shooting block foul by E. Kanter (drawn by C. Villanueva)
6:34.0,C. Villanueva makes free throw 1 of 2,1,18-38,,
6:34.0,,,18-38,,S. Adams enters the game for E. Kanter
6:34.0,C. Villanueva makes free throw 2 of 2,1,19-38,,
6:21.0,,,19-38,,Turnover by R. Westbrook (lost ball; steal by Z. Pachulia)
6:03.0,Z. Pachulia misses 2-pt shot from 10 ft,,19-38,,
6:02.0,,,19-38,,Defensive rebound by S. Adams
5:52.0,,,19-38,,R. Westbrook misses 2-pt shot from 12 ft
5:52.0,,,19-38,,Offensive rebound by Team
5:51.0,Loose ball foul by C. Villanueva,,19-38,,
5:43.0,,,19-38,,D. Waiters misses 2-pt shot from 1 ft
5:42.0,Defensive rebound by Z. Pachulia,,19-38,,
5:26.0,Z. Pachulia misses 2-pt shot from 4 ft,,19-38,,
5:26.0,,,19-38,,Defensive rebound by Team
5:25.0,Loose ball foul by Z. Pachulia,,19-38,,
5:11.0,,,19-38,,K. Durant misses 2-pt shot from 15 ft
5:10.0,,,19-38,,Offensive rebound by K. Durant
5:03.0,Personal foul by W. Matthews,,19-38,,
5:03.0,,,19-39,1,K. Durant makes free throw 1 of 2
5:03.0,D. Nowitzki enters the game for Z. Pachulia,,19-39,,
5:03.0,,,19-40,1,K. Durant makes free throw 2 of 2
4:55.0,Offensive foul by D. Williams,,19-40,,
4:55.0,Turnover by D. Williams (offensive foul),,19-40,,
4:55.0,,,19-40,,N. Collison enters the game for S. Adams
4:47.0,,,19-40,,Offensive foul by R. Westbrook
4:47.0,,,19-40,,Turnover by R. Westbrook (offensive foul)
4:40.0,C. Villanueva misses 3-pt shot from 25 ft,,19-40,,
4:40.0,,,19-40,,Defensive rebound by K. Durant
4:31.0,,,19-40,,Shooting foul by D. Williams (drawn by R. Westbrook)
4:31.0,,,19-41,1,R. Westbrook makes free throw 1 of 2
4:31.0,J. Barea enters the game for D. Williams,,19-41,,
4:31.0,D. Harris enters the game for R. Felton,,19-41,,
4:31.0,,,19-42,1,R. Westbrook makes free throw 2 of 2
4:18.0,D. Nowitzki makes 2-pt shot from 2 ft (assist by J. Barea),2,21-42,,
4:00.0,,,21-44,2,R. Westbrook makes 2-pt shot from 14 ft (assist by N. Collison)
3:48.0,D. Nowitzki misses 2-pt shot from 1 ft (block by S. Ibaka),,21-44,,
3:47.0,,,21-44,,Defensive rebound by S. Ibaka
3:41.0,,,21-47,3,S. Ibaka makes 3-pt shot from 26 ft (assist by K. Durant)
3:40.0,Dallas full timeout,,21-47,,
3:40.0,J. McGee enters the game for C. Villanueva,,21-47,,
3:40.0,,,21-47,,A. Roberson enters the game for D. Waiters
3:14.0,W. Matthews misses 3-pt shot from 25 ft,,21-47,,
3:14.0,Offensive rebound by Team,,21-47,,
3:14.0,,,21-47,,Loose ball foul by N. Collison
3:14.0,J. McGee misses free throw 1 of 2,,21-47,,
3:14.0,Offensive rebound by Team,,21-47,,
3:14.0,,,21-47,,E. Kanter enters the game for N. Collison
3:14.0,J. McGee misses free throw 2 of 2,,21-47,,
3:14.0,,,21-47,,Defensive rebound by R. Westbrook
3:00.0,,,21-47,,S. Ibaka misses 2-pt shot from 22 ft
3:00.0,,,21-47,,Offensive rebound by Team
3:00.0,Loose ball foul by J. McGee,,21-47,,
3:00.0,,,21-47,,E. Kanter misses free throw 1 of 2
3:00.0,,,21-47,,Offensive rebound by Team
3:00.0,,,21-48,1,E. Kanter makes free throw 2 of 2
2:42.0,D. Nowitzki makes 2-pt shot at rim,2,23-48,,
2:33.0,Technical foul by D. Nowitzki,,23-48,,
2:33.0,,,23-49,1,K. Durant makes technical free throw
2:23.0,,,23-52,3,K. Durant makes 3-pt shot from 24 ft (assist by R. Westbrook)
2:12.0,J. McGee makes 2-pt shot from 8 ft (assist by J. Barea),2,25-52,,
2:00.0,,,25-52,,Shooting foul by J. McGee (drawn by R. Westbrook)
2:00.0,,,25-53,1,R. Westbrook makes free throw 1 of 2
2:00.0,,,25-54,1,R. Westbrook makes free throw 2 of 2
1:47.0,J. Barea makes 2-pt shot from 2 ft,2,27-54,,
1:33.0,,,27-57,3,S. Ibaka makes 3-pt shot from 23 ft (assist by R. Westbrook)
1:14.0,Shooting foul by E. Kanter (drawn by D. Nowitzki),,27-57,,
1:14.0,D. Nowitzki makes free throw 1 of 2,1,28-57,,
1:14.0,D. Nowitzki makes free throw 2 of 2,1,29-57,,
1:05.0,,,29-57,,Turnover by K. Durant (lost ball)
0:45.0,Turnover by J. Barea (lost ball; steal by S. Ibaka),,29-57,,
0:44.0,Personal foul by J. Barea,,29-57,,
0:44.0,,,29-57,,A. Roberson misses free throw 1 of 2
0:44.0,,,29-57,,Offensive rebound by Team
0:44.0,R. Felton enters the game for J. Barea,,29-57,,
0:44.0,,,29-57,,K. Singler enters the game for E. Kanter
0:44.0,,,29-58,1,A. Roberson makes free throw 2 of 2
0:40.0,,,29-58,,Personal block foul by K. Singler
0:40.0,R. Felton makes free throw 1 of 2,1,30-58,,
0:40.0,,,30-58,,A. Morrow enters the game for K. Singler
0:40.0,R. Felton makes free throw 2 of 2,1,31-58,,
0:40.0,Personal take foul by D. Harris,,31-58,,
0:40.0,,,31-59,1,A. Roberson makes free throw 1 of 2
0:40.0,,,31-59,,K. Singler enters the game for A. Morrow
0:40.0,,,31-59,,A. Roberson misses free throw 2 of 2
0:40.0,,,31-59,,Offensive rebound by R. Westbrook
0:33.0,,,31-59,,R. Westbrook misses 3-pt shot from 22 ft
0:32.0,Defensive rebound by D. Nowitzki,,31-59,,
0:13.0,R. Felton makes 2-pt shot from 1 ft,2,33-59,,
0:03.0,D. Powell enters the game for D. Nowitzki,,33-59,,
0:03.0,Jump ball: K. Durant vs. R. Felton (A. Roberson gains possession),,,,Jump ball: K. Durant vs. R. Felton (A. Roberson gains possession)
0:00.0,,,33-59,,A. Roberson misses 3-pt shot from 28 ft
0:00.0,,,33-59,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,D. Nowitzki misses 2-pt shot from 15 ft,,33-59,,
11:41.0,,,33-59,,Defensive rebound by A. Roberson
11:26.0,,,33-61,2,S. Adams makes 2-pt shot at rim (assist by K. Durant)
11:13.0,R. Felton misses 2-pt shot from 2 ft (block by S. Adams),,33-61,,
11:12.0,Offensive rebound by S. Mejri,,33-61,,
11:09.0,W. Matthews misses 3-pt shot from 25 ft,,33-61,,
11:07.0,,,33-61,,Defensive rebound by S. Ibaka
11:02.0,,,33-61,,Turnover by K. Durant (bad pass)
10:53.0,,,33-61,,Personal foul by K. Durant
10:46.0,D. Williams misses 3-pt shot from 25 ft,,33-61,,
10:45.0,,,33-61,,Defensive rebound by S. Adams
10:31.0,,,33-61,,A. Roberson misses 2-pt shot from 23 ft
10:30.0,Defensive rebound by S. Mejri,,33-61,,
10:17.0,D. Nowitzki makes 2-pt shot from 17 ft (assist by W. Matthews),2,35-61,,
9:52.0,,,35-61,,R. Westbrook misses 3-pt shot from 26 ft
9:52.0,Defensive rebound by Team,,35-61,,
9:36.0,,,35-61,,Personal foul by K. Durant
9:23.0,D. Nowitzki misses 2-pt shot from 22 ft,,35-61,,
9:23.0,,,35-61,,Defensive rebound by A. Roberson
9:17.0,,,35-61,,K. Durant misses 3-pt shot from 26 ft
9:16.0,,,35-61,,Offensive rebound by S. Ibaka
9:04.0,,,35-63,2,R. Westbrook makes 2-pt shot from 2 ft
8:46.0,W. Matthews makes 2-pt shot from 9 ft,2,37-63,,
8:21.0,,,37-65,2,S. Adams makes 2-pt shot at rim (assist by A. Roberson)
8:03.0,,,37-65,,Personal foul by A. Roberson
7:59.0,R. Felton misses 2-pt shot from 7 ft,,37-65,,
7:56.0,Offensive rebound by Team,,37-65,,
7:50.0,W. Matthews misses 2-pt shot from 18 ft,,37-65,,
7:49.0,,,37-65,,Defensive rebound by S. Ibaka
7:38.0,,,37-65,,K. Durant misses 2-pt shot from 14 ft
7:38.0,Defensive rebound by S. Mejri,,37-65,,
7:26.0,Turnover by D. Nowitzki (lost ball; steal by S. Adams),,37-65,,
7:24.0,Personal take foul by W. Matthews,,37-65,,
7:06.0,,,37-67,2,S. Ibaka makes 2-pt shot from 19 ft (assist by R. Westbrook)
7:05.0,Dallas full timeout,,37-67,,
6:41.0,D. Nowitzki misses 2-pt shot from 17 ft,,37-67,,
6:41.0,,,37-67,,Defensive rebound by S. Adams
6:36.0,,,37-67,,Shooting foul by R. Felton (drawn by K. Durant)
6:36.0,,,37-68,1,K. Durant makes free throw 1 of 2
6:36.0,,,37-69,1,K. Durant makes free throw 2 of 2
6:22.0,D. Nowitzki makes 2-pt shot from 9 ft (assist by D. Williams),2,39-69,,
6:09.0,,,39-69,,A. Roberson misses 3-pt shot from 22 ft
6:09.0,Defensive rebound by D. Nowitzki,,39-69,,
5:57.0,Turnover by D. Nowitzki (lost ball),,39-69,,
5:49.0,Personal foul by W. Matthews,,39-69,,
5:33.0,,,39-72,3,R. Westbrook makes 3-pt shot from 28 ft (assist by K. Durant)
5:14.0,W. Matthews makes 3-pt shot from 25 ft (assist by D. Williams),3,42-72,,
5:03.0,,,42-74,2,K. Durant makes 2-pt shot at rim (assist by R. Westbrook)
4:49.0,W. Matthews misses 2-pt shot from 14 ft,,42-74,,
4:48.0,,,42-74,,Defensive rebound by S. Ibaka
4:43.0,,,42-76,2,R. Westbrook makes 2-pt shot from 4 ft
4:43.0,Away from play foul by S. Mejri,,42-76,,
4:43.0,Technical foul by Team,,42-76,,
4:43.0,,,42-77,1,K. Durant makes technical free throw
4:43.0,D. Harris enters the game for D. Nowitzki,,42-77,,
4:43.0,Z. Pachulia enters the game for S. Mejri,,42-77,,
4:43.0,D. Powell enters the game for D. Williams,,42-77,,
4:43.0,,,42-77,,K. Singler enters the game for K. Durant
4:43.0,,,42-77,,S. Adams misses free throw 1 of 1
4:42.0,Defensive rebound by Z. Pachulia,,42-77,,
4:27.0,R. Felton misses 2-pt shot from 19 ft,,42-77,,
4:26.0,,,42-77,,Defensive rebound by S. Ibaka
4:17.0,,,42-79,2,S. Ibaka makes 2-pt shot from 18 ft (assist by R. Westbrook)
4:09.0,Dallas full timeout,,42-79,,
4:09.0,D. Williams enters the game for R. Felton,,42-79,,
4:09.0,,,42-79,,D. Waiters enters the game for A. Roberson
3:49.0,W. Matthews misses 3-pt shot from 25 ft,,42-79,,
3:49.0,,,42-79,,Defensive rebound by S. Ibaka
3:33.0,,,42-79,,Turnover by S. Adams (offensive foul)
3:33.0,,,42-79,,Offensive foul by S. Adams
3:20.0,D. Powell makes 2-pt shot at rim (assist by D. Williams),2,44-79,,
2:56.0,,,44-81,2,S. Ibaka makes 2-pt shot from 5 ft
2:40.0,D. Williams misses 2-pt shot from 2 ft,,44-81,,
2:39.0,,,44-81,,Defensive rebound by K. Singler
2:35.0,,,44-81,,Shooting foul by D. Williams (drawn by R. Westbrook)
2:35.0,,,44-82,1,R. Westbrook makes free throw 1 of 2
2:35.0,,,44-82,,E. Kanter enters the game for S. Adams
2:35.0,J. Anderson enters the game for D. Williams,,44-82,,
2:35.0,,,44-83,1,R. Westbrook makes free throw 2 of 2
2:26.0,J. Anderson misses 2-pt shot from 15 ft,,44-83,,
2:25.0,Offensive rebound by D. Powell,,44-83,,
2:21.0,D. Harris makes 3-pt shot from 25 ft (assist by D. Powell),3,47-83,,
2:04.0,,,47-85,2,E. Kanter makes 2-pt shot from 4 ft (assist by R. Westbrook)
1:47.0,Z. Pachulia makes 2-pt shot from 3 ft,2,49-85,,
1:36.0,Personal foul by D. Harris,,49-85,,
1:36.0,,,49-86,1,R. Westbrook makes free throw 1 of 2
1:36.0,,,49-86,,S. Adams enters the game for S. Ibaka
1:36.0,,,49-87,1,R. Westbrook makes free throw 2 of 2
1:22.0,D. Harris misses 3-pt shot from 24 ft,,49-87,,
1:21.0,,,49-87,,Defensive rebound by R. Westbrook
1:12.0,,,49-90,3,D. Waiters makes 3-pt shot from 25 ft (assist by R. Westbrook)
0:52.0,,,49-90,,Personal foul by D. Waiters
0:52.0,,,49-90,,R. Foye enters the game for R. Westbrook
0:46.0,D. Powell makes 2-pt shot from 2 ft (assist by Z. Pachulia),2,51-90,,
0:27.0,,,51-90,,D. Waiters misses 3-pt shot from 24 ft
0:24.0,,,51-90,,Offensive rebound by K. Singler
0:02.0,,,51-93,3,K. Singler makes 3-pt shot from 23 ft (assist by R. Foye)
0:00.0,D. Harris misses 3-pt shot from 48 ft,,51-93,,
0:00.0,Offensive rebound by Team,,51-93,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,51-93,,E. Kanter misses 3-pt shot from 22 ft
11:39.0,Defensive rebound by R. Felton,,51-93,,
11:26.0,D. Powell misses 2-pt shot from 19 ft,,51-93,,
11:25.0,Offensive rebound by Z. Pachulia,,51-93,,
11:20.0,R. Felton makes 3-pt shot from 25 ft (assist by Z. Pachulia),3,54-93,,
11:01.0,,,54-93,,K. Singler misses 2-pt shot from 4 ft
11:00.0,Defensive rebound by D. Powell,,54-93,,
10:48.0,J. Anderson makes 2-pt shot from 5 ft,2,56-93,,
10:27.0,,,56-93,,E. Kanter misses 2-pt shot from 2 ft
10:26.0,,,56-93,,Offensive rebound by S. Adams
10:26.0,,,56-93,,S. Adams misses 2-pt shot at rim
10:24.0,,,56-93,,Offensive rebound by E. Kanter
10:23.0,,,56-93,,E. Kanter misses 2-pt shot from 2 ft
10:21.0,Defensive rebound by D. Powell,,56-93,,
10:02.0,R. Felton misses 2-pt shot from 4 ft (block by R. Foye),,56-93,,
10:01.0,Offensive rebound by Team,,56-93,,
9:56.0,D. Powell misses 2-pt shot from 18 ft,,56-93,,
9:56.0,Offensive rebound by Z. Pachulia,,56-93,,
9:45.0,Z. Pachulia misses 2-pt shot from 5 ft,,56-93,,
9:45.0,,,56-93,,Defensive rebound by S. Adams
9:31.0,Personal block foul by R. Felton,,56-93,,
9:31.0,,,56-93,,Oklahoma City full timeout
9:31.0,C. Villanueva enters the game for D. Harris,,56-93,,
9:13.0,,,56-95,2,E. Kanter makes 2-pt shot from 4 ft
8:54.0,C. Villanueva misses 2-pt shot from 12 ft,,56-95,,
8:53.0,,,56-95,,Defensive rebound by E. Kanter
8:36.0,,,56-95,,Turnover by S. Adams (step out of bounds)
8:36.0,,,56-95,,A. Morrow enters the game for K. Singler
8:25.0,C. Villanueva makes 3-pt shot from 24 ft (assist by J. Anderson),3,59-95,,
8:08.0,,,59-97,2,E. Kanter makes 2-pt shot from 15 ft (assist by D. Waiters)
7:46.0,Shooting foul by S. Adams (drawn by Z. Pachulia),,59-97,,
7:46.0,Z. Pachulia misses free throw 1 of 2,,59-97,,
7:46.0,Offensive rebound by Team,,59-97,,
7:46.0,,,59-97,,J. Huestis enters the game for S. Adams
7:46.0,Z. Pachulia makes free throw 2 of 2,1,60-97,,
7:36.0,,,60-97,,Shooting foul by C. Villanueva (drawn by A. Morrow)
7:36.0,,,60-98,1,A. Morrow makes free throw 1 of 3
7:36.0,,,60-99,1,A. Morrow makes free throw 2 of 3
7:36.0,,,60-100,1,A. Morrow makes free throw 3 of 3
7:17.0,C. Villanueva misses 2-pt shot from 8 ft,,60-100,,
7:16.0,,,60-100,,Defensive rebound by E. Kanter
7:11.0,,,60-100,,Offensive foul by E. Kanter
7:11.0,,,60-100,,Turnover by E. Kanter (offensive foul)
6:57.0,R. Felton misses 3-pt shot from 23 ft,,60-100,,
6:57.0,,,60-100,,Defensive rebound by R. Foye
6:49.0,,,60-100,,Shooting foul by D. Powell (drawn by D. Waiters)
