time,New York,pts.away,score,pts.home,Indiana
7:24.0,,,15-10,,Defensive rebound by G. Hill
7:17.0,,,15-12,2,G. Hill makes 2-pt shot from 10 ft
7:00.0,C. Anthony misses 2-pt shot from 15 ft,,15-12,,
6:59.0,,,15-12,,Defensive rebound by G. Hill
6:46.0,,,15-12,,M. Turner misses 2-pt shot from 15 ft
6:46.0,,,15-12,,Offensive rebound by I. Mahinmi
6:41.0,,,15-14,2,I. Mahinmi makes 2-pt shot from 2 ft (assist by P. George)
6:41.0,,,15-14,,Shooting foul by A. Afflalo (drawn by I. Mahinmi)
6:41.0,,,15-14,,I. Mahinmi misses free throw 1 of 1
6:41.0,Defensive rebound by R. Lopez,,15-14,,
6:20.0,J. Calderon makes 3-pt shot from 24 ft (assist by A. Afflalo),3,18-14,,
6:08.0,,,18-14,,Indiana full timeout
6:00.0,Personal block foul by C. Anthony (drawn by P. George),,18-14,,
5:52.0,,,18-16,2,I. Mahinmi makes 2-pt shot from 3 ft
5:35.0,,,18-16,,Shooting block foul by P. George (drawn by C. Anthony)
5:35.0,C. Anthony makes free throw 1 of 2,1,19-16,,
5:35.0,C. Anthony makes free throw 2 of 2,1,20-16,,
5:23.0,,,20-16,,P. George misses 3-pt shot from 24 ft
5:22.0,,,20-16,,Offensive rebound by Team
5:08.0,,,20-18,2,G. Hill makes 2-pt shot from 21 ft
4:52.0,C. Anthony misses 2-pt shot from 14 ft,,20-18,,
4:51.0,Offensive rebound by R. Lopez,,20-18,,
4:50.0,Shooting foul by I. Mahinmi (drawn by K. Porzingis),,20-18,,
4:50.0,K. Porzingis makes free throw 1 of 2,1,21-18,,
4:50.0,L. Galloway enters the game for J. Calderon,,21-18,,
4:50.0,K. Porzingis misses free throw 2 of 2,,21-18,,
4:50.0,,,21-18,,Defensive rebound by P. George
4:35.0,,,21-20,2,M. Ellis makes 2-pt shot from 16 ft
4:12.0,C. Anthony misses 2-pt shot from 18 ft,,21-20,,
4:12.0,Offensive rebound by L. Galloway,,21-20,,
4:10.0,L. Galloway misses 2-pt shot from 12 ft,,21-20,,
4:10.0,,,21-20,,Defensive rebound by I. Mahinmi
3:58.0,,,21-20,,Turnover by M. Turner (traveling)
3:58.0,L. Thomas enters the game for K. Porzingis,,21-20,,
3:45.0,Turnover by L. Thomas (bad pass),,21-20,,
3:29.0,,,21-20,,G. Hill misses 3-pt shot from 24 ft
3:29.0,Defensive rebound by C. Anthony,,21-20,,
3:19.0,Turnover by R. Lopez (lost ball; steal by G. Hill),,21-20,,
3:15.0,,,21-22,2,G. Hill makes 2-pt shot from 1 ft
2:56.0,Turnover by L. Galloway (bad pass),,21-22,,
2:56.0,New York full timeout,,21-22,,
2:56.0,,,21-22,,L. Allen enters the game for M. Turner
2:56.0,,,21-22,,J. Young enters the game for G. Hill
2:56.0,K. O'Quinn enters the game for R. Lopez,,21-22,,
2:56.0,S. Vujacic enters the game for A. Afflalo,,21-22,,
2:35.0,,,21-22,,P. George misses 2-pt shot from 3 ft (block by K. O'Quinn)
2:34.0,Defensive rebound by K. O'Quinn,,21-22,,
2:28.0,C. Anthony misses 3-pt shot from 25 ft,,21-22,,
2:28.0,,,21-22,,Defensive rebound by I. Mahinmi
2:18.0,,,21-22,,P. George misses 3-pt shot from 24 ft
2:17.0,,,21-22,,Offensive rebound by Team
2:17.0,,,21-22,,J. Hill enters the game for I. Mahinmi
2:17.0,,,21-22,,S. Hill enters the game for M. Ellis
2:08.0,,,21-24,2,S. Hill makes 2-pt shot from 2 ft (assist by J. Hill)
1:50.0,K. O'Quinn makes 2-pt shot from 20 ft (assist by S. Vujacic),2,23-24,,
1:40.0,Def 3 sec tech foul by C. Anthony,,23-24,,
1:40.0,,,23-24,,P. George misses technical free throw
1:40.0,,,23-24,,Offensive rebound by Team
1:30.0,,,23-24,,J. Young misses 2-pt shot from 21 ft
1:29.0,Defensive rebound by C. Anthony,,23-24,,
1:02.0,K. O'Quinn makes 3-pt shot from 24 ft,3,26-24,,
0:43.0,,,26-24,,Shooting foul by L. Galloway (drawn by J. Young)
0:43.0,,,26-25,1,J. Young makes free throw 1 of 2
0:43.0,,,26-26,1,J. Young makes free throw 2 of 2
0:31.0,Turnover by L. Galloway (bad pass; steal by P. George),,26-26,,
0:27.0,,,26-28,2,P. George makes 2-pt shot from 1 ft
0:05.0,L. Thomas misses 2-pt shot from 5 ft (block by L. Allen),,26-28,,
0:04.0,,,26-28,,Defensive rebound by L. Allen
0:00.0,,,26-28,,J. Young misses 3-pt shot from 26 ft
0:00.0,,,26-28,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,26-28,,J. Hill misses 2-pt shot from 4 ft
11:41.0,Defensive rebound by Team,,26-28,,
11:41.0,,,26-28,,Loose ball foul by J. Hill (drawn by K. Porzingis)
11:32.0,K. Porzingis misses 3-pt shot from 24 ft,,26-28,,
11:31.0,,,26-28,,Defensive rebound by C. Budinger
11:17.0,,,26-28,,L. Allen misses 2-pt shot from 20 ft
11:17.0,Defensive rebound by L. Galloway,,26-28,,
11:07.0,Turnover by S. Vujacic (bad pass; steal by C. Budinger),,26-28,,
10:59.0,,,26-30,2,J. Young makes 2-pt shot from 2 ft
10:50.0,,,26-30,,Personal foul by J. Young
10:38.0,K. O'Quinn makes 2-pt shot from 18 ft (assist by L. Galloway),2,28-30,,
10:10.0,,,28-30,,S. Hill misses 2-pt shot from 6 ft
10:10.0,Defensive rebound by Team,,28-30,,
9:57.0,L. Thomas makes 3-pt shot from 23 ft (assist by L. Galloway),3,31-30,,
9:43.0,,,31-33,3,S. Hill makes 3-pt shot from 23 ft (assist by J. Young)
9:27.0,K. O'Quinn misses 2-pt shot from 1 ft (block by C. Budinger),,31-33,,
9:27.0,Offensive rebound by K. O'Quinn,,31-33,,
9:27.0,K. O'Quinn makes 2-pt shot from 1 ft,2,33-33,,
9:27.0,Shooting foul by J. Hill (drawn by K. O'Quinn),,33-33,,
9:27.0,K. O'Quinn makes free throw 1 of 1,1,34-33,,
9:13.0,,,34-33,,Offensive foul by C. Budinger
9:13.0,,,34-33,,Turnover by C. Budinger (offensive foul)
9:13.0,A. Afflalo enters the game for S. Vujacic,,34-33,,
8:57.0,L. Galloway makes 2-pt shot from 18 ft (assist by L. Thomas),2,36-33,,
8:40.0,,,36-33,,C. Budinger misses 2-pt shot from 18 ft
8:39.0,Defensive rebound by A. Afflalo,,36-33,,
8:36.0,Shooting foul by C. Budinger (drawn by L. Galloway),,36-33,,
8:36.0,Official timeout,,36-33,,
8:36.0,L. Galloway makes free throw 1 of 2,1,37-33,,
8:36.0,L. Galloway makes free throw 2 of 2,1,38-33,,
8:15.0,,,38-35,2,J. Hill makes 2-pt shot from 14 ft
7:52.0,K. Porzingis makes 2-pt shot from 15 ft,2,40-35,,
7:30.0,,,40-35,,J. Hill misses 2-pt shot from 5 ft
7:28.0,,,40-35,,Offensive rebound by L. Allen
7:28.0,,,40-37,2,L. Allen makes 2-pt shot at rim
7:17.0,L. Galloway misses 2-pt shot from 17 ft,,40-37,,
7:16.0,,,40-37,,Defensive rebound by L. Allen
7:07.0,,,40-37,,J. Young misses 2-pt shot from 14 ft
7:07.0,Defensive rebound by A. Afflalo,,40-37,,
6:55.0,K. O'Quinn misses 2-pt shot from 19 ft,,40-37,,
6:54.0,,,40-37,,Defensive rebound by J. Young
6:37.0,,,40-39,2,J. Hill makes 2-pt shot from 4 ft
6:30.0,New York full timeout,,40-39,,
6:30.0,R. Lopez enters the game for L. Galloway,,40-39,,
6:30.0,J. Calderon enters the game for L. Thomas,,40-39,,
6:30.0,C. Anthony enters the game for K. O'Quinn,,40-39,,
6:30.0,,,40-39,,M. Ellis enters the game for S. Hill
6:20.0,Turnover by A. Afflalo (lost ball; steal by C. Budinger),,40-39,,
6:16.0,,,40-39,,J. Young misses 2-pt shot from 3 ft
6:15.0,,,40-39,,Offensive rebound by M. Ellis
6:08.0,,,40-41,2,L. Allen makes 2-pt shot from 21 ft (assist by J. Young)
5:54.0,C. Anthony misses 2-pt shot from 19 ft,,40-41,,
5:54.0,,,40-41,,Defensive rebound by M. Ellis
5:36.0,,,40-43,2,J. Hill makes 2-pt shot from 16 ft (assist by L. Allen)
5:24.0,K. Porzingis makes 2-pt shot from 1 ft (assist by J. Calderon),2,42-43,,
5:09.0,,,42-45,2,C. Budinger makes 2-pt shot from 20 ft (assist by J. Young)
4:55.0,A. Afflalo misses 3-pt shot from 24 ft,,42-45,,
4:55.0,,,42-45,,Defensive rebound by J. Hill
4:42.0,,,42-45,,Turnover by C. Budinger (bad pass; steal by J. Calderon)
4:31.0,K. Porzingis misses 3-pt shot from 26 ft,,42-45,,
4:31.0,,,42-45,,Defensive rebound by L. Allen
4:17.0,L. Thomas enters the game for K. Porzingis,,42-45,,
4:17.0,,,42-45,,G. Hill enters the game for L. Allen
4:17.0,,,42-45,,P. George enters the game for J. Young
4:17.0,,,42-45,,M. Turner enters the game for C. Budinger
4:10.0,,,42-45,,M. Turner misses 3-pt shot from 24 ft
4:09.0,Defensive rebound by R. Lopez,,42-45,,
3:56.0,C. Anthony misses 2-pt shot from 3 ft,,42-45,,
3:56.0,,,42-45,,Defensive rebound by M. Ellis
3:49.0,,,42-47,2,M. Turner makes 2-pt shot from 1 ft (assist by M. Ellis)
3:34.0,J. Calderon makes 3-pt shot from 25 ft (assist by L. Thomas),3,45-47,,
3:23.0,,,45-47,,P. George misses 2-pt shot from 15 ft
3:23.0,Defensive rebound by R. Lopez,,45-47,,
3:14.0,C. Anthony misses 2-pt shot from 2 ft,,45-47,,
3:13.0,Offensive rebound by R. Lopez,,45-47,,
3:13.0,R. Lopez makes 2-pt shot at rim,2,47-47,,
3:13.0,,,47-47,,Indiana full timeout
3:13.0,,,47-47,,I. Mahinmi enters the game for J. Hill
2:58.0,,,47-47,,Turnover by M. Ellis (bad pass)
2:45.0,A. Afflalo misses 2-pt shot from 16 ft (block by M. Ellis),,47-47,,
2:45.0,Offensive rebound by Team,,47-47,,
2:39.0,Turnover by L. Thomas (lost ball; steal by M. Ellis),,47-47,,
2:26.0,,,47-47,,M. Ellis misses 3-pt shot from 24 ft
2:25.0,Defensive rebound by A. Afflalo,,47-47,,
2:14.0,C. Anthony makes 2-pt shot from 17 ft,2,49-47,,
2:00.0,,,49-49,2,M. Turner makes 2-pt shot from 11 ft
1:48.0,J. Calderon misses 2-pt shot from 19 ft,,49-49,,
1:46.0,,,49-49,,Defensive rebound by I. Mahinmi
1:40.0,,,49-49,,Shooting foul by C. Anthony (drawn by M. Turner)
1:40.0,,,49-51,2,M. Turner makes 2-pt shot from 4 ft (assist by P. George)
1:40.0,,,49-52,1,M. Turner makes free throw 1 of 1
1:31.0,,,49-52,,Personal block foul by P. George (drawn by J. Calderon)
1:31.0,J. Calderon makes free throw 1 of 2,1,50-52,,
1:31.0,J. Calderon makes free throw 2 of 2,1,51-52,,
1:17.0,,,51-52,,M. Turner misses 2-pt shot from 17 ft
1:15.0,,,51-52,,Offensive rebound by M. Turner
1:12.0,,,51-52,,M. Turner misses 2-pt shot from 2 ft
1:11.0,Defensive rebound by A. Afflalo,,51-52,,
1:05.0,J. Calderon makes 3-pt shot from 25 ft (assist by A. Afflalo),3,54-52,,
0:46.0,,,54-52,,M. Turner misses 2-pt shot from 7 ft
0:43.0,,,54-52,,Offensive rebound by P. George
0:43.0,,,54-52,,P. George misses 2-pt shot from 1 ft
0:41.0,Defensive rebound by A. Afflalo,,54-52,,
0:35.0,C. Anthony misses 2-pt shot from 17 ft,,54-52,,
0:33.0,,,54-52,,Defensive rebound by M. Ellis
0:26.0,,,54-52,,P. George misses 3-pt shot from 24 ft
0:25.0,Defensive rebound by R. Lopez,,54-52,,
0:03.0,J. Calderon misses 2-pt shot from 10 ft,,54-52,,
0:02.0,,,54-52,,Defensive rebound by M. Ellis
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,54-54,2,M. Turner makes 2-pt shot from 3 ft
11:24.0,A. Afflalo misses 2-pt shot from 14 ft,,54-54,,
11:24.0,,,54-54,,Defensive rebound by M. Turner
11:09.0,,,54-56,2,P. George makes 2-pt shot from 13 ft (assist by M. Ellis)
10:56.0,Shooting foul by M. Turner (drawn by K. Porzingis),,54-56,,
10:56.0,K. Porzingis makes free throw 1 of 2,1,55-56,,
10:56.0,K. Porzingis makes free throw 2 of 2,1,56-56,,
10:41.0,,,56-56,,M. Turner misses 2-pt shot from 21 ft
10:41.0,Defensive rebound by J. Calderon,,56-56,,
10:28.0,C. Anthony misses 3-pt shot from 25 ft,,56-56,,
10:27.0,,,56-56,,Defensive rebound by M. Ellis
10:21.0,,,56-58,2,M. Turner makes 2-pt shot from 4 ft (assist by M. Ellis)
10:04.0,K. Porzingis misses 3-pt shot from 24 ft,,56-58,,
10:03.0,,,56-58,,Defensive rebound by I. Mahinmi
9:49.0,,,56-60,2,P. George makes 2-pt shot from 7 ft
9:49.0,New York full timeout,,56-60,,
9:31.0,C. Anthony misses 2-pt shot from 14 ft,,56-60,,
9:30.0,,,56-60,,Defensive rebound by I. Mahinmi
9:24.0,,,56-62,2,G. Hill makes 2-pt shot from 2 ft (assist by P. George)
8:58.0,Turnover by Team (shot clock),,56-62,,
8:58.0,L. Thomas enters the game for K. Porzingis,,56-62,,
8:43.0,,,56-62,,Shooting foul by R. Lopez (drawn by M. Turner)
8:43.0,,,56-63,1,M. Turner makes free throw 1 of 2
8:43.0,,,56-64,1,M. Turner makes free throw 2 of 2
8:21.0,A. Afflalo misses 3-pt shot from 26 ft,,56-64,,
8:21.0,,,56-64,,Defensive rebound by M. Turner
8:13.0,,,56-64,,I. Mahinmi misses 2-pt shot from 1 ft (block by R. Lopez)
8:12.0,Defensive rebound by C. Anthony,,56-64,,
8:02.0,L. Thomas makes 2-pt shot from 16 ft (assist by J. Calderon),2,58-64,,
7:41.0,,,58-66,2,M. Turner makes 2-pt shot from 1 ft (assist by P. George)
7:21.0,Turnover by A. Afflalo (traveling),,58-66,,
6:59.0,,,58-66,,G. Hill misses 3-pt shot from 25 ft
6:58.0,Defensive rebound by C. Anthony,,58-66,,
6:41.0,L. Galloway enters the game for A. Afflalo,,58-66,,
6:38.0,Offensive foul by C. Anthony,,58-66,,
6:38.0,Turnover by C. Anthony (offensive foul),,58-66,,
6:27.0,,,58-66,,M. Turner misses 2-pt shot from 5 ft (block by R. Lopez)
6:27.0,,,58-66,,Offensive rebound by Team
6:25.0,,,58-68,2,G. Hill makes 2-pt shot from 13 ft (assist by P. George)
6:08.0,J. Calderon makes 3-pt shot from 25 ft (assist by L. Thomas),3,61-68,,
5:57.0,Personal foul by C. Anthony (drawn by M. Turner),,61-68,,
5:57.0,K. O'Quinn enters the game for C. Anthony,,61-68,,
5:51.0,,,61-70,2,M. Turner makes 2-pt shot from 8 ft (assist by I. Mahinmi)
5:35.0,R. Lopez misses 2-pt shot from 18 ft,,61-70,,
5:34.0,,,61-70,,Defensive rebound by P. George
5:28.0,Personal foul by L. Thomas (drawn by P. George),,61-70,,
5:22.0,,,61-70,,P. George misses 3-pt shot from 26 ft
5:21.0,Defensive rebound by L. Galloway,,61-70,,
5:12.0,,,61-70,,Personal foul by M. Turner (drawn by K. O'Quinn)
5:12.0,K. Porzingis enters the game for R. Lopez,,61-70,,
4:58.0,K. Porzingis misses 2-pt shot from 5 ft,,61-70,,
4:58.0,Offensive rebound by K. O'Quinn,,61-70,,
4:56.0,Turnover by L. Thomas (bad pass; steal by M. Ellis),,61-70,,
4:48.0,,,61-72,2,P. George makes 2-pt shot from 13 ft (assist by M. Ellis)
4:35.0,J. Calderon makes 2-pt shot from 13 ft,2,63-72,,
4:15.0,,,63-72,,M. Turner misses 2-pt shot from 14 ft
4:14.0,Defensive rebound by J. Calderon,,63-72,,
4:03.0,L. Galloway misses 3-pt shot from 23 ft,,63-72,,
4:02.0,Offensive rebound by K. O'Quinn,,63-72,,
3:53.0,K. Porzingis makes 3-pt shot from 25 ft (assist by J. Calderon),3,66-72,,
3:50.0,,,66-72,,Indiana full timeout
3:50.0,,,66-72,,L. Allen enters the game for M. Turner
3:37.0,,,66-72,,G. Hill misses 2-pt shot from 14 ft
3:36.0,Defensive rebound by K. Porzingis,,66-72,,
3:21.0,J. Calderon misses 2-pt shot from 18 ft,,66-72,,
3:21.0,,,66-72,,Defensive rebound by M. Ellis
3:06.0,Personal foul by K. Porzingis (drawn by I. Mahinmi),,66-72,,
2:55.0,,,66-74,2,L. Allen makes 2-pt shot from 14 ft (assist by M. Ellis)
2:40.0,K. O'Quinn makes 3-pt shot from 25 ft (assist by L. Galloway),3,69-74,,
2:19.0,,,69-74,,L. Allen misses 2-pt shot from 5 ft
2:18.0,Defensive rebound by K. O'Quinn,,69-74,,
2:07.0,K. O'Quinn makes 2-pt shot from 1 ft (assist by K. Porzingis),2,71-74,,
1:54.0,,,71-74,,P. George misses 2-pt shot from 12 ft
1:53.0,,,71-74,,Offensive rebound by L. Allen
1:51.0,,,71-74,,L. Allen misses 2-pt shot from 4 ft (block by K. Porzingis)
1:49.0,Defensive rebound by J. Calderon,,71-74,,
1:36.0,K. O'Quinn makes 2-pt shot from 17 ft (assist by L. Galloway),2,73-74,,
1:17.0,,,73-74,,Turnover by I. Mahinmi (lost ball)
1:17.0,,,73-74,,J. Young enters the game for I. Mahinmi
1:17.0,,,73-74,,J. Hill enters the game for M. Ellis
1:17.0,,,73-74,,S. Hill enters the game for G. Hill
1:02.0,L. Galloway makes 3-pt shot from 26 ft (assist by L. Thomas),3,76-74,,
0:43.0,,,76-76,2,S. Hill makes 2-pt shot from 13 ft (assist by L. Allen)
0:31.0,Shooting foul by L. Allen (drawn by K. O'Quinn),,76-76,,
0:31.0,K. O'Quinn makes free throw 1 of 2,1,77-76,,
0:31.0,K. O'Quinn makes free throw 2 of 2,1,78-76,,
0:12.0,,,78-76,,Shooting foul by L. Thomas (drawn by P. George)
0:12.0,,,78-77,1,P. George makes free throw 1 of 2
0:12.0,,,78-78,1,P. George makes free throw 2 of 2
0:06.0,,,78-78,,Personal foul by J. Young
0:06.0,J. Calderon makes free throw 1 of 2,1,79-78,,
0:06.0,J. Calderon makes free throw 2 of 2,1,80-78,,
0:00.0,,,80-80,2,P. George makes 2-pt shot from 17 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,L. Galloway makes 3-pt shot from 24 ft,3,83-80,,
11:24.0,,,83-80,,J. Hill misses 2-pt shot from 14 ft
11:22.0,Defensive rebound by L. Galloway,,83-80,,
11:05.0,S. Vujacic misses 2-pt shot from 18 ft,,83-80,,
11:05.0,,,83-80,,Defensive rebound by C. Budinger
10:54.0,,,83-80,,J. Hill misses 2-pt shot from 2 ft
10:54.0,Defensive rebound by K. O'Quinn,,83-80,,
10:43.0,K. O'Quinn misses 2-pt shot from 12 ft,,83-80,,
10:43.0,,,83-80,,Defensive rebound by J. Young
10:33.0,,,83-82,2,J. Young makes 2-pt shot at rim
10:13.0,,,83-82,,Personal foul by C. Budinger (drawn by L. Thomas)
10:13.0,C. Anthony enters the game for K. O'Quinn,,83-82,,
10:04.0,K. Porzingis makes 2-pt shot from 8 ft,2,85-82,,
9:51.0,,,85-82,,J. Young misses 2-pt shot from 3 ft
9:50.0,,,85-82,,Offensive rebound by L. Allen
9:38.0,,,85-84,2,J. Young makes 2-pt shot from 1 ft
9:20.0,L. Galloway makes 3-pt shot from 23 ft (assist by C. Anthony),3,88-84,,
9:05.0,,,88-84,,J. Hill misses 2-pt shot from 17 ft
9:03.0,Defensive rebound by L. Galloway,,88-84,,
8:53.0,,,88-84,,Personal foul by J. Young
8:53.0,Official timeout,,88-84,,
8:53.0,R. Lopez enters the game for K. Porzingis,,88-84,,
8:53.0,,,88-84,,M. Ellis enters the game for J. Young
8:42.0,Shooting foul by M. Ellis (drawn by L. Galloway),,88-84,,
8:42.0,L. Galloway makes free throw 1 of 2,1,89-84,,
8:42.0,K. Porzingis enters the game for L. Thomas,,89-84,,
8:42.0,L. Galloway makes free throw 2 of 2,1,90-84,,
8:28.0,,,90-86,2,C. Budinger makes 2-pt shot from 15 ft (assist by L. Allen)
8:12.0,Shooting foul by S. Hill (drawn by C. Anthony),,90-86,,
8:12.0,C. Anthony makes free throw 1 of 2,1,91-86,,
8:12.0,,,91-86,,M. Turner enters the game for L. Allen
8:12.0,,,91-86,,P. George enters the game for C. Budinger
8:12.0,C. Anthony misses free throw 2 of 2,,91-86,,
8:11.0,Offensive rebound by S. Vujacic,,91-86,,
8:04.0,Offensive foul by R. Lopez,,91-86,,
8:04.0,Turnover by R. Lopez (offensive foul),,91-86,,
7:45.0,,,91-88,2,P. George makes 2-pt shot from 17 ft
7:23.0,C. Anthony misses 2-pt shot from 14 ft,,91-88,,
7:23.0,Offensive rebound by Team,,91-88,,
7:19.0,L. Galloway makes 2-pt shot from 17 ft (assist by S. Vujacic),2,93-88,,
7:02.0,,,93-88,,P. George misses 3-pt shot from 26 ft
7:00.0,,,93-88,,Offensive rebound by S. Hill
7:00.0,Personal foul by L. Galloway (drawn by S. Hill),,93-88,,
7:00.0,,,93-88,,G. Hill enters the game for S. Hill
7:00.0,,,93-88,,I. Mahinmi enters the game for J. Hill
7:00.0,J. Calderon enters the game for S. Vujacic,,93-88,,
6:54.0,,,93-88,,Turnover by P. George (bad pass; steal by K. Porzingis)
6:51.0,Turnover by K. Porzingis (bad pass; steal by G. Hill),,93-88,,
6:43.0,,,93-90,2,P. George makes 2-pt shot from 18 ft
6:26.0,Turnover by L. Galloway (bad pass; steal by M. Turner),,93-90,,
6:20.0,,,93-90,,M. Ellis misses 2-pt shot from 2 ft
6:19.0,Defensive rebound by K. Porzingis,,93-90,,
6:08.0,C. Anthony misses 2-pt shot from 15 ft,,93-90,,
6:08.0,,,93-90,,Defensive rebound by P. George
6:03.0,Shooting block foul by K. Porzingis (drawn by P. George),,93-90,,
6:03.0,,,93-91,1,P. George makes free throw 1 of 2
6:03.0,L. Thomas enters the game for R. Lopez,,93-91,,
6:03.0,,,93-92,1,P. George makes free throw 2 of 2
5:47.0,L. Galloway misses 3-pt shot from 25 ft,,93-92,,
5:46.0,,,93-92,,Defensive rebound by P. George
5:37.0,,,93-94,2,P. George makes 2-pt shot from 12 ft
5:36.0,New York full timeout,,93-94,,
5:21.0,K. Porzingis makes 2-pt shot from 13 ft (assist by J. Calderon),2,95-94,,
4:59.0,,,95-94,,P. George misses 3-pt shot from 26 ft
4:57.0,Defensive rebound by L. Galloway,,95-94,,
4:38.0,C. Anthony makes 2-pt shot from 2 ft,2,97-94,,
4:19.0,Personal foul by L. Galloway (drawn by P. George),,97-94,,
4:15.0,Personal foul by L. Galloway (drawn by M. Ellis),,97-94,,
4:05.0,,,97-96,2,M. Turner makes 2-pt shot from 20 ft
3:53.0,Jump ball: J. Calderon vs. I. Mahinmi,,,,Jump ball: J. Calderon vs. I. Mahinmi
3:52.0,,,97-96,,Personal foul by P. George (drawn by K. Porzingis)
3:52.0,K. Porzingis makes free throw 1 of 2,1,98-96,,
3:52.0,K. Porzingis makes free throw 2 of 2,1,99-96,,
3:39.0,,,99-98,2,I. Mahinmi makes 2-pt shot from 3 ft (assist by M. Ellis)
3:25.0,K. Porzingis misses 3-pt shot from 25 ft,,99-98,,
3:24.0,,,99-98,,Defensive rebound by P. George
3:14.0,,,99-100,2,M. Turner makes 2-pt shot from 11 ft (assist by P. George)
3:14.0,New York full timeout,,99-100,,
2:55.0,L. Thomas misses 3-pt shot from 25 ft,,99-100,,
2:55.0,,,99-100,,Defensive rebound by P. George
2:42.0,,,99-102,2,P. George makes 2-pt shot from 19 ft
2:29.0,,,99-102,,Indiana full timeout
2:18.0,C. Anthony makes 2-pt shot from 15 ft,2,101-102,,
2:05.0,Personal foul by L. Thomas (drawn by P. George),,101-102,,
2:05.0,,,101-103,1,P. George makes free throw 1 of 2
2:05.0,,,101-104,1,P. George makes free throw 2 of 2
1:48.0,C. Anthony misses 2-pt shot from 4 ft (block by I. Mahinmi),,101-104,,
1:46.0,,,101-104,,Defensive rebound by M. Turner
1:29.0,Technical foul by C. Anthony,,101-104,,
1:29.0,,,101-105,1,P. George makes technical free throw
1:29.0,,,101-105,,Indiana full timeout
1:19.0,,,101-107,2,P. George makes 2-pt shot from 16 ft
1:06.0,J. Calderon makes 2-pt shot from 18 ft,2,103-107,,
0:43.0,,,103-107,,P. George misses 2-pt shot from 16 ft
0:42.0,Defensive rebound by J. Calderon,,103-107,,
0:30.0,K. Porzingis misses 2-pt shot from 2 ft,,103-107,,
0:30.0,Offensive rebound by C. Anthony,,103-107,,
0:30.0,C. Anthony makes 2-pt shot from 1 ft,2,105-107,,
0:30.0,,,105-107,,Indiana full timeout
0:13.0,,,105-107,,M. Ellis misses 2-pt shot from 15 ft
0:12.0,Defensive rebound by C. Anthony,,105-107,,
0:11.0,New York full timeout,,105-107,,
0:04.0,K. Porzingis misses 3-pt shot from 27 ft,,105-107,,
0:03.0,,,105-107,,Defensive rebound by M. Turner
0:02.0,Personal take foul by L. Galloway (drawn by M. Turner),,105-107,,
