time,Oklahoma City,pts.away,score,pts.home,Golden State
4:26.0,E. Kanter enters the game for S. Adams,,16-16,,
4:26.0,,,16-16,,A. Varejao enters the game for A. Bogut
4:26.0,,,16-16,,L. Barbosa enters the game for K. Thompson
4:26.0,D. Waiters enters the game for A. Roberson,,16-16,,
4:16.0,R. Westbrook misses 2-pt shot from 12 ft,,16-16,,
4:15.0,,,16-16,,Defensive rebound by L. Barbosa
4:02.0,,,16-19,3,S. Curry makes 3-pt shot from 25 ft (assist by L. Barbosa)
3:42.0,K. Singler makes 3-pt shot from 24 ft (assist by D. Waiters),3,19-19,,
3:33.0,,,19-22,3,S. Curry makes 3-pt shot from 26 ft
3:16.0,K. Singler misses 2-pt shot from 4 ft (block by S. Curry),,19-22,,
3:15.0,,,19-22,,Defensive rebound by S. Curry
3:02.0,,,19-22,,Offensive foul by L. Barbosa
3:02.0,,,19-22,,Turnover by L. Barbosa (offensive foul)
3:02.0,K. Durant enters the game for R. Westbrook,,19-22,,
3:02.0,,,19-22,,A. Iguodala enters the game for B. Rush
2:51.0,D. Waiters makes 2-pt shot from 13 ft,2,21-22,,
2:42.0,,,21-22,,S. Curry misses 3-pt shot from 28 ft
2:41.0,Defensive rebound by E. Kanter,,21-22,,
2:30.0,S. Ibaka makes 2-pt shot from 14 ft (assist by K. Singler),2,23-22,,
2:22.0,,,23-22,,Golden State full timeout
2:18.0,,,23-22,,Shooting foul by E. Kanter (drawn by A. Varejao)
2:18.0,,,23-24,2,A. Varejao makes 2-pt shot from 2 ft (assist by D. Green)
2:18.0,,,23-25,1,A. Varejao makes free throw 1 of 1
2:04.0,K. Durant misses 2-pt shot from 19 ft,,23-25,,
2:03.0,,,23-25,,Defensive rebound by D. Green
1:56.0,Personal foul by D. Waiters (drawn by A. Varejao),,23-25,,
1:52.0,,,23-27,2,L. Barbosa makes 2-pt shot from 21 ft (assist by S. Curry)
1:30.0,Turnover by K. Durant (bad pass; steal by D. Green),,23-27,,
1:19.0,,,23-27,,Turnover by L. Barbosa (bad pass; steal by K. Durant)
1:09.0,,,23-27,,Personal foul by L. Barbosa (drawn by K. Durant)
1:09.0,K. Durant makes free throw 1 of 3,1,24-27,,
1:09.0,,,24-27,,S. Livingston enters the game for S. Curry
1:09.0,K. Durant makes free throw 2 of 3,1,25-27,,
1:09.0,A. Roberson enters the game for S. Ibaka,,25-27,,
1:09.0,K. Durant makes free throw 3 of 3,1,26-27,,
0:57.0,,,26-29,2,D. Green makes 2-pt shot from 2 ft (assist by L. Barbosa)
0:47.0,K. Durant misses 2-pt shot from 13 ft,,26-29,,
0:45.0,Offensive rebound by K. Singler,,26-29,,
0:38.0,Shooting foul by A. Varejao (drawn by K. Durant),,26-29,,
0:38.0,K. Durant makes free throw 1 of 2,1,27-29,,
0:38.0,K. Durant makes free throw 2 of 2,1,28-29,,
0:29.0,,,28-29,,D. Green misses 3-pt shot from 25 ft
0:28.0,,,28-29,,Offensive rebound by A. Varejao
0:06.0,,,28-29,,A. Iguodala misses 2-pt shot from 6 ft
0:05.0,Defensive rebound by K. Durant,,28-29,,
0:01.0,K. Durant misses 3-pt shot from 34 ft,,28-29,,
0:00.0,Offensive rebound by Team,,28-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,Shooting foul by A. Varejao (drawn by D. Waiters),,28-29,,
11:45.0,D. Waiters makes free throw 1 of 2,1,29-29,,
11:45.0,D. Waiters makes free throw 2 of 2,1,30-29,,
11:33.0,,,30-29,,L. Barbosa misses 3-pt shot from 24 ft
11:33.0,Defensive rebound by A. Roberson,,30-29,,
11:20.0,R. Foye misses 3-pt shot from 26 ft,,30-29,,
11:19.0,Offensive rebound by A. Roberson,,30-29,,
11:03.0,D. Waiters misses 3-pt shot from 24 ft,,30-29,,
11:02.0,,,30-29,,Defensive rebound by A. Varejao
10:44.0,,,30-29,,H. Barnes misses 2-pt shot from 13 ft
10:44.0,Defensive rebound by R. Foye,,30-29,,
10:27.0,Offensive foul by K. Durant,,30-29,,
10:27.0,Turnover by K. Durant (offensive foul),,30-29,,
10:27.0,,,30-29,,M. Speights enters the game for A. Varejao
10:27.0,,,30-29,,K. Thompson enters the game for L. Barbosa
10:11.0,,,30-31,2,M. Speights makes 2-pt shot from 17 ft (assist by H. Barnes)
9:50.0,D. Waiters makes 2-pt shot from 19 ft (assist by K. Durant),2,32-31,,
9:38.0,,,32-33,2,S. Livingston makes 2-pt shot from 14 ft
9:38.0,,,32-33,,Shooting foul by D. Waiters (drawn by S. Livingston)
9:38.0,,,32-34,1,S. Livingston makes free throw 1 of 1
9:24.0,K. Durant makes 2-pt shot from 2 ft,2,34-34,,
9:14.0,,,34-36,2,K. Thompson makes 2-pt shot from 18 ft (assist by S. Livingston)
8:56.0,R. Foye misses 3-pt shot from 25 ft,,34-36,,
8:55.0,,,34-36,,Defensive rebound by A. Iguodala
8:41.0,,,34-39,3,K. Thompson makes 3-pt shot from 24 ft (assist by H. Barnes)
8:21.0,E. Kanter misses 2-pt shot from 2 ft,,34-39,,
8:21.0,Offensive rebound by E. Kanter,,34-39,,
8:20.0,E. Kanter makes 2-pt shot from 2 ft,2,36-39,,
8:09.0,,,36-42,3,M. Speights makes 3-pt shot from 26 ft (assist by S. Livingston)
7:48.0,E. Kanter makes 2-pt shot from 3 ft (assist by K. Durant),2,38-42,,
7:48.0,Shooting foul by A. Iguodala (drawn by E. Kanter),,38-42,,
7:48.0,Official timeout,,38-42,,
7:48.0,,,38-42,,S. Curry enters the game for A. Iguodala
7:48.0,K. Singler enters the game for K. Durant,,38-42,,
7:48.0,R. Westbrook enters the game for D. Waiters,,38-42,,
7:48.0,E. Kanter misses free throw 1 of 1,,38-42,,
7:47.0,,,38-42,,Defensive rebound by M. Speights
7:23.0,,,38-44,2,K. Thompson makes 2-pt shot from 1 ft (assist by S. Livingston)
7:11.0,Turnover by E. Kanter (traveling),,38-44,,
7:07.0,,,38-44,,Turnover by K. Thompson (bad pass; steal by K. Singler)
7:01.0,A. Roberson misses 2-pt shot from 2 ft,,38-44,,
7:00.0,Offensive rebound by R. Westbrook,,38-44,,
7:00.0,R. Westbrook makes 2-pt shot from 1 ft,2,40-44,,
6:49.0,,,40-44,,M. Speights misses 2-pt shot at rim
6:48.0,Defensive rebound by R. Foye,,40-44,,
6:39.0,K. Singler misses 3-pt shot from 24 ft,,40-44,,
6:39.0,Offensive rebound by A. Roberson,,40-44,,
6:38.0,A. Roberson misses 2-pt shot at rim,,40-44,,
6:37.0,Offensive rebound by A. Roberson,,40-44,,
6:37.0,A. Roberson misses 2-pt shot at rim,,40-44,,
6:34.0,Offensive rebound by R. Foye,,40-44,,
6:25.0,R. Foye makes 2-pt shot from 1 ft,2,42-44,,
6:19.0,,,42-44,,S. Livingston misses 2-pt shot from 1 ft
6:18.0,Defensive rebound by K. Singler,,42-44,,
6:12.0,R. Westbrook misses 2-pt shot from 1 ft,,42-44,,
6:10.0,Offensive rebound by E. Kanter,,42-44,,
6:10.0,E. Kanter makes 2-pt shot at rim,2,44-44,,
6:10.0,,,44-44,,Golden State full timeout
6:10.0,K. Durant enters the game for A. Roberson,,44-44,,
6:10.0,S. Ibaka enters the game for E. Kanter,,44-44,,
6:10.0,,,44-44,,D. Green enters the game for H. Barnes
6:10.0,,,44-44,,A. Bogut enters the game for M. Speights
5:58.0,Violation by R. Westbrook (def goaltending),,44-44,,
5:58.0,,,44-46,2,D. Green makes 2-pt shot from 2 ft (assist by S. Livingston)
5:37.0,R. Westbrook misses 2-pt shot from 1 ft,,44-46,,
5:36.0,,,44-46,,Defensive rebound by S. Curry
5:33.0,,,44-46,,K. Thompson misses 3-pt shot from 25 ft (block by K. Durant)
5:33.0,Defensive rebound by R. Foye,,44-46,,
5:29.0,R. Westbrook makes 2-pt shot at rim (assist by K. Durant),2,46-46,,
5:10.0,,,46-48,2,S. Livingston makes 2-pt shot from 4 ft
4:49.0,R. Foye misses 3-pt shot from 23 ft,,46-48,,
4:48.0,,,46-48,,Defensive rebound by A. Bogut
4:43.0,Violation by R. Foye (kicked ball),,46-48,,
4:39.0,,,46-48,,Offensive foul by D. Green
4:39.0,,,46-48,,Turnover by D. Green (offensive foul)
4:39.0,A. Roberson enters the game for R. Foye,,46-48,,
4:39.0,,,46-48,,B. Rush enters the game for S. Livingston
4:29.0,Turnover by R. Westbrook (bad pass; steal by K. Thompson),,46-48,,
4:24.0,,,46-50,2,K. Thompson makes 2-pt shot from 1 ft
4:11.0,K. Durant makes 2-pt shot from 16 ft,2,48-50,,
4:01.0,,,48-52,2,S. Curry makes 2-pt shot from 1 ft (assist by A. Bogut)
3:45.0,Shooting foul by A. Bogut (drawn by R. Westbrook),,48-52,,
3:45.0,R. Westbrook makes free throw 1 of 2,1,49-52,,
3:45.0,,,49-52,,H. Barnes enters the game for A. Bogut
3:45.0,R. Westbrook makes free throw 2 of 2,1,50-52,,
3:36.0,,,50-52,,D. Green misses 2-pt shot from 1 ft
3:35.0,Defensive rebound by S. Ibaka,,50-52,,
3:27.0,K. Durant misses 2-pt shot from 18 ft,,50-52,,
3:26.0,,,50-52,,Defensive rebound by H. Barnes
3:18.0,,,50-52,,K. Thompson misses 2-pt shot from 1 ft
3:17.0,Defensive rebound by S. Ibaka,,50-52,,
3:09.0,K. Singler makes 2-pt shot at rim (assist by R. Westbrook),2,52-52,,
3:02.0,,,52-52,,S. Curry misses 3-pt shot from 25 ft
2:59.0,Defensive rebound by A. Roberson,,52-52,,
2:52.0,Turnover by K. Durant (lost ball; steal by D. Green),,52-52,,
2:44.0,,,52-54,2,D. Green makes 2-pt shot from 2 ft (assist by K. Thompson)
2:41.0,Oklahoma City full timeout,,52-54,,
2:25.0,Shooting foul by B. Rush (drawn by S. Ibaka),,52-54,,
2:25.0,S. Ibaka makes free throw 1 of 2,1,53-54,,
2:25.0,S. Ibaka makes free throw 2 of 2,1,54-54,,
2:12.0,,,54-54,,B. Rush misses 3-pt shot from 26 ft
2:12.0,Defensive rebound by S. Ibaka,,54-54,,
2:03.0,K. Singler makes 2-pt shot from 3 ft (assist by K. Durant),2,56-54,,
1:47.0,,,56-56,2,K. Thompson makes 2-pt shot from 2 ft (assist by H. Barnes)
1:33.0,S. Ibaka makes 2-pt shot from 13 ft (assist by K. Durant),2,58-56,,
1:20.0,,,58-58,2,S. Curry makes 2-pt shot from 2 ft
1:04.0,R. Westbrook makes 2-pt shot from 18 ft,2,60-58,,
0:41.0,,,60-61,3,S. Curry makes 3-pt shot from 32 ft (assist by K. Thompson)
0:33.0,Shooting foul by K. Thompson (drawn by K. Durant),,60-61,,
0:33.0,K. Durant makes free throw 1 of 2,1,61-61,,
0:33.0,D. Waiters enters the game for K. Singler,,61-61,,
0:33.0,,,61-61,,Golden State full timeout
0:33.0,K. Durant misses free throw 2 of 2,,61-61,,
0:32.0,,,61-61,,Defensive rebound by D. Green
0:17.0,,,61-63,2,S. Curry makes 2-pt shot from 10 ft (assist by H. Barnes)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,R. Westbrook misses 3-pt shot from 27 ft,,61-63,,
11:43.0,,,61-63,,Defensive rebound by D. Green
11:22.0,,,61-63,,H. Barnes misses 3-pt shot from 22 ft
11:21.0,Defensive rebound by S. Adams,,61-63,,
11:09.0,K. Durant makes 2-pt shot from 17 ft (assist by S. Adams),2,63-63,,
10:53.0,,,63-63,,Turnover by S. Curry (step out of bounds)
10:46.0,R. Westbrook misses 2-pt shot from 15 ft,,63-63,,
10:45.0,,,63-63,,Defensive rebound by K. Thompson
10:30.0,,,63-63,,H. Barnes misses 3-pt shot from 25 ft
10:29.0,Defensive rebound by K. Durant,,63-63,,
10:20.0,Turnover by K. Durant (bad pass; steal by K. Thompson),,63-63,,
10:13.0,,,63-63,,K. Thompson misses 3-pt shot from 26 ft
10:13.0,Defensive rebound by A. Roberson,,63-63,,
9:54.0,S. Ibaka makes 2-pt shot from 2 ft (assist by R. Westbrook),2,65-63,,
9:46.0,Personal foul by R. Westbrook (drawn by S. Curry),,65-63,,
9:38.0,,,65-63,,S. Curry misses 2-pt shot from 1 ft
9:38.0,Defensive rebound by K. Durant,,65-63,,
9:31.0,S. Ibaka makes 2-pt shot from 5 ft (assist by R. Westbrook),2,67-63,,
9:31.0,,,67-63,,Golden State full timeout
9:18.0,,,67-63,,S. Curry misses 3-pt shot from 28 ft
9:18.0,Defensive rebound by A. Roberson,,67-63,,
9:00.0,Shooting foul by D. Green (drawn by S. Adams),,67-63,,
9:00.0,S. Adams misses free throw 1 of 2,,67-63,,
9:00.0,Offensive rebound by Team,,67-63,,
9:00.0,S. Adams makes free throw 2 of 2,1,68-63,,
8:46.0,,,68-65,2,H. Barnes makes 2-pt shot from 12 ft
8:21.0,R. Westbrook misses 3-pt shot from 25 ft,,68-65,,
8:20.0,,,68-65,,Defensive rebound by H. Barnes
8:11.0,Personal foul by R. Westbrook (drawn by S. Curry),,68-65,,
7:54.0,,,68-65,,S. Curry misses 3-pt shot from 24 ft
7:53.0,Defensive rebound by R. Westbrook,,68-65,,
7:48.0,K. Durant makes 2-pt shot from 1 ft (assist by R. Westbrook),2,70-65,,
7:30.0,,,70-68,3,H. Barnes makes 3-pt shot from 22 ft (assist by A. Bogut)
7:15.0,Turnover by K. Durant (bad pass; steal by S. Curry),,70-68,,
7:09.0,,,70-68,,K. Thompson misses 2-pt shot from 1 ft (block by S. Ibaka)
7:08.0,Defensive rebound by S. Ibaka,,70-68,,
7:01.0,R. Westbrook misses 2-pt shot from 1 ft,,70-68,,
6:59.0,,,70-68,,Defensive rebound by A. Bogut
6:56.0,,,70-68,,Shooting foul by A. Roberson (drawn by D. Green)
6:56.0,,,70-69,1,D. Green makes free throw 2 of 2
6:56.0,,,70-69,,D. Green misses free throw 1 of 2
6:56.0,,,70-69,,Offensive rebound by Team
6:35.0,R. Westbrook makes 3-pt shot from 26 ft (assist by S. Adams),3,73-69,,
6:17.0,,,73-69,,K. Thompson misses 3-pt shot from 24 ft
6:15.0,Defensive rebound by K. Durant,,73-69,,
6:08.0,,,73-69,,Personal foul by D. Green (drawn by S. Adams)
5:54.0,S. Adams makes 2-pt shot from 4 ft (assist by K. Durant),2,75-69,,
5:40.0,,,75-71,2,K. Thompson makes 2-pt shot from 2 ft (assist by D. Green)
5:28.0,K. Durant makes 2-pt shot from 12 ft,2,77-71,,
5:01.0,,,77-71,,K. Thompson misses 3-pt shot from 25 ft
4:59.0,Defensive rebound by K. Durant,,77-71,,
4:53.0,S. Ibaka makes 3-pt shot from 23 ft (assist by K. Durant),3,80-71,,
4:38.0,,,80-71,,B. Rush enters the game for H. Barnes
4:38.0,K. Singler enters the game for K. Durant,,80-71,,
4:30.0,,,80-71,,S. Curry misses 3-pt shot from 26 ft
4:29.0,Defensive rebound by A. Roberson,,80-71,,
4:12.0,R. Westbrook misses 2-pt shot from 13 ft,,80-71,,
4:11.0,,,80-71,,Defensive rebound by B. Rush
4:03.0,,,80-73,2,K. Thompson makes 2-pt shot from 1 ft (assist by S. Curry)
3:41.0,Turnover by S. Ibaka (bad pass; steal by A. Bogut),,80-73,,
3:34.0,,,80-73,,Turnover by K. Thompson (bad pass)
3:34.0,,,80-73,,M. Speights enters the game for A. Bogut
3:34.0,,,80-73,,L. Barbosa enters the game for K. Thompson
3:34.0,Oklahoma City full timeout,,80-73,,
3:09.0,S. Ibaka misses 3-pt shot from 26 ft,,80-73,,
3:08.0,,,80-73,,Defensive rebound by M. Speights
3:05.0,,,80-75,2,D. Green makes 2-pt shot at rim (assist by M. Speights)
2:51.0,Shooting foul by S. Curry (drawn by R. Westbrook),,80-75,,
2:51.0,R. Westbrook makes free throw 1 of 2,1,81-75,,
2:51.0,D. Waiters enters the game for A. Roberson,,81-75,,
2:51.0,R. Westbrook misses free throw 2 of 2,,81-75,,
2:50.0,,,81-75,,Defensive rebound by D. Green
2:35.0,,,81-77,2,M. Speights makes 2-pt shot from 18 ft (assist by D. Green)
2:21.0,,,81-77,,Personal foul by D. Green (drawn by S. Ibaka)
2:21.0,,,81-77,,H. Barnes enters the game for D. Green
2:13.0,R. Westbrook misses 3-pt shot from 25 ft,,81-77,,
2:11.0,,,81-77,,Defensive rebound by B. Rush
2:04.0,,,81-77,,S. Curry misses 3-pt shot from 29 ft
2:03.0,Defensive rebound by S. Adams,,81-77,,
1:44.0,R. Westbrook misses 3-pt shot from 25 ft,,81-77,,
1:43.0,,,81-77,,Defensive rebound by H. Barnes
1:38.0,,,81-77,,Shooting foul by S. Ibaka (drawn by S. Curry)
1:38.0,,,81-77,,S. Curry misses free throw 1 of 2
1:38.0,,,81-77,,Offensive rebound by Team
1:38.0,,,81-77,,A. Iguodala enters the game for B. Rush
1:38.0,R. Foye enters the game for R. Westbrook,,81-77,,
1:38.0,K. Durant enters the game for S. Ibaka,,81-77,,
1:38.0,,,81-78,1,S. Curry makes free throw 2 of 2
1:21.0,R. Foye misses 2-pt shot from 20 ft,,81-78,,
1:20.0,,,81-78,,Defensive rebound by M. Speights
1:09.0,,,81-80,2,H. Barnes makes 2-pt shot at rim (assist by A. Iguodala)
0:56.0,K. Durant makes 2-pt shot from 16 ft,2,83-80,,
0:50.0,,,83-82,2,S. Curry makes 2-pt shot from 1 ft
0:32.0,D. Waiters misses 2-pt shot from 19 ft,,83-82,,
0:31.0,,,83-82,,Defensive rebound by H. Barnes
0:08.0,,,83-82,,S. Curry misses 3-pt shot from 31 ft
0:07.0,,,83-82,,Offensive rebound by L. Barbosa
0:03.0,,,83-82,,S. Curry misses 2-pt shot from 10 ft
0:02.0,Defensive rebound by D. Waiters,,83-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,83-82,,Shooting foul by K. Singler (drawn by S. Livingston)
11:45.0,,,83-83,1,S. Livingston makes free throw 1 of 2
11:45.0,,,83-84,1,S. Livingston makes free throw 2 of 2
11:33.0,E. Kanter misses 2-pt shot from 3 ft (block by M. Speights),,83-84,,
11:33.0,Offensive rebound by Team,,83-84,,
11:25.0,D. Waiters misses 2-pt shot from 2 ft,,83-84,,
11:24.0,,,83-84,,Defensive rebound by M. Speights
11:15.0,,,83-87,3,M. Speights makes 3-pt shot from 25 ft (assist by S. Livingston)
10:57.0,K. Durant misses 2-pt shot from 2 ft,,83-87,,
10:57.0,,,83-87,,Defensive rebound by S. Livingston
10:52.0,,,83-89,2,L. Barbosa makes 2-pt shot from 1 ft (assist by S. Livingston)
10:51.0,Oklahoma City full timeout,,83-89,,
10:40.0,K. Durant makes 2-pt shot at rim (assist by R. Foye),2,85-89,,
10:25.0,,,85-91,2,H. Barnes makes 2-pt shot at rim (assist by S. Livingston)
10:02.0,Turnover by K. Durant (bad pass; steal by A. Iguodala),,85-91,,
9:59.0,,,85-93,2,A. Iguodala makes 2-pt shot at rim
9:43.0,R. Foye makes 2-pt shot from 2 ft,2,87-93,,
9:23.0,,,87-93,,Shooting foul by R. Foye (drawn by L. Barbosa)
9:23.0,,,87-94,1,L. Barbosa makes free throw 1 of 2
9:23.0,S. Ibaka enters the game for E. Kanter,,87-94,,
9:23.0,,,87-95,1,L. Barbosa makes free throw 2 of 2
9:07.0,Turnover by K. Durant (lost ball; steal by S. Livingston),,87-95,,
9:01.0,,,87-95,,Turnover by H. Barnes (bad pass; steal by S. Ibaka)
8:55.0,K. Durant makes 2-pt shot from 2 ft (assist by R. Foye),2,89-95,,
8:55.0,Shooting foul by M. Speights (drawn by K. Durant),,89-95,,
8:55.0,R. Westbrook enters the game for K. Singler,,89-95,,
8:55.0,K. Durant makes free throw 1 of 1,1,90-95,,
8:33.0,,,90-95,,S. Livingston misses 2-pt shot from 13 ft
8:33.0,Defensive rebound by K. Durant,,90-95,,
8:22.0,S. Ibaka makes 2-pt shot from 5 ft (assist by K. Durant),2,92-95,,
8:02.0,,,92-95,,L. Barbosa misses 2-pt shot from 17 ft
8:02.0,,,92-95,,Offensive rebound by Team
8:02.0,Loose ball foul by S. Ibaka (drawn by M. Speights),,92-95,,
8:02.0,,,92-95,,A. Bogut enters the game for M. Speights
8:02.0,,,92-95,,K. Thompson enters the game for L. Barbosa
7:58.0,,,92-97,2,A. Bogut makes 2-pt shot at rim (assist by S. Livingston)
7:42.0,R. Westbrook misses 2-pt shot from 16 ft,,92-97,,
7:42.0,,,92-97,,Defensive rebound by A. Bogut
7:19.0,,,92-97,,A. Iguodala misses 2-pt shot from 17 ft (block by K. Durant)
7:18.0,,,92-97,,Offensive rebound by Team
7:18.0,,,92-97,,Turnover by Team (shot clock)
7:11.0,Turnover by K. Durant (step out of bounds),,92-97,,
7:11.0,,,92-97,,D. Green enters the game for H. Barnes
7:11.0,A. Roberson enters the game for K. Durant,,92-97,,
6:59.0,,,92-99,2,A. Bogut makes 2-pt shot from 8 ft (assist by K. Thompson)
6:32.0,D. Waiters misses 2-pt shot from 3 ft,,92-99,,
6:32.0,Offensive rebound by A. Roberson,,92-99,,
6:32.0,Shooting foul by A. Iguodala (drawn by A. Roberson),,92-99,,
6:32.0,A. Roberson misses 2-pt shot from 1 ft,,92-99,,
6:32.0,Offensive rebound by A. Roberson,,92-99,,
6:32.0,A. Roberson makes free throw 1 of 2,1,93-99,,
6:32.0,,,93-99,,S. Curry enters the game for A. Iguodala
6:32.0,A. Roberson makes free throw 2 of 2,1,94-99,,
6:07.0,,,94-99,,S. Livingston misses 2-pt shot from 17 ft
6:07.0,Defensive rebound by R. Westbrook,,94-99,,
6:02.0,R. Westbrook makes 2-pt shot from 11 ft,2,96-99,,
6:02.0,Shooting foul by S. Livingston (drawn by R. Westbrook),,96-99,,
6:02.0,R. Westbrook makes free throw 1 of 1,1,97-99,,
5:48.0,,,97-101,2,D. Green makes 2-pt shot from 3 ft
5:22.0,R. Foye misses 2-pt shot from 3 ft,,97-101,,
5:21.0,,,97-101,,Defensive rebound by S. Livingston
5:07.0,,,97-101,,S. Curry misses 3-pt shot from 23 ft
5:06.0,Defensive rebound by S. Ibaka,,97-101,,
4:54.0,R. Westbrook misses 3-pt shot from 25 ft,,97-101,,
4:54.0,,,97-101,,Defensive rebound by Team
4:54.0,Loose ball foul by S. Ibaka (drawn by A. Bogut),,97-101,,
4:54.0,Official timeout,,97-101,,
4:54.0,K. Durant enters the game for R. Foye,,97-101,,
4:45.0,,,97-101,,Shooting foul by S. Ibaka (drawn by S. Livingston)
4:45.0,,,97-102,1,S. Livingston makes free throw 1 of 2
4:45.0,,,97-103,1,S. Livingston makes free throw 2 of 2
4:31.0,Turnover by S. Ibaka (bad pass; steal by S. Livingston),,97-103,,
4:25.0,,,97-103,,K. Thompson misses 3-pt shot from 26 ft
4:24.0,,,97-103,,Offensive rebound by S. Curry
4:16.0,,,97-105,2,S. Curry makes 2-pt shot from 2 ft
4:16.0,,,97-105,,Shooting foul by A. Roberson (drawn by S. Curry)
4:16.0,,,97-106,1,S. Curry makes free throw 1 of 1
3:54.0,R. Westbrook misses 3-pt shot from 24 ft,,97-106,,
3:53.0,,,97-106,,Defensive rebound by K. Thompson
3:42.0,Personal foul by R. Westbrook (drawn by A. Bogut),,97-106,,
3:42.0,,,97-107,1,A. Bogut makes free throw 1 of 2
3:42.0,,,97-107,,A. Bogut misses free throw 2 of 2
3:40.0,Defensive rebound by K. Durant,,97-107,,
