time,Washington,pts.away,score,pts.home,Milwaukee
4:38.0,,,10-22,3,C. Copeland makes 3-pt shot from 24 ft (assist by K. Middleton)
4:21.0,G. Neal makes 3-pt shot from 25 ft (assist by J. Wall),3,13-22,,
4:01.0,,,13-22,,C. Copeland misses 3-pt shot from 26 ft
3:59.0,,,13-22,,Offensive rebound by G. Antetokounmpo
3:59.0,,,13-24,2,G. Antetokounmpo makes 2-pt shot at rim
3:50.0,Turnover by J. Wall (bad pass),,13-24,,
3:35.0,,,13-24,,K. Middleton misses 2-pt shot from 15 ft
3:34.0,Defensive rebound by O. Porter,,13-24,,
3:31.0,Shooting foul by C. Copeland (drawn by J. Wall),,13-24,,
3:31.0,J. Wall makes free throw 1 of 2,1,14-24,,
3:31.0,N. Hilario enters the game for M. Gortat,,14-24,,
3:31.0,,,14-24,,J. Bayless enters the game for G. Antetokounmpo
3:31.0,J. Wall makes free throw 2 of 2,1,15-24,,
3:12.0,,,15-24,,M. Carter-Williams misses 2-pt shot from 6 ft
3:11.0,,,15-24,,Offensive rebound by G. Monroe
3:05.0,,,15-26,2,G. Monroe makes 2-pt shot from 1 ft (assist by C. Copeland)
3:05.0,,,15-26,,Shooting foul by N. Hilario (drawn by G. Monroe)
3:05.0,R. Sessions enters the game for J. Wall,,15-26,,
3:05.0,,,15-27,1,G. Monroe makes free throw 1 of 1
2:47.0,R. Sessions makes 2-pt shot from 12 ft (assist by N. Hilario),2,17-27,,
2:26.0,,,17-27,,Turnover by G. Monroe (lost ball; steal by D. Gooden)
2:19.0,,,17-27,,Personal foul by G. Monroe (drawn by N. Hilario)
2:19.0,Washington full timeout,,17-27,,
2:19.0,,,17-27,,M. Plumlee enters the game for G. Monroe
2:19.0,N. Hilario misses free throw 1 of 2,,17-27,,
2:19.0,Offensive rebound by Team,,17-27,,
2:19.0,N. Hilario misses free throw 2 of 2,,17-27,,
2:18.0,,,17-27,,Defensive rebound by C. Copeland
2:02.0,,,17-29,2,M. Plumlee makes 2-pt shot from 7 ft (assist by M. Carter-Williams)
1:44.0,G. Neal misses 2-pt shot from 17 ft,,17-29,,
1:43.0,,,17-29,,Defensive rebound by K. Middleton
1:30.0,,,17-29,,Turnover by M. Carter-Williams (bad pass; steal by O. Porter)
1:30.0,,,17-29,,Personal foul by C. Copeland (drawn by O. Porter)
1:30.0,,,17-29,,D. Inglis enters the game for C. Copeland
1:30.0,O. Porter makes free throw 1 of 2,1,18-29,,
1:30.0,O. Porter misses free throw 2 of 2,,18-29,,
1:29.0,,,18-29,,Defensive rebound by D. Inglis
1:07.0,,,18-31,2,J. Bayless makes 2-pt shot from 6 ft
0:55.0,Shooting foul by M. Plumlee (drawn by N. Hilario),,18-31,,
0:55.0,N. Hilario makes free throw 1 of 2,1,19-31,,
0:55.0,N. Hilario makes free throw 2 of 2,1,20-31,,
0:36.0,,,20-31,,D. Inglis misses 2-pt shot from 2 ft (block by D. Gooden)
0:36.0,,,20-31,,Offensive rebound by Team
0:34.0,,,20-33,2,K. Middleton makes 2-pt shot from 11 ft (assist by J. Bayless)
0:25.0,R. Sessions misses 2-pt shot from 1 ft,,20-33,,
0:25.0,Offensive rebound by N. Hilario,,20-33,,
0:25.0,N. Hilario makes 2-pt shot from 1 ft,2,22-33,,
0:04.0,,,22-33,,Offensive foul by M. Carter-Williams
0:04.0,,,22-33,,Turnover by M. Carter-Williams (offensive foul)
0:04.0,J. Wall enters the game for O. Porter,,22-33,,
0:00.0,J. Wall misses 2-pt shot at rim,,22-33,,
0:00.0,Offensive rebound by Team,,22-33,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,22-33,,G. Vasquez misses 3-pt shot from 23 ft
11:37.0,Defensive rebound by B. Beal,,22-33,,
11:24.0,Shooting foul by D. Inglis (drawn by B. Beal),,22-33,,
11:24.0,B. Beal makes free throw 1 of 2,1,23-33,,
11:24.0,B. Beal makes free throw 2 of 2,1,24-33,,
11:09.0,,,24-36,3,J. Bayless makes 3-pt shot from 25 ft (assist by G. Vasquez)
10:52.0,B. Beal makes 3-pt shot from 25 ft (assist by G. Neal),3,27-36,,
10:45.0,,,27-36,,M. Plumlee misses 2-pt shot from 1 ft
10:43.0,Defensive rebound by N. Hilario,,27-36,,
10:34.0,R. Sessions makes 2-pt shot from 2 ft,2,29-36,,
10:20.0,,,29-36,,J. Bayless misses 3-pt shot from 27 ft
10:19.0,Defensive rebound by D. Gooden,,29-36,,
10:15.0,R. Sessions makes 2-pt shot from 1 ft,2,31-36,,
10:15.0,Shooting foul by G. Vasquez (drawn by R. Sessions),,31-36,,
10:15.0,,,31-36,,J. O'Bryant enters the game for D. Inglis
10:15.0,R. Sessions makes free throw 1 of 1,1,32-36,,
9:55.0,,,32-38,2,G. Antetokounmpo makes 2-pt shot from 6 ft
9:40.0,,,32-38,,Shooting block foul by G. Antetokounmpo (drawn by G. Neal)
9:40.0,G. Neal makes free throw 1 of 2,1,33-38,,
9:40.0,G. Neal makes free throw 2 of 2,1,34-38,,
9:26.0,,,34-40,2,J. O'Bryant makes 2-pt shot from 10 ft (assist by G. Vasquez)
9:17.0,,,34-40,,Personal foul by M. Plumlee (drawn by N. Hilario)
9:17.0,J. Dudley enters the game for D. Gooden,,34-40,,
9:03.0,N. Hilario makes 2-pt shot from 1 ft,2,36-40,,
8:40.0,,,36-42,2,M. Plumlee makes 2-pt shot from 8 ft (assist by G. Vasquez)
8:21.0,B. Beal makes 2-pt shot at rim (assist by N. Hilario),2,38-42,,
8:18.0,,,38-42,,Turnover by M. Plumlee (bad pass)
8:18.0,Official timeout,,38-42,,
8:18.0,,,38-42,,G. Monroe enters the game for M. Plumlee
8:09.0,Offensive foul by B. Beal,,38-42,,
8:09.0,Turnover by B. Beal (offensive foul),,38-42,,
8:09.0,O. Porter enters the game for B. Beal,,38-42,,
7:58.0,,,38-44,2,G. Antetokounmpo makes 2-pt shot at rim (assist by G. Monroe)
7:58.0,,,38-44,,Shooting foul by N. Hilario (drawn by G. Antetokounmpo)
7:58.0,,,38-45,1,G. Antetokounmpo makes free throw 1 of 1
7:38.0,G. Neal misses 2-pt shot from 15 ft,,38-45,,
7:37.0,,,38-45,,Defensive rebound by G. Antetokounmpo
7:25.0,,,38-45,,G. Monroe misses 2-pt shot from 7 ft
7:23.0,Defensive rebound by N. Hilario,,38-45,,
7:17.0,R. Sessions makes 2-pt shot from 1 ft,2,40-45,,
6:50.0,,,40-48,3,G. Antetokounmpo makes 3-pt shot from 26 ft (assist by J. Bayless)
6:37.0,O. Porter makes 2-pt shot from 1 ft (assist by G. Neal),2,42-48,,
6:28.0,,,42-48,,G. Antetokounmpo misses 2-pt shot from 1 ft (block by O. Porter)
6:27.0,,,42-48,,Offensive rebound by J. O'Bryant
6:27.0,,,42-48,,Shooting foul by O. Porter (drawn by J. O'Bryant)
6:27.0,,,42-49,1,J. O'Bryant makes free throw 1 of 2
6:27.0,J. Wall enters the game for G. Neal,,42-49,,
6:27.0,M. Gortat enters the game for N. Hilario,,42-49,,
6:27.0,,,42-49,,J. O'Bryant misses free throw 2 of 2
6:26.0,,,42-49,,Offensive rebound by G. Antetokounmpo
6:24.0,,,42-49,,G. Antetokounmpo misses 2-pt shot from 1 ft
6:22.0,Defensive rebound by M. Gortat,,42-49,,
6:10.0,J. Dudley misses 2-pt shot from 1 ft,,42-49,,
6:09.0,,,42-49,,Defensive rebound by G. Vasquez
6:01.0,,,42-49,,Turnover by G. Vasquez (bad pass; steal by R. Sessions)
5:58.0,R. Sessions makes 2-pt shot at rim,2,44-49,,
5:58.0,,,44-49,,Milwaukee full timeout
5:58.0,,,44-49,,K. Middleton enters the game for J. Bayless
5:36.0,,,44-51,2,G. Monroe makes 2-pt shot from 14 ft (assist by G. Vasquez)
5:22.0,J. Dudley makes 3-pt shot from 27 ft (assist by J. Wall),3,47-51,,
5:04.0,,,47-51,,J. O'Bryant misses 2-pt shot from 15 ft
5:03.0,Defensive rebound by O. Porter,,47-51,,
4:57.0,Turnover by J. Wall (lost ball),,47-51,,
4:57.0,Jump ball: J. O'Bryant vs. J. Wall (K. Middleton gains possession),,,,Jump ball: J. O'Bryant vs. J. Wall (K. Middleton gains possession)
4:39.0,,,47-51,,Shooting foul by J. Dudley (drawn by J. O'Bryant)
4:39.0,,,47-52,1,J. O'Bryant makes free throw 1 of 2
4:39.0,,,47-53,1,J. O'Bryant makes free throw 2 of 2
4:22.0,Turnover by J. Dudley (bad pass; steal by K. Middleton),,47-53,,
4:16.0,,,47-55,2,G. Antetokounmpo makes 2-pt shot at rim (assist by J. O'Bryant)
3:45.0,R. Sessions misses 3-pt shot from 26 ft,,47-55,,
3:43.0,,,47-55,,Defensive rebound by G. Monroe
3:36.0,,,47-55,,G. Monroe misses 2-pt shot from 16 ft
3:35.0,Defensive rebound by Team,,47-55,,
3:35.0,G. Neal enters the game for R. Sessions,,47-55,,
3:15.0,J. Wall misses 2-pt shot from 19 ft,,47-55,,
3:14.0,,,47-55,,Defensive rebound by G. Antetokounmpo
3:07.0,,,47-55,,Shooting foul by G. Neal (drawn by G. Monroe)
3:07.0,,,47-56,1,G. Monroe makes free throw 1 of 2
3:07.0,,,47-56,,M. Carter-Williams enters the game for G. Vasquez
3:07.0,Washington full timeout,,47-56,,
3:07.0,,,47-56,,G. Monroe misses free throw 2 of 2
3:06.0,Defensive rebound by J. Dudley,,47-56,,
2:49.0,O. Porter makes 3-pt shot from 25 ft (assist by J. Wall),3,50-56,,
2:29.0,,,50-56,,M. Carter-Williams misses 3-pt shot from 25 ft
2:28.0,Defensive rebound by M. Gortat,,50-56,,
2:13.0,G. Neal makes 2-pt shot from 5 ft (assist by J. Wall),2,52-56,,
2:00.0,,,52-58,2,K. Middleton makes 2-pt shot from 14 ft (assist by M. Carter-Williams)
1:34.0,J. Wall makes 2-pt shot from 14 ft,2,54-58,,
1:24.0,Personal foul by O. Porter (drawn by G. Antetokounmpo),,54-58,,
1:24.0,,,54-59,1,G. Antetokounmpo makes free throw 1 of 2
1:24.0,K. Oubre enters the game for O. Porter,,54-59,,
1:24.0,,,54-60,1,G. Antetokounmpo makes free throw 2 of 2
1:09.0,G. Neal makes 2-pt shot from 11 ft (assist by J. Wall),2,56-60,,
0:53.0,,,56-60,,K. Middleton misses 2-pt shot from 20 ft
0:52.0,,,56-60,,Offensive rebound by Team
0:51.0,,,56-62,2,K. Middleton makes 2-pt shot at rim (assist by G. Antetokounmpo)
0:43.0,,,56-62,,Def 3 sec tech foul by G. Antetokounmpo
0:43.0,J. Wall makes technical free throw,1,57-62,,
0:38.0,,,57-62,,Personal block foul by J. O'Bryant (drawn by J. Wall)
0:38.0,J. Wall makes free throw 1 of 2,1,58-62,,
0:38.0,J. Wall makes free throw 2 of 2,1,59-62,,
0:23.0,,,59-65,3,M. Carter-Williams makes 3-pt shot from 28 ft (assist by G. Monroe)
0:18.0,Washington full timeout,,59-65,,
0:18.0,O. Porter enters the game for K. Oubre,,59-65,,
0:03.0,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall),2,61-65,,
0:00.0,,,61-65,,M. Carter-Williams misses 3-pt shot from 41 ft
0:00.0,,,61-65,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,61-65,,K. Middleton misses 2-pt shot from 15 ft
11:40.0,Defensive rebound by M. Gortat,,61-65,,
11:35.0,Turnover by J. Wall (bad pass),,61-65,,
11:13.0,,,61-65,,Turnover by G. Monroe (lost ball; steal by J. Wall)
11:08.0,Turnover by J. Wall (bad pass),,61-65,,
10:52.0,,,61-65,,J. O'Bryant misses 2-pt shot from 18 ft
10:51.0,Defensive rebound by B. Beal,,61-65,,
10:46.0,Turnover by B. Beal (lost ball; steal by G. Antetokounmpo),,61-65,,
10:36.0,,,61-67,2,G. Monroe makes 2-pt shot at rim (assist by J. O'Bryant)
10:10.0,M. Gortat makes 2-pt shot from 15 ft (assist by O. Porter),2,63-67,,
9:59.0,,,63-67,,K. Middleton misses 2-pt shot from 13 ft
9:57.0,Defensive rebound by M. Gortat,,63-67,,
9:54.0,B. Beal misses 2-pt shot from 1 ft,,63-67,,
9:53.0,Offensive rebound by B. Beal,,63-67,,
9:53.0,Shooting foul by J. O'Bryant (drawn by B. Beal),,63-67,,
9:53.0,B. Beal misses free throw 1 of 2,,63-67,,
9:53.0,Offensive rebound by Team,,63-67,,
9:53.0,B. Beal makes free throw 2 of 2,1,64-67,,
9:40.0,,,64-67,,Shooting foul by M. Gortat (drawn by G. Antetokounmpo)
9:40.0,,,64-68,1,G. Antetokounmpo makes free throw 1 of 2
9:40.0,,,64-68,,G. Antetokounmpo misses free throw 2 of 2
9:38.0,Defensive rebound by K. Humphries,,64-68,,
9:28.0,Turnover by M. Gortat (bad pass),,64-68,,
9:22.0,,,64-68,,Turnover by G. Antetokounmpo (bad pass)
9:05.0,Turnover by J. Wall (bad pass; steal by G. Monroe),,64-68,,
8:47.0,,,64-68,,G. Monroe misses 2-pt shot at rim
8:47.0,Defensive rebound by Team,,64-68,,
8:47.0,,,64-68,,Loose ball foul by G. Antetokounmpo (drawn by O. Porter)
8:30.0,K. Humphries makes 3-pt shot from 27 ft (assist by J. Wall),3,67-68,,
8:16.0,,,67-70,2,M. Carter-Williams makes 2-pt shot from 4 ft
8:04.0,B. Beal misses 2-pt shot from 11 ft,,67-70,,
8:02.0,,,67-70,,Defensive rebound by M. Carter-Williams
7:57.0,,,67-72,2,G. Antetokounmpo makes 2-pt shot at rim (assist by K. Middleton)
7:55.0,,,67-72,,Violation by Team (delay of game)
7:41.0,Turnover by O. Porter (lost ball; steal by G. Antetokounmpo),,67-72,,
7:35.0,,,67-74,2,G. Monroe makes 2-pt shot from 1 ft (assist by G. Antetokounmpo)
7:25.0,,,67-74,,Personal foul by K. Middleton (drawn by M. Gortat)
7:24.0,Turnover by M. Gortat (lost ball),,67-74,,
7:00.0,,,67-74,,G. Antetokounmpo misses 3-pt shot from 25 ft
6:59.0,Defensive rebound by J. Wall,,67-74,,
6:51.0,Shooting foul by M. Carter-Williams (drawn by J. Wall),,67-74,,
6:51.0,J. Wall makes free throw 1 of 3,1,68-74,,
6:51.0,J. Wall makes free throw 2 of 3,1,69-74,,
6:51.0,J. Wall makes free throw 3 of 3,1,70-74,,
6:33.0,,,70-74,,G. Monroe misses 2-pt shot from 7 ft
6:31.0,Defensive rebound by M. Gortat,,70-74,,
6:20.0,J. Wall makes 2-pt shot from 8 ft,2,72-74,,
6:00.0,,,72-76,2,K. Middleton makes 2-pt shot from 5 ft (assist by M. Carter-Williams)
5:42.0,O. Porter misses 2-pt shot from 6 ft,,72-76,,
5:40.0,Offensive rebound by M. Gortat,,72-76,,
5:29.0,B. Beal makes 2-pt shot from 1 ft (assist by O. Porter),2,74-76,,
5:29.0,,,74-76,,Milwaukee full timeout
5:29.0,,,74-76,,J. Bayless enters the game for G. Antetokounmpo
5:29.0,,,74-76,,C. Copeland enters the game for J. O'Bryant
5:13.0,,,74-78,2,G. Monroe makes 2-pt shot from 5 ft (assist by K. Middleton)
4:56.0,Turnover by K. Humphries (lost ball),,74-78,,
4:35.0,,,74-80,2,M. Carter-Williams makes 2-pt shot from 17 ft (assist by J. Bayless)
4:20.0,Turnover by M. Gortat (traveling),,74-80,,
4:05.0,,,74-80,,Shooting foul by B. Beal (drawn by J. Bayless)
4:05.0,,,74-80,,J. Bayless misses free throw 1 of 3
4:05.0,,,74-80,,Offensive rebound by Team
4:05.0,,,74-81,1,J. Bayless makes free throw 2 of 3
4:05.0,G. Neal enters the game for B. Beal,,74-81,,
4:05.0,J. Dudley enters the game for K. Humphries,,74-81,,
4:05.0,,,74-82,1,J. Bayless makes free throw 3 of 3
3:55.0,J. Wall misses 3-pt shot from 28 ft,,74-82,,
3:52.0,Offensive rebound by M. Gortat,,74-82,,
3:33.0,J. Wall misses 3-pt shot from 25 ft,,74-82,,
3:32.0,,,74-82,,Defensive rebound by C. Copeland
3:17.0,,,74-85,3,C. Copeland makes 3-pt shot from 22 ft (assist by M. Carter-Williams)
3:06.0,J. Dudley makes 2-pt shot from 1 ft (assist by O. Porter),2,76-85,,
2:51.0,,,76-85,,Turnover by M. Carter-Williams (bad pass; steal by J. Dudley)
2:44.0,Shooting foul by G. Monroe (drawn by M. Gortat),,76-85,,
2:44.0,Washington full timeout,,76-85,,
2:44.0,R. Sessions enters the game for J. Wall,,76-85,,
2:44.0,,,76-85,,M. Plumlee enters the game for G. Monroe
2:44.0,M. Gortat makes free throw 1 of 2,1,77-85,,
2:44.0,M. Gortat makes free throw 2 of 2,1,78-85,,
2:34.0,,,78-87,2,M. Carter-Williams makes 2-pt shot from 14 ft (assist by J. Bayless)
2:27.0,,,78-87,,Personal foul by M. Carter-Williams (drawn by R. Sessions)
2:27.0,R. Sessions misses free throw 1 of 2,,78-87,,
2:27.0,Offensive rebound by Team,,78-87,,
2:27.0,N. Hilario enters the game for M. Gortat,,78-87,,
2:27.0,R. Sessions makes free throw 2 of 2,1,79-87,,
2:04.0,,,79-87,,Turnover by J. Bayless (bad pass; steal by R. Sessions)
1:57.0,Shooting foul by C. Copeland (drawn by N. Hilario),,79-87,,
1:57.0,N. Hilario makes free throw 1 of 2,1,80-87,,
1:57.0,N. Hilario misses free throw 2 of 2,,80-87,,
1:57.0,,,80-87,,Defensive rebound by M. Carter-Williams
1:42.0,,,80-90,3,J. Bayless makes 3-pt shot from 22 ft (assist by M. Carter-Williams)
1:17.0,O. Porter misses 3-pt shot from 26 ft,,80-90,,
1:15.0,,,80-90,,Defensive rebound by M. Carter-Williams
1:09.0,,,80-90,,C. Copeland misses 3-pt shot from 24 ft
1:08.0,Defensive rebound by J. Dudley,,80-90,,
1:03.0,Shooting foul by C. Copeland (drawn by G. Neal),,80-90,,
1:03.0,G. Neal makes free throw 1 of 2,1,81-90,,
1:03.0,,,81-90,,G. Vasquez enters the game for C. Copeland
1:03.0,G. Neal makes free throw 2 of 2,1,82-90,,
0:48.0,,,82-90,,M. Carter-Williams misses 2-pt shot from 3 ft
0:47.0,Defensive rebound by N. Hilario,,82-90,,
0:42.0,G. Neal misses 2-pt shot from 6 ft,,82-90,,
0:41.0,,,82-90,,Defensive rebound by K. Middleton
0:33.0,,,82-90,,G. Vasquez misses 2-pt shot from 1 ft (block by J. Dudley)
0:33.0,,,82-90,,Offensive rebound by Team
0:24.0,,,82-92,2,J. Bayless makes 2-pt shot from 21 ft (assist by G. Vasquez)
0:03.0,Turnover by R. Sessions (bad pass),,82-92,,
0:00.0,Personal foul by O. Porter (drawn by K. Middleton),,82-92,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,B. Beal misses 2-pt shot from 2 ft (block by M. Carter-Williams),,82-92,,
11:48.0,Offensive rebound by Team,,82-92,,
11:48.0,Turnover by B. Beal (jump ball violation.),,82-92,,
11:48.0,Jump ball: B. Beal vs. M. Carter-Williams,,,,Jump ball: B. Beal vs. M. Carter-Williams
11:48.0,Violation by Team (jump ball),,82-92,,
11:23.0,,,82-92,,M. Carter-Williams misses 3-pt shot from 28 ft
11:21.0,Defensive rebound by J. Dudley,,82-92,,
11:19.0,Shooting foul by G. Vasquez (drawn by R. Sessions),,82-92,,
11:19.0,R. Sessions makes free throw 1 of 2,1,83-92,,
11:19.0,R. Sessions makes free throw 2 of 2,1,84-92,,
11:03.0,,,84-92,,J. Bayless misses 3-pt shot from 24 ft
11:01.0,Defensive rebound by N. Hilario,,84-92,,
10:48.0,B. Beal misses 3-pt shot from 25 ft,,84-92,,
10:46.0,,,84-92,,Defensive rebound by M. Carter-Williams
10:31.0,,,84-94,2,M. Carter-Williams makes 2-pt shot from 3 ft
10:16.0,G. Neal misses 3-pt shot from 23 ft,,84-94,,
10:15.0,,,84-94,,Defensive rebound by M. Plumlee
9:55.0,,,84-94,,G. Antetokounmpo misses 2-pt shot from 1 ft
9:53.0,Defensive rebound by J. Dudley,,84-94,,
9:49.0,R. Sessions misses 2-pt shot from 1 ft,,84-94,,
9:47.0,,,84-94,,Defensive rebound by G. Vasquez
9:37.0,,,84-94,,G. Vasquez misses 2-pt shot from 16 ft
9:36.0,Defensive rebound by N. Hilario,,84-94,,
9:25.0,G. Neal misses 2-pt shot from 13 ft,,84-94,,
9:23.0,Offensive rebound by G. Neal,,84-94,,
9:21.0,G. Neal misses 2-pt shot from 7 ft,,84-94,,
9:20.0,,,84-94,,Defensive rebound by M. Plumlee
9:11.0,,,84-94,,Offensive foul by G. Antetokounmpo
9:11.0,,,84-94,,Turnover by G. Antetokounmpo (offensive foul)
9:11.0,J. Wall enters the game for G. Neal,,84-94,,
8:55.0,Turnover by N. Hilario (lost ball; steal by J. Bayless),,84-94,,
8:55.0,Personal take foul by R. Sessions (drawn by J. Bayless),,84-94,,
8:55.0,Official timeout,,84-94,,
8:55.0,,,84-94,,K. Middleton enters the game for M. Carter-Williams
8:40.0,,,84-94,,K. Middleton misses 2-pt shot from 17 ft
8:39.0,Defensive rebound by N. Hilario,,84-94,,
8:27.0,N. Hilario makes 2-pt shot at rim (assist by J. Wall),2,86-94,,
8:14.0,,,86-94,,Offensive foul by G. Antetokounmpo
8:14.0,,,86-94,,Turnover by G. Antetokounmpo (offensive foul)
8:02.0,R. Sessions makes 2-pt shot from 11 ft (assist by B. Beal),2,88-94,,
8:02.0,Shooting foul by G. Vasquez (drawn by R. Sessions),,88-94,,
8:02.0,,,88-94,,J. O'Bryant enters the game for G. Antetokounmpo
8:02.0,R. Sessions makes free throw 1 of 1,1,89-94,,
7:41.0,,,89-94,,Offensive foul by G. Vasquez
7:41.0,,,89-94,,Turnover by G. Vasquez (offensive foul)
7:41.0,,,89-94,,G. Monroe enters the game for M. Plumlee
7:24.0,R. Sessions makes 3-pt shot from 24 ft (assist by J. Dudley),3,92-94,,
6:58.0,,,92-94,,J. Bayless misses 3-pt shot from 24 ft
6:57.0,Defensive rebound by Team,,92-94,,
6:43.0,B. Beal makes 3-pt shot from 25 ft (assist by J. Dudley),3,95-94,,
6:27.0,Shooting block foul by J. Dudley (drawn by K. Middleton),,95-94,,
6:27.0,,,95-95,1,K. Middleton makes free throw 1 of 2
6:27.0,,,95-96,1,K. Middleton makes free throw 2 of 2
