time,Golden State,pts.away,score,pts.home,Denver
7:20.0,,,81-92,,Personal foul by G. Harris (drawn by K. Thompson)
7:20.0,A. Iguodala enters the game for H. Barnes,,81-92,,
7:18.0,A. Bogut makes 2-pt shot from 2 ft (assist by S. Livingston),2,83-92,,
6:56.0,,,83-94,2,D. Arthur makes 2-pt shot at rim (assist by E. Mudiay)
6:33.0,Turnover by S. Curry (bad pass),,83-94,,
6:33.0,,,83-94,,D. Gallinari enters the game for N. Jokic
6:10.0,,,83-94,,E. Mudiay misses 3-pt shot from 26 ft
6:10.0,Defensive rebound by Team,,83-94,,
6:02.0,S. Curry makes 2-pt shot from 1 ft,2,85-94,,
5:48.0,Violation by A. Iguodala (kicked ball),,85-94,,
5:48.0,Official timeout,,85-94,,
5:48.0,,,85-94,,J. Nelson enters the game for E. Mudiay
5:48.0,H. Barnes enters the game for S. Livingston,,85-94,,
5:41.0,,,85-94,,Turnover by J. Nelson (lost ball)
5:19.0,K. Thompson misses 2-pt shot from 2 ft,,85-94,,
5:18.0,Offensive rebound by K. Thompson,,85-94,,
5:13.0,S. Curry makes 3-pt shot from 27 ft (assist by A. Bogut),3,88-94,,
4:50.0,,,88-96,2,G. Harris makes 2-pt shot at rim (assist by J. Nelson)
4:34.0,Shooting foul by J. Nelson (drawn by S. Curry),,88-96,,
4:34.0,S. Curry makes free throw 1 of 3,1,89-96,,
4:34.0,S. Curry makes free throw 2 of 3,1,90-96,,
4:34.0,S. Curry makes free throw 3 of 3,1,91-96,,
4:22.0,,,91-96,,Shooting foul by A. Bogut (drawn by D. Gallinari)
4:22.0,,,91-97,1,D. Gallinari makes free throw 1 of 2
4:22.0,,,91-98,1,D. Gallinari makes free throw 2 of 2
4:03.0,H. Barnes misses 2-pt shot from 16 ft,,91-98,,
4:02.0,,,91-98,,Defensive rebound by W. Barton
3:48.0,,,91-100,2,W. Barton makes 2-pt shot from 3 ft
3:38.0,S. Curry makes 2-pt shot from 1 ft,2,93-100,,
3:18.0,,,93-102,2,D. Gallinari makes 2-pt shot from 22 ft
3:01.0,H. Barnes misses 3-pt shot from 23 ft,,93-102,,
3:00.0,,,93-102,,Defensive rebound by W. Barton
2:47.0,,,93-102,,W. Barton misses 3-pt shot from 26 ft
2:46.0,Defensive rebound by A. Bogut,,93-102,,
2:40.0,S. Curry makes 2-pt shot from 1 ft,2,95-102,,
2:40.0,,,95-102,,Denver full timeout
2:21.0,,,95-102,,D. Gallinari misses 2-pt shot from 3 ft
2:20.0,Defensive rebound by A. Iguodala,,95-102,,
2:05.0,A. Bogut makes 2-pt shot from 2 ft (assist by K. Thompson),2,97-102,,
1:50.0,,,97-104,2,D. Arthur makes 2-pt shot from 16 ft (assist by J. Nelson)
1:44.0,S. Curry makes 3-pt shot from 24 ft,3,100-104,,
1:25.0,,,100-107,3,W. Barton makes 3-pt shot from 24 ft (assist by J. Nelson)
1:15.0,S. Curry makes 2-pt shot from 2 ft,2,102-107,,
1:00.0,,,102-109,2,D. Arthur makes 2-pt shot from 19 ft (assist by J. Nelson)
1:00.0,Golden State full timeout,,102-109,,
1:00.0,B. Rush enters the game for A. Bogut,,102-109,,
1:00.0,,,102-109,,E. Mudiay enters the game for D. Arthur
0:58.0,H. Barnes makes 2-pt shot from 1 ft (assist by A. Iguodala),2,104-109,,
0:43.0,,,104-109,,Turnover by J. Nelson (step out of bounds)
0:37.0,S. Curry makes 3-pt shot from 33 ft,3,107-109,,
0:37.0,,,107-109,,Denver full timeout
0:17.0,,,107-109,,D. Gallinari misses 2-pt shot from 2 ft (block by A. Iguodala)
0:15.0,Defensive rebound by A. Iguodala,,107-109,,
0:08.0,Turnover by S. Curry (lost ball; steal by D. Gallinari),,107-109,,
0:05.0,Personal foul by A. Iguodala (drawn by G. Harris),,107-109,,
0:05.0,,,107-110,1,G. Harris makes free throw 1 of 2
0:05.0,,,107-111,1,G. Harris makes free throw 2 of 2
0:05.0,Golden State full timeout,,107-111,,
0:03.0,K. Thompson makes 3-pt shot from 24 ft (assist by A. Iguodala),3,110-111,,
0:03.0,,,110-111,,Denver full timeout
0:03.0,A. Bogut enters the game for B. Rush,,110-111,,
0:03.0,,,110-111,,M. Miller enters the game for E. Mudiay
0:03.0,,,110-111,,Denver full timeout
0:03.0,Personal take foul by A. Iguodala (drawn by D. Gallinari),,110-111,,
0:03.0,,,110-112,1,D. Gallinari makes free throw 1 of 2
0:03.0,B. Rush enters the game for A. Bogut,,110-112,,
0:03.0,,,110-112,,E. Mudiay enters the game for M. Miller
0:03.0,,,110-112,,D. Gallinari misses free throw 2 of 2
0:03.0,Defensive rebound by K. Thompson,,110-112,,
0:03.0,Golden State full timeout,,110-112,,
0:02.0,K. Thompson misses 3-pt shot from 24 ft,,110-112,,
0:00.0,Offensive rebound by S. Curry,,110-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
