time,New Orleans,pts.away,score,pts.home,San Antonio
0:25.0,Shooting foul by B. Marjanovic (drawn by L. Babbitt),,24-25,,
0:25.0,L. Babbitt makes free throw 1 of 2,1,25-25,,
0:25.0,O. Asik enters the game for A. Ajinca,,25-25,,
0:25.0,L. Babbitt makes free throw 2 of 2,1,26-25,,
0:01.0,,,26-27,2,B. Diaw makes 2-pt shot from 13 ft (assist by P. Mills)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,26-29,2,M. Ginobili makes 2-pt shot from 2 ft
11:40.0,Turnover by K. Perkins (lost ball; steal by M. Ginobili),,26-29,,
11:17.0,Personal foul by T. Frazier,,26-29,,
11:04.0,,,26-29,,K. Anderson misses 3-pt shot from 22 ft
11:02.0,Defensive rebound by T. Frazier,,26-29,,
10:54.0,D. Cunningham makes 2-pt shot from 18 ft (assist by J. Ennis),2,28-29,,
10:36.0,,,28-31,2,M. Bonner makes 2-pt shot from 7 ft (assist by M. Ginobili)
10:28.0,Turnover by L. Babbitt (traveling),,28-31,,
10:06.0,,,28-31,,M. Ginobili misses 3-pt shot from 22 ft
10:05.0,Defensive rebound by K. Perkins,,28-31,,
9:55.0,L. Babbitt makes 2-pt shot from 1 ft (assist by J. Ennis),2,30-31,,
9:55.0,Shooting foul by K. Anderson (drawn by L. Babbitt),,30-31,,
9:55.0,L. Babbitt misses free throw 1 of 1,,30-31,,
9:55.0,,,30-31,,Defensive rebound by K. Anderson
9:40.0,,,30-31,,P. Mills misses 3-pt shot from 24 ft
9:39.0,Defensive rebound by L. Babbitt,,30-31,,
9:23.0,Turnover by T. Frazier (lost ball),,30-31,,
9:05.0,Personal foul by J. Ennis,,30-31,,
9:05.0,,,30-31,,K. Leonard enters the game for M. Ginobili
8:58.0,,,30-31,,Shooting foul by D. Cunningham (drawn by K. Leonard)
8:58.0,Official timeout,,30-31,,
8:58.0,,,30-31,,T. Duncan enters the game for B. Marjanovic
8:58.0,,,30-31,,D. Green enters the game for K. Anderson
8:58.0,,,30-32,1,K. Leonard makes free throw 1 of 2
8:58.0,,,30-33,1,K. Leonard makes free throw 2 of 2
8:39.0,Turnover by J. Ennis (lost ball; steal by K. Leonard),,30-33,,
8:34.0,,,30-33,,P. Mills misses 3-pt shot from 24 ft
8:33.0,Defensive rebound by K. Perkins,,30-33,,
8:18.0,J. Ennis makes 3-pt shot from 25 ft (assist by L. Babbitt),3,33-33,,
7:50.0,,,33-33,,T. Duncan misses 2-pt shot from 9 ft
7:49.0,Defensive rebound by K. Perkins,,33-33,,
7:42.0,L. Babbitt misses 2-pt shot from 3 ft (block by T. Duncan),,33-33,,
7:40.0,Offensive rebound by J. Ennis,,33-33,,
7:38.0,J. Ennis misses 2-pt shot from 1 ft (block by K. Leonard),,33-33,,
7:36.0,,,33-33,,Defensive rebound by T. Duncan
7:14.0,,,33-33,,K. Leonard misses 3-pt shot from 25 ft
7:13.0,Defensive rebound by T. Frazier,,33-33,,
7:07.0,T. Frazier misses 2-pt shot from 1 ft (block by D. Green),,33-33,,
7:06.0,,,33-33,,Defensive rebound by T. Duncan
7:06.0,Personal take foul by K. Perkins,,33-33,,
7:06.0,,,33-33,,L. Aldridge enters the game for M. Bonner
7:06.0,O. Asik enters the game for K. Perkins,,33-33,,
6:51.0,,,33-33,,K. Leonard misses 2-pt shot from 7 ft
6:50.0,Defensive rebound by D. Cunningham,,33-33,,
6:38.0,J. Ennis misses 2-pt shot from 1 ft (block by D. Green),,33-33,,
6:38.0,Offensive rebound by Team,,33-33,,
6:38.0,A. Ajinca enters the game for L. Babbitt,,33-33,,
6:35.0,A. Ajinca misses 2-pt shot from 17 ft,,33-33,,
6:34.0,Offensive rebound by D. Cunningham,,33-33,,
6:25.0,A. Ajinca misses 2-pt shot from 6 ft,,33-33,,
6:24.0,,,33-33,,Defensive rebound by L. Aldridge
6:14.0,,,33-33,,T. Duncan misses 2-pt shot from 8 ft
6:13.0,Defensive rebound by A. Ajinca,,33-33,,
6:05.0,T. Frazier misses 2-pt shot from 17 ft,,33-33,,
6:04.0,,,33-33,,Defensive rebound by K. Leonard
5:51.0,,,33-33,,P. Mills misses 3-pt shot from 24 ft
5:50.0,,,33-33,,Offensive rebound by T. Duncan
5:47.0,,,33-35,2,T. Duncan makes 2-pt shot from 2 ft
5:33.0,,,33-35,,Personal foul by K. Leonard
5:33.0,Technical foul by Team,,33-35,,
5:33.0,,,33-35,,San Antonio full timeout
5:33.0,,,33-35,,T. Parker enters the game for P. Mills
5:33.0,,,33-36,1,K. Leonard makes technical free throw
5:26.0,A. Ajinca misses 2-pt shot from 20 ft,,33-36,,
5:23.0,,,33-36,,Defensive rebound by T. Parker
5:19.0,Personal foul by T. Frazier,,33-36,,
5:19.0,,,33-36,,T. Parker misses free throw 1 of 2
5:19.0,,,33-36,,Offensive rebound by Team
5:19.0,T. Douglas enters the game for T. Frazier,,33-36,,
5:19.0,J. Hamilton enters the game for J. Ennis,,33-36,,
5:19.0,,,33-36,,T. Parker misses free throw 2 of 2
5:18.0,Defensive rebound by O. Asik,,33-36,,
5:02.0,,,33-36,,Personal foul by D. Green
5:02.0,,,33-36,,M. Ginobili enters the game for D. Green
4:55.0,T. Douglas misses 3-pt shot from 25 ft,,33-36,,
4:54.0,,,33-36,,Defensive rebound by T. Duncan
4:41.0,,,33-36,,T. Duncan misses 2-pt shot from 18 ft
4:41.0,Defensive rebound by O. Asik,,33-36,,
4:24.0,A. Ajinca misses 2-pt shot from 7 ft,,33-36,,
4:23.0,,,33-36,,Defensive rebound by L. Aldridge
4:05.0,,,33-36,,Turnover by T. Parker (step out of bounds)
3:46.0,J. Hamilton misses 2-pt shot from 11 ft,,33-36,,
3:45.0,,,33-36,,Defensive rebound by L. Aldridge
3:34.0,,,33-36,,L. Aldridge misses 2-pt shot from 18 ft
3:33.0,Defensive rebound by O. Asik,,33-36,,
3:17.0,A. Ajinca misses 2-pt shot from 7 ft,,33-36,,
3:16.0,Offensive rebound by A. Ajinca,,33-36,,
3:14.0,Turnover by A. Ajinca (lost ball; steal by M. Ginobili),,33-36,,
2:53.0,,,33-36,,T. Parker misses 2-pt shot from 17 ft
2:53.0,Defensive rebound by Team,,33-36,,
2:53.0,New Orleans full timeout,,33-36,,
2:53.0,,,33-36,,K. Anderson enters the game for T. Duncan
2:42.0,D. Cunningham misses 2-pt shot from 6 ft,,33-36,,
2:40.0,,,33-36,,Defensive rebound by K. Leonard
2:37.0,Personal foul by J. Hamilton,,33-36,,
2:37.0,,,33-37,1,K. Leonard makes free throw 1 of 2
2:37.0,,,33-38,1,K. Leonard makes free throw 2 of 2
2:26.0,A. Ajinca misses 2-pt shot from 6 ft,,33-38,,
2:25.0,Offensive rebound by J. Hamilton,,33-38,,
2:25.0,J. Hamilton makes 2-pt shot from 2 ft,2,35-38,,
2:00.0,,,35-38,,M. Ginobili misses 2-pt shot from 1 ft
2:00.0,Defensive rebound by A. Ajinca,,35-38,,
2:00.0,,,35-38,,Personal foul by M. Ginobili
1:52.0,,,35-38,,Personal block foul by K. Anderson
1:52.0,J. Hamilton makes free throw 1 of 2,1,36-38,,
1:52.0,J. Hamilton misses free throw 2 of 2,,36-38,,
1:51.0,,,36-38,,Defensive rebound by K. Anderson
1:38.0,,,36-41,3,M. Ginobili makes 3-pt shot from 24 ft (assist by K. Leonard)
1:12.0,T. Douglas makes 3-pt shot from 25 ft (assist by D. Cunningham),3,39-41,,
0:58.0,,,39-41,,T. Parker misses 2-pt shot from 19 ft
0:57.0,Defensive rebound by J. Hamilton,,39-41,,
0:49.0,J. Hamilton misses 3-pt shot from 25 ft,,39-41,,
0:47.0,,,39-41,,Defensive rebound by L. Aldridge
0:34.0,,,39-44,3,M. Ginobili makes 3-pt shot from 24 ft (assist by K. Leonard)
0:22.0,Turnover by J. Hamilton (lost ball; steal by K. Leonard),,39-44,,
0:21.0,Loose ball foul by A. Ajinca,,39-44,,
0:21.0,,,39-45,1,K. Leonard makes free throw 1 of 2
0:21.0,L. Babbitt enters the game for O. Asik,,39-45,,
0:21.0,,,39-46,1,K. Leonard makes free throw 2 of 2
0:15.0,New Orleans full timeout,,39-46,,
0:01.0,Turnover by T. Douglas (traveling),,39-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,39-46,,L. Aldridge misses 2-pt shot from 8 ft
11:40.0,Defensive rebound by J. Hamilton,,39-46,,
11:26.0,D. Cunningham misses 3-pt shot from 25 ft,,39-46,,
11:25.0,Offensive rebound by A. Ajinca,,39-46,,
11:11.0,T. Douglas misses 2-pt shot from 7 ft,,39-46,,
11:10.0,,,39-46,,Defensive rebound by L. Aldridge
10:53.0,,,39-46,,Turnover by T. Parker (lost ball; steal by T. Douglas)
10:48.0,D. Cunningham makes 2-pt shot from 1 ft (assist by T. Douglas),2,41-46,,
10:32.0,,,41-48,2,K. Leonard makes 2-pt shot from 16 ft (assist by T. Parker)
10:11.0,A. Ajinca misses 2-pt shot from 18 ft,,41-48,,
10:10.0,,,41-48,,Defensive rebound by T. Duncan
9:53.0,,,41-48,,D. Green misses 2-pt shot from 4 ft
9:50.0,Defensive rebound by O. Asik,,41-48,,
9:31.0,J. Hamilton makes 2-pt shot from 9 ft,2,43-48,,
9:12.0,,,43-50,2,D. Green makes 2-pt shot from 1 ft (assist by T. Duncan)
8:53.0,O. Asik misses 2-pt shot from 1 ft (block by L. Aldridge),,43-50,,
8:51.0,,,43-50,,Defensive rebound by D. Green
8:40.0,,,43-53,3,D. Green makes 3-pt shot from 24 ft (assist by T. Parker)
8:34.0,New Orleans full timeout,,43-53,,
8:21.0,A. Ajinca misses 2-pt shot from 4 ft,,43-53,,
8:20.0,,,43-53,,Defensive rebound by Team
8:08.0,,,43-53,,K. Leonard misses 3-pt shot from 24 ft
8:06.0,,,43-53,,Offensive rebound by L. Aldridge
8:03.0,,,43-53,,D. Green misses 3-pt shot from 24 ft
8:02.0,Defensive rebound by T. Douglas,,43-53,,
7:47.0,J. Hamilton misses 2-pt shot from 9 ft,,43-53,,
7:47.0,,,43-53,,Defensive rebound by T. Parker
7:42.0,,,43-53,,T. Parker misses 2-pt shot at rim
7:41.0,Defensive rebound by A. Ajinca,,43-53,,
7:26.0,T. Douglas misses 2-pt shot from 7 ft,,43-53,,
7:25.0,,,43-53,,Defensive rebound by K. Leonard
7:12.0,,,43-56,3,D. Green makes 3-pt shot from 24 ft (assist by T. Parker)
6:49.0,J. Hamilton misses 2-pt shot from 3 ft,,43-56,,
6:48.0,,,43-56,,Defensive rebound by D. Green
6:40.0,,,43-58,2,T. Parker makes 2-pt shot from 13 ft
6:25.0,Shooting foul by T. Duncan (drawn by D. Cunningham),,43-58,,
6:25.0,D. Cunningham makes free throw 1 of 2,1,44-58,,
6:25.0,,,44-58,,K. Martin enters the game for K. Leonard
6:25.0,K. Perkins enters the game for O. Asik,,44-58,,
6:25.0,T. Frazier enters the game for T. Douglas,,44-58,,
6:25.0,D. Cunningham makes free throw 2 of 2,1,45-58,,
6:02.0,,,45-60,2,L. Aldridge makes 2-pt shot at rim (assist by D. Green)
5:50.0,,,45-60,,M. Ginobili enters the game for D. Green
5:39.0,T. Frazier makes 2-pt shot from 15 ft (assist by K. Perkins),2,47-60,,
5:25.0,,,47-60,,Turnover by M. Ginobili (bad pass)
5:25.0,J. Ennis enters the game for D. Cunningham,,47-60,,
5:03.0,J. Hamilton misses 3-pt shot from 24 ft,,47-60,,
5:02.0,,,47-60,,Defensive rebound by K. Martin
4:50.0,,,47-62,2,T. Duncan makes 2-pt shot from 5 ft
4:43.0,,,47-62,,Personal foul by T. Parker
4:35.0,Turnover by A. Ajinca (lost ball; steal by M. Ginobili),,47-62,,
4:30.0,,,47-64,2,T. Parker makes 2-pt shot from 2 ft
4:24.0,Shooting foul by M. Ginobili (drawn by T. Frazier),,47-64,,
4:24.0,T. Frazier makes free throw 1 of 2,1,48-64,,
4:24.0,,,48-64,,P. Mills enters the game for T. Parker
4:24.0,T. Frazier makes free throw 2 of 2,1,49-64,,
4:01.0,,,49-64,,L. Aldridge misses 2-pt shot from 16 ft
4:00.0,Defensive rebound by A. Ajinca,,49-64,,
3:53.0,J. Ennis misses 2-pt shot from 2 ft,,49-64,,
3:51.0,Offensive rebound by J. Ennis,,49-64,,
3:51.0,J. Ennis misses 2-pt shot from 1 ft,,49-64,,
3:49.0,Offensive rebound by A. Ajinca,,49-64,,
3:49.0,A. Ajinca misses 2-pt shot from 2 ft,,49-64,,
3:49.0,,,49-64,,Defensive rebound by Team
3:49.0,Loose ball foul by A. Ajinca,,49-64,,
3:49.0,,,49-64,,B. Diaw enters the game for T. Duncan
3:31.0,,,49-66,2,L. Aldridge makes 2-pt shot at rim (assist by B. Diaw)
3:15.0,J. Hamilton makes 2-pt shot from 14 ft (assist by T. Frazier),2,51-66,,
3:05.0,,,51-66,,L. Aldridge misses 2-pt shot from 18 ft
3:04.0,Defensive rebound by A. Ajinca,,51-66,,
2:49.0,K. Perkins makes 2-pt shot from 1 ft (assist by J. Hamilton),2,53-66,,
2:36.0,,,53-66,,Turnover by P. Mills (lost ball; steal by A. Ajinca)
2:32.0,J. Hamilton makes 2-pt shot at rim (assist by T. Frazier),2,55-66,,
2:32.0,,,55-66,,San Antonio full timeout
2:32.0,,,55-66,,T. Duncan enters the game for L. Aldridge
2:32.0,D. Cunningham enters the game for A. Ajinca,,55-66,,
2:12.0,,,55-69,3,P. Mills makes 3-pt shot from 24 ft (assist by K. Martin)
1:52.0,Offensive foul by K. Perkins,,55-69,,
1:52.0,Turnover by K. Perkins (offensive foul),,55-69,,
1:30.0,,,55-69,,T. Duncan misses 2-pt shot from 7 ft
1:29.0,Defensive rebound by J. Ennis,,55-69,,
1:20.0,T. Frazier misses 2-pt shot from 15 ft,,55-69,,
1:20.0,,,55-69,,Defensive rebound by K. Martin
1:01.0,,,55-71,2,T. Duncan makes 2-pt shot from 4 ft (assist by M. Ginobili)
0:42.0,Turnover by K. Perkins (lost ball; steal by P. Mills),,55-71,,
0:30.0,,,55-73,2,B. Diaw makes 2-pt shot from 1 ft
0:08.0,T. Frazier misses 2-pt shot from 9 ft,,55-73,,
0:07.0,,,55-73,,Defensive rebound by M. Ginobili
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,T. Frazier makes 2-pt shot from 1 ft (assist by L. Babbitt),2,57-73,,
11:19.0,,,57-73,,B. Diaw misses 2-pt shot from 7 ft
11:18.0,Defensive rebound by J. Ennis,,57-73,,
11:06.0,D. Cunningham misses 3-pt shot from 23 ft,,57-73,,
11:04.0,Offensive rebound by T. Frazier,,57-73,,
10:58.0,L. Babbitt misses 3-pt shot from 25 ft,,57-73,,
10:57.0,Offensive rebound by Team,,57-73,,
10:57.0,,,57-73,,J. Simmons enters the game for M. Ginobili
10:53.0,L. Babbitt makes 2-pt shot from 11 ft (assist by D. Cunningham),2,59-73,,
10:41.0,,,59-73,,T. Duncan misses 2-pt shot from 18 ft
10:40.0,Defensive rebound by K. Perkins,,59-73,,
10:38.0,Turnover by K. Perkins (lost ball; steal by P. Mills),,59-73,,
10:34.0,,,59-76,3,P. Mills makes 3-pt shot from 24 ft
10:20.0,Shooting foul by P. Mills (drawn by J. Ennis),,59-76,,
10:20.0,J. Ennis makes free throw 1 of 2,1,60-76,,
10:20.0,J. Ennis makes free throw 2 of 2,1,61-76,,
10:11.0,,,61-76,,Turnover by P. Mills (lost ball; steal by T. Frazier)
9:56.0,Shooting foul by J. Simmons (drawn by T. Frazier),,61-76,,
9:56.0,T. Frazier misses free throw 1 of 2,,61-76,,
9:56.0,Offensive rebound by Team,,61-76,,
9:56.0,T. Frazier makes free throw 2 of 2,1,62-76,,
9:37.0,,,62-76,,K. Martin misses 2-pt shot from 13 ft
9:36.0,Defensive rebound by Team,,62-76,,
9:36.0,,,62-76,,L. Aldridge enters the game for T. Duncan
9:30.0,D. Cunningham makes 2-pt shot at rim (assist by T. Frazier),2,64-76,,
9:19.0,Violation by T. Frazier (kicked ball),,64-76,,
9:19.0,O. Asik enters the game for K. Perkins,,64-76,,
9:06.0,,,64-76,,K. Martin misses 2-pt shot from 14 ft
9:05.0,Defensive rebound by D. Cunningham,,64-76,,
8:48.0,O. Asik makes 2-pt shot at rim (assist by T. Frazier),2,66-76,,
8:27.0,,,66-78,2,K. Martin makes 2-pt shot from 1 ft
8:17.0,T. Frazier makes 2-pt shot from 16 ft,2,68-78,,
7:57.0,,,68-78,,Shooting foul by L. Babbitt (drawn by B. Diaw)
7:57.0,Official timeout,,68-78,,
7:57.0,,,68-79,1,B. Diaw makes free throw 1 of 2
7:57.0,,,68-79,,B. Diaw misses free throw 2 of 2
7:57.0,Defensive rebound by O. Asik,,68-79,,
7:42.0,T. Frazier makes 2-pt shot from 15 ft,2,70-79,,
7:18.0,,,70-79,,B. Diaw misses 2-pt shot from 17 ft
7:17.0,Defensive rebound by O. Asik,,70-79,,
7:06.0,Turnover by T. Frazier (lost ball; steal by L. Aldridge),,70-79,,
7:00.0,,,70-79,,Turnover by B. Diaw (lost ball; steal by T. Frazier)
6:46.0,J. Ennis misses 3-pt shot from 24 ft,,70-79,,
6:45.0,,,70-79,,Defensive rebound by K. Martin
6:29.0,,,70-81,2,L. Aldridge makes 2-pt shot from 7 ft
6:14.0,L. Babbitt makes 2-pt shot from 8 ft,2,72-81,,
5:51.0,,,72-81,,L. Aldridge misses 2-pt shot from 11 ft
5:50.0,Defensive rebound by L. Babbitt,,72-81,,
5:40.0,,,72-81,,Personal foul by L. Aldridge
5:40.0,,,72-81,,San Antonio full timeout
5:40.0,,,72-81,,T. Parker enters the game for P. Mills
5:40.0,,,72-81,,M. Ginobili enters the game for K. Martin
5:40.0,T. Douglas enters the game for T. Frazier,,72-81,,
5:29.0,Turnover by L. Babbitt (bad pass),,72-81,,
5:10.0,,,72-81,,B. Diaw misses 2-pt shot from 6 ft
5:09.0,,,72-81,,Offensive rebound by B. Diaw
4:54.0,,,72-84,3,M. Ginobili makes 3-pt shot from 25 ft (assist by J. Simmons)
4:39.0,J. Ennis makes 3-pt shot from 22 ft (assist by T. Douglas),3,75-84,,
4:26.0,Personal foul by L. Babbitt,,75-84,,
4:26.0,T. Frazier enters the game for D. Cunningham,,75-84,,
4:26.0,,,75-84,,K. Anderson enters the game for B. Diaw
4:23.0,,,75-86,2,M. Ginobili makes 2-pt shot at rim (assist by K. Anderson)
4:11.0,,,75-86,,Personal foul by L. Aldridge
4:11.0,A. Ajinca enters the game for O. Asik,,75-86,,
4:01.0,L. Babbitt misses 2-pt shot from 4 ft,,75-86,,
4:00.0,Offensive rebound by J. Ennis,,75-86,,
4:00.0,J. Ennis makes 2-pt shot from 1 ft,2,77-86,,
3:41.0,,,77-86,,Shooting foul by J. Ennis (drawn by M. Ginobili)
3:41.0,,,77-89,3,M. Ginobili makes 3-pt shot from 24 ft (assist by L. Aldridge)
3:41.0,,,77-90,1,M. Ginobili makes free throw 1 of 1
3:28.0,L. Babbitt makes 2-pt shot at rim (assist by T. Douglas),2,79-90,,
3:12.0,,,79-90,,Shooting foul by A. Ajinca (drawn by L. Aldridge)
3:12.0,,,79-91,1,L. Aldridge makes free throw 1 of 2
3:12.0,,,79-92,1,L. Aldridge makes free throw 2 of 2
3:02.0,A. Ajinca makes 2-pt shot at rim (assist by T. Frazier),2,81-92,,
2:40.0,Personal foul by T. Douglas,,81-92,,
2:40.0,New Orleans full timeout,,81-92,,
2:40.0,,,81-93,1,L. Aldridge makes free throw 1 of 2
2:40.0,,,81-94,1,L. Aldridge makes free throw 2 of 2
2:30.0,Shooting foul by M. Ginobili (drawn by A. Ajinca),,81-94,,
2:30.0,A. Ajinca makes 2-pt shot from 1 ft (assist by J. Ennis),2,83-94,,
2:30.0,,,83-94,,B. Marjanovic enters the game for L. Aldridge
2:30.0,A. Ajinca misses free throw 1 of 1,,83-94,,
2:30.0,,,83-94,,Defensive rebound by K. Anderson
2:05.0,,,83-94,,T. Parker misses 2-pt shot from 7 ft
2:04.0,,,83-94,,Offensive rebound by B. Marjanovic
2:02.0,,,83-96,2,B. Marjanovic makes 2-pt shot at rim
1:50.0,Shooting foul by B. Marjanovic (drawn by A. Ajinca),,83-96,,
1:50.0,A. Ajinca makes free throw 1 of 2,1,84-96,,
1:50.0,A. Ajinca makes free throw 2 of 2,1,85-96,,
1:34.0,,,85-96,,Turnover by J. Simmons (traveling)
1:34.0,J. Hamilton enters the game for L. Babbitt,,85-96,,
1:20.0,A. Ajinca makes 2-pt shot from 2 ft (assist by J. Ennis),2,87-96,,
1:00.0,,,87-96,,Offensive charge foul by M. Ginobili
1:00.0,,,87-96,,Turnover by M. Ginobili (offensive foul)
1:00.0,New Orleans full timeout,,87-96,,
1:00.0,,,87-96,,K. Martin enters the game for M. Ginobili
1:00.0,,,87-96,,M. Bonner enters the game for T. Parker
0:51.0,J. Ennis makes 3-pt shot from 23 ft (assist by T. Frazier),3,90-96,,
0:27.0,,,90-98,2,K. Anderson makes 2-pt shot from 16 ft
0:27.0,New Orleans full timeout,,90-98,,
0:17.0,A. Ajinca makes 2-pt shot at rim (assist by T. Frazier),2,92-98,,
0:16.0,Personal foul by J. Hamilton,,92-98,,
0:16.0,,,92-98,,K. Anderson misses free throw 1 of 2
0:16.0,,,92-98,,Offensive rebound by Team
0:16.0,,,92-98,,K. Anderson misses free throw 2 of 2
