time,New York,pts.away,score,pts.home,Oklahoma City
4:31.0,A. Afflalo makes 2-pt shot from 14 ft (assist by K. Porzingis),2,14-12,,
4:11.0,,,14-14,2,D. Waiters makes 2-pt shot from 1 ft
4:00.0,C. Anthony makes 3-pt shot from 23 ft (assist by J. Calderon),3,17-14,,
3:46.0,,,17-14,,Turnover by R. Westbrook (bad pass; steal by J. Calderon)
3:28.0,C. Anthony makes 2-pt shot from 4 ft,2,19-14,,
3:15.0,,,19-16,2,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook)
2:56.0,A. Afflalo makes 3-pt shot from 22 ft (assist by J. Calderon),3,22-16,,
2:36.0,,,22-16,,E. Kanter misses 2-pt shot from 10 ft
2:35.0,Defensive rebound by J. Calderon,,22-16,,
2:21.0,K. Porzingis misses 2-pt shot from 14 ft,,22-16,,
2:19.0,,,22-16,,Defensive rebound by E. Kanter
2:15.0,,,22-16,,Oklahoma City full timeout
2:15.0,,,22-16,,N. Collison enters the game for S. Ibaka
2:15.0,D. Williams enters the game for C. Anthony,,22-16,,
2:15.0,S. Vujacic enters the game for K. Porzingis,,22-16,,
2:15.0,L. Galloway enters the game for R. Lopez,,22-16,,
2:15.0,K. Seraphin enters the game for A. Afflalo,,22-16,,
2:15.0,L. Thomas enters the game for J. Calderon,,22-16,,
1:59.0,,,22-16,,D. Waiters misses 2-pt shot from 17 ft
1:58.0,Defensive rebound by L. Thomas,,22-16,,
1:52.0,,,22-16,,K. Singler enters the game for A. Roberson
1:52.0,,,22-16,,A. Morrow enters the game for D. Waiters
1:39.0,Turnover by S. Vujacic (bad pass; steal by K. Singler),,22-16,,
1:30.0,,,22-16,,K. Singler misses 3-pt shot from 23 ft
1:29.0,,,22-16,,Offensive rebound by E. Kanter
1:27.0,,,22-16,,Turnover by E. Kanter (lost ball; steal by L. Galloway)
1:17.0,L. Galloway makes 3-pt shot from 24 ft (assist by L. Thomas),3,25-16,,
0:56.0,,,25-18,2,R. Westbrook makes 2-pt shot from 7 ft
0:45.0,K. Seraphin misses 2-pt shot from 14 ft,,25-18,,
0:45.0,,,25-18,,Defensive rebound by Team
0:20.0,,,25-20,2,K. Singler makes 2-pt shot from 13 ft (assist by E. Kanter)
0:02.0,L. Galloway misses 2-pt shot from 18 ft,,25-20,,
0:01.0,Offensive rebound by L. Thomas,,25-20,,
0:00.0,L. Thomas misses 2-pt shot from 3 ft,,25-20,,
0:00.0,Offensive rebound by Team,,25-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,Shooting foul by K. Singler (drawn by D. Williams),,25-20,,
11:42.0,D. Williams makes free throw 1 of 2,1,26-20,,
11:42.0,D. Williams misses free throw 2 of 2,,26-20,,
11:42.0,,,26-20,,Defensive rebound by A. Morrow
11:29.0,Personal foul by K. Seraphin (drawn by E. Kanter),,26-20,,
11:16.0,,,26-20,,A. Morrow misses 2-pt shot from 18 ft
11:15.0,Defensive rebound by L. Galloway,,26-20,,
11:07.0,L. Thomas makes 2-pt shot from 23 ft (assist by D. Williams),2,28-20,,
10:57.0,Personal foul by L. Galloway (drawn by D. Augustin),,28-20,,
10:43.0,,,28-20,,D. Augustin misses 3-pt shot from 22 ft
10:40.0,,,28-20,,Offensive rebound by N. Collison
10:40.0,,,28-22,2,N. Collison makes 2-pt shot at rim
10:15.0,S. Vujacic misses 3-pt shot from 26 ft,,28-22,,
10:14.0,,,28-22,,Defensive rebound by E. Kanter
9:51.0,,,28-22,,E. Kanter misses 2-pt shot from 6 ft
9:50.0,,,28-22,,Offensive rebound by K. Singler
9:50.0,,,28-22,,Shooting foul by K. Seraphin (drawn by K. Singler)
9:50.0,,,28-22,,K. Singler misses free throw 1 of 2
9:50.0,,,28-22,,Offensive rebound by Team
9:50.0,K. O'Quinn enters the game for K. Seraphin,,28-22,,
9:50.0,J. Grant enters the game for S. Vujacic,,28-22,,
9:50.0,,,28-22,,K. Singler misses free throw 2 of 2
9:49.0,Defensive rebound by Team,,28-22,,
9:49.0,,,28-22,,Loose ball foul by N. Collison (drawn by L. Thomas)
9:36.0,J. Grant makes 3-pt shot from 24 ft (assist by L. Galloway),3,31-22,,
9:17.0,,,31-22,,K. Singler misses 3-pt shot from 24 ft
9:16.0,Defensive rebound by J. Grant,,31-22,,
9:09.0,L. Thomas misses 3-pt shot from 23 ft,,31-22,,
9:08.0,,,31-22,,Defensive rebound by E. Kanter
8:58.0,,,31-25,3,A. Morrow makes 3-pt shot from 25 ft (assist by N. Collison)
8:38.0,D. Williams makes 2-pt shot at rim (assist by K. O'Quinn),2,33-25,,
8:20.0,,,33-25,,K. Singler misses 3-pt shot from 24 ft
8:19.0,Defensive rebound by L. Galloway,,33-25,,
8:18.0,Turnover by L. Galloway (lost ball),,33-25,,
8:18.0,Official timeout,,33-25,,
8:08.0,,,33-27,2,E. Kanter makes 2-pt shot from 13 ft
7:49.0,D. Williams misses 2-pt shot from 3 ft,,33-27,,
7:49.0,,,33-27,,Defensive rebound by N. Collison
7:40.0,Personal foul by K. O'Quinn (drawn by E. Kanter),,33-27,,
7:40.0,C. Anthony enters the game for L. Thomas,,33-27,,
7:28.0,,,33-27,,D. Augustin misses 2-pt shot from 2 ft (block by C. Anthony)
7:25.0,,,33-27,,Offensive rebound by E. Kanter
7:25.0,,,33-29,2,E. Kanter makes 2-pt shot from 1 ft
7:17.0,,,33-29,,Personal foul by K. Singler (drawn by C. Anthony)
7:17.0,,,33-29,,A. Roberson enters the game for K. Singler
7:04.0,L. Galloway makes 2-pt shot from 17 ft,2,35-29,,
6:39.0,,,35-29,,A. Roberson misses 3-pt shot from 24 ft
6:39.0,Defensive rebound by J. Grant,,35-29,,
6:32.0,J. Grant misses 2-pt shot from 5 ft,,35-29,,
6:32.0,,,35-29,,Defensive rebound by E. Kanter
6:29.0,,,35-29,,Turnover by D. Augustin (turnover)
6:10.0,K. O'Quinn misses 2-pt shot from 17 ft,,35-29,,
6:09.0,,,35-29,,Defensive rebound by N. Collison
5:58.0,,,35-29,,Turnover by N. Collison (lost ball; steal by L. Galloway)
5:55.0,Shooting foul by A. Morrow (drawn by J. Grant),,35-29,,
5:55.0,,,35-29,,Oklahoma City full timeout
5:55.0,,,35-29,,R. Westbrook enters the game for E. Kanter
5:55.0,,,35-29,,S. Adams enters the game for N. Collison
5:55.0,,,35-29,,S. Ibaka enters the game for D. Augustin
5:55.0,R. Lopez enters the game for L. Galloway,,35-29,,
5:55.0,A. Afflalo enters the game for D. Williams,,35-29,,
5:55.0,K. Porzingis enters the game for K. O'Quinn,,35-29,,
5:55.0,J. Grant misses free throw 1 of 2,,35-29,,
5:55.0,Offensive rebound by Team,,35-29,,
5:55.0,J. Grant makes free throw 2 of 2,1,36-29,,
5:42.0,,,36-29,,S. Ibaka misses 3-pt shot from 23 ft
5:41.0,Defensive rebound by C. Anthony,,36-29,,
5:27.0,C. Anthony makes 2-pt shot from 9 ft,2,38-29,,
5:14.0,,,38-31,2,R. Westbrook makes 2-pt shot from 12 ft
5:00.0,R. Lopez misses 2-pt shot from 4 ft (block by S. Adams),,38-31,,
4:59.0,Offensive rebound by R. Lopez,,38-31,,
4:51.0,R. Lopez makes 2-pt shot from 3 ft (assist by J. Grant),2,40-31,,
4:51.0,Shooting foul by A. Roberson (drawn by R. Lopez),,40-31,,
4:51.0,J. Calderon enters the game for J. Grant,,40-31,,
4:51.0,R. Lopez makes free throw 1 of 1,1,41-31,,
4:41.0,,,41-31,,Shooting foul by K. Porzingis (drawn by R. Westbrook)
4:41.0,,,41-31,,R. Westbrook misses free throw 1 of 2
4:41.0,,,41-31,,Offensive rebound by Team
4:41.0,,,41-31,,D. Waiters enters the game for A. Morrow
4:41.0,,,41-31,,K. Singler enters the game for A. Roberson
4:41.0,,,41-32,1,R. Westbrook makes free throw 2 of 2
4:26.0,Turnover by J. Calderon (lost ball; steal by R. Westbrook),,41-32,,
4:22.0,,,41-34,2,R. Westbrook makes 2-pt shot from 2 ft (assist by D. Waiters)
4:05.0,Turnover by K. Porzingis (lost ball; steal by D. Waiters),,41-34,,
4:01.0,,,41-34,,Turnover by D. Waiters (step out of bounds)
3:40.0,A. Afflalo misses 2-pt shot from 14 ft,,41-34,,
3:40.0,,,41-34,,Defensive rebound by D. Waiters
3:33.0,,,41-34,,D. Waiters misses 3-pt shot from 25 ft
3:32.0,,,41-34,,Offensive rebound by S. Adams
3:23.0,,,41-34,,R. Westbrook misses 2-pt shot from 13 ft
3:22.0,Defensive rebound by R. Lopez,,41-34,,
3:07.0,C. Anthony misses 2-pt shot from 16 ft,,41-34,,
3:07.0,,,41-34,,Defensive rebound by S. Adams
2:57.0,,,41-34,,Shooting foul by R. Lopez (drawn by R. Westbrook)
2:57.0,New York full timeout,,41-34,,
2:57.0,,,41-35,1,R. Westbrook makes free throw 1 of 2
2:57.0,,,41-35,,R. Westbrook misses free throw 2 of 2
2:56.0,,,41-35,,Offensive rebound by D. Waiters
2:42.0,,,41-35,,S. Ibaka misses 2-pt shot from 3 ft
2:41.0,Defensive rebound by A. Afflalo,,41-35,,
2:40.0,Turnover by A. Afflalo (bad pass; steal by D. Waiters),,41-35,,
2:29.0,,,41-38,3,R. Westbrook makes 3-pt shot from 22 ft
2:10.0,J. Calderon makes 3-pt shot from 24 ft (assist by C. Anthony),3,44-38,,
1:59.0,,,44-38,,R. Westbrook misses 2-pt shot from 1 ft
1:59.0,Defensive rebound by R. Lopez,,44-38,,
1:51.0,C. Anthony makes 2-pt shot from 16 ft,2,46-38,,
1:38.0,,,46-38,,Shooting foul by A. Afflalo (drawn by D. Waiters)
1:38.0,,,46-39,1,D. Waiters makes free throw 1 of 2
1:38.0,L. Galloway enters the game for A. Afflalo,,46-39,,
1:38.0,,,46-40,1,D. Waiters makes free throw 2 of 2
1:25.0,C. Anthony makes 2-pt shot from 14 ft,2,48-40,,
1:04.0,Personal foul by L. Galloway (drawn by S. Adams),,48-40,,
1:04.0,,,48-41,1,S. Adams makes free throw 1 of 2
1:04.0,,,48-42,1,S. Adams makes free throw 2 of 2
0:51.0,J. Calderon misses 2-pt shot from 8 ft,,48-42,,
0:51.0,,,48-42,,Defensive rebound by S. Adams
0:41.0,,,48-42,,D. Waiters misses 3-pt shot from 24 ft
0:41.0,,,48-42,,Offensive rebound by S. Adams
0:28.0,,,48-44,2,S. Ibaka makes 2-pt shot from 1 ft (assist by R. Westbrook)
0:23.0,New York full timeout,,48-44,,
0:05.0,C. Anthony misses 3-pt shot from 25 ft,,48-44,,
0:04.0,,,48-44,,Defensive rebound by D. Waiters
0:00.0,,,48-44,,D. Waiters misses 3-pt shot from 27 ft
0:00.0,,,48-44,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,J. Calderon makes 3-pt shot from 24 ft (assist by K. Porzingis),3,51-44,,
11:28.0,,,51-44,,Shooting foul by A. Afflalo (drawn by D. Waiters)
11:28.0,,,51-45,1,D. Waiters makes free throw 1 of 2
11:28.0,,,51-45,,D. Waiters misses free throw 2 of 2
11:26.0,,,51-45,,Offensive rebound by S. Ibaka
11:26.0,,,51-45,,S. Ibaka misses 2-pt shot from 1 ft
11:25.0,Defensive rebound by K. Porzingis,,51-45,,
11:13.0,K. Porzingis misses 2-pt shot from 1 ft,,51-45,,
11:13.0,,,51-45,,Defensive rebound by R. Westbrook
11:05.0,,,51-45,,Turnover by D. Waiters (lost ball; steal by J. Calderon)
11:03.0,K. Porzingis makes 2-pt shot at rim (assist by J. Calderon),2,53-45,,
10:42.0,,,53-45,,S. Adams misses 2-pt shot from 6 ft
10:41.0,Defensive rebound by Team,,53-45,,
10:21.0,Turnover by C. Anthony (lost ball),,53-45,,
10:05.0,,,53-45,,R. Westbrook misses 3-pt shot from 24 ft
10:05.0,Defensive rebound by K. Porzingis,,53-45,,
9:49.0,Turnover by K. Porzingis (traveling),,53-45,,
9:29.0,,,53-45,,S. Ibaka misses 2-pt shot from 1 ft
9:28.0,Defensive rebound by K. Porzingis,,53-45,,
9:20.0,Turnover by J. Calderon (lost ball; steal by R. Westbrook),,53-45,,
9:01.0,,,53-45,,R. Westbrook misses 3-pt shot from 25 ft
9:00.0,,,53-45,,Offensive rebound by S. Adams
8:44.0,,,53-47,2,S. Ibaka makes 2-pt shot from 18 ft (assist by R. Westbrook)
8:23.0,Shooting foul by S. Adams (drawn by R. Lopez),,53-47,,
8:23.0,R. Lopez makes free throw 1 of 2,1,54-47,,
8:23.0,R. Lopez makes free throw 2 of 2,1,55-47,,
8:04.0,,,55-49,2,S. Ibaka makes 2-pt shot from 5 ft (assist by R. Westbrook)
7:46.0,C. Anthony makes 2-pt shot at rim (assist by J. Calderon),2,57-49,,
7:23.0,,,57-49,,D. Waiters misses 3-pt shot from 23 ft
7:23.0,,,57-49,,Offensive rebound by Team
7:23.0,Loose ball foul by R. Lopez (drawn by S. Adams),,57-49,,
7:23.0,L. Thomas enters the game for K. Porzingis,,57-49,,
7:14.0,,,57-49,,Turnover by D. Waiters (turnover)
7:07.0,,,57-49,,Personal foul by R. Westbrook (drawn by R. Lopez)
6:55.0,A. Afflalo makes 2-pt shot from 15 ft,2,59-49,,
6:54.0,,,59-49,,Oklahoma City full timeout
6:30.0,,,59-49,,Turnover by Team (shot clock)
6:11.0,C. Anthony misses 2-pt shot from 13 ft,,59-49,,
6:10.0,,,59-49,,Defensive rebound by R. Westbrook
6:00.0,,,59-49,,Shooting foul by R. Lopez (drawn by R. Westbrook)
6:00.0,,,59-50,1,R. Westbrook makes free throw 1 of 2
6:00.0,,,59-50,,E. Kanter enters the game for S. Ibaka
6:00.0,,,59-51,1,R. Westbrook makes free throw 2 of 2
5:43.0,Turnover by R. Lopez (traveling),,59-51,,
5:21.0,,,59-51,,Turnover by R. Westbrook (lost ball; steal by C. Anthony)
5:18.0,A. Afflalo misses 2-pt shot from 3 ft (block by A. Roberson),,59-51,,
5:11.0,Offensive rebound by J. Calderon,,59-51,,
5:09.0,J. Calderon makes 2-pt shot at rim,2,61-51,,
4:56.0,,,61-53,2,R. Westbrook makes 2-pt shot from 14 ft
4:39.0,,,61-53,,Personal foul by A. Roberson (drawn by C. Anthony)
4:39.0,K. Seraphin enters the game for R. Lopez,,61-53,,
4:35.0,L. Thomas makes 3-pt shot from 24 ft (assist by J. Calderon),3,64-53,,
4:17.0,,,64-55,2,D. Waiters makes 2-pt shot at rim
3:57.0,A. Afflalo makes 3-pt shot from 24 ft (assist by K. Seraphin),3,67-55,,
3:46.0,,,67-55,,Shooting foul by K. Seraphin (drawn by R. Westbrook)
3:46.0,,,67-56,1,R. Westbrook makes free throw 1 of 2
3:46.0,L. Galloway enters the game for J. Calderon,,67-56,,
3:46.0,,,67-56,,S. Ibaka enters the game for S. Adams
3:46.0,,,67-57,1,R. Westbrook makes free throw 2 of 2
3:26.0,Offensive foul by A. Afflalo,,67-57,,
3:26.0,Turnover by A. Afflalo (offensive foul),,67-57,,
3:15.0,,,67-57,,Turnover by R. Westbrook (lost ball; steal by L. Galloway)
3:12.0,Turnover by A. Afflalo (lost ball; steal by D. Waiters),,67-57,,
2:59.0,,,67-57,,Turnover by S. Ibaka (lost ball)
2:59.0,New York full timeout,,67-57,,
2:59.0,J. Grant enters the game for A. Afflalo,,67-57,,
2:41.0,C. Anthony misses 2-pt shot from 5 ft,,67-57,,
2:41.0,,,67-57,,Defensive rebound by E. Kanter
2:37.0,,,67-57,,Turnover by E. Kanter (bad pass; steal by K. Seraphin)
2:37.0,K. Seraphin misses 2-pt shot from 1 ft (block by R. Westbrook),,67-57,,
2:37.0,Offensive rebound by Team,,67-57,,
2:22.0,L. Thomas misses 2-pt shot from 7 ft,,67-57,,
2:22.0,,,67-57,,Defensive rebound by E. Kanter
2:13.0,,,67-57,,A. Roberson misses 3-pt shot from 22 ft
2:12.0,,,67-57,,Offensive rebound by E. Kanter
2:11.0,,,67-59,2,E. Kanter makes 2-pt shot from 1 ft
1:56.0,Shooting foul by A. Roberson (drawn by C. Anthony),,67-59,,
1:56.0,C. Anthony makes free throw 1 of 2,1,68-59,,
1:56.0,,,68-59,,A. Morrow enters the game for A. Roberson
1:56.0,C. Anthony makes free throw 2 of 2,1,69-59,,
1:43.0,,,69-59,,R. Westbrook misses 3-pt shot from 24 ft
1:43.0,,,69-59,,Offensive rebound by Team
1:41.0,D. Williams enters the game for C. Anthony,,69-59,,
1:34.0,,,69-59,,R. Westbrook misses 2-pt shot from 14 ft
1:34.0,,,69-59,,Offensive rebound by E. Kanter
1:30.0,,,69-59,,Turnover by E. Kanter (lost ball; steal by L. Galloway)
1:25.0,L. Thomas makes 2-pt shot at rim (assist by L. Galloway),2,71-59,,
1:11.0,,,71-59,,S. Ibaka misses 2-pt shot from 19 ft
1:11.0,,,71-59,,Offensive rebound by Team
1:11.0,Loose ball foul by K. Seraphin (drawn by E. Kanter),,71-59,,
1:11.0,,,71-59,,E. Kanter misses free throw 1 of 2
1:11.0,,,71-59,,Offensive rebound by Team
1:11.0,,,71-59,,D. Augustin enters the game for R. Westbrook
1:11.0,,,71-60,1,E. Kanter makes free throw 2 of 2
0:52.0,K. Seraphin misses 2-pt shot from 8 ft,,71-60,,
0:52.0,,,71-60,,Defensive rebound by S. Ibaka
0:41.0,,,71-62,2,D. Waiters makes 2-pt shot from 1 ft
0:25.0,D. Williams misses 3-pt shot from 23 ft,,71-62,,
0:23.0,Offensive rebound by L. Thomas,,71-62,,
0:23.0,L. Thomas misses 2-pt shot from 1 ft,,71-62,,
0:22.0,Offensive rebound by Team,,71-62,,
0:16.0,L. Thomas makes 2-pt shot from 16 ft (assist by K. Seraphin),2,73-62,,
0:01.0,,,73-62,,D. Waiters misses 2-pt shot from 5 ft
0:00.0,Defensive rebound by J. Grant,,73-62,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,73-62,,Turnover by K. Singler (bad pass; steal by L. Galloway)
11:33.0,Offensive foul by L. Galloway,,73-62,,
11:33.0,Turnover by L. Galloway (offensive foul),,73-62,,
11:14.0,,,73-62,,A. Morrow misses 2-pt shot from 13 ft
11:14.0,,,73-62,,Offensive rebound by A. Morrow
11:11.0,,,73-64,2,A. Morrow makes 2-pt shot from 9 ft
10:59.0,L. Thomas makes 3-pt shot from 24 ft (assist by D. Williams),3,76-64,,
10:37.0,,,76-66,2,D. Augustin makes 2-pt shot at rim
10:11.0,L. Galloway misses 3-pt shot from 24 ft,,76-66,,
10:11.0,,,76-66,,Defensive rebound by K. Singler
10:01.0,,,76-66,,S. Ibaka misses 2-pt shot from 18 ft
10:00.0,Defensive rebound by J. Grant,,76-66,,
9:55.0,Shooting foul by D. Augustin (drawn by D. Williams),,76-66,,
9:55.0,D. Williams misses free throw 1 of 2,,76-66,,
9:55.0,Offensive rebound by Team,,76-66,,
9:55.0,D. Williams misses free throw 2 of 2,,76-66,,
9:55.0,,,76-66,,Defensive rebound by Team
9:55.0,Loose ball foul by K. Seraphin (drawn by K. Singler),,76-66,,
9:55.0,R. Lopez enters the game for K. Seraphin,,76-66,,
9:40.0,,,76-66,,N. Collison misses 2-pt shot from 7 ft
9:38.0,Defensive rebound by R. Lopez,,76-66,,
9:22.0,D. Williams makes 3-pt shot from 24 ft (assist by R. Lopez),3,79-66,,
9:04.0,,,79-66,,D. Augustin misses 3-pt shot from 24 ft
9:03.0,Defensive rebound by D. Williams,,79-66,,
8:53.0,D. Williams makes 3-pt shot from 24 ft (assist by J. Grant),3,82-66,,
8:53.0,,,82-66,,Oklahoma City full timeout
8:53.0,,,82-66,,R. Westbrook enters the game for S. Ibaka
8:53.0,,,82-66,,E. Kanter enters the game for K. Singler
8:33.0,,,82-66,,E. Kanter misses 2-pt shot from 2 ft (block by R. Lopez)
8:31.0,Defensive rebound by D. Williams,,82-66,,
8:11.0,J. Grant misses 2-pt shot from 1 ft,,82-66,,
8:10.0,,,82-66,,Defensive rebound by N. Collison
7:48.0,,,82-66,,R. Westbrook misses 3-pt shot from 25 ft
7:47.0,Defensive rebound by D. Williams,,82-66,,
7:43.0,Offensive foul by D. Williams,,82-66,,
7:43.0,Turnover by D. Williams (offensive foul),,82-66,,
7:22.0,,,82-66,,A. Morrow misses 3-pt shot from 24 ft
7:22.0,,,82-66,,Offensive rebound by N. Collison
7:20.0,,,82-68,2,N. Collison makes 2-pt shot from 1 ft
6:58.0,Turnover by R. Lopez (lost ball),,82-68,,
6:58.0,C. Anthony enters the game for L. Thomas,,82-68,,
6:58.0,J. Calderon enters the game for J. Grant,,82-68,,
6:46.0,,,82-70,2,R. Westbrook makes 2-pt shot from 5 ft
6:19.0,C. Anthony misses 3-pt shot from 26 ft,,82-70,,
6:19.0,,,82-70,,Defensive rebound by E. Kanter
6:13.0,,,82-72,2,R. Westbrook makes 2-pt shot from 1 ft
6:12.0,New York full timeout,,82-72,,
6:12.0,,,82-72,,A. Roberson enters the game for D. Augustin
6:12.0,A. Afflalo enters the game for L. Galloway,,82-72,,
6:12.0,K. Porzingis enters the game for D. Williams,,82-72,,
5:55.0,C. Anthony misses 2-pt shot from 14 ft,,82-72,,
5:54.0,,,82-72,,Defensive rebound by A. Morrow
5:37.0,,,82-72,,A. Morrow misses 3-pt shot from 22 ft
5:36.0,,,82-72,,Offensive rebound by N. Collison
5:35.0,,,82-74,2,N. Collison makes 2-pt shot from 1 ft
5:15.0,Turnover by R. Lopez (lost ball; steal by N. Collison),,82-74,,
4:51.0,,,82-74,,R. Westbrook misses 3-pt shot from 25 ft
4:50.0,Defensive rebound by K. Porzingis,,82-74,,
4:27.0,C. Anthony makes 2-pt shot from 9 ft,2,84-74,,
4:05.0,,,84-74,,R. Westbrook misses 2-pt shot at rim
4:04.0,,,84-74,,Offensive rebound by E. Kanter
4:04.0,,,84-76,2,E. Kanter makes 2-pt shot from 1 ft
3:47.0,A. Afflalo makes 2-pt shot from 15 ft,2,86-76,,
3:45.0,,,86-76,,Oklahoma City full timeout
3:31.0,,,86-76,,A. Roberson misses 3-pt shot from 24 ft
3:30.0,Defensive rebound by Team,,86-76,,
3:13.0,Shooting foul by N. Collison (drawn by K. Porzingis),,86-76,,
3:13.0,K. Porzingis misses free throw 1 of 2,,86-76,,
3:13.0,Offensive rebound by Team,,86-76,,
3:13.0,,,86-76,,D. Waiters enters the game for A. Roberson
3:13.0,K. Porzingis makes free throw 2 of 2,1,87-76,,
3:06.0,,,87-76,,R. Westbrook misses 2-pt shot from 1 ft
3:05.0,,,87-76,,Offensive rebound by R. Westbrook
3:03.0,,,87-76,,Shooting foul by A. Afflalo (drawn by R. Westbrook)
3:03.0,,,87-77,1,R. Westbrook makes free throw 1 of 2
3:03.0,,,87-78,1,R. Westbrook makes free throw 2 of 2
2:47.0,A. Afflalo misses 2-pt shot from 6 ft (block by N. Collison),,87-78,,
2:47.0,Offensive rebound by Team,,87-78,,
2:42.0,J. Calderon misses 2-pt shot from 19 ft,,87-78,,
2:41.0,Offensive rebound by Team,,87-78,,
