time,Oklahoma City,pts.away,score,pts.home,Minnesota
9:08.0,Personal foul by R. Westbrook (drawn by A. Wiggins),,8-2,,
8:53.0,,,8-2,,A. Wiggins misses 3-pt shot from 25 ft
8:52.0,Defensive rebound by R. Westbrook,,8-2,,
8:46.0,S. Ibaka makes 3-pt shot from 23 ft (assist by R. Westbrook),3,11-2,,
8:36.0,,,11-2,,Minnesota full timeout
8:25.0,,,11-2,,A. Wiggins misses 2-pt shot from 19 ft
8:24.0,Defensive rebound by S. Ibaka,,11-2,,
8:15.0,R. Westbrook makes 2-pt shot at rim (assist by K. Durant),2,13-2,,
7:56.0,,,13-2,,K. Towns misses 2-pt shot from 19 ft
7:55.0,Defensive rebound by R. Westbrook,,13-2,,
7:41.0,S. Adams makes 2-pt shot from 5 ft,2,15-2,,
7:21.0,,,15-4,2,T. Prince makes 2-pt shot from 18 ft (assist by K. Garnett)
7:07.0,Offensive foul by S. Ibaka,,15-4,,
7:07.0,Turnover by S. Ibaka (offensive foul),,15-4,,
7:07.0,,,15-4,,G. Dieng enters the game for K. Garnett
6:58.0,,,15-4,,K. Towns misses 2-pt shot from 17 ft
6:57.0,,,15-4,,Offensive rebound by G. Dieng
6:42.0,,,15-4,,A. Wiggins misses 2-pt shot from 10 ft
6:39.0,Defensive rebound by K. Durant,,15-4,,
6:34.0,K. Durant misses 3-pt shot from 24 ft,,15-4,,
6:32.0,,,15-4,,Defensive rebound by K. Towns
6:23.0,,,15-4,,R. Rubio misses 3-pt shot from 24 ft
6:22.0,,,15-4,,Offensive rebound by K. Towns
6:21.0,,,15-4,,Shooting foul by A. Roberson (drawn by K. Towns)
6:21.0,,,15-5,1,K. Towns makes free throw 1 of 2
6:21.0,,,15-6,1,K. Towns makes free throw 2 of 2
6:11.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,17-6,,
5:46.0,,,17-6,,Turnover by R. Rubio (lost ball; steal by A. Roberson)
5:41.0,Turnover by A. Roberson (lost ball),,17-6,,
5:30.0,,,17-6,,A. Wiggins misses 2-pt shot from 15 ft
5:28.0,,,17-6,,Offensive rebound by T. Prince
5:19.0,Personal foul by K. Durant (drawn by G. Dieng),,17-6,,
5:19.0,,,17-6,,S. Muhammad enters the game for T. Prince
5:11.0,,,17-6,,Shooting foul by A. Roberson (drawn by A. Wiggins)
5:11.0,,,17-7,1,A. Wiggins makes free throw 1 of 2
5:11.0,D. Waiters enters the game for A. Roberson,,17-7,,
5:11.0,,,17-8,1,A. Wiggins makes free throw 2 of 2
4:56.0,S. Ibaka misses 2-pt shot from 14 ft,,17-8,,
4:55.0,Offensive rebound by Team,,17-8,,
4:55.0,,,17-8,,Loose ball foul by R. Rubio (drawn by S. Adams)
4:50.0,K. Durant misses 2-pt shot from 16 ft,,17-8,,
4:48.0,,,17-8,,Defensive rebound by K. Towns
4:42.0,,,17-10,2,A. Wiggins makes 2-pt shot from 1 ft (assist by R. Rubio)
4:27.0,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook),2,19-10,,
4:05.0,,,19-10,,S. Muhammad misses 3-pt shot from 24 ft
4:04.0,Defensive rebound by D. Waiters,,19-10,,
3:54.0,K. Durant misses 2-pt shot from 3 ft (block by G. Dieng),,19-10,,
3:52.0,Offensive rebound by R. Westbrook,,19-10,,
3:44.0,R. Westbrook makes 2-pt shot from 3 ft,2,21-10,,
3:29.0,,,21-12,2,K. Towns makes 2-pt shot from 1 ft (assist by G. Dieng)
3:17.0,S. Ibaka misses 2-pt shot from 19 ft,,21-12,,
3:15.0,,,21-12,,Defensive rebound by R. Rubio
3:10.0,,,21-12,,Turnover by R. Rubio (bad pass; steal by S. Ibaka)
3:05.0,K. Durant makes 2-pt shot at rim,2,23-12,,
2:48.0,,,23-14,2,S. Muhammad makes 2-pt shot from 3 ft (assist by R. Rubio)
2:41.0,Oklahoma City full timeout,,23-14,,
2:41.0,N. Collison enters the game for S. Ibaka,,23-14,,
2:41.0,,,23-14,,Z. LaVine enters the game for R. Rubio
2:35.0,K. Durant misses 2-pt shot from 8 ft,,23-14,,
2:34.0,,,23-14,,Defensive rebound by K. Towns
2:24.0,,,23-14,,Turnover by A. Wiggins (bad pass)
2:24.0,C. Payne enters the game for R. Westbrook,,23-14,,
2:10.0,D. Waiters makes 3-pt shot from 23 ft (assist by K. Durant),3,26-14,,
1:48.0,,,26-16,2,Z. LaVine makes 2-pt shot from 15 ft (assist by A. Wiggins)
1:21.0,N. Collison misses 2-pt shot from 4 ft,,26-16,,
1:20.0,,,26-16,,Defensive rebound by G. Dieng
1:14.0,,,26-18,2,K. Towns makes 2-pt shot at rim (assist by Z. LaVine)
0:49.0,K. Durant makes 2-pt shot from 5 ft,2,28-18,,
0:49.0,Shooting foul by A. Wiggins (drawn by K. Durant),,28-18,,
0:49.0,K. Durant makes free throw 1 of 1,1,29-18,,
0:38.0,,,29-18,,S. Muhammad misses 2-pt shot from 14 ft
0:36.0,Defensive rebound by D. Waiters,,29-18,,
0:30.0,D. Waiters misses 2-pt shot from 2 ft (block by G. Dieng),,29-18,,
0:27.0,,,29-18,,Defensive rebound by Z. LaVine
0:25.0,,,29-20,2,S. Muhammad makes 2-pt shot at rim (assist by Z. LaVine)
0:25.0,Technical foul by Team,,29-20,,
0:25.0,,,29-21,1,Z. LaVine makes technical free throw
0:04.0,K. Durant makes 3-pt shot from 24 ft,3,32-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,32-21,,Turnover by G. Dieng (lost ball; steal by D. Waiters)
11:25.0,E. Kanter misses 2-pt shot from 1 ft (block by G. Dieng),,32-21,,
11:24.0,,,32-21,,Defensive rebound by Z. LaVine
11:15.0,,,32-21,,K. Martin misses 3-pt shot from 24 ft
11:13.0,Defensive rebound by Team,,32-21,,
10:58.0,D. Waiters misses 2-pt shot at rim,,32-21,,
10:57.0,,,32-21,,Defensive rebound by N. Bjelica
10:44.0,,,32-23,2,K. Martin makes 2-pt shot from 6 ft
10:28.0,Turnover by C. Payne (bad pass),,32-23,,
10:19.0,,,32-25,2,K. Martin makes 2-pt shot from 17 ft
10:19.0,,,32-25,,Shooting foul by D. Waiters (drawn by K. Martin)
10:19.0,S. Ibaka enters the game for N. Collison,,32-25,,
10:19.0,,,32-26,1,K. Martin makes free throw 1 of 1
10:02.0,C. Payne makes 3-pt shot from 24 ft (assist by D. Waiters),3,35-26,,
9:48.0,,,35-26,,Turnover by Z. LaVine (traveling)
9:37.0,E. Kanter makes 2-pt shot at rim (assist by C. Payne),2,37-26,,
9:28.0,,,37-26,,Minnesota full timeout
9:19.0,,,37-29,3,Z. LaVine makes 3-pt shot from 25 ft (assist by K. Martin)
9:03.0,C. Payne misses 2-pt shot from 7 ft,,37-29,,
9:01.0,Offensive rebound by E. Kanter,,37-29,,
8:59.0,E. Kanter makes 2-pt shot at rim,2,39-29,,
8:47.0,,,39-29,,K. Martin misses 2-pt shot from 10 ft
8:45.0,Defensive rebound by S. Ibaka,,39-29,,
8:31.0,S. Ibaka misses 2-pt shot from 18 ft,,39-29,,
8:30.0,,,39-29,,Defensive rebound by Z. LaVine
8:23.0,,,39-32,3,N. Bjelica makes 3-pt shot from 23 ft (assist by S. Muhammad)
7:54.0,C. Payne makes 3-pt shot from 24 ft (assist by D. Waiters),3,42-32,,
7:37.0,,,42-34,2,S. Muhammad makes 2-pt shot from 1 ft
7:12.0,C. Payne misses 2-pt shot from 19 ft,,42-34,,
7:11.0,Offensive rebound by Team,,42-34,,
7:11.0,Turnover by Team (shot clock),,42-34,,
6:57.0,,,42-34,,K. Martin misses 3-pt shot from 25 ft
6:56.0,,,42-34,,Offensive rebound by S. Muhammad
6:55.0,,,42-34,,Shooting foul by A. Morrow (drawn by S. Muhammad)
6:55.0,,,42-34,,S. Muhammad misses free throw 1 of 2
6:55.0,,,42-34,,Offensive rebound by Team
6:55.0,,,42-35,1,S. Muhammad makes free throw 2 of 2
6:50.0,Oklahoma City full timeout,,42-35,,
6:50.0,R. Westbrook enters the game for C. Payne,,42-35,,
6:50.0,,,42-35,,K. Towns enters the game for G. Dieng
6:42.0,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook),2,44-35,,
6:28.0,,,44-35,,Turnover by K. Towns (bad pass; steal by R. Westbrook)
6:22.0,S. Ibaka makes 3-pt shot from 24 ft (assist by R. Westbrook),3,47-35,,
6:04.0,,,47-35,,Z. LaVine misses 2-pt shot from 1 ft
6:01.0,,,47-35,,Offensive rebound by K. Towns
6:00.0,,,47-35,,K. Towns misses 2-pt shot from 2 ft (block by S. Ibaka)
5:58.0,Defensive rebound by A. Morrow,,47-35,,
5:55.0,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook),2,49-35,,
5:40.0,Personal foul by A. Morrow (drawn by S. Muhammad),,49-35,,
5:40.0,,,49-35,,A. Wiggins enters the game for K. Martin
5:40.0,K. Durant enters the game for A. Morrow,,49-35,,
5:40.0,A. Roberson enters the game for D. Waiters,,49-35,,
5:31.0,Personal foul by R. Westbrook (drawn by S. Muhammad),,49-35,,
5:26.0,,,49-37,2,S. Muhammad makes 2-pt shot from 19 ft (assist by Z. LaVine)
5:11.0,Turnover by R. Westbrook (bad pass; steal by N. Bjelica),,49-37,,
5:07.0,,,49-37,,Turnover by K. Towns (lost ball)
4:54.0,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook),2,51-37,,
4:35.0,,,51-39,2,Z. LaVine makes 2-pt shot from 14 ft
4:20.0,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook),2,53-39,,
4:10.0,,,53-39,,Minnesota full timeout
4:10.0,,,53-39,,R. Rubio enters the game for Z. LaVine
3:59.0,,,53-39,,Shooting foul by K. Durant (drawn by S. Muhammad)
3:59.0,,,53-40,1,S. Muhammad makes free throw 1 of 2
3:59.0,,,53-41,1,S. Muhammad makes free throw 2 of 2
3:45.0,Turnover by R. Westbrook (bad pass),,53-41,,
3:35.0,,,53-41,,A. Wiggins misses 2-pt shot from 15 ft
3:33.0,Defensive rebound by E. Kanter,,53-41,,
3:25.0,S. Ibaka makes 2-pt shot from 1 ft (assist by R. Westbrook),2,55-41,,
3:04.0,,,55-41,,K. Towns misses 2-pt shot from 8 ft
3:03.0,Defensive rebound by Team,,55-41,,
2:42.0,R. Westbrook misses 2-pt shot from 1 ft,,55-41,,
2:41.0,Offensive rebound by Team,,55-41,,
2:38.0,Turnover by Team (shot clock),,55-41,,
2:20.0,,,55-41,,S. Muhammad misses 3-pt shot from 26 ft
2:19.0,Defensive rebound by S. Ibaka,,55-41,,
2:14.0,R. Westbrook misses 2-pt shot from 15 ft,,55-41,,
2:12.0,,,55-41,,Defensive rebound by K. Towns
2:06.0,,,55-43,2,A. Wiggins makes 2-pt shot from 19 ft (assist by R. Rubio)
1:48.0,A. Roberson misses 3-pt shot from 24 ft,,55-43,,
1:47.0,,,55-43,,Defensive rebound by Team
1:47.0,S. Adams enters the game for E. Kanter,,55-43,,
1:36.0,D. Waiters enters the game for S. Ibaka,,55-43,,
1:31.0,,,55-43,,Turnover by K. Towns (bad pass; steal by D. Waiters)
1:16.0,K. Durant misses 3-pt shot from 24 ft,,55-43,,
1:13.0,,,55-43,,Defensive rebound by N. Bjelica
1:08.0,,,55-43,,Turnover by N. Bjelica (lost ball; steal by D. Waiters)
1:04.0,R. Westbrook makes 2-pt shot at rim (assist by D. Waiters),2,57-43,,
0:50.0,,,57-46,3,S. Muhammad makes 3-pt shot from 22 ft (assist by R. Rubio)
0:42.0,Turnover by R. Westbrook (bad pass; steal by N. Bjelica),,57-46,,
0:35.0,,,57-46,,Turnover by S. Muhammad (bad pass)
0:31.0,R. Westbrook misses 3-pt shot from 25 ft,,57-46,,
0:29.0,,,57-46,,Defensive rebound by S. Muhammad
0:06.0,,,57-46,,R. Rubio misses 3-pt shot from 24 ft
0:04.0,,,57-46,,Offensive rebound by K. Towns
0:03.0,,,57-48,2,K. Towns makes 2-pt shot from 1 ft
0:00.0,R. Westbrook makes 3-pt shot from 27 ft,3,60-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,60-48,,K. Towns misses 2-pt shot from 20 ft
11:47.0,Defensive rebound by A. Roberson,,60-48,,
11:29.0,K. Durant makes 3-pt shot from 25 ft (assist by A. Roberson),3,63-48,,
11:12.0,,,63-48,,Turnover by A. Wiggins (bad pass; steal by R. Westbrook)
10:59.0,,,63-48,,Personal foul by A. Wiggins (drawn by R. Westbrook)
10:45.0,A. Roberson misses 2-pt shot from 1 ft,,63-48,,
10:44.0,,,63-48,,Defensive rebound by K. Garnett
10:30.0,,,63-48,,K. Garnett misses 2-pt shot from 16 ft
10:29.0,Defensive rebound by A. Roberson,,63-48,,
10:23.0,A. Roberson makes 2-pt shot from 2 ft (assist by R. Westbrook),2,65-48,,
10:11.0,,,65-50,2,A. Wiggins makes 2-pt shot from 14 ft (assist by K. Towns)
10:11.0,,,65-50,,Shooting foul by A. Roberson (drawn by A. Wiggins)
10:11.0,,,65-51,1,A. Wiggins makes free throw 1 of 1
9:57.0,R. Westbrook makes 2-pt shot at rim (assist by K. Durant),2,67-51,,
9:44.0,,,67-51,,A. Wiggins misses 2-pt shot from 17 ft
9:42.0,Defensive rebound by K. Durant,,67-51,,
9:39.0,Turnover by K. Durant (bad pass),,67-51,,
9:26.0,,,67-51,,A. Wiggins misses 2-pt shot from 14 ft
9:25.0,Defensive rebound by S. Ibaka,,67-51,,
9:08.0,R. Westbrook makes 2-pt shot at rim,2,69-51,,
9:08.0,,,69-51,,Minnesota full timeout
8:44.0,,,69-53,2,K. Towns makes 2-pt shot from 1 ft
8:28.0,A. Roberson misses 2-pt shot from 1 ft,,69-53,,
8:27.0,,,69-53,,Defensive rebound by K. Garnett
8:21.0,,,69-55,2,A. Wiggins makes 2-pt shot at rim (assist by R. Rubio)
7:54.0,A. Roberson misses 2-pt shot at rim,,69-55,,
7:53.0,,,69-55,,Defensive rebound by R. Rubio
7:49.0,,,69-57,2,A. Wiggins makes 2-pt shot at rim (assist by R. Rubio)
7:49.0,Oklahoma City full timeout,,69-57,,
7:49.0,,,69-57,,G. Dieng enters the game for K. Garnett
7:33.0,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook),2,71-57,,
7:08.0,,,71-60,3,R. Rubio makes 3-pt shot from 23 ft (assist by A. Wiggins)
6:49.0,K. Durant misses 2-pt shot from 17 ft,,71-60,,
6:47.0,,,71-60,,Defensive rebound by K. Towns
6:41.0,,,71-60,,R. Rubio misses 2-pt shot at rim
6:40.0,Defensive rebound by S. Adams,,71-60,,
6:36.0,D. Waiters enters the game for A. Roberson,,71-60,,
6:34.0,K. Durant makes 2-pt shot from 13 ft (assist by D. Waiters),2,73-60,,
6:13.0,,,73-60,,T. Prince misses 2-pt shot from 16 ft
6:12.0,Defensive rebound by S. Adams,,73-60,,
6:00.0,Turnover by R. Westbrook (bad pass; steal by R. Rubio),,73-60,,
5:54.0,,,73-60,,A. Wiggins misses 3-pt shot from 24 ft
5:53.0,Defensive rebound by R. Westbrook,,73-60,,
5:32.0,R. Westbrook makes 3-pt shot from 24 ft,3,76-60,,
5:12.0,,,76-60,,A. Wiggins misses 2-pt shot from 2 ft
5:11.0,Defensive rebound by D. Waiters,,76-60,,
5:02.0,D. Waiters misses 2-pt shot at rim,,76-60,,
5:01.0,,,76-60,,Defensive rebound by G. Dieng
4:50.0,,,76-60,,R. Rubio misses 2-pt shot from 14 ft
4:49.0,Defensive rebound by R. Westbrook,,76-60,,
4:46.0,Shooting foul by G. Dieng (drawn by R. Westbrook),,76-60,,
4:46.0,R. Westbrook makes free throw 1 of 2,1,77-60,,
4:46.0,,,77-60,,S. Muhammad enters the game for T. Prince
4:46.0,R. Westbrook makes free throw 2 of 2,1,78-60,,
4:31.0,,,78-62,2,A. Wiggins makes 2-pt shot from 19 ft
4:07.0,K. Durant misses 2-pt shot from 9 ft,,78-62,,
4:06.0,Offensive rebound by S. Adams,,78-62,,
4:04.0,Turnover by S. Adams (bad pass),,78-62,,
4:04.0,,,78-62,,Z. LaVine enters the game for R. Rubio
3:56.0,Personal foul by D. Waiters (drawn by A. Wiggins),,78-62,,
3:49.0,,,78-62,,S. Muhammad misses 3-pt shot from 24 ft
3:48.0,Defensive rebound by S. Ibaka,,78-62,,
3:38.0,D. Waiters misses 2-pt shot at rim (block by G. Dieng),,78-62,,
3:37.0,Offensive rebound by Team,,78-62,,
3:28.0,K. Durant misses 3-pt shot from 25 ft,,78-62,,
3:27.0,,,78-62,,Defensive rebound by Z. LaVine
3:19.0,,,78-62,,Turnover by Z. LaVine (bad pass)
3:04.0,K. Durant misses 3-pt shot from 25 ft,,78-62,,
3:03.0,,,78-62,,Defensive rebound by G. Dieng
2:58.0,,,78-62,,S. Muhammad misses 2-pt shot from 1 ft
2:57.0,,,78-62,,Offensive rebound by A. Wiggins
2:53.0,,,78-62,,A. Wiggins misses 2-pt shot from 5 ft
2:52.0,Defensive rebound by R. Westbrook,,78-62,,
2:42.0,R. Westbrook misses 3-pt shot from 25 ft,,78-62,,
2:41.0,,,78-62,,Defensive rebound by Z. LaVine
2:34.0,,,78-62,,K. Towns misses 3-pt shot from 25 ft
2:33.0,Defensive rebound by R. Westbrook,,78-62,,
2:33.0,Oklahoma City full timeout,,78-62,,
2:33.0,N. Collison enters the game for S. Ibaka,,78-62,,
2:33.0,,,78-62,,K. Martin enters the game for A. Wiggins
2:33.0,,,78-62,,N. Bjelica enters the game for K. Towns
2:23.0,,,78-62,,Personal foul by Z. LaVine (drawn by R. Westbrook)
2:17.0,Turnover by R. Westbrook (bad pass; steal by G. Dieng),,78-62,,
1:59.0,,,78-64,2,S. Muhammad makes 2-pt shot at rim (assist by N. Bjelica)
1:42.0,C. Payne enters the game for R. Westbrook,,78-64,,
1:38.0,K. Durant makes 2-pt shot from 13 ft (assist by C. Payne),2,80-64,,
1:24.0,,,80-66,2,S. Muhammad makes 2-pt shot from 1 ft
1:04.0,Turnover by K. Durant (bad pass),,80-66,,
0:46.0,,,80-66,,K. Martin misses 2-pt shot from 13 ft
0:44.0,Defensive rebound by K. Durant,,80-66,,
0:26.0,Shooting foul by K. Martin (drawn by N. Collison),,80-66,,
0:26.0,N. Collison misses free throw 1 of 2,,80-66,,
0:26.0,Offensive rebound by Team,,80-66,,
0:26.0,N. Collison misses free throw 2 of 2,,80-66,,
0:25.0,,,80-66,,Defensive rebound by S. Muhammad
0:11.0,Personal take foul by C. Payne (drawn by Z. LaVine),,80-66,,
0:01.0,,,80-66,,Z. LaVine misses 2-pt shot from 1 ft (block by S. Adams)
0:00.0,Defensive rebound by S. Adams,,80-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,D. Waiters makes 2-pt shot from 1 ft,2,82-66,,
11:33.0,,,82-66,,Shooting foul by E. Kanter (drawn by K. Martin)
11:33.0,,,82-66,,K. Martin misses free throw 1 of 2
11:33.0,,,82-66,,Offensive rebound by Team
11:33.0,,,82-67,1,K. Martin makes free throw 2 of 2
11:21.0,Turnover by D. Waiters (bad pass; steal by N. Bjelica),,82-67,,
11:20.0,Personal foul by D. Waiters (drawn by N. Bjelica),,82-67,,
11:10.0,,,82-69,2,S. Muhammad makes 2-pt shot from 10 ft
10:54.0,C. Payne misses 3-pt shot from 24 ft,,82-69,,
10:52.0,,,82-69,,Defensive rebound by G. Dieng
10:37.0,,,82-69,,G. Dieng misses 2-pt shot from 19 ft
10:36.0,Defensive rebound by C. Payne,,82-69,,
10:12.0,D. Waiters misses 2-pt shot from 18 ft,,82-69,,
10:10.0,,,82-69,,Defensive rebound by Z. LaVine
9:52.0,,,82-69,,Z. LaVine misses 2-pt shot from 16 ft
9:51.0,Defensive rebound by C. Payne,,82-69,,
9:35.0,E. Kanter makes 2-pt shot from 1 ft,2,84-69,,
9:22.0,,,84-69,,Turnover by Z. LaVine (bad pass; steal by E. Kanter)
9:18.0,,,84-69,,Personal foul by N. Bjelica (drawn by C. Payne)
9:18.0,S. Ibaka enters the game for N. Collison,,84-69,,
8:59.0,D. Waiters misses 2-pt shot from 19 ft,,84-69,,
8:56.0,Offensive rebound by E. Kanter,,84-69,,
8:53.0,E. Kanter misses 2-pt shot from 1 ft,,84-69,,
8:52.0,,,84-69,,Defensive rebound by Z. LaVine
8:46.0,,,84-69,,S. Muhammad misses 2-pt shot from 4 ft
8:45.0,Defensive rebound by D. Waiters,,84-69,,
8:37.0,Turnover by C. Payne (bad pass; steal by K. Martin),,84-69,,
8:32.0,,,84-71,2,Z. LaVine makes 2-pt shot from 1 ft (assist by K. Martin)
8:32.0,Oklahoma City full timeout,,84-71,,
8:15.0,Shooting foul by G. Dieng (drawn by E. Kanter),,84-71,,
8:15.0,E. Kanter makes free throw 1 of 2,1,85-71,,
8:15.0,E. Kanter makes free throw 2 of 2,1,86-71,,
8:00.0,,,86-71,,K. Martin misses 2-pt shot from 19 ft
7:59.0,Defensive rebound by A. Morrow,,86-71,,
7:49.0,C. Payne misses 2-pt shot from 7 ft,,86-71,,
7:48.0,,,86-71,,Defensive rebound by G. Dieng
7:33.0,,,86-73,2,Z. LaVine makes 2-pt shot from 9 ft
7:33.0,,,86-73,,Shooting foul by C. Payne (drawn by Z. LaVine)
7:33.0,,,86-73,,A. Wiggins enters the game for K. Martin
7:33.0,,,86-74,1,Z. LaVine makes free throw 1 of 1
7:17.0,A. Morrow misses 3-pt shot from 24 ft,,86-74,,
7:14.0,,,86-74,,Defensive rebound by Z. LaVine
7:04.0,,,86-76,2,G. Dieng makes 2-pt shot from 5 ft (assist by Z. LaVine)
6:42.0,C. Payne misses 3-pt shot from 24 ft,,86-76,,
6:41.0,,,86-76,,Defensive rebound by N. Bjelica
6:35.0,,,86-76,,Turnover by A. Wiggins (lost ball)
6:35.0,R. Westbrook enters the game for C. Payne,,86-76,,
6:35.0,K. Durant enters the game for A. Morrow,,86-76,,
6:18.0,Oklahoma City full timeout,,86-76,,
6:10.0,R. Westbrook misses 2-pt shot from 18 ft,,86-76,,
6:08.0,,,86-76,,Defensive rebound by S. Muhammad
5:53.0,,,86-79,3,Z. LaVine makes 3-pt shot from 25 ft (assist by G. Dieng)
5:30.0,K. Durant misses 3-pt shot from 24 ft,,86-79,,
5:29.0,Offensive rebound by K. Durant,,86-79,,
5:29.0,,,86-79,,Personal foul by Z. LaVine (drawn by K. Durant)
5:29.0,Oklahoma City full timeout,,86-79,,
5:24.0,R. Westbrook misses 2-pt shot at rim (block by G. Dieng),,86-79,,
5:23.0,Offensive rebound by Team,,86-79,,
5:12.0,Shooting foul by N. Bjelica (drawn by R. Westbrook),,86-79,,
5:12.0,R. Westbrook makes free throw 1 of 2,1,87-79,,
5:12.0,R. Westbrook misses free throw 2 of 2,,87-79,,
5:11.0,,,87-79,,Defensive rebound by N. Bjelica
5:04.0,,,87-79,,S. Muhammad misses 2-pt shot from 1 ft
5:03.0,Defensive rebound by S. Ibaka,,87-79,,
4:53.0,K. Durant misses 2-pt shot from 23 ft,,87-79,,
4:52.0,,,87-79,,Defensive rebound by Z. LaVine
4:47.0,,,87-79,,Shooting foul by S. Ibaka (drawn by Z. LaVine)
4:47.0,,,87-79,,Z. LaVine misses free throw 1 of 2
4:47.0,,,87-79,,Offensive rebound by Team
4:47.0,,,87-80,1,Z. LaVine makes free throw 2 of 2
4:35.0,K. Durant misses 2-pt shot from 17 ft,,87-80,,
4:32.0,Offensive rebound by E. Kanter,,87-80,,
4:31.0,E. Kanter makes 2-pt shot at rim,2,89-80,,
4:08.0,,,89-83,3,N. Bjelica makes 3-pt shot from 26 ft (assist by S. Muhammad)
3:45.0,K. Durant misses 3-pt shot from 24 ft,,89-83,,
3:43.0,Offensive rebound by S. Ibaka,,89-83,,
3:28.0,Turnover by R. Westbrook (lost ball; steal by A. Wiggins),,89-83,,
3:25.0,,,89-83,,Shooting foul by K. Durant (drawn by Z. LaVine)
3:25.0,,,89-84,1,Z. LaVine makes free throw 1 of 2
3:25.0,,,89-84,,Z. LaVine misses free throw 2 of 2
3:24.0,,,89-84,,Offensive rebound by Team
3:17.0,,,89-84,,G. Dieng misses 2-pt shot at rim (block by S. Ibaka)
3:16.0,,,89-84,,Offensive rebound by A. Wiggins
3:15.0,,,89-86,2,A. Wiggins makes 2-pt shot at rim
2:54.0,K. Durant makes 2-pt shot from 19 ft,2,91-86,,
2:34.0,,,91-86,,Turnover by S. Muhammad (lost ball)
2:34.0,,,91-86,,Minnesota full timeout
2:23.0,Offensive foul by R. Westbrook,,91-86,,
2:23.0,Turnover by R. Westbrook (offensive foul),,91-86,,
2:23.0,S. Adams enters the game for E. Kanter,,91-86,,
2:10.0,,,91-88,2,A. Wiggins makes 2-pt shot at rim (assist by S. Muhammad)
1:44.0,K. Durant makes 2-pt shot from 21 ft,2,93-88,,
1:32.0,,,93-88,,Shooting foul by K. Durant (drawn by A. Wiggins)
1:32.0,,,93-89,1,A. Wiggins makes free throw 1 of 2
1:32.0,,,93-89,,A. Wiggins misses free throw 2 of 2
1:31.0,Defensive rebound by K. Durant,,93-89,,
1:15.0,K. Durant makes 2-pt shot from 16 ft,2,95-89,,
1:15.0,,,95-89,,Minnesota full timeout
1:07.0,,,95-89,,Turnover by G. Dieng (offensive goaltending)
0:57.0,R. Westbrook misses 2-pt shot from 1 ft (block by G. Dieng),,95-89,,
0:55.0,,,95-89,,Defensive rebound by A. Wiggins
0:53.0,,,95-89,,Turnover by S. Muhammad (bad pass; steal by K. Durant)
0:49.0,Turnover by K. Durant (bad pass),,95-89,,
