time,Portland,pts.away,score,pts.home,Golden State
4:26.0,D. Lillard makes free throw 2 of 2,1,9-22,,
4:14.0,,,9-22,,Turnover by L. Barbosa (lost ball; steal by D. Lillard)
4:09.0,D. Lillard misses 2-pt shot from 2 ft,,9-22,,
4:09.0,Offensive rebound by Team,,9-22,,
4:07.0,M. Harkless misses 3-pt shot from 27 ft,,9-22,,
4:06.0,,,9-22,,Defensive rebound by K. Thompson
3:57.0,,,9-22,,A. Iguodala misses 3-pt shot from 24 ft
3:57.0,Defensive rebound by M. Plumlee,,9-22,,
3:46.0,A. Aminu makes 2-pt shot from 21 ft (assist by M. Plumlee),2,11-22,,
3:46.0,,,11-22,,Golden State full timeout
3:46.0,A. Crabbe enters the game for M. Harkless,,11-22,,
3:46.0,G. Henderson enters the game for C. McCollum,,11-22,,
3:46.0,,,11-22,,A. Varejao enters the game for A. Bogut
3:26.0,,,11-25,3,K. Thompson makes 3-pt shot from 23 ft (assist by A. Varejao)
3:00.0,G. Henderson misses 2-pt shot from 21 ft,,11-25,,
3:00.0,,,11-25,,Defensive rebound by D. Green
2:50.0,,,11-25,,K. Thompson misses 3-pt shot from 27 ft
2:49.0,Defensive rebound by M. Plumlee,,11-25,,
2:29.0,A. Aminu misses 2-pt shot from 6 ft,,11-25,,
2:29.0,,,11-25,,Defensive rebound by A. Varejao
2:21.0,,,11-28,3,L. Barbosa makes 3-pt shot from 27 ft
1:55.0,A. Crabbe makes 2-pt shot from 1 ft (assist by M. Plumlee),2,13-28,,
1:55.0,Shooting foul by A. Varejao (drawn by A. Crabbe),,13-28,,
1:55.0,,,13-28,,I. Clark enters the game for K. Thompson
1:55.0,E. Davis enters the game for M. Plumlee,,13-28,,
1:55.0,A. Crabbe makes free throw 1 of 1,1,14-28,,
1:29.0,,,14-28,,I. Clark misses 2-pt shot from 12 ft
1:29.0,,,14-28,,Offensive rebound by A. Varejao
1:29.0,,,14-30,2,A. Varejao makes 2-pt shot at rim
1:11.0,D. Lillard misses 2-pt shot from 11 ft,,14-30,,
1:10.0,,,14-30,,Defensive rebound by A. Iguodala
1:06.0,,,14-32,2,A. Iguodala makes 2-pt shot from 1 ft
0:44.0,Turnover by A. Aminu (lost ball; steal by A. Varejao),,14-32,,
0:37.0,,,14-34,2,D. Green makes 2-pt shot from 18 ft
0:26.0,D. Lillard makes 2-pt shot from 3 ft,2,16-34,,
0:26.0,Shooting foul by A. Varejao (drawn by D. Lillard),,16-34,,
0:26.0,,,16-34,,K. Thompson enters the game for A. Varejao
0:26.0,D. Lillard makes free throw 1 of 1,1,17-34,,
0:06.0,,,17-37,3,K. Thompson makes 3-pt shot from 24 ft (assist by A. Iguodala)
0:00.0,A. Aminu misses 3-pt shot from 27 ft,,17-37,,
0:00.0,Offensive rebound by Team,,17-37,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,C. McCollum makes 2-pt shot from 1 ft (assist by E. Davis),2,19-37,,
11:30.0,,,19-39,2,I. Clark makes 2-pt shot from 1 ft
11:14.0,Turnover by G. Henderson (lost ball; steal by H. Barnes),,19-39,,
11:03.0,,,19-39,,I. Clark misses 3-pt shot from 28 ft
11:02.0,Defensive rebound by E. Davis,,19-39,,
10:48.0,A. Aminu makes 3-pt shot from 26 ft (assist by G. Henderson),3,22-39,,
10:25.0,,,22-39,,M. Speights misses 2-pt shot from 5 ft
10:25.0,,,22-39,,Offensive rebound by M. Speights
10:24.0,,,22-41,2,M. Speights makes 2-pt shot from 5 ft
9:59.0,A. Crabbe makes 2-pt shot from 19 ft,2,24-41,,
9:40.0,,,24-41,,I. Clark misses 2-pt shot from 3 ft (block by A. Aminu)
9:38.0,,,24-41,,Offensive rebound by A. Iguodala
9:34.0,,,24-41,,I. Clark misses 3-pt shot from 23 ft
9:34.0,Defensive rebound by Team,,24-41,,
9:34.0,,,24-41,,Loose ball foul by M. Speights
9:34.0,M. Harkless enters the game for A. Aminu,,24-41,,
9:22.0,E. Davis makes 2-pt shot at rim (assist by M. Harkless),2,26-41,,
9:04.0,,,26-41,,A. Iguodala misses 2-pt shot from 11 ft
9:03.0,Defensive rebound by A. Crabbe,,26-41,,
8:53.0,C. McCollum misses 2-pt shot from 2 ft,,26-41,,
8:52.0,Offensive rebound by E. Davis,,26-41,,
8:52.0,E. Davis makes 2-pt shot from 1 ft,2,28-41,,
8:36.0,,,28-41,,Offensive foul by M. Speights
8:36.0,,,28-41,,Turnover by M. Speights (offensive foul)
8:36.0,Official timeout,,28-41,,
8:36.0,,,28-41,,A. Bogut enters the game for M. Speights
8:24.0,E. Davis makes 2-pt shot at rim (assist by C. McCollum),2,30-41,,
8:02.0,,,30-41,,I. Clark misses 3-pt shot from 28 ft
8:02.0,,,30-41,,Offensive rebound by H. Barnes
8:01.0,,,30-41,,Shooting foul by E. Davis (drawn by H. Barnes)
8:01.0,,,30-42,1,H. Barnes makes free throw 1 of 2
8:01.0,,,30-42,,K. Thompson enters the game for I. Clark
8:01.0,,,30-42,,H. Barnes misses free throw 2 of 2
7:56.0,Defensive rebound by G. Henderson,,30-42,,
7:45.0,Turnover by G. Henderson (lost ball; steal by K. Thompson),,30-42,,
7:38.0,,,30-42,,Turnover by K. Thompson (lost ball; steal by C. McCollum)
7:28.0,C. McCollum misses 2-pt shot from 14 ft,,30-42,,
7:28.0,,,30-42,,Defensive rebound by A. Bogut
7:11.0,,,30-44,2,A. Bogut makes 2-pt shot from 10 ft (assist by K. Thompson)
6:54.0,A. Crabbe misses 3-pt shot from 27 ft,,30-44,,
6:54.0,Offensive rebound by E. Davis,,30-44,,
6:52.0,E. Davis misses 2-pt shot from 1 ft (block by A. Bogut),,30-44,,
6:50.0,,,30-44,,Defensive rebound by K. Thompson
6:49.0,Personal foul by A. Crabbe,,30-44,,
6:49.0,,,30-44,,S. Livingston enters the game for B. Rush
6:49.0,,,30-44,,D. Green enters the game for A. Iguodala
6:44.0,,,30-44,,K. Thompson misses 2-pt shot from 5 ft
6:43.0,,,30-44,,Offensive rebound by A. Bogut
6:37.0,,,30-44,,Shooting foul by C. McCollum (drawn by D. Green)
6:37.0,,,30-45,1,D. Green makes free throw 1 of 2
6:37.0,D. Lillard enters the game for M. Harkless,,30-45,,
6:37.0,,,30-46,1,D. Green makes free throw 2 of 2
6:22.0,D. Lillard makes 3-pt shot from 23 ft (assist by A. Crabbe),3,33-46,,
6:12.0,,,33-46,,S. Livingston misses 2-pt shot from 13 ft
6:11.0,Defensive rebound by A. Crabbe,,33-46,,
6:00.0,D. Lillard misses 2-pt shot from 5 ft,,33-46,,
5:59.0,,,33-46,,Defensive rebound by A. Bogut
5:48.0,,,33-46,,D. Green misses 2-pt shot from 14 ft (block by G. Henderson)
5:47.0,,,33-46,,Offensive rebound by D. Green
5:43.0,,,33-46,,D. Green misses 2-pt shot from 17 ft
5:43.0,Defensive rebound by E. Davis,,33-46,,
5:33.0,Shooting foul by A. Bogut (drawn by D. Lillard),,33-46,,
5:33.0,,,33-46,,Golden State full timeout
5:33.0,M. Plumlee enters the game for E. Davis,,33-46,,
5:33.0,D. Lillard makes free throw 1 of 2,1,34-46,,
5:33.0,D. Lillard makes free throw 2 of 2,1,35-46,,
5:19.0,,,35-46,,K. Thompson misses 2-pt shot from 16 ft
5:19.0,Defensive rebound by A. Crabbe,,35-46,,
5:12.0,D. Lillard misses 2-pt shot from 2 ft (block by D. Green),,35-46,,
5:12.0,Offensive rebound by Team,,35-46,,
5:00.0,D. Lillard misses 2-pt shot from 2 ft,,35-46,,
4:58.0,Offensive rebound by M. Plumlee,,35-46,,
4:58.0,M. Plumlee misses 2-pt shot from 2 ft,,35-46,,
4:56.0,,,35-46,,Defensive rebound by H. Barnes
4:56.0,,,35-46,,Shooting foul by G. Henderson (drawn by S. Livingston)
4:56.0,,,35-47,1,S. Livingston makes free throw 1 of 2
4:56.0,,,35-48,1,S. Livingston makes free throw 2 of 2
4:43.0,G. Henderson makes 3-pt shot from 25 ft (assist by D. Lillard),3,38-48,,
4:26.0,,,38-48,,D. Green misses 2-pt shot from 2 ft
4:26.0,,,38-48,,Offensive rebound by D. Green
4:26.0,Personal foul by M. Plumlee,,38-48,,
4:26.0,,,38-49,1,D. Green makes free throw 1 of 2
4:26.0,,,38-50,1,D. Green makes free throw 2 of 2
4:17.0,,,38-50,,Personal foul by A. Bogut
4:17.0,,,38-50,,A. Iguodala enters the game for A. Bogut
4:04.0,A. Crabbe makes 2-pt shot from 13 ft (assist by G. Henderson),2,40-50,,
3:52.0,,,40-50,,Offensive foul by H. Barnes
3:52.0,,,40-50,,Turnover by H. Barnes (offensive foul)
3:38.0,Turnover by M. Plumlee (lost ball; steal by D. Green),,40-50,,
3:30.0,Personal block foul by M. Plumlee,,40-50,,
3:30.0,,,40-51,1,D. Green makes free throw 1 of 2
3:30.0,M. Harkless enters the game for M. Plumlee,,40-51,,
3:30.0,,,40-52,1,D. Green makes free throw 2 of 2
3:19.0,C. McCollum misses 2-pt shot from 11 ft,,40-52,,
3:19.0,Offensive rebound by M. Harkless,,40-52,,
3:19.0,M. Harkless makes 2-pt shot from 1 ft,2,42-52,,
3:04.0,,,42-52,,K. Thompson misses 2-pt shot from 21 ft
3:03.0,Defensive rebound by G. Henderson,,42-52,,
2:53.0,M. Harkless misses 2-pt shot from 2 ft,,42-52,,
2:53.0,,,42-52,,Defensive rebound by D. Green
2:48.0,,,42-54,2,S. Livingston makes 2-pt shot from 1 ft (assist by D. Green)
2:47.0,Portland full timeout,,42-54,,
2:47.0,A. Aminu enters the game for G. Henderson,,42-54,,
2:38.0,Shooting foul by H. Barnes (drawn by M. Harkless),,42-54,,
2:38.0,M. Harkless makes 2-pt shot from 2 ft (assist by C. McCollum),2,44-54,,
2:38.0,M. Harkless misses free throw 1 of 1,,44-54,,
2:36.0,,,44-54,,Defensive rebound by Team
2:17.0,,,44-56,2,K. Thompson makes 2-pt shot from 3 ft (assist by D. Green)
2:06.0,A. Aminu makes 3-pt shot from 23 ft (assist by C. McCollum),3,47-56,,
1:50.0,,,47-58,2,H. Barnes makes 2-pt shot from 1 ft
1:43.0,C. McCollum misses 2-pt shot from 3 ft (block by D. Green),,47-58,,
1:42.0,Offensive rebound by Team,,47-58,,
1:34.0,A. Crabbe makes 2-pt shot from 7 ft (assist by A. Aminu),2,49-58,,
1:15.0,,,49-58,,K. Thompson misses 3-pt shot from 24 ft
1:14.0,,,49-58,,Offensive rebound by D. Green
1:13.0,,,49-60,2,D. Green makes 2-pt shot from 2 ft
1:04.0,D. Lillard misses 2-pt shot from 2 ft,,49-60,,
1:04.0,,,49-60,,Defensive rebound by D. Green
0:58.0,,,49-63,3,H. Barnes makes 3-pt shot from 23 ft (assist by K. Thompson)
0:58.0,Portland full timeout,,49-63,,
0:39.0,A. Aminu misses 3-pt shot from 24 ft,,49-63,,
0:39.0,,,49-63,,Defensive rebound by A. Iguodala
0:28.0,,,49-63,,D. Green misses 3-pt shot from 26 ft
0:28.0,Defensive rebound by A. Aminu,,49-63,,
0:07.0,A. Aminu makes 2-pt shot from 2 ft,2,51-63,,
0:03.0,,,51-65,2,K. Thompson makes 2-pt shot from 11 ft (assist by D. Green)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,M. Plumlee misses 2-pt shot from 7 ft,,51-65,,
11:39.0,Offensive rebound by M. Harkless,,51-65,,
11:39.0,M. Harkless misses 2-pt shot from 1 ft,,51-65,,
11:37.0,,,51-65,,Defensive rebound by D. Green
11:22.0,,,51-67,2,A. Bogut makes 2-pt shot from 9 ft (assist by D. Green)
11:03.0,A. Aminu misses 3-pt shot from 25 ft,,51-67,,
11:02.0,,,51-67,,Defensive rebound by A. Bogut
10:53.0,,,51-67,,K. Thompson misses 3-pt shot from 25 ft
10:52.0,Defensive rebound by M. Plumlee,,51-67,,
10:41.0,A. Aminu makes 3-pt shot from 24 ft (assist by M. Plumlee),3,54-67,,
10:24.0,,,54-67,,Turnover by D. Green (lost ball; steal by M. Harkless)
10:20.0,,,54-67,,Personal foul by D. Green
10:20.0,M. Harkless misses free throw 1 of 2,,54-67,,
10:20.0,Offensive rebound by Team,,54-67,,
10:20.0,M. Harkless makes free throw 2 of 2,1,55-67,,
10:04.0,,,55-69,2,S. Livingston makes 2-pt shot from 10 ft
9:49.0,M. Harkless misses 2-pt shot from 9 ft,,55-69,,
9:48.0,Offensive rebound by A. Aminu,,55-69,,
9:45.0,A. Aminu misses 3-pt shot from 23 ft,,55-69,,
9:43.0,,,55-69,,Defensive rebound by A. Bogut
9:33.0,,,55-69,,H. Barnes misses 2-pt shot from 18 ft
9:32.0,Defensive rebound by C. McCollum,,55-69,,
9:22.0,D. Lillard misses 2-pt shot from 1 ft,,55-69,,
9:22.0,Offensive rebound by A. Aminu,,55-69,,
9:17.0,C. McCollum misses 3-pt shot from 27 ft,,55-69,,
9:16.0,,,55-69,,Defensive rebound by S. Livingston
9:12.0,,,55-69,,Turnover by S. Livingston (dbl dribble)
9:02.0,D. Lillard misses 2-pt shot from 18 ft,,55-69,,
9:01.0,,,55-69,,Defensive rebound by H. Barnes
8:50.0,,,55-72,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
8:36.0,,,55-72,,Personal foul by S. Livingston
8:27.0,M. Plumlee misses 2-pt shot from 8 ft,,55-72,,
8:26.0,,,55-72,,Defensive rebound by S. Livingston
8:17.0,,,55-74,2,D. Green makes 2-pt shot from 10 ft
8:17.0,,,55-74,,Shooting foul by D. Lillard (drawn by D. Green)
8:17.0,,,55-75,1,D. Green makes free throw 1 of 1
8:08.0,Offensive foul by M. Harkless,,55-75,,
8:08.0,Turnover by M. Harkless (offensive foul),,55-75,,
7:56.0,,,55-75,,Shooting foul by M. Plumlee (drawn by D. Green)
7:56.0,,,55-76,1,D. Green makes free throw 1 of 2
7:56.0,,,55-77,1,D. Green makes free throw 2 of 2
7:31.0,D. Lillard misses 3-pt shot from 27 ft,,55-77,,
7:30.0,,,55-77,,Defensive rebound by A. Bogut
7:22.0,,,55-77,,S. Livingston misses 2-pt shot from 2 ft (block by M. Plumlee)
7:21.0,Defensive rebound by M. Plumlee,,55-77,,
7:15.0,M. Harkless makes 2-pt shot at rim (assist by M. Plumlee),2,57-77,,
7:01.0,A. Crabbe enters the game for A. Aminu,,57-77,,
7:01.0,,,57-77,,Golden State full timeout
6:59.0,,,57-79,2,K. Thompson makes 2-pt shot from 18 ft
6:44.0,D. Lillard makes 2-pt shot from 1 ft,2,59-79,,
6:35.0,,,59-81,2,S. Livingston makes 2-pt shot from 16 ft
6:12.0,M. Harkless misses 2-pt shot from 4 ft,,59-81,,
6:11.0,Offensive rebound by M. Plumlee,,59-81,,
6:11.0,M. Plumlee misses 2-pt shot from 2 ft (block by D. Green),,59-81,,
6:10.0,,,59-81,,Defensive rebound by D. Green
6:01.0,,,59-81,,S. Livingston misses 2-pt shot from 6 ft (block by C. McCollum)
5:59.0,Defensive rebound by A. Crabbe,,59-81,,
5:52.0,A. Crabbe misses 3-pt shot from 26 ft,,59-81,,
5:52.0,,,59-81,,Defensive rebound by H. Barnes
5:39.0,,,59-81,,K. Thompson misses 2-pt shot from 18 ft
5:38.0,Defensive rebound by M. Plumlee,,59-81,,
5:28.0,M. Harkless misses 3-pt shot from 26 ft,,59-81,,
5:27.0,,,59-81,,Defensive rebound by H. Barnes
5:10.0,,,59-81,,A. Bogut misses 2-pt shot at rim
5:10.0,Defensive rebound by M. Plumlee,,59-81,,
5:05.0,Turnover by M. Plumlee (lost ball; steal by H. Barnes),,59-81,,
4:55.0,,,59-81,,K. Thompson misses 3-pt shot from 30 ft
4:54.0,Defensive rebound by M. Plumlee,,59-81,,
4:34.0,C. McCollum makes 2-pt shot from 6 ft,2,61-81,,
4:14.0,,,61-84,3,D. Green makes 3-pt shot from 26 ft (assist by S. Livingston)
4:06.0,Portland full timeout,,61-84,,
4:06.0,,,61-84,,A. Iguodala enters the game for H. Barnes
4:06.0,,,61-84,,L. Barbosa enters the game for A. Bogut
4:06.0,,,61-84,,A. Varejao enters the game for S. Livingston
4:06.0,G. Henderson enters the game for M. Harkless,,61-84,,
4:06.0,E. Davis enters the game for M. Plumlee,,61-84,,
3:58.0,C. McCollum misses 2-pt shot from 2 ft,,61-84,,
3:58.0,,,61-84,,Defensive rebound by Team
3:58.0,Loose ball foul by E. Davis,,61-84,,
3:44.0,,,61-87,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
3:29.0,,,61-87,,Personal foul by L. Barbosa
3:29.0,,,61-87,,Technical foul by A. Varejao
3:29.0,Technical foul by G. Henderson,,61-87,,
3:20.0,Shooting foul by L. Barbosa (drawn by A. Crabbe),,61-87,,
3:20.0,B. Roberts enters the game for C. McCollum,,61-87,,
3:20.0,A. Crabbe makes free throw 1 of 2,1,62-87,,
3:20.0,A. Crabbe makes free throw 2 of 2,1,63-87,,
3:11.0,,,63-87,,Offensive foul by A. Iguodala
3:11.0,,,63-87,,Turnover by A. Iguodala (offensive foul)
2:59.0,D. Lillard misses 2-pt shot from 2 ft (block by A. Varejao),,63-87,,
2:58.0,Offensive rebound by Team,,63-87,,
2:51.0,A. Crabbe makes 2-pt shot from 22 ft (assist by D. Lillard),2,65-87,,
2:35.0,,,65-89,2,A. Varejao makes 2-pt shot from 15 ft (assist by K. Thompson)
2:14.0,D. Lillard misses 2-pt shot from 2 ft (block by A. Varejao),,65-89,,
2:13.0,Offensive rebound by Team,,65-89,,
2:09.0,E. Davis makes 2-pt shot from 8 ft (assist by G. Henderson),2,67-89,,
1:47.0,,,67-89,,L. Barbosa misses 2-pt shot from 3 ft
1:47.0,,,67-89,,Offensive rebound by L. Barbosa
1:47.0,,,67-89,,Shooting foul by E. Davis (drawn by L. Barbosa)
1:47.0,,,67-89,,L. Barbosa misses free throw 1 of 2
1:47.0,,,67-89,,Offensive rebound by Team
1:47.0,,,67-90,1,L. Barbosa makes free throw 2 of 2
1:35.0,B. Roberts makes 2-pt shot from 18 ft (assist by E. Davis),2,69-90,,
1:22.0,,,69-90,,A. Varejao misses 2-pt shot from 18 ft
1:22.0,Defensive rebound by E. Davis,,69-90,,
1:09.0,A. Crabbe makes 2-pt shot from 12 ft (assist by B. Roberts),2,71-90,,
0:53.0,,,71-90,,K. Thompson misses 3-pt shot from 25 ft
0:52.0,Defensive rebound by G. Henderson,,71-90,,
0:43.0,G. Henderson makes 2-pt shot from 13 ft,2,73-90,,
0:28.0,,,73-92,2,K. Thompson makes 2-pt shot from 2 ft
0:28.0,,,73-92,,Shooting foul by E. Davis (drawn by K. Thompson)
0:28.0,C. McCollum enters the game for E. Davis,,73-92,,
0:28.0,,,73-92,,B. Rush enters the game for A. Varejao
0:28.0,,,73-93,1,K. Thompson makes free throw 1 of 1
0:15.0,,,73-93,,Technical foul by A. Varejao
0:15.0,Technical foul by G. Henderson,,73-93,,
0:15.0,P. Connaughton enters the game for G. Henderson,,73-93,,
0:02.0,P. Connaughton misses 3-pt shot from 25 ft,,73-93,,
0:00.0,,,73-93,,Defensive rebound by K. Thompson
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,73-95,2,M. Speights makes 2-pt shot from 19 ft (assist by S. Livingston)
11:29.0,E. Davis makes 2-pt shot from 11 ft (assist by D. Lillard),2,75-95,,
11:29.0,Shooting foul by H. Barnes (drawn by E. Davis),,75-95,,
11:29.0,E. Davis makes free throw 1 of 1,1,76-95,,
11:20.0,,,76-95,,Turnover by H. Barnes (lost ball; steal by D. Lillard)
11:18.0,Shooting foul by H. Barnes (drawn by D. Lillard),,76-95,,
11:18.0,D. Lillard makes free throw 1 of 2,1,77-95,,
11:18.0,D. Lillard makes free throw 2 of 2,1,78-95,,
11:03.0,Personal foul by E. Davis,,78-95,,
10:59.0,,,78-95,,S. Livingston misses 2-pt shot from 12 ft
10:58.0,,,78-95,,Offensive rebound by Team
10:58.0,Loose ball foul by D. Lillard,,78-95,,
10:50.0,,,78-97,2,L. Barbosa makes 2-pt shot from 2 ft
10:41.0,C. McCollum misses 3-pt shot from 25 ft,,78-97,,
10:41.0,,,78-97,,Defensive rebound by H. Barnes
10:34.0,,,78-99,2,M. Speights makes 2-pt shot from 1 ft (assist by A. Iguodala)
10:32.0,Portland full timeout,,78-99,,
10:04.0,D. Lillard makes 3-pt shot from 23 ft (assist by A. Crabbe),3,81-99,,
9:48.0,,,81-99,,M. Speights misses 3-pt shot from 27 ft
9:46.0,,,81-99,,Offensive rebound by H. Barnes
9:37.0,,,81-99,,L. Barbosa misses 2-pt shot from 10 ft
9:37.0,,,81-99,,Offensive rebound by H. Barnes
9:35.0,,,81-99,,Turnover by H. Barnes (lost ball)
9:25.0,D. Lillard makes 3-pt shot from 27 ft,3,84-99,,
9:04.0,,,84-101,2,H. Barnes makes 2-pt shot from 11 ft
8:49.0,M. Harkless misses 3-pt shot from 23 ft,,84-101,,
8:49.0,,,84-101,,Defensive rebound by S. Livingston
8:38.0,,,84-101,,Shooting foul by A. Crabbe (drawn by A. Iguodala)
8:38.0,,,84-102,1,A. Iguodala makes free throw 1 of 2
8:38.0,,,84-102,,A. Bogut enters the game for M. Speights
8:38.0,,,84-103,1,A. Iguodala makes free throw 2 of 2
8:24.0,D. Lillard misses 2-pt shot from 13 ft,,84-103,,
8:24.0,,,84-103,,Defensive rebound by Team
8:00.0,,,84-103,,A. Bogut misses 3-pt shot from 27 ft
8:00.0,Defensive rebound by C. McCollum,,84-103,,
7:51.0,C. McCollum makes 2-pt shot from 19 ft,2,86-103,,
7:43.0,,,86-103,,Golden State full timeout
7:43.0,,,86-103,,K. Thompson enters the game for S. Livingston
7:43.0,,,86-103,,D. Green enters the game for L. Barbosa
7:29.0,,,86-103,,K. Thompson misses 2-pt shot from 13 ft
7:28.0,Defensive rebound by E. Davis,,86-103,,
7:19.0,A. Crabbe misses 3-pt shot from 25 ft,,86-103,,
7:18.0,,,86-103,,Defensive rebound by D. Green
7:15.0,,,86-103,,Turnover by D. Green (lost ball; steal by D. Lillard)
7:14.0,,,86-103,,Personal foul by K. Thompson
6:57.0,C. McCollum misses 2-pt shot from 20 ft,,86-103,,
6:56.0,Offensive rebound by E. Davis,,86-103,,
6:49.0,Turnover by D. Lillard (lost ball; steal by K. Thompson),,86-103,,
6:28.0,,,86-105,2,A. Bogut makes 2-pt shot from 4 ft (assist by K. Thompson)
6:14.0,D. Lillard misses 2-pt shot from 10 ft,,86-105,,
6:14.0,Offensive rebound by Team,,86-105,,
6:14.0,A. Aminu enters the game for M. Harkless,,86-105,,
6:06.0,C. McCollum makes 2-pt shot from 13 ft (assist by E. Davis),2,88-105,,
5:48.0,,,88-105,,D. Green misses 2-pt shot from 4 ft
5:48.0,,,88-105,,Offensive rebound by D. Green
5:48.0,,,88-105,,D. Green misses 2-pt shot from 4 ft (block by A. Aminu)
5:48.0,Defensive rebound by Team,,88-105,,
5:48.0,,,88-105,,Loose ball foul by A. Bogut
5:31.0,C. McCollum misses 3-pt shot from 24 ft,,88-105,,
5:30.0,,,88-105,,Defensive rebound by A. Bogut
5:22.0,Personal foul by A. Aminu,,88-105,,
5:13.0,,,88-105,,K. Thompson misses 2-pt shot from 18 ft
5:12.0,,,88-105,,Offensive rebound by K. Thompson
