time,Miami,pts.away,score,pts.home,New Orleans
10:57.0,J. Winslow makes 2-pt shot from 21 ft (assist by L. Deng),2,37-24,,
10:48.0,,,37-24,,Turnover by K. Perkins (bad pass)
10:40.0,Offensive foul by H. Whiteside,,37-24,,
10:40.0,Turnover by H. Whiteside (offensive foul),,37-24,,
10:24.0,,,37-26,2,L. Babbitt makes 2-pt shot from 2 ft
10:06.0,H. Whiteside makes 2-pt shot from 16 ft (assist by G. Dragic),2,39-26,,
9:55.0,,,39-26,,T. Frazier misses 2-pt shot from 22 ft
9:49.0,Defensive rebound by H. Whiteside,,39-26,,
9:42.0,G. Dragic misses 2-pt shot from 2 ft,,39-26,,
9:41.0,Offensive rebound by G. Dragic,,39-26,,
9:41.0,G. Dragic misses 2-pt shot from 2 ft,,39-26,,
9:41.0,,,39-26,,Defensive rebound by T. Douglas
9:41.0,Personal foul by L. Deng,,39-26,,
9:31.0,,,39-29,3,L. Babbitt makes 3-pt shot from 27 ft (assist by T. Frazier)
9:05.0,L. Deng misses 2-pt shot from 19 ft,,39-29,,
9:03.0,,,39-29,,Defensive rebound by K. Perkins
8:55.0,,,39-29,,Turnover by T. Frazier (lost ball; steal by J. Winslow)
8:49.0,J. Winslow makes 2-pt shot from 2 ft,2,41-29,,
8:31.0,,,41-29,,T. Douglas misses 2-pt shot from 15 ft
8:28.0,,,41-29,,Offensive rebound by K. Perkins
8:20.0,,,41-29,,T. Douglas misses 3-pt shot from 24 ft
8:17.0,Defensive rebound by L. Deng,,41-29,,
8:11.0,G. Green misses 3-pt shot from 23 ft,,41-29,,
8:09.0,,,41-29,,Defensive rebound by T. Frazier
8:08.0,,,41-29,,Offensive charge foul by A. Gee
8:08.0,,,41-29,,Turnover by A. Gee (offensive foul)
8:08.0,Official timeout,,41-29,,
8:08.0,,,41-29,,O. Asik enters the game for T. Douglas
8:08.0,,,41-29,,J. Holiday enters the game for K. Perkins
8:08.0,,,41-29,,D. Cunningham enters the game for A. Gee
7:53.0,G. Dragic makes 2-pt shot from 15 ft,2,43-29,,
7:35.0,,,43-29,,L. Babbitt misses 2-pt shot from 5 ft
7:34.0,,,43-29,,Offensive rebound by L. Babbitt
7:29.0,,,43-31,2,L. Babbitt makes 2-pt shot from 1 ft
7:18.0,Turnover by H. Whiteside (lost ball; steal by J. Holiday),,43-31,,
7:11.0,,,43-31,,T. Frazier misses 3-pt shot from 25 ft
7:07.0,Defensive rebound by H. Whiteside,,43-31,,
7:00.0,L. Deng misses 3-pt shot from 23 ft,,43-31,,
6:58.0,,,43-31,,Defensive rebound by J. Holiday
6:49.0,,,43-31,,J. Holiday misses 2-pt shot from 12 ft
6:47.0,Defensive rebound by H. Whiteside,,43-31,,
6:43.0,,,43-31,,Personal foul by T. Frazier
6:38.0,D. Wade enters the game for G. Green,,43-31,,
6:34.0,Turnover by D. Wade (lost ball; steal by J. Holiday),,43-31,,
6:24.0,,,43-31,,D. Cunningham misses 3-pt shot from 24 ft
6:22.0,Defensive rebound by G. Dragic,,43-31,,
6:15.0,Turnover by G. Dragic (traveling),,43-31,,
6:15.0,J. Richardson enters the game for G. Dragic,,43-31,,
6:02.0,,,43-31,,L. Babbitt misses 2-pt shot from 4 ft (block by H. Whiteside)
6:01.0,Defensive rebound by J. Winslow,,43-31,,
5:54.0,Turnover by J. Winslow (lost ball; steal by J. Holiday),,43-31,,
5:50.0,,,43-31,,Turnover by L. Babbitt (bad pass)
5:50.0,,,43-31,,New Orleans full timeout
5:50.0,J. McRoberts enters the game for H. Whiteside,,43-31,,
5:50.0,,,43-31,,A. Gee enters the game for L. Babbitt
5:30.0,D. Wade makes 2-pt shot from 17 ft,2,45-31,,
5:19.0,J. Johnson enters the game for L. Deng,,45-31,,
5:12.0,,,45-31,,J. Holiday misses 2-pt shot from 8 ft
5:11.0,Defensive rebound by J. Winslow,,45-31,,
5:00.0,J. McRoberts misses 2-pt shot from 14 ft,,45-31,,
4:58.0,,,45-31,,Defensive rebound by O. Asik
4:49.0,,,45-31,,Shooting foul by J. McRoberts (drawn by O. Asik)
4:49.0,,,45-31,,O. Asik misses free throw 1 of 2
4:49.0,,,45-31,,Offensive rebound by Team
4:49.0,,,45-32,1,O. Asik makes free throw 2 of 2
4:32.0,D. Wade makes 2-pt shot from 3 ft,2,47-32,,
4:20.0,,,47-32,,O. Asik misses 2-pt shot from 1 ft
4:16.0,,,47-32,,Offensive rebound by A. Gee
4:12.0,,,47-34,2,D. Cunningham makes 2-pt shot from 13 ft (assist by T. Frazier)
4:00.0,J. Richardson makes 2-pt shot from 4 ft,2,49-34,,
3:50.0,,,49-34,,Shooting foul by J. McRoberts (drawn by J. Holiday)
3:50.0,,,49-35,1,J. Holiday makes free throw 1 of 2
3:50.0,,,49-35,,T. Douglas enters the game for T. Frazier
3:50.0,,,49-36,1,J. Holiday makes free throw 2 of 2
3:30.0,D. Wade misses 2-pt shot from 14 ft,,49-36,,
3:29.0,,,49-36,,Defensive rebound by A. Gee
3:17.0,,,49-36,,Shooting foul by J. McRoberts (drawn by J. Holiday)
3:17.0,,,49-37,1,J. Holiday makes free throw 1 of 2
3:17.0,H. Whiteside enters the game for J. McRoberts,,49-37,,
3:17.0,,,49-38,1,J. Holiday makes free throw 2 of 2
3:01.0,J. Richardson makes 2-pt shot at rim,2,51-38,,
2:42.0,,,51-38,,T. Douglas misses 2-pt shot from 12 ft
2:41.0,Defensive rebound by J. Johnson,,51-38,,
2:33.0,D. Wade misses 2-pt shot from 9 ft,,51-38,,
2:32.0,,,51-38,,Defensive rebound by O. Asik
2:26.0,,,51-40,2,A. Gee makes 2-pt shot at rim (assist by T. Douglas)
2:22.0,Miami full timeout,,51-40,,
2:22.0,G. Dragic enters the game for J. Winslow,,51-40,,
2:22.0,,,51-40,,L. Babbitt enters the game for O. Asik
2:22.0,,,51-40,,A. Ajinca enters the game for A. Gee
2:09.0,Shooting foul by D. Cunningham (drawn by J. Johnson),,51-40,,
2:09.0,J. Johnson makes free throw 1 of 2,1,52-40,,
2:09.0,J. Johnson makes free throw 2 of 2,1,53-40,,
1:56.0,,,53-40,,J. Holiday misses 2-pt shot from 13 ft (block by H. Whiteside)
1:53.0,Defensive rebound by J. Johnson,,53-40,,
1:49.0,D. Wade makes 2-pt shot from 2 ft (assist by J. Johnson),2,55-40,,
1:40.0,,,55-40,,Turnover by D. Cunningham (lost ball; steal by D. Wade)
1:33.0,Turnover by G. Dragic (lost ball; steal by L. Babbitt),,55-40,,
1:29.0,,,55-40,,Turnover by T. Douglas (lost ball; steal by H. Whiteside)
1:21.0,J. Richardson misses 3-pt shot from 25 ft,,55-40,,
1:20.0,,,55-40,,Defensive rebound by T. Douglas
1:08.0,,,55-40,,T. Douglas misses 2-pt shot from 13 ft
1:07.0,Defensive rebound by J. Johnson,,55-40,,
1:02.0,G. Dragic makes 2-pt shot from 1 ft (assist by J. Johnson),2,57-40,,
0:57.0,,,57-40,,New Orleans full timeout
0:57.0,L. Deng enters the game for J. Richardson,,57-40,,
0:44.0,,,57-40,,A. Ajinca misses 2-pt shot from 15 ft
0:42.0,Defensive rebound by D. Wade,,57-40,,
0:25.0,H. Whiteside makes 2-pt shot from 2 ft (assist by D. Wade),2,59-40,,
0:25.0,Shooting foul by J. Holiday (drawn by H. Whiteside),,59-40,,
0:25.0,H. Whiteside misses free throw 1 of 1,,59-40,,
0:25.0,,,59-40,,Defensive rebound by D. Cunningham
0:05.0,,,59-40,,J. Holiday misses 2-pt shot from 6 ft
0:03.0,Defensive rebound by H. Whiteside,,59-40,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,A. Stoudemire makes 2-pt shot from 1 ft (assist by J. Johnson),2,61-40,,
11:37.0,,,61-43,3,J. Holiday makes 3-pt shot from 23 ft
11:10.0,J. Johnson misses 3-pt shot from 24 ft,,61-43,,
11:08.0,,,61-43,,Defensive rebound by O. Asik
11:00.0,,,61-43,,J. Holiday misses 3-pt shot from 23 ft
10:59.0,Defensive rebound by G. Dragic,,61-43,,
10:49.0,,,61-43,,Personal foul by D. Cunningham
10:42.0,Shooting foul by D. Cunningham (drawn by J. Johnson),,61-43,,
10:42.0,J. Johnson makes free throw 1 of 2,1,62-43,,
10:42.0,,,62-43,,A. Gee enters the game for D. Cunningham
10:42.0,J. Johnson makes free throw 2 of 2,1,63-43,,
10:35.0,Personal foul by G. Dragic,,63-43,,
10:32.0,,,63-43,,Turnover by A. Gee (lost ball; steal by G. Dragic)
10:26.0,G. Dragic makes 2-pt shot from 2 ft,2,65-43,,
10:14.0,,,65-45,2,L. Babbitt makes 2-pt shot from 11 ft (assist by J. Holiday)
9:56.0,Shooting foul by O. Asik (drawn by A. Stoudemire),,65-45,,
9:56.0,A. Stoudemire makes free throw 1 of 2,1,66-45,,
9:56.0,A. Stoudemire makes free throw 2 of 2,1,67-45,,
9:51.0,Personal foul by G. Dragic,,67-45,,
9:43.0,,,67-47,2,L. Babbitt makes 2-pt shot from 1 ft
9:43.0,,,67-47,,Shooting foul by L. Deng (drawn by L. Babbitt)
9:43.0,,,67-47,,L. Babbitt misses free throw 1 of 1
9:40.0,Defensive rebound by L. Deng,,67-47,,
9:33.0,,,67-47,,Violation by J. Holiday (kicked ball)
9:24.0,D. Wade misses 2-pt shot from 15 ft,,67-47,,
9:22.0,Offensive rebound by A. Stoudemire,,67-47,,
9:15.0,D. Wade misses 2-pt shot from 16 ft,,67-47,,
9:14.0,,,67-47,,Defensive rebound by O. Asik
9:11.0,,,67-50,3,J. Holiday makes 3-pt shot from 25 ft
8:46.0,L. Deng misses 3-pt shot from 26 ft,,67-50,,
8:45.0,,,67-50,,Defensive rebound by J. Holiday
8:34.0,,,67-52,2,L. Babbitt makes 2-pt shot from 8 ft
8:14.0,G. Dragic misses 3-pt shot from 26 ft,,67-52,,
8:13.0,,,67-52,,Defensive rebound by O. Asik
8:07.0,,,67-52,,Shooting foul by D. Wade (drawn by J. Holiday)
8:07.0,,,67-53,1,J. Holiday makes free throw 1 of 2
8:07.0,,,67-54,1,J. Holiday makes free throw 2 of 2
7:54.0,L. Deng misses 3-pt shot from 24 ft,,67-54,,
7:53.0,,,67-54,,Defensive rebound by O. Asik
7:44.0,,,67-54,,O. Asik misses 2-pt shot from 4 ft (block by A. Stoudemire)
7:43.0,Jump ball: O. Asik vs. A. Stoudemire (L. Deng gains possession),,,,Jump ball: O. Asik vs. A. Stoudemire (L. Deng gains possession)
7:43.0,Defensive rebound by Team,,67-54,,
7:34.0,G. Dragic makes 3-pt shot from 25 ft (assist by L. Deng),3,70-54,,
7:17.0,,,70-54,,T. Douglas misses 2-pt shot from 14 ft
7:15.0,Defensive rebound by A. Stoudemire,,70-54,,
7:07.0,Turnover by A. Stoudemire (lost ball; steal by T. Douglas),,70-54,,
7:07.0,,,70-54,,Shooting foul by D. Wade (drawn by T. Douglas)
7:07.0,,,70-55,1,T. Douglas makes free throw 1 of 2
7:07.0,,,70-56,1,T. Douglas makes free throw 2 of 2
6:59.0,,,70-56,,Personal foul by A. Gee
6:41.0,J. Johnson makes 2-pt shot from 14 ft,2,72-56,,
6:30.0,,,72-56,,J. Holiday misses 3-pt shot from 25 ft
6:29.0,Defensive rebound by G. Dragic,,72-56,,
6:23.0,Shooting foul by T. Douglas (drawn by J. Johnson),,72-56,,
6:23.0,J. Johnson misses free throw 1 of 2,,72-56,,
6:23.0,Offensive rebound by Team,,72-56,,
6:23.0,J. Richardson enters the game for G. Dragic,,72-56,,
6:23.0,J. Winslow enters the game for L. Deng,,72-56,,
6:23.0,J. Johnson misses free throw 2 of 2,,72-56,,
6:23.0,,,72-56,,Defensive rebound by O. Asik
6:04.0,,,72-56,,J. Holiday misses 2-pt shot from 17 ft
6:02.0,Defensive rebound by D. Wade,,72-56,,
5:52.0,D. Wade makes 2-pt shot from 3 ft,2,74-56,,
5:36.0,,,74-58,2,T. Douglas makes 2-pt shot from 14 ft
5:20.0,J. Johnson misses 3-pt shot from 25 ft,,74-58,,
5:17.0,Offensive rebound by A. Stoudemire,,74-58,,
5:13.0,A. Stoudemire makes 2-pt shot from 2 ft,2,76-58,,
4:49.0,,,76-58,,O. Asik misses 2-pt shot from 3 ft
4:48.0,Defensive rebound by J. Winslow,,76-58,,
4:45.0,Turnover by J. Richardson (lost ball; steal by J. Holiday),,76-58,,
4:27.0,,,76-58,,J. Holiday misses 2-pt shot from 4 ft
4:25.0,Defensive rebound by A. Stoudemire,,76-58,,
4:21.0,Shooting foul by L. Babbitt (drawn by D. Wade),,76-58,,
4:21.0,,,76-58,,New Orleans full timeout
4:21.0,H. Whiteside enters the game for A. Stoudemire,,76-58,,
4:21.0,,,76-58,,T. Frazier enters the game for O. Asik
4:21.0,,,76-58,,K. Perkins enters the game for J. Holiday
4:21.0,,,76-58,,A. Ajinca enters the game for A. Gee
4:21.0,D. Wade makes free throw 1 of 2,1,77-58,,
4:21.0,D. Wade makes free throw 2 of 2,1,78-58,,
4:13.0,,,78-58,,T. Douglas misses 2-pt shot from 14 ft
4:11.0,Defensive rebound by J. Johnson,,78-58,,
3:56.0,,,78-58,,Violation by T. Frazier (kicked ball)
3:51.0,Offensive foul by J. Johnson,,78-58,,
3:51.0,Turnover by J. Johnson (offensive foul),,78-58,,
3:35.0,,,78-60,2,K. Perkins makes 2-pt shot from 4 ft (assist by T. Frazier)
3:20.0,J. Winslow misses 3-pt shot from 22 ft,,78-60,,
3:19.0,,,78-60,,Defensive rebound by T. Douglas
3:10.0,Personal block foul by J. Richardson,,78-60,,
3:10.0,,,78-60,,A. Ajinca misses free throw 1 of 2
3:10.0,,,78-60,,Offensive rebound by Team
3:10.0,G. Dragic enters the game for D. Wade,,78-60,,
3:10.0,,,78-61,1,A. Ajinca makes free throw 2 of 2
2:52.0,H. Whiteside makes 2-pt shot from 10 ft (assist by J. Winslow),2,80-61,,
2:29.0,,,80-63,2,L. Babbitt makes 2-pt shot from 4 ft
2:12.0,H. Whiteside makes 2-pt shot from 7 ft (assist by G. Dragic),2,82-63,,
1:59.0,,,82-65,2,T. Frazier makes 2-pt shot from 1 ft
1:43.0,G. Dragic misses 3-pt shot from 23 ft,,82-65,,
1:41.0,,,82-65,,Defensive rebound by T. Douglas
1:36.0,,,82-65,,Turnover by K. Perkins (offensive foul)
1:36.0,,,82-65,,Offensive foul by K. Perkins
1:36.0,Miami full timeout,,82-65,,
1:28.0,,,82-65,,Violation by T. Douglas (kicked ball)
1:12.0,J. Richardson misses 3-pt shot from 26 ft,,82-65,,
1:11.0,Offensive rebound by H. Whiteside,,82-65,,
1:11.0,H. Whiteside misses 2-pt shot from 1 ft,,82-65,,
1:11.0,Offensive rebound by Team,,82-65,,
1:07.0,Turnover by Team (shot clock),,82-65,,
0:55.0,Personal foul by G. Dragic,,82-65,,
0:55.0,,,82-66,1,T. Frazier makes free throw 1 of 2
0:55.0,,,82-67,1,T. Frazier makes free throw 2 of 2
0:43.0,G. Dragic makes 2-pt shot from 2 ft,2,84-67,,
0:36.0,,,84-70,3,T. Douglas makes 3-pt shot from 25 ft
0:24.0,H. Whiteside makes 2-pt shot from 14 ft (assist by J. Winslow),2,86-70,,
0:03.0,,,86-70,,T. Frazier misses 2-pt shot from 3 ft
0:01.0,,,86-70,,Offensive rebound by A. Ajinca
0:01.0,,,86-70,,A. Ajinca misses 2-pt shot from 2 ft
0:01.0,,,86-70,,Offensive rebound by A. Ajinca
0:01.0,,,86-72,2,A. Ajinca makes 2-pt shot from 2 ft
0:01.0,,,86-72,,Shooting foul by H. Whiteside (drawn by A. Ajinca)
0:01.0,,,86-73,1,A. Ajinca makes free throw 1 of 1
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,86-73,,Offensive charge foul by L. Babbitt
11:40.0,,,86-73,,Turnover by L. Babbitt (offensive foul)
11:23.0,Turnover by H. Whiteside (3 sec),,86-73,,
11:06.0,,,86-75,2,K. Perkins makes 2-pt shot from 5 ft (assist by J. Holiday)
10:47.0,G. Dragic makes 2-pt shot from 18 ft,2,88-75,,
10:31.0,,,88-75,,L. Babbitt misses 2-pt shot from 12 ft
10:31.0,Defensive rebound by J. Winslow,,88-75,,
10:19.0,J. Richardson misses 3-pt shot from 23 ft,,88-75,,
10:18.0,,,88-75,,Defensive rebound by K. Perkins
10:08.0,,,88-75,,L. Babbitt misses 2-pt shot from 5 ft (block by H. Whiteside)
10:05.0,Defensive rebound by L. Deng,,88-75,,
10:03.0,J. Richardson makes 2-pt shot at rim (assist by J. Winslow),2,90-75,,
9:41.0,,,90-75,,K. Perkins misses 2-pt shot from 1 ft
9:40.0,Defensive rebound by H. Whiteside,,90-75,,
9:30.0,Shooting foul by J. Holiday (drawn by L. Deng),,90-75,,
9:30.0,L. Deng makes free throw 1 of 3,1,91-75,,
9:30.0,L. Deng makes free throw 2 of 3,1,92-75,,
9:30.0,L. Deng makes free throw 3 of 3,1,93-75,,
9:21.0,,,93-78,3,T. Frazier makes 3-pt shot from 26 ft
9:02.0,G. Dragic makes 3-pt shot from 25 ft (assist by L. Deng),3,96-78,,
8:42.0,,,96-78,,L. Babbitt misses 2-pt shot from 10 ft
8:41.0,Defensive rebound by J. Winslow,,96-78,,
8:35.0,,,96-78,,Personal foul by L. Babbitt
8:35.0,Official timeout,,96-78,,
8:35.0,,,96-78,,D. Cunningham enters the game for L. Babbitt
8:35.0,,,96-78,,A. Gee enters the game for A. Ajinca
8:26.0,J. Winslow misses 3-pt shot from 24 ft,,96-78,,
8:25.0,,,96-78,,Defensive rebound by J. Holiday
8:17.0,,,96-81,3,J. Holiday makes 3-pt shot from 25 ft
7:51.0,G. Dragic misses 3-pt shot from 26 ft,,96-81,,
7:50.0,,,96-81,,Defensive rebound by K. Perkins
7:42.0,,,96-81,,Shooting foul by G. Dragic (drawn by T. Frazier)
7:42.0,,,96-82,1,T. Frazier makes free throw 1 of 2
7:42.0,,,96-83,1,T. Frazier makes free throw 2 of 2
7:33.0,G. Dragic misses 2-pt shot from 2 ft (block by A. Gee),,96-83,,
7:31.0,,,96-83,,Defensive rebound by T. Frazier
7:17.0,,,96-85,2,A. Gee makes 2-pt shot at rim (assist by J. Holiday)
7:16.0,Miami full timeout,,96-85,,
7:16.0,D. Wade enters the game for G. Dragic,,96-85,,
7:01.0,J. Richardson misses 2-pt shot from 13 ft,,96-85,,
7:00.0,,,96-85,,Defensive rebound by J. Holiday
6:52.0,,,96-87,2,J. Holiday makes 2-pt shot from 18 ft
