time,Houston,pts.away,score,pts.home,LA Clippers
8:35.0,,,34-38,,W. Johnson misses free throw 1 of 2
8:35.0,,,34-38,,Offensive rebound by Team
8:35.0,,,34-39,1,W. Johnson makes free throw 2 of 2
8:18.0,Turnover by C. Brewer (bad pass; steal by P. Pierce),,34-39,,
8:10.0,,,34-41,2,J. Smith makes 2-pt shot from 1 ft (assist by W. Johnson)
8:09.0,Houston full timeout,,34-41,,
7:55.0,M. Thornton makes 2-pt shot from 3 ft (assist by D. Howard),2,36-41,,
7:42.0,,,36-41,,P. Pierce misses 3-pt shot from 26 ft
7:42.0,Defensive rebound by T. Lawson,,36-41,,
7:36.0,C. Brewer makes 2-pt shot from 2 ft,2,38-41,,
7:20.0,,,38-43,2,J. Crawford makes 2-pt shot from 20 ft
7:13.0,C. Brewer misses 2-pt shot from 2 ft (block by W. Johnson),,38-43,,
7:11.0,,,38-43,,Defensive rebound by P. Pierce
7:07.0,,,38-43,,D. Jordan enters the game for P. Pierce
7:07.0,,,38-43,,B. Griffin enters the game for J. Smith
7:07.0,J. Harden enters the game for C. Brewer,,38-43,,
7:01.0,,,38-43,,Shooting foul by M. Thornton (drawn by B. Griffin)
7:01.0,,,38-44,1,B. Griffin makes free throw 1 of 2
7:01.0,,,38-44,,B. Griffin misses free throw 2 of 2
7:01.0,Defensive rebound by D. Howard,,38-44,,
6:45.0,M. Thornton misses 2-pt shot from 2 ft,,38-44,,
6:45.0,Offensive rebound by Team,,38-44,,
6:36.0,Turnover by J. Harden (bad pass; steal by J. Crawford),,38-44,,
6:24.0,Violation by D. Howard (def goaltending),,38-44,,
6:24.0,,,38-46,2,B. Griffin makes 2-pt shot from 3 ft
6:07.0,M. Thornton misses 2-pt shot from 5 ft (block by D. Jordan),,38-46,,
6:07.0,Offensive rebound by Team,,38-46,,
6:07.0,,,38-46,,L. Stephenson enters the game for W. Johnson
5:49.0,Turnover by J. Harden (traveling),,38-46,,
5:49.0,,,38-46,,LA Clippers full timeout
5:49.0,C. Capela enters the game for D. Howard,,38-46,,
5:34.0,,,38-48,2,B. Griffin makes 2-pt shot at rim (assist by L. Stephenson)
5:20.0,T. Ariza misses 2-pt shot from 19 ft,,38-48,,
5:19.0,,,38-48,,Defensive rebound by D. Jordan
5:18.0,Personal foul by T. Ariza (drawn by B. Griffin),,38-48,,
5:14.0,,,38-48,,J. Redick enters the game for P. Prigioni
5:14.0,,,38-48,,A. Rivers enters the game for J. Crawford
5:02.0,,,38-48,,B. Griffin misses 2-pt shot from 18 ft
5:01.0,Defensive rebound by J. Harden,,38-48,,
4:56.0,J. Harden makes 2-pt shot from 3 ft,2,40-48,,
4:49.0,,,40-48,,Turnover by J. Redick (bad pass)
4:33.0,T. Lawson misses 2-pt shot from 16 ft,,40-48,,
4:30.0,,,40-48,,Defensive rebound by D. Jordan
4:29.0,Personal foul by M. Thornton (drawn by L. Stephenson),,40-48,,
4:29.0,,,40-49,1,L. Stephenson makes free throw 1 of 2
4:29.0,,,40-50,1,L. Stephenson makes free throw 2 of 2
4:22.0,Turnover by J. Harden (offensive foul),,40-50,,
4:22.0,Offensive foul by J. Harden,,40-50,,
4:06.0,,,40-50,,B. Griffin misses 2-pt shot from 18 ft
4:05.0,,,40-50,,Offensive rebound by D. Jordan
4:03.0,,,40-50,,D. Jordan misses 2-pt shot from 3 ft
4:03.0,Defensive rebound by T. Lawson,,40-50,,
4:01.0,Shooting foul by L. Stephenson (drawn by J. Harden),,40-50,,
4:01.0,J. Harden makes free throw 1 of 2,1,41-50,,
4:01.0,J. Harden makes free throw 2 of 2,1,42-50,,
3:49.0,,,42-50,,J. Redick misses 3-pt shot from 26 ft
3:49.0,,,42-50,,Offensive rebound by L. Stephenson
3:44.0,,,42-52,2,L. Stephenson makes 2-pt shot from 2 ft
3:34.0,M. Thornton makes 2-pt shot from 12 ft,2,44-52,,
3:20.0,,,44-52,,Turnover by A. Rivers (bad pass; steal by T. Ariza)
3:14.0,M. Thornton makes 2-pt shot from 1 ft (assist by T. Ariza),2,46-52,,
2:50.0,,,46-52,,D. Jordan misses 2-pt shot from 4 ft (block by C. Capela)
2:48.0,,,46-52,,Offensive rebound by D. Jordan
2:40.0,,,46-52,,Turnover by D. Jordan (lost ball; steal by T. Lawson)
2:38.0,J. Harden misses 3-pt shot from 26 ft,,46-52,,
2:37.0,,,46-52,,Defensive rebound by B. Griffin
2:36.0,,,46-54,2,D. Jordan makes 2-pt shot from 1 ft (assist by B. Griffin)
2:22.0,C. Capela makes 2-pt shot at rim (assist by T. Lawson),2,48-54,,
2:02.0,,,48-54,,B. Griffin misses 2-pt shot from 18 ft
1:58.0,,,48-54,,Offensive rebound by J. Redick
1:56.0,,,48-54,,J. Redick misses 2-pt shot from 13 ft
1:55.0,Defensive rebound by J. Harden,,48-54,,
1:43.0,J. Harden makes 3-pt shot from 26 ft,3,51-54,,
1:38.0,,,51-54,,LA Clippers full timeout
1:38.0,Houston full timeout,,51-54,,
1:38.0,D. Howard enters the game for C. Capela,,51-54,,
1:31.0,,,51-54,,J. Redick misses 3-pt shot from 26 ft
1:30.0,Defensive rebound by D. Howard,,51-54,,
1:20.0,M. Thornton makes 2-pt shot from 17 ft (assist by T. Lawson),2,53-54,,
1:03.0,,,53-54,,A. Rivers misses 3-pt shot from 27 ft
1:02.0,Defensive rebound by M. Thornton,,53-54,,
0:48.0,J. Harden misses 2-pt shot from 3 ft (block by D. Jordan),,53-54,,
0:46.0,,,53-54,,Defensive rebound by D. Jordan
0:44.0,,,53-56,2,B. Griffin makes 2-pt shot at rim (assist by L. Stephenson)
0:26.0,M. Thornton makes 3-pt shot from 27 ft (assist by D. Howard),3,56-56,,
0:03.0,,,56-58,2,A. Rivers makes 2-pt shot from 3 ft
0:01.0,T. Ariza misses 3-pt shot from 47 ft,,56-58,,
0:00.0,Offensive rebound by Team,,56-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,Turnover by D. Howard (step out of bounds),,56-58,,
11:29.0,,,56-61,3,L. Stephenson makes 3-pt shot from 25 ft (assist by J. Redick)
11:07.0,M. Thornton misses 3-pt shot from 26 ft,,56-61,,
11:06.0,,,56-61,,Defensive rebound by L. Stephenson
10:52.0,,,56-61,,L. Stephenson misses 2-pt shot from 8 ft
10:52.0,Defensive rebound by Team,,56-61,,
10:40.0,T. Lawson misses 3-pt shot from 26 ft,,56-61,,
10:38.0,,,56-61,,Defensive rebound by D. Jordan
10:32.0,,,56-61,,L. Stephenson misses 2-pt shot from 16 ft
10:32.0,Defensive rebound by T. Ariza,,56-61,,
10:24.0,,,56-61,,Personal foul by B. Griffin (drawn by D. Howard)
10:13.0,D. Howard makes 2-pt shot from 2 ft (assist by J. Harden),2,58-61,,
9:57.0,,,58-61,,L. Stephenson misses 3-pt shot from 25 ft
9:56.0,Defensive rebound by D. Howard,,58-61,,
9:51.0,,,58-61,,Personal foul by J. Redick (drawn by J. Harden)
9:39.0,J. Harden makes 2-pt shot from 14 ft,2,60-61,,
9:18.0,,,60-63,2,A. Rivers makes 2-pt shot from 4 ft
9:08.0,Offensive foul by D. Howard,,60-63,,
9:08.0,Turnover by D. Howard (offensive foul),,60-63,,
8:52.0,,,60-65,2,B. Griffin makes 2-pt shot from 2 ft
8:39.0,Turnover by J. Harden (bad pass; steal by L. Stephenson),,60-65,,
8:36.0,,,60-65,,Turnover by D. Jordan (bad pass; steal by M. Thornton)
8:22.0,Shooting foul by B. Griffin (drawn by J. Harden),,60-65,,
8:22.0,J. Harden makes free throw 1 of 2,1,61-65,,
8:22.0,J. Harden makes free throw 2 of 2,1,62-65,,
7:54.0,,,62-65,,J. Redick misses 2-pt shot from 21 ft
7:54.0,Defensive rebound by D. Howard,,62-65,,
7:44.0,T. Ariza misses 3-pt shot from 28 ft,,62-65,,
7:43.0,,,62-65,,Defensive rebound by L. Stephenson
7:35.0,,,62-65,,Turnover by J. Redick (lost ball)
7:21.0,D. Howard misses 2-pt shot from 3 ft (block by A. Rivers),,62-65,,
7:21.0,,,62-65,,Defensive rebound by D. Jordan
6:57.0,,,62-65,,A. Rivers misses 2-pt shot from 16 ft
6:56.0,Defensive rebound by M. Thornton,,62-65,,
6:48.0,D. Howard makes 2-pt shot from 3 ft (assist by M. Thornton),2,64-65,,
6:48.0,Shooting foul by D. Jordan (drawn by D. Howard),,64-65,,
6:48.0,D. Howard misses free throw 1 of 1,,64-65,,
6:47.0,Offensive rebound by M. Thornton,,64-65,,
6:32.0,T. Ariza makes 2-pt shot from 1 ft (assist by T. Lawson),2,66-65,,
6:16.0,,,66-67,2,J. Redick makes 2-pt shot from 5 ft (assist by B. Griffin)
5:58.0,J. Harden makes 3-pt shot from 27 ft,3,69-67,,
5:45.0,,,69-69,2,D. Jordan makes 2-pt shot at rim (assist by L. Stephenson)
5:23.0,J. Harden misses 2-pt shot from 3 ft,,69-69,,
5:23.0,,,69-69,,Defensive rebound by B. Griffin
5:20.0,Personal foul by T. Lawson (drawn by L. Stephenson),,69-69,,
5:20.0,,,69-69,,LA Clippers full timeout
5:20.0,,,69-69,,P. Pierce enters the game for L. Stephenson
5:20.0,C. Capela enters the game for M. Thornton,,69-69,,
5:20.0,C. Brewer enters the game for D. Howard,,69-69,,
5:03.0,,,69-69,,J. Redick misses 2-pt shot from 17 ft
5:03.0,Defensive rebound by T. Ariza,,69-69,,
4:36.0,C. Brewer misses 2-pt shot from 18 ft,,69-69,,
4:35.0,,,69-69,,Defensive rebound by P. Pierce
4:23.0,,,69-69,,P. Pierce misses 3-pt shot from 25 ft
4:22.0,Defensive rebound by C. Capela,,69-69,,
4:16.0,J. Harden misses 2-pt shot from 2 ft,,69-69,,
4:14.0,,,69-69,,Defensive rebound by P. Pierce
4:04.0,,,69-71,2,B. Griffin makes 2-pt shot from 2 ft (assist by P. Pierce)
3:54.0,C. Capela makes 2-pt shot at rim (assist by T. Lawson),2,71-71,,
3:32.0,,,71-71,,B. Griffin misses 3-pt shot from 24 ft
3:32.0,,,71-71,,Offensive rebound by D. Jordan
3:23.0,,,71-74,3,A. Rivers makes 3-pt shot from 28 ft (assist by P. Pierce)
2:59.0,T. Lawson misses 2-pt shot from 17 ft,,71-74,,
2:59.0,,,71-74,,Defensive rebound by Team
2:59.0,Loose ball foul by C. Capela (drawn by D. Jordan),,71-74,,
2:59.0,Houston full timeout,,71-74,,
2:59.0,,,71-74,,J. Crawford enters the game for J. Redick
2:59.0,J. Terry enters the game for T. Lawson,,71-74,,
2:42.0,,,71-74,,A. Rivers misses 3-pt shot from 28 ft
2:41.0,Defensive rebound by C. Capela,,71-74,,
2:27.0,J. Terry misses 3-pt shot from 26 ft,,71-74,,
2:26.0,Offensive rebound by C. Capela,,71-74,,
2:23.0,C. Capela makes 2-pt shot at rim,2,73-74,,
2:04.0,,,73-74,,Turnover by D. Jordan (lost ball)
2:04.0,,,73-74,,P. Prigioni enters the game for D. Jordan
2:04.0,,,73-74,,J. Smith enters the game for A. Rivers
1:56.0,,,73-74,,W. Johnson enters the game for B. Griffin
1:42.0,Shooting foul by W. Johnson (drawn by T. Ariza),,73-74,,
1:42.0,T. Ariza makes free throw 1 of 2,1,74-74,,
1:42.0,T. Ariza makes free throw 2 of 2,1,75-74,,
1:26.0,,,75-76,2,J. Smith makes 2-pt shot from 21 ft (assist by J. Crawford)
1:18.0,J. Harden makes 2-pt shot from 3 ft,2,77-76,,
1:18.0,Shooting foul by P. Pierce (drawn by J. Harden),,77-76,,
1:18.0,M. Thornton enters the game for T. Ariza,,77-76,,
1:18.0,J. Harden makes free throw 1 of 1,1,78-76,,
1:00.0,,,78-76,,P. Pierce misses 2-pt shot from 4 ft
1:00.0,Defensive rebound by C. Capela,,78-76,,
0:55.0,J. Harden makes 2-pt shot from 3 ft,2,80-76,,
0:40.0,,,80-76,,P. Prigioni misses 3-pt shot from 29 ft
0:39.0,Defensive rebound by M. Thornton,,80-76,,
0:33.0,J. Harden makes 3-pt shot from 27 ft,3,83-76,,
0:22.0,,,83-78,2,W. Johnson makes 2-pt shot from 16 ft (assist by J. Smith)
0:02.0,C. Brewer misses 3-pt shot from 26 ft,,83-78,,
0:00.0,Offensive rebound by Team,,83-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,83-80,2,J. Smith makes 2-pt shot at rim (assist by J. Crawford)
11:31.0,C. Brewer misses 2-pt shot from 8 ft,,83-80,,
11:31.0,,,83-80,,Defensive rebound by Team
11:31.0,Loose ball foul by D. Howard (drawn by J. Smith),,83-80,,
11:21.0,,,83-80,,Turnover by J. Crawford (bad pass)
11:06.0,D. Howard makes 2-pt shot at rim (assist by J. Terry),2,85-80,,
10:49.0,,,85-80,,J. Smith misses 2-pt shot from 17 ft
10:47.0,Defensive rebound by D. Howard,,85-80,,
10:40.0,M. Thornton makes 3-pt shot from 25 ft,3,88-80,,
10:40.0,,,88-80,,LA Clippers full timeout
10:31.0,Personal foul by C. Brewer (drawn by P. Pierce),,88-80,,
10:31.0,,,88-80,,J. Redick enters the game for W. Johnson
10:21.0,Personal foul by D. Howard (drawn by J. Crawford),,88-80,,
10:09.0,,,88-80,,J. Crawford misses 2-pt shot from 10 ft
10:08.0,Defensive rebound by D. Howard,,88-80,,
10:04.0,C. Brewer makes 2-pt shot at rim (assist by D. Howard),2,90-80,,
9:46.0,,,90-82,2,J. Redick makes 2-pt shot from 16 ft (assist by J. Smith)
9:35.0,Offensive foul by D. Howard,,90-82,,
9:35.0,Turnover by D. Howard (offensive foul),,90-82,,
9:35.0,,,90-82,,D. Jordan enters the game for J. Smith
9:35.0,C. Capela enters the game for D. Howard,,90-82,,
9:35.0,Violation by Team (delay of game),,90-82,,
9:24.0,,,90-82,,Turnover by J. Crawford (bad pass; steal by J. Terry)
9:16.0,M. Thornton misses 3-pt shot from 24 ft,,90-82,,
9:16.0,,,90-82,,Defensive rebound by D. Jordan
8:57.0,,,90-82,,Turnover by P. Pierce (bad pass; steal by M. Thornton)
8:55.0,,,90-82,,Personal take foul by P. Pierce (drawn by C. Brewer)
8:55.0,,,90-82,,B. Griffin enters the game for P. Pierce
8:55.0,T. Ariza enters the game for C. Brewer,,90-82,,
8:45.0,J. Terry misses 2-pt shot from 19 ft,,90-82,,
8:45.0,,,90-82,,Defensive rebound by B. Griffin
8:33.0,,,90-82,,J. Redick misses 2-pt shot from 4 ft (block by T. Ariza)
8:32.0,Defensive rebound by C. Capela,,90-82,,
8:32.0,,,90-82,,Personal take foul by P. Prigioni (drawn by T. Lawson)
8:32.0,J. Harden enters the game for J. Terry,,90-82,,
8:32.0,,,90-82,,A. Rivers enters the game for P. Prigioni
8:15.0,T. Lawson misses 2-pt shot from 14 ft,,90-82,,
8:15.0,Offensive rebound by T. Ariza,,90-82,,
8:11.0,J. Harden makes 3-pt shot from 25 ft (assist by T. Ariza),3,93-82,,
8:03.0,,,93-82,,Turnover by J. Redick (lost ball; steal by J. Harden)
7:57.0,M. Thornton misses 3-pt shot from 26 ft,,93-82,,
7:57.0,,,93-82,,Defensive rebound by Team
7:42.0,,,93-84,2,J. Redick makes 2-pt shot from 17 ft
7:29.0,,,93-84,,Personal foul by D. Jordan (drawn by J. Harden)
7:29.0,,,93-84,,P. Pierce enters the game for J. Crawford
7:15.0,M. Thornton makes 2-pt shot from 16 ft,2,95-84,,
6:58.0,,,95-86,2,B. Griffin makes 2-pt shot from 3 ft (assist by A. Rivers)
6:38.0,J. Harden misses 3-pt shot from 26 ft,,95-86,,
6:36.0,,,95-86,,Defensive rebound by P. Pierce
6:31.0,,,95-86,,Turnover by B. Griffin (lost ball; steal by M. Thornton)
6:26.0,Shooting foul by P. Pierce (drawn by J. Harden),,95-86,,
6:26.0,J. Harden makes free throw 1 of 2,1,96-86,,
6:26.0,,,96-86,,Violation by Team (delay of game)
6:26.0,J. Harden misses free throw 2 of 2,,96-86,,
6:25.0,,,96-86,,Defensive rebound by Team
6:21.0,Personal foul by T. Ariza (drawn by B. Griffin),,96-86,,
6:06.0,Personal foul by M. Thornton (drawn by J. Redick),,96-86,,
6:06.0,,,96-87,1,J. Redick makes free throw 1 of 2
6:06.0,,,96-88,1,J. Redick makes free throw 2 of 2
6:05.0,,,96-88,,Personal take foul by P. Pierce (drawn by C. Capela)
6:05.0,C. Capela misses free throw 1 of 2,,96-88,,
6:05.0,Offensive rebound by Team,,96-88,,
6:05.0,C. Capela makes free throw 2 of 2,1,97-88,,
6:04.0,Personal take foul by T. Lawson (drawn by D. Jordan),,97-88,,
6:04.0,,,97-88,,D. Jordan misses free throw 1 of 2
6:04.0,,,97-88,,Offensive rebound by Team
6:04.0,,,97-88,,L. Stephenson enters the game for P. Pierce
6:04.0,,,97-88,,D. Jordan misses free throw 2 of 2
6:03.0,Defensive rebound by T. Lawson,,97-88,,
6:02.0,,,97-88,,Personal take foul by L. Stephenson (drawn by C. Capela)
6:02.0,C. Capela makes free throw 1 of 2,1,98-88,,
6:02.0,,,98-88,,P. Pierce enters the game for D. Jordan
6:02.0,C. Capela makes free throw 2 of 2,1,99-88,,
5:43.0,,,99-88,,A. Rivers misses 3-pt shot from 23 ft
5:42.0,Defensive rebound by C. Capela,,99-88,,
5:30.0,T. Lawson misses 3-pt shot from 24 ft,,99-88,,
5:30.0,,,99-88,,Defensive rebound by P. Pierce
5:21.0,,,99-88,,Shooting foul by C. Capela (drawn by B. Griffin)
5:21.0,,,99-90,2,B. Griffin makes 2-pt shot from 1 ft (assist by P. Pierce)
5:21.0,Official timeout,,99-90,,
5:21.0,,,99-90,,D. Jordan enters the game for L. Stephenson
5:21.0,,,99-91,1,B. Griffin makes free throw 1 of 1
4:57.0,Turnover by J. Harden (lost ball; steal by A. Rivers),,99-91,,
