time,Memphis,pts.away,score,pts.home,San Antonio
2:26.0,,,21-27,2,L. Aldridge makes 2-pt shot at rim (assist by A. Miller)
2:26.0,,,21-27,,Shooting foul by R. Hollins (drawn by L. Aldridge)
2:26.0,,,21-28,1,L. Aldridge makes free throw 1 of 1
2:09.0,L. Stephenson misses 2-pt shot from 16 ft,,21-28,,
2:08.0,,,21-28,,Defensive rebound by D. West
2:01.0,,,21-30,2,K. Martin makes 2-pt shot from 9 ft
1:46.0,L. Stephenson makes 2-pt shot from 17 ft,2,23-30,,
1:26.0,,,23-33,3,M. Ginobili makes 3-pt shot from 25 ft (assist by A. Miller)
1:13.0,L. Stephenson misses 2-pt shot from 16 ft,,23-33,,
1:10.0,,,23-33,,Defensive rebound by L. Aldridge
1:01.0,,,23-35,2,L. Aldridge makes 2-pt shot at rim (assist by D. West)
0:36.0,L. Stephenson misses 2-pt shot from 6 ft (block by L. Aldridge),,23-35,,
0:36.0,Offensive rebound by Team,,23-35,,
0:36.0,Turnover by Team (shot clock),,23-35,,
0:29.0,,,23-37,2,M. Ginobili makes 2-pt shot from 23 ft
0:07.0,R. McCallum misses 2-pt shot from 14 ft,,23-37,,
0:06.0,,,23-37,,Defensive rebound by L. Aldridge
0:00.0,,,23-37,,M. Ginobili misses 2-pt shot from 21 ft
0:00.0,,,23-37,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,V. Carter makes 2-pt shot from 8 ft (assist by L. Stephenson),2,25-37,,
11:23.0,,,25-37,,K. Martin misses 3-pt shot from 23 ft
11:23.0,,,25-37,,Offensive rebound by T. Duncan
11:03.0,,,25-37,,Turnover by M. Ginobili (lost ball; steal by R. Hollins)
11:03.0,,,25-37,,Personal foul by A. Miller
10:54.0,,,25-37,,Def 3 sec tech foul by T. Duncan
10:54.0,V. Carter makes technical free throw,1,26-37,,
10:45.0,V. Carter makes 2-pt shot from 15 ft,2,28-37,,
10:43.0,,,28-37,,San Antonio full timeout
10:20.0,,,28-39,2,D. West makes 2-pt shot from 17 ft
10:04.0,L. Stephenson makes 2-pt shot from 1 ft (assist by J. Martin),2,30-39,,
10:04.0,Shooting foul by D. West (drawn by L. Stephenson),,30-39,,
10:04.0,L. Stephenson misses free throw 1 of 1,,30-39,,
10:03.0,,,30-39,,Defensive rebound by K. Martin
9:48.0,,,30-39,,Turnover by M. Ginobili (bad pass)
9:40.0,R. McCallum makes 2-pt shot from 16 ft,2,32-39,,
9:19.0,,,32-41,2,T. Duncan makes 2-pt shot from 1 ft (assist by A. Miller)
9:19.0,,,32-41,,Shooting foul by V. Carter (drawn by T. Duncan)
9:19.0,,,32-41,,K. Anderson enters the game for M. Ginobili
9:19.0,,,32-41,,T. Parker enters the game for K. Martin
9:19.0,,,32-41,,T. Duncan misses free throw 1 of 1
9:18.0,Defensive rebound by V. Carter,,32-41,,
9:01.0,V. Carter makes 2-pt shot from 6 ft (assist by J. Martin),2,34-41,,
8:55.0,Personal foul by J. Martin,,34-41,,
8:55.0,X. Munford enters the game for R. McCallum,,34-41,,
8:55.0,C. Andersen enters the game for R. Hollins,,34-41,,
8:48.0,,,34-43,2,T. Duncan makes 2-pt shot at rim (assist by T. Parker)
8:33.0,V. Carter misses 3-pt shot from 25 ft,,34-43,,
8:31.0,,,34-43,,Defensive rebound by T. Parker
8:25.0,,,34-43,,Turnover by D. West (lost ball; steal by L. Stephenson)
8:23.0,,,34-43,,Personal foul by A. Miller
8:13.0,L. Stephenson misses 2-pt shot from 7 ft,,34-43,,
8:12.0,Offensive rebound by J. Martin,,34-43,,
7:58.0,C. Andersen misses 2-pt shot at rim,,34-43,,
7:57.0,,,34-43,,Defensive rebound by T. Duncan
7:39.0,,,34-45,2,A. Miller makes 2-pt shot from 15 ft
7:20.0,Shooting foul by D. West (drawn by J. Martin),,34-45,,
7:20.0,J. Martin misses free throw 1 of 2,,34-45,,
7:20.0,Offensive rebound by Team,,34-45,,
7:20.0,J. Farmar enters the game for V. Carter,,34-45,,
7:20.0,J. Martin makes free throw 2 of 2,1,35-45,,
7:09.0,,,35-47,2,T. Parker makes 2-pt shot from 1 ft (assist by T. Duncan)
6:48.0,L. Stephenson makes 2-pt shot from 6 ft,2,37-47,,
6:35.0,,,37-49,2,T. Parker makes 2-pt shot at rim
6:24.0,J. Farmar makes 2-pt shot at rim,2,39-49,,
6:05.0,,,39-49,,Shooting foul by L. Stephenson (drawn by T. Parker)
6:05.0,,,39-50,1,T. Parker makes free throw 1 of 2
6:05.0,,,39-50,,L. Aldridge enters the game for D. West
6:05.0,,,39-50,,K. Martin enters the game for A. Miller
6:05.0,J. Green enters the game for J. Martin,,39-50,,
6:05.0,,,39-51,1,T. Parker makes free throw 2 of 2
5:47.0,J. Farmar misses 2-pt shot from 11 ft,,39-51,,
5:46.0,,,39-51,,Defensive rebound by K. Anderson
5:31.0,,,39-51,,L. Aldridge misses 2-pt shot from 18 ft
5:31.0,Defensive rebound by C. Andersen,,39-51,,
5:16.0,Turnover by J. Farmar (lost ball; steal by L. Aldridge),,39-51,,
5:12.0,,,39-51,,Turnover by T. Parker (lost ball; steal by C. Andersen)
5:06.0,J. Green makes 2-pt shot from 17 ft (assist by J. Farmar),2,41-51,,
4:37.0,,,41-51,,K. Martin misses 2-pt shot from 6 ft
4:36.0,,,41-51,,Offensive rebound by L. Aldridge
4:33.0,,,41-53,2,L. Aldridge makes 2-pt shot from 1 ft
4:31.0,Memphis full timeout,,41-53,,
4:31.0,M. Barnes enters the game for L. Stephenson,,41-53,,
4:31.0,T. Allen enters the game for X. Munford,,41-53,,
4:19.0,J. Green misses 2-pt shot from 10 ft,,41-53,,
4:18.0,,,41-53,,Defensive rebound by K. Anderson
4:08.0,,,41-53,,T. Duncan misses 2-pt shot from 17 ft
4:07.0,,,41-53,,Offensive rebound by L. Aldridge
4:04.0,,,41-55,2,L. Aldridge makes 2-pt shot at rim
3:51.0,T. Allen misses 2-pt shot from 12 ft,,41-55,,
3:50.0,,,41-55,,Defensive rebound by Team
3:34.0,,,41-58,3,K. Martin makes 3-pt shot from 24 ft (assist by T. Duncan)
3:15.0,J. Green makes 2-pt shot from 10 ft,2,43-58,,
2:53.0,,,43-60,2,K. Anderson makes 2-pt shot at rim (assist by K. Martin)
2:43.0,Turnover by J. Farmar (lost ball; steal by L. Aldridge),,43-60,,
2:29.0,,,43-60,,K. Martin misses 3-pt shot from 23 ft
2:28.0,Defensive rebound by M. Barnes,,43-60,,
2:23.0,,,43-60,,Personal foul by L. Aldridge
2:23.0,Official timeout,,43-60,,
2:23.0,X. Munford enters the game for J. Farmar,,43-60,,
2:23.0,,,43-60,,M. Ginobili enters the game for K. Anderson
2:23.0,T. Allen misses free throw 1 of 2,,43-60,,
2:23.0,Offensive rebound by Team,,43-60,,
2:23.0,,,43-60,,D. West enters the game for T. Duncan
2:23.0,T. Allen makes free throw 2 of 2,1,44-60,,
2:01.0,,,44-60,,Turnover by T. Parker (traveling)
1:46.0,J. Green makes 2-pt shot from 1 ft,2,46-60,,
1:33.0,,,46-60,,D. West misses 2-pt shot from 18 ft
1:32.0,Defensive rebound by X. Munford,,46-60,,
1:28.0,Shooting foul by D. West (drawn by T. Allen),,46-60,,
1:28.0,T. Allen makes free throw 1 of 2,1,47-60,,
1:28.0,,,47-60,,Violation by K. Martin (lane)
1:28.0,T. Allen misses free throw 2 of 2,,47-60,,
1:28.0,,,47-60,,Defensive rebound by K. Martin
1:08.0,,,47-62,2,T. Parker makes 2-pt shot from 1 ft
0:58.0,Turnover by M. Barnes (lost ball; steal by M. Ginobili),,47-62,,
0:52.0,,,47-62,,L. Aldridge misses 2-pt shot at rim
0:49.0,Defensive rebound by X. Munford,,47-62,,
0:46.0,T. Allen makes 2-pt shot at rim (assist by X. Munford),2,49-62,,
0:32.0,,,49-62,,Shooting foul by M. Barnes (drawn by K. Martin)
0:32.0,,,49-63,1,K. Martin makes free throw 1 of 2
0:32.0,V. Carter enters the game for T. Allen,,49-63,,
0:32.0,,,49-64,1,K. Martin makes free throw 2 of 2
0:15.0,V. Carter makes 2-pt shot at rim (assist by X. Munford),2,51-64,,
0:02.0,Violation by C. Andersen (kicked ball),,51-64,,
0:01.0,,,51-64,,L. Aldridge misses 2-pt shot from 15 ft
0:00.0,Defensive rebound by X. Munford,,51-64,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,T. Allen makes 3-pt shot from 24 ft (assist by J. Farmar),3,54-64,,
11:21.0,,,54-64,,Turnover by T. Parker (lost ball; steal by J. Farmar)
11:13.0,J. Green misses 2-pt shot from 1 ft,,54-64,,
11:11.0,,,54-64,,Defensive rebound by T. Parker
11:03.0,,,54-66,2,T. Parker makes 2-pt shot from 16 ft
10:53.0,J. Farmar misses 2-pt shot from 10 ft,,54-66,,
10:52.0,Offensive rebound by C. Andersen,,54-66,,
10:52.0,C. Andersen makes 2-pt shot at rim,2,56-66,,
10:34.0,,,56-68,2,K. Anderson makes 2-pt shot from 3 ft (assist by T. Parker)
10:12.0,J. Green makes 2-pt shot from 5 ft,2,58-68,,
9:50.0,,,58-68,,K. Martin misses 2-pt shot from 17 ft (block by J. Green)
9:49.0,Defensive rebound by C. Andersen,,58-68,,
9:42.0,J. Green makes 2-pt shot from 2 ft (assist by M. Barnes),2,60-68,,
9:13.0,,,60-70,2,T. Duncan makes 2-pt shot from 3 ft
9:02.0,T. Allen misses 2-pt shot from 2 ft (block by K. Anderson),,60-70,,
9:01.0,Offensive rebound by Team,,60-70,,
9:01.0,,,60-70,,J. Simmons enters the game for K. Anderson
8:55.0,M. Barnes makes 2-pt shot from 5 ft (assist by T. Allen),2,62-70,,
8:38.0,,,62-70,,K. Martin misses 3-pt shot from 25 ft
8:37.0,Defensive rebound by J. Farmar,,62-70,,
8:30.0,M. Barnes makes 3-pt shot from 23 ft (assist by J. Green),3,65-70,,
8:30.0,,,65-70,,San Antonio full timeout
8:11.0,,,65-70,,Shooting foul by C. Andersen (drawn by L. Aldridge)
8:11.0,,,65-71,1,L. Aldridge makes free throw 1 of 2
8:11.0,,,65-72,1,L. Aldridge makes free throw 2 of 2
7:48.0,M. Barnes makes 2-pt shot from 3 ft,2,67-72,,
7:29.0,,,67-72,,Turnover by T. Duncan (lost ball; steal by T. Allen)
7:21.0,T. Allen misses 2-pt shot from 9 ft,,67-72,,
7:20.0,Offensive rebound by T. Allen,,67-72,,
7:15.0,J. Green misses 3-pt shot from 25 ft,,67-72,,
7:14.0,,,67-72,,Defensive rebound by L. Aldridge
7:12.0,,,67-72,,M. Ginobili enters the game for K. Martin
6:54.0,,,67-74,2,T. Duncan makes 2-pt shot from 6 ft
6:38.0,Turnover by J. Green (bad pass),,67-74,,
6:14.0,,,67-74,,T. Parker misses 3-pt shot from 24 ft
6:13.0,Defensive rebound by J. Green,,67-74,,
6:00.0,J. Green misses 2-pt shot from 17 ft,,67-74,,
5:59.0,,,67-74,,Defensive rebound by T. Duncan
5:55.0,,,67-76,2,L. Aldridge makes 2-pt shot from 2 ft (assist by J. Simmons)
5:55.0,Memphis full timeout,,67-76,,
5:55.0,L. Stephenson enters the game for T. Allen,,67-76,,
5:41.0,Turnover by M. Barnes (bad pass),,67-76,,
5:26.0,,,67-76,,M. Ginobili misses 3-pt shot from 25 ft
5:25.0,,,67-76,,Offensive rebound by L. Aldridge
5:17.0,,,67-76,,T. Parker misses 2-pt shot from 2 ft (block by J. Green)
5:17.0,,,67-76,,Offensive rebound by Team
5:17.0,R. McCallum enters the game for J. Farmar,,67-76,,
5:17.0,J. Martin enters the game for J. Green,,67-76,,
5:17.0,,,67-76,,A. Miller enters the game for T. Parker
5:08.0,,,67-76,,T. Duncan misses 2-pt shot from 3 ft
5:07.0,Defensive rebound by C. Andersen,,67-76,,
5:00.0,M. Barnes misses 2-pt shot from 11 ft,,67-76,,
4:59.0,Offensive rebound by C. Andersen,,67-76,,
4:59.0,C. Andersen makes 2-pt shot from 1 ft,2,69-76,,
4:33.0,,,69-76,,A. Miller misses 3-pt shot from 23 ft
4:31.0,Defensive rebound by L. Stephenson,,69-76,,
4:15.0,L. Stephenson makes 2-pt shot from 15 ft,2,71-76,,
3:49.0,,,71-78,2,A. Miller makes 2-pt shot from 4 ft
3:40.0,L. Stephenson makes 2-pt shot from 17 ft,2,73-78,,
3:11.0,,,73-78,,A. Miller misses 2-pt shot from 18 ft
3:10.0,,,73-78,,Offensive rebound by L. Aldridge
3:10.0,,,73-78,,Shooting foul by L. Stephenson (drawn by L. Aldridge)
3:10.0,,,73-79,1,L. Aldridge makes free throw 1 of 2
3:10.0,R. Hollins enters the game for C. Andersen,,73-79,,
3:10.0,,,73-79,,D. West enters the game for T. Duncan
3:10.0,,,73-80,1,L. Aldridge makes free throw 2 of 2
2:48.0,L. Stephenson makes 2-pt shot from 14 ft,2,75-80,,
2:37.0,Personal foul by R. Hollins,,75-80,,
2:36.0,Personal foul by L. Stephenson,,75-80,,
2:28.0,,,75-82,2,L. Aldridge makes 2-pt shot from 16 ft (assist by M. Ginobili)
2:08.0,R. McCallum makes 3-pt shot from 25 ft (assist by M. Barnes),3,78-82,,
1:55.0,,,78-82,,Shooting foul by R. Hollins (drawn by L. Aldridge)
1:55.0,,,78-82,,L. Aldridge misses free throw 1 of 2
1:55.0,,,78-82,,Offensive rebound by Team
1:55.0,,,78-83,1,L. Aldridge makes free throw 2 of 2
1:43.0,R. McCallum makes 2-pt shot from 2 ft,2,80-83,,
1:27.0,,,80-86,3,J. Simmons makes 3-pt shot from 23 ft (assist by M. Ginobili)
1:11.0,R. McCallum misses 3-pt shot from 23 ft,,80-86,,
1:10.0,,,80-86,,Defensive rebound by D. West
0:52.0,,,80-86,,Turnover by A. Miller (lost ball; steal by R. McCallum)
0:43.0,,,80-86,,Personal foul by J. Simmons
0:43.0,,,80-86,,T. Duncan enters the game for L. Aldridge
0:31.0,J. Martin makes 2-pt shot from 12 ft (assist by R. McCallum),2,82-86,,
0:07.0,,,82-88,2,J. Simmons makes 2-pt shot from 19 ft (assist by T. Duncan)
0:01.0,M. Barnes makes 2-pt shot from 2 ft,2,84-88,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,84-88,,T. Parker misses 2-pt shot from 6 ft
11:41.0,Defensive rebound by J. Martin,,84-88,,
11:26.0,M. Barnes misses 3-pt shot from 24 ft,,84-88,,
11:24.0,,,84-88,,Defensive rebound by D. West
11:03.0,,,84-90,2,M. Ginobili makes 2-pt shot from 14 ft (assist by T. Duncan)
10:46.0,L. Stephenson makes 2-pt shot from 8 ft,2,86-90,,
10:35.0,Personal foul by M. Barnes,,86-90,,
10:35.0,,,86-90,,J. Simmons enters the game for M. Ginobili
10:21.0,,,86-90,,Turnover by T. Parker (kicked ball)
10:08.0,L. Stephenson misses 2-pt shot from 5 ft,,86-90,,
10:07.0,Offensive rebound by R. Hollins,,86-90,,
10:07.0,J. Green enters the game for J. Martin,,86-90,,
10:05.0,J. Green misses 2-pt shot from 17 ft,,86-90,,
10:04.0,,,86-90,,Defensive rebound by T. Duncan
9:46.0,Violation by R. Hollins (def goaltending),,86-90,,
9:46.0,,,86-92,2,D. West makes 2-pt shot from 5 ft
9:36.0,R. McCallum misses 2-pt shot from 10 ft,,86-92,,
9:35.0,,,86-92,,Defensive rebound by T. Duncan
9:23.0,,,86-92,,J. Simmons misses 3-pt shot from 23 ft
9:23.0,,,86-92,,Offensive rebound by Team
9:23.0,Loose ball foul by R. Hollins,,86-92,,
9:23.0,C. Andersen enters the game for R. Hollins,,86-92,,
8:59.0,,,86-92,,K. Martin misses 3-pt shot from 24 ft
8:58.0,Defensive rebound by R. McCallum,,86-92,,
8:45.0,J. Green makes 2-pt shot at rim (assist by L. Stephenson),2,88-92,,
8:44.0,,,88-92,,San Antonio full timeout
8:44.0,,,88-92,,K. Anderson enters the game for T. Duncan
8:17.0,,,88-92,,K. Martin misses 2-pt shot from 21 ft
8:16.0,Defensive rebound by M. Barnes,,88-92,,
8:12.0,J. Green makes 2-pt shot at rim (assist by M. Barnes),2,90-92,,
7:53.0,,,90-94,2,D. West makes 2-pt shot from 8 ft
7:33.0,J. Green misses 2-pt shot from 9 ft,,90-94,,
7:32.0,,,90-94,,Defensive rebound by Team
7:20.0,,,90-94,,T. Parker misses 2-pt shot from 13 ft
7:19.0,Defensive rebound by J. Green,,90-94,,
7:06.0,C. Andersen makes 2-pt shot from 2 ft (assist by L. Stephenson),2,92-94,,
6:52.0,,,92-96,2,D. West makes 2-pt shot at rim (assist by T. Parker)
6:32.0,R. McCallum misses 2-pt shot from 3 ft,,92-96,,
6:31.0,,,92-96,,Defensive rebound by D. West
6:14.0,Personal foul by M. Barnes,,92-96,,
6:14.0,T. Allen enters the game for M. Barnes,,92-96,,
6:14.0,V. Carter enters the game for J. Green,,92-96,,
6:06.0,,,92-96,,T. Parker misses 2-pt shot from 9 ft
6:05.0,Defensive rebound by R. McCallum,,92-96,,
5:51.0,Turnover by V. Carter (lost ball; steal by T. Parker),,92-96,,
5:47.0,,,92-96,,Turnover by T. Parker (lost ball; steal by L. Stephenson)
5:45.0,Official timeout,,92-96,,
5:45.0,,,92-96,,A. Miller enters the game for T. Parker
5:45.0,,,92-96,,L. Aldridge enters the game for D. West
5:45.0,,,92-96,,M. Ginobili enters the game for K. Anderson
5:28.0,R. McCallum misses 2-pt shot from 14 ft,,92-96,,
5:27.0,Offensive rebound by C. Andersen,,92-96,,
5:13.0,,,92-96,,Personal foul by K. Martin
4:58.0,R. McCallum misses 2-pt shot from 4 ft (block by L. Aldridge),,92-96,,
4:57.0,,,92-96,,Defensive rebound by L. Aldridge
4:48.0,,,92-96,,J. Simmons misses 2-pt shot at rim (block by T. Allen)
4:47.0,Defensive rebound by R. McCallum,,92-96,,
4:41.0,Turnover by R. McCallum (bad pass),,92-96,,
4:21.0,,,92-98,2,L. Aldridge makes 2-pt shot from 13 ft (assist by M. Ginobili)
4:21.0,Memphis full timeout,,92-98,,
4:21.0,J. Farmar enters the game for R. McCallum,,92-98,,
4:21.0,M. Barnes enters the game for V. Carter,,92-98,,
4:21.0,,,92-98,,T. Parker enters the game for A. Miller
4:01.0,M. Barnes misses 3-pt shot from 25 ft,,92-98,,
4:00.0,,,92-98,,Defensive rebound by L. Aldridge
3:50.0,,,92-98,,Turnover by K. Martin (lost ball; steal by J. Farmar)
3:50.0,,,92-98,,Personal take foul by K. Martin
3:38.0,L. Stephenson misses 2-pt shot from 4 ft (block by L. Aldridge),,92-98,,
3:35.0,,,92-98,,Defensive rebound by L. Aldridge
3:22.0,,,92-101,3,M. Ginobili makes 3-pt shot from 22 ft (assist by K. Martin)
3:22.0,Memphis full timeout,,92-101,,
3:22.0,V. Carter enters the game for L. Stephenson,,92-101,,
3:08.0,J. Farmar misses 3-pt shot from 25 ft,,92-101,,
3:07.0,,,92-101,,Defensive rebound by J. Simmons
2:45.0,,,92-104,3,K. Martin makes 3-pt shot from 25 ft (assist by M. Ginobili)
2:31.0,C. Andersen misses 3-pt shot from 24 ft,,92-104,,
2:30.0,,,92-104,,Defensive rebound by K. Martin
2:10.0,,,92-107,3,M. Ginobili makes 3-pt shot from 24 ft (assist by L. Aldridge)
2:01.0,Shooting foul by K. Martin (drawn by J. Farmar),,92-107,,
2:01.0,J. Farmar makes free throw 1 of 2,1,93-107,,
2:01.0,,,93-107,,M. Bonner enters the game for K. Martin
2:01.0,,,93-107,,B. Marjanovic enters the game for L. Aldridge
2:01.0,,,93-107,,K. Anderson enters the game for T. Parker
2:01.0,L. Stephenson enters the game for V. Carter,,93-107,,
2:01.0,J. Farmar makes free throw 2 of 2,1,94-107,,
1:50.0,,,94-107,,Turnover by M. Ginobili (lost ball; steal by L. Stephenson)
1:47.0,T. Allen makes 2-pt shot from 1 ft (assist by J. Farmar),2,96-107,,
1:24.0,,,96-107,,J. Simmons misses 2-pt shot from 8 ft
1:24.0,,,96-107,,Offensive rebound by J. Simmons
1:24.0,,,96-109,2,J. Simmons makes 2-pt shot from 8 ft
1:14.0,L. Stephenson makes 3-pt shot from 24 ft (assist by J. Farmar),3,99-109,,
0:58.0,,,99-109,,M. Bonner misses 3-pt shot from 24 ft
0:57.0,Defensive rebound by J. Farmar,,99-109,,
0:53.0,J. Farmar makes 3-pt shot from 24 ft,3,102-109,,
0:50.0,,,102-109,,San Antonio full timeout
0:38.0,Personal foul by L. Stephenson,,102-109,,
0:24.0,,,102-109,,J. Simmons misses 2-pt shot from 2 ft
0:22.0,Defensive rebound by T. Allen,,102-109,,
0:17.0,L. Stephenson misses 3-pt shot from 25 ft,,102-109,,
0:16.0,Offensive rebound by M. Barnes,,102-109,,
0:13.0,M. Barnes misses 3-pt shot from 24 ft,,102-109,,
0:12.0,,,102-109,,Defensive rebound by J. Simmons
0:12.0,Personal take foul by J. Farmar,,102-109,,
0:12.0,,,102-109,,J. Simmons misses free throw 1 of 2
0:12.0,,,102-109,,Offensive rebound by Team
0:12.0,,,102-110,1,J. Simmons makes free throw 2 of 2
0:08.0,J. Farmar makes 2-pt shot from 13 ft,2,104-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
