time,New Orleans,pts.away,score,pts.home,Oklahoma City
6:39.0,,,11-13,2,S. Ibaka makes 2-pt shot from 5 ft
6:28.0,Shooting foul by S. Adams (drawn by A. Davis),,11-13,,
6:28.0,A. Davis makes free throw 1 of 2,1,12-13,,
6:28.0,J. Holiday enters the game for N. Cole,,12-13,,
6:28.0,A. Davis makes free throw 2 of 2,1,13-13,,
6:14.0,,,13-16,3,R. Westbrook makes 3-pt shot from 24 ft (assist by S. Ibaka)
5:59.0,D. Cunningham misses 3-pt shot from 22 ft,,13-16,,
5:59.0,,,13-16,,Defensive rebound by S. Ibaka
5:57.0,Personal block foul by A. Davis (drawn by K. Durant),,13-16,,
5:57.0,,,13-16,,Oklahoma City full timeout
5:36.0,,,13-16,,K. Durant misses 2-pt shot from 6 ft
5:36.0,Defensive rebound by A. Davis,,13-16,,
5:14.0,A. Davis misses 2-pt shot from 18 ft,,13-16,,
5:13.0,,,13-16,,Defensive rebound by K. Durant
5:02.0,,,13-18,2,D. Waiters makes 2-pt shot from 1 ft
4:55.0,J. Holiday misses 2-pt shot from 1 ft (block by S. Ibaka),,13-18,,
4:54.0,,,13-18,,Defensive rebound by S. Adams
4:47.0,,,13-18,,K. Durant misses 3-pt shot from 24 ft
4:46.0,Defensive rebound by J. Holiday,,13-18,,
4:32.0,J. Holiday makes 2-pt shot from 13 ft,2,15-18,,
4:04.0,,,15-18,,S. Ibaka misses 2-pt shot from 3 ft
4:03.0,Defensive rebound by J. Holiday,,15-18,,
3:53.0,J. Holiday makes 2-pt shot from 1 ft,2,17-18,,
3:38.0,,,17-20,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
3:21.0,R. Anderson enters the game for O. Asik,,17-20,,
3:21.0,,,17-20,,C. Payne enters the game for R. Westbrook
3:15.0,J. Holiday misses 2-pt shot from 17 ft,,17-20,,
3:14.0,,,17-20,,Defensive rebound by S. Ibaka
2:57.0,,,17-20,,K. Durant misses 2-pt shot from 22 ft
2:56.0,Defensive rebound by R. Anderson,,17-20,,
2:47.0,R. Anderson misses 3-pt shot from 24 ft,,17-20,,
2:46.0,,,17-20,,Defensive rebound by S. Ibaka
2:37.0,,,17-20,,Turnover by C. Payne (step out of bounds)
2:37.0,New Orleans full timeout,,17-20,,
2:37.0,T. Douglas enters the game for A. Gee,,17-20,,
2:37.0,,,17-20,,E. Kanter enters the game for S. Adams
2:30.0,Turnover by J. Holiday (bad pass; steal by S. Ibaka),,17-20,,
2:26.0,,,17-20,,Turnover by D. Waiters (lost ball; steal by J. Holiday)
2:20.0,T. Douglas makes 2-pt shot from 23 ft (assist by J. Holiday),2,19-20,,
1:56.0,,,19-22,2,K. Durant makes 2-pt shot from 1 ft
1:41.0,D. Cunningham makes 2-pt shot at rim,2,21-22,,
1:26.0,,,21-22,,Turnover by K. Durant (bad pass; steal by A. Davis)
1:20.0,A. Davis makes 2-pt shot from 1 ft,2,23-22,,
0:58.0,,,23-22,,D. Waiters misses 3-pt shot from 24 ft
0:58.0,,,23-22,,Offensive rebound by S. Ibaka
0:57.0,,,23-24,2,S. Ibaka makes 2-pt shot at rim
0:57.0,,,23-24,,Shooting foul by A. Davis (drawn by S. Ibaka)
0:57.0,,,23-24,,K. Singler enters the game for D. Waiters
0:57.0,A. Ajinca enters the game for A. Davis,,23-24,,
0:57.0,,,23-25,1,S. Ibaka makes free throw 1 of 1
0:49.0,J. Holiday makes 2-pt shot from 1 ft (assist by T. Douglas),2,25-25,,
0:37.0,,,25-27,2,K. Durant makes 2-pt shot at rim
0:17.0,R. Anderson misses 2-pt shot from 10 ft,,25-27,,
0:17.0,,,25-27,,Defensive rebound by E. Kanter
0:02.0,,,25-29,2,K. Durant makes 2-pt shot from 18 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,25-29,,C. Payne misses 2-pt shot from 8 ft
11:40.0,Defensive rebound by Team,,25-29,,
11:29.0,J. Holiday makes 2-pt shot from 12 ft,2,27-29,,
11:19.0,,,27-29,,Turnover by C. Payne (lost ball; steal by T. Douglas)
11:03.0,R. Anderson misses 2-pt shot from 3 ft,,27-29,,
11:02.0,,,27-29,,Defensive rebound by E. Kanter
10:58.0,,,27-29,,Oklahoma City full timeout
10:45.0,,,27-29,,A. Morrow misses 3-pt shot from 23 ft
10:43.0,Defensive rebound by T. Douglas,,27-29,,
10:33.0,,,27-29,,Personal foul by C. Payne (drawn by T. Douglas)
10:33.0,,,27-29,,R. Westbrook enters the game for C. Payne
10:26.0,J. Holiday makes 2-pt shot from 9 ft,2,29-29,,
10:13.0,,,29-31,2,A. Morrow makes 2-pt shot from 5 ft
10:03.0,Turnover by J. Holiday (lost ball; steal by K. Singler),,29-31,,
9:58.0,,,29-31,,E. Kanter misses 2-pt shot from 2 ft (block by A. Ajinca)
9:57.0,Defensive rebound by J. Holiday,,29-31,,
9:36.0,R. Anderson misses 2-pt shot from 22 ft,,29-31,,
9:35.0,,,29-31,,Defensive rebound by R. Westbrook
9:24.0,,,29-34,3,K. Singler makes 3-pt shot from 24 ft (assist by R. Westbrook)
8:59.0,T. Douglas makes 3-pt shot from 24 ft,3,32-34,,
8:44.0,,,32-36,2,R. Westbrook makes 2-pt shot at rim
8:25.0,T. Douglas misses 2-pt shot from 1 ft,,32-36,,
8:24.0,,,32-36,,Defensive rebound by E. Kanter
8:19.0,Violation by J. Holiday (def goaltending),,32-36,,
8:19.0,,,32-38,2,R. Westbrook makes 2-pt shot from 2 ft
8:02.0,R. Anderson misses 2-pt shot from 4 ft,,32-38,,
8:02.0,,,32-38,,Defensive rebound by E. Kanter
7:57.0,,,32-38,,Shooting foul by T. Douglas (drawn by R. Westbrook)
7:57.0,,,32-39,1,R. Westbrook makes free throw 1 of 2
7:57.0,,,32-39,,D. Waiters enters the game for K. Singler
7:57.0,A. Davis enters the game for A. Ajinca,,32-39,,
7:57.0,N. Cole enters the game for R. Anderson,,32-39,,
7:57.0,O. Asik enters the game for T. Douglas,,32-39,,
7:57.0,,,32-40,1,R. Westbrook makes free throw 2 of 2
7:35.0,A. Gee misses 3-pt shot from 22 ft,,32-40,,
7:35.0,,,32-40,,Defensive rebound by Team
7:35.0,,,32-40,,S. Adams enters the game for N. Collison
7:21.0,,,32-43,3,A. Morrow makes 3-pt shot from 22 ft (assist by R. Westbrook)
7:04.0,A. Davis misses 2-pt shot from 7 ft (block by S. Adams),,32-43,,
7:03.0,,,32-43,,Defensive rebound by R. Westbrook
6:59.0,,,32-45,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
6:48.0,New Orleans full timeout,,32-45,,
6:37.0,A. Davis makes 2-pt shot from 13 ft (assist by J. Holiday),2,34-45,,
6:19.0,,,34-45,,E. Kanter misses 2-pt shot from 11 ft
6:19.0,Defensive rebound by J. Holiday,,34-45,,
6:09.0,Shooting foul by A. Morrow (drawn by A. Davis),,34-45,,
6:09.0,A. Davis misses free throw 1 of 2,,34-45,,
6:09.0,Offensive rebound by Team,,34-45,,
6:09.0,,,34-45,,S. Ibaka enters the game for E. Kanter
6:09.0,,,34-45,,K. Durant enters the game for D. Waiters
6:09.0,A. Davis misses free throw 2 of 2,,34-45,,
6:08.0,,,34-45,,Defensive rebound by S. Adams
5:50.0,,,34-45,,Turnover by S. Adams (lost ball; steal by J. Holiday)
5:42.0,J. Holiday makes 3-pt shot from 24 ft (assist by A. Davis),3,37-45,,
5:24.0,,,37-45,,Turnover by R. Westbrook (lost ball; steal by J. Holiday)
5:20.0,A. Gee makes 2-pt shot at rim (assist by J. Holiday),2,39-45,,
5:04.0,Personal foul by O. Asik (drawn by R. Westbrook),,39-45,,
5:04.0,,,39-45,,C. Payne enters the game for A. Morrow
5:00.0,,,39-45,,Shooting foul by J. Holiday (drawn by R. Westbrook)
5:00.0,,,39-46,1,R. Westbrook makes free throw 1 of 2
5:00.0,,,39-46,,R. Westbrook misses free throw 2 of 2
4:59.0,,,39-46,,Offensive rebound by S. Adams
4:58.0,,,39-46,,Shooting foul by O. Asik (drawn by S. Adams)
4:58.0,,,39-47,1,S. Adams makes free throw 1 of 2
4:58.0,D. Cunningham enters the game for A. Gee,,39-47,,
4:58.0,,,39-48,1,S. Adams makes free throw 2 of 2
4:48.0,N. Cole makes 2-pt shot from 19 ft,2,41-48,,
4:27.0,,,41-48,,R. Westbrook misses 3-pt shot from 24 ft
4:27.0,Defensive rebound by D. Cunningham,,41-48,,
4:19.0,N. Cole misses 2-pt shot from 1 ft,,41-48,,
4:18.0,,,41-48,,Defensive rebound by C. Payne
3:59.0,,,41-50,2,K. Durant makes 2-pt shot from 14 ft (assist by C. Payne)
3:47.0,A. Davis makes 2-pt shot from 14 ft (assist by J. Holiday),2,43-50,,
3:47.0,Shooting foul by S. Adams (drawn by A. Davis),,43-50,,
3:47.0,A. Davis makes free throw 1 of 1,1,44-50,,
3:37.0,Violation by O. Asik (kicked ball),,44-50,,
3:34.0,,,44-50,,S. Ibaka misses 3-pt shot from 23 ft
3:33.0,,,44-50,,Offensive rebound by C. Payne
3:22.0,,,44-50,,Turnover by C. Payne (traveling)
3:10.0,J. Holiday misses 3-pt shot from 24 ft,,44-50,,
3:09.0,,,44-50,,Defensive rebound by R. Westbrook
3:04.0,,,44-50,,Shooting foul by N. Cole (drawn by R. Westbrook)
3:04.0,,,44-51,1,R. Westbrook makes free throw 1 of 2
3:04.0,,,44-52,1,R. Westbrook makes free throw 2 of 2
2:53.0,A. Davis makes 2-pt shot from 3 ft,2,46-52,,
2:37.0,,,46-54,2,K. Durant makes 2-pt shot from 17 ft
2:22.0,Turnover by J. Holiday (bad pass),,46-54,,
2:22.0,Official timeout,,46-54,,
2:22.0,R. Anderson enters the game for O. Asik,,46-54,,
2:13.0,,,46-56,2,K. Durant makes 2-pt shot from 2 ft (assist by R. Westbrook)
2:02.0,J. Holiday makes 2-pt shot from 1 ft (assist by N. Cole),2,48-56,,
1:47.0,,,48-58,2,S. Ibaka makes 2-pt shot at rim (assist by R. Westbrook)
1:26.0,N. Cole makes 2-pt shot from 20 ft,2,50-58,,
1:04.0,,,50-58,,S. Ibaka misses 2-pt shot from 12 ft
1:04.0,,,50-58,,Offensive rebound by Team
1:03.0,Loose ball foul by R. Anderson (drawn by S. Adams),,50-58,,
1:03.0,,,50-59,1,S. Adams makes free throw 1 of 2
1:03.0,,,50-60,1,S. Adams makes free throw 2 of 2
0:55.0,N. Cole makes 3-pt shot from 24 ft (assist by J. Holiday),3,53-60,,
0:35.0,,,53-60,,K. Durant misses 3-pt shot from 24 ft
0:34.0,,,53-60,,Offensive rebound by Team
0:34.0,O. Asik enters the game for A. Davis,,53-60,,
0:34.0,,,53-60,,Oklahoma City full timeout
0:32.0,,,53-62,2,R. Westbrook makes 2-pt shot from 1 ft (assist by K. Durant)
0:28.0,New Orleans full timeout,,53-62,,
0:28.0,A. Davis enters the game for O. Asik,,53-62,,
0:28.0,,,53-62,,K. Singler enters the game for S. Adams
0:16.0,N. Cole misses 2-pt shot from 1 ft,,53-62,,
0:15.0,,,53-62,,Defensive rebound by S. Ibaka
0:02.0,,,53-62,,S. Ibaka misses 2-pt shot from 2 ft
0:02.0,,,53-62,,Offensive rebound by Team
0:01.0,O. Asik enters the game for A. Davis,,53-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,53-62,,S. Ibaka misses 2-pt shot from 7 ft
11:43.0,,,53-62,,Offensive rebound by Team
11:34.0,,,53-62,,R. Westbrook misses 3-pt shot from 22 ft
11:34.0,Defensive rebound by A. Davis,,53-62,,
11:16.0,Shooting foul by R. Westbrook (drawn by N. Cole),,53-62,,
11:16.0,N. Cole makes free throw 1 of 2,1,54-62,,
11:16.0,N. Cole makes free throw 2 of 2,1,55-62,,
11:05.0,,,55-65,3,K. Durant makes 3-pt shot from 24 ft (assist by R. Westbrook)
10:50.0,A. Davis misses 2-pt shot from 20 ft,,55-65,,
10:49.0,,,55-65,,Defensive rebound by K. Durant
10:40.0,,,55-65,,S. Ibaka misses 2-pt shot from 16 ft
10:40.0,Defensive rebound by O. Asik,,55-65,,
10:17.0,A. Davis misses 2-pt shot from 5 ft (block by S. Adams),,55-65,,
10:16.0,,,55-65,,Defensive rebound by R. Westbrook
10:12.0,Personal foul by A. Gee (drawn by S. Ibaka),,55-65,,
10:12.0,,,55-66,1,S. Ibaka makes free throw 1 of 2
10:12.0,,,55-67,1,S. Ibaka makes free throw 2 of 2
10:05.0,,,55-67,,Personal foul by S. Adams (drawn by A. Davis)
9:53.0,Turnover by N. Cole (bad pass; steal by K. Durant),,55-67,,
9:40.0,,,55-67,,D. Waiters misses 2-pt shot from 17 ft
9:40.0,Defensive rebound by Team,,55-67,,
9:30.0,Shooting foul by S. Ibaka (drawn by A. Davis),,55-67,,
9:30.0,A. Davis makes 2-pt shot from 14 ft (assist by N. Cole),2,57-67,,
9:30.0,J. Holiday enters the game for A. Gee,,57-67,,
9:30.0,A. Davis misses free throw 1 of 1,,57-67,,
9:30.0,,,57-67,,Defensive rebound by K. Durant
9:16.0,,,57-67,,R. Westbrook misses 2-pt shot from 16 ft
9:16.0,Defensive rebound by O. Asik,,57-67,,
9:05.0,J. Holiday misses 2-pt shot from 15 ft,,57-67,,
9:05.0,,,57-67,,Defensive rebound by S. Adams
8:52.0,,,57-67,,S. Ibaka misses 3-pt shot from 24 ft
8:52.0,,,57-67,,Offensive rebound by S. Adams
8:47.0,,,57-67,,D. Waiters misses 3-pt shot from 22 ft
8:46.0,,,57-67,,Offensive rebound by R. Westbrook
8:43.0,,,57-69,2,S. Ibaka makes 2-pt shot at rim (assist by R. Westbrook)
8:29.0,Shooting foul by S. Adams (drawn by D. Cunningham),,57-69,,
8:29.0,D. Cunningham makes free throw 1 of 2,1,58-69,,
8:29.0,,,58-69,,E. Kanter enters the game for S. Adams
8:29.0,D. Cunningham makes free throw 2 of 2,1,59-69,,
8:14.0,,,59-69,,Turnover by K. Durant (bad pass)
8:14.0,R. Anderson enters the game for O. Asik,,59-69,,
7:56.0,A. Davis makes 2-pt shot from 14 ft (assist by J. Holiday),2,61-69,,
7:39.0,,,61-69,,Shooting foul by D. Cunningham (drawn by D. Waiters)
7:39.0,,,61-70,1,D. Waiters makes free throw 1 of 2
7:39.0,,,61-71,1,D. Waiters makes free throw 2 of 2
7:19.0,J. Holiday makes 2-pt shot at rim,2,63-71,,
7:08.0,,,63-71,,K. Durant misses 3-pt shot from 24 ft
7:07.0,Defensive rebound by N. Cole,,63-71,,
7:01.0,N. Cole misses 2-pt shot from 3 ft,,63-71,,
7:01.0,,,63-71,,Defensive rebound by R. Westbrook
6:43.0,,,63-73,2,S. Ibaka makes 2-pt shot from 4 ft (assist by K. Durant)
6:35.0,Turnover by J. Holiday (lost ball),,63-73,,
6:35.0,,,63-73,,Oklahoma City full timeout
6:35.0,T. Douglas enters the game for N. Cole,,63-73,,
6:21.0,,,63-73,,D. Waiters misses 2-pt shot from 2 ft
6:21.0,,,63-73,,Offensive rebound by Team
6:21.0,Loose ball foul by A. Davis (drawn by E. Kanter),,63-73,,
6:09.0,,,63-76,3,R. Westbrook makes 3-pt shot from 24 ft (assist by E. Kanter)
5:43.0,J. Holiday misses 2-pt shot from 11 ft,,63-76,,
5:40.0,,,63-76,,Defensive rebound by D. Waiters
5:29.0,,,63-76,,Turnover by R. Westbrook (bad pass; steal by D. Cunningham)
5:24.0,T. Douglas makes 2-pt shot from 1 ft (assist by D. Cunningham),2,65-76,,
5:07.0,,,65-79,3,S. Ibaka makes 3-pt shot from 23 ft (assist by R. Westbrook)
4:49.0,R. Anderson misses 2-pt shot at rim (block by S. Ibaka),,65-79,,
4:47.0,,,65-79,,Defensive rebound by S. Ibaka
4:37.0,,,65-81,2,D. Waiters makes 2-pt shot at rim
4:37.0,New Orleans full timeout,,65-81,,
4:29.0,Shooting foul by E. Kanter (drawn by A. Davis),,65-81,,
4:29.0,A. Davis makes free throw 1 of 2,1,66-81,,
4:29.0,,,66-81,,K. Singler enters the game for D. Waiters
4:29.0,A. Davis misses free throw 2 of 2,,66-81,,
4:28.0,,,66-81,,Defensive rebound by E. Kanter
4:18.0,,,66-83,2,R. Westbrook makes 2-pt shot at rim
4:02.0,D. Cunningham misses 2-pt shot from 2 ft,,66-83,,
4:00.0,Offensive rebound by R. Anderson,,66-83,,
4:00.0,R. Anderson misses 2-pt shot from 1 ft,,66-83,,
4:00.0,,,66-83,,Defensive rebound by K. Singler
3:48.0,,,66-83,,K. Durant misses 3-pt shot from 23 ft
3:47.0,Defensive rebound by R. Anderson,,66-83,,
3:32.0,T. Douglas misses 3-pt shot from 24 ft,,66-83,,
3:32.0,,,66-83,,Defensive rebound by R. Westbrook
3:23.0,,,66-86,3,K. Durant makes 3-pt shot from 25 ft
3:10.0,J. Holiday makes 2-pt shot at rim,2,68-86,,
2:47.0,,,68-86,,Turnover by S. Ibaka (offensive goaltending)
2:47.0,,,68-86,,C. Payne enters the game for R. Westbrook
2:24.0,R. Anderson misses 2-pt shot from 2 ft (block by K. Singler),,68-86,,
2:22.0,Offensive rebound by R. Anderson,,68-86,,
2:22.0,R. Anderson makes 2-pt shot from 1 ft,2,70-86,,
2:13.0,Personal foul by D. Cunningham (drawn by K. Durant),,70-86,,
2:02.0,,,70-88,2,S. Ibaka makes 2-pt shot from 5 ft (assist by K. Durant)
1:51.0,J. Holiday misses 2-pt shot from 1 ft,,70-88,,
1:50.0,Offensive rebound by R. Anderson,,70-88,,
1:50.0,R. Anderson misses 2-pt shot from 1 ft,,70-88,,
1:49.0,Offensive rebound by D. Cunningham,,70-88,,
1:47.0,Shooting foul by S. Ibaka (drawn by A. Davis),,70-88,,
1:47.0,A. Davis makes free throw 1 of 2,1,71-88,,
1:47.0,A. Gee enters the game for D. Cunningham,,71-88,,
1:47.0,A. Davis makes free throw 2 of 2,1,72-88,,
1:33.0,,,72-88,,C. Payne misses 3-pt shot from 24 ft
1:33.0,,,72-88,,Offensive rebound by E. Kanter
1:29.0,,,72-90,2,E. Kanter makes 2-pt shot from 2 ft
1:17.0,J. Holiday makes 2-pt shot at rim,2,74-90,,
1:00.0,,,74-92,2,E. Kanter makes 2-pt shot at rim (assist by K. Durant)
0:55.0,A. Gee misses 2-pt shot from 21 ft,,74-92,,
0:53.0,,,74-92,,Defensive rebound by Team
0:36.0,,,74-95,3,K. Singler makes 3-pt shot from 22 ft (assist by K. Durant)
0:26.0,R. Anderson misses 3-pt shot from 22 ft,,74-95,,
0:26.0,,,74-95,,Defensive rebound by E. Kanter
0:02.0,,,74-95,,Turnover by K. Durant (lost ball; steal by J. Holiday)
0:00.0,J. Holiday misses 3-pt shot from 28 ft,,74-95,,
0:00.0,Offensive rebound by Team,,74-95,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,A. Ajinca makes 2-pt shot from 4 ft,2,76-95,,
11:30.0,,,76-97,2,A. Morrow makes 2-pt shot from 23 ft (assist by C. Payne)
11:07.0,A. Ajinca misses 2-pt shot from 1 ft (block by E. Kanter),,76-97,,
11:06.0,Offensive rebound by Team,,76-97,,
10:58.0,R. Anderson makes 2-pt shot from 13 ft,2,78-97,,
10:42.0,,,78-100,3,A. Morrow makes 3-pt shot from 25 ft (assist by C. Payne)
10:30.0,A. Ajinca misses 2-pt shot from 18 ft,,78-100,,
10:30.0,,,78-100,,Defensive rebound by A. Morrow
10:19.0,,,78-100,,Turnover by N. Collison (bad pass; steal by A. Ajinca)
10:10.0,T. Douglas misses 3-pt shot from 22 ft,,78-100,,
10:09.0,,,78-100,,Defensive rebound by E. Kanter
9:56.0,,,78-102,2,N. Collison makes 2-pt shot at rim (assist by C. Payne)
9:42.0,N. Cole misses 3-pt shot from 24 ft,,78-102,,
9:42.0,,,78-102,,Defensive rebound by K. Singler
9:38.0,,,78-102,,Shooting foul by T. Douglas (drawn by E. Kanter)
9:38.0,,,78-103,1,E. Kanter makes free throw 1 of 2
9:38.0,,,78-104,1,E. Kanter makes free throw 2 of 2
9:27.0,,,78-104,,Personal foul by N. Collison (drawn by R. Anderson)
9:12.0,N. Cole misses 3-pt shot from 30 ft,,78-104,,
9:12.0,Offensive rebound by Team,,78-104,,
9:12.0,Turnover by Team (shot clock),,78-104,,
9:02.0,,,78-104,,C. Payne misses 3-pt shot from 24 ft
9:01.0,,,78-104,,Offensive rebound by N. Collison
8:56.0,,,78-104,,K. Singler misses 2-pt shot from 9 ft
8:56.0,,,78-104,,Offensive rebound by E. Kanter
8:56.0,,,78-104,,Shooting foul by A. Ajinca (drawn by E. Kanter)
8:56.0,Official timeout,,78-104,,
8:56.0,L. Babbitt enters the game for R. Anderson,,78-104,,
8:56.0,,,78-105,1,E. Kanter makes free throw 1 of 2
8:56.0,,,78-105,,E. Kanter misses free throw 2 of 2
8:56.0,Defensive rebound by A. Ajinca,,78-105,,
8:32.0,A. Ajinca misses 2-pt shot from 10 ft,,78-105,,
8:32.0,,,78-105,,Defensive rebound by N. Collison
8:23.0,,,78-105,,A. Morrow misses 3-pt shot from 24 ft
8:22.0,Defensive rebound by N. Cole,,78-105,,
8:13.0,,,78-105,,Personal block foul by N. Collison (drawn by L. Babbitt)
7:57.0,Turnover by Team (shot clock),,78-105,,
7:43.0,,,78-105,,A. Morrow misses 2-pt shot from 7 ft
7:43.0,,,78-105,,Offensive rebound by Team
7:43.0,J. Holiday enters the game for N. Cole,,78-105,,
7:40.0,,,78-105,,Turnover by A. Morrow (lost ball; steal by J. Holiday)
7:28.0,J. Holiday misses 3-pt shot from 24 ft,,78-105,,
7:27.0,,,78-105,,Defensive rebound by N. Collison
7:04.0,,,78-105,,C. Payne misses 3-pt shot from 26 ft
7:01.0,Defensive rebound by Team,,78-105,,
6:42.0,J. Holiday makes 2-pt shot from 14 ft,2,80-105,,
6:24.0,,,80-105,,K. Singler misses 3-pt shot from 24 ft
6:23.0,Defensive rebound by A. Gee,,80-105,,
6:05.0,A. Gee misses 2-pt shot from 7 ft,,80-105,,
6:05.0,,,80-105,,Defensive rebound by E. Kanter
5:47.0,,,80-105,,Turnover by K. Singler (lost ball; steal by L. Babbitt)
5:34.0,L. Babbitt misses 2-pt shot from 16 ft,,80-105,,
5:34.0,Offensive rebound by L. Babbitt,,80-105,,
5:31.0,L. Babbitt misses 2-pt shot from 5 ft,,80-105,,
5:30.0,Offensive rebound by L. Babbitt,,80-105,,
5:30.0,Shooting foul by E. Kanter (drawn by L. Babbitt),,80-105,,
5:30.0,,,80-105,,Oklahoma City full timeout
5:30.0,L. Babbitt misses free throw 1 of 2,,80-105,,
5:30.0,Offensive rebound by Team,,80-105,,
5:30.0,L. Babbitt makes free throw 2 of 2,1,81-105,,
5:18.0,,,81-105,,C. Payne misses 2-pt shot from 17 ft
5:17.0,Defensive rebound by T. Douglas,,81-105,,
5:02.0,,,81-105,,Personal foul by N. Collison (drawn by L. Babbitt)
4:54.0,J. Holiday misses 2-pt shot from 11 ft,,81-105,,
4:54.0,,,81-105,,Defensive rebound by E. Kanter
4:40.0,,,81-107,2,C. Payne makes 2-pt shot from 10 ft
4:24.0,L. Babbitt makes 2-pt shot from 1 ft,2,83-107,,
4:10.0,,,83-107,,Offensive foul by E. Kanter
4:10.0,,,83-107,,Turnover by E. Kanter (offensive foul)
4:10.0,N. Cole enters the game for J. Holiday,,83-107,,
4:02.0,N. Cole makes 2-pt shot from 18 ft,2,85-107,,
3:43.0,,,85-107,,Shooting foul by A. Ajinca (drawn by E. Kanter)
3:43.0,,,85-107,,E. Kanter misses free throw 1 of 2
3:43.0,,,85-107,,Offensive rebound by Team
3:43.0,,,85-107,,M. McGary enters the game for N. Collison
3:43.0,,,85-107,,E. Kanter misses free throw 2 of 2
3:43.0,Defensive rebound by A. Ajinca,,85-107,,
3:26.0,L. Babbitt misses 2-pt shot from 2 ft,,85-107,,
3:25.0,,,85-107,,Defensive rebound by E. Kanter
3:25.0,Personal foul by L. Babbitt (drawn by E. Kanter),,85-107,,
3:16.0,,,85-107,,E. Kanter misses 3-pt shot from 24 ft
3:15.0,Defensive rebound by N. Cole,,85-107,,
3:02.0,T. Douglas misses 3-pt shot from 24 ft,,85-107,,
3:02.0,,,85-107,,Defensive rebound by M. McGary
2:50.0,,,85-107,,A. Morrow misses 2-pt shot from 10 ft
2:49.0,,,85-107,,Offensive rebound by Team
2:49.0,Loose ball foul by A. Ajinca (drawn by E. Kanter),,85-107,,
2:49.0,New Orleans full timeout,,85-107,,
2:49.0,,,85-108,1,E. Kanter makes free throw 1 of 2
2:49.0,,,85-109,1,E. Kanter makes free throw 2 of 2
2:38.0,A. Ajinca makes 2-pt shot from 17 ft (assist by N. Cole),2,87-109,,
