time,Boston,pts.away,score,pts.home,Milwaukee
3:54.0,Shooting foul by K. Middleton (drawn by J. Crowder),,22-14,,
3:54.0,A. Johnson makes free throw 1 of 2,1,23-14,,
3:54.0,,,23-14,,R. Vaughn enters the game for K. Middleton
3:54.0,A. Johnson makes free throw 2 of 2,1,24-14,,
3:39.0,T. Zeller enters the game for A. Johnson,,24-14,,
3:31.0,,,24-14,,G. Monroe misses 2-pt shot from 2 ft
3:29.0,,,24-14,,Offensive rebound by G. Antetokounmpo
3:27.0,,,24-14,,G. Antetokounmpo misses 2-pt shot at rim
3:24.0,,,24-14,,Offensive rebound by G. Monroe
3:24.0,,,24-16,2,G. Monroe makes 2-pt shot from 1 ft
3:07.0,E. Turner makes 2-pt shot from 5 ft,2,26-16,,
2:49.0,,,26-18,2,M. Carter-Williams makes 2-pt shot from 8 ft
2:37.0,I. Thomas makes 2-pt shot from 3 ft (assist by E. Turner),2,28-18,,
2:20.0,,,28-18,,R. Vaughn misses 3-pt shot from 24 ft
2:20.0,Defensive rebound by Team,,28-18,,
2:20.0,Boston full timeout,,28-18,,
2:09.0,I. Thomas misses 2-pt shot at rim (block by G. Monroe),,28-18,,
2:06.0,,,28-18,,Defensive rebound by M. Carter-Williams
2:02.0,,,28-21,3,J. Bayless makes 3-pt shot from 22 ft (assist by M. Carter-Williams)
1:54.0,Turnover by M. Smart (bad pass; steal by G. Antetokounmpo),,28-21,,
1:50.0,,,28-23,2,G. Antetokounmpo makes 2-pt shot at rim
1:33.0,T. Zeller misses 2-pt shot at rim (block by G. Antetokounmpo),,28-23,,
1:32.0,,,28-23,,Defensive rebound by M. Carter-Williams
1:32.0,Personal foul by M. Smart (drawn by M. Carter-Williams),,28-23,,
1:32.0,,,28-23,,M. Carter-Williams misses free throw 1 of 2
1:32.0,,,28-23,,Offensive rebound by Team
1:32.0,K. Olynyk enters the game for I. Thomas,,28-23,,
1:32.0,,,28-24,1,M. Carter-Williams makes free throw 2 of 2
1:15.0,T. Zeller makes 2-pt shot from 1 ft (assist by E. Turner),2,30-24,,
0:56.0,,,30-26,2,G. Antetokounmpo makes 2-pt shot from 2 ft
0:43.0,M. Smart misses 3-pt shot from 28 ft,,30-26,,
0:41.0,,,30-26,,Defensive rebound by M. Carter-Williams
0:32.0,,,30-26,,G. Monroe misses 2-pt shot from 2 ft
0:31.0,Defensive rebound by M. Smart,,30-26,,
0:24.0,J. Crowder misses 3-pt shot from 25 ft,,30-26,,
0:23.0,,,30-26,,Defensive rebound by Team
0:11.0,,,30-26,,Turnover by G. Monroe (lost ball; steal by K. Olynyk)
0:02.0,J. Crowder misses 2-pt shot from 1 ft,,30-26,,
0:01.0,,,30-26,,Defensive rebound by M. Carter-Williams
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,Turnover by A. Bradley (bad pass),,30-26,,
11:28.0,,,30-28,2,G. Monroe makes 2-pt shot from 1 ft (assist by J. Parker)
11:15.0,E. Turner misses 2-pt shot from 3 ft,,30-28,,
11:13.0,,,30-28,,Defensive rebound by G. Monroe
10:58.0,,,30-28,,J. Parker misses 2-pt shot from 3 ft
10:57.0,Defensive rebound by M. Smart,,30-28,,
10:45.0,M. Smart makes 2-pt shot from 8 ft (assist by T. Zeller),2,32-28,,
10:20.0,,,32-30,2,M. Carter-Williams makes 2-pt shot from 18 ft (assist by J. Bayless)
10:08.0,M. Smart misses 3-pt shot from 26 ft,,32-30,,
10:07.0,,,32-30,,Defensive rebound by R. Vaughn
9:59.0,,,32-32,2,J. Bayless makes 2-pt shot from 20 ft
9:48.0,Turnover by E. Turner (bad pass),,32-32,,
9:48.0,J. Jerebko enters the game for T. Zeller,,32-32,,
9:26.0,,,32-32,,Turnover by J. Bayless (bad pass; steal by M. Smart)
9:21.0,J. Jerebko makes 2-pt shot at rim (assist by E. Turner),2,34-32,,
9:05.0,,,34-34,2,M. Carter-Williams makes 2-pt shot from 5 ft
8:51.0,M. Smart makes 2-pt shot from 1 ft (assist by E. Turner),2,36-34,,
8:37.0,,,36-34,,M. Carter-Williams misses 2-pt shot at rim
8:35.0,,,36-34,,Offensive rebound by G. Monroe
8:35.0,,,36-34,,G. Monroe misses 2-pt shot at rim
8:34.0,,,36-34,,Offensive rebound by G. Monroe
8:34.0,,,36-34,,G. Monroe misses 2-pt shot at rim
8:33.0,Defensive rebound by J. Jerebko,,36-34,,
8:30.0,Turnover by A. Bradley (bad pass),,36-34,,
8:30.0,Official timeout,,36-34,,
8:30.0,,,36-34,,O. Mayo enters the game for M. Carter-Williams
8:12.0,,,36-36,2,G. Monroe makes 2-pt shot at rim (assist by J. Bayless)
8:12.0,,,36-36,,Shooting foul by K. Olynyk (drawn by G. Monroe)
8:12.0,,,36-37,1,G. Monroe makes free throw 1 of 1
7:54.0,J. Jerebko makes 2-pt shot from 19 ft,2,38-37,,
7:40.0,,,38-39,2,G. Monroe makes 2-pt shot at rim (assist by O. Mayo)
7:24.0,J. Jerebko makes 3-pt shot from 26 ft (assist by E. Turner),3,41-39,,
7:07.0,,,41-39,,Turnover by J. Bayless (bad pass; steal by M. Smart)
6:49.0,M. Smart makes 3-pt shot from 26 ft,3,44-39,,
6:32.0,,,44-42,3,J. Bayless makes 3-pt shot from 26 ft (assist by O. Mayo)
6:16.0,Shooting foul by J. Bayless (drawn by M. Smart),,44-42,,
6:16.0,M. Smart makes free throw 1 of 2,1,45-42,,
6:16.0,J. Sullinger enters the game for K. Olynyk,,45-42,,
6:16.0,,,45-42,,K. Middleton enters the game for J. Bayless
6:16.0,M. Smart makes free throw 2 of 2,1,46-42,,
5:59.0,,,46-44,2,G. Monroe makes 2-pt shot from 3 ft
5:41.0,J. Jerebko misses 2-pt shot from 7 ft,,46-44,,
5:40.0,,,46-44,,Defensive rebound by O. Mayo
5:26.0,,,46-44,,J. Parker misses 2-pt shot from 1 ft
5:24.0,,,46-44,,Offensive rebound by G. Monroe
5:24.0,,,46-44,,G. Monroe misses 2-pt shot from 1 ft
5:23.0,,,46-44,,Offensive rebound by G. Monroe
5:22.0,,,46-46,2,G. Monroe makes 2-pt shot at rim
5:17.0,Boston full timeout,,46-46,,
5:17.0,I. Thomas enters the game for M. Smart,,46-46,,
5:17.0,,,46-46,,M. Plumlee enters the game for G. Monroe
5:00.0,J. Sullinger misses 2-pt shot from 13 ft,,46-46,,
4:59.0,,,46-46,,Defensive rebound by R. Vaughn
4:46.0,,,46-49,3,R. Vaughn makes 3-pt shot from 27 ft (assist by O. Mayo)
4:28.0,J. Jerebko misses 2-pt shot from 4 ft,,46-49,,
4:27.0,Offensive rebound by J. Sullinger,,46-49,,
4:19.0,J. Sullinger misses 3-pt shot from 30 ft,,46-49,,
4:18.0,,,46-49,,Defensive rebound by M. Plumlee
4:12.0,,,46-49,,K. Middleton misses 3-pt shot from 22 ft
4:11.0,Defensive rebound by A. Bradley,,46-49,,
4:03.0,J. Jerebko makes 2-pt shot from 21 ft (assist by A. Bradley),2,48-49,,
3:49.0,,,48-51,2,J. Parker makes 2-pt shot at rim
3:37.0,I. Thomas misses 3-pt shot from 25 ft,,48-51,,
3:36.0,,,48-51,,Defensive rebound by J. Parker
3:30.0,Personal foul by J. Sullinger (drawn by M. Plumlee),,48-51,,
3:30.0,,,48-51,,J. Bayless enters the game for O. Mayo
3:30.0,J. Crowder enters the game for E. Turner,,48-51,,
3:30.0,A. Johnson enters the game for J. Jerebko,,48-51,,
3:27.0,,,48-51,,Turnover by J. Parker (bad pass)
3:18.0,A. Johnson misses 2-pt shot from 4 ft,,48-51,,
3:16.0,Offensive rebound by J. Sullinger,,48-51,,
3:15.0,J. Sullinger misses 2-pt shot from 1 ft,,48-51,,
3:13.0,,,48-51,,Defensive rebound by M. Plumlee
2:54.0,,,48-51,,J. Parker misses 2-pt shot from 1 ft
2:52.0,,,48-51,,Offensive rebound by M. Plumlee
2:52.0,,,48-51,,M. Plumlee misses 2-pt shot at rim
2:50.0,Defensive rebound by J. Crowder,,48-51,,
2:44.0,A. Bradley makes 3-pt shot from 25 ft (assist by I. Thomas),3,51-51,,
2:28.0,,,51-51,,J. Bayless misses 2-pt shot from 17 ft
2:27.0,Defensive rebound by A. Johnson,,51-51,,
2:12.0,Turnover by J. Sullinger (3 sec),,51-51,,
2:12.0,,,51-51,,Milwaukee full timeout
2:12.0,,,51-51,,G. Antetokounmpo enters the game for R. Vaughn
1:50.0,Personal block foul by I. Thomas (drawn by J. Bayless),,51-51,,
1:41.0,,,51-53,2,M. Plumlee makes 2-pt shot at rim (assist by K. Middleton)
1:20.0,A. Bradley misses 3-pt shot from 23 ft,,51-53,,
1:19.0,Offensive rebound by J. Sullinger,,51-53,,
1:14.0,J. Crowder makes 3-pt shot from 25 ft (assist by J. Sullinger),3,54-53,,
1:00.0,,,54-53,,Turnover by K. Middleton (bad pass; steal by I. Thomas)
0:50.0,A. Bradley misses 3-pt shot from 23 ft,,54-53,,
0:49.0,,,54-53,,Defensive rebound by K. Middleton
0:43.0,,,54-53,,G. Antetokounmpo misses 2-pt shot from 4 ft
0:41.0,Defensive rebound by J. Sullinger,,54-53,,
0:37.0,Turnover by I. Thomas (kicked ball),,54-53,,
0:31.0,,,54-53,,K. Middleton misses 3-pt shot from 26 ft
0:29.0,,,54-53,,Offensive rebound by J. Parker
0:10.0,,,54-53,,J. Parker misses 2-pt shot from 1 ft
0:10.0,,,54-53,,Offensive rebound by Team
0:07.0,,,54-53,,J. Bayless misses 3-pt shot from 24 ft
0:06.0,Defensive rebound by J. Crowder,,54-53,,
0:03.0,A. Bradley misses 3-pt shot from 25 ft,,54-53,,
0:01.0,,,54-53,,Defensive rebound by M. Plumlee
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,J. Crowder makes 3-pt shot from 24 ft (assist by J. Sullinger),3,57-53,,
11:21.0,,,57-53,,M. Plumlee misses 2-pt shot from 2 ft
11:20.0,Defensive rebound by J. Sullinger,,57-53,,
11:04.0,Turnover by A. Johnson (lost ball; steal by G. Antetokounmpo),,57-53,,
11:01.0,,,57-53,,Turnover by O. Mayo (bad pass)
10:49.0,J. Sullinger makes 2-pt shot from 19 ft (assist by A. Johnson),2,59-53,,
10:22.0,,,59-55,2,M. Plumlee makes 2-pt shot from 4 ft (assist by J. Parker)
10:09.0,A. Johnson misses 2-pt shot from 3 ft,,59-55,,
10:09.0,Offensive rebound by Team,,59-55,,
10:09.0,Turnover by A. Johnson (traveling),,59-55,,
9:53.0,,,59-57,2,J. Parker makes 2-pt shot from 4 ft (assist by O. Mayo)
9:41.0,J. Sullinger misses 3-pt shot from 26 ft,,59-57,,
9:40.0,,,59-57,,Defensive rebound by G. Antetokounmpo
9:25.0,,,59-59,2,J. Parker makes 2-pt shot from 2 ft (assist by K. Middleton)
9:25.0,,,59-59,,Shooting foul by J. Sullinger (drawn by J. Parker)
9:25.0,,,59-59,,J. Parker misses free throw 1 of 1
9:24.0,Defensive rebound by J. Sullinger,,59-59,,
9:07.0,J. Crowder misses 2-pt shot from 19 ft,,59-59,,
9:06.0,,,59-59,,Defensive rebound by G. Antetokounmpo
9:00.0,,,59-61,2,M. Plumlee makes 2-pt shot at rim (assist by G. Antetokounmpo)
8:42.0,Turnover by I. Thomas (dbl dribble),,59-61,,
8:24.0,Personal block foul by A. Bradley (drawn by J. Parker),,59-61,,
8:11.0,,,59-63,2,G. Antetokounmpo makes 2-pt shot from 3 ft
7:55.0,A. Johnson makes 2-pt shot from 2 ft (assist by A. Bradley),2,61-63,,
7:43.0,,,61-63,,Turnover by M. Plumlee (bad pass)
7:31.0,J. Crowder misses 3-pt shot from 25 ft,,61-63,,
7:29.0,,,61-63,,Defensive rebound by K. Middleton
7:17.0,,,61-63,,J. Parker misses 2-pt shot at rim (block by A. Johnson)
7:17.0,,,61-63,,Offensive rebound by Team
7:10.0,,,61-63,,K. Middleton misses 2-pt shot from 12 ft
7:09.0,,,61-63,,Offensive rebound by K. Middleton
7:06.0,,,61-65,2,K. Middleton makes 2-pt shot from 1 ft
6:50.0,,,61-65,,Personal foul by O. Mayo (drawn by I. Thomas)
6:50.0,,,61-65,,G. Monroe enters the game for M. Plumlee
6:41.0,J. Sullinger misses 2-pt shot at rim,,61-65,,
6:39.0,Offensive rebound by A. Johnson,,61-65,,
6:39.0,A. Johnson misses 2-pt shot from 1 ft,,61-65,,
6:38.0,,,61-65,,Defensive rebound by G. Monroe
6:23.0,Shooting block foul by J. Sullinger (drawn by K. Middleton),,61-65,,
6:23.0,,,61-66,1,K. Middleton makes free throw 1 of 2
6:23.0,,,61-66,,M. Carter-Williams enters the game for O. Mayo
6:23.0,K. Olynyk enters the game for A. Johnson,,61-66,,
6:23.0,,,61-67,1,K. Middleton makes free throw 2 of 2
6:09.0,K. Olynyk makes 2-pt shot from 8 ft,2,63-67,,
5:52.0,,,63-67,,Turnover by M. Carter-Williams (lost ball; steal by I. Thomas)
5:50.0,Shooting foul by M. Carter-Williams (drawn by K. Olynyk),,63-67,,
5:50.0,,,63-67,,Milwaukee full timeout
5:50.0,K. Olynyk makes free throw 1 of 2,1,64-67,,
5:50.0,K. Olynyk makes free throw 2 of 2,1,65-67,,
5:31.0,,,65-69,2,G. Monroe makes 2-pt shot from 5 ft
5:16.0,,,65-69,,Shooting block foul by M. Carter-Williams (drawn by I. Thomas)
5:16.0,I. Thomas makes free throw 1 of 2,1,66-69,,
5:16.0,E. Turner enters the game for A. Bradley,,66-69,,
5:16.0,M. Smart enters the game for J. Sullinger,,66-69,,
5:16.0,I. Thomas makes free throw 2 of 2,1,67-69,,
5:07.0,,,67-71,2,G. Monroe makes 2-pt shot from 1 ft (assist by K. Middleton)
5:07.0,,,67-71,,Shooting foul by K. Olynyk (drawn by G. Monroe)
5:07.0,,,67-71,,J. Bayless enters the game for J. Parker
5:07.0,,,67-72,1,G. Monroe makes free throw 1 of 1
4:51.0,K. Olynyk misses 3-pt shot from 26 ft,,67-72,,
4:49.0,,,67-72,,Defensive rebound by M. Carter-Williams
4:42.0,,,67-74,2,M. Carter-Williams makes 2-pt shot from 1 ft (assist by G. Monroe)
4:29.0,I. Thomas misses 3-pt shot from 26 ft,,67-74,,
4:28.0,Offensive rebound by K. Olynyk,,67-74,,
4:28.0,K. Olynyk makes 2-pt shot from 1 ft,2,69-74,,
4:10.0,,,69-76,2,M. Carter-Williams makes 2-pt shot at rim (assist by G. Monroe)
4:10.0,Boston full timeout,,69-76,,
4:10.0,T. Zeller enters the game for J. Crowder,,69-76,,
4:00.0,Turnover by E. Turner (bad pass),,69-76,,
3:45.0,,,69-78,2,G. Monroe makes 2-pt shot from 1 ft
3:28.0,T. Zeller misses 2-pt shot from 15 ft,,69-78,,
3:28.0,,,69-78,,Defensive rebound by Team
3:28.0,Personal foul by K. Olynyk (drawn by G. Antetokounmpo),,69-78,,
3:28.0,,,69-78,,Personal foul by G. Antetokounmpo
3:27.0,Jump ball: G. Antetokounmpo vs. T. Zeller (K. Middleton gains possession),,,,Jump ball: G. Antetokounmpo vs. T. Zeller (K. Middleton gains possession)
3:13.0,Personal foul by T. Zeller (drawn by G. Monroe),,69-78,,
3:13.0,,,69-79,1,G. Monroe makes free throw 1 of 2
3:13.0,,,69-79,,G. Monroe misses free throw 2 of 2
3:09.0,Defensive rebound by E. Turner,,69-79,,
2:56.0,E. Turner misses 2-pt shot from 3 ft,,69-79,,
2:53.0,Offensive rebound by T. Zeller,,69-79,,
2:51.0,T. Zeller misses 2-pt shot from 2 ft (block by G. Monroe),,69-79,,
2:51.0,Offensive rebound by M. Smart,,69-79,,
2:51.0,Shooting foul by K. Middleton (drawn by M. Smart),,69-79,,
2:51.0,M. Smart makes free throw 1 of 2,1,70-79,,
2:51.0,M. Smart makes free throw 2 of 2,1,71-79,,
2:36.0,,,71-79,,Shooting foul by E. Turner (drawn by K. Middleton)
2:36.0,,,71-80,1,K. Middleton makes free throw 1 of 2
2:36.0,,,71-81,1,K. Middleton makes free throw 2 of 2
2:23.0,Turnover by E. Turner (bad pass; steal by G. Monroe),,71-81,,
2:17.0,,,71-84,3,K. Middleton makes 3-pt shot from 22 ft (assist by G. Antetokounmpo)
2:03.0,Turnover by M. Smart (step out of bounds),,71-84,,
1:52.0,,,71-84,,G. Monroe misses 2-pt shot at rim
1:50.0,Defensive rebound by K. Olynyk,,71-84,,
1:45.0,Shooting foul by J. Bayless (drawn by T. Zeller),,71-84,,
1:45.0,T. Zeller makes free throw 1 of 2,1,72-84,,
1:45.0,J. Jerebko enters the game for K. Olynyk,,72-84,,
1:45.0,T. Zeller makes free throw 2 of 2,1,73-84,,
1:31.0,,,73-86,2,G. Monroe makes 2-pt shot from 3 ft
1:18.0,Turnover by I. Thomas (lost ball; steal by M. Carter-Williams),,73-86,,
1:17.0,Personal foul by M. Smart (drawn by M. Carter-Williams),,73-86,,
1:17.0,,,73-87,1,M. Carter-Williams makes free throw 1 of 2
1:17.0,,,73-88,1,M. Carter-Williams makes free throw 2 of 2
1:06.0,Turnover by E. Turner (lost ball),,73-88,,
0:53.0,,,73-91,3,J. Bayless makes 3-pt shot from 24 ft (assist by M. Carter-Williams)
0:40.0,Shooting foul by G. Antetokounmpo (drawn by M. Smart),,73-91,,
0:40.0,M. Smart misses free throw 1 of 2,,73-91,,
0:40.0,Offensive rebound by Team,,73-91,,
0:40.0,M. Smart makes free throw 2 of 2,1,74-91,,
0:31.0,,,74-91,,K. Middleton misses 3-pt shot from 24 ft
0:30.0,Defensive rebound by T. Zeller,,74-91,,
0:14.0,M. Smart misses 3-pt shot from 27 ft,,74-91,,
0:13.0,,,74-91,,Defensive rebound by K. Middleton
0:00.0,,,74-93,2,G. Monroe makes 2-pt shot from 10 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,74-93,,G. Antetokounmpo misses 3-pt shot from 26 ft
11:42.0,Defensive rebound by Team,,74-93,,
11:30.0,A. Bradley makes 3-pt shot from 24 ft (assist by M. Smart),3,77-93,,
11:19.0,,,77-93,,Shooting foul by J. Jerebko (drawn by M. Carter-Williams)
11:19.0,,,77-94,1,M. Carter-Williams makes free throw 1 of 2
11:19.0,,,77-94,,M. Carter-Williams misses free throw 2 of 2
11:18.0,Defensive rebound by E. Turner,,77-94,,
10:56.0,J. Jerebko makes 2-pt shot from 3 ft,2,79-94,,
10:35.0,,,79-94,,M. Carter-Williams misses 3-pt shot from 25 ft
10:34.0,Defensive rebound by Team,,79-94,,
10:34.0,Jump ball: A. Johnson vs. G. Monroe (J. Jerebko gains possession),,,,Jump ball: A. Johnson vs. G. Monroe (J. Jerebko gains possession)
10:25.0,,,79-94,,Violation by J. Bayless (kicked ball)
10:17.0,M. Smart misses 2-pt shot at rim (block by G. Antetokounmpo),,79-94,,
10:14.0,,,79-94,,Defensive rebound by J. Bayless
9:55.0,,,79-97,3,K. Middleton makes 3-pt shot from 23 ft (assist by G. Monroe)
9:36.0,A. Johnson makes 2-pt shot at rim (assist by M. Smart),2,81-97,,
9:20.0,,,81-99,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Carter-Williams)
9:03.0,E. Turner misses 2-pt shot from 1 ft,,81-99,,
9:01.0,,,81-99,,Defensive rebound by G. Monroe
8:47.0,,,81-99,,Turnover by J. Bayless (bad pass; steal by A. Bradley)
8:40.0,A. Johnson misses 2-pt shot at rim,,81-99,,
8:39.0,,,81-99,,Defensive rebound by G. Monroe
8:21.0,,,81-99,,Turnover by K. Middleton (lost ball; steal by A. Bradley)
8:14.0,Shooting foul by J. Bayless (drawn by E. Turner),,81-99,,
8:14.0,Official timeout,,81-99,,
8:14.0,J. Crowder enters the game for M. Smart,,81-99,,
8:14.0,,,81-99,,J. Parker enters the game for G. Antetokounmpo
8:14.0,,,81-99,,M. Plumlee enters the game for M. Carter-Williams
8:14.0,,,81-99,,O. Mayo enters the game for G. Monroe
8:14.0,E. Turner makes free throw 1 of 2,1,82-99,,
8:14.0,E. Turner makes free throw 2 of 2,1,83-99,,
7:57.0,,,83-101,2,K. Middleton makes 2-pt shot from 15 ft (assist by O. Mayo)
7:39.0,A. Bradley makes 3-pt shot from 26 ft (assist by A. Johnson),3,86-101,,
7:19.0,,,86-101,,K. Middleton misses 2-pt shot from 16 ft
7:18.0,Defensive rebound by J. Jerebko,,86-101,,
7:15.0,,,86-101,,Personal foul by O. Mayo (drawn by A. Johnson)
7:15.0,K. Olynyk enters the game for A. Johnson,,86-101,,
7:08.0,E. Turner misses 2-pt shot from 1 ft,,86-101,,
7:06.0,Offensive rebound by K. Olynyk,,86-101,,
7:06.0,K. Olynyk makes 2-pt shot at rim,2,88-101,,
6:52.0,Personal foul by J. Jerebko (drawn by J. Parker),,88-101,,
6:52.0,,,88-101,,G. Antetokounmpo enters the game for J. Parker
6:40.0,,,88-101,,K. Middleton misses 2-pt shot from 16 ft
6:39.0,Defensive rebound by A. Bradley,,88-101,,
6:29.0,E. Turner misses 2-pt shot from 9 ft,,88-101,,
6:28.0,Offensive rebound by E. Turner,,88-101,,
6:24.0,K. Olynyk misses 3-pt shot from 24 ft,,88-101,,
6:24.0,,,88-101,,Defensive rebound by Team
6:24.0,Loose ball foul by J. Jerebko (drawn by K. Middleton),,88-101,,
6:01.0,,,88-101,,J. Bayless misses 2-pt shot from 12 ft (block by E. Turner)
6:01.0,,,88-101,,Offensive rebound by Team
5:57.0,,,88-101,,G. Antetokounmpo misses 2-pt shot from 3 ft
5:56.0,Defensive rebound by J. Jerebko,,88-101,,
5:53.0,,,88-101,,Violation by J. Bayless (def goaltending)
5:53.0,K. Olynyk makes 2-pt shot from 1 ft (assist by E. Turner),2,90-101,,
5:31.0,,,90-101,,J. Bayless misses 3-pt shot from 28 ft
5:30.0,Defensive rebound by J. Jerebko,,90-101,,
5:22.0,K. Olynyk misses 3-pt shot from 23 ft,,90-101,,
5:19.0,Offensive rebound by J. Jerebko,,90-101,,
5:17.0,J. Jerebko makes 2-pt shot from 1 ft,2,92-101,,
4:57.0,,,92-104,3,J. Bayless makes 3-pt shot from 23 ft (assist by K. Middleton)
4:41.0,K. Olynyk makes 3-pt shot from 26 ft (assist by E. Turner),3,95-104,,
4:40.0,,,95-104,,Milwaukee full timeout
4:40.0,A. Johnson enters the game for J. Jerebko,,95-104,,
4:40.0,,,95-104,,G. Monroe enters the game for M. Plumlee
