time,New York,pts.away,score,pts.home,Orlando
7:14.0,,,11-7,,Shooting foul by A. Afflalo (drawn by T. Harris)
7:14.0,,,11-8,1,T. Harris makes free throw 1 of 2
7:14.0,,,11-9,1,T. Harris makes free throw 2 of 2
6:56.0,C. Anthony misses 2-pt shot from 18 ft (block by T. Harris),,11-9,,
6:53.0,,,11-9,,Defensive rebound by C. Frye
6:47.0,,,11-9,,N. Vucevic misses 2-pt shot from 16 ft
6:45.0,,,11-9,,Offensive rebound by E. Payton
6:44.0,,,11-11,2,E. Payton makes 2-pt shot at rim
6:44.0,,,11-11,,Shooting foul by C. Anthony (drawn by E. Payton)
6:44.0,New York full timeout,,11-11,,
6:44.0,L. Thomas enters the game for C. Anthony,,11-11,,
6:44.0,,,11-11,,E. Payton misses free throw 1 of 1
6:43.0,,,11-11,,Offensive rebound by E. Payton
6:35.0,,,11-11,,E. Payton misses 2-pt shot at rim (block by R. Lopez)
6:33.0,,,11-11,,Offensive rebound by N. Vucevic
6:27.0,,,11-11,,N. Vucevic misses 2-pt shot from 15 ft
6:25.0,,,11-11,,Offensive rebound by N. Vucevic
6:22.0,,,11-11,,N. Vucevic misses 2-pt shot from 1 ft (block by K. Porzingis)
6:20.0,Defensive rebound by R. Lopez,,11-11,,
6:10.0,J. Calderon makes 2-pt shot from 18 ft (assist by R. Lopez),2,13-11,,
5:52.0,,,13-11,,C. Frye misses 2-pt shot from 20 ft
5:50.0,Defensive rebound by J. Calderon,,13-11,,
5:47.0,,,13-11,,Personal foul by C. Frye (drawn by K. Porzingis)
5:29.0,R. Lopez misses 2-pt shot from 10 ft,,13-11,,
5:28.0,,,13-11,,Defensive rebound by T. Harris
5:08.0,,,13-11,,E. Fournier misses 2-pt shot from 1 ft (block by K. Porzingis)
5:06.0,Defensive rebound by R. Lopez,,13-11,,
4:59.0,K. Porzingis misses 2-pt shot from 4 ft,,13-11,,
4:56.0,,,13-11,,Defensive rebound by T. Harris
4:47.0,,,13-11,,T. Harris misses 2-pt shot from 3 ft
4:47.0,,,13-11,,Offensive rebound by N. Vucevic
4:47.0,,,13-11,,Shooting foul by A. Afflalo (drawn by T. Harris)
4:47.0,,,13-12,1,T. Harris makes free throw 1 of 2
4:47.0,,,13-12,,V. Oladipo enters the game for E. Fournier
4:47.0,,,13-12,,A. Nicholson enters the game for C. Frye
4:47.0,L. Galloway enters the game for A. Afflalo,,13-12,,
4:47.0,,,13-13,1,T. Harris makes free throw 2 of 2
4:32.0,J. Calderon misses 3-pt shot from 26 ft,,13-13,,
4:30.0,,,13-13,,Defensive rebound by E. Payton
4:24.0,,,13-15,2,N. Vucevic makes 2-pt shot from 1 ft (assist by E. Payton)
4:07.0,Turnover by L. Galloway (bad pass),,13-15,,
4:07.0,Loose ball foul by L. Galloway (drawn by V. Oladipo),,13-15,,
4:07.0,,,13-16,1,V. Oladipo makes free throw 1 of 2
4:07.0,K. O'Quinn enters the game for K. Porzingis,,13-16,,
4:07.0,,,13-17,1,V. Oladipo makes free throw 2 of 2
3:52.0,K. O'Quinn misses 3-pt shot from 24 ft,,13-17,,
3:51.0,Offensive rebound by L. Thomas,,13-17,,
3:51.0,L. Thomas makes 2-pt shot at rim,2,15-17,,
3:28.0,,,15-17,,A. Nicholson misses 2-pt shot from 6 ft (block by K. O'Quinn)
3:26.0,Defensive rebound by R. Lopez,,15-17,,
3:06.0,K. O'Quinn misses 2-pt shot from 17 ft,,15-17,,
3:04.0,,,15-17,,Defensive rebound by E. Payton
2:59.0,,,15-17,,Orlando full timeout
2:59.0,,,15-17,,S. Napier enters the game for E. Payton
2:59.0,J. Grant enters the game for R. Lopez,,15-17,,
2:59.0,K. Seraphin enters the game for J. Calderon,,15-17,,
2:45.0,,,15-19,2,N. Vucevic makes 2-pt shot from 9 ft (assist by A. Nicholson)
2:28.0,L. Galloway misses 2-pt shot from 5 ft (block by N. Vucevic),,15-19,,
2:23.0,,,15-19,,Defensive rebound by T. Harris
2:17.0,,,15-19,,Turnover by N. Vucevic (bad pass)
2:17.0,,,15-19,,A. Gordon enters the game for T. Harris
2:01.0,Shooting foul by N. Vucevic (drawn by L. Thomas),,15-19,,
2:01.0,L. Thomas makes free throw 1 of 2,1,16-19,,
2:01.0,,,16-19,,J. Smith enters the game for N. Vucevic
2:01.0,L. Thomas makes free throw 2 of 2,1,17-19,,
1:43.0,,,17-19,,V. Oladipo misses 3-pt shot from 23 ft
1:41.0,Defensive rebound by K. O'Quinn,,17-19,,
1:26.0,L. Galloway misses 2-pt shot from 3 ft,,17-19,,
1:25.0,Offensive rebound by K. O'Quinn,,17-19,,
1:18.0,L. Galloway misses 2-pt shot from 10 ft,,17-19,,
1:17.0,,,17-19,,Defensive rebound by A. Gordon
1:00.0,,,17-19,,S. Napier misses 2-pt shot from 5 ft
1:00.0,,,17-19,,Offensive rebound by S. Napier
0:58.0,,,17-19,,A. Nicholson misses 3-pt shot from 26 ft
0:56.0,,,17-19,,Offensive rebound by A. Gordon
0:56.0,,,17-19,,Shooting foul by L. Galloway (drawn by A. Gordon)
0:56.0,,,17-19,,A. Gordon misses free throw 1 of 2
0:56.0,,,17-19,,Offensive rebound by Team
0:56.0,S. Vujacic enters the game for L. Galloway,,17-19,,
0:56.0,,,17-20,1,A. Gordon makes free throw 2 of 2
0:40.0,K. Seraphin misses 2-pt shot from 20 ft,,17-20,,
0:38.0,,,17-20,,Defensive rebound by A. Gordon
0:21.0,,,17-20,,V. Oladipo misses 2-pt shot from 12 ft
0:19.0,Defensive rebound by J. Grant,,17-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,S. Vujacic misses 3-pt shot from 24 ft,,17-20,,
11:44.0,,,17-20,,Defensive rebound by Team
11:31.0,,,17-22,2,J. Smith makes 2-pt shot from 18 ft (assist by V. Oladipo)
11:19.0,Offensive foul by J. Grant,,17-22,,
11:19.0,Turnover by J. Grant (offensive foul),,17-22,,
11:08.0,,,17-22,,Shooting foul by S. Vujacic (drawn by V. Oladipo)
11:08.0,,,17-23,1,V. Oladipo makes free throw 1 of 2
11:08.0,,,17-24,1,V. Oladipo makes free throw 2 of 2
10:51.0,K. Seraphin misses 2-pt shot from 7 ft,,17-24,,
10:50.0,,,17-24,,Defensive rebound by V. Oladipo
10:46.0,,,17-24,,V. Oladipo misses 2-pt shot from 1 ft
10:43.0,Defensive rebound by S. Vujacic,,17-24,,
10:32.0,K. O'Quinn misses 2-pt shot from 11 ft (block by J. Smith),,17-24,,
10:29.0,,,17-24,,Defensive rebound by A. Nicholson
10:27.0,,,17-26,2,V. Oladipo makes 2-pt shot at rim (assist by S. Napier)
10:04.0,L. Thomas misses 2-pt shot from 14 ft,,17-26,,
10:02.0,,,17-26,,Defensive rebound by J. Smith
9:51.0,,,17-28,2,A. Nicholson makes 2-pt shot from 1 ft
9:49.0,New York full timeout,,17-28,,
9:49.0,C. Anthony enters the game for K. O'Quinn,,17-28,,
9:49.0,L. Amundson enters the game for K. Seraphin,,17-28,,
9:36.0,Turnover by J. Grant (bad pass; steal by J. Smith),,17-28,,
9:27.0,,,17-28,,A. Gordon misses 2-pt shot from 2 ft (block by S. Vujacic)
9:24.0,,,17-28,,Offensive rebound by A. Gordon
9:22.0,,,17-28,,A. Gordon misses 2-pt shot at rim
9:20.0,,,17-28,,Offensive rebound by A. Gordon
9:20.0,,,17-28,,A. Gordon misses 2-pt shot at rim
9:17.0,Defensive rebound by L. Amundson,,17-28,,
9:08.0,Shooting foul by V. Oladipo (drawn by L. Thomas),,17-28,,
9:08.0,L. Thomas makes free throw 1 of 2,1,18-28,,
9:08.0,J. Calderon enters the game for J. Grant,,18-28,,
9:08.0,L. Thomas makes free throw 2 of 2,1,19-28,,
8:59.0,,,19-28,,S. Napier misses 3-pt shot from 25 ft
8:58.0,Defensive rebound by L. Amundson,,19-28,,
8:34.0,J. Calderon misses 3-pt shot from 28 ft,,19-28,,
8:34.0,Offensive rebound by Team,,19-28,,
8:34.0,Turnover by Team (shot clock),,19-28,,
8:34.0,Official timeout,,19-28,,
8:34.0,,,19-28,,E. Payton enters the game for S. Napier
8:13.0,K. Porzingis enters the game for L. Thomas,,19-28,,
8:08.0,,,19-28,,Turnover by Team (shot clock)
7:54.0,Shooting foul by A. Gordon (drawn by C. Anthony),,19-28,,
7:54.0,C. Anthony makes free throw 1 of 2,1,20-28,,
7:54.0,A. Afflalo enters the game for S. Vujacic,,20-28,,
7:54.0,,,20-28,,E. Fournier enters the game for V. Oladipo
7:54.0,C. Anthony makes free throw 2 of 2,1,21-28,,
7:30.0,,,21-28,,A. Nicholson misses 2-pt shot from 12 ft
7:28.0,Defensive rebound by C. Anthony,,21-28,,
7:21.0,C. Anthony makes 2-pt shot from 20 ft,2,23-28,,
7:05.0,,,23-31,3,A. Nicholson makes 3-pt shot from 22 ft (assist by E. Payton)
6:57.0,,,23-31,,Personal foul by E. Fournier (drawn by J. Calderon)
6:57.0,,,23-31,,C. Frye enters the game for A. Nicholson
6:49.0,C. Anthony makes 2-pt shot from 15 ft,2,25-31,,
6:32.0,,,25-31,,E. Payton misses 2-pt shot from 19 ft
6:30.0,Defensive rebound by K. Porzingis,,25-31,,
6:17.0,L. Amundson misses 2-pt shot from 8 ft,,25-31,,
6:17.0,,,25-31,,Defensive rebound by C. Frye
6:08.0,,,25-34,3,C. Frye makes 3-pt shot from 24 ft (assist by E. Payton)
5:49.0,Turnover by C. Anthony (bad pass),,25-34,,
5:49.0,,,25-34,,Orlando full timeout
5:49.0,R. Lopez enters the game for L. Amundson,,25-34,,
5:49.0,,,25-34,,T. Harris enters the game for A. Gordon
5:49.0,,,25-34,,N. Vucevic enters the game for J. Smith
5:37.0,,,25-36,2,T. Harris makes 2-pt shot from 1 ft (assist by E. Payton)
5:23.0,,,25-36,,Personal foul by N. Vucevic (drawn by K. Porzingis)
5:09.0,J. Calderon misses 2-pt shot from 17 ft,,25-36,,
5:07.0,,,25-36,,Defensive rebound by T. Harris
4:51.0,,,25-36,,E. Payton misses 3-pt shot from 25 ft
4:49.0,Defensive rebound by K. Porzingis,,25-36,,
4:40.0,C. Anthony misses 2-pt shot from 15 ft,,25-36,,
4:39.0,Offensive rebound by R. Lopez,,25-36,,
4:39.0,R. Lopez misses 2-pt shot from 1 ft,,25-36,,
4:33.0,,,25-36,,Defensive rebound by E. Fournier
4:25.0,,,25-36,,E. Payton misses 2-pt shot from 13 ft
4:22.0,,,25-36,,Offensive rebound by N. Vucevic
4:22.0,,,25-36,,N. Vucevic misses 2-pt shot at rim
4:18.0,Defensive rebound by R. Lopez,,25-36,,
4:07.0,C. Anthony makes 3-pt shot from 24 ft (assist by K. Porzingis),3,28-36,,
3:43.0,,,28-36,,E. Fournier misses 3-pt shot from 26 ft
3:42.0,Defensive rebound by J. Calderon,,28-36,,
3:35.0,A. Afflalo misses 3-pt shot from 24 ft,,28-36,,
3:34.0,,,28-36,,Defensive rebound by N. Vucevic
3:24.0,,,28-36,,C. Frye misses 2-pt shot from 21 ft
3:23.0,,,28-36,,Offensive rebound by E. Fournier
3:21.0,,,28-36,,E. Fournier misses 2-pt shot from 3 ft
3:19.0,Defensive rebound by C. Anthony,,28-36,,
3:03.0,A. Afflalo makes 2-pt shot from 2 ft,2,30-36,,
2:48.0,,,30-38,2,T. Harris makes 2-pt shot from 3 ft
2:39.0,New York full timeout,,30-38,,
2:39.0,,,30-38,,J. Smith enters the game for N. Vucevic
2:32.0,A. Afflalo misses 3-pt shot from 24 ft,,30-38,,
2:31.0,Offensive rebound by K. Porzingis,,30-38,,
2:29.0,Turnover by K. Porzingis (lost ball),,30-38,,
2:19.0,,,30-38,,Offensive foul by J. Smith
2:19.0,,,30-38,,Turnover by J. Smith (offensive foul)
2:08.0,R. Lopez makes 2-pt shot from 3 ft (assist by J. Calderon),2,32-38,,
1:52.0,,,32-38,,E. Fournier misses 3-pt shot from 25 ft
1:50.0,Defensive rebound by R. Lopez,,32-38,,
1:44.0,K. Porzingis misses 2-pt shot from 15 ft,,32-38,,
1:42.0,,,32-38,,Defensive rebound by E. Payton
1:33.0,,,32-40,2,J. Smith makes 2-pt shot from 16 ft (assist by E. Payton)
1:22.0,K. Porzingis misses 3-pt shot from 24 ft,,32-40,,
1:21.0,,,32-40,,Defensive rebound by J. Smith
1:13.0,,,32-42,2,J. Smith makes 2-pt shot from 15 ft (assist by E. Payton)
0:54.0,R. Lopez makes 2-pt shot from 6 ft (assist by C. Anthony),2,34-42,,
0:36.0,,,34-42,,Shooting foul by J. Calderon (drawn by J. Smith)
0:36.0,,,34-43,1,J. Smith makes free throw 1 of 2
0:36.0,,,34-44,1,J. Smith makes free throw 2 of 2
0:21.0,,,34-44,,Personal foul by E. Payton (drawn by J. Calderon)
0:21.0,J. Calderon makes free throw 1 of 2,1,35-44,,
0:21.0,L. Thomas enters the game for C. Anthony,,35-44,,
0:21.0,L. Amundson enters the game for R. Lopez,,35-44,,
0:21.0,L. Galloway enters the game for A. Afflalo,,35-44,,
0:21.0,J. Calderon misses free throw 2 of 2,,35-44,,
0:20.0,,,35-44,,Defensive rebound by T. Harris
0:00.0,,,35-46,2,E. Payton makes 2-pt shot from 16 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,A. Afflalo makes 3-pt shot from 26 ft (assist by J. Calderon),3,38-46,,
11:19.0,,,38-46,,N. Vucevic misses 2-pt shot from 17 ft
11:17.0,Defensive rebound by R. Lopez,,38-46,,
11:02.0,J. Calderon makes 2-pt shot from 2 ft (assist by K. Porzingis),2,40-46,,
10:39.0,,,40-46,,T. Harris misses 2-pt shot from 18 ft
10:37.0,Defensive rebound by K. Porzingis,,40-46,,
10:15.0,C. Anthony makes 2-pt shot from 8 ft,2,42-46,,
9:56.0,,,42-49,3,E. Fournier makes 3-pt shot from 25 ft (assist by N. Vucevic)
9:41.0,A. Afflalo makes 2-pt shot from 12 ft,2,44-49,,
9:24.0,,,44-51,2,N. Vucevic makes 2-pt shot from 2 ft (assist by E. Payton)
9:01.0,,,44-51,,Violation by C. Frye (def goaltending)
9:01.0,J. Calderon makes 2-pt shot from 2 ft,2,46-51,,
8:49.0,,,46-53,2,N. Vucevic makes 2-pt shot from 2 ft (assist by E. Payton)
8:29.0,A. Afflalo misses 2-pt shot from 12 ft,,46-53,,
8:28.0,Offensive rebound by K. Porzingis,,46-53,,
8:27.0,K. Porzingis makes 2-pt shot from 3 ft,2,48-53,,
8:14.0,,,48-55,2,N. Vucevic makes 2-pt shot from 19 ft (assist by E. Payton)
7:57.0,A. Afflalo misses 2-pt shot from 12 ft,,48-55,,
7:54.0,,,48-55,,Defensive rebound by N. Vucevic
7:47.0,,,48-55,,E. Fournier misses 2-pt shot from 1 ft
7:43.0,Defensive rebound by C. Anthony,,48-55,,
7:33.0,,,48-55,,Personal foul by E. Fournier (drawn by K. Porzingis)
7:26.0,Shooting foul by T. Harris (drawn by C. Anthony),,48-55,,
7:26.0,C. Anthony makes free throw 1 of 2,1,49-55,,
7:26.0,C. Anthony misses free throw 2 of 2,,49-55,,
7:24.0,,,49-55,,Defensive rebound by C. Frye
7:10.0,,,49-55,,Turnover by T. Harris (lost ball)
6:52.0,K. Porzingis makes 2-pt shot from 18 ft,2,51-55,,
6:30.0,,,51-55,,C. Frye misses 3-pt shot from 22 ft
6:29.0,Defensive rebound by J. Calderon,,51-55,,
6:25.0,C. Anthony misses 3-pt shot from 27 ft,,51-55,,
6:21.0,,,51-55,,Defensive rebound by N. Vucevic
6:09.0,,,51-55,,E. Payton misses 2-pt shot from 2 ft (block by K. Porzingis)
6:06.0,Defensive rebound by R. Lopez,,51-55,,
6:02.0,A. Afflalo misses 2-pt shot from 5 ft (block by N. Vucevic),,51-55,,
6:00.0,,,51-55,,Defensive rebound by Team
6:00.0,,,51-55,,V. Oladipo enters the game for E. Fournier
5:48.0,,,51-57,2,N. Vucevic makes 2-pt shot from 5 ft
5:46.0,New York full timeout,,51-57,,
5:44.0,,,51-57,,A. Nicholson enters the game for C. Frye
5:28.0,J. Calderon misses 2-pt shot from 9 ft,,51-57,,
5:28.0,Offensive rebound by Team,,51-57,,
5:21.0,K. Porzingis misses 2-pt shot from 20 ft,,51-57,,
5:20.0,Offensive rebound by C. Anthony,,51-57,,
5:10.0,C. Anthony makes 3-pt shot from 26 ft (assist by K. Porzingis),3,54-57,,
4:45.0,,,54-57,,V. Oladipo misses 2-pt shot from 18 ft
4:44.0,,,54-57,,Offensive rebound by N. Vucevic
4:34.0,,,54-60,3,T. Harris makes 3-pt shot from 23 ft (assist by V. Oladipo)
4:08.0,J. Calderon makes 3-pt shot from 23 ft (assist by R. Lopez),3,57-60,,
3:55.0,,,57-60,,Shooting foul by R. Lopez (drawn by V. Oladipo)
3:55.0,,,57-61,1,V. Oladipo makes free throw 1 of 2
3:55.0,,,57-62,1,V. Oladipo makes free throw 2 of 2
3:32.0,C. Anthony misses 2-pt shot from 18 ft,,57-62,,
3:31.0,,,57-62,,Defensive rebound by V. Oladipo
3:18.0,,,57-62,,V. Oladipo misses 2-pt shot from 1 ft
3:17.0,,,57-62,,Offensive rebound by N. Vucevic
3:17.0,,,57-62,,N. Vucevic misses 2-pt shot from 2 ft
3:12.0,Defensive rebound by C. Anthony,,57-62,,
3:04.0,K. Seraphin enters the game for K. Porzingis,,57-62,,
3:04.0,K. O'Quinn enters the game for R. Lopez,,57-62,,
2:53.0,Turnover by K. Seraphin (offensive foul),,57-62,,
2:53.0,Offensive foul by K. Seraphin,,57-62,,
2:53.0,,,57-62,,Orlando full timeout
2:53.0,L. Galloway enters the game for A. Afflalo,,57-62,,
2:53.0,S. Vujacic enters the game for J. Calderon,,57-62,,
2:40.0,,,57-64,2,N. Vucevic makes 2-pt shot from 16 ft (assist by T. Harris)
2:19.0,,,57-64,,S. Napier enters the game for E. Payton
2:12.0,K. O'Quinn misses 2-pt shot from 19 ft,,57-64,,
2:10.0,,,57-64,,Defensive rebound by V. Oladipo
2:05.0,,,57-66,2,V. Oladipo makes 2-pt shot at rim
2:05.0,,,57-66,,Shooting foul by K. O'Quinn (drawn by V. Oladipo)
2:05.0,,,57-66,,A. Gordon enters the game for T. Harris
2:05.0,,,57-67,1,V. Oladipo makes free throw 1 of 1
1:41.0,C. Anthony misses 2-pt shot from 11 ft (block by A. Gordon),,57-67,,
1:39.0,Offensive rebound by C. Anthony,,57-67,,
1:39.0,C. Anthony makes 2-pt shot from 1 ft,2,59-67,,
1:25.0,,,59-67,,Shooting foul by K. Seraphin (drawn by V. Oladipo)
1:25.0,,,59-67,,V. Oladipo misses free throw 1 of 2
1:25.0,,,59-67,,Offensive rebound by Team
1:25.0,,,59-67,,J. Smith enters the game for N. Vucevic
1:25.0,A. Afflalo enters the game for S. Vujacic,,59-67,,
1:25.0,,,59-68,1,V. Oladipo makes free throw 2 of 2
1:08.0,L. Galloway misses 3-pt shot from 23 ft,,59-68,,
1:07.0,,,59-68,,Defensive rebound by Team
0:54.0,,,59-70,2,V. Oladipo makes 2-pt shot from 16 ft
0:42.0,C. Anthony misses 2-pt shot from 2 ft,,59-70,,
0:41.0,Offensive rebound by C. Anthony,,59-70,,
0:41.0,C. Anthony misses 2-pt shot from 2 ft (block by A. Gordon),,59-70,,
0:41.0,Offensive rebound by Team,,59-70,,
0:37.0,K. O'Quinn makes 2-pt shot from 13 ft (assist by A. Afflalo),2,61-70,,
0:24.0,,,61-72,2,S. Napier makes 2-pt shot from 16 ft
0:02.0,K. O'Quinn makes 2-pt shot at rim (assist by K. Seraphin),2,63-72,,
0:00.0,,,63-72,,V. Oladipo misses 3-pt shot from 59 ft
0:00.0,,,63-72,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,63-74,2,V. Oladipo makes 2-pt shot from 17 ft (assist by A. Gordon)
11:30.0,A. Afflalo misses 2-pt shot from 18 ft,,63-74,,
11:29.0,,,63-74,,Defensive rebound by Team
11:29.0,S. Vujacic enters the game for A. Afflalo,,63-74,,
11:19.0,,,63-74,,V. Oladipo misses 2-pt shot from 1 ft
11:18.0,Defensive rebound by K. O'Quinn,,63-74,,
11:02.0,S. Vujacic misses 3-pt shot from 24 ft,,63-74,,
11:01.0,,,63-74,,Defensive rebound by A. Nicholson
10:50.0,,,63-74,,Shooting foul by L. Galloway (drawn by V. Oladipo)
10:50.0,,,63-75,1,V. Oladipo makes free throw 1 of 2
10:50.0,,,63-76,1,V. Oladipo makes free throw 2 of 2
10:34.0,K. Porzingis misses 3-pt shot from 24 ft,,63-76,,
10:32.0,Offensive rebound by Team,,63-76,,
10:30.0,Offensive foul by S. Vujacic,,63-76,,
10:30.0,Turnover by S. Vujacic (offensive foul),,63-76,,
10:15.0,,,63-76,,A. Gordon misses 2-pt shot from 17 ft
10:14.0,Defensive rebound by K. Porzingis,,63-76,,
10:01.0,Shooting foul by A. Nicholson (drawn by K. Porzingis),,63-76,,
10:01.0,K. Porzingis makes free throw 1 of 2,1,64-76,,
10:01.0,C. Anthony enters the game for K. O'Quinn,,64-76,,
10:01.0,K. Porzingis misses free throw 2 of 2,,64-76,,
10:00.0,,,64-76,,Defensive rebound by J. Smith
9:51.0,Personal foul by L. Galloway (drawn by V. Oladipo),,64-76,,
9:45.0,,,64-76,,S. Napier misses 2-pt shot from 19 ft
9:44.0,Defensive rebound by C. Anthony,,64-76,,
9:35.0,K. Porzingis misses 2-pt shot from 3 ft (block by A. Nicholson),,64-76,,
9:35.0,Offensive rebound by Team,,64-76,,
9:31.0,,,64-76,,Personal foul by A. Gordon (drawn by C. Anthony)
9:24.0,L. Galloway misses 3-pt shot from 26 ft,,64-76,,
9:24.0,Offensive rebound by Team,,64-76,,
9:24.0,,,64-76,,Loose ball foul by J. Smith (drawn by C. Anthony)
9:16.0,Shooting foul by A. Gordon (drawn by C. Anthony),,64-76,,
9:16.0,C. Anthony makes free throw 1 of 2,1,65-76,,
9:16.0,C. Anthony makes free throw 2 of 2,1,66-76,,
9:03.0,Personal foul by L. Galloway (drawn by V. Oladipo),,66-76,,
9:03.0,J. Calderon enters the game for L. Galloway,,66-76,,
8:59.0,,,66-76,,Offensive foul by S. Napier
8:59.0,,,66-76,,Turnover by S. Napier (offensive foul)
8:59.0,Official timeout,,66-76,,
8:59.0,,,66-76,,E. Payton enters the game for S. Napier
8:48.0,,,66-76,,Away from play foul by J. Smith (drawn by K. Porzingis)
8:48.0,K. Porzingis misses free throw 1 of 2,,66-76,,
8:48.0,Offensive rebound by Team,,66-76,,
8:48.0,,,66-76,,T. Harris enters the game for A. Gordon
8:48.0,,,66-76,,N. Vucevic enters the game for J. Smith
8:48.0,K. Porzingis makes free throw 2 of 2,1,67-76,,
8:34.0,,,67-76,,Offensive foul by N. Vucevic
8:34.0,,,67-76,,Turnover by N. Vucevic (offensive foul)
8:15.0,Offensive foul by K. Porzingis,,67-76,,
8:15.0,Turnover by K. Porzingis (offensive foul),,67-76,,
8:05.0,,,67-76,,V. Oladipo misses 2-pt shot at rim (block by K. Porzingis)
8:03.0,Defensive rebound by K. Porzingis,,67-76,,
7:56.0,J. Calderon makes 3-pt shot from 24 ft,3,70-76,,
7:41.0,,,70-76,,Shooting foul by S. Vujacic (drawn by V. Oladipo)
7:41.0,,,70-77,1,V. Oladipo makes free throw 1 of 2
7:41.0,,,70-78,1,V. Oladipo makes free throw 2 of 2
7:28.0,J. Calderon misses 3-pt shot from 24 ft,,70-78,,
7:26.0,,,70-78,,Defensive rebound by T. Harris
7:21.0,,,70-80,2,A. Nicholson makes 2-pt shot at rim (assist by T. Harris)
7:06.0,S. Vujacic misses 3-pt shot from 24 ft,,70-80,,
7:03.0,,,70-80,,Defensive rebound by N. Vucevic
6:59.0,Shooting block foul by S. Vujacic (drawn by V. Oladipo),,70-80,,
6:59.0,,,70-81,1,V. Oladipo makes free throw 1 of 2
6:59.0,New York full timeout,,70-81,,
6:59.0,,,70-81,,V. Oladipo misses free throw 2 of 2
6:57.0,Defensive rebound by K. Porzingis,,70-81,,
6:37.0,J. Calderon misses 3-pt shot from 23 ft,,70-81,,
6:36.0,,,70-81,,Defensive rebound by T. Harris
6:13.0,,,70-81,,Turnover by E. Payton (bad pass; steal by C. Anthony)
6:02.0,L. Thomas misses 3-pt shot from 23 ft,,70-81,,
6:01.0,,,70-81,,Defensive rebound by V. Oladipo
5:48.0,,,70-81,,Turnover by E. Payton (bad pass; steal by J. Calderon)
5:40.0,J. Calderon makes 2-pt shot at rim,2,72-81,,
5:39.0,,,72-81,,Orlando full timeout
