time,Sacramento,pts.away,score,pts.home,Houston
8:17.0,,,22-47,1,M. Beasley makes free throw 2 of 2
7:59.0,J. Anderson misses 2-pt shot from 20 ft,,22-47,,
7:57.0,,,22-47,,Defensive rebound by Team
7:43.0,,,22-49,2,M. Beasley makes 2-pt shot from 2 ft (assist by J. Terry)
7:21.0,Turnover by J. Anderson (lost ball; steal by M. Beasley),,22-49,,
7:16.0,,,22-49,,M. Beasley misses 2-pt shot from 3 ft (block by Q. Acy)
7:16.0,,,22-49,,Offensive rebound by Team
7:16.0,S. Curry enters the game for Q. Acy,,22-49,,
7:09.0,,,22-49,,J. Terry misses 3-pt shot from 23 ft
7:06.0,Defensive rebound by S. Curry,,22-49,,
7:05.0,,,22-49,,Personal foul by P. Beverley
6:50.0,K. Koufos makes 2-pt shot at rim (assist by W. Cauley-Stein),2,24-49,,
6:27.0,,,24-49,,M. Beasley misses 2-pt shot from 2 ft
6:26.0,Defensive rebound by J. Anderson,,24-49,,
6:17.0,J. Anderson misses 2-pt shot at rim (block by M. Beasley),,24-49,,
6:15.0,Offensive rebound by K. Koufos,,24-49,,
6:15.0,K. Koufos makes 2-pt shot from 1 ft,2,26-49,,
6:06.0,,,26-51,2,M. Beasley makes 2-pt shot from 2 ft (assist by P. Beverley)
6:00.0,W. Cauley-Stein makes 2-pt shot at rim (assist by S. Curry),2,28-51,,
5:48.0,,,28-54,3,J. Terry makes 3-pt shot from 25 ft
5:35.0,,,28-54,,Personal foul by C. Capela
5:35.0,Sacramento full timeout,,28-54,,
5:35.0,,,28-54,,T. Ariza enters the game for C. Capela
5:35.0,,,28-54,,D. Howard enters the game for J. Terry
5:35.0,,,28-54,,J. Harden enters the game for C. Brewer
5:21.0,Turnover by Team (shot clock),,28-54,,
5:03.0,,,28-56,2,D. Howard makes 2-pt shot from 5 ft (assist by J. Harden)
4:51.0,S. Curry misses 2-pt shot from 19 ft,,28-56,,
4:50.0,,,28-56,,Defensive rebound by M. Beasley
4:43.0,,,28-56,,T. Ariza misses 3-pt shot from 22 ft
4:42.0,,,28-56,,Offensive rebound by D. Howard
4:42.0,Loose ball foul by K. Koufos,,28-56,,
4:29.0,,,28-56,,P. Beverley misses 3-pt shot from 25 ft
4:29.0,Defensive rebound by K. Koufos,,28-56,,
4:19.0,J. Anderson misses 3-pt shot from 25 ft,,28-56,,
4:18.0,,,28-56,,Defensive rebound by P. Beverley
4:12.0,,,28-58,2,P. Beverley makes 2-pt shot from 1 ft
3:55.0,B. McLemore makes 3-pt shot from 23 ft (assist by J. Anderson),3,31-58,,
3:45.0,,,31-58,,Turnover by J. Harden (lost ball; steal by W. Cauley-Stein)
3:39.0,Turnover by S. Curry (lost ball; steal by P. Beverley),,31-58,,
3:35.0,,,31-60,2,M. Beasley makes 2-pt shot at rim (assist by P. Beverley)
3:07.0,B. McLemore makes 3-pt shot from 24 ft (assist by S. Curry),3,34-60,,
2:51.0,,,34-60,,J. Harden misses 2-pt shot from 17 ft
2:50.0,Defensive rebound by J. Anderson,,34-60,,
2:37.0,,,34-60,,Personal foul by J. Harden
2:37.0,,,34-60,,Houston full timeout
2:37.0,Q. Acy enters the game for W. Cauley-Stein,,34-60,,
2:37.0,D. Dukan enters the game for S. Curry,,34-60,,
2:37.0,,,34-60,,D. Motiejunas enters the game for M. Beasley
2:27.0,D. Dukan makes 3-pt shot from 25 ft (assist by Q. Acy),3,37-60,,
2:14.0,,,37-60,,Turnover by D. Motiejunas (lost ball; steal by J. Anderson)
2:10.0,J. Anderson makes 2-pt shot at rim,2,39-60,,
2:00.0,,,39-60,,Turnover by D. Motiejunas (lost ball; steal by D. Dukan)
1:54.0,B. McLemore makes 2-pt shot from 1 ft (assist by D. Dukan),2,41-60,,
1:52.0,,,41-60,,Houston full timeout
1:38.0,,,41-62,2,D. Howard makes 2-pt shot at rim (assist by J. Harden)
1:14.0,D. Dukan misses 3-pt shot from 24 ft,,41-62,,
1:14.0,,,41-62,,Defensive rebound by T. Ariza
1:11.0,,,41-62,,Turnover by T. Ariza (lost ball; steal by J. Anderson)
1:07.0,B. McLemore makes 3-pt shot from 24 ft (assist by J. Anderson),3,44-62,,
0:50.0,,,44-64,2,J. Harden makes 2-pt shot from 19 ft
0:43.0,,,44-64,,Personal foul by J. Harden
0:35.0,B. McLemore misses 3-pt shot from 24 ft,,44-64,,
0:34.0,Offensive rebound by B. McLemore,,44-64,,
0:27.0,Q. Acy misses 3-pt shot from 25 ft,,44-64,,
0:26.0,Offensive rebound by B. McLemore,,44-64,,
0:02.0,J. Anderson misses 2-pt shot from 10 ft,,44-64,,
0:01.0,Offensive rebound by D. Dukan,,44-64,,
0:00.0,D. Dukan misses 2-pt shot from 6 ft,,44-64,,
0:00.0,Offensive rebound by Team,,44-64,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,44-64,,P. Beverley misses 3-pt shot from 23 ft
11:39.0,Defensive rebound by K. Koufos,,44-64,,
11:23.0,Offensive foul by S. Curry,,44-64,,
11:23.0,Turnover by S. Curry (offensive foul),,44-64,,
11:07.0,,,44-64,,D. Motiejunas misses 2-pt shot from 6 ft
11:06.0,Defensive rebound by K. Koufos,,44-64,,
10:49.0,B. McLemore makes 2-pt shot from 17 ft (assist by W. Cauley-Stein),2,46-64,,
10:34.0,,,46-67,3,J. Harden makes 3-pt shot from 24 ft (assist by D. Motiejunas)
10:17.0,Turnover by J. Anderson (lost ball; steal by P. Beverley),,46-67,,
10:13.0,,,46-69,2,J. Harden makes 2-pt shot at rim (assist by P. Beverley)
9:54.0,K. Koufos misses 2-pt shot from 5 ft,,46-69,,
9:53.0,,,46-69,,Defensive rebound by D. Motiejunas
9:47.0,,,46-69,,J. Harden misses 3-pt shot from 25 ft
9:46.0,Defensive rebound by K. Koufos,,46-69,,
9:43.0,Turnover by B. McLemore (bad pass),,46-69,,
9:23.0,,,46-69,,T. Ariza misses 2-pt shot from 2 ft
9:22.0,Defensive rebound by B. McLemore,,46-69,,
9:16.0,Turnover by J. Anderson (lost ball; steal by P. Beverley),,46-69,,
9:11.0,,,46-69,,T. Ariza misses 3-pt shot from 25 ft
9:10.0,Defensive rebound by Team,,46-69,,
8:55.0,S. Curry misses 2-pt shot from 15 ft,,46-69,,
8:55.0,,,46-69,,Defensive rebound by Team
8:46.0,,,46-69,,D. Motiejunas misses 3-pt shot from 25 ft
8:45.0,Defensive rebound by K. Koufos,,46-69,,
8:30.0,,,46-69,,Def 3 sec tech foul by D. Howard
8:30.0,S. Curry makes technical free throw,1,47-69,,
8:25.0,Turnover by B. McLemore (bad pass),,47-69,,
8:16.0,,,47-71,2,J. Harden makes 2-pt shot from 1 ft (assist by P. Beverley)
7:53.0,Turnover by J. Anderson (lost ball; steal by P. Beverley),,47-71,,
7:47.0,,,47-73,2,T. Ariza makes 2-pt shot from 2 ft (assist by P. Beverley)
7:26.0,S. Curry makes 3-pt shot from 27 ft (assist by K. Koufos),3,50-73,,
7:11.0,,,50-73,,J. Harden misses 2-pt shot from 10 ft
7:10.0,,,50-73,,Offensive rebound by J. Harden
7:09.0,,,50-73,,J. Harden misses 2-pt shot from 3 ft (block by K. Koufos)
7:08.0,Defensive rebound by S. Curry,,50-73,,
7:02.0,S. Curry misses 3-pt shot from 24 ft,,50-73,,
7:01.0,Offensive rebound by S. Curry,,50-73,,
7:00.0,B. McLemore makes 2-pt shot from 2 ft (assist by W. Cauley-Stein),2,52-73,,
7:00.0,,,52-73,,Houston full timeout
7:00.0,Q. Acy enters the game for W. Cauley-Stein,,52-73,,
6:45.0,,,52-75,2,D. Howard makes 2-pt shot at rim (assist by J. Harden)
6:22.0,Q. Acy misses 2-pt shot from 6 ft,,52-75,,
6:22.0,,,52-75,,Defensive rebound by P. Beverley
6:16.0,,,52-75,,J. Harden misses 2-pt shot from 2 ft
6:15.0,Defensive rebound by B. McLemore,,52-75,,
6:11.0,J. Anderson makes 2-pt shot from 2 ft (assist by B. McLemore),2,54-75,,
5:52.0,,,54-75,,J. Harden misses 2-pt shot from 12 ft
5:51.0,Defensive rebound by Q. Acy,,54-75,,
5:41.0,J. Anderson misses 3-pt shot from 26 ft,,54-75,,
5:40.0,,,54-75,,Defensive rebound by D. Howard
5:33.0,,,54-75,,Shooting foul by J. Anderson (drawn by D. Motiejunas)
5:33.0,,,54-75,,D. Motiejunas misses free throw 1 of 2
5:33.0,,,54-75,,Offensive rebound by Team
5:33.0,,,54-76,1,D. Motiejunas makes free throw 2 of 2
5:12.0,B. McLemore misses 3-pt shot from 22 ft,,54-76,,
5:11.0,,,54-76,,Defensive rebound by D. Motiejunas
5:07.0,,,54-76,,Turnover by T. Ariza (lost ball; steal by K. Koufos)
5:01.0,,,54-76,,J. Smith enters the game for D. Motiejunas
5:01.0,D. Dukan enters the game for J. Anderson,,54-76,,
4:48.0,Q. Acy makes 2-pt shot from 9 ft (assist by B. McLemore),2,56-76,,
4:31.0,,,56-78,2,J. Harden makes 2-pt shot from 2 ft (assist by P. Beverley)
4:23.0,S. Curry misses 3-pt shot from 25 ft,,56-78,,
4:22.0,,,56-78,,Defensive rebound by D. Howard
4:10.0,,,56-78,,T. Ariza misses 2-pt shot from 19 ft
4:09.0,Defensive rebound by B. McLemore,,56-78,,
3:59.0,Shooting foul by J. Smith (drawn by Q. Acy),,56-78,,
3:59.0,Q. Acy makes free throw 1 of 2,1,57-78,,
3:59.0,W. Cauley-Stein enters the game for K. Koufos,,57-78,,
3:59.0,,,57-78,,C. Brewer enters the game for T. Ariza
3:59.0,Q. Acy misses free throw 2 of 2,,57-78,,
3:59.0,,,57-78,,Defensive rebound by D. Howard
3:48.0,,,57-81,3,J. Harden makes 3-pt shot from 26 ft (assist by J. Smith)
3:35.0,Turnover by Q. Acy (lost ball; steal by J. Smith),,57-81,,
3:30.0,,,57-81,,J. Harden misses 3-pt shot from 25 ft
3:30.0,,,57-81,,Offensive rebound by J. Harden
3:30.0,,,57-81,,Shooting foul by D. Dukan (drawn by J. Harden)
3:30.0,,,57-82,1,J. Harden makes free throw 1 of 2
3:30.0,,,57-83,1,J. Harden makes free throw 2 of 2
3:16.0,B. McLemore misses 2-pt shot from 3 ft (block by D. Howard),,57-83,,
3:15.0,,,57-83,,Defensive rebound by J. Harden
3:11.0,,,57-85,2,J. Harden makes 2-pt shot from 1 ft
2:52.0,S. Curry misses 2-pt shot from 8 ft,,57-85,,
2:51.0,Offensive rebound by W. Cauley-Stein,,57-85,,
2:51.0,W. Cauley-Stein misses 2-pt shot at rim,,57-85,,
2:49.0,,,57-85,,Defensive rebound by D. Howard
2:42.0,,,57-88,3,J. Harden makes 3-pt shot from 24 ft
2:41.0,Sacramento full timeout,,57-88,,
2:41.0,J. Anderson enters the game for S. Curry,,57-88,,
2:28.0,,,57-88,,Personal foul by P. Beverley
2:17.0,Shooting foul by C. Brewer (drawn by J. Anderson),,57-88,,
2:17.0,J. Anderson misses free throw 1 of 2,,57-88,,
2:17.0,Offensive rebound by Team,,57-88,,
2:17.0,J. Anderson makes free throw 2 of 2,1,58-88,,
2:10.0,,,58-88,,C. Brewer misses 3-pt shot from 23 ft
2:06.0,,,58-88,,Offensive rebound by P. Beverley
2:05.0,Personal block foul by W. Cauley-Stein,,58-88,,
1:50.0,,,58-88,,Turnover by C. Brewer (lost ball; steal by Q. Acy)
1:44.0,J. Anderson makes 2-pt shot from 2 ft,2,60-88,,
1:28.0,,,60-88,,J. Harden misses 3-pt shot from 27 ft
1:27.0,Defensive rebound by D. Dukan,,60-88,,
1:11.0,W. Cauley-Stein misses 2-pt shot from 19 ft,,60-88,,
1:10.0,,,60-88,,Defensive rebound by D. Howard
1:00.0,,,60-90,2,D. Howard makes 2-pt shot from 2 ft (assist by P. Beverley)
0:44.0,B. McLemore makes 2-pt shot from 8 ft,2,62-90,,
0:27.0,,,62-92,2,J. Smith makes 2-pt shot from 2 ft (assist by P. Beverley)
0:05.0,J. Anderson makes 2-pt shot from 2 ft,2,64-92,,
0:00.0,,,64-92,,D. Howard misses 3-pt shot from 24 ft
0:00.0,,,64-92,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,Q. Acy misses 2-pt shot from 17 ft,,64-92,,
11:45.0,,,64-92,,Defensive rebound by C. Capela
11:34.0,,,64-95,3,K. McDaniels makes 3-pt shot from 24 ft (assist by J. Smith)
11:09.0,Q. Acy misses 2-pt shot from 3 ft,,64-95,,
11:08.0,,,64-95,,Defensive rebound by C. Capela
11:00.0,,,64-95,,J. Terry misses 3-pt shot from 26 ft
10:59.0,Defensive rebound by W. Cauley-Stein,,64-95,,
10:49.0,W. Cauley-Stein makes 2-pt shot from 1 ft,2,66-95,,
10:32.0,,,66-95,,C. Brewer misses 3-pt shot from 22 ft
10:31.0,Defensive rebound by Q. Acy,,66-95,,
10:23.0,,,66-95,,Personal foul by C. Brewer
10:23.0,K. Koufos enters the game for Q. Acy,,66-95,,
10:07.0,J. Anderson misses 3-pt shot from 25 ft,,66-95,,
10:05.0,Offensive rebound by K. Koufos,,66-95,,
9:56.0,W. Cauley-Stein misses 2-pt shot from 15 ft,,66-95,,
9:54.0,,,66-95,,Defensive rebound by C. Capela
9:49.0,,,66-95,,Turnover by C. Capela (lost ball)
9:28.0,D. Dukan makes 3-pt shot from 24 ft (assist by S. Curry),3,69-95,,
9:16.0,,,69-97,2,J. Smith makes 2-pt shot from 10 ft (assist by J. Terry)
9:07.0,W. Cauley-Stein misses 2-pt shot from 20 ft,,69-97,,
9:06.0,,,69-97,,Defensive rebound by K. McDaniels
8:58.0,,,69-97,,Shooting foul by W. Cauley-Stein (drawn by K. McDaniels)
8:58.0,Official timeout,,69-97,,
8:58.0,,,69-97,,K. McDaniels misses free throw 1 of 2
8:58.0,,,69-97,,Offensive rebound by Team
8:58.0,,,69-98,1,K. McDaniels makes free throw 2 of 2
8:44.0,W. Cauley-Stein misses 2-pt shot from 2 ft (block by C. Capela),,69-98,,
8:43.0,,,69-98,,Defensive rebound by K. McDaniels
8:42.0,Personal foul by K. Koufos,,69-98,,
8:34.0,Violation by W. Cauley-Stein (kicked ball),,69-98,,
8:28.0,,,69-98,,J. Terry misses 3-pt shot from 24 ft
8:27.0,Defensive rebound by K. Koufos,,69-98,,
8:16.0,K. Koufos makes 2-pt shot from 7 ft (assist by S. Curry),2,71-98,,
8:04.0,,,71-100,2,C. Capela makes 2-pt shot from 2 ft (assist by J. Smith)
8:04.0,,,71-100,,Shooting foul by W. Cauley-Stein (drawn by C. Capela)
8:04.0,B. McLemore enters the game for D. Dukan,,71-100,,
8:04.0,,,71-100,,C. Capela misses free throw 1 of 1
8:04.0,Defensive rebound by W. Cauley-Stein,,71-100,,
7:50.0,,,71-100,,Shooting block foul by J. Smith (drawn by J. Anderson)
7:50.0,J. Anderson misses free throw 1 of 2,,71-100,,
7:50.0,Offensive rebound by Team,,71-100,,
7:50.0,,,71-100,,J. Harden enters the game for C. Brewer
7:50.0,J. Anderson misses free throw 2 of 2,,71-100,,
7:50.0,,,71-100,,Defensive rebound by C. Capela
7:31.0,,,71-100,,J. Harden misses 2-pt shot from 17 ft
7:30.0,Defensive rebound by J. Anderson,,71-100,,
7:19.0,Turnover by W. Cauley-Stein (lost ball; steal by J. Smith),,71-100,,
7:15.0,,,71-102,2,J. Harden makes 2-pt shot from 1 ft (assist by J. Smith)
7:15.0,,,71-102,,Shooting foul by J. Anderson (drawn by J. Harden)
7:15.0,,,71-102,,M. Beasley enters the game for J. Terry
7:15.0,,,71-102,,M. Harrell enters the game for J. Smith
7:15.0,,,71-103,1,J. Harden makes free throw 1 of 1
7:14.0,,,71-103,,Personal foul by J. Harden
7:09.0,,,71-103,,A. Goudelock enters the game for J. Harden
6:59.0,K. Koufos misses 2-pt shot from 9 ft,,71-103,,
6:58.0,Offensive rebound by W. Cauley-Stein,,71-103,,
6:52.0,S. Curry misses 3-pt shot from 23 ft,,71-103,,
6:51.0,,,71-103,,Defensive rebound by C. Capela
6:41.0,,,71-105,2,K. McDaniels makes 2-pt shot from 17 ft (assist by M. Beasley)
6:28.0,Turnover by J. Anderson (lost ball; steal by A. Goudelock),,71-105,,
6:23.0,,,71-107,2,M. Harrell makes 2-pt shot at rim (assist by A. Goudelock)
6:23.0,Sacramento full timeout,,71-107,,
6:23.0,Q. Acy enters the game for W. Cauley-Stein,,71-107,,
6:11.0,B. McLemore misses 2-pt shot from 19 ft,,71-107,,
6:10.0,,,71-107,,Defensive rebound by K. McDaniels
5:50.0,,,71-107,,Turnover by A. Goudelock (lost ball; steal by B. McLemore)
5:44.0,K. Koufos makes 2-pt shot from 2 ft (assist by J. Anderson),2,73-107,,
5:27.0,,,73-107,,Turnover by A. Goudelock (traveling)
5:14.0,B. McLemore misses 3-pt shot from 26 ft,,73-107,,
5:13.0,,,73-107,,Defensive rebound by C. Capela
5:04.0,,,73-109,2,A. Goudelock makes 2-pt shot from 19 ft
4:53.0,S. Curry misses 3-pt shot from 26 ft,,73-109,,
4:53.0,Offensive rebound by J. Anderson,,73-109,,
4:52.0,,,73-109,,Personal foul by C. Capela
4:46.0,B. McLemore misses 2-pt shot from 2 ft (block by C. Capela),,73-109,,
