time,Toronto,pts.away,score,pts.home,Miami
4:05.0,,,18-19,,Defensive rebound by G. Dragic
3:56.0,,,18-19,,G. Dragic misses 2-pt shot from 4 ft (block by L. Scola)
3:55.0,Defensive rebound by T. Ross,,18-19,,
3:51.0,L. Scola misses 2-pt shot from 6 ft,,18-19,,
3:50.0,Offensive rebound by Team,,18-19,,
3:50.0,Toronto full timeout,,18-19,,
3:50.0,C. Joseph enters the game for J. Johnson,,18-19,,
3:50.0,B. Biyombo enters the game for L. Scola,,18-19,,
3:50.0,P. Patterson enters the game for K. Lowry,,18-19,,
3:50.0,,,18-19,,G. Green enters the game for D. Wade
3:45.0,Shooting foul by J. Winslow (drawn by D. DeRozan),,18-19,,
3:45.0,D. DeRozan makes free throw 1 of 2,1,19-19,,
3:45.0,D. DeRozan makes free throw 2 of 2,1,20-19,,
3:29.0,,,20-19,,J. Winslow misses 3-pt shot from 24 ft
3:28.0,Defensive rebound by P. Patterson,,20-19,,
3:09.0,B. Biyombo misses 2-pt shot from 17 ft,,20-19,,
3:08.0,,,20-19,,Defensive rebound by G. Dragic
3:05.0,,,20-21,2,G. Dragic makes 2-pt shot from 1 ft
2:44.0,T. Ross makes 3-pt shot from 25 ft (assist by D. DeRozan),3,23-21,,
2:22.0,,,23-23,2,G. Dragic makes 2-pt shot from 20 ft
2:03.0,D. DeRozan misses 2-pt shot from 7 ft,,23-23,,
2:02.0,Offensive rebound by B. Biyombo,,23-23,,
1:55.0,,,23-23,,Personal foul by J. Winslow (drawn by D. DeRozan)
1:55.0,,,23-23,,B. Udrih enters the game for G. Dragic
1:55.0,,,23-23,,C. Bosh enters the game for J. Winslow
1:47.0,T. Ross misses 3-pt shot from 25 ft,,23-23,,
1:46.0,,,23-23,,Defensive rebound by H. Whiteside
1:29.0,,,23-23,,L. Deng misses 2-pt shot from 1 ft
1:28.0,Defensive rebound by P. Patterson,,23-23,,
1:21.0,P. Patterson misses 3-pt shot from 24 ft (block by H. Whiteside),,23-23,,
1:20.0,Offensive rebound by B. Biyombo,,23-23,,
1:11.0,Shooting foul by C. Bosh (drawn by D. DeRozan),,23-23,,
1:11.0,D. DeRozan makes free throw 1 of 2,1,24-23,,
1:11.0,,,24-23,,U. Haslem enters the game for H. Whiteside
1:11.0,,,24-23,,J. Richardson enters the game for L. Deng
1:11.0,D. DeRozan makes free throw 2 of 2,1,25-23,,
0:55.0,,,25-23,,Shooting foul by P. Patterson (drawn by C. Bosh)
0:55.0,,,25-24,1,C. Bosh makes free throw 1 of 2
0:55.0,,,25-25,1,C. Bosh makes free throw 2 of 2
0:47.0,,,25-25,,Personal foul by G. Green (drawn by D. DeRozan)
0:47.0,D. DeRozan makes free throw 1 of 2,1,26-25,,
0:47.0,D. DeRozan makes free throw 2 of 2,1,27-25,,
0:27.0,,,27-25,,G. Green misses 2-pt shot from 5 ft (block by T. Ross)
0:26.0,,,27-25,,Offensive rebound by Team
0:22.0,,,27-25,,U. Haslem misses 3-pt shot from 25 ft
0:21.0,Defensive rebound by B. Biyombo,,27-25,,
0:01.0,D. DeRozan misses 2-pt shot from 22 ft,,27-25,,
0:00.0,Offensive rebound by Team,,27-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:53.0,,,27-25,,Personal foul by J. Richardson (drawn by K. Lowry)
11:45.0,Turnover by T. Ross (lost ball),,27-25,,
11:28.0,,,27-25,,Turnover by C. Bosh (bad pass; steal by C. Joseph)
11:20.0,K. Lowry makes 2-pt shot at rim (assist by C. Joseph),2,29-25,,
11:07.0,,,29-25,,G. Green misses 3-pt shot from 23 ft
11:06.0,Defensive rebound by C. Joseph,,29-25,,
10:50.0,C. Joseph misses 3-pt shot from 24 ft,,29-25,,
10:49.0,,,29-25,,Defensive rebound by U. Haslem
10:35.0,,,29-25,,B. Udrih misses 2-pt shot from 18 ft
10:34.0,Defensive rebound by P. Patterson,,29-25,,
10:25.0,J. Johnson makes 2-pt shot from 1 ft,2,31-25,,
10:06.0,,,31-27,2,B. Udrih makes 2-pt shot from 1 ft (assist by U. Haslem)
9:46.0,K. Lowry misses 2-pt shot from 18 ft (block by J. Richardson),,31-27,,
9:45.0,Offensive rebound by Team,,31-27,,
9:45.0,,,31-27,,Loose ball foul by J. Richardson (drawn by K. Lowry)
9:45.0,,,31-27,,G. Dragic enters the game for J. Richardson
9:30.0,J. Johnson misses 2-pt shot from 2 ft,,31-27,,
9:29.0,,,31-27,,Defensive rebound by B. Udrih
9:11.0,,,31-27,,G. Dragic misses 3-pt shot from 24 ft
9:10.0,Defensive rebound by K. Lowry,,31-27,,
8:56.0,T. Ross makes 3-pt shot from 23 ft (assist by P. Patterson),3,34-27,,
8:38.0,,,34-29,2,G. Dragic makes 2-pt shot from 1 ft
8:20.0,P. Patterson misses 3-pt shot from 23 ft,,34-29,,
8:19.0,,,34-29,,Defensive rebound by C. Bosh
8:06.0,,,34-29,,G. Green misses 3-pt shot from 23 ft
8:05.0,Defensive rebound by C. Joseph,,34-29,,
7:59.0,J. Johnson misses 2-pt shot at rim,,34-29,,
7:58.0,,,34-29,,Defensive rebound by C. Bosh
7:48.0,,,34-31,2,C. Bosh makes 2-pt shot at rim (assist by G. Green)
7:42.0,Toronto full timeout,,34-31,,
7:42.0,L. Scola enters the game for J. Johnson,,34-31,,
7:31.0,T. Ross makes 2-pt shot from 19 ft (assist by K. Lowry),2,36-31,,
7:15.0,Violation by C. Joseph (kicked ball),,36-31,,
7:15.0,,,36-31,,D. Wade enters the game for B. Udrih
7:15.0,,,36-31,,H. Whiteside enters the game for U. Haslem
7:15.0,B. Biyombo enters the game for P. Patterson,,36-31,,
7:15.0,D. DeRozan enters the game for C. Joseph,,36-31,,
7:04.0,,,36-31,,H. Whiteside misses 2-pt shot from 4 ft
7:03.0,,,36-31,,Offensive rebound by D. Wade
7:02.0,,,36-33,2,D. Wade makes 2-pt shot from 1 ft
6:43.0,T. Ross makes 3-pt shot from 22 ft (assist by L. Scola),3,39-33,,
6:20.0,,,39-35,2,H. Whiteside makes 2-pt shot from 1 ft (assist by C. Bosh)
6:09.0,L. Scola misses 2-pt shot from 18 ft,,39-35,,
6:08.0,,,39-35,,Defensive rebound by H. Whiteside
5:58.0,Official timeout,,39-35,,
5:58.0,,,39-35,,L. Deng enters the game for C. Bosh
5:50.0,,,39-35,,D. Wade misses 2-pt shot from 8 ft
5:49.0,,,39-35,,Offensive rebound by D. Wade
5:45.0,,,39-37,2,D. Wade makes 2-pt shot from 1 ft
5:29.0,D. DeRozan makes 2-pt shot from 13 ft,2,41-37,,
5:17.0,,,41-39,2,D. Wade makes 2-pt shot from 16 ft (assist by G. Dragic)
5:02.0,T. Ross misses 3-pt shot from 24 ft,,41-39,,
5:01.0,,,41-39,,Defensive rebound by H. Whiteside
4:55.0,,,41-39,,G. Dragic misses 2-pt shot from 4 ft (block by B. Biyombo)
4:54.0,Defensive rebound by B. Biyombo,,41-39,,
4:41.0,K. Lowry makes 2-pt shot from 2 ft,2,43-39,,
4:27.0,,,43-39,,D. Wade misses 2-pt shot from 12 ft (block by T. Ross)
4:26.0,,,43-39,,Offensive rebound by Team
4:26.0,J. Johnson enters the game for T. Ross,,43-39,,
4:26.0,,,43-39,,B. Udrih enters the game for G. Dragic
4:20.0,,,43-42,3,L. Deng makes 3-pt shot from 24 ft (assist by B. Udrih)
4:05.0,Shooting foul by B. Udrih (drawn by D. DeRozan),,43-42,,
4:05.0,D. DeRozan misses free throw 1 of 2,,43-42,,
4:05.0,Offensive rebound by Team,,43-42,,
4:05.0,C. Joseph enters the game for K. Lowry,,43-42,,
4:05.0,D. DeRozan makes free throw 2 of 2,1,44-42,,
3:42.0,,,44-44,2,D. Wade makes 2-pt shot from 19 ft
3:21.0,,,44-44,,Violation by H. Whiteside (kicked ball)
3:16.0,J. Johnson misses 3-pt shot from 24 ft,,44-44,,
3:15.0,,,44-44,,Defensive rebound by B. Udrih
3:12.0,,,44-44,,Shooting foul by C. Joseph (drawn by G. Green)
3:12.0,,,44-47,3,G. Green makes 3-pt shot from 24 ft (assist by B. Udrih)
3:12.0,T. Ross enters the game for J. Johnson,,44-47,,
3:12.0,,,44-48,1,G. Green makes free throw 1 of 1
2:54.0,,,44-48,,Personal foul by B. Udrih (drawn by C. Joseph)
2:54.0,,,44-48,,Miami full timeout
2:40.0,D. DeRozan misses 2-pt shot from 20 ft,,44-48,,
2:39.0,,,44-48,,Defensive rebound by B. Udrih
2:28.0,Def 3 sec tech foul by D. DeRozan,,44-48,,
2:28.0,,,44-49,1,D. Wade makes technical free throw
2:18.0,,,44-49,,B. Udrih misses 2-pt shot from 16 ft
2:17.0,Defensive rebound by B. Biyombo,,44-49,,
2:05.0,B. Biyombo makes 2-pt shot at rim (assist by T. Ross),2,46-49,,
1:40.0,,,46-52,3,G. Green makes 3-pt shot from 22 ft (assist by D. Wade)
1:18.0,D. DeRozan misses 2-pt shot from 11 ft,,46-52,,
1:17.0,,,46-52,,Defensive rebound by H. Whiteside
1:08.0,,,46-52,,G. Dragic enters the game for B. Udrih
1:08.0,,,46-52,,C. Bosh enters the game for H. Whiteside
1:08.0,K. Lowry enters the game for L. Scola,,46-52,,
1:00.0,,,46-52,,C. Bosh misses 2-pt shot from 21 ft
0:59.0,Defensive rebound by K. Lowry,,46-52,,
0:53.0,K. Lowry misses 2-pt shot from 1 ft,,46-52,,
0:51.0,Offensive rebound by B. Biyombo,,46-52,,
0:51.0,Shooting foul by C. Bosh (drawn by B. Biyombo),,46-52,,
0:51.0,B. Biyombo makes free throw 1 of 2,1,47-52,,
0:51.0,,,47-52,,H. Whiteside enters the game for C. Bosh
0:51.0,B. Biyombo misses free throw 2 of 2,,47-52,,
0:50.0,,,47-52,,Defensive rebound by H. Whiteside
0:37.0,,,47-52,,Turnover by D. Wade (lost ball; steal by K. Lowry)
0:32.0,T. Ross makes 3-pt shot from 25 ft (assist by C. Joseph),3,50-52,,
0:28.0,,,50-52,,Miami full timeout
0:15.0,,,50-55,3,G. Green makes 3-pt shot from 24 ft (assist by G. Dragic)
0:05.0,K. Lowry misses 2-pt shot from 20 ft,,50-55,,
0:05.0,,,50-55,,Defensive rebound by D. Wade
0:03.0,,,50-55,,Turnover by D. Wade (lost ball; steal by C. Joseph)
0:01.0,C. Joseph misses 3-pt shot from 39 ft,,50-55,,
0:00.0,Offensive rebound by Team,,50-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,L. Scola misses 2-pt shot from 19 ft,,50-55,,
11:36.0,,,50-55,,Defensive rebound by H. Whiteside
11:14.0,,,50-57,2,G. Dragic makes 2-pt shot from 16 ft
10:57.0,K. Lowry misses 2-pt shot from 21 ft,,50-57,,
10:56.0,,,50-57,,Defensive rebound by L. Deng
10:44.0,,,50-60,3,L. Deng makes 3-pt shot from 25 ft (assist by C. Bosh)
10:19.0,J. Johnson makes 3-pt shot from 23 ft (assist by K. Lowry),3,53-60,,
9:56.0,,,53-62,2,H. Whiteside makes 2-pt shot at rim (assist by D. Wade)
9:36.0,Turnover by D. DeRozan (bad pass; steal by L. Deng),,53-62,,
9:33.0,,,53-64,2,G. Dragic makes 2-pt shot from 2 ft (assist by L. Deng)
9:32.0,Toronto full timeout,,53-64,,
9:20.0,D. DeRozan makes 2-pt shot from 14 ft,2,55-64,,
8:50.0,,,55-64,,D. Wade misses 3-pt shot from 28 ft
8:49.0,Defensive rebound by L. Scola,,55-64,,
8:37.0,L. Scola makes 2-pt shot from 12 ft,2,57-64,,
8:19.0,,,57-64,,C. Bosh misses 2-pt shot from 16 ft
8:18.0,Defensive rebound by Team,,57-64,,
8:11.0,,,57-64,,Personal foul by L. Deng (drawn by D. DeRozan)
8:01.0,K. Lowry makes 3-pt shot from 24 ft (assist by J. Johnson),3,60-64,,
8:01.0,,,60-64,,Miami full timeout
7:47.0,,,60-66,2,D. Wade makes 2-pt shot from 3 ft
7:34.0,D. DeRozan makes 2-pt shot from 17 ft,2,62-66,,
7:21.0,Personal foul by K. Lowry (drawn by G. Dragic),,62-66,,
7:06.0,,,62-66,,L. Deng misses 3-pt shot from 24 ft
7:05.0,Defensive rebound by D. DeRozan,,62-66,,
6:54.0,D. DeRozan makes 2-pt shot from 16 ft,2,64-66,,
6:28.0,,,64-66,,D. Wade misses 2-pt shot from 14 ft
6:27.0,Defensive rebound by L. Scola,,64-66,,
6:22.0,D. DeRozan misses 2-pt shot from 19 ft (block by H. Whiteside),,64-66,,
6:21.0,Offensive rebound by Team,,64-66,,
6:21.0,,,64-66,,J. Winslow enters the game for C. Bosh
6:15.0,L. Scola makes 2-pt shot from 1 ft (assist by D. DeRozan),2,66-66,,
5:48.0,,,66-66,,L. Deng misses 2-pt shot from 1 ft
5:47.0,Defensive rebound by K. Lowry,,66-66,,
5:31.0,,,66-66,,Personal foul by H. Whiteside (drawn by K. Lowry)
5:21.0,D. DeRozan makes 2-pt shot from 16 ft,2,68-66,,
5:04.0,,,68-66,,G. Dragic misses 2-pt shot from 19 ft
5:03.0,,,68-66,,Offensive rebound by L. Deng
4:58.0,,,68-66,,G. Dragic misses 3-pt shot from 24 ft
4:57.0,Defensive rebound by B. Biyombo,,68-66,,
4:38.0,L. Scola misses 2-pt shot from 11 ft,,68-66,,
4:37.0,,,68-66,,Defensive rebound by H. Whiteside
4:33.0,,,68-66,,Turnover by D. Wade (bad pass)
4:16.0,B. Biyombo misses 2-pt shot at rim (block by H. Whiteside),,68-66,,
4:15.0,,,68-66,,Defensive rebound by L. Deng
4:01.0,,,68-66,,D. Wade misses 2-pt shot from 20 ft
4:00.0,Defensive rebound by B. Biyombo,,68-66,,
3:39.0,J. Johnson makes 2-pt shot from 2 ft,2,70-66,,
3:19.0,,,70-66,,Shooting foul by L. Scola (drawn by L. Deng)
3:19.0,,,70-67,1,L. Deng makes free throw 1 of 2
3:19.0,,,70-67,,B. Udrih enters the game for G. Dragic
3:19.0,,,70-67,,C. Bosh enters the game for H. Whiteside
3:19.0,,,70-67,,G. Green enters the game for D. Wade
3:19.0,P. Patterson enters the game for L. Scola,,70-67,,
3:19.0,C. Joseph enters the game for K. Lowry,,70-67,,
3:19.0,,,70-68,1,L. Deng makes free throw 2 of 2
3:02.0,Shooting foul by C. Bosh (drawn by J. Johnson),,70-68,,
3:02.0,J. Johnson makes free throw 1 of 2,1,71-68,,
3:02.0,T. Ross enters the game for B. Biyombo,,71-68,,
3:02.0,J. Johnson makes free throw 2 of 2,1,72-68,,
2:48.0,,,72-70,2,C. Bosh makes 2-pt shot from 22 ft (assist by L. Deng)
2:23.0,J. Johnson makes 2-pt shot from 1 ft,2,74-70,,
2:06.0,,,74-70,,Shooting foul by P. Patterson (drawn by J. Winslow)
2:06.0,,,74-71,1,J. Winslow makes free throw 1 of 2
2:06.0,,,74-72,1,J. Winslow makes free throw 2 of 2
1:47.0,D. DeRozan makes 2-pt shot from 6 ft,2,76-72,,
1:34.0,,,76-72,,Turnover by B. Udrih (bad pass; steal by P. Patterson)
1:28.0,T. Ross makes 3-pt shot from 25 ft (assist by J. Johnson),3,79-72,,
1:13.0,Personal foul by C. Joseph (drawn by B. Udrih),,79-72,,
1:02.0,,,79-72,,L. Deng misses 3-pt shot from 24 ft
1:01.0,Defensive rebound by D. DeRozan,,79-72,,
0:52.0,Turnover by D. DeRozan (lost ball; steal by G. Green),,79-72,,
0:40.0,,,79-74,2,G. Green makes 2-pt shot from 17 ft
0:31.0,Turnover by C. Joseph (lost ball; steal by C. Bosh),,79-74,,
0:27.0,,,79-77,3,G. Green makes 3-pt shot from 23 ft (assist by C. Bosh)
0:05.0,D. DeRozan makes 2-pt shot from 21 ft,2,81-77,,
0:01.0,,,81-77,,G. Green misses 3-pt shot from 40 ft
0:00.0,,,81-77,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,81-79,2,C. Bosh makes 2-pt shot at rim
11:23.0,L. Scola makes 2-pt shot from 1 ft (assist by K. Lowry),2,83-79,,
11:09.0,Shooting block foul by L. Scola (drawn by G. Dragic),,83-79,,
11:09.0,,,83-80,1,G. Dragic makes free throw 1 of 2
11:09.0,,,83-80,,G. Dragic misses free throw 2 of 2
11:08.0,Defensive rebound by P. Patterson,,83-80,,
10:45.0,C. Joseph misses 2-pt shot from 1 ft,,83-80,,
10:44.0,Offensive rebound by L. Scola,,83-80,,
10:43.0,L. Scola makes 2-pt shot at rim,2,85-80,,
10:22.0,,,85-80,,G. Green misses 2-pt shot from 18 ft
10:21.0,Defensive rebound by P. Patterson,,85-80,,
10:12.0,L. Scola misses 2-pt shot from 19 ft,,85-80,,
10:11.0,,,85-80,,Defensive rebound by J. Winslow
10:00.0,,,85-80,,Turnover by G. Dragic (bad pass; steal by K. Lowry)
9:54.0,,,85-80,,Violation by J. Winslow (def goaltending)
9:54.0,K. Lowry makes 2-pt shot from 1 ft,2,87-80,,
9:39.0,Personal foul by L. Scola (drawn by C. Bosh),,87-80,,
9:30.0,,,87-80,,C. Bosh misses 2-pt shot from 20 ft
9:29.0,Defensive rebound by C. Joseph,,87-80,,
9:21.0,K. Lowry misses 3-pt shot from 24 ft,,87-80,,
9:20.0,,,87-80,,Defensive rebound by J. Winslow
9:10.0,,,87-83,3,B. Udrih makes 3-pt shot from 23 ft (assist by G. Dragic)
8:49.0,T. Ross misses 3-pt shot from 24 ft,,87-83,,
8:48.0,,,87-83,,Defensive rebound by C. Bosh
8:29.0,,,87-83,,Turnover by G. Green (traveling)
8:29.0,Official timeout,,87-83,,
8:29.0,D. DeRozan enters the game for L. Scola,,87-83,,
8:29.0,B. Biyombo enters the game for C. Joseph,,87-83,,
8:29.0,,,87-83,,H. Whiteside enters the game for C. Bosh
8:07.0,Turnover by B. Biyombo (lost ball; steal by G. Dragic),,87-83,,
7:48.0,,,87-85,2,G. Green makes 2-pt shot from 21 ft
7:22.0,Shooting foul by G. Dragic (drawn by K. Lowry),,87-85,,
7:22.0,K. Lowry makes free throw 1 of 2,1,88-85,,
7:22.0,,,88-85,,D. Wade enters the game for G. Dragic
7:22.0,K. Lowry makes free throw 2 of 2,1,89-85,,
7:05.0,,,89-85,,G. Green misses 2-pt shot at rim
7:04.0,Defensive rebound by B. Biyombo,,89-85,,
6:57.0,Turnover by K. Lowry (bad pass),,89-85,,
6:42.0,,,89-85,,Shooting foul by T. Ross (drawn by D. Wade)
6:42.0,,,89-86,1,D. Wade makes free throw 1 of 2
6:42.0,,,89-87,1,D. Wade makes free throw 2 of 2
6:29.0,Shooting foul by G. Green (drawn by D. DeRozan),,89-87,,
6:29.0,D. DeRozan makes free throw 1 of 2,1,90-87,,
6:29.0,J. Johnson enters the game for T. Ross,,90-87,,
6:29.0,D. DeRozan misses free throw 2 of 2,,90-87,,
6:28.0,,,90-87,,Defensive rebound by H. Whiteside
6:12.0,,,90-89,2,D. Wade makes 2-pt shot from 8 ft
5:54.0,D. DeRozan makes 2-pt shot from 12 ft,2,92-89,,
5:37.0,,,92-89,,J. Winslow misses 3-pt shot from 23 ft
5:36.0,Defensive rebound by B. Biyombo,,92-89,,
5:26.0,K. Lowry makes 2-pt shot from 7 ft,2,94-89,,
5:26.0,,,94-89,,Miami full timeout
5:26.0,,,94-89,,L. Deng enters the game for J. Winslow
5:03.0,,,94-89,,L. Deng misses 2-pt shot from 19 ft
5:02.0,Defensive rebound by B. Biyombo,,94-89,,
4:38.0,D. DeRozan misses 3-pt shot from 25 ft,,94-89,,
4:37.0,,,94-89,,Defensive rebound by H. Whiteside
4:25.0,,,94-89,,D. Wade misses 2-pt shot from 10 ft
4:24.0,Defensive rebound by B. Biyombo,,94-89,,
4:07.0,J. Johnson makes 2-pt shot from 2 ft (assist by K. Lowry),2,96-89,,
3:49.0,,,96-92,3,G. Green makes 3-pt shot from 24 ft (assist by D. Wade)
3:33.0,Shooting foul by H. Whiteside (drawn by D. DeRozan),,96-92,,
3:33.0,D. DeRozan makes free throw 1 of 2,1,97-92,,
3:33.0,,,97-92,,G. Dragic enters the game for B. Udrih
3:33.0,,,97-92,,C. Bosh enters the game for H. Whiteside
3:33.0,D. DeRozan makes free throw 2 of 2,1,98-92,,
3:17.0,,,98-92,,Turnover by D. Wade (bad pass; steal by D. DeRozan)
3:08.0,K. Lowry misses 3-pt shot from 25 ft,,98-92,,
3:07.0,Offensive rebound by J. Johnson,,98-92,,
3:04.0,P. Patterson makes 2-pt shot from 10 ft (assist by J. Johnson),2,100-92,,
3:04.0,,,100-92,,Miami full timeout
2:52.0,,,100-92,,G. Green misses 3-pt shot from 25 ft
2:51.0,Defensive rebound by B. Biyombo,,100-92,,
2:25.0,K. Lowry makes 2-pt shot from 1 ft,2,102-92,,
2:14.0,,,102-92,,Shooting foul by J. Johnson (drawn by D. Wade)
2:14.0,,,102-93,1,D. Wade makes free throw 1 of 2
2:14.0,,,102-94,1,D. Wade makes free throw 2 of 2
1:55.0,B. Biyombo makes 2-pt shot at rim (assist by D. DeRozan),2,104-94,,
1:48.0,,,104-94,,D. Wade misses 3-pt shot from 25 ft
1:47.0,Defensive rebound by P. Patterson,,104-94,,
1:26.0,K. Lowry misses 2-pt shot from 19 ft,,104-94,,
1:25.0,Offensive rebound by B. Biyombo,,104-94,,
1:23.0,,,104-94,,Personal foul by L. Deng (drawn by B. Biyombo)
1:12.0,J. Johnson misses 2-pt shot from 1 ft,,104-94,,
1:11.0,,,104-94,,Defensive rebound by C. Bosh
1:04.0,,,104-94,,L. Deng misses 3-pt shot from 25 ft (block by J. Johnson)
1:03.0,Defensive rebound by P. Patterson,,104-94,,
0:58.0,Shooting foul by C. Bosh (drawn by K. Lowry),,104-94,,
0:58.0,K. Lowry makes free throw 1 of 2,1,105-94,,
0:58.0,K. Lowry makes free throw 2 of 2,1,106-94,,
0:58.0,,,106-94,,Miami full timeout
0:52.0,,,106-94,,G. Green misses 3-pt shot from 23 ft
0:51.0,Defensive rebound by P. Patterson,,106-94,,
0:45.0,Toronto full timeout,,106-94,,
0:32.0,K. Lowry makes 2-pt shot from 1 ft,2,108-94,,
0:22.0,,,108-94,,C. Bosh misses 3-pt shot from 23 ft
0:21.0,Defensive rebound by D. DeRozan,,108-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
