time,Boston,pts.away,score,pts.home,Brooklyn
1:44.0,,,36-53,,B. Lopez enters the game for T. Robinson
1:44.0,,,36-53,,J. Jack enters the game for S. Larkin
1:44.0,I. Thomas makes free throw 2 of 2,1,37-53,,
1:32.0,Personal foul by J. Crowder (drawn by J. Johnson),,37-53,,
1:32.0,,,37-53,,J. Johnson misses free throw 1 of 2
1:32.0,,,37-53,,Offensive rebound by Team
1:32.0,,,37-54,1,J. Johnson makes free throw 2 of 2
1:26.0,,,37-54,,Personal foul by A. Bargnani (drawn by I. Thomas)
1:26.0,I. Thomas makes free throw 1 of 2,1,38-54,,
1:26.0,,,38-54,,R. Hollis-Jefferson enters the game for A. Bargnani
1:26.0,I. Thomas makes free throw 2 of 2,1,39-54,,
1:09.0,,,39-54,,Shooting foul by J. Sullinger (drawn by B. Lopez)
1:09.0,,,39-54,,B. Lopez misses free throw 1 of 2
1:09.0,,,39-54,,Offensive rebound by Team
1:09.0,,,39-55,1,B. Lopez makes free throw 2 of 2
0:56.0,A. Bradley makes 3-pt shot from 24 ft (assist by J. Crowder),3,42-55,,
0:47.0,,,42-55,,J. Johnson misses 3-pt shot from 22 ft
0:46.0,,,42-55,,Offensive rebound by B. Lopez
0:46.0,,,42-57,2,B. Lopez makes 2-pt shot from 2 ft
0:43.0,Offensive foul by I. Thomas,,42-57,,
0:43.0,Turnover by I. Thomas (offensive foul),,42-57,,
0:37.0,,,42-57,,Turnover by J. Jack (bad pass; steal by K. Olynyk)
0:28.0,I. Thomas misses 3-pt shot from 25 ft,,42-57,,
0:27.0,,,42-57,,Defensive rebound by S. Karasev
0:07.0,,,42-59,2,B. Lopez makes 2-pt shot from 8 ft (assist by R. Hollis-Jefferson)
0:07.0,Boston full timeout,,42-59,,
0:07.0,R. Hunter enters the game for J. Sullinger,,42-59,,
0:07.0,,,42-59,,T. Robinson enters the game for B. Lopez
0:02.0,I. Thomas misses 2-pt shot from 3 ft,,42-59,,
0:01.0,,,42-59,,Defensive rebound by J. Jack
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,I. Thomas misses 3-pt shot from 25 ft,,42-59,,
11:43.0,,,42-59,,Defensive rebound by R. Hollis-Jefferson
11:27.0,,,42-61,2,B. Lopez makes 2-pt shot from 10 ft (assist by J. Jack)
11:08.0,J. Sullinger misses 2-pt shot from 15 ft,,42-61,,
11:07.0,,,42-61,,Defensive rebound by R. Hollis-Jefferson
11:03.0,,,42-61,,Shooting foul by J. Sullinger (drawn by T. Young)
11:03.0,,,42-62,1,T. Young makes free throw 1 of 2
11:03.0,,,42-63,1,T. Young makes free throw 2 of 2
10:54.0,,,42-63,,Violation by B. Lopez (kicked ball)
10:50.0,,,42-63,,Personal foul by T. Young (drawn by I. Thomas)
10:43.0,I. Thomas makes 2-pt shot from 10 ft,2,44-63,,
10:16.0,,,44-65,2,B. Lopez makes 2-pt shot from 14 ft
10:04.0,Shooting foul by R. Hollis-Jefferson (drawn by I. Thomas),,44-65,,
10:04.0,I. Thomas makes free throw 1 of 2,1,45-65,,
10:04.0,I. Thomas misses free throw 2 of 2,,45-65,,
10:03.0,,,45-65,,Defensive rebound by T. Young
9:48.0,,,45-65,,B. Lopez misses 2-pt shot from 11 ft
9:47.0,,,45-65,,Offensive rebound by R. Hollis-Jefferson
9:46.0,,,45-65,,Shooting foul by A. Bradley (drawn by T. Young)
9:46.0,,,45-66,1,R. Hollis-Jefferson makes free throw 1 of 2
9:46.0,,,45-67,1,R. Hollis-Jefferson makes free throw 2 of 2
9:33.0,J. Sullinger makes 2-pt shot from 5 ft,2,47-67,,
9:12.0,,,47-67,,Turnover by J. Johnson (bad pass; steal by I. Thomas)
9:08.0,I. Thomas makes 2-pt shot from 1 ft,2,49-67,,
8:59.0,Violation by I. Thomas (kicked ball),,49-67,,
8:50.0,,,49-67,,J. Johnson misses 3-pt shot from 24 ft
8:49.0,Defensive rebound by J. Crowder,,49-67,,
8:47.0,Turnover by J. Crowder (lost ball; steal by R. Hollis-Jefferson),,49-67,,
8:35.0,,,49-67,,Shooting foul by I. Thomas (drawn by R. Hollis-Jefferson)
8:35.0,,,49-68,1,R. Hollis-Jefferson makes free throw 1 of 2
8:35.0,E. Turner enters the game for J. Crowder,,49-68,,
8:35.0,,,49-68,,R. Hollis-Jefferson misses free throw 2 of 2
8:33.0,Defensive rebound by E. Turner,,49-68,,
8:22.0,I. Thomas makes 3-pt shot from 24 ft (assist by E. Turner),3,52-68,,
8:06.0,,,52-70,2,J. Jack makes 2-pt shot from 18 ft
7:50.0,E. Turner misses 3-pt shot from 25 ft,,52-70,,
7:49.0,,,52-70,,Defensive rebound by T. Young
7:42.0,,,52-72,2,T. Young makes 2-pt shot from 4 ft
7:23.0,A. Bradley misses 3-pt shot from 24 ft,,52-72,,
7:22.0,Offensive rebound by J. Sullinger,,52-72,,
7:16.0,I. Thomas makes 3-pt shot from 24 ft (assist by J. Sullinger),3,55-72,,
7:01.0,Personal foul by E. Turner (drawn by T. Young),,55-72,,
7:01.0,T. Zeller enters the game for A. Johnson,,55-72,,
6:51.0,,,55-72,,Shooting foul by E. Turner (drawn by J. Johnson)
6:51.0,,,55-73,1,J. Johnson makes free throw 1 of 2
6:51.0,,,55-74,1,J. Johnson makes free throw 2 of 2
6:36.0,E. Turner makes 2-pt shot at rim (assist by I. Thomas),2,57-74,,
6:23.0,,,57-74,,Offensive foul by J. Johnson
6:23.0,,,57-74,,Turnover by J. Johnson (offensive foul)
6:14.0,A. Bradley misses 3-pt shot from 24 ft,,57-74,,
6:13.0,,,57-74,,Defensive rebound by B. Lopez
5:57.0,,,57-74,,J. Jack misses 3-pt shot from 24 ft
5:56.0,Defensive rebound by E. Turner,,57-74,,
5:52.0,Shooting foul by B. Lopez (drawn by T. Zeller),,57-74,,
5:52.0,,,57-74,,Brooklyn full timeout
5:52.0,,,57-74,,A. Bargnani enters the game for T. Young
5:52.0,T. Zeller misses free throw 1 of 2,,57-74,,
5:52.0,Offensive rebound by Team,,57-74,,
5:52.0,T. Zeller makes free throw 2 of 2,1,58-74,,
5:38.0,Personal foul by I. Thomas (drawn by J. Jack),,58-74,,
5:38.0,,,58-75,1,J. Jack makes free throw 1 of 2
5:38.0,,,58-76,1,J. Jack makes free throw 2 of 2
5:25.0,I. Thomas misses 3-pt shot from 24 ft,,58-76,,
5:23.0,,,58-76,,Defensive rebound by A. Bargnani
5:11.0,,,58-78,2,B. Lopez makes 2-pt shot from 10 ft
4:56.0,T. Zeller makes 2-pt shot at rim (assist by J. Sullinger),2,60-78,,
4:41.0,Personal foul by T. Zeller (drawn by B. Lopez),,60-78,,
4:41.0,,,60-79,1,B. Lopez makes free throw 1 of 2
4:41.0,,,60-80,1,B. Lopez makes free throw 2 of 2
4:36.0,,,60-80,,Personal foul by R. Hollis-Jefferson (drawn by I. Thomas)
4:27.0,E. Turner misses 3-pt shot from 24 ft,,60-80,,
4:25.0,Offensive rebound by T. Zeller,,60-80,,
4:21.0,A. Bradley makes 3-pt shot from 23 ft (assist by T. Zeller),3,63-80,,
4:10.0,,,63-82,2,A. Bargnani makes 2-pt shot from 16 ft (assist by J. Jack)
4:00.0,Shooting foul by J. Johnson (drawn by I. Thomas),,63-82,,
4:00.0,I. Thomas makes free throw 1 of 2,1,64-82,,
4:00.0,J. Jerebko enters the game for J. Sullinger,,64-82,,
4:00.0,,,64-82,,S. Larkin enters the game for R. Hollis-Jefferson
4:00.0,I. Thomas makes free throw 2 of 2,1,65-82,,
3:42.0,,,65-84,2,S. Larkin makes 2-pt shot from 2 ft
3:35.0,,,65-84,,Personal foul by B. Lopez (drawn by I. Thomas)
3:35.0,I. Thomas makes free throw 1 of 2,1,66-84,,
3:35.0,I. Thomas makes free throw 2 of 2,1,67-84,,
3:20.0,,,67-84,,S. Larkin misses 2-pt shot from 2 ft (block by J. Jerebko)
3:19.0,Defensive rebound by I. Thomas,,67-84,,
3:16.0,A. Bradley misses 2-pt shot from 2 ft,,67-84,,
3:15.0,Offensive rebound by E. Turner,,67-84,,
3:15.0,Shooting foul by J. Johnson (drawn by E. Turner),,67-84,,
3:15.0,E. Turner misses free throw 1 of 2,,67-84,,
3:15.0,Offensive rebound by Team,,67-84,,
3:15.0,,,67-84,,B. Bogdanovic enters the game for J. Johnson
3:15.0,R. Hunter enters the game for I. Thomas,,67-84,,
3:15.0,E. Turner makes free throw 2 of 2,1,68-84,,
2:52.0,,,68-84,,J. Jack misses 2-pt shot from 17 ft
2:51.0,,,68-84,,Offensive rebound by B. Lopez
2:46.0,,,68-84,,B. Bogdanovic misses 3-pt shot from 25 ft
2:45.0,Defensive rebound by A. Bradley,,68-84,,
2:36.0,E. Turner makes 2-pt shot from 13 ft,2,70-84,,
2:19.0,,,70-86,2,B. Lopez makes 2-pt shot from 13 ft (assist by J. Jack)
1:58.0,A. Bradley makes 3-pt shot from 24 ft (assist by J. Jerebko),3,73-86,,
1:46.0,,,73-86,,B. Lopez misses 2-pt shot from 6 ft
1:45.0,Defensive rebound by J. Jerebko,,73-86,,
1:30.0,Turnover by E. Turner (turnover),,73-86,,
1:30.0,Boston full timeout,,73-86,,
1:30.0,,,73-86,,S. Karasev enters the game for J. Jack
1:20.0,,,73-86,,Turnover by A. Bargnani (bad pass; steal by R. Hunter)
1:00.0,A. Bradley makes 3-pt shot from 24 ft,3,76-86,,
0:40.0,,,76-86,,B. Bogdanovic misses 3-pt shot from 23 ft
0:39.0,,,76-86,,Offensive rebound by A. Bargnani
0:37.0,,,76-86,,A. Bargnani misses 2-pt shot from 6 ft
0:35.0,Defensive rebound by E. Turner,,76-86,,
0:17.0,T. Zeller makes 2-pt shot from 7 ft,2,78-86,,
0:01.0,,,78-86,,S. Karasev misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by J. Jerebko,,78-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,78-88,2,T. Young makes 2-pt shot from 18 ft (assist by R. Hollis-Jefferson)
11:24.0,A. Bradley misses 3-pt shot from 25 ft,,78-88,,
11:23.0,,,78-88,,Defensive rebound by B. Bogdanovic
11:08.0,,,78-88,,Turnover by T. Young (lost ball)
10:57.0,E. Turner makes 2-pt shot from 1 ft,2,80-88,,
10:43.0,,,80-88,,Turnover by S. Larkin (lost ball; steal by R. Hunter)
10:38.0,Turnover by R. Hunter (lost ball; steal by S. Larkin),,80-88,,
10:34.0,,,80-88,,Turnover by S. Larkin (bad pass; steal by A. Bradley)
10:31.0,A. Bradley makes 2-pt shot from 1 ft,2,82-88,,
10:28.0,,,82-88,,Brooklyn full timeout
10:28.0,,,82-88,,J. Jack enters the game for B. Bogdanovic
10:28.0,,,82-88,,J. Johnson enters the game for S. Larkin
10:06.0,,,82-90,2,J. Johnson makes 2-pt shot from 4 ft
9:45.0,J. Jerebko makes 2-pt shot from 20 ft (assist by A. Bradley),2,84-90,,
9:27.0,Personal foul by R. Hunter (drawn by R. Hollis-Jefferson),,84-90,,
9:13.0,,,84-90,,J. Johnson misses 2-pt shot from 14 ft
9:12.0,Defensive rebound by A. Bradley,,84-90,,
9:01.0,Shooting foul by R. Hollis-Jefferson (drawn by K. Olynyk),,84-90,,
9:01.0,K. Olynyk makes free throw 1 of 2,1,85-90,,
9:01.0,,,85-90,,B. Lopez enters the game for A. Bargnani
9:01.0,K. Olynyk makes free throw 2 of 2,1,86-90,,
8:41.0,,,86-90,,B. Lopez misses 2-pt shot from 19 ft
8:40.0,Defensive rebound by E. Turner,,86-90,,
8:27.0,E. Turner misses 2-pt shot from 18 ft,,86-90,,
8:26.0,,,86-90,,Defensive rebound by R. Hollis-Jefferson
8:21.0,Personal foul by K. Olynyk (drawn by B. Lopez),,86-90,,
8:21.0,Inbound foul by R. Hunter,,86-90,,
8:21.0,,,86-91,1,R. Hollis-Jefferson makes free throw 1 of 2
8:21.0,,,86-92,1,R. Hollis-Jefferson makes free throw 2 of 2
8:01.0,J. Jerebko misses 2-pt shot from 19 ft,,86-92,,
8:00.0,,,86-92,,Defensive rebound by J. Jack
7:51.0,,,86-94,2,J. Jack makes 2-pt shot from 7 ft
7:36.0,,,86-94,,Personal foul by J. Jack (drawn by E. Turner)
7:36.0,I. Thomas enters the game for R. Hunter,,86-94,,
7:25.0,I. Thomas misses 2-pt shot from 15 ft,,86-94,,
7:24.0,,,86-94,,Defensive rebound by B. Lopez
7:15.0,,,86-94,,Shooting foul by I. Thomas (drawn by J. Jack)
7:15.0,,,86-95,1,J. Jack makes free throw 1 of 2
7:15.0,,,86-96,1,J. Jack makes free throw 2 of 2
7:09.0,,,86-96,,Personal foul by R. Hollis-Jefferson (drawn by A. Bradley)
7:09.0,,,86-96,,B. Bogdanovic enters the game for R. Hollis-Jefferson
6:52.0,K. Olynyk makes 3-pt shot from 24 ft (assist by I. Thomas),3,89-96,,
6:34.0,,,89-96,,J. Johnson misses 2-pt shot from 4 ft
6:33.0,,,89-96,,Offensive rebound by B. Lopez
6:31.0,,,89-96,,B. Lopez misses 2-pt shot from 2 ft
6:30.0,Defensive rebound by J. Jerebko,,89-96,,
6:27.0,Turnover by J. Jerebko (bad pass; steal by T. Young),,89-96,,
6:26.0,,,89-96,,Brooklyn full timeout
6:26.0,J. Crowder enters the game for E. Turner,,89-96,,
6:26.0,J. Sullinger enters the game for J. Jerebko,,89-96,,
6:14.0,,,89-98,2,B. Lopez makes 2-pt shot at rim (assist by T. Young)
5:50.0,J. Sullinger misses 3-pt shot from 25 ft,,89-98,,
5:49.0,,,89-98,,Defensive rebound by B. Bogdanovic
5:28.0,,,89-100,2,J. Jack makes 2-pt shot from 8 ft
5:21.0,I. Thomas makes 2-pt shot from 2 ft,2,91-100,,
5:21.0,Shooting foul by J. Jack (drawn by I. Thomas),,91-100,,
5:21.0,Official timeout,,91-100,,
5:21.0,E. Turner enters the game for K. Olynyk,,91-100,,
5:21.0,I. Thomas misses free throw 1 of 1,,91-100,,
5:20.0,,,91-100,,Defensive rebound by T. Young
5:05.0,,,91-100,,J. Jack misses 2-pt shot from 6 ft
5:04.0,Defensive rebound by E. Turner,,91-100,,
4:48.0,J. Crowder makes 3-pt shot from 24 ft (assist by J. Sullinger),3,94-100,,
4:27.0,,,94-102,2,B. Lopez makes 2-pt shot from 14 ft (assist by J. Johnson)
4:16.0,A. Bradley misses 2-pt shot from 15 ft,,94-102,,
4:15.0,,,94-102,,Defensive rebound by J. Johnson
4:07.0,,,94-102,,Turnover by B. Bogdanovic (bad pass; steal by E. Turner)
4:01.0,A. Bradley misses 3-pt shot from 24 ft,,94-102,,
