time,Charlotte,pts.away,score,pts.home,Miami
7:17.0,,,14-11,2,G. Dragic makes 2-pt shot from 1 ft
7:01.0,C. Lee misses 2-pt shot from 1 ft (block by D. Wade),,14-11,,
7:00.0,,,14-11,,Defensive rebound by D. Wade
6:58.0,,,14-11,,Turnover by G. Dragic (traveling)
6:42.0,K. Walker misses 2-pt shot from 14 ft,,14-11,,
6:41.0,,,14-11,,Defensive rebound by J. Johnson
6:36.0,,,14-13,2,G. Dragic makes 2-pt shot from 12 ft (assist by J. Johnson)
6:23.0,Turnover by N. Batum (bad pass),,14-13,,
6:12.0,Personal block foul by C. Zeller,,14-13,,
6:03.0,,,14-13,,D. Wade misses 2-pt shot from 16 ft
6:02.0,,,14-13,,Offensive rebound by L. Deng
5:56.0,,,14-16,3,J. Johnson makes 3-pt shot from 24 ft (assist by L. Deng)
5:40.0,C. Zeller misses 2-pt shot from 2 ft,,14-16,,
5:39.0,,,14-16,,Defensive rebound by A. Stoudemire
5:30.0,,,14-18,2,G. Dragic makes 2-pt shot from 3 ft
5:26.0,Charlotte full timeout,,14-18,,
5:26.0,A. Jefferson enters the game for C. Zeller,,14-18,,
5:26.0,,,14-18,,J. Richardson enters the game for L. Deng
5:26.0,,,14-18,,J. Winslow enters the game for G. Dragic
5:14.0,C. Lee makes 3-pt shot from 25 ft (assist by N. Batum),3,17-18,,
4:46.0,,,17-18,,J. Richardson misses 2-pt shot from 8 ft
4:45.0,Defensive rebound by A. Jefferson,,17-18,,
4:33.0,M. Williams misses 2-pt shot from 1 ft,,17-18,,
4:32.0,Offensive rebound by A. Jefferson,,17-18,,
4:30.0,A. Jefferson misses 2-pt shot from 2 ft,,17-18,,
4:29.0,Offensive rebound by M. Williams,,17-18,,
4:21.0,K. Walker misses 2-pt shot from 6 ft,,17-18,,
4:20.0,,,17-18,,Defensive rebound by A. Stoudemire
4:05.0,,,17-18,,D. Wade misses 2-pt shot from 1 ft
4:04.0,Defensive rebound by M. Williams,,17-18,,
3:49.0,F. Kaminsky enters the game for M. Williams,,17-18,,
3:49.0,J. Lin enters the game for C. Lee,,17-18,,
3:49.0,,,17-18,,H. Whiteside enters the game for A. Stoudemire
3:40.0,A. Jefferson makes 2-pt shot from 16 ft (assist by K. Walker),2,19-18,,
3:20.0,,,19-20,2,J. Richardson makes 2-pt shot from 1 ft
3:04.0,N. Batum misses 2-pt shot from 12 ft,,19-20,,
3:03.0,,,19-20,,Defensive rebound by D. Wade
2:52.0,,,19-20,,D. Wade misses 2-pt shot from 10 ft
2:51.0,Defensive rebound by N. Batum,,19-20,,
2:43.0,N. Batum misses 2-pt shot from 17 ft,,19-20,,
2:42.0,,,19-20,,Defensive rebound by J. Johnson
2:33.0,,,19-22,2,H. Whiteside makes 2-pt shot from 1 ft (assist by J. Johnson)
2:16.0,J. Lin makes 2-pt shot from 10 ft,2,21-22,,
2:10.0,,,21-22,,Miami full timeout
2:10.0,T. Daniels enters the game for N. Batum,,21-22,,
2:10.0,,,21-22,,L. Deng enters the game for J. Johnson
2:10.0,,,21-22,,G. Dragic enters the game for D. Wade
2:01.0,,,21-22,,J. Richardson misses 3-pt shot from 24 ft
2:00.0,Defensive rebound by A. Jefferson,,21-22,,
1:47.0,K. Walker misses 2-pt shot from 17 ft,,21-22,,
1:46.0,Offensive rebound by A. Jefferson,,21-22,,
1:38.0,A. Jefferson misses 2-pt shot from 3 ft,,21-22,,
1:37.0,,,21-22,,Defensive rebound by J. Winslow
1:30.0,,,21-24,2,L. Deng makes 2-pt shot from 1 ft
1:14.0,A. Jefferson makes 2-pt shot from 7 ft,2,23-24,,
0:59.0,,,23-26,2,H. Whiteside makes 2-pt shot from 16 ft (assist by G. Dragic)
0:43.0,A. Jefferson makes 2-pt shot from 7 ft,2,25-26,,
0:43.0,Shooting foul by H. Whiteside (drawn by A. Jefferson),,25-26,,
0:43.0,A. Jefferson makes free throw 1 of 1,1,26-26,,
0:34.0,,,26-26,,Shooting foul by F. Kaminsky (drawn by L. Deng)
0:34.0,,,26-27,1,L. Deng makes free throw 1 of 2
0:34.0,,,26-28,1,L. Deng makes free throw 2 of 2
0:25.0,J. Lin misses 2-pt shot from 16 ft,,26-28,,
0:24.0,,,26-28,,Defensive rebound by G. Dragic
0:05.0,,,26-28,,G. Dragic misses 2-pt shot from 4 ft
0:04.0,,,26-28,,Offensive rebound by J. Winslow
0:03.0,,,26-28,,Shooting foul by A. Jefferson (drawn by J. Winslow)
0:03.0,,,26-29,1,J. Winslow makes free throw 1 of 2
0:03.0,,,26-29,,Turnover by H. Whiteside (lane violation.)
0:01.0,Turnover by J. Lin (step out of bounds),,26-29,,
0:01.0,,,26-29,,Turnover by L. Deng (bad pass)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,A. Jefferson makes 2-pt shot from 9 ft,2,28-29,,
11:18.0,,,28-29,,L. Deng misses 2-pt shot from 17 ft
11:17.0,Defensive rebound by J. Lin,,28-29,,
11:08.0,J. Lin misses 2-pt shot from 2 ft (block by J. Richardson),,28-29,,
11:07.0,,,28-29,,Defensive rebound by J. Richardson
11:00.0,,,28-31,2,J. Winslow makes 2-pt shot at rim (assist by G. Dragic)
10:51.0,Turnover by J. Lin (lost ball; steal by L. Deng),,28-31,,
10:49.0,,,28-31,,Shooting foul by J. Lin (drawn by L. Deng)
10:49.0,,,28-32,1,L. Deng makes free throw 1 of 2
10:49.0,,,28-33,1,L. Deng makes free throw 2 of 2
10:26.0,A. Jefferson makes 2-pt shot from 12 ft (assist by J. Lin),2,30-33,,
10:09.0,,,30-35,2,G. Dragic makes 2-pt shot from 10 ft
9:45.0,J. Lin misses 3-pt shot from 24 ft,,30-35,,
9:44.0,,,30-35,,Defensive rebound by L. Deng
9:39.0,,,30-37,2,J. Richardson makes 2-pt shot from 1 ft (assist by G. Dragic)
9:15.0,A. Jefferson misses 2-pt shot from 2 ft,,30-37,,
9:14.0,,,30-37,,Defensive rebound by H. Whiteside
9:08.0,,,30-37,,G. Dragic misses 2-pt shot from 2 ft
9:07.0,,,30-37,,Offensive rebound by J. Richardson
8:56.0,,,30-39,2,H. Whiteside makes 2-pt shot from 5 ft
8:51.0,Charlotte full timeout,,30-39,,
8:51.0,N. Batum enters the game for T. Daniels,,30-39,,
8:44.0,,,30-39,,Personal foul by J. Richardson
8:31.0,A. Jefferson misses 2-pt shot from 16 ft,,30-39,,
8:30.0,,,30-39,,Defensive rebound by J. Richardson
8:22.0,,,30-39,,H. Whiteside misses 2-pt shot from 2 ft
8:21.0,,,30-39,,Offensive rebound by L. Deng
8:20.0,,,30-41,2,L. Deng makes 2-pt shot from 1 ft
7:58.0,Turnover by A. Jefferson (lost ball; steal by G. Dragic),,30-41,,
7:53.0,,,30-43,2,G. Dragic makes 2-pt shot from 1 ft
7:46.0,Charlotte full timeout,,30-43,,
7:46.0,C. Zeller enters the game for A. Jefferson,,30-43,,
7:39.0,N. Batum misses 3-pt shot from 24 ft,,30-43,,
7:38.0,,,30-43,,Defensive rebound by H. Whiteside
7:30.0,,,30-43,,Turnover by G. Dragic (bad pass)
7:19.0,N. Batum misses 2-pt shot from 16 ft (block by J. Winslow),,30-43,,
7:18.0,,,30-43,,Defensive rebound by G. Dragic
7:15.0,,,30-43,,Turnover by L. Deng (offensive goaltending)
6:52.0,C. Zeller misses 2-pt shot from 19 ft,,30-43,,
6:51.0,,,30-43,,Defensive rebound by G. Dragic
6:44.0,,,30-43,,Turnover by H. Whiteside (lost ball)
6:44.0,K. Walker enters the game for J. Lin,,30-43,,
6:26.0,F. Kaminsky misses 2-pt shot from 7 ft (block by H. Whiteside),,30-43,,
6:25.0,,,30-43,,Defensive rebound by G. Dragic
6:14.0,Personal foul by C. Lee,,30-43,,
6:14.0,,,30-43,,D. Wade enters the game for L. Deng
6:14.0,,,30-43,,J. Johnson enters the game for G. Dragic
6:00.0,,,30-45,2,H. Whiteside makes 2-pt shot from 5 ft (assist by J. Winslow)
5:43.0,Shooting foul by H. Whiteside (drawn by C. Lee),,30-45,,
5:43.0,Official timeout,,30-45,,
5:43.0,M. Williams enters the game for F. Kaminsky,,30-45,,
5:43.0,C. Lee misses free throw 1 of 2,,30-45,,
5:43.0,Offensive rebound by Team,,30-45,,
5:43.0,C. Lee makes free throw 2 of 2,1,31-45,,
5:25.0,,,31-45,,H. Whiteside misses 2-pt shot from 6 ft
5:25.0,Defensive rebound by Team,,31-45,,
5:25.0,,,31-45,,Loose ball foul by J. Johnson
5:16.0,K. Walker makes 2-pt shot from 17 ft,2,33-45,,
5:16.0,Shooting foul by J. Richardson (drawn by K. Walker),,33-45,,
5:16.0,K. Walker makes free throw 1 of 1,1,34-45,,
5:03.0,,,34-45,,Offensive charge foul by H. Whiteside
5:03.0,,,34-45,,Turnover by H. Whiteside (offensive foul)
5:03.0,,,34-45,,A. Stoudemire enters the game for H. Whiteside
4:51.0,K. Walker makes 3-pt shot from 24 ft,3,37-45,,
4:51.0,,,37-45,,Miami full timeout
4:31.0,,,37-45,,J. Johnson misses 2-pt shot from 9 ft
4:30.0,,,37-45,,Offensive rebound by J. Johnson
4:29.0,,,37-47,2,J. Johnson makes 2-pt shot at rim
4:11.0,Shooting foul by A. Stoudemire (drawn by C. Lee),,37-47,,
4:11.0,C. Lee makes free throw 1 of 2,1,38-47,,
4:11.0,C. Lee makes free throw 2 of 2,1,39-47,,
3:52.0,,,39-47,,Shooting foul by C. Lee (drawn by D. Wade)
3:52.0,,,39-47,,D. Wade misses free throw 1 of 2
3:52.0,,,39-47,,Offensive rebound by Team
3:52.0,J. Lin enters the game for C. Lee,,39-47,,
3:52.0,,,39-48,1,D. Wade makes free throw 2 of 2
3:37.0,C. Zeller makes 2-pt shot from 1 ft (assist by K. Walker),2,41-48,,
3:36.0,,,41-48,,Turnover by J. Richardson (inbound)
3:25.0,N. Batum misses 3-pt shot from 25 ft,,41-48,,
3:24.0,,,41-48,,Defensive rebound by J. Richardson
3:17.0,,,41-48,,Offensive charge foul by J. Richardson
3:17.0,,,41-48,,Turnover by J. Richardson (offensive foul)
3:17.0,,,41-48,,G. Dragic enters the game for J. Richardson
3:17.0,,,41-48,,L. Deng enters the game for J. Winslow
3:04.0,N. Batum makes 2-pt shot from 11 ft,2,43-48,,
2:47.0,,,43-50,2,D. Wade makes 2-pt shot from 2 ft
2:36.0,,,43-50,,Personal foul by G. Dragic
2:36.0,K. Walker makes free throw 1 of 2,1,44-50,,
2:36.0,K. Walker makes free throw 2 of 2,1,45-50,,
2:26.0,,,45-50,,Shooting foul by J. Lin (drawn by D. Wade)
2:26.0,,,45-51,1,D. Wade makes free throw 1 of 2
2:26.0,,,45-52,1,D. Wade makes free throw 2 of 2
2:15.0,K. Walker makes 2-pt shot from 2 ft,2,47-52,,
1:57.0,,,47-52,,Turnover by G. Dragic (lost ball; steal by M. Williams)
1:49.0,C. Zeller makes 2-pt shot from 2 ft (assist by N. Batum),2,49-52,,
1:29.0,,,49-52,,L. Deng misses 3-pt shot from 23 ft
1:28.0,Defensive rebound by K. Walker,,49-52,,
1:09.0,N. Batum misses 3-pt shot from 25 ft,,49-52,,
1:08.0,Offensive rebound by C. Zeller,,49-52,,
1:07.0,C. Zeller makes 2-pt shot from 1 ft,2,51-52,,
0:52.0,,,51-52,,G. Dragic misses 2-pt shot from 16 ft
0:51.0,Defensive rebound by C. Zeller,,51-52,,
0:39.0,K. Walker misses 3-pt shot from 25 ft,,51-52,,
0:38.0,Offensive rebound by J. Lin,,51-52,,
0:23.0,K. Walker makes 3-pt shot from 25 ft,3,54-52,,
0:21.0,,,54-52,,Miami full timeout
0:21.0,F. Kaminsky enters the game for J. Lin,,54-52,,
0:01.0,,,54-52,,D. Wade misses 2-pt shot from 18 ft
0:00.0,Defensive rebound by K. Walker,,54-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,N. Batum misses 2-pt shot from 17 ft,,54-52,,
11:47.0,,,54-52,,Defensive rebound by L. Deng
11:33.0,,,54-52,,G. Dragic misses 3-pt shot from 24 ft
11:32.0,Defensive rebound by A. Jefferson,,54-52,,
11:19.0,M. Williams misses 2-pt shot from 2 ft,,54-52,,
11:18.0,,,54-52,,Defensive rebound by G. Dragic
11:04.0,,,54-52,,D. Wade misses 2-pt shot from 6 ft
11:03.0,Defensive rebound by C. Lee,,54-52,,
10:42.0,K. Walker misses 2-pt shot from 16 ft,,54-52,,
10:40.0,Offensive rebound by K. Walker,,54-52,,
10:33.0,C. Lee misses 3-pt shot from 24 ft,,54-52,,
10:32.0,,,54-52,,Defensive rebound by G. Dragic
10:14.0,,,54-54,2,G. Dragic makes 2-pt shot from 12 ft
9:59.0,M. Williams makes 3-pt shot from 24 ft (assist by K. Walker),3,57-54,,
9:38.0,,,57-56,2,A. Stoudemire makes 2-pt shot from 15 ft (assist by G. Dragic)
9:13.0,A. Jefferson makes 2-pt shot from 13 ft,2,59-56,,
8:51.0,,,59-59,3,L. Deng makes 3-pt shot from 24 ft (assist by J. Johnson)
8:35.0,A. Jefferson misses 2-pt shot from 7 ft,,59-59,,
8:34.0,,,59-59,,Defensive rebound by L. Deng
8:21.0,,,59-61,2,L. Deng makes 2-pt shot from 19 ft (assist by D. Wade)
8:00.0,K. Walker misses 2-pt shot from 17 ft,,59-61,,
7:59.0,,,59-61,,Defensive rebound by L. Deng
7:53.0,,,59-61,,Turnover by L. Deng (lost ball)
7:36.0,N. Batum makes 3-pt shot from 23 ft (assist by K. Walker),3,62-61,,
7:12.0,,,62-63,2,A. Stoudemire makes 2-pt shot from 18 ft (assist by J. Johnson)
6:56.0,N. Batum makes 2-pt shot from 17 ft,2,64-63,,
6:36.0,,,64-63,,G. Dragic misses 3-pt shot from 23 ft
6:35.0,Defensive rebound by A. Jefferson,,64-63,,
6:22.0,A. Jefferson makes 2-pt shot from 15 ft (assist by N. Batum),2,66-63,,
6:05.0,,,66-65,2,L. Deng makes 2-pt shot from 2 ft (assist by D. Wade)
5:45.0,M. Williams makes 3-pt shot from 23 ft (assist by N. Batum),3,69-65,,
5:26.0,Personal foul by C. Lee,,69-65,,
5:26.0,,,69-65,,Miami full timeout
5:26.0,J. Lin enters the game for C. Lee,,69-65,,
5:26.0,,,69-65,,J. Richardson enters the game for L. Deng
5:26.0,,,69-65,,J. Winslow enters the game for G. Dragic
5:20.0,Jump ball: A. Jefferson vs. D. Wade (A. Stoudemire gains possession),,,,Jump ball: A. Jefferson vs. D. Wade (A. Stoudemire gains possession)
5:08.0,,,69-65,,J. Johnson misses 2-pt shot from 19 ft
5:07.0,Defensive rebound by J. Lin,,69-65,,
4:45.0,J. Lin misses 2-pt shot from 1 ft,,69-65,,
4:44.0,,,69-65,,Defensive rebound by A. Stoudemire
4:39.0,,,69-67,2,J. Richardson makes 2-pt shot from 3 ft
4:39.0,,,69-67,,Shooting foul by K. Walker (drawn by J. Richardson)
4:39.0,,,69-67,,H. Whiteside enters the game for A. Stoudemire
4:39.0,,,69-68,1,J. Richardson makes free throw 1 of 1
4:21.0,A. Jefferson makes 2-pt shot from 16 ft,2,71-68,,
4:02.0,,,71-68,,Turnover by D. Wade (lost ball; steal by A. Jefferson)
3:59.0,N. Batum misses 2-pt shot from 1 ft (block by J. Winslow),,71-68,,
3:58.0,Offensive rebound by M. Williams,,71-68,,
3:56.0,M. Williams misses 2-pt shot at rim (block by J. Johnson),,71-68,,
3:55.0,Offensive rebound by Team,,71-68,,
3:55.0,F. Kaminsky enters the game for M. Williams,,71-68,,
3:49.0,Shooting foul by J. Richardson (drawn by A. Jefferson),,71-68,,
3:49.0,A. Jefferson misses free throw 1 of 2,,71-68,,
3:49.0,Offensive rebound by Team,,71-68,,
3:49.0,,,71-68,,G. Dragic enters the game for J. Richardson
3:49.0,A. Jefferson misses free throw 2 of 2,,71-68,,
3:48.0,,,71-68,,Defensive rebound by H. Whiteside
3:35.0,,,71-68,,Turnover by D. Wade (traveling)
3:26.0,N. Batum misses 2-pt shot from 2 ft (block by D. Wade),,71-68,,
3:25.0,Offensive rebound by Team,,71-68,,
3:19.0,N. Batum makes 3-pt shot from 23 ft (assist by F. Kaminsky),3,74-68,,
3:04.0,,,74-68,,D. Wade misses 2-pt shot from 15 ft
3:03.0,Defensive rebound by F. Kaminsky,,74-68,,
2:52.0,Turnover by N. Batum (lost ball; steal by H. Whiteside),,74-68,,
2:39.0,,,74-68,,G. Dragic misses 2-pt shot from 16 ft
2:38.0,Defensive rebound by A. Jefferson,,74-68,,
2:29.0,K. Walker makes 2-pt shot from 2 ft,2,76-68,,
2:11.0,,,76-68,,Shooting foul by J. Lin (drawn by D. Wade)
2:11.0,Charlotte full timeout,,76-68,,
2:11.0,C. Lee enters the game for N. Batum,,76-68,,
2:11.0,,,76-69,1,D. Wade makes free throw 1 of 2
2:11.0,,,76-70,1,D. Wade makes free throw 2 of 2
1:45.0,F. Kaminsky makes 2-pt shot from 19 ft (assist by C. Lee),2,78-70,,
1:27.0,,,78-72,2,J. Johnson makes 2-pt shot from 7 ft
1:27.0,,,78-72,,Shooting foul by J. Lin (drawn by J. Johnson)
1:27.0,T. Hansbrough enters the game for A. Jefferson,,78-72,,
1:27.0,,,78-72,,L. Deng enters the game for D. Wade
1:27.0,,,78-73,1,J. Johnson makes free throw 1 of 1
1:15.0,,,78-73,,Violation by H. Whiteside (def goaltending)
1:15.0,F. Kaminsky makes 2-pt shot from 5 ft,2,80-73,,
1:03.0,,,80-73,,H. Whiteside misses 2-pt shot from 1 ft
1:02.0,Defensive rebound by K. Walker,,80-73,,
0:51.0,J. Lin misses 2-pt shot from 20 ft,,80-73,,
0:50.0,Offensive rebound by Team,,80-73,,
0:50.0,T. Daniels enters the game for J. Lin,,80-73,,
0:31.0,F. Kaminsky makes 2-pt shot from 8 ft,2,82-73,,
0:14.0,,,82-73,,L. Deng misses 3-pt shot from 24 ft
0:13.0,Defensive rebound by K. Walker,,82-73,,
0:04.0,,,82-73,,Personal foul by J. Winslow
0:01.0,K. Walker misses 3-pt shot from 25 ft,,82-73,,
0:00.0,Offensive rebound by Team,,82-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,82-75,2,H. Whiteside makes 2-pt shot at rim (assist by L. Deng)
11:46.0,,,82-75,,Shooting foul by C. Lee (drawn by H. Whiteside)
11:46.0,,,82-75,,H. Whiteside misses free throw 1 of 1
11:45.0,Defensive rebound by T. Daniels,,82-75,,
11:23.0,Turnover by C. Lee (traveling),,82-75,,
11:09.0,,,82-77,2,L. Deng makes 2-pt shot from 2 ft (assist by J. Richardson)
10:52.0,T. Daniels makes 3-pt shot from 26 ft (assist by K. Walker),3,85-77,,
10:34.0,,,85-80,3,J. Richardson makes 3-pt shot from 24 ft (assist by J. Winslow)
10:15.0,T. Daniels misses 2-pt shot from 16 ft,,85-80,,
10:14.0,,,85-80,,Defensive rebound by H. Whiteside
10:01.0,,,85-82,2,J. Richardson makes 2-pt shot from 6 ft
9:58.0,Charlotte full timeout,,85-82,,
9:58.0,N. Batum enters the game for F. Kaminsky,,85-82,,
9:58.0,M. Williams enters the game for T. Daniels,,85-82,,
9:34.0,N. Batum makes 2-pt shot from 22 ft,2,87-82,,
9:02.0,,,87-82,,L. Deng misses 2-pt shot from 21 ft
9:01.0,Defensive rebound by N. Batum,,87-82,,
8:54.0,Shooting foul by L. Deng (drawn by C. Lee),,87-82,,
8:54.0,C. Lee makes free throw 1 of 2,1,88-82,,
8:54.0,C. Lee makes free throw 2 of 2,1,89-82,,
8:45.0,Personal foul by M. Williams,,89-82,,
8:37.0,,,89-82,,Shooting foul by N. Batum (drawn by H. Whiteside)
8:37.0,,,89-83,1,H. Whiteside makes free throw 1 of 2
8:37.0,,,89-84,1,H. Whiteside makes free throw 2 of 2
8:22.0,N. Batum misses 3-pt shot from 24 ft,,89-84,,
8:21.0,Offensive rebound by T. Hansbrough,,89-84,,
8:08.0,K. Walker misses 3-pt shot from 25 ft,,89-84,,
8:07.0,,,89-84,,Defensive rebound by L. Deng
8:00.0,,,89-86,2,H. Whiteside makes 2-pt shot from 2 ft (assist by G. Dragic)
8:00.0,,,89-86,,Shooting foul by K. Walker (drawn by H. Whiteside)
8:00.0,,,89-87,1,H. Whiteside makes free throw 1 of 1
7:40.0,T. Hansbrough makes 2-pt shot from 1 ft (assist by M. Williams),2,91-87,,
7:23.0,,,91-90,3,J. Richardson makes 3-pt shot from 24 ft (assist by L. Deng)
6:53.0,M. Williams misses 3-pt shot from 23 ft,,91-90,,
6:53.0,,,91-90,,Defensive rebound by Team
6:53.0,Loose ball foul by T. Hansbrough,,91-90,,
6:53.0,,,91-90,,J. Richardson misses free throw 1 of 2
6:53.0,,,91-90,,Offensive rebound by Team
6:53.0,A. Jefferson enters the game for T. Hansbrough,,91-90,,
6:53.0,,,91-90,,J. Richardson misses free throw 2 of 2
6:52.0,Defensive rebound by M. Williams,,91-90,,
6:26.0,K. Walker makes 3-pt shot from 24 ft (assist by A. Jefferson),3,94-90,,
6:19.0,,,94-90,,Miami full timeout
6:19.0,,,94-90,,J. Johnson enters the game for L. Deng
6:09.0,,,94-90,,Turnover by G. Dragic (lost ball; steal by M. Williams)
5:57.0,A. Jefferson misses 2-pt shot from 11 ft,,94-90,,
5:56.0,,,94-90,,Defensive rebound by J. Winslow
5:51.0,,,94-90,,J. Winslow misses 2-pt shot from 2 ft
5:50.0,Defensive rebound by C. Lee,,94-90,,
5:30.0,Turnover by K. Walker (lost ball; steal by J. Winslow),,94-90,,
5:22.0,,,94-92,2,G. Dragic makes 2-pt shot at rim
4:49.0,K. Walker misses 3-pt shot from 24 ft,,94-92,,
4:48.0,Offensive rebound by A. Jefferson,,94-92,,
4:46.0,A. Jefferson makes 2-pt shot from 4 ft,2,96-92,,
4:24.0,,,96-92,,H. Whiteside misses 2-pt shot from 15 ft
4:23.0,Defensive rebound by N. Batum,,96-92,,
4:20.0,Charlotte full timeout,,96-92,,
4:20.0,,,96-92,,D. Wade enters the game for G. Dragic
4:03.0,N. Batum makes 2-pt shot from 18 ft,2,98-92,,
3:38.0,,,98-95,3,J. Richardson makes 3-pt shot from 23 ft (assist by J. Winslow)
3:38.0,,,98-95,,Shooting foul by K. Walker (drawn by J. Richardson)
3:38.0,,,98-95,,J. Richardson misses free throw 1 of 1
3:37.0,Defensive rebound by C. Lee,,98-95,,
3:24.0,Shooting foul by J. Richardson (drawn by N. Batum),,98-95,,
3:24.0,N. Batum makes free throw 1 of 3,1,99-95,,
3:24.0,N. Batum makes free throw 2 of 3,1,100-95,,
3:24.0,,,100-95,,L. Deng enters the game for J. Richardson
3:24.0,N. Batum makes free throw 3 of 3,1,101-95,,
3:01.0,,,101-95,,D. Wade misses 2-pt shot from 12 ft
3:00.0,Defensive rebound by K. Walker,,101-95,,
2:48.0,K. Walker misses 3-pt shot from 23 ft,,101-95,,
2:47.0,,,101-95,,Defensive rebound by H. Whiteside
2:33.0,,,101-98,3,J. Johnson makes 3-pt shot from 23 ft (assist by D. Wade)
2:10.0,N. Batum makes 2-pt shot from 17 ft,2,103-98,,
1:51.0,,,103-98,,J. Johnson misses 3-pt shot from 23 ft
1:50.0,,,103-98,,Offensive rebound by L. Deng
1:50.0,Personal foul by K. Walker,,103-98,,
1:50.0,Official timeout,,103-98,,
1:50.0,,,103-99,1,L. Deng makes free throw 1 of 2
1:50.0,,,103-100,1,L. Deng makes free throw 2 of 2
1:36.0,A. Jefferson makes 2-pt shot from 2 ft (assist by N. Batum),2,105-100,,
1:24.0,,,105-100,,D. Wade misses 2-pt shot from 8 ft
1:23.0,Defensive rebound by A. Jefferson,,105-100,,
1:05.0,C. Lee misses 2-pt shot from 18 ft,,105-100,,
1:04.0,,,105-100,,Defensive rebound by H. Whiteside
0:50.0,,,105-100,,L. Deng misses 2-pt shot from 7 ft
0:49.0,Defensive rebound by A. Jefferson,,105-100,,
0:31.0,Charlotte full timeout,,105-100,,
0:27.0,N. Batum misses 3-pt shot from 24 ft,,105-100,,
0:26.0,Offensive rebound by Team,,105-100,,
0:26.0,Turnover by Team (shot clock),,105-100,,
0:19.0,,,105-100,,J. Johnson misses 3-pt shot from 23 ft
0:18.0,,,105-100,,Offensive rebound by Team
0:18.0,Personal foul by A. Jefferson,,105-100,,
0:18.0,,,105-101,1,H. Whiteside makes free throw 1 of 2
0:18.0,,,105-102,1,H. Whiteside makes free throw 2 of 2
0:16.0,,,105-102,,Personal foul by D. Wade
0:16.0,,,105-102,,Personal foul by L. Deng
0:16.0,M. Williams misses free throw 1 of 2,,105-102,,
0:16.0,Offensive rebound by Team,,105-102,,
0:16.0,M. Williams misses free throw 2 of 2,,105-102,,
0:15.0,,,105-102,,Defensive rebound by H. Whiteside
0:15.0,,,105-102,,Miami full timeout
0:15.0,,,105-102,,G. Dragic enters the game for J. Winslow
0:15.0,,,105-102,,J. Richardson enters the game for H. Whiteside
0:15.0,J. Lin enters the game for A. Jefferson,,105-102,,
0:11.0,,,105-104,2,D. Wade makes 2-pt shot from 2 ft
0:10.0,,,105-104,,Personal foul by L. Deng
0:10.0,J. Lin makes free throw 1 of 2,1,106-104,,
0:10.0,,,106-104,,H. Whiteside enters the game for G. Dragic
0:10.0,,,106-104,,J. Winslow enters the game for J. Richardson
0:10.0,J. Lin makes free throw 2 of 2,1,107-104,,
0:10.0,,,107-104,,Miami full timeout
0:10.0,,,107-104,,J. Richardson enters the game for J. Winslow
0:10.0,,,107-104,,G. Dragic enters the game for H. Whiteside
