time,Orlando,pts.away,score,pts.home,Charlotte
7:00.0,N. Vucevic makes 2-pt shot from 5 ft (assist by M. Hezonja),2,11-13,,
6:38.0,,,11-15,2,M. Williams makes 2-pt shot from 9 ft
6:38.0,,,11-15,,Shooting foul by E. Ilyasova (drawn by M. Williams)
6:38.0,,,11-16,1,M. Williams makes free throw 1 of 1
6:29.0,E. Ilyasova misses 3-pt shot from 25 ft,,11-16,,
6:28.0,,,11-16,,Defensive rebound by J. Lin
6:18.0,,,11-19,3,C. Lee makes 3-pt shot from 23 ft (assist by J. Lin)
6:13.0,Orlando full timeout,,11-19,,
6:13.0,,,11-19,,A. Jefferson enters the game for C. Zeller
6:02.0,E. Fournier makes 3-pt shot from 22 ft (assist by N. Vucevic),3,14-19,,
5:41.0,,,14-22,3,M. Williams makes 3-pt shot from 24 ft (assist by J. Lin)
5:25.0,N. Vucevic misses 2-pt shot from 20 ft,,14-22,,
5:23.0,,,14-22,,Defensive rebound by J. Lin
5:13.0,,,14-22,,A. Jefferson misses 2-pt shot from 16 ft
5:12.0,Defensive rebound by E. Ilyasova,,14-22,,
4:59.0,M. Hezonja misses 3-pt shot from 24 ft,,14-22,,
4:58.0,,,14-22,,Defensive rebound by A. Jefferson
4:52.0,,,14-24,2,J. Lin makes 2-pt shot from 22 ft
4:31.0,N. Vucevic makes 2-pt shot from 7 ft,2,16-24,,
4:14.0,,,16-26,2,A. Jefferson makes 2-pt shot from 1 ft (assist by C. Lee)
4:02.0,Turnover by E. Payton (lost ball; steal by C. Lee),,16-26,,
3:56.0,,,16-29,3,J. Lin makes 3-pt shot from 25 ft (assist by K. Walker)
3:40.0,E. Fournier misses 2-pt shot from 3 ft,,16-29,,
3:39.0,Offensive rebound by E. Ilyasova,,16-29,,
3:39.0,E. Ilyasova misses 2-pt shot from 1 ft,,16-29,,
3:39.0,,,16-29,,Defensive rebound by M. Williams
3:39.0,Personal foul by E. Fournier,,16-29,,
3:39.0,A. Gordon enters the game for E. Ilyasova,,16-29,,
3:39.0,D. Marble enters the game for M. Hezonja,,16-29,,
3:39.0,,,16-29,,J. Lamb enters the game for C. Lee
3:39.0,,,16-29,,T. Daniels enters the game for J. Lin
3:28.0,,,16-29,,K. Walker misses 2-pt shot at rim
3:27.0,Defensive rebound by E. Payton,,16-29,,
3:22.0,D. Marble misses 3-pt shot from 25 ft,,16-29,,
3:19.0,,,16-29,,Defensive rebound by A. Jefferson
3:04.0,,,16-32,3,M. Williams makes 3-pt shot from 24 ft (assist by A. Jefferson)
2:51.0,E. Fournier makes 2-pt shot at rim (assist by E. Payton),2,18-32,,
2:26.0,,,18-32,,J. Lamb misses 3-pt shot from 25 ft
2:25.0,Defensive rebound by A. Gordon,,18-32,,
2:16.0,A. Gordon makes 2-pt shot at rim,2,20-32,,
2:12.0,Violation by Team (jump ball),,20-32,,
2:12.0,,,20-32,,Charlotte full timeout
2:12.0,,,20-32,,F. Kaminsky enters the game for M. Williams
2:12.0,J. Smith enters the game for N. Vucevic,,20-32,,
2:12.0,C. Watson enters the game for E. Payton,,20-32,,
2:04.0,,,20-34,2,A. Jefferson makes 2-pt shot at rim (assist by K. Walker)
1:45.0,A. Gordon misses 3-pt shot from 24 ft,,20-34,,
1:44.0,,,20-34,,Defensive rebound by J. Lamb
1:33.0,,,20-36,2,A. Jefferson makes 2-pt shot from 6 ft
1:16.0,D. Marble misses 2-pt shot from 11 ft,,20-36,,
1:13.0,,,20-36,,Defensive rebound by K. Walker
1:12.0,Personal foul by E. Fournier,,20-36,,
1:02.0,,,20-38,2,T. Daniels makes 2-pt shot from 20 ft (assist by K. Walker)
0:49.0,A. Gordon makes 2-pt shot at rim,2,22-38,,
0:35.0,,,22-38,,T. Daniels misses 3-pt shot from 24 ft
0:35.0,Defensive rebound by Team,,22-38,,
0:19.0,J. Smith misses 2-pt shot from 2 ft (block by J. Lamb),,22-38,,
0:17.0,,,22-38,,Defensive rebound by A. Jefferson
0:02.0,,,22-38,,F. Kaminsky misses 2-pt shot from 17 ft
0:01.0,Defensive rebound by Team,,22-38,,
0:00.0,A. Gordon misses 3-pt shot from 77 ft,,22-38,,
0:00.0,Offensive rebound by Team,,22-38,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,J. Smith misses 2-pt shot from 18 ft,,22-38,,
11:45.0,,,22-38,,Defensive rebound by J. Lamb
11:34.0,,,22-38,,Shooting foul by J. Smith (drawn by A. Jefferson)
11:34.0,,,22-38,,A. Jefferson misses free throw 1 of 2
11:34.0,,,22-38,,Offensive rebound by Team
11:34.0,,,22-39,1,A. Jefferson makes free throw 2 of 2
11:19.0,J. Smith makes 2-pt shot from 11 ft (assist by D. Marble),2,24-39,,
10:57.0,,,24-41,2,A. Jefferson makes 2-pt shot from 1 ft
10:41.0,J. Smith misses 2-pt shot from 20 ft,,24-41,,
10:40.0,,,24-41,,Defensive rebound by J. Lamb
10:30.0,,,24-41,,F. Kaminsky misses 2-pt shot from 1 ft (block by J. Smith)
10:28.0,Defensive rebound by D. Marble,,24-41,,
10:23.0,A. Gordon makes 3-pt shot from 23 ft (assist by D. Marble),3,27-41,,
10:03.0,,,27-43,2,J. Lamb makes 2-pt shot at rim (assist by A. Jefferson)
9:59.0,Turnover by C. Watson (bad pass),,27-43,,
9:40.0,,,27-45,2,A. Jefferson makes 2-pt shot at rim (assist by J. Lin)
9:27.0,J. Smith makes 2-pt shot from 19 ft (assist by C. Watson),2,29-45,,
9:11.0,,,29-47,2,A. Jefferson makes 2-pt shot from 17 ft (assist by J. Lamb)
8:50.0,A. Gordon misses 2-pt shot from 1 ft,,29-47,,
8:49.0,,,29-47,,Defensive rebound by J. Lamb
8:40.0,,,29-47,,T. Daniels misses 3-pt shot from 26 ft
8:39.0,Defensive rebound by J. Smith,,29-47,,
8:32.0,C. Watson makes 2-pt shot from 17 ft (assist by J. Smith),2,31-47,,
8:18.0,Official timeout,,31-47,,
8:18.0,D. Dedmon enters the game for J. Smith,,31-47,,
8:07.0,,,31-50,3,T. Daniels makes 3-pt shot from 26 ft (assist by F. Kaminsky)
7:42.0,A. Gordon misses 2-pt shot from 7 ft,,31-50,,
7:41.0,,,31-50,,Defensive rebound by T. Daniels
7:28.0,,,31-52,2,A. Jefferson makes 2-pt shot from 1 ft (assist by J. Lamb)
7:28.0,,,31-52,,Shooting foul by D. Dedmon (drawn by A. Jefferson)
7:28.0,,,31-52,,S. Hawes enters the game for F. Kaminsky
7:28.0,,,31-52,,A. Jefferson misses free throw 1 of 1
7:26.0,Defensive rebound by D. Marble,,31-52,,
7:06.0,A. Gordon makes 2-pt shot at rim (assist by C. Watson),2,33-52,,
6:55.0,,,33-54,2,J. Lamb makes 2-pt shot from 1 ft (assist by S. Hawes)
6:50.0,C. Watson makes 2-pt shot from 10 ft,2,35-54,,
6:50.0,Shooting foul by J. Lin (drawn by C. Watson),,35-54,,
6:50.0,,,35-54,,C. Zeller enters the game for A. Jefferson
6:50.0,C. Watson makes free throw 1 of 1,1,36-54,,
6:38.0,,,36-54,,J. Lin misses 3-pt shot from 25 ft
6:37.0,Defensive rebound by D. Marble,,36-54,,
6:27.0,D. Dedmon makes 2-pt shot from 1 ft (assist by M. Hezonja),2,38-54,,
6:10.0,,,38-54,,C. Zeller misses 2-pt shot from 4 ft
6:09.0,Defensive rebound by D. Dedmon,,38-54,,
5:58.0,M. Hezonja misses 2-pt shot from 18 ft,,38-54,,
5:57.0,,,38-54,,Defensive rebound by J. Lamb
5:47.0,,,38-54,,J. Lin misses 2-pt shot at rim (block by D. Dedmon)
5:47.0,Defensive rebound by Team,,38-54,,
5:47.0,,,38-54,,Charlotte full timeout
5:47.0,,,38-54,,K. Walker enters the game for J. Lin
5:47.0,,,38-54,,C. Lee enters the game for T. Daniels
5:47.0,Jump ball: D. Dedmon vs. S. Hawes (C. Watson gains possession),,,,Jump ball: D. Dedmon vs. S. Hawes (C. Watson gains possession)
5:27.0,M. Hezonja misses 3-pt shot from 25 ft,,38-54,,
5:27.0,,,38-54,,Defensive rebound by Team
5:15.0,,,38-54,,J. Lamb misses 3-pt shot from 24 ft
5:13.0,,,38-54,,Offensive rebound by S. Hawes
5:08.0,,,38-54,,J. Lamb misses 3-pt shot from 25 ft
5:07.0,Defensive rebound by M. Hezonja,,38-54,,
4:55.0,D. Dedmon makes 2-pt shot from 1 ft (assist by M. Hezonja),2,40-54,,
4:35.0,,,40-54,,K. Walker misses 3-pt shot from 24 ft
4:34.0,Defensive rebound by D. Dedmon,,40-54,,
4:26.0,Turnover by C. Watson (bad pass),,40-54,,
4:26.0,E. Payton enters the game for D. Marble,,40-54,,
4:26.0,E. Fournier enters the game for C. Watson,,40-54,,
4:09.0,,,40-54,,C. Lee misses 2-pt shot from 16 ft
4:08.0,,,40-54,,Offensive rebound by S. Hawes
4:08.0,,,40-56,2,S. Hawes makes 2-pt shot from 1 ft
3:56.0,A. Gordon misses 2-pt shot from 19 ft,,40-56,,
3:55.0,,,40-56,,Defensive rebound by S. Hawes
3:48.0,,,40-56,,K. Walker misses 3-pt shot from 23 ft
3:47.0,Defensive rebound by M. Hezonja,,40-56,,
3:32.0,Turnover by E. Payton (lost ball; steal by C. Lee),,40-56,,
3:18.0,,,40-56,,C. Lee misses 2-pt shot from 14 ft
3:16.0,Defensive rebound by M. Hezonja,,40-56,,
3:10.0,Shooting foul by J. Lamb (drawn by M. Hezonja),,40-56,,
3:10.0,M. Hezonja makes 2-pt shot from 2 ft,2,42-56,,
3:10.0,,,42-56,,T. Daniels enters the game for J. Lamb
3:10.0,E. Ilyasova enters the game for A. Gordon,,42-56,,
3:10.0,M. Hezonja makes free throw 1 of 1,1,43-56,,
2:58.0,,,43-59,3,T. Daniels makes 3-pt shot from 25 ft (assist by K. Walker)
2:36.0,Turnover by E. Fournier (lost ball; steal by T. Daniels),,43-59,,
2:29.0,,,43-62,3,T. Daniels makes 3-pt shot from 23 ft (assist by K. Walker)
2:28.0,Orlando full timeout,,43-62,,
2:17.0,E. Payton misses 3-pt shot from 25 ft,,43-62,,
2:16.0,,,43-62,,Defensive rebound by C. Lee
2:09.0,,,43-62,,K. Walker misses 3-pt shot from 25 ft
2:08.0,Defensive rebound by E. Payton,,43-62,,
2:00.0,E. Ilyasova misses 2-pt shot from 16 ft,,43-62,,
1:59.0,,,43-62,,Defensive rebound by C. Zeller
1:46.0,,,43-65,3,S. Hawes makes 3-pt shot from 26 ft (assist by K. Walker)
1:29.0,E. Payton makes 2-pt shot from 2 ft,2,45-65,,
1:05.0,,,45-65,,Shooting foul by D. Dedmon (drawn by C. Zeller)
1:05.0,,,45-65,,C. Zeller misses free throw 1 of 2
1:05.0,,,45-65,,Offensive rebound by Team
1:05.0,,,45-66,1,C. Zeller makes free throw 2 of 2
0:55.0,E. Payton misses 2-pt shot from 7 ft,,45-66,,
0:55.0,Offensive rebound by Team,,45-66,,
0:55.0,,,45-66,,Loose ball foul by C. Zeller
0:44.0,E. Payton misses 3-pt shot from 24 ft,,45-66,,
0:43.0,Offensive rebound by E. Ilyasova,,45-66,,
0:40.0,E. Ilyasova makes 2-pt shot from 17 ft,2,47-66,,
0:26.0,,,47-66,,C. Lee misses 3-pt shot from 25 ft
0:25.0,Defensive rebound by E. Ilyasova,,47-66,,
0:16.0,M. Hezonja makes 3-pt shot from 23 ft (assist by E. Payton),3,50-66,,
0:01.0,,,50-66,,C. Lee misses 2-pt shot from 7 ft
0:00.0,,,50-66,,Offensive rebound by C. Zeller
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,N. Vucevic makes 2-pt shot from 1 ft,2,52-66,,
11:14.0,,,52-66,,A. Jefferson misses 2-pt shot from 11 ft
11:12.0,Defensive rebound by E. Ilyasova,,52-66,,
11:11.0,Turnover by E. Ilyasova (bad pass),,52-66,,
10:56.0,Personal foul by E. Fournier,,52-66,,
10:45.0,,,52-68,2,A. Jefferson makes 2-pt shot from 17 ft (assist by T. Daniels)
10:28.0,E. Fournier misses 2-pt shot from 7 ft (block by A. Jefferson),,52-68,,
10:26.0,,,52-68,,Defensive rebound by T. Daniels
10:25.0,,,52-68,,Turnover by J. Lin (palming)
10:13.0,N. Vucevic misses 2-pt shot from 18 ft,,52-68,,
10:12.0,,,52-68,,Defensive rebound by J. Lin
10:05.0,,,52-68,,Turnover by J. Lamb (lost ball; steal by E. Payton)
9:58.0,Shooting foul by A. Jefferson (drawn by N. Vucevic),,52-68,,
9:58.0,N. Vucevic makes free throw 1 of 2,1,53-68,,
9:58.0,N. Vucevic misses free throw 2 of 2,,53-68,,
9:56.0,,,53-68,,Defensive rebound by F. Kaminsky
9:50.0,Personal foul by E. Payton,,53-68,,
9:40.0,,,53-68,,Turnover by J. Lamb (lost ball; steal by E. Fournier)
9:36.0,Turnover by E. Fournier (lost ball; steal by J. Lamb),,53-68,,
9:30.0,,,53-68,,T. Daniels misses 3-pt shot from 25 ft
9:28.0,Defensive rebound by N. Vucevic,,53-68,,
9:14.0,E. Ilyasova misses 2-pt shot from 1 ft,,53-68,,
9:13.0,,,53-68,,Defensive rebound by A. Jefferson
9:09.0,,,53-70,2,J. Lin makes 2-pt shot from 1 ft
8:58.0,E. Fournier makes 2-pt shot from 17 ft,2,55-70,,
8:40.0,,,55-72,2,A. Jefferson makes 2-pt shot at rim (assist by J. Lin)
8:24.0,N. Vucevic makes 2-pt shot from 1 ft (assist by E. Payton),2,57-72,,
8:01.0,,,57-74,2,A. Jefferson makes 2-pt shot from 6 ft
7:46.0,E. Fournier makes 3-pt shot from 24 ft (assist by E. Payton),3,60-74,,
7:21.0,,,60-74,,A. Jefferson misses 2-pt shot from 6 ft
7:19.0,Defensive rebound by E. Fournier,,60-74,,
7:11.0,E. Payton misses 2-pt shot from 8 ft,,60-74,,
7:10.0,,,60-74,,Defensive rebound by F. Kaminsky
7:01.0,,,60-74,,Shooting foul by N. Vucevic (drawn by F. Kaminsky)
7:01.0,,,60-74,,F. Kaminsky misses free throw 1 of 2
7:01.0,,,60-74,,Offensive rebound by Team
7:01.0,,,60-75,1,F. Kaminsky makes free throw 2 of 2
6:51.0,N. Vucevic makes 2-pt shot at rim,2,62-75,,
6:26.0,,,62-75,,Turnover by F. Kaminsky (lost ball; steal by E. Fournier)
6:23.0,Shooting foul by J. Lamb (drawn by E. Fournier),,62-75,,
6:23.0,E. Fournier makes free throw 1 of 2,1,63-75,,
6:23.0,E. Fournier makes free throw 2 of 2,1,64-75,,
6:05.0,,,64-75,,F. Kaminsky misses 3-pt shot from 25 ft
6:03.0,Defensive rebound by M. Hezonja,,64-75,,
5:49.0,E. Ilyasova makes 3-pt shot from 26 ft (assist by E. Payton),3,67-75,,
5:49.0,,,67-75,,Charlotte full timeout
5:49.0,,,67-75,,J. Gutierrez enters the game for J. Lin
5:36.0,,,67-77,2,J. Lamb makes 2-pt shot from 16 ft (assist by J. Gutierrez)
5:15.0,E. Ilyasova misses 2-pt shot from 19 ft,,67-77,,
5:14.0,Offensive rebound by E. Payton,,67-77,,
5:10.0,E. Fournier makes 2-pt shot from 7 ft,2,69-77,,
4:45.0,,,69-79,2,J. Lamb makes 2-pt shot from 14 ft (assist by T. Daniels)
4:30.0,E. Fournier misses 2-pt shot from 15 ft (block by J. Lamb),,69-79,,
4:28.0,,,69-79,,Defensive rebound by J. Gutierrez
4:23.0,,,69-79,,T. Daniels misses 3-pt shot from 25 ft
4:21.0,Defensive rebound by E. Fournier,,69-79,,
4:06.0,E. Fournier makes 2-pt shot at rim,2,71-79,,
3:44.0,,,71-81,2,A. Jefferson makes 2-pt shot from 7 ft
3:44.0,,,71-81,,Shooting foul by N. Vucevic (drawn by A. Jefferson)
3:44.0,A. Gordon enters the game for E. Ilyasova,,71-81,,
3:44.0,,,71-81,,A. Harrison enters the game for T. Daniels
3:44.0,,,71-82,1,A. Jefferson makes free throw 1 of 1
3:28.0,Jump ball: M. Hezonja vs. F. Kaminsky (E. Fournier gains possession),,,,Jump ball: M. Hezonja vs. F. Kaminsky (E. Fournier gains possession)
3:17.0,M. Hezonja misses 3-pt shot from 28 ft,,71-82,,
3:16.0,,,71-82,,Defensive rebound by A. Harrison
3:05.0,,,71-82,,A. Jefferson misses 2-pt shot from 12 ft
3:04.0,Defensive rebound by N. Vucevic,,71-82,,
2:50.0,N. Vucevic misses 2-pt shot from 17 ft,,71-82,,
2:49.0,,,71-82,,Defensive rebound by J. Gutierrez
2:38.0,,,71-82,,F. Kaminsky misses 2-pt shot from 1 ft (block by A. Gordon)
2:36.0,Defensive rebound by E. Payton,,71-82,,
2:30.0,N. Vucevic makes 2-pt shot at rim (assist by A. Gordon),2,73-82,,
2:15.0,Orlando full timeout,,73-82,,
2:15.0,,,73-82,,S. Hawes enters the game for F. Kaminsky
2:15.0,D. Marble enters the game for M. Hezonja,,73-82,,
2:05.0,,,73-82,,S. Hawes misses 2-pt shot from 18 ft
2:04.0,Defensive rebound by N. Vucevic,,73-82,,
1:59.0,A. Gordon makes 2-pt shot at rim (assist by E. Payton),2,75-82,,
1:37.0,,,75-82,,J. Gutierrez misses 2-pt shot from 17 ft
1:36.0,Defensive rebound by A. Gordon,,75-82,,
1:27.0,N. Vucevic misses 2-pt shot from 5 ft,,75-82,,
1:27.0,Offensive rebound by Team,,75-82,,
1:27.0,,,75-82,,Loose ball foul by A. Harrison
1:27.0,C. Watson enters the game for E. Payton,,75-82,,
1:27.0,J. Smith enters the game for N. Vucevic,,75-82,,
1:16.0,E. Fournier misses 2-pt shot from 1 ft (block by J. Lamb),,75-82,,
1:12.0,,,75-82,,Defensive rebound by Team
1:01.0,Personal foul by J. Smith,,75-82,,
1:01.0,,,75-83,1,A. Jefferson makes free throw 1 of 2
1:01.0,,,75-84,1,A. Jefferson makes free throw 2 of 2
0:51.0,A. Gordon makes 2-pt shot from 2 ft (assist by E. Fournier),2,77-84,,
0:36.0,,,77-86,2,S. Hawes makes 2-pt shot from 14 ft (assist by J. Gutierrez)
0:24.0,E. Fournier misses 2-pt shot from 17 ft,,77-86,,
0:22.0,,,77-86,,Defensive rebound by J. Lamb
0:04.0,,,77-86,,Turnover by J. Lamb (lost ball; steal by A. Gordon)
0:01.0,Shooting foul by A. Harrison (drawn by A. Gordon),,77-86,,
0:01.0,A. Gordon makes free throw 1 of 2,1,78-86,,
0:01.0,A. Gordon makes free throw 2 of 2,1,79-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,79-86,,Turnover by T. Daniels (lost ball; steal by A. Gordon)
11:46.0,Shooting foul by S. Hawes (drawn by A. Gordon),,79-86,,
11:46.0,A. Gordon misses free throw 1 of 2,,79-86,,
11:46.0,Offensive rebound by Team,,79-86,,
11:46.0,A. Gordon makes free throw 2 of 2,1,80-86,,
11:36.0,,,80-86,,Turnover by J. Gutierrez (lost ball; steal by M. Hezonja)
11:36.0,,,80-86,,Clear path foul by J. Gutierrez
11:36.0,M. Hezonja makes clear path free throw 1 of 2,1,81-86,,
11:36.0,M. Hezonja makes clear path free throw 2 of 2,1,82-86,,
11:27.0,J. Smith makes 2-pt shot from 18 ft (assist by C. Watson),2,84-86,,
11:13.0,,,84-86,,Shooting foul by M. Hezonja (drawn by T. Hansbrough)
11:13.0,,,84-87,1,T. Hansbrough makes free throw 1 of 2
11:13.0,,,84-88,1,T. Hansbrough makes free throw 2 of 2
10:52.0,Shooting foul by T. Daniels (drawn by D. Marble),,84-88,,
10:52.0,D. Marble misses free throw 1 of 2,,84-88,,
10:52.0,Offensive rebound by Team,,84-88,,
10:52.0,D. Marble misses free throw 2 of 2,,84-88,,
10:49.0,,,84-88,,Defensive rebound by T. Hansbrough
10:36.0,,,84-88,,Turnover by T. Daniels (lost ball; steal by D. Marble)
10:32.0,M. Hezonja makes 2-pt shot at rim,2,86-88,,
10:19.0,Personal foul by D. Marble,,86-88,,
10:10.0,,,86-88,,J. Gutierrez misses 3-pt shot from 25 ft
10:09.0,Defensive rebound by D. Marble,,86-88,,
10:03.0,A. Gordon misses 3-pt shot from 26 ft,,86-88,,
10:02.0,,,86-88,,Defensive rebound by A. Harrison
9:52.0,,,86-90,2,A. Harrison makes 2-pt shot from 1 ft (assist by T. Daniels)
9:35.0,C. Watson misses 3-pt shot from 26 ft,,86-90,,
9:33.0,,,86-90,,Defensive rebound by T. Daniels
9:24.0,,,86-92,2,T. Hansbrough makes 2-pt shot from 1 ft (assist by T. Daniels)
9:01.0,D. Marble misses 3-pt shot from 25 ft,,86-92,,
9:01.0,,,86-92,,Defensive rebound by Team
8:48.0,,,86-94,2,T. Daniels makes 2-pt shot from 18 ft (assist by S. Hawes)
8:48.0,Orlando full timeout,,86-94,,
8:48.0,E. Fournier enters the game for D. Marble,,86-94,,
8:30.0,M. Hezonja misses 3-pt shot from 24 ft,,86-94,,
8:29.0,,,86-94,,Defensive rebound by S. Hawes
8:19.0,,,86-94,,J. Gutierrez misses 2-pt shot from 11 ft
8:17.0,Defensive rebound by A. Gordon,,86-94,,
8:03.0,A. Gordon misses 2-pt shot from 1 ft,,86-94,,
8:00.0,Offensive rebound by A. Gordon,,86-94,,
8:00.0,A. Gordon makes 2-pt shot from 1 ft,2,88-94,,
7:48.0,,,88-96,2,S. Hawes makes 2-pt shot from 9 ft
7:35.0,C. Watson misses 2-pt shot from 7 ft,,88-96,,
7:34.0,,,88-96,,Defensive rebound by J. Gutierrez
7:27.0,,,88-99,3,A. Harrison makes 3-pt shot from 27 ft (assist by J. Gutierrez)
7:14.0,M. Hezonja misses 3-pt shot from 25 ft,,88-99,,
7:13.0,,,88-99,,Defensive rebound by S. Hawes
7:01.0,Personal foul by A. Gordon,,88-99,,
6:52.0,,,88-99,,J. Gutierrez misses 3-pt shot from 23 ft
6:51.0,Defensive rebound by A. Gordon,,88-99,,
6:35.0,C. Watson makes 2-pt shot from 2 ft,2,90-99,,
6:24.0,,,90-99,,Offensive foul by T. Hansbrough
6:24.0,,,90-99,,Turnover by T. Hansbrough (offensive foul)
6:18.0,,,90-99,,Personal foul by T. Hansbrough
6:11.0,A. Gordon makes 2-pt shot from 16 ft,2,92-99,,
5:52.0,,,92-99,,Shooting foul by J. Smith (drawn by T. Hansbrough)
5:52.0,Official timeout,,92-99,,
5:52.0,,,92-99,,J. Lamb enters the game for T. Daniels
5:52.0,,,92-100,1,T. Hansbrough makes free throw 1 of 2
5:52.0,,,92-101,1,T. Hansbrough makes free throw 2 of 2
5:35.0,J. Smith misses 2-pt shot from 18 ft,,92-101,,
5:34.0,,,92-101,,Defensive rebound by J. Lamb
5:21.0,,,92-103,2,J. Lamb makes 2-pt shot from 1 ft (assist by S. Hawes)
5:12.0,A. Gordon misses 2-pt shot from 2 ft (block by S. Hawes),,92-103,,
5:11.0,,,92-103,,Defensive rebound by A. Harrison
5:01.0,,,92-105,2,T. Hansbrough makes 2-pt shot at rim (assist by A. Harrison)
4:36.0,A. Gordon makes 2-pt shot from 1 ft,2,94-105,,
4:12.0,,,94-108,3,S. Hawes makes 3-pt shot from 26 ft (assist by T. Hansbrough)
3:59.0,E. Fournier makes 3-pt shot from 28 ft,3,97-108,,
3:44.0,D. Marble enters the game for E. Fournier,,97-108,,
3:44.0,A. Nicholson enters the game for A. Gordon,,97-108,,
3:44.0,D. Dedmon enters the game for J. Smith,,97-108,,
3:44.0,S. Napier enters the game for C. Watson,,97-108,,
3:44.0,,,97-108,,F. Kaminsky enters the game for S. Hawes
3:36.0,,,97-110,2,J. Gutierrez makes 2-pt shot from 18 ft
3:21.0,D. Marble makes 2-pt shot from 1 ft,2,99-110,,
3:09.0,,,99-110,,A. Harrison misses 2-pt shot from 17 ft
3:08.0,Defensive rebound by D. Marble,,99-110,,
3:03.0,,,99-110,,Personal foul by A. Harrison
3:03.0,S. Napier misses free throw 1 of 2,,99-110,,
3:03.0,Offensive rebound by Team,,99-110,,
3:03.0,S. Napier makes free throw 2 of 2,1,100-110,,
2:54.0,,,100-112,2,F. Kaminsky makes 2-pt shot from 1 ft (assist by J. Gutierrez)
2:38.0,M. Hezonja misses 3-pt shot from 24 ft,,100-112,,
2:37.0,,,100-112,,Defensive rebound by J. Gutierrez
2:30.0,,,100-112,,T. Hansbrough misses 2-pt shot from 3 ft (block by D. Dedmon)
2:28.0,Defensive rebound by D. Marble,,100-112,,
2:24.0,Offensive foul by D. Dedmon,,100-112,,
2:24.0,Turnover by D. Dedmon (offensive foul),,100-112,,
2:24.0,,,100-112,,Charlotte full timeout
2:10.0,,,100-112,,J. Lamb misses 2-pt shot from 6 ft
2:09.0,,,100-112,,Offensive rebound by J. Lamb
2:05.0,,,100-114,2,J. Lamb makes 2-pt shot from 9 ft
1:55.0,S. Napier misses 3-pt shot from 24 ft,,100-114,,
1:54.0,Offensive rebound by A. Nicholson,,100-114,,
1:50.0,A. Nicholson misses 2-pt shot from 19 ft,,100-114,,
1:48.0,,,100-114,,Defensive rebound by A. Harrison
1:41.0,Personal foul by M. Hezonja,,100-114,,
1:41.0,,,100-115,1,A. Harrison makes free throw 1 of 2
