time,Chicago,pts.away,score,pts.home,Golden State
1:40.0,D. McDermott misses 3-pt shot from 24 ft,,27-24,,
1:39.0,,,27-24,,Defensive rebound by F. Ezeli
1:23.0,,,27-24,,Turnover by S. Curry (bad pass; steal by J. Noah)
1:20.0,Turnover by J. Noah (lost ball; steal by S. Curry),,27-24,,
1:16.0,,,27-26,2,A. Iguodala makes 2-pt shot from 1 ft (assist by S. Curry)
0:54.0,J. Butler makes 2-pt shot from 7 ft,2,29-26,,
0:42.0,,,29-26,,F. Ezeli misses 2-pt shot from 10 ft
0:39.0,,,29-26,,Offensive rebound by F. Ezeli
0:36.0,,,29-26,,S. Curry misses 3-pt shot from 26 ft
0:35.0,,,29-26,,Offensive rebound by F. Ezeli
0:14.0,,,29-28,2,A. Iguodala makes 2-pt shot from 10 ft
0:01.0,E. Moore misses 2-pt shot from 16 ft,,29-28,,
0:00.0,Offensive rebound by Team,,29-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,T. Gibson misses 2-pt shot from 1 ft (block by F. Ezeli),,29-28,,
11:38.0,,,29-28,,Defensive rebound by S. Livingston
11:21.0,,,29-30,2,H. Barnes makes 2-pt shot from 16 ft (assist by L. Barbosa)
10:56.0,P. Gasol misses 2-pt shot from 16 ft,,29-30,,
10:55.0,,,29-30,,Defensive rebound by H. Barnes
10:35.0,,,29-30,,L. Barbosa misses 2-pt shot from 2 ft
10:35.0,Defensive rebound by P. Gasol,,29-30,,
10:28.0,,,29-30,,Personal foul by A. Iguodala (drawn by T. Gibson)
10:27.0,K. Hinrich enters the game for E. Moore,,29-30,,
10:13.0,T. Snell misses 3-pt shot from 24 ft,,29-30,,
10:13.0,Offensive rebound by T. Gibson,,29-30,,
10:13.0,Turnover by T. Gibson (back court),,29-30,,
10:00.0,,,29-30,,H. Barnes misses 3-pt shot from 23 ft
10:00.0,Defensive rebound by T. Snell,,29-30,,
9:49.0,T. Snell misses 2-pt shot from 6 ft,,29-30,,
9:49.0,,,29-30,,Defensive rebound by H. Barnes
9:27.0,,,29-30,,L. Barbosa misses 2-pt shot from 8 ft
9:27.0,,,29-30,,Offensive rebound by F. Ezeli
9:24.0,,,29-30,,H. Barnes misses 2-pt shot from 4 ft (block by P. Gasol)
9:22.0,,,29-30,,Offensive rebound by H. Barnes
9:13.0,,,29-30,,L. Barbosa misses 3-pt shot from 25 ft
9:13.0,Defensive rebound by P. Gasol,,29-30,,
8:52.0,P. Gasol misses 2-pt shot from 10 ft,,29-30,,
8:51.0,,,29-30,,Defensive rebound by S. Livingston
8:44.0,,,29-32,2,S. Livingston makes 2-pt shot from 2 ft
8:29.0,,,29-32,,Violation by H. Barnes (kicked ball)
8:29.0,Official timeout,,29-32,,
8:29.0,,,29-32,,I. Clark enters the game for S. Livingston
8:29.0,N. Mirotic enters the game for T. Gibson,,29-32,,
8:25.0,Turnover by P. Gasol (traveling),,29-32,,
8:16.0,,,29-35,3,L. Barbosa makes 3-pt shot from 25 ft (assist by I. Clark)
8:01.0,P. Gasol makes 2-pt shot from 18 ft (assist by N. Mirotic),2,31-35,,
7:50.0,,,31-35,,L. Barbosa misses 2-pt shot from 10 ft
7:49.0,Defensive rebound by P. Gasol,,31-35,,
7:37.0,N. Mirotic makes 2-pt shot from 1 ft (assist by P. Gasol),2,33-35,,
7:10.0,,,33-37,2,H. Barnes makes 2-pt shot from 14 ft
6:54.0,,,33-37,,K. Thompson enters the game for L. Barbosa
6:54.0,,,33-37,,A. Bogut enters the game for F. Ezeli
6:54.0,J. Butler enters the game for T. Snell,,33-37,,
6:54.0,E. Moore enters the game for D. McDermott,,33-37,,
6:42.0,P. Gasol misses 2-pt shot from 18 ft,,33-37,,
6:42.0,,,33-37,,Defensive rebound by I. Clark
6:20.0,,,33-39,2,A. Iguodala makes 2-pt shot from 11 ft (assist by A. Bogut)
6:05.0,P. Gasol misses 2-pt shot from 17 ft,,33-39,,
6:04.0,,,33-39,,Defensive rebound by A. Iguodala
5:58.0,,,33-39,,Turnover by A. Bogut (lost ball; steal by J. Butler)
5:49.0,N. Mirotic makes 2-pt shot from 1 ft (assist by P. Gasol),2,35-39,,
5:49.0,Shooting foul by I. Clark (drawn by N. Mirotic),,35-39,,
5:49.0,,,35-39,,Golden State full timeout
5:49.0,,,35-39,,D. Green enters the game for A. Iguodala
5:49.0,,,35-39,,S. Curry enters the game for I. Clark
5:49.0,N. Mirotic makes free throw 1 of 1,1,36-39,,
5:30.0,,,36-39,,K. Thompson misses 2-pt shot from 15 ft
5:30.0,Defensive rebound by N. Mirotic,,36-39,,
5:13.0,P. Gasol makes 2-pt shot from 17 ft (assist by N. Mirotic),2,38-39,,
4:59.0,Personal foul by N. Mirotic (drawn by S. Curry),,38-39,,
4:42.0,,,38-39,,A. Bogut misses 2-pt shot from 6 ft
4:41.0,Defensive rebound by J. Butler,,38-39,,
4:36.0,P. Gasol makes 2-pt shot from 1 ft (assist by J. Butler),2,40-39,,
4:15.0,,,40-39,,Shooting foul by K. Hinrich (drawn by A. Bogut)
4:15.0,,,40-39,,A. Bogut misses free throw 1 of 2
4:15.0,,,40-39,,Offensive rebound by Team
4:15.0,,,40-39,,A. Iguodala enters the game for H. Barnes
4:15.0,J. Noah enters the game for P. Gasol,,40-39,,
4:15.0,,,40-40,1,A. Bogut makes free throw 2 of 2
3:52.0,N. Mirotic makes 2-pt shot from 14 ft,2,42-40,,
3:38.0,,,42-40,,K. Thompson misses 3-pt shot from 26 ft
3:37.0,,,42-40,,Offensive rebound by A. Bogut
3:37.0,,,42-42,2,A. Bogut makes 2-pt shot from 1 ft
3:15.0,J. Noah misses 2-pt shot from 3 ft (block by A. Bogut),,42-42,,
3:15.0,Offensive rebound by N. Mirotic,,42-42,,
3:15.0,Shooting foul by A. Bogut (drawn by N. Mirotic),,42-42,,
3:15.0,N. Mirotic makes free throw 1 of 2,1,43-42,,
3:15.0,N. Mirotic makes free throw 2 of 2,1,44-42,,
3:00.0,,,44-42,,D. Green misses 2-pt shot from 1 ft
2:59.0,Defensive rebound by J. Noah,,44-42,,
2:38.0,K. Hinrich misses 2-pt shot from 4 ft,,44-42,,
2:38.0,Offensive rebound by J. Noah,,44-42,,
2:35.0,J. Noah misses 2-pt shot from 2 ft,,44-42,,
2:34.0,,,44-42,,Defensive rebound by D. Green
2:30.0,,,44-42,,S. Curry misses 3-pt shot from 25 ft
2:27.0,Defensive rebound by J. Butler,,44-42,,
2:16.0,,,44-42,,Violation by S. Curry (kicked ball)
2:16.0,Chicago full timeout,,44-42,,
2:16.0,,,44-42,,H. Barnes enters the game for A. Bogut
2:05.0,J. Butler misses 3-pt shot from 26 ft,,44-42,,
2:05.0,,,44-42,,Defensive rebound by A. Iguodala
2:03.0,,,44-42,,Turnover by A. Iguodala (turnover)
1:43.0,J. Butler misses 2-pt shot from 18 ft,,44-42,,
1:42.0,,,44-42,,Defensive rebound by A. Iguodala
1:31.0,,,44-45,3,A. Iguodala makes 3-pt shot from 25 ft (assist by S. Curry)
1:06.0,E. Moore misses 2-pt shot from 13 ft,,44-45,,
1:05.0,,,44-45,,Defensive rebound by S. Curry
0:49.0,Personal foul by E. Moore (drawn by K. Thompson),,44-45,,
0:42.0,,,44-48,3,H. Barnes makes 3-pt shot from 23 ft (assist by D. Green)
0:42.0,Chicago full timeout,,44-48,,
0:34.0,J. Butler makes 3-pt shot from 25 ft,3,47-48,,
0:20.0,,,47-50,2,S. Curry makes 2-pt shot from 1 ft
0:03.0,K. Hinrich misses 2-pt shot from 18 ft,,47-50,,
0:02.0,Offensive rebound by N. Mirotic,,47-50,,
0:02.0,N. Mirotic misses 2-pt shot from 2 ft,,47-50,,
0:01.0,,,47-50,,Defensive rebound by H. Barnes
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,N. Mirotic misses 2-pt shot from 8 ft,,47-50,,
11:42.0,,,47-50,,Defensive rebound by A. Bogut
11:34.0,,,47-50,,Turnover by D. Green (lost ball)
11:17.0,N. Mirotic makes 2-pt shot from 2 ft (assist by P. Gasol),2,49-50,,
10:54.0,,,49-50,,H. Barnes misses 2-pt shot from 15 ft
10:53.0,Defensive rebound by J. Butler,,49-50,,
10:38.0,N. Mirotic misses 2-pt shot from 14 ft,,49-50,,
10:35.0,Offensive rebound by T. Snell,,49-50,,
10:35.0,T. Snell makes 2-pt shot at rim,2,51-50,,
10:24.0,,,51-52,2,S. Curry makes 2-pt shot from 1 ft
10:09.0,K. Hinrich misses 2-pt shot from 12 ft,,51-52,,
10:08.0,,,51-52,,Defensive rebound by A. Bogut
10:00.0,,,51-54,2,H. Barnes makes 2-pt shot from 19 ft (assist by K. Thompson)
9:46.0,J. Butler makes 2-pt shot from 6 ft (assist by P. Gasol),2,53-54,,
9:46.0,Shooting foul by A. Bogut (drawn by J. Butler),,53-54,,
9:46.0,,,53-54,,Violation by H. Barnes (lane)
9:46.0,J. Butler makes free throw 1 of 1,1,54-54,,
9:35.0,,,54-56,2,S. Curry makes 2-pt shot from 6 ft
9:22.0,K. Hinrich misses 2-pt shot from 8 ft,,54-56,,
9:20.0,Offensive rebound by K. Hinrich,,54-56,,
9:16.0,P. Gasol misses 2-pt shot from 6 ft,,54-56,,
9:16.0,,,54-56,,Defensive rebound by H. Barnes
9:10.0,,,54-56,,S. Curry misses 3-pt shot from 26 ft
9:10.0,Defensive rebound by J. Butler,,54-56,,
9:02.0,T. Snell misses 3-pt shot from 24 ft,,54-56,,
9:01.0,,,54-56,,Defensive rebound by H. Barnes
8:52.0,,,54-56,,Turnover by H. Barnes (bad pass; steal by J. Butler)
8:50.0,Turnover by J. Butler (bad pass; steal by A. Bogut),,54-56,,
8:38.0,Personal foul by K. Hinrich (drawn by S. Curry),,54-56,,
8:35.0,Personal foul by P. Gasol (drawn by S. Curry),,54-56,,
8:27.0,,,54-56,,H. Barnes misses 3-pt shot from 25 ft
8:27.0,Defensive rebound by P. Gasol,,54-56,,
8:18.0,J. Butler misses 3-pt shot from 24 ft,,54-56,,
8:18.0,,,54-56,,Defensive rebound by H. Barnes
8:07.0,,,54-56,,Shooting foul by T. Snell (drawn by D. Green)
8:07.0,,,54-57,1,D. Green makes free throw 1 of 2
8:07.0,,,54-57,,D. Green misses free throw 2 of 2
8:06.0,Defensive rebound by N. Mirotic,,54-57,,
7:50.0,N. Mirotic misses 3-pt shot from 26 ft,,54-57,,
7:49.0,Offensive rebound by J. Butler,,54-57,,
7:42.0,J. Butler makes 3-pt shot from 23 ft (assist by T. Snell),3,57-57,,
7:22.0,,,57-59,2,K. Thompson makes 2-pt shot from 18 ft
7:14.0,,,57-59,,Personal foul by A. Bogut (drawn by P. Gasol)
7:08.0,J. Butler makes 2-pt shot from 11 ft,2,59-59,,
6:59.0,,,59-59,,Turnover by S. Curry (lost ball; steal by P. Gasol)
6:41.0,J. Butler misses 2-pt shot from 5 ft,,59-59,,
6:41.0,,,59-59,,Defensive rebound by Team
6:41.0,Loose ball foul by P. Gasol (drawn by D. Green),,59-59,,
6:23.0,,,59-61,2,D. Green makes 2-pt shot from 1 ft (assist by H. Barnes)
6:01.0,P. Gasol misses 2-pt shot from 10 ft,,59-61,,
6:00.0,Offensive rebound by P. Gasol,,59-61,,
6:00.0,Shooting foul by K. Thompson (drawn by P. Gasol),,59-61,,
6:00.0,P. Gasol makes free throw 1 of 2,1,60-61,,
6:00.0,E. Moore enters the game for T. Snell,,60-61,,
6:00.0,P. Gasol makes free throw 2 of 2,1,61-61,,
5:55.0,Personal foul by K. Hinrich (drawn by S. Curry),,61-61,,
5:55.0,,,61-61,,Golden State full timeout
5:55.0,J. Noah enters the game for P. Gasol,,61-61,,
5:55.0,T. Snell enters the game for K. Hinrich,,61-61,,
5:55.0,,,61-61,,F. Ezeli enters the game for A. Bogut
5:55.0,,,61-62,1,S. Curry makes free throw 1 of 2
5:55.0,,,61-63,1,S. Curry makes free throw 2 of 2
5:38.0,E. Moore makes 2-pt shot from 1 ft (assist by J. Butler),2,63-63,,
5:21.0,,,63-63,,D. Green misses 2-pt shot from 8 ft
5:21.0,,,63-63,,Offensive rebound by Team
5:21.0,Loose ball foul by J. Noah (drawn by F. Ezeli),,63-63,,
5:21.0,,,63-64,1,F. Ezeli makes free throw 1 of 2
5:21.0,,,63-64,,F. Ezeli misses free throw 2 of 2
5:21.0,Defensive rebound by Team,,63-64,,
5:08.0,J. Butler misses 2-pt shot from 8 ft,,63-64,,
5:07.0,Offensive rebound by N. Mirotic,,63-64,,
4:58.0,Shooting foul by S. Curry (drawn by E. Moore),,63-64,,
4:58.0,E. Moore makes free throw 1 of 2,1,64-64,,
4:58.0,,,64-64,,A. Iguodala enters the game for H. Barnes
4:58.0,E. Moore makes free throw 2 of 2,1,65-64,,
4:46.0,D. McDermott enters the game for T. Snell,,65-64,,
4:42.0,,,65-67,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry)
4:19.0,J. Butler makes 2-pt shot from 2 ft,2,67-67,,
4:09.0,,,67-67,,Turnover by D. Green (lost ball; steal by N. Mirotic)
4:03.0,D. McDermott makes 3-pt shot from 24 ft (assist by E. Moore),3,70-67,,
3:54.0,,,70-67,,Turnover by S. Curry (bad pass; steal by E. Moore)
3:50.0,Shooting foul by K. Thompson (drawn by E. Moore),,70-67,,
3:50.0,E. Moore misses free throw 1 of 2,,70-67,,
3:50.0,Offensive rebound by Team,,70-67,,
3:50.0,T. Gibson enters the game for N. Mirotic,,70-67,,
3:50.0,E. Moore misses free throw 2 of 2,,70-67,,
3:49.0,Offensive rebound by J. Noah,,70-67,,
3:46.0,Turnover by J. Noah (lost ball; steal by S. Curry),,70-67,,
3:37.0,,,70-67,,K. Thompson misses 2-pt shot from 4 ft
3:36.0,,,70-67,,Offensive rebound by F. Ezeli
3:35.0,,,70-69,2,F. Ezeli makes 2-pt shot from 1 ft
3:20.0,Turnover by E. Moore (lost ball; steal by S. Curry),,70-69,,
3:13.0,,,70-69,,S. Curry misses 3-pt shot from 25 ft
3:13.0,Defensive rebound by J. Butler,,70-69,,
3:04.0,D. McDermott misses 3-pt shot from 23 ft,,70-69,,
3:04.0,,,70-69,,Defensive rebound by K. Thompson
3:00.0,,,70-69,,Shooting foul by J. Butler (drawn by A. Iguodala)
3:00.0,,,70-70,1,A. Iguodala makes free throw 1 of 2
3:00.0,,,70-70,,J. McAdoo enters the game for D. Green
3:00.0,,,70-70,,A. Iguodala misses free throw 2 of 2
2:58.0,Defensive rebound by J. Noah,,70-70,,
2:36.0,J. Butler misses 2-pt shot from 19 ft,,70-70,,
2:36.0,,,70-70,,Defensive rebound by S. Curry
2:33.0,Chicago full timeout,,70-70,,
2:30.0,,,70-72,2,K. Thompson makes 2-pt shot from 19 ft (assist by S. Curry)
2:07.0,E. Moore makes 3-pt shot from 24 ft (assist by J. Butler),3,73-72,,
2:01.0,Personal take foul by T. Gibson (drawn by J. McAdoo),,73-72,,
2:01.0,,,73-73,1,J. McAdoo makes free throw 1 of 2
2:01.0,,,73-74,1,J. McAdoo makes free throw 2 of 2
1:44.0,T. Gibson misses 2-pt shot from 16 ft,,73-74,,
1:44.0,,,73-74,,Defensive rebound by F. Ezeli
1:37.0,,,73-74,,Shooting foul by J. Noah (drawn by K. Thompson)
1:37.0,,,73-74,,K. Thompson misses free throw 1 of 2
1:37.0,,,73-74,,Offensive rebound by Team
1:37.0,,,73-75,1,K. Thompson makes free throw 2 of 2
1:14.0,J. Butler misses 2-pt shot from 15 ft,,73-75,,
1:12.0,Offensive rebound by J. Noah,,73-75,,
1:03.0,Turnover by J. Noah (traveling),,73-75,,
0:51.0,,,73-77,2,S. Curry makes 2-pt shot from 18 ft
0:27.0,D. McDermott misses 3-pt shot from 25 ft,,73-77,,
0:27.0,Offensive rebound by J. Noah,,73-77,,
0:27.0,J. Noah misses 2-pt shot at rim,,73-77,,
0:22.0,,,73-77,,Defensive rebound by A. Iguodala
0:05.0,,,73-77,,S. Curry misses 2-pt shot from 15 ft
0:04.0,Defensive rebound by D. McDermott,,73-77,,
0:01.0,T. Gibson misses 3-pt shot from 25 ft,,73-77,,
0:00.0,Offensive rebound by Team,,73-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,73-77,,Turnover by J. McAdoo (bad pass; steal by T. Gibson)
11:32.0,D. McDermott misses 2-pt shot from 15 ft (block by F. Ezeli),,73-77,,
11:31.0,,,73-77,,Defensive rebound by J. McAdoo
11:16.0,,,73-79,2,J. McAdoo makes 2-pt shot from 10 ft (assist by S. Livingston)
10:51.0,E. Moore makes 2-pt shot from 11 ft,2,75-79,,
10:39.0,,,75-81,2,A. Iguodala makes 2-pt shot from 15 ft
10:30.0,Turnover by J. Noah (turnover),,75-81,,
10:30.0,N. Mirotic enters the game for J. Noah,,75-81,,
10:11.0,,,75-81,,A. Iguodala misses 3-pt shot from 26 ft
10:10.0,,,75-81,,Offensive rebound by F. Ezeli
9:57.0,,,75-81,,A. Iguodala misses 2-pt shot from 12 ft
9:56.0,Defensive rebound by N. Mirotic,,75-81,,
9:41.0,E. Moore misses 2-pt shot from 12 ft,,75-81,,
9:40.0,,,75-81,,Defensive rebound by A. Iguodala
9:32.0,,,75-81,,L. Barbosa misses 3-pt shot from 23 ft
9:31.0,Defensive rebound by N. Mirotic,,75-81,,
9:19.0,Shooting foul by F. Ezeli (drawn by T. Gibson),,75-81,,
9:19.0,T. Gibson makes free throw 1 of 2,1,76-81,,
9:19.0,T. Gibson misses free throw 2 of 2,,76-81,,
9:18.0,,,76-81,,Defensive rebound by F. Ezeli
8:59.0,,,76-81,,L. Barbosa misses 2-pt shot from 2 ft (block by T. Gibson)
8:59.0,Defensive rebound by N. Mirotic,,76-81,,
8:50.0,K. Hinrich makes 3-pt shot from 25 ft (assist by N. Mirotic),3,79-81,,
8:28.0,,,79-81,,Turnover by S. Livingston (lost ball; steal by E. Moore)
8:19.0,Shooting foul by F. Ezeli (drawn by N. Mirotic),,79-81,,
8:19.0,Official timeout,,79-81,,
8:19.0,,,79-81,,K. Thompson enters the game for A. Iguodala
8:19.0,,,79-81,,H. Barnes enters the game for L. Barbosa
8:19.0,,,79-81,,D. Green enters the game for J. McAdoo
8:19.0,J. Butler enters the game for E. Moore,,79-81,,
8:19.0,N. Mirotic makes free throw 1 of 3,1,80-81,,
8:19.0,N. Mirotic makes free throw 2 of 3,1,81-81,,
8:19.0,N. Mirotic makes free throw 3 of 3,1,82-81,,
8:05.0,,,82-81,,Shooting foul by K. Hinrich (drawn by H. Barnes)
8:05.0,,,82-82,1,H. Barnes makes free throw 1 of 2
8:05.0,,,82-83,1,H. Barnes makes free throw 2 of 2
7:39.0,T. Gibson makes 2-pt shot from 1 ft,2,84-83,,
7:36.0,,,84-83,,Shooting foul by N. Mirotic (drawn by D. Green)
7:36.0,,,84-84,1,D. Green makes free throw 1 of 2
7:36.0,T. Snell enters the game for D. McDermott,,84-84,,
7:36.0,,,84-85,1,D. Green makes free throw 2 of 2
7:09.0,J. Butler misses 2-pt shot from 6 ft,,84-85,,
7:09.0,,,84-85,,Defensive rebound by D. Green
7:00.0,,,84-85,,H. Barnes misses 2-pt shot from 6 ft
6:59.0,,,84-85,,Offensive rebound by Team
6:59.0,P. Gasol enters the game for T. Gibson,,84-85,,
6:59.0,Jump ball: F. Ezeli vs. K. Hinrich (D. Green gains possession),,,,Jump ball: F. Ezeli vs. K. Hinrich (D. Green gains possession)
6:52.0,,,84-85,,Turnover by K. Thompson (lost ball; steal by J. Butler)
6:41.0,N. Mirotic misses 3-pt shot from 26 ft,,84-85,,
6:40.0,,,84-85,,Defensive rebound by D. Green
6:32.0,,,84-87,2,S. Livingston makes 2-pt shot from 12 ft
6:16.0,Shooting foul by S. Livingston (drawn by K. Hinrich),,84-87,,
6:16.0,K. Hinrich makes free throw 1 of 2,1,85-87,,
6:16.0,,,85-87,,S. Curry enters the game for S. Livingston
6:16.0,K. Hinrich makes free throw 2 of 2,1,86-87,,
5:58.0,,,86-89,2,F. Ezeli makes 2-pt shot at rim (assist by D. Green)
5:44.0,K. Hinrich makes 3-pt shot from 25 ft,3,89-89,,
5:33.0,,,89-89,,S. Curry misses 3-pt shot from 25 ft
5:33.0,,,89-89,,Offensive rebound by K. Thompson
5:26.0,,,89-92,3,S. Curry makes 3-pt shot from 25 ft (assist by K. Thompson)
5:25.0,Chicago full timeout,,89-92,,
5:12.0,Turnover by P. Gasol (offensive goaltending),,89-92,,
4:49.0,,,89-92,,K. Thompson misses 3-pt shot from 27 ft
4:49.0,Defensive rebound by Team,,89-92,,
4:35.0,Turnover by K. Hinrich (bad pass; steal by S. Curry),,89-92,,
4:28.0,,,89-92,,S. Curry misses 3-pt shot from 26 ft
4:28.0,,,89-92,,Offensive rebound by S. Curry
4:23.0,,,89-92,,S. Curry misses 2-pt shot at rim
4:21.0,Defensive rebound by J. Butler,,89-92,,
4:06.0,J. Butler misses 2-pt shot from 17 ft (block by K. Thompson),,89-92,,
4:05.0,Offensive rebound by J. Butler,,89-92,,
4:01.0,T. Snell misses 2-pt shot from 18 ft,,89-92,,
4:01.0,,,89-92,,Defensive rebound by D. Green
3:58.0,Personal foul by K. Hinrich (drawn by D. Green),,89-92,,
3:58.0,,,89-92,,A. Iguodala enters the game for F. Ezeli
3:48.0,,,89-94,2,S. Curry makes 2-pt shot at rim (assist by D. Green)
3:23.0,J. Butler misses 2-pt shot from 18 ft,,89-94,,
3:23.0,Offensive rebound by P. Gasol,,89-94,,
3:17.0,Turnover by K. Hinrich (bad pass; steal by A. Iguodala),,89-94,,
3:10.0,,,89-94,,Turnover by S. Curry (turnover)
2:58.0,J. Butler makes 2-pt shot from 17 ft,2,91-94,,
2:35.0,,,91-94,,A. Iguodala misses 3-pt shot from 24 ft
