time,LA Clippers,pts.away,score,pts.home,Memphis
6:30.0,,,9-17,,R. McCallum misses 2-pt shot from 19 ft
6:29.0,Defensive rebound by C. Paul,,9-17,,
6:23.0,Shooting foul by R. Hollins (drawn by D. Jordan),,9-17,,
6:23.0,D. Jordan makes free throw 1 of 2,1,10-17,,
6:23.0,,,10-17,,V. Carter enters the game for L. Stephenson
6:23.0,D. Jordan misses free throw 2 of 2,,10-17,,
6:19.0,,,10-17,,Defensive rebound by Z. Randolph
6:08.0,,,10-17,,Shooting foul by J. Green (drawn by T. Allen)
6:08.0,,,10-18,1,T. Allen makes free throw 1 of 2
6:08.0,,,10-18,,T. Allen misses free throw 2 of 2
6:06.0,Defensive rebound by D. Jordan,,10-18,,
5:54.0,,,10-18,,Personal foul by R. McCallum
5:54.0,,,10-18,,Memphis full timeout
5:54.0,,,10-18,,J. Green enters the game for R. Hollins
5:44.0,C. Paul makes 3-pt shot from 23 ft (assist by J. Redick),3,13-18,,
5:29.0,Def 3 sec tech foul by J. Green,,13-18,,
5:29.0,,,13-18,,V. Carter misses technical free throw
5:29.0,,,13-18,,Offensive rebound by Team
5:29.0,P. Pierce enters the game for L. Mbah a Moute,,13-18,,
5:29.0,J. Crawford enters the game for J. Redick,,13-18,,
5:15.0,,,13-21,3,V. Carter makes 3-pt shot from 23 ft (assist by Z. Randolph)
4:58.0,D. Jordan makes 2-pt shot from 1 ft (assist by C. Paul),2,15-21,,
4:36.0,,,15-23,2,T. Allen makes 2-pt shot from 20 ft (assist by Z. Randolph)
4:22.0,,,15-23,,Def 3 sec tech foul by Z. Randolph
4:22.0,C. Paul makes technical free throw,1,16-23,,
4:16.0,J. Green makes 3-pt shot from 24 ft (assist by J. Crawford),3,19-23,,
3:56.0,,,19-23,,Z. Randolph misses 2-pt shot from 15 ft
3:55.0,Defensive rebound by P. Pierce,,19-23,,
3:35.0,P. Pierce misses 3-pt shot from 23 ft,,19-23,,
3:33.0,,,19-23,,Defensive rebound by T. Allen
3:25.0,,,19-25,2,Z. Randolph makes 2-pt shot from 2 ft (assist by V. Carter)
3:06.0,Turnover by D. Jordan (lost ball; steal by J. Green),,19-25,,
2:56.0,,,19-27,2,J. Green makes 2-pt shot from 20 ft (assist by R. McCallum)
2:37.0,D. Jordan makes 2-pt shot from 1 ft,2,21-27,,
2:23.0,,,21-29,2,T. Allen makes 2-pt shot from 2 ft
2:14.0,LA Clippers full timeout,,21-29,,
2:14.0,W. Johnson enters the game for J. Green,,21-29,,
2:14.0,A. Rivers enters the game for C. Paul,,21-29,,
2:14.0,,,21-29,,J. Martin enters the game for Z. Randolph
2:14.0,,,21-29,,X. Munford enters the game for T. Allen
2:01.0,W. Johnson makes 3-pt shot from 23 ft (assist by P. Pierce),3,24-29,,
1:44.0,,,24-31,2,R. McCallum makes 2-pt shot from 18 ft (assist by J. Green)
1:24.0,W. Johnson makes 2-pt shot from 20 ft,2,26-31,,
1:18.0,Personal foul by W. Johnson,,26-31,,
1:07.0,,,26-31,,R. McCallum misses 3-pt shot from 24 ft
1:06.0,Defensive rebound by P. Pierce,,26-31,,
0:57.0,J. Crawford makes 3-pt shot from 25 ft (assist by P. Pierce),3,29-31,,
0:42.0,,,29-31,,J. Martin misses 2-pt shot from 11 ft
0:41.0,Defensive rebound by D. Jordan,,29-31,,
0:26.0,C. Aldrich enters the game for D. Jordan,,29-31,,
0:15.0,A. Rivers misses 3-pt shot from 23 ft,,29-31,,
0:14.0,,,29-31,,Defensive rebound by J. Green
0:00.0,,,29-31,,R. McCallum misses 3-pt shot from 24 ft
0:00.0,,,29-31,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,29-31,,V. Carter misses 2-pt shot from 21 ft
11:45.0,,,29-31,,Offensive rebound by J. Martin
11:27.0,,,29-31,,J. Green misses 2-pt shot from 19 ft
11:27.0,Defensive rebound by W. Johnson,,29-31,,
11:20.0,Shooting foul by J. Martin (drawn by P. Pierce),,29-31,,
11:20.0,P. Pierce makes free throw 1 of 2,1,30-31,,
11:20.0,P. Pierce makes free throw 2 of 2,1,31-31,,
11:01.0,,,31-31,,V. Carter misses 3-pt shot from 24 ft
11:00.0,Defensive rebound by C. Aldrich,,31-31,,
10:48.0,A. Rivers makes 2-pt shot from 2 ft (assist by C. Aldrich),2,33-31,,
10:36.0,,,33-31,,B. Weber misses 2-pt shot from 5 ft
10:34.0,,,33-31,,Offensive rebound by J. Martin
10:34.0,,,33-33,2,J. Martin makes 2-pt shot from 2 ft
10:22.0,,,33-33,,Personal foul by X. Munford
10:08.0,A. Rivers misses 3-pt shot from 25 ft,,33-33,,
10:08.0,,,33-33,,Defensive rebound by J. Martin
9:57.0,,,33-35,2,X. Munford makes 2-pt shot from 19 ft
9:41.0,J. Crawford misses 3-pt shot from 25 ft,,33-35,,
9:40.0,,,33-35,,Defensive rebound by J. Green
9:30.0,,,33-35,,Turnover by J. Martin (lost ball)
9:30.0,,,33-35,,Loose ball foul by J. Martin
9:20.0,Turnover by C. Aldrich (lost ball; steal by B. Weber),,33-35,,
9:16.0,,,33-37,2,J. Martin makes 2-pt shot at rim (assist by B. Weber)
9:01.0,W. Johnson makes 3-pt shot from 23 ft (assist by A. Rivers),3,36-37,,
8:54.0,Personal foul by W. Johnson,,36-37,,
8:54.0,,,36-37,,Memphis full timeout
8:43.0,,,36-37,,B. Weber misses 3-pt shot from 25 ft
8:39.0,,,36-37,,Offensive rebound by J. Green
8:39.0,,,36-37,,J. Green misses 2-pt shot at rim
8:37.0,,,36-37,,Offensive rebound by J. Martin
8:37.0,,,36-37,,Turnover by J. Martin (lost ball; steal by C. Aldrich)
8:30.0,P. Pierce makes 3-pt shot from 26 ft (assist by A. Rivers),3,39-37,,
8:07.0,,,39-37,,X. Munford misses 3-pt shot from 24 ft
8:06.0,Defensive rebound by W. Johnson,,39-37,,
7:51.0,P. Pierce makes 3-pt shot from 24 ft (assist by C. Aldrich),3,42-37,,
7:35.0,,,42-37,,V. Carter misses 3-pt shot from 24 ft
7:35.0,,,42-37,,Offensive rebound by J. Martin
7:32.0,,,42-39,2,J. Green makes 2-pt shot from 2 ft (assist by J. Martin)
7:32.0,,,42-39,,Shooting foul by C. Aldrich (drawn by J. Green)
7:32.0,,,42-39,,Z. Randolph enters the game for J. Martin
7:32.0,,,42-39,,T. Allen enters the game for V. Carter
7:32.0,,,42-40,1,J. Green makes free throw 1 of 1
7:20.0,J. Crawford misses 3-pt shot from 26 ft,,42-40,,
7:19.0,,,42-40,,Defensive rebound by B. Weber
7:08.0,,,42-40,,Turnover by J. Green (lost ball; steal by C. Aldrich)
7:01.0,Shooting foul by B. Weber (drawn by A. Rivers),,42-40,,
7:01.0,A. Rivers misses free throw 1 of 2,,42-40,,
7:01.0,Offensive rebound by Team,,42-40,,
7:01.0,A. Rivers makes free throw 2 of 2,1,43-40,,
6:45.0,Personal foul by A. Rivers,,43-40,,
6:45.0,J. Redick enters the game for W. Johnson,,43-40,,
6:32.0,,,43-42,2,X. Munford makes 2-pt shot at rim (assist by Z. Randolph)
6:14.0,Turnover by C. Aldrich (lost ball; steal by T. Allen),,43-42,,
6:13.0,Personal take foul by C. Aldrich,,43-42,,
6:13.0,D. Jordan enters the game for C. Aldrich,,43-42,,
6:13.0,C. Paul enters the game for A. Rivers,,43-42,,
5:54.0,,,43-44,2,J. Green makes 2-pt shot at rim (assist by Z. Randolph)
5:34.0,,,43-44,,Personal foul by B. Weber
5:34.0,,,43-44,,Memphis full timeout
5:34.0,J. Green enters the game for J. Crawford,,43-44,,
5:34.0,,,43-44,,L. Stephenson enters the game for J. Green
5:34.0,,,43-44,,V. Carter enters the game for B. Weber
5:34.0,C. Paul makes free throw 1 of 2,1,44-44,,
5:34.0,C. Paul makes free throw 2 of 2,1,45-44,,
5:20.0,,,45-44,,Shooting foul by P. Pierce (drawn by V. Carter)
5:20.0,,,45-45,1,V. Carter makes free throw 1 of 2
5:20.0,,,45-46,1,V. Carter makes free throw 2 of 2
5:06.0,Turnover by J. Redick (step out of bounds),,45-46,,
4:50.0,,,45-46,,Z. Randolph misses 2-pt shot from 18 ft (block by D. Jordan)
4:47.0,,,45-46,,Offensive rebound by X. Munford
4:42.0,,,45-46,,X. Munford misses 2-pt shot from 2 ft (block by J. Redick)
4:41.0,Defensive rebound by C. Paul,,45-46,,
4:31.0,J. Green misses 3-pt shot from 23 ft,,45-46,,
4:30.0,,,45-46,,Defensive rebound by Z. Randolph
4:14.0,,,45-48,2,L. Stephenson makes 2-pt shot at rim (assist by X. Munford)
3:59.0,P. Pierce makes 3-pt shot from 24 ft (assist by C. Paul),3,48-48,,
3:44.0,,,48-48,,Shooting foul by D. Jordan (drawn by L. Stephenson)
3:44.0,,,48-48,,L. Stephenson misses free throw 1 of 2
3:44.0,,,48-48,,Offensive rebound by Team
3:44.0,L. Mbah a Moute enters the game for P. Pierce,,48-48,,
3:44.0,,,48-48,,R. McCallum enters the game for X. Munford
3:44.0,,,48-49,1,L. Stephenson makes free throw 2 of 2
3:38.0,C. Paul misses 2-pt shot from 3 ft (block by R. McCallum),,48-49,,
3:38.0,Offensive rebound by Team,,48-49,,
3:30.0,C. Paul makes 2-pt shot from 4 ft,2,50-49,,
3:16.0,,,50-51,2,Z. Randolph makes 2-pt shot from 19 ft (assist by R. McCallum)
2:56.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,52-51,,
2:36.0,,,52-51,,R. McCallum misses 2-pt shot from 19 ft
2:35.0,Defensive rebound by D. Jordan,,52-51,,
2:22.0,Shooting foul by Z. Randolph (drawn by D. Jordan),,52-51,,
2:22.0,LA Clippers full timeout,,52-51,,
2:22.0,D. Jordan misses free throw 1 of 2,,52-51,,
2:22.0,Offensive rebound by Team,,52-51,,
2:22.0,D. Jordan misses free throw 2 of 2,,52-51,,
2:21.0,,,52-51,,Defensive rebound by V. Carter
2:13.0,,,52-51,,Turnover by R. McCallum (step out of bounds)
1:55.0,J. Redick makes 2-pt shot from 20 ft (assist by C. Paul),2,54-51,,
1:42.0,,,54-51,,L. Stephenson misses 2-pt shot from 3 ft (block by D. Jordan)
1:41.0,,,54-51,,Offensive rebound by L. Stephenson
1:36.0,,,54-54,3,T. Allen makes 3-pt shot from 22 ft (assist by V. Carter)
1:20.0,Shooting foul by R. McCallum (drawn by C. Paul),,54-54,,
1:20.0,C. Paul makes free throw 1 of 2,1,55-54,,
1:20.0,C. Paul makes free throw 2 of 2,1,56-54,,
1:04.0,,,56-54,,Offensive charge foul by T. Allen
1:04.0,,,56-54,,Turnover by T. Allen (offensive foul)
0:54.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by D. Jordan),2,58-54,,
0:34.0,,,58-56,2,L. Stephenson makes 2-pt shot from 1 ft
0:29.0,C. Paul misses 2-pt shot from 17 ft,,58-56,,
0:26.0,,,58-56,,Defensive rebound by Z. Randolph
0:03.0,,,58-56,,R. McCallum misses 2-pt shot from 17 ft
0:01.0,,,58-56,,Offensive rebound by T. Allen
0:01.0,,,58-58,2,T. Allen makes 2-pt shot from 1 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,58-58,,Turnover by Z. Randolph (lost ball; steal by J. Green)
11:28.0,J. Green misses 2-pt shot from 2 ft,,58-58,,
11:25.0,,,58-58,,Defensive rebound by Z. Randolph
11:16.0,,,58-58,,Shooting foul by C. Paul (drawn by R. Hollins)
11:16.0,,,58-59,1,R. Hollins makes free throw 1 of 2
11:16.0,,,58-60,1,R. Hollins makes free throw 2 of 2
11:01.0,J. Redick makes 2-pt shot from 6 ft,2,60-60,,
10:39.0,,,60-62,2,Z. Randolph makes 2-pt shot from 15 ft
10:22.0,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul),3,63-62,,
10:13.0,Violation by D. Jordan (def goaltending),,63-62,,
10:13.0,,,63-64,2,T. Allen makes 2-pt shot at rim
10:00.0,J. Green misses 3-pt shot from 23 ft,,63-64,,
9:59.0,,,63-64,,Defensive rebound by Z. Randolph
9:48.0,,,63-64,,T. Allen misses 2-pt shot from 20 ft
9:47.0,,,63-64,,Offensive rebound by Z. Randolph
9:38.0,,,63-64,,Turnover by Z. Randolph (lost ball; steal by D. Jordan)
9:33.0,Turnover by C. Paul (lost ball; steal by R. Hollins),,63-64,,
9:32.0,Jump ball: R. Hollins vs. C. Paul (T. Allen gains possession),,,,Jump ball: R. Hollins vs. C. Paul (T. Allen gains possession)
9:19.0,,,63-64,,L. Stephenson misses 2-pt shot from 10 ft
9:15.0,,,63-64,,Offensive rebound by Z. Randolph
9:15.0,,,63-66,2,Z. Randolph makes 2-pt shot from 2 ft
8:46.0,J. Green makes 2-pt shot from 6 ft,2,65-66,,
8:27.0,,,65-66,,L. Stephenson misses 2-pt shot from 19 ft
8:24.0,Defensive rebound by D. Jordan,,65-66,,
8:18.0,Turnover by L. Mbah a Moute (bad pass),,65-66,,
8:00.0,,,65-66,,Z. Randolph misses 2-pt shot from 1 ft
7:57.0,,,65-66,,Offensive rebound by T. Allen
7:57.0,,,65-66,,Offensive foul by T. Allen
7:57.0,,,65-66,,Turnover by T. Allen (offensive foul)
7:43.0,C. Paul makes 3-pt shot from 22 ft (assist by J. Redick),3,68-66,,
7:20.0,,,68-69,3,R. McCallum makes 3-pt shot from 24 ft (assist by Z. Randolph)
7:04.0,C. Paul misses 2-pt shot from 10 ft,,68-69,,
7:03.0,Offensive rebound by L. Mbah a Moute,,68-69,,
7:03.0,L. Mbah a Moute misses 2-pt shot from 1 ft,,68-69,,
7:03.0,,,68-69,,Defensive rebound by Team
6:48.0,,,68-69,,Z. Randolph misses 2-pt shot from 17 ft
6:48.0,Defensive rebound by J. Redick,,68-69,,
6:40.0,J. Redick misses 2-pt shot from 2 ft (block by R. Hollins),,68-69,,
6:40.0,,,68-69,,Defensive rebound by L. Stephenson
6:40.0,Loose ball foul by J. Redick,,68-69,,
6:23.0,,,68-69,,Shooting foul by J. Green (drawn by Z. Randolph)
6:23.0,LA Clippers full timeout,,68-69,,
6:23.0,P. Pierce enters the game for J. Green,,68-69,,
6:23.0,,,68-70,1,Z. Randolph makes free throw 1 of 2
6:23.0,,,68-71,1,Z. Randolph makes free throw 2 of 2
6:13.0,,,68-71,,Personal foul by Z. Randolph
6:06.0,Turnover by L. Mbah a Moute (bad pass),,68-71,,
5:49.0,,,68-71,,Turnover by L. Stephenson (lost ball; steal by D. Jordan)
5:35.0,C. Paul misses 3-pt shot from 23 ft,,68-71,,
5:34.0,,,68-71,,Defensive rebound by Team
5:33.0,W. Johnson enters the game for L. Mbah a Moute,,68-71,,
5:19.0,,,68-71,,Shooting foul by J. Redick (drawn by T. Allen)
5:19.0,,,68-72,1,T. Allen makes free throw 1 of 2
5:19.0,J. Crawford enters the game for J. Redick,,68-72,,
5:19.0,,,68-73,1,T. Allen makes free throw 2 of 2
5:07.0,C. Paul makes 2-pt shot from 14 ft,2,70-73,,
4:51.0,,,70-73,,T. Allen misses 2-pt shot from 2 ft
4:50.0,,,70-73,,Offensive rebound by R. Hollins
4:50.0,,,70-73,,Shooting foul by P. Pierce (drawn by R. Hollins)
4:50.0,,,70-73,,R. Hollins misses free throw 1 of 2
4:50.0,,,70-73,,Offensive rebound by Team
4:50.0,,,70-73,,R. Hollins misses free throw 2 of 2
4:49.0,Defensive rebound by D. Jordan,,70-73,,
4:41.0,W. Johnson misses 3-pt shot from 23 ft,,70-73,,
4:40.0,,,70-73,,Defensive rebound by Z. Randolph
4:22.0,,,70-75,2,L. Stephenson makes 2-pt shot from 1 ft
4:22.0,Shooting block foul by P. Pierce (drawn by L. Stephenson),,70-75,,
4:22.0,,,70-75,,J. Green enters the game for R. Hollins
4:22.0,,,70-75,,X. Munford enters the game for T. Allen
4:22.0,,,70-76,1,L. Stephenson makes free throw 1 of 1
4:00.0,Turnover by C. Paul (lost ball; steal by J. Green),,70-76,,
3:54.0,,,70-78,2,L. Stephenson makes 2-pt shot from 3 ft
3:42.0,Offensive foul by W. Johnson,,70-78,,
3:42.0,Turnover by W. Johnson (offensive foul),,70-78,,
3:42.0,A. Rivers enters the game for C. Paul,,70-78,,
3:27.0,,,70-78,,J. Green misses 3-pt shot from 23 ft
3:26.0,Defensive rebound by J. Crawford,,70-78,,
3:12.0,Turnover by P. Pierce (lost ball; steal by J. Green),,70-78,,
2:59.0,,,70-78,,Shooting foul by W. Johnson (drawn by L. Stephenson)
2:59.0,,,70-78,,Memphis full timeout
2:59.0,,,70-79,1,L. Stephenson makes free throw 1 of 2
2:59.0,,,70-80,1,L. Stephenson makes free throw 2 of 2
2:49.0,,,70-80,,Personal foul by X. Munford
2:44.0,Turnover by A. Rivers (lost ball; steal by J. Green),,70-80,,
2:28.0,,,70-82,2,J. Green makes 2-pt shot at rim (assist by Z. Randolph)
2:09.0,J. Crawford misses 2-pt shot from 21 ft,,70-82,,
2:09.0,,,70-82,,Defensive rebound by Team
2:09.0,Loose ball foul by D. Jordan,,70-82,,
2:09.0,,,70-83,1,Z. Randolph makes free throw 1 of 2
2:09.0,,,70-84,1,Z. Randolph makes free throw 2 of 2
1:56.0,J. Crawford misses 2-pt shot from 20 ft,,70-84,,
1:54.0,Offensive rebound by A. Rivers,,70-84,,
1:50.0,P. Pierce misses 3-pt shot from 24 ft (block by J. Green),,70-84,,
1:48.0,,,70-84,,Defensive rebound by R. McCallum
1:47.0,Personal foul by J. Crawford,,70-84,,
1:47.0,,,70-85,1,X. Munford makes free throw 1 of 2
1:47.0,C. Aldrich enters the game for D. Jordan,,70-85,,
1:47.0,,,70-85,,X. Munford misses free throw 2 of 2
1:46.0,Defensive rebound by C. Aldrich,,70-85,,
1:38.0,Shooting foul by R. McCallum (drawn by A. Rivers),,70-85,,
1:38.0,A. Rivers makes free throw 1 of 2,1,71-85,,
1:38.0,A. Rivers makes free throw 2 of 2,1,72-85,,
1:18.0,,,72-85,,Turnover by J. Green (bad pass)
1:05.0,C. Aldrich misses 2-pt shot from 1 ft (block by L. Stephenson),,72-85,,
1:04.0,,,72-85,,Defensive rebound by L. Stephenson
1:01.0,,,72-85,,J. Green misses 2-pt shot from 1 ft (block by C. Aldrich)
0:59.0,Defensive rebound by J. Crawford,,72-85,,
0:58.0,Shooting foul by J. Green (drawn by A. Rivers),,72-85,,
0:58.0,A. Rivers makes free throw 1 of 2,1,73-85,,
0:58.0,,,73-85,,J. Martin enters the game for L. Stephenson
0:58.0,,,73-85,,V. Carter enters the game for Z. Randolph
0:58.0,A. Rivers makes free throw 2 of 2,1,74-85,,
0:43.0,,,74-85,,R. McCallum misses 3-pt shot from 24 ft
0:42.0,,,74-85,,Offensive rebound by J. Martin
0:39.0,,,74-85,,J. Martin misses 2-pt shot from 2 ft (block by C. Aldrich)
0:37.0,,,74-85,,Offensive rebound by J. Green
0:37.0,,,74-85,,J. Green misses 2-pt shot from 2 ft
0:35.0,Defensive rebound by C. Aldrich,,74-85,,
0:32.0,Shooting foul by J. Martin (drawn by P. Pierce),,74-85,,
0:32.0,P. Pierce misses free throw 1 of 2,,74-85,,
0:32.0,Offensive rebound by Team,,74-85,,
0:32.0,,,74-85,,B. Weber enters the game for R. McCallum
0:32.0,P. Pierce makes free throw 2 of 2,1,75-85,,
0:09.0,,,75-85,,J. Martin misses 2-pt shot from 20 ft
0:07.0,,,75-85,,Offensive rebound by X. Munford
0:01.0,,,75-85,,V. Carter misses 3-pt shot from 24 ft
0:00.0,,,75-85,,Offensive rebound by J. Martin
0:00.0,,,75-85,,J. Martin misses 2-pt shot at rim
0:00.0,,,75-85,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,P. Pierce misses 3-pt shot from 24 ft,,75-85,,
11:40.0,,,75-85,,Defensive rebound by X. Munford
11:25.0,,,75-87,2,X. Munford makes 2-pt shot from 21 ft
11:10.0,,,75-87,,Personal foul by J. Green
11:01.0,J. Crawford makes 2-pt shot from 17 ft,2,77-87,,
10:50.0,Personal foul by J. Crawford,,77-87,,
10:37.0,,,77-87,,Turnover by J. Green (lost ball; steal by P. Pierce)
10:29.0,J. Crawford misses 3-pt shot from 24 ft,,77-87,,
10:24.0,,,77-87,,Defensive rebound by V. Carter
10:12.0,,,77-89,2,V. Carter makes 2-pt shot from 21 ft (assist by J. Green)
10:02.0,,,77-89,,Personal foul by J. Martin
9:47.0,A. Rivers makes 3-pt shot from 26 ft,3,80-89,,
9:25.0,,,80-89,,V. Carter misses 2-pt shot from 2 ft (block by C. Aldrich)
9:24.0,Defensive rebound by W. Johnson,,80-89,,
9:07.0,A. Rivers misses 2-pt shot from 4 ft,,80-89,,
9:05.0,Offensive rebound by C. Aldrich,,80-89,,
9:05.0,C. Aldrich misses 2-pt shot from 1 ft,,80-89,,
9:03.0,,,80-89,,Defensive rebound by V. Carter
8:50.0,,,80-89,,J. Green misses 2-pt shot from 20 ft
8:47.0,Defensive rebound by A. Rivers,,80-89,,
8:40.0,Turnover by A. Rivers (lost ball),,80-89,,
8:40.0,,,80-89,,Memphis full timeout
8:40.0,C. Paul enters the game for W. Johnson,,80-89,,
8:22.0,,,80-91,2,J. Martin makes 2-pt shot at rim (assist by J. Green)
8:04.0,Shooting foul by J. Martin (drawn by C. Aldrich),,80-91,,
8:04.0,C. Aldrich makes free throw 1 of 2,1,81-91,,
8:04.0,,,81-91,,Z. Randolph enters the game for J. Martin
8:04.0,C. Aldrich makes free throw 2 of 2,1,82-91,,
7:51.0,,,82-91,,Turnover by V. Carter (lost ball; steal by P. Pierce)
7:46.0,Shooting foul by B. Weber (drawn by J. Crawford),,82-91,,
7:46.0,J. Crawford makes free throw 1 of 2,1,83-91,,
7:46.0,,,83-91,,R. McCallum enters the game for B. Weber
7:46.0,,,83-91,,T. Allen enters the game for X. Munford
7:46.0,J. Crawford makes free throw 2 of 2,1,84-91,,
7:26.0,,,84-91,,T. Allen misses 3-pt shot from 22 ft
7:25.0,,,84-91,,Offensive rebound by Z. Randolph
7:25.0,,,84-91,,Z. Randolph misses 2-pt shot from 1 ft
7:22.0,Defensive rebound by A. Rivers,,84-91,,
7:22.0,,,84-91,,Personal foul by J. Green
7:22.0,C. Paul makes free throw 1 of 2,1,85-91,,
7:22.0,C. Paul makes free throw 2 of 2,1,86-91,,
7:11.0,,,86-91,,Turnover by R. McCallum (lost ball; steal by J. Crawford)
6:57.0,C. Paul makes 2-pt shot from 13 ft,2,88-91,,
6:57.0,,,88-91,,Memphis full timeout
6:41.0,,,88-91,,Shooting foul by P. Pierce (drawn by V. Carter)
6:41.0,,,88-92,1,V. Carter makes free throw 1 of 2
6:41.0,,,88-93,1,V. Carter makes free throw 2 of 2
6:21.0,J. Crawford misses 3-pt shot from 24 ft,,88-93,,
6:19.0,,,88-93,,Defensive rebound by Z. Randolph
6:02.0,,,88-93,,Z. Randolph misses 2-pt shot from 3 ft (block by C. Aldrich)
6:01.0,Defensive rebound by J. Crawford,,88-93,,
5:59.0,C. Paul misses 2-pt shot at rim (block by R. McCallum),,88-93,,
5:59.0,Offensive rebound by Team,,88-93,,
5:59.0,D. Jordan enters the game for C. Aldrich,,88-93,,
5:59.0,,,88-93,,L. Stephenson enters the game for V. Carter
5:46.0,P. Pierce misses 3-pt shot from 25 ft,,88-93,,
5:45.0,,,88-93,,Defensive rebound by J. Green
5:32.0,,,88-95,2,R. McCallum makes 2-pt shot from 13 ft
5:31.0,LA Clippers full timeout,,88-95,,
5:31.0,J. Redick enters the game for A. Rivers,,88-95,,
5:19.0,J. Crawford misses 2-pt shot from 20 ft,,88-95,,
5:19.0,Offensive rebound by Team,,88-95,,
5:19.0,,,88-95,,Loose ball foul by Z. Randolph
5:19.0,D. Jordan misses free throw 1 of 2,,88-95,,
5:19.0,Offensive rebound by Team,,88-95,,
5:19.0,D. Jordan makes free throw 2 of 2,1,89-95,,
4:58.0,,,89-97,2,R. McCallum makes 2-pt shot from 19 ft (assist by J. Green)
4:35.0,J. Redick misses 2-pt shot from 7 ft,,89-97,,
4:32.0,,,89-97,,Defensive rebound by J. Green
4:20.0,,,89-100,3,R. McCallum makes 3-pt shot from 24 ft (assist by Z. Randolph)
4:19.0,LA Clippers full timeout,,89-100,,
4:19.0,W. Johnson enters the game for P. Pierce,,89-100,,
4:18.0,Turnover by W. Johnson (lost ball; steal by L. Stephenson),,89-100,,
4:13.0,,,89-100,,L. Stephenson misses 2-pt shot from 1 ft (block by W. Johnson)
4:13.0,Defensive rebound by C. Paul,,89-100,,
4:13.0,,,89-100,,Personal take foul by Z. Randolph
4:13.0,C. Paul misses free throw 1 of 2,,89-100,,
4:13.0,Offensive rebound by Team,,89-100,,
