time,San Antonio,pts.away,score,pts.home,Memphis
7:04.0,L. Aldridge makes 2-pt shot from 1 ft,2,11-7,,
7:04.0,,,11-7,,Memphis full timeout
7:04.0,,,11-7,,L. Stephenson enters the game for T. Allen
6:49.0,,,11-9,2,R. Hollins makes 2-pt shot at rim (assist by J. Farmar)
6:27.0,Shooting foul by J. Green (drawn by L. Aldridge),,11-9,,
6:27.0,L. Aldridge makes free throw 1 of 2,1,12-9,,
6:27.0,L. Aldridge makes free throw 2 of 2,1,13-9,,
6:12.0,,,13-9,,L. Stephenson misses 3-pt shot from 26 ft
6:12.0,,,13-9,,Offensive rebound by M. Barnes
6:09.0,,,13-9,,Turnover by L. Stephenson (back court)
5:56.0,L. Aldridge makes 2-pt shot from 17 ft (assist by K. Anderson),2,15-9,,
5:30.0,,,15-9,,J. Farmar misses 2-pt shot from 20 ft
5:30.0,Defensive rebound by D. Green,,15-9,,
5:20.0,Shooting foul by R. Hollins (drawn by L. Aldridge),,15-9,,
5:20.0,L. Aldridge makes free throw 1 of 2,1,16-9,,
5:20.0,P. Mills enters the game for A. Miller,,16-9,,
5:20.0,B. Diaw enters the game for B. Marjanovic,,16-9,,
5:20.0,,,16-9,,V. Carter enters the game for M. Barnes
5:20.0,L. Aldridge makes free throw 2 of 2,1,17-9,,
4:56.0,,,17-9,,J. Green misses 3-pt shot from 26 ft
4:55.0,,,17-9,,Offensive rebound by L. Stephenson
4:49.0,,,17-9,,J. Farmar misses 3-pt shot from 24 ft
4:48.0,Defensive rebound by K. Anderson,,17-9,,
4:33.0,B. Diaw makes 2-pt shot from 5 ft,2,19-9,,
4:20.0,,,19-9,,L. Stephenson misses 2-pt shot from 17 ft
4:19.0,Defensive rebound by L. Aldridge,,19-9,,
4:10.0,B. Diaw makes 2-pt shot at rim (assist by L. Aldridge),2,21-9,,
3:53.0,,,21-11,2,V. Carter makes 2-pt shot from 1 ft
3:40.0,L. Aldridge makes 2-pt shot from 12 ft (assist by P. Mills),2,23-11,,
3:27.0,,,23-11,,Turnover by L. Stephenson (lost ball)
3:27.0,,,23-11,,C. Andersen enters the game for R. Hollins
3:27.0,,,23-11,,J. Martin enters the game for J. Green
3:13.0,B. Diaw misses 2-pt shot from 7 ft,,23-11,,
3:12.0,,,23-11,,Defensive rebound by J. Martin
3:02.0,,,23-11,,Turnover by L. Stephenson (lost ball; steal by K. Anderson)
2:55.0,P. Mills makes 2-pt shot from 1 ft (assist by K. Anderson),2,25-11,,
2:55.0,,,25-11,,Memphis full timeout
2:55.0,San Antonio full timeout,,25-11,,
2:55.0,K. Martin enters the game for D. Green,,25-11,,
2:36.0,,,25-13,2,L. Stephenson makes 2-pt shot from 17 ft
2:23.0,L. Aldridge makes 2-pt shot from 9 ft (assist by P. Mills),2,27-13,,
2:01.0,,,27-15,2,J. Martin makes 2-pt shot from 14 ft (assist by L. Stephenson)
1:42.0,B. Diaw misses 2-pt shot from 1 ft (block by J. Martin),,27-15,,
1:40.0,,,27-15,,Defensive rebound by J. Martin
1:33.0,,,27-15,,Turnover by L. Stephenson (lost ball; steal by K. Anderson)
1:26.0,L. Aldridge makes 2-pt shot at rim (assist by K. Anderson),2,29-15,,
1:11.0,Personal foul by K. Martin,,29-15,,
1:11.0,B. Marjanovic enters the game for L. Aldridge,,29-15,,
1:11.0,J. Simmons enters the game for K. Anderson,,29-15,,
1:11.0,,,29-15,,T. Allen enters the game for J. Farmar
1:03.0,,,29-15,,Shooting foul by B. Marjanovic (drawn by V. Carter)
1:03.0,,,29-15,,V. Carter misses free throw 1 of 2
1:03.0,,,29-15,,Offensive rebound by Team
1:03.0,,,29-16,1,V. Carter makes free throw 2 of 2
0:52.0,P. Mills makes 3-pt shot from 26 ft (assist by B. Diaw),3,32-16,,
0:31.0,,,32-16,,V. Carter misses 2-pt shot from 12 ft
0:30.0,,,32-16,,Offensive rebound by L. Stephenson
0:30.0,Loose ball foul by J. Simmons,,32-16,,
0:30.0,,,32-17,1,C. Andersen makes free throw 1 of 2
0:30.0,,,32-17,,R. McCallum enters the game for L. Stephenson
0:30.0,,,32-18,1,C. Andersen makes free throw 2 of 2
0:08.0,Turnover by B. Diaw (lost ball; steal by C. Andersen),,32-18,,
0:03.0,,,32-18,,V. Carter misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by B. Diaw,,32-18,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,32-18,,V. Carter misses 2-pt shot from 1 ft (block by B. Marjanovic)
11:43.0,,,32-18,,Offensive rebound by C. Andersen
11:43.0,,,32-18,,Shooting foul by J. Simmons (drawn by C. Andersen)
11:43.0,,,32-18,,C. Andersen misses free throw 1 of 2
11:43.0,,,32-18,,Offensive rebound by Team
11:43.0,,,32-19,1,C. Andersen makes free throw 2 of 2
11:28.0,B. Marjanovic misses 2-pt shot from 3 ft (block by C. Andersen),,32-19,,
11:25.0,,,32-19,,Defensive rebound by V. Carter
11:21.0,,,32-19,,Shooting foul by J. Simmons (drawn by V. Carter)
11:21.0,,,32-20,1,V. Carter makes free throw 1 of 2
11:21.0,,,32-21,1,V. Carter makes free throw 2 of 2
11:02.0,P. Mills makes 2-pt shot from 17 ft,2,34-21,,
10:47.0,,,34-21,,Offensive foul by J. Martin
10:47.0,,,34-21,,Turnover by J. Martin (offensive foul)
10:47.0,A. Miller enters the game for J. Simmons,,34-21,,
10:34.0,Turnover by K. Martin (traveling),,34-21,,
10:14.0,,,34-21,,T. Allen misses 3-pt shot from 23 ft
10:13.0,,,34-21,,Offensive rebound by C. Andersen
10:10.0,,,34-24,3,V. Carter makes 3-pt shot from 25 ft (assist by C. Andersen)
10:09.0,San Antonio full timeout,,34-24,,
10:09.0,,,34-24,,J. Green enters the game for J. Martin
9:49.0,Shooting foul by C. Andersen (drawn by B. Marjanovic),,34-24,,
9:49.0,B. Marjanovic makes free throw 1 of 2,1,35-24,,
9:49.0,B. Marjanovic misses free throw 2 of 2,,35-24,,
9:48.0,,,35-24,,Defensive rebound by J. Green
9:35.0,Personal foul by B. Diaw,,35-24,,
9:27.0,,,35-24,,R. McCallum misses 2-pt shot from 19 ft
9:26.0,,,35-24,,Offensive rebound by C. Andersen
9:22.0,,,35-24,,Turnover by T. Allen (traveling)
9:10.0,A. Miller makes 2-pt shot from 21 ft (assist by B. Marjanovic),2,37-24,,
8:56.0,,,37-24,,R. McCallum misses 2-pt shot from 19 ft
8:55.0,Defensive rebound by B. Diaw,,37-24,,
8:52.0,Turnover by B. Diaw (lost ball; steal by T. Allen),,37-24,,
8:49.0,,,37-26,2,T. Allen makes 2-pt shot at rim
8:35.0,Turnover by B. Diaw (bad pass),,37-26,,
8:35.0,K. Anderson enters the game for P. Mills,,37-26,,
8:22.0,,,37-28,2,J. Green makes 2-pt shot from 8 ft
8:07.0,B. Diaw misses 3-pt shot from 25 ft,,37-28,,
8:07.0,,,37-28,,Defensive rebound by V. Carter
7:58.0,,,37-28,,V. Carter misses 2-pt shot from 11 ft
7:57.0,,,37-28,,Offensive rebound by Team
7:57.0,,,37-28,,R. Hollins enters the game for C. Andersen
7:57.0,L. Aldridge enters the game for B. Marjanovic,,37-28,,
7:51.0,,,37-30,2,J. Green makes 2-pt shot from 21 ft (assist by R. McCallum)
7:32.0,,,37-30,,Personal foul by J. Green
7:32.0,M. Bonner enters the game for B. Diaw,,37-30,,
7:20.0,A. Miller makes 2-pt shot from 1 ft,2,39-30,,
7:09.0,,,39-30,,V. Carter misses 2-pt shot from 18 ft
7:08.0,,,39-30,,Offensive rebound by Team
7:08.0,Loose ball foul by M. Bonner,,39-30,,
7:08.0,D. Green enters the game for K. Martin,,39-30,,
7:03.0,Violation by M. Bonner (kicked ball),,39-30,,
7:03.0,,,39-30,,L. Stephenson enters the game for V. Carter
7:03.0,,,39-30,,M. Barnes enters the game for T. Allen
6:46.0,,,39-30,,L. Stephenson misses 2-pt shot from 4 ft
6:46.0,Defensive rebound by Team,,39-30,,
6:46.0,,,39-30,,Loose ball foul by R. Hollins
6:28.0,L. Aldridge makes 2-pt shot from 9 ft,2,41-30,,
6:16.0,,,41-32,2,L. Stephenson makes 2-pt shot from 2 ft
5:54.0,Turnover by K. Anderson (lost ball; steal by M. Barnes),,41-32,,
5:49.0,,,41-34,2,R. McCallum makes 2-pt shot at rim (assist by J. Green)
5:26.0,L. Aldridge misses 2-pt shot from 10 ft,,41-34,,
5:24.0,Offensive rebound by A. Miller,,41-34,,
5:14.0,Turnover by A. Miller (lost ball; steal by R. Hollins),,41-34,,
5:06.0,,,41-36,2,R. McCallum makes 2-pt shot from 6 ft (assist by M. Barnes)
5:06.0,San Antonio full timeout,,41-36,,
5:06.0,San Antonio full timeout,,41-36,,
4:44.0,A. Miller makes 2-pt shot from 1 ft,2,43-36,,
4:29.0,,,43-36,,R. McCallum misses 2-pt shot from 13 ft
4:28.0,,,43-36,,Offensive rebound by L. Stephenson
4:23.0,,,43-36,,L. Stephenson misses 2-pt shot at rim
4:23.0,Defensive rebound by D. Green,,43-36,,
4:15.0,D. Green makes 2-pt shot from 1 ft (assist by A. Miller),2,45-36,,
3:50.0,,,45-36,,L. Stephenson misses 2-pt shot from 8 ft
3:48.0,Defensive rebound by L. Aldridge,,45-36,,
3:25.0,M. Bonner misses 3-pt shot from 23 ft,,45-36,,
3:24.0,,,45-36,,Defensive rebound by J. Green
3:18.0,,,45-36,,M. Barnes misses 3-pt shot from 25 ft
3:15.0,Defensive rebound by L. Aldridge,,45-36,,
2:55.0,M. Bonner makes 2-pt shot from 6 ft,2,47-36,,
2:55.0,,,47-36,,Memphis full timeout
2:55.0,,,47-36,,J. Farmar enters the game for J. Green
2:55.0,,,47-36,,C. Andersen enters the game for R. Hollins
2:55.0,,,47-36,,V. Carter enters the game for R. McCallum
2:55.0,P. Mills enters the game for A. Miller,,47-36,,
2:55.0,K. Martin enters the game for M. Bonner,,47-36,,
2:39.0,,,47-39,3,V. Carter makes 3-pt shot from 25 ft (assist by L. Stephenson)
2:15.0,D. Green misses 3-pt shot from 24 ft,,47-39,,
2:14.0,,,47-39,,Defensive rebound by M. Barnes
2:04.0,,,47-41,2,J. Farmar makes 2-pt shot from 9 ft
1:49.0,P. Mills makes 3-pt shot from 26 ft,3,50-41,,
1:30.0,,,50-43,2,C. Andersen makes 2-pt shot from 1 ft (assist by M. Barnes)
1:22.0,,,50-43,,Personal foul by J. Farmar
1:17.0,P. Mills makes 2-pt shot at rim (assist by K. Anderson),2,52-43,,
1:05.0,,,52-43,,M. Barnes misses 2-pt shot from 5 ft
1:05.0,Defensive rebound by D. Green,,52-43,,
0:57.0,L. Aldridge misses 2-pt shot from 19 ft,,52-43,,
0:56.0,,,52-43,,Defensive rebound by C. Andersen
0:49.0,,,52-43,,J. Green enters the game for L. Stephenson
0:49.0,B. Diaw enters the game for K. Martin,,52-43,,
0:38.0,,,52-43,,C. Andersen misses 2-pt shot from 1 ft (block by L. Aldridge)
0:37.0,Defensive rebound by P. Mills,,52-43,,
0:33.0,Turnover by P. Mills (lost ball; steal by M. Barnes),,52-43,,
0:28.0,,,52-45,2,J. Farmar makes 2-pt shot from 1 ft (assist by V. Carter)
0:09.0,,,52-45,,Personal foul by M. Barnes
0:09.0,L. Aldridge misses free throw 1 of 2,,52-45,,
0:09.0,Offensive rebound by Team,,52-45,,
0:09.0,A. Miller enters the game for P. Mills,,52-45,,
0:09.0,L. Aldridge makes free throw 2 of 2,1,53-45,,
0:02.0,,,53-45,,J. Farmar misses 3-pt shot from 26 ft
0:01.0,,,53-45,,Offensive rebound by M. Barnes
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,53-45,,T. Allen misses 2-pt shot from 2 ft (block by L. Aldridge)
11:45.0,Defensive rebound by L. Aldridge,,53-45,,
11:21.0,D. Green misses 2-pt shot from 9 ft,,53-45,,
11:20.0,,,53-45,,Defensive rebound by J. Green
11:17.0,,,53-47,2,T. Allen makes 2-pt shot at rim (assist by J. Green)
10:54.0,K. Anderson makes 2-pt shot from 1 ft,2,55-47,,
10:34.0,,,55-49,2,J. Green makes 2-pt shot from 11 ft (assist by T. Allen)
10:13.0,A. Miller misses 2-pt shot from 7 ft,,55-49,,
10:12.0,Offensive rebound by B. Marjanovic,,55-49,,
10:12.0,Shooting foul by M. Barnes (drawn by B. Marjanovic),,55-49,,
10:12.0,B. Marjanovic makes free throw 1 of 2,1,56-49,,
10:12.0,B. Marjanovic makes free throw 2 of 2,1,57-49,,
9:53.0,,,57-49,,J. Farmar misses 2-pt shot from 7 ft
9:51.0,Defensive rebound by L. Aldridge,,57-49,,
9:27.0,A. Miller misses 3-pt shot from 24 ft,,57-49,,
9:26.0,Offensive rebound by L. Aldridge,,57-49,,
9:26.0,L. Aldridge misses 2-pt shot at rim,,57-49,,
9:23.0,,,57-49,,Defensive rebound by C. Andersen
9:09.0,,,57-49,,T. Allen misses 3-pt shot from 24 ft
9:09.0,Defensive rebound by L. Aldridge,,57-49,,
9:03.0,,,57-49,,Personal foul by C. Andersen
8:55.0,L. Aldridge makes 2-pt shot from 7 ft (assist by A. Miller),2,59-49,,
8:55.0,Shooting foul by J. Green (drawn by L. Aldridge),,59-49,,
8:55.0,L. Aldridge misses free throw 1 of 1,,59-49,,
8:55.0,,,59-49,,Defensive rebound by M. Barnes
8:43.0,,,59-49,,J. Green misses 2-pt shot from 20 ft
8:43.0,,,59-49,,Offensive rebound by M. Barnes
8:43.0,Loose ball foul by K. Anderson,,59-49,,
8:43.0,,,59-50,1,M. Barnes makes free throw 1 of 2
8:43.0,,,59-51,1,M. Barnes makes free throw 2 of 2
8:23.0,,,59-51,,Personal foul by J. Farmar
8:13.0,A. Miller misses 2-pt shot from 5 ft,,59-51,,
8:11.0,Offensive rebound by B. Marjanovic,,59-51,,
7:55.0,L. Aldridge makes 2-pt shot at rim (assist by K. Anderson),2,61-51,,
7:36.0,,,61-51,,C. Andersen misses 3-pt shot from 25 ft
7:35.0,Defensive rebound by L. Aldridge,,61-51,,
7:23.0,Turnover by L. Aldridge (lost ball; steal by T. Allen),,61-51,,
7:19.0,,,61-51,,Turnover by T. Allen (lost ball; steal by D. Green)
7:13.0,B. Marjanovic misses 2-pt shot from 1 ft,,61-51,,
7:10.0,Offensive rebound by L. Aldridge,,61-51,,
7:08.0,L. Aldridge makes 2-pt shot at rim,2,63-51,,
7:04.0,,,63-51,,Memphis full timeout
7:04.0,P. Mills enters the game for B. Marjanovic,,63-51,,
7:04.0,B. Diaw enters the game for A. Miller,,63-51,,
6:55.0,,,63-51,,J. Green misses 2-pt shot from 1 ft
6:54.0,Defensive rebound by B. Diaw,,63-51,,
6:44.0,,,63-51,,J. Martin enters the game for C. Andersen
6:32.0,L. Aldridge makes 2-pt shot from 7 ft,2,65-51,,
6:17.0,,,65-51,,T. Allen misses 2-pt shot from 2 ft (block by D. Green)
6:15.0,Defensive rebound by D. Green,,65-51,,
6:08.0,Shooting foul by J. Martin (drawn by L. Aldridge),,65-51,,
6:08.0,L. Aldridge makes free throw 1 of 2,1,66-51,,
6:08.0,,,66-51,,V. Carter enters the game for J. Farmar
6:08.0,,,66-51,,R. McCallum enters the game for T. Allen
6:08.0,K. Martin enters the game for D. Green,,66-51,,
6:08.0,L. Aldridge makes free throw 2 of 2,1,67-51,,
5:46.0,,,67-53,2,M. Barnes makes 2-pt shot from 14 ft
5:29.0,P. Mills makes 2-pt shot from 2 ft (assist by L. Aldridge),2,69-53,,
5:19.0,,,69-53,,Shooting foul by B. Diaw (drawn by J. Green)
5:19.0,,,69-53,,J. Green misses free throw 1 of 2
5:19.0,,,69-53,,Offensive rebound by Team
5:19.0,,,69-54,1,J. Green makes free throw 2 of 2
5:08.0,Turnover by P. Mills (step out of bounds),,69-54,,
4:54.0,,,69-57,3,J. Green makes 3-pt shot from 23 ft (assist by R. McCallum)
4:53.0,San Antonio full timeout,,69-57,,
4:41.0,L. Aldridge misses 2-pt shot from 21 ft,,69-57,,
4:40.0,,,69-57,,Defensive rebound by M. Barnes
4:24.0,,,69-57,,Shooting foul by B. Diaw (drawn by J. Martin)
4:24.0,,,69-58,1,J. Martin makes free throw 1 of 2
4:24.0,,,69-58,,J. Martin misses free throw 2 of 2
4:20.0,,,69-58,,Offensive rebound by M. Barnes
4:20.0,,,69-58,,M. Barnes misses 2-pt shot at rim
4:19.0,Defensive rebound by B. Diaw,,69-58,,
4:10.0,,,69-58,,Personal foul by J. Green
4:10.0,B. Diaw misses free throw 1 of 2,,69-58,,
4:10.0,Offensive rebound by Team,,69-58,,
4:10.0,,,69-58,,R. Hollins enters the game for J. Green
4:10.0,B. Marjanovic enters the game for L. Aldridge,,69-58,,
4:10.0,B. Diaw makes free throw 2 of 2,1,70-58,,
3:55.0,,,70-58,,J. Martin misses 2-pt shot at rim (block by K. Anderson)
3:53.0,Defensive rebound by K. Anderson,,70-58,,
3:36.0,K. Anderson makes 2-pt shot from 17 ft,2,72-58,,
3:26.0,,,72-58,,Shooting foul by K. Anderson (drawn by V. Carter)
3:26.0,,,72-59,1,V. Carter makes free throw 1 of 3
3:26.0,,,72-60,1,V. Carter makes free throw 2 of 3
3:26.0,D. Green enters the game for K. Anderson,,72-60,,
3:26.0,,,72-61,1,V. Carter makes free throw 3 of 3
3:14.0,B. Diaw makes 2-pt shot from 2 ft (assist by P. Mills),2,74-61,,
2:54.0,,,74-61,,M. Barnes misses 3-pt shot from 24 ft
2:53.0,,,74-61,,Offensive rebound by R. Hollins
2:32.0,,,74-61,,J. Martin misses 2-pt shot from 5 ft
2:29.0,Defensive rebound by B. Diaw,,74-61,,
2:23.0,Turnover by B. Diaw (bad pass),,74-61,,
2:10.0,,,74-61,,R. McCallum misses 2-pt shot from 18 ft
2:10.0,,,74-61,,Offensive rebound by Team
2:10.0,Loose ball foul by B. Marjanovic,,74-61,,
2:10.0,,,74-61,,R. Hollins misses free throw 1 of 2
2:10.0,,,74-61,,Offensive rebound by Team
2:10.0,,,74-61,,L. Stephenson enters the game for M. Barnes
2:10.0,,,74-62,1,R. Hollins makes free throw 2 of 2
1:54.0,B. Diaw misses 2-pt shot at rim,,74-62,,
1:52.0,,,74-62,,Defensive rebound by R. McCallum
1:42.0,,,74-64,2,J. Martin makes 2-pt shot from 15 ft (assist by L. Stephenson)
1:24.0,B. Diaw makes 2-pt shot at rim,2,76-64,,
1:06.0,,,76-66,2,J. Martin makes 2-pt shot from 18 ft (assist by R. McCallum)
0:57.0,,,76-66,,Personal foul by J. Martin
0:57.0,B. Diaw makes free throw 1 of 2,1,77-66,,
0:57.0,B. Diaw makes free throw 2 of 2,1,78-66,,
0:43.0,,,78-66,,Turnover by R. Hollins (lost ball; steal by D. Green)
0:40.0,D. Green makes 2-pt shot at rim,2,80-66,,
0:27.0,,,80-66,,V. Carter misses 2-pt shot from 1 ft
0:27.0,,,80-66,,Offensive rebound by Team
0:27.0,,,80-66,,M. Barnes enters the game for R. Hollins
0:27.0,A. Miller enters the game for B. Marjanovic,,80-66,,
0:06.0,,,80-68,2,R. McCallum makes 2-pt shot from 1 ft
0:00.0,Shooting foul by V. Carter (drawn by A. Miller),,80-68,,
0:00.0,A. Miller makes free throw 1 of 2,1,81-68,,
0:00.0,A. Miller misses free throw 2 of 2,,81-68,,
0:00.0,,,81-68,,Defensive rebound by M. Barnes
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,K. Martin misses 2-pt shot from 20 ft,,81-68,,
11:34.0,,,81-68,,Defensive rebound by L. Stephenson
11:16.0,Personal foul by B. Diaw,,81-68,,
11:10.0,,,81-68,,R. McCallum misses 2-pt shot from 1 ft (block by B. Diaw)
11:10.0,,,81-68,,Offensive rebound by Team
11:09.0,,,81-68,,Turnover by M. Barnes (lost ball; steal by K. Martin)
10:51.0,P. Mills misses 3-pt shot from 25 ft,,81-68,,
10:51.0,,,81-68,,Defensive rebound by V. Carter
10:45.0,,,81-70,2,R. McCallum makes 2-pt shot at rim
10:30.0,B. Diaw makes 2-pt shot from 3 ft (assist by P. Mills),2,83-70,,
10:21.0,,,83-70,,J. Martin misses 2-pt shot at rim
10:19.0,,,83-70,,Offensive rebound by J. Martin
10:14.0,,,83-70,,R. McCallum misses 3-pt shot from 23 ft
10:14.0,Defensive rebound by K. Anderson,,83-70,,
10:03.0,Shooting foul by R. McCallum (drawn by K. Anderson),,83-70,,
10:03.0,K. Anderson makes free throw 1 of 2,1,84-70,,
10:03.0,,,84-70,,C. Andersen enters the game for J. Martin
10:03.0,K. Anderson makes free throw 2 of 2,1,85-70,,
9:56.0,Personal foul by K. Martin,,85-70,,
9:56.0,,,85-70,,J. Green enters the game for V. Carter
9:56.0,B. Marjanovic enters the game for K. Martin,,85-70,,
9:46.0,,,85-70,,C. Andersen misses 2-pt shot from 1 ft
9:44.0,Defensive rebound by B. Marjanovic,,85-70,,
9:34.0,P. Mills misses 2-pt shot from 3 ft,,85-70,,
9:32.0,Offensive rebound by B. Diaw,,85-70,,
9:20.0,Turnover by B. Diaw (lost ball; steal by C. Andersen),,85-70,,
9:15.0,,,85-72,2,M. Barnes makes 2-pt shot at rim
9:02.0,P. Mills misses 2-pt shot from 16 ft,,85-72,,
9:00.0,Offensive rebound by B. Marjanovic,,85-72,,
8:45.0,D. Green misses 3-pt shot from 25 ft,,85-72,,
8:45.0,,,85-72,,Defensive rebound by J. Green
8:37.0,,,85-72,,L. Stephenson misses 2-pt shot from 18 ft
8:36.0,Defensive rebound by D. Green,,85-72,,
8:25.0,P. Mills makes 3-pt shot from 24 ft (assist by D. Green),3,88-72,,
8:23.0,,,88-72,,Memphis full timeout
8:23.0,L. Aldridge enters the game for B. Diaw,,88-72,,
8:23.0,A. Miller enters the game for P. Mills,,88-72,,
8:09.0,,,88-72,,M. Barnes misses 2-pt shot from 1 ft
8:06.0,Defensive rebound by D. Green,,88-72,,
7:43.0,K. Anderson misses 2-pt shot from 19 ft,,88-72,,
7:41.0,Offensive rebound by L. Aldridge,,88-72,,
7:30.0,Shooting foul by J. Green (drawn by L. Aldridge),,88-72,,
7:30.0,L. Aldridge makes free throw 1 of 2,1,89-72,,
7:30.0,J. Simmons enters the game for D. Green,,89-72,,
7:30.0,L. Aldridge makes free throw 2 of 2,1,90-72,,
7:15.0,,,90-72,,Turnover by L. Stephenson (lost ball; steal by J. Simmons)
7:14.0,,,90-72,,Personal take foul by L. Stephenson
7:14.0,,,90-72,,R. Hollins enters the game for J. Green
6:53.0,J. Simmons makes 2-pt shot from 1 ft (assist by L. Aldridge),2,92-72,,
6:35.0,,,92-75,3,M. Barnes makes 3-pt shot from 25 ft (assist by R. Hollins)
6:22.0,,,92-75,,X. Munford enters the game for R. McCallum
6:18.0,Shooting foul by M. Barnes (drawn by K. Anderson),,92-75,,
6:18.0,K. Anderson makes free throw 1 of 2,1,93-75,,
6:18.0,,,93-75,,J. Martin enters the game for C. Andersen
6:18.0,,,93-75,,J. Farmar enters the game for M. Barnes
6:18.0,K. Anderson makes free throw 2 of 2,1,94-75,,
6:03.0,,,94-75,,Turnover by L. Stephenson (traveling)
5:56.0,Offensive foul by K. Anderson,,94-75,,
5:56.0,Turnover by K. Anderson (offensive foul),,94-75,,
5:56.0,,,94-75,,Memphis full timeout
5:56.0,,,94-75,,R. McCallum enters the game for L. Stephenson
5:36.0,,,94-78,3,X. Munford makes 3-pt shot from 26 ft (assist by J. Farmar)
5:11.0,B. Marjanovic misses 2-pt shot from 5 ft,,94-78,,
5:10.0,,,94-78,,Defensive rebound by J. Martin
5:01.0,,,94-80,2,R. McCallum makes 2-pt shot at rim
4:39.0,L. Aldridge makes 2-pt shot from 19 ft (assist by K. Anderson),2,96-80,,
4:20.0,,,96-80,,J. Farmar misses 3-pt shot from 25 ft
4:19.0,Defensive rebound by B. Marjanovic,,96-80,,
4:00.0,Shooting foul by X. Munford (drawn by A. Miller),,96-80,,
4:00.0,A. Miller misses free throw 1 of 2,,96-80,,
4:00.0,Offensive rebound by Team,,96-80,,
4:00.0,M. Bonner enters the game for L. Aldridge,,96-80,,
4:00.0,K. Martin enters the game for K. Anderson,,96-80,,
4:00.0,A. Miller makes free throw 2 of 2,1,97-80,,
3:54.0,Personal foul by A. Miller,,97-80,,
3:49.0,Personal foul by K. Martin,,97-80,,
3:44.0,,,97-80,,X. Munford misses 2-pt shot from 20 ft
3:44.0,Defensive rebound by B. Marjanovic,,97-80,,
3:42.0,,,97-80,,Technical foul by T. Allen
3:42.0,K. Martin makes technical free throw,1,98-80,,
3:26.0,M. Bonner makes 3-pt shot from 25 ft (assist by K. Martin),3,101-80,,
3:15.0,,,101-80,,J. Farmar misses 2-pt shot from 1 ft
3:11.0,,,101-80,,Offensive rebound by R. Hollins
3:11.0,,,101-82,2,R. Hollins makes 2-pt shot at rim
2:52.0,J. Simmons misses 3-pt shot from 24 ft,,101-82,,
2:52.0,,,101-82,,Defensive rebound by J. Martin
2:44.0,Personal foul by M. Bonner,,101-82,,
