time,Phoenix,pts.away,score,pts.home,LA Lakers
1:16.0,,,10-24,,D. Russell misses 2-pt shot from 17 ft
1:14.0,Defensive rebound by M. Teletovic,,10-24,,
1:13.0,M. Teletovic misses 3-pt shot from 22 ft,,10-24,,
1:12.0,,,10-24,,Defensive rebound by B. Bass
0:57.0,,,10-24,,Shooting foul by M. Teletovic (drawn by B. Bass)
0:57.0,,,10-24,,B. Bass misses free throw 1 of 2
0:57.0,,,10-24,,Offensive rebound by Team
0:57.0,,,10-25,1,B. Bass makes free throw 2 of 2
0:36.0,R. Price misses 2-pt shot from 3 ft,,10-25,,
0:33.0,,,10-25,,Defensive rebound by J. Randle
0:28.0,,,10-25,,J. Randle misses 2-pt shot at rim (block by A. Len)
0:26.0,Defensive rebound by M. Teletovic,,10-25,,
0:21.0,Turnover by M. Teletovic (bad pass),,10-25,,
0:02.0,,,10-25,,N. Young misses 2-pt shot from 20 ft
0:01.0,Defensive rebound by A. Len,,10-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,10-25,,J. Clarkson misses 3-pt shot from 26 ft
11:39.0,Defensive rebound by P. Tucker,,10-25,,
11:25.0,A. Goodwin misses 2-pt shot from 1 ft (block by J. Clarkson),,10-25,,
11:23.0,Offensive rebound by A. Goodwin,,10-25,,
11:21.0,A. Goodwin makes 2-pt shot from 1 ft,2,12-25,,
11:06.0,,,12-25,,N. Young misses 3-pt shot from 24 ft (block by T. Warren)
11:06.0,Defensive rebound by Team,,12-25,,
11:06.0,,,12-25,,L. Williams enters the game for J. Clarkson
10:53.0,B. Knight misses 2-pt shot from 20 ft,,12-25,,
10:53.0,,,12-25,,Defensive rebound by J. Randle
10:45.0,,,12-27,2,B. Bass makes 2-pt shot from 8 ft (assist by D. Russell)
10:30.0,Turnover by T. Chandler (3 sec),,12-27,,
10:05.0,,,12-29,2,B. Bass makes 2-pt shot from 3 ft (assist by J. Randle)
9:55.0,,,12-29,,Personal foul by B. Bass (drawn by T. Chandler)
9:44.0,A. Goodwin misses 2-pt shot from 4 ft,,12-29,,
9:44.0,,,12-29,,Defensive rebound by J. Randle
9:44.0,Personal foul by A. Goodwin (drawn by J. Randle),,12-29,,
9:24.0,,,12-31,2,L. Williams makes 2-pt shot from 15 ft (assist by J. Randle)
9:06.0,Turnover by T. Warren (traveling),,12-31,,
9:06.0,D. Booker enters the game for T. Warren,,12-31,,
8:54.0,,,12-34,3,L. Williams makes 3-pt shot from 26 ft (assist by D. Russell)
8:37.0,A. Goodwin misses 2-pt shot from 2 ft (block by B. Bass),,12-34,,
8:35.0,,,12-34,,Defensive rebound by D. Russell
8:33.0,,,12-34,,Turnover by D. Russell (bad pass; steal by A. Goodwin)
8:26.0,Shooting foul by D. Russell (drawn by A. Goodwin),,12-34,,
8:26.0,Official timeout,,12-34,,
8:26.0,A. Goodwin makes free throw 1 of 2,1,13-34,,
8:26.0,A. Goodwin makes free throw 2 of 2,1,14-34,,
8:11.0,,,14-34,,L. Williams misses 2-pt shot from 3 ft
8:09.0,Defensive rebound by D. Booker,,14-34,,
8:01.0,T. Chandler misses 2-pt shot at rim,,14-34,,
7:58.0,,,14-34,,Defensive rebound by J. Randle
7:50.0,,,14-37,3,L. Williams makes 3-pt shot from 23 ft (assist by D. Russell)
7:37.0,Turnover by A. Goodwin (bad pass; steal by L. Williams),,14-37,,
7:37.0,Personal take foul by A. Goodwin,,14-37,,
7:37.0,,,14-37,,R. Hibbert enters the game for B. Bass
7:36.0,R. Price enters the game for A. Goodwin,,14-37,,
7:25.0,,,14-37,,Offensive foul by J. Randle
7:25.0,,,14-37,,Turnover by J. Randle (offensive foul)
7:11.0,P. Tucker misses 2-pt shot from 4 ft (block by R. Hibbert),,14-37,,
7:09.0,,,14-37,,Defensive rebound by J. Randle
7:07.0,,,14-37,,Offensive charge foul by J. Randle
7:07.0,,,14-37,,Turnover by J. Randle (offensive foul)
7:07.0,,,14-37,,L. Nance enters the game for J. Randle
6:54.0,B. Knight misses 2-pt shot from 19 ft,,14-37,,
6:53.0,,,14-37,,Defensive rebound by Team
6:33.0,,,14-37,,N. Young misses 3-pt shot from 24 ft
6:32.0,Defensive rebound by P. Tucker,,14-37,,
6:29.0,,,14-37,,Personal foul by N. Young (drawn by D. Booker)
6:29.0,,,14-37,,A. Brown enters the game for N. Young
6:28.0,,,14-37,,Personal foul by D. Russell (drawn by B. Knight)
6:18.0,D. Booker makes 2-pt shot from 22 ft,2,16-37,,
5:53.0,,,16-37,,D. Russell misses 3-pt shot from 24 ft
5:52.0,Defensive rebound by D. Booker,,16-37,,
5:45.0,D. Booker misses 2-pt shot from 7 ft (block by A. Brown),,16-37,,
5:43.0,Offensive rebound by T. Chandler,,16-37,,
5:42.0,T. Chandler misses 2-pt shot at rim,,16-37,,
5:41.0,,,16-37,,Defensive rebound by D. Russell
5:40.0,,,16-37,,Shooting foul by R. Price (drawn by D. Russell)
5:40.0,,,16-37,,LA Lakers full timeout
5:40.0,,,16-37,,D. Russell misses free throw 1 of 2
5:40.0,,,16-37,,Offensive rebound by Team
5:40.0,,,16-38,1,D. Russell makes free throw 2 of 2
5:22.0,D. Booker misses 2-pt shot from 3 ft (block by R. Hibbert),,16-38,,
5:22.0,Offensive rebound by Team,,16-38,,
5:19.0,T. Chandler misses 2-pt shot from 2 ft,,16-38,,
5:17.0,,,16-38,,Defensive rebound by R. Hibbert
4:59.0,,,16-38,,Turnover by A. Brown (lost ball; steal by D. Booker)
4:43.0,P. Tucker misses 3-pt shot from 24 ft,,16-38,,
4:43.0,,,16-38,,Defensive rebound by R. Hibbert
4:30.0,,,16-38,,R. Hibbert misses 2-pt shot from 14 ft
4:29.0,,,16-38,,Offensive rebound by L. Nance
4:20.0,,,16-40,2,D. Russell makes 2-pt shot from 6 ft
4:05.0,D. Booker misses 2-pt shot from 18 ft,,16-40,,
4:04.0,,,16-40,,Defensive rebound by D. Russell
3:47.0,,,16-40,,A. Brown misses 3-pt shot from 24 ft
3:47.0,Defensive rebound by P. Tucker,,16-40,,
3:38.0,Turnover by B. Knight (bad pass; steal by A. Brown),,16-40,,
3:32.0,,,16-40,,D. Russell misses 3-pt shot from 26 ft
3:31.0,Defensive rebound by P. Tucker,,16-40,,
3:30.0,Phoenix full timeout,,16-40,,
3:30.0,,,16-40,,J. Clarkson enters the game for D. Russell
3:30.0,M. Teletovic enters the game for T. Chandler,,16-40,,
3:30.0,J. Leuer enters the game for D. Booker,,16-40,,
3:17.0,B. Knight misses 2-pt shot from 21 ft,,16-40,,
3:16.0,,,16-40,,Defensive rebound by L. Williams
3:09.0,,,16-40,,L. Nance misses 2-pt shot from 3 ft
3:06.0,Defensive rebound by R. Price,,16-40,,
2:59.0,M. Teletovic misses 3-pt shot from 26 ft,,16-40,,
2:59.0,,,16-40,,Defensive rebound by L. Williams
2:43.0,,,16-40,,L. Williams misses 2-pt shot from 4 ft
2:42.0,Defensive rebound by P. Tucker,,16-40,,
2:24.0,B. Knight misses 3-pt shot from 23 ft,,16-40,,
2:23.0,,,16-40,,Defensive rebound by L. Nance
2:12.0,,,16-40,,Turnover by L. Williams (bad pass; steal by R. Price)
2:08.0,Shooting foul by L. Williams (drawn by B. Knight),,16-40,,
2:08.0,B. Knight makes free throw 1 of 2,1,17-40,,
2:08.0,B. Knight makes free throw 2 of 2,1,18-40,,
1:47.0,,,18-40,,J. Clarkson misses 2-pt shot from 4 ft
1:47.0,Defensive rebound by M. Teletovic,,18-40,,
1:40.0,M. Teletovic misses 3-pt shot from 25 ft,,18-40,,
1:39.0,,,18-40,,Defensive rebound by L. Nance
1:29.0,Personal foul by J. Leuer (drawn by R. Hibbert),,18-40,,
1:18.0,,,18-40,,Turnover by J. Clarkson (bad pass; steal by R. Price)
1:08.0,J. Leuer misses 3-pt shot from 26 ft,,18-40,,
1:07.0,Offensive rebound by R. Price,,18-40,,
1:01.0,M. Teletovic misses 3-pt shot from 23 ft,,18-40,,
1:00.0,Offensive rebound by P. Tucker,,18-40,,
0:59.0,P. Tucker misses 2-pt shot from 1 ft,,18-40,,
0:58.0,Offensive rebound by P. Tucker,,18-40,,
0:58.0,P. Tucker makes 2-pt shot from 4 ft,2,20-40,,
0:39.0,,,20-40,,Turnover by J. Clarkson (lost ball; steal by R. Price)
0:36.0,B. Knight makes 2-pt shot at rim,2,22-40,,
0:13.0,,,22-40,,L. Williams misses 2-pt shot from 5 ft
0:11.0,Defensive rebound by M. Teletovic,,22-40,,
0:07.0,R. Price misses 3-pt shot from 26 ft,,22-40,,
0:06.0,,,22-40,,Defensive rebound by A. Brown
0:03.0,,,22-40,,Turnover by A. Brown (lost ball)
0:03.0,Phoenix full timeout,,22-40,,
0:01.0,Turnover by R. Price (bad pass),,22-40,,
0:01.0,,,22-40,,LA Lakers full timeout
0:01.0,T. Chandler enters the game for M. Teletovic,,22-40,,
0:01.0,A. Len enters the game for J. Leuer,,22-40,,
0:01.0,,,22-43,3,L. Williams makes 3-pt shot from 27 ft (assist by A. Brown)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,22-45,2,L. Nance makes 2-pt shot from 14 ft (assist by L. Williams)
11:31.0,Turnover by D. Booker (bad pass; steal by L. Williams),,22-45,,
11:25.0,,,22-47,2,L. Williams makes 2-pt shot from 3 ft
11:25.0,,,22-47,,Shooting foul by D. Booker (drawn by L. Williams)
11:25.0,,,22-47,,L. Williams misses free throw 1 of 1
11:24.0,Defensive rebound by D. Booker,,22-47,,
11:14.0,B. Knight misses 2-pt shot from 8 ft,,22-47,,
11:12.0,,,22-47,,Defensive rebound by J. Clarkson
11:05.0,,,22-50,3,L. Williams makes 3-pt shot from 26 ft (assist by J. Clarkson)
10:43.0,Turnover by J. Leuer (bad pass),,22-50,,
10:24.0,,,22-50,,L. Williams misses 3-pt shot from 24 ft
10:24.0,Defensive rebound by D. Booker,,22-50,,
10:18.0,J. Leuer makes 2-pt shot from 1 ft (assist by D. Booker),2,24-50,,
9:56.0,,,24-52,2,L. Nance makes 2-pt shot from 4 ft (assist by R. Hibbert)
9:47.0,T. Chandler makes 2-pt shot from 1 ft (assist by B. Knight),2,26-52,,
9:29.0,,,26-54,2,J. Clarkson makes 2-pt shot from 1 ft
9:20.0,D. Booker makes 2-pt shot from 13 ft,2,28-54,,
9:20.0,Shooting foul by R. Hibbert (drawn by D. Booker),,28-54,,
9:20.0,A. Len enters the game for J. Leuer,,28-54,,
9:20.0,D. Booker misses free throw 1 of 1,,28-54,,
9:17.0,,,28-54,,Defensive rebound by R. Hibbert
9:04.0,,,28-54,,A. Brown misses 3-pt shot from 26 ft
9:04.0,,,28-54,,Offensive rebound by L. Nance
9:02.0,,,28-54,,LA Lakers full timeout
8:47.0,,,28-56,2,L. Williams makes 2-pt shot from 14 ft (assist by R. Hibbert)
8:34.0,D. Booker misses 3-pt shot from 26 ft,,28-56,,
8:34.0,,,28-56,,Defensive rebound by L. Williams
8:22.0,,,28-58,2,L. Nance makes 2-pt shot from 16 ft (assist by L. Williams)
8:00.0,D. Booker makes 2-pt shot from 6 ft (assist by B. Knight),2,30-58,,
7:44.0,,,30-60,2,R. Hibbert makes 2-pt shot from 14 ft
7:29.0,P. Tucker misses 3-pt shot from 25 ft,,30-60,,
7:28.0,,,30-60,,Defensive rebound by L. Nance
7:22.0,,,30-62,2,L. Nance makes 2-pt shot at rim (assist by J. Clarkson)
7:14.0,,,30-62,,Personal foul by J. Clarkson (drawn by B. Knight)
7:02.0,B. Knight makes 2-pt shot from 20 ft,2,32-62,,
6:46.0,,,32-62,,Shooting foul by T. Chandler (drawn by R. Hibbert)
6:46.0,,,32-64,2,R. Hibbert makes 2-pt shot at rim (assist by J. Clarkson)
6:46.0,T. Warren enters the game for T. Chandler,,32-64,,
6:46.0,,,32-65,1,R. Hibbert makes free throw 1 of 1
6:36.0,A. Len makes 2-pt shot at rim (assist by B. Knight),2,34-65,,
6:26.0,,,34-67,2,L. Williams makes 2-pt shot from 19 ft
6:19.0,B. Knight misses 2-pt shot from 2 ft,,34-67,,
6:18.0,,,34-67,,Defensive rebound by L. Williams
6:03.0,,,34-70,3,L. Williams makes 3-pt shot from 27 ft
5:49.0,D. Booker makes 2-pt shot from 5 ft (assist by A. Len),2,36-70,,
5:33.0,,,36-70,,LA Lakers full timeout
5:33.0,R. Price enters the game for D. Booker,,36-70,,
5:20.0,,,36-72,2,A. Brown makes 2-pt shot from 19 ft
4:59.0,,,36-72,,Personal foul by J. Clarkson (drawn by B. Knight)
4:52.0,B. Knight misses 3-pt shot from 25 ft,,36-72,,
4:51.0,Offensive rebound by P. Tucker,,36-72,,
4:35.0,T. Warren misses 2-pt shot from 11 ft,,36-72,,
4:35.0,,,36-72,,Defensive rebound by L. Nance
4:31.0,,,36-74,2,R. Hibbert makes 2-pt shot at rim (assist by J. Clarkson)
4:17.0,,,36-74,,Personal foul by L. Nance (drawn by T. Warren)
4:17.0,M. Teletovic enters the game for P. Tucker,,36-74,,
4:00.0,R. Price misses 3-pt shot from 26 ft,,36-74,,
4:00.0,,,36-74,,Defensive rebound by L. Nance
3:42.0,,,36-74,,A. Brown misses 2-pt shot from 1 ft (block by A. Len)
3:41.0,Defensive rebound by B. Knight,,36-74,,
3:36.0,B. Knight makes 2-pt shot from 1 ft,2,38-74,,
3:19.0,,,38-74,,J. Clarkson misses 2-pt shot from 14 ft
3:19.0,Defensive rebound by A. Len,,38-74,,
3:09.0,B. Knight makes 2-pt shot from 3 ft,2,40-74,,
2:54.0,Personal foul by M. Teletovic (drawn by L. Nance),,40-74,,
2:54.0,Phoenix full timeout,,40-74,,
2:45.0,,,40-74,,Turnover by L. Williams (step out of bounds)
2:36.0,Shooting foul by J. Clarkson (drawn by B. Knight),,40-74,,
2:36.0,B. Knight makes free throw 1 of 2,1,41-74,,
2:36.0,B. Knight makes free throw 2 of 2,1,42-74,,
2:25.0,,,42-74,,R. Hibbert misses 2-pt shot from 4 ft
2:21.0,Defensive rebound by A. Len,,42-74,,
2:13.0,M. Teletovic makes 3-pt shot from 24 ft (assist by B. Knight),3,45-74,,
2:00.0,,,45-74,,Offensive foul by L. Nance
2:00.0,,,45-74,,Turnover by L. Nance (offensive foul)
2:00.0,,,45-74,,B. Bass enters the game for R. Hibbert
1:43.0,M. Teletovic makes 2-pt shot from 1 ft (assist by B. Knight),2,47-74,,
1:30.0,,,47-74,,J. Clarkson misses 2-pt shot from 1 ft
1:27.0,,,47-74,,Offensive rebound by L. Nance
1:23.0,,,47-74,,Shooting foul by A. Len (drawn by L. Williams)
1:23.0,,,47-75,1,L. Williams makes free throw 1 of 2
1:23.0,,,47-76,1,L. Williams makes free throw 2 of 2
1:12.0,A. Len makes 2-pt shot at rim (assist by M. Teletovic),2,49-76,,
0:52.0,,,49-76,,Turnover by L. Nance (lost ball)
0:46.0,M. Teletovic misses 3-pt shot from 25 ft,,49-76,,
0:45.0,,,49-76,,Defensive rebound by L. Williams
0:32.0,,,49-78,2,J. Clarkson makes 2-pt shot at rim (assist by B. Bass)
0:25.0,B. Knight makes 2-pt shot from 12 ft,2,51-78,,
0:02.0,,,51-81,3,L. Williams makes 3-pt shot from 25 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:54.0,B. Knight misses 2-pt shot from 3 ft (block by B. Bass),,51-81,,
11:54.0,Offensive rebound by Team,,51-81,,
11:48.0,M. Teletovic makes 3-pt shot from 25 ft (assist by R. Price),3,54-81,,
11:31.0,,,54-81,,Turnover by M. Huertas (bad pass; steal by A. Len)
11:26.0,B. Knight makes 2-pt shot from 2 ft,2,56-81,,
11:04.0,,,56-81,,J. Randle misses 3-pt shot from 24 ft
11:04.0,Defensive rebound by R. Price,,56-81,,
10:54.0,B. Knight makes 3-pt shot from 23 ft,3,59-81,,
10:28.0,,,59-81,,N. Young misses 2-pt shot from 19 ft
10:28.0,,,59-81,,Offensive rebound by M. Huertas
10:22.0,,,59-83,2,M. Huertas makes 2-pt shot from 7 ft
10:06.0,B. Knight misses 3-pt shot from 25 ft,,59-83,,
10:06.0,Offensive rebound by R. Price,,59-83,,
10:01.0,R. Price makes 3-pt shot from 26 ft,3,62-83,,
9:53.0,,,62-83,,LA Lakers full timeout
9:32.0,,,62-86,3,N. Young makes 3-pt shot from 26 ft (assist by M. Huertas)
9:20.0,,,62-86,,Personal foul by D. Russell (drawn by B. Knight)
9:07.0,A. Len misses 2-pt shot from 12 ft,,62-86,,
9:06.0,,,62-86,,Defensive rebound by J. Randle
8:59.0,,,62-86,,D. Russell misses 2-pt shot from 1 ft (block by A. Len)
8:54.0,Defensive rebound by A. Len,,62-86,,
8:46.0,B. Knight makes 2-pt shot from 17 ft,2,64-86,,
8:26.0,,,64-86,,D. Russell misses 2-pt shot from 9 ft
8:26.0,Defensive rebound by M. Teletovic,,64-86,,
8:17.0,B. Knight misses 3-pt shot from 25 ft,,64-86,,
8:16.0,,,64-86,,Defensive rebound by J. Randle
7:58.0,,,64-86,,M. Huertas misses 3-pt shot from 25 ft
7:58.0,Defensive rebound by B. Knight,,64-86,,
7:47.0,M. Teletovic makes 3-pt shot from 22 ft (assist by A. Len),3,67-86,,
7:30.0,Personal foul by R. Price (drawn by B. Bass),,67-86,,
7:14.0,,,67-86,,D. Russell misses 3-pt shot from 25 ft
7:14.0,Defensive rebound by A. Len,,67-86,,
7:09.0,R. Price makes 2-pt shot from 1 ft (assist by B. Knight),2,69-86,,
6:45.0,,,69-86,,B. Bass misses 2-pt shot from 13 ft
6:44.0,Defensive rebound by A. Len,,69-86,,
6:34.0,B. Knight misses 3-pt shot from 25 ft,,69-86,,
6:33.0,,,69-86,,Defensive rebound by J. Randle
6:27.0,,,69-86,,J. Randle misses 2-pt shot from 3 ft
6:26.0,Defensive rebound by A. Len,,69-86,,
6:14.0,Shooting foul by J. Randle (drawn by M. Teletovic),,69-86,,
6:14.0,M. Teletovic misses free throw 1 of 2,,69-86,,
6:14.0,Offensive rebound by Team,,69-86,,
6:14.0,P. Tucker enters the game for T. Warren,,69-86,,
6:14.0,M. Teletovic makes free throw 2 of 2,1,70-86,,
5:53.0,,,70-86,,M. Huertas misses 3-pt shot from 26 ft
5:53.0,Defensive rebound by Team,,70-86,,
5:53.0,Official timeout,,70-86,,
5:53.0,,,70-86,,J. Clarkson enters the game for M. Huertas
5:41.0,R. Price misses 3-pt shot from 26 ft,,70-86,,
5:41.0,,,70-86,,Defensive rebound by J. Randle
5:34.0,Personal foul by R. Price (drawn by J. Clarkson),,70-86,,
5:22.0,,,70-86,,B. Bass misses 2-pt shot from 17 ft
5:22.0,Defensive rebound by M. Teletovic,,70-86,,
5:10.0,M. Teletovic makes 2-pt shot from 2 ft (assist by B. Knight),2,72-86,,
4:52.0,,,72-86,,B. Bass misses 2-pt shot from 15 ft
4:52.0,,,72-86,,Offensive rebound by J. Randle
4:46.0,,,72-86,,N. Young misses 3-pt shot from 23 ft
4:46.0,,,72-86,,Offensive rebound by J. Randle
4:43.0,,,72-86,,Shooting foul by P. Tucker (drawn by B. Bass)
4:43.0,,,72-88,2,B. Bass makes 2-pt shot from 1 ft (assist by J. Randle)
4:43.0,,,72-88,,L. Nance enters the game for J. Randle
4:43.0,,,72-89,1,B. Bass makes free throw 1 of 1
4:38.0,Offensive foul by A. Len,,72-89,,
4:38.0,Turnover by A. Len (offensive foul),,72-89,,
4:25.0,,,72-89,,Turnover by D. Russell (lost ball; steal by R. Price)
4:25.0,Phoenix full timeout,,72-89,,
4:25.0,,,72-89,,L. Williams enters the game for D. Russell
4:10.0,P. Tucker misses 2-pt shot from 4 ft,,72-89,,
4:09.0,,,72-89,,Defensive rebound by N. Young
3:46.0,,,72-89,,J. Clarkson misses 3-pt shot from 23 ft
3:46.0,,,72-89,,Offensive rebound by Team
3:46.0,,,72-89,,Turnover by Team (shot clock)
3:30.0,B. Knight makes 2-pt shot from 1 ft (assist by R. Price),2,74-89,,
3:08.0,,,74-89,,Turnover by B. Bass (bad pass)
3:01.0,B. Knight misses 2-pt shot from 20 ft,,74-89,,
3:01.0,Offensive rebound by M. Teletovic,,74-89,,
3:01.0,,,74-89,,Loose ball foul by J. Clarkson (drawn by M. Teletovic)
3:01.0,,,74-89,,A. Brown enters the game for N. Young
3:01.0,,,74-89,,R. Hibbert enters the game for B. Bass
2:40.0,A. Len misses 2-pt shot from 4 ft,,74-89,,
2:38.0,,,74-89,,Defensive rebound by L. Williams
2:27.0,,,74-89,,A. Brown misses 2-pt shot from 16 ft
2:23.0,Defensive rebound by A. Len,,74-89,,
2:21.0,Turnover by A. Len (bad pass; steal by L. Nance),,74-89,,
2:16.0,,,74-91,2,L. Nance makes 2-pt shot at rim
2:05.0,P. Tucker makes 3-pt shot from 24 ft (assist by B. Knight),3,77-91,,
1:54.0,Personal foul by R. Price (drawn by L. Nance),,77-91,,
1:54.0,D. Booker enters the game for R. Price,,77-91,,
1:29.0,,,77-93,2,R. Hibbert makes 2-pt shot from 14 ft (assist by L. Williams)
1:21.0,M. Teletovic misses 3-pt shot from 26 ft,,77-93,,
1:21.0,,,77-93,,Defensive rebound by L. Nance
1:20.0,Personal take foul by D. Booker (drawn by L. Nance),,77-93,,
1:20.0,,,77-94,1,L. Nance makes free throw 1 of 2
1:20.0,,,77-94,,L. Nance misses free throw 2 of 2
1:19.0,Defensive rebound by A. Len,,77-94,,
1:05.0,D. Booker misses 3-pt shot from 25 ft,,77-94,,
