time,Chicago,pts.away,score,pts.home,Philadelphia
5:30.0,Offensive rebound by T. Gibson,,12-13,,
5:29.0,T. Gibson makes 2-pt shot at rim,2,14-13,,
5:18.0,T. Snell enters the game for J. Noah,,14-13,,
5:18.0,,,14-13,,C. Landry enters the game for J. Okafor
5:06.0,,,14-15,2,C. Landry makes 2-pt shot from 13 ft (assist by I. Smith)
4:48.0,T. Gibson misses 2-pt shot from 17 ft,,14-15,,
4:47.0,,,14-15,,Defensive rebound by N. Noel
4:42.0,Personal foul by N. Mirotic (drawn by C. Landry),,14-15,,
4:42.0,A. Brooks enters the game for K. Hinrich,,14-15,,
4:30.0,,,14-15,,C. Landry misses 2-pt shot from 19 ft
4:29.0,Defensive rebound by T. Snell,,14-15,,
4:17.0,T. Gibson makes 2-pt shot from 3 ft (assist by T. Snell),2,16-15,,
4:05.0,,,16-17,2,R. Covington makes 2-pt shot from 3 ft (assist by I. Smith)
3:59.0,N. Mirotic misses 2-pt shot from 3 ft,,16-17,,
3:56.0,,,16-17,,Defensive rebound by C. Landry
3:48.0,,,16-17,,C. Landry misses 2-pt shot from 2 ft
3:46.0,Defensive rebound by T. Gibson,,16-17,,
3:42.0,Turnover by T. Snell (lost ball; steal by H. Thompson),,16-17,,
3:37.0,,,16-19,2,N. Noel makes 2-pt shot at rim (assist by I. Smith)
3:37.0,Chicago full timeout,,16-19,,
3:37.0,B. Portis enters the game for N. Mirotic,,16-19,,
3:37.0,,,16-19,,T. McConnell enters the game for I. Smith
3:23.0,Shooting foul by N. Noel (drawn by J. Butler),,16-19,,
3:23.0,J. Butler makes free throw 1 of 2,1,17-19,,
3:23.0,J. Butler makes free throw 2 of 2,1,18-19,,
3:10.0,,,18-21,2,T. McConnell makes 2-pt shot from 3 ft
2:50.0,J. Butler makes 2-pt shot from 1 ft (assist by A. Brooks),2,20-21,,
2:34.0,,,20-24,3,H. Thompson makes 3-pt shot from 25 ft (assist by R. Covington)
2:21.0,Turnover by A. Brooks (lost ball; steal by N. Noel),,20-24,,
2:03.0,,,20-24,,H. Thompson misses 3-pt shot from 24 ft
2:02.0,Defensive rebound by J. Butler,,20-24,,
1:50.0,Turnover by T. Gibson (bad pass; steal by T. McConnell),,20-24,,
1:49.0,Personal foul by A. Brooks (drawn by T. McConnell),,20-24,,
1:33.0,,,20-27,3,R. Covington makes 3-pt shot from 25 ft (assist by C. Landry)
1:17.0,Turnover by A. Brooks (lost ball),,20-27,,
1:17.0,,,20-27,,N. Stauskas enters the game for C. Landry
1:02.0,,,20-30,3,R. Covington makes 3-pt shot from 26 ft (assist by H. Thompson)
0:41.0,Turnover by A. Brooks (bad pass),,20-30,,
0:35.0,,,20-30,,Shooting foul by T. Gibson (drawn by N. Noel)
0:35.0,,,20-31,1,N. Noel makes free throw 1 of 2
0:35.0,,,20-32,1,N. Noel makes free throw 2 of 2
0:22.0,Shooting foul by N. Noel (drawn by J. Butler),,20-32,,
0:22.0,J. Butler makes free throw 1 of 2,1,21-32,,
0:22.0,,,21-32,,J. Okafor enters the game for N. Noel
0:22.0,J. Noah enters the game for T. Gibson,,21-32,,
0:22.0,K. Hinrich enters the game for A. Brooks,,21-32,,
0:22.0,J. Butler makes free throw 2 of 2,1,22-32,,
0:02.0,,,22-34,2,N. Stauskas makes 2-pt shot from 18 ft
0:00.0,Turnover by J. Noah (bad pass),,22-34,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,22-34,,R. Covington misses 3-pt shot from 25 ft
11:39.0,Defensive rebound by J. Noah,,22-34,,
11:28.0,D. McDermott misses 2-pt shot from 21 ft,,22-34,,
11:27.0,,,22-34,,Defensive rebound by T. McConnell
11:16.0,,,22-34,,T. McConnell misses 3-pt shot from 26 ft
11:15.0,Defensive rebound by J. Noah,,22-34,,
11:08.0,A. Brooks makes 2-pt shot from 19 ft,2,24-34,,
10:46.0,,,24-36,2,J. Okafor makes 2-pt shot from 4 ft (assist by T. McConnell)
10:42.0,Turnover by J. Noah (bad pass; steal by T. McConnell),,24-36,,
10:38.0,,,24-36,,H. Thompson misses 3-pt shot from 29 ft
10:36.0,,,24-36,,Offensive rebound by Team
10:36.0,,,24-36,,C. Landry enters the game for R. Covington
10:26.0,,,24-36,,Shooting foul by A. Brooks (drawn by T. McConnell)
10:26.0,,,24-38,2,T. McConnell makes 2-pt shot from 3 ft
10:26.0,,,24-39,1,T. McConnell makes free throw 1 of 1
10:08.0,B. Portis misses 2-pt shot from 2 ft (block by C. Landry),,24-39,,
10:06.0,,,24-39,,Defensive rebound by H. Thompson
9:58.0,,,24-41,2,J. Okafor makes 2-pt shot from 9 ft (assist by T. McConnell)
9:44.0,T. Snell misses 3-pt shot from 26 ft,,24-41,,
9:43.0,Offensive rebound by J. Noah,,24-41,,
9:36.0,A. Brooks misses 2-pt shot from 1 ft,,24-41,,
9:36.0,,,24-41,,Defensive rebound by Team
9:36.0,Loose ball foul by J. Noah (drawn by T. McConnell),,24-41,,
9:23.0,,,24-43,2,J. Okafor makes 2-pt shot from 16 ft
9:22.0,Chicago full timeout,,24-43,,
9:22.0,K. Hinrich enters the game for A. Brooks,,24-43,,
9:22.0,N. Mirotic enters the game for B. Portis,,24-43,,
9:01.0,J. Noah misses 2-pt shot from 1 ft,,24-43,,
9:00.0,,,24-43,,Defensive rebound by J. Okafor
8:37.0,,,24-43,,J. Okafor misses 2-pt shot from 19 ft
8:35.0,Defensive rebound by T. Snell,,24-43,,
8:25.0,Offensive charge foul by T. Snell,,24-43,,
8:25.0,Turnover by T. Snell (offensive foul),,24-43,,
8:12.0,,,24-43,,H. Thompson misses 2-pt shot from 1 ft
8:10.0,Defensive rebound by N. Mirotic,,24-43,,
8:03.0,,,24-43,,Personal foul by C. Landry (drawn by N. Mirotic)
8:03.0,J. Butler enters the game for T. Snell,,24-43,,
8:01.0,,,24-43,,Personal foul by N. Stauskas (drawn by D. McDermott)
7:55.0,D. McDermott makes 2-pt shot from 1 ft (assist by J. Noah),2,26-43,,
7:35.0,,,26-45,2,T. McConnell makes 2-pt shot from 1 ft
7:20.0,Offensive charge foul by K. Hinrich,,26-45,,
7:20.0,Turnover by K. Hinrich (offensive foul),,26-45,,
6:58.0,,,26-45,,J. Okafor misses 2-pt shot from 8 ft (block by J. Noah)
6:57.0,,,26-45,,Offensive rebound by Team
6:55.0,,,26-45,,Shooting foul by J. Noah (drawn by J. Okafor)
6:55.0,,,26-45,,J. Okafor misses free throw 1 of 3
6:55.0,,,26-45,,Offensive rebound by Team
6:55.0,,,26-46,1,J. Okafor makes free throw 2 of 3
6:55.0,,,26-47,1,J. Okafor makes free throw 3 of 3
6:40.0,N. Mirotic misses 2-pt shot from 10 ft,,26-47,,
6:39.0,,,26-47,,Defensive rebound by C. Landry
6:33.0,,,26-49,2,C. Landry makes 2-pt shot from 15 ft (assist by T. McConnell)
6:32.0,Chicago full timeout,,26-49,,
6:32.0,E. Moore enters the game for J. Noah,,26-49,,
6:32.0,T. Gibson enters the game for K. Hinrich,,26-49,,
6:26.0,Jump ball: N. Mirotic vs. N. Stauskas (T. McConnell gains possession),,,,Jump ball: N. Mirotic vs. N. Stauskas (T. McConnell gains possession)
6:26.0,Turnover by N. Mirotic (lost ball; steal by N. Stauskas),,26-49,,
6:22.0,,,26-49,,Shooting foul by E. Moore (drawn by T. McConnell)
6:22.0,,,26-49,,T. McConnell misses free throw 1 of 2
6:22.0,,,26-49,,Offensive rebound by Team
6:22.0,,,26-50,1,T. McConnell makes free throw 2 of 2
6:04.0,Shooting foul by H. Thompson (drawn by J. Butler),,26-50,,
6:04.0,J. Butler makes free throw 1 of 2,1,27-50,,
6:04.0,J. Butler makes free throw 2 of 2,1,28-50,,
6:01.0,,,28-50,,Philadelphia full timeout
5:38.0,,,28-50,,Turnover by Team (shot clock)
5:38.0,,,28-50,,I. Smith enters the game for T. McConnell
5:38.0,,,28-50,,N. Noel enters the game for J. Okafor
5:30.0,J. Butler misses 2-pt shot from 2 ft (block by N. Noel),,28-50,,
5:30.0,Offensive rebound by Team,,28-50,,
5:30.0,,,28-50,,R. Covington enters the game for C. Landry
5:28.0,N. Mirotic misses 2-pt shot from 3 ft (block by N. Noel),,28-50,,
5:27.0,,,28-50,,Defensive rebound by Team
5:12.0,,,28-50,,N. Stauskas misses 3-pt shot from 24 ft
5:11.0,Defensive rebound by N. Mirotic,,28-50,,
4:58.0,E. Moore makes 2-pt shot from 20 ft,2,30-50,,
4:38.0,,,30-50,,R. Covington misses 2-pt shot from 1 ft
4:36.0,Defensive rebound by N. Mirotic,,30-50,,
4:30.0,,,30-50,,Personal block foul by N. Noel (drawn by J. Butler)
4:30.0,J. Noah enters the game for N. Mirotic,,30-50,,
4:30.0,,,30-50,,R. Holmes enters the game for N. Noel
4:26.0,J. Butler makes 2-pt shot at rim (assist by J. Noah),2,32-50,,
4:08.0,,,32-50,,N. Stauskas misses 3-pt shot from 23 ft
4:07.0,Defensive rebound by T. Gibson,,32-50,,
3:58.0,Shooting foul by N. Stauskas (drawn by J. Butler),,32-50,,
3:58.0,J. Butler misses free throw 1 of 2,,32-50,,
3:58.0,Offensive rebound by Team,,32-50,,
3:58.0,J. Butler makes free throw 2 of 2,1,33-50,,
3:39.0,,,33-52,2,I. Smith makes 2-pt shot from 18 ft
3:27.0,J. Butler misses 2-pt shot from 17 ft,,33-52,,
3:25.0,Offensive rebound by T. Gibson,,33-52,,
3:24.0,T. Gibson makes 2-pt shot from 1 ft,2,35-52,,
3:13.0,,,35-54,2,I. Smith makes 2-pt shot from 9 ft
3:01.0,J. Noah misses 2-pt shot from 16 ft,,35-54,,
3:00.0,Offensive rebound by T. Gibson,,35-54,,
3:00.0,Shooting foul by R. Covington (drawn by T. Gibson),,35-54,,
3:00.0,T. Gibson misses free throw 1 of 2,,35-54,,
3:00.0,Offensive rebound by Team,,35-54,,
3:00.0,,,35-54,,J. Sampson enters the game for N. Stauskas
3:00.0,T. Gibson makes free throw 2 of 2,1,36-54,,
2:49.0,,,36-56,2,H. Thompson makes 2-pt shot from 2 ft (assist by J. Sampson)
2:37.0,D. McDermott misses 2-pt shot from 15 ft,,36-56,,
2:35.0,Offensive rebound by J. Butler,,36-56,,
2:32.0,,,36-56,,Personal foul by H. Thompson (drawn by J. Butler)
2:32.0,Official timeout,,36-56,,
2:32.0,,,36-56,,C. Landry enters the game for R. Covington
2:32.0,J. Butler makes free throw 1 of 2,1,37-56,,
2:32.0,J. Butler makes free throw 2 of 2,1,38-56,,
2:20.0,Personal foul by D. McDermott (drawn by J. Sampson),,38-56,,
2:20.0,,,38-57,1,J. Sampson makes free throw 1 of 2
2:20.0,,,38-58,1,J. Sampson makes free throw 2 of 2
2:02.0,E. Moore misses 2-pt shot from 15 ft,,38-58,,
2:01.0,Offensive rebound by T. Gibson,,38-58,,
1:59.0,Turnover by J. Noah (offensive goaltending),,38-58,,
1:59.0,,,38-58,,J. Okafor enters the game for R. Holmes
1:59.0,,,38-58,,R. Covington enters the game for J. Sampson
1:40.0,,,38-58,,I. Smith misses 2-pt shot from 9 ft
1:38.0,Defensive rebound by E. Moore,,38-58,,
1:29.0,T. Gibson makes 2-pt shot from 15 ft (assist by J. Butler),2,40-58,,
1:18.0,,,40-58,,Turnover by H. Thompson (bad pass; steal by J. Butler)
1:17.0,,,40-58,,Personal foul by R. Covington (drawn by J. Butler)
1:17.0,J. Butler makes free throw 1 of 2,1,41-58,,
1:17.0,J. Butler makes free throw 2 of 2,1,42-58,,
1:03.0,,,42-58,,H. Thompson misses 3-pt shot from 25 ft
1:01.0,Defensive rebound by J. Butler,,42-58,,
0:53.0,Shooting foul by C. Landry (drawn by T. Gibson),,42-58,,
0:53.0,T. Snell enters the game for D. McDermott,,42-58,,
0:53.0,J. Butler makes free throw 1 of 2,1,43-58,,
0:53.0,J. Butler makes free throw 2 of 2,1,44-58,,
0:52.0,Personal foul by E. Moore (drawn by I. Smith),,44-58,,
0:52.0,,,44-59,1,I. Smith makes free throw 1 of 2
0:52.0,,,44-59,,J. Sampson enters the game for J. Okafor
0:52.0,,,44-59,,R. Holmes enters the game for H. Thompson
0:52.0,,,44-60,1,I. Smith makes free throw 2 of 2
0:33.0,J. Butler makes 2-pt shot from 17 ft,2,46-60,,
0:32.0,,,46-60,,Philadelphia full timeout
0:32.0,,,46-60,,H. Thompson enters the game for R. Covington
0:32.0,,,46-60,,J. Okafor enters the game for J. Sampson
0:32.0,,,46-60,,R. Covington enters the game for R. Holmes
0:32.0,,,46-60,,Violation by Team (delay of game)
0:14.0,,,46-60,,C. Landry misses 3-pt shot from 26 ft
0:12.0,,,46-60,,Offensive rebound by I. Smith
0:01.0,,,46-62,2,I. Smith makes 2-pt shot from 20 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,46-62,,J. Okafor misses 2-pt shot from 9 ft
11:39.0,Defensive rebound by K. Hinrich,,46-62,,
11:27.0,Turnover by N. Mirotic (bad pass; steal by J. Okafor),,46-62,,
11:17.0,,,46-65,3,N. Stauskas makes 3-pt shot from 25 ft (assist by J. Okafor)
11:02.0,Turnover by N. Mirotic (bad pass; steal by J. Sampson),,46-65,,
11:00.0,Personal foul by J. Butler (drawn by N. Stauskas),,46-65,,
10:47.0,,,46-65,,Turnover by N. Stauskas (lost ball; steal by J. Noah)
10:38.0,J. Butler misses 3-pt shot from 25 ft,,46-65,,
10:37.0,,,46-65,,Defensive rebound by N. Noel
10:33.0,Shooting block foul by N. Mirotic (drawn by J. Sampson),,46-65,,
10:33.0,,,46-65,,J. Sampson misses free throw 1 of 2
10:33.0,,,46-65,,Offensive rebound by Team
10:33.0,,,46-66,1,J. Sampson makes free throw 2 of 2
10:24.0,Shooting foul by J. Okafor (drawn by J. Butler),,46-66,,
10:24.0,J. Butler makes free throw 1 of 2,1,47-66,,
10:24.0,J. Butler makes free throw 2 of 2,1,48-66,,
10:07.0,,,48-66,,I. Smith misses 2-pt shot from 4 ft
10:05.0,,,48-66,,Offensive rebound by N. Noel
10:05.0,,,48-66,,N. Noel misses 2-pt shot from 1 ft
10:04.0,Defensive rebound by N. Mirotic,,48-66,,
9:52.0,T. Gibson misses 2-pt shot from 2 ft,,48-66,,
9:51.0,Offensive rebound by J. Noah,,48-66,,
9:50.0,J. Noah misses 2-pt shot from 1 ft,,48-66,,
9:48.0,,,48-66,,Defensive rebound by N. Stauskas
9:45.0,,,48-66,,Philadelphia full timeout
9:33.0,,,48-66,,I. Smith misses 2-pt shot from 8 ft
9:31.0,Defensive rebound by J. Butler,,48-66,,
9:12.0,N. Mirotic makes 2-pt shot from 5 ft (assist by J. Butler),2,50-66,,
8:48.0,,,50-68,2,I. Smith makes 2-pt shot from 21 ft (assist by J. Okafor)
8:31.0,J. Butler makes 2-pt shot from 14 ft,2,52-68,,
8:08.0,,,52-68,,J. Okafor misses 2-pt shot from 8 ft
8:05.0,Defensive rebound by J. Noah,,52-68,,
7:59.0,N. Mirotic makes 3-pt shot from 26 ft (assist by J. Noah),3,55-68,,
7:39.0,,,55-68,,N. Stauskas misses 2-pt shot from 1 ft
7:37.0,Defensive rebound by J. Noah,,55-68,,
7:25.0,N. Mirotic misses 2-pt shot from 3 ft,,55-68,,
7:24.0,Offensive rebound by T. Gibson,,55-68,,
7:20.0,Offensive charge foul by N. Mirotic,,55-68,,
7:20.0,Turnover by N. Mirotic (offensive foul),,55-68,,
7:20.0,,,55-68,,C. Landry enters the game for J. Okafor
7:04.0,,,55-68,,I. Smith misses 2-pt shot from 15 ft
7:03.0,Defensive rebound by J. Noah,,55-68,,
6:57.0,,,55-68,,Personal foul by C. Landry (drawn by T. Gibson)
6:42.0,N. Mirotic misses 2-pt shot from 2 ft,,55-68,,
6:39.0,Offensive rebound by J. Noah,,55-68,,
6:39.0,J. Noah makes 2-pt shot from 2 ft,2,57-68,,
6:39.0,,,57-68,,Technical foul by Team
6:39.0,J. Butler misses technical free throw,,57-68,,
6:39.0,,,57-68,,Offensive rebound by Team
6:23.0,,,57-71,3,N. Stauskas makes 3-pt shot from 23 ft (assist by I. Smith)
6:04.0,T. Gibson misses 2-pt shot from 14 ft,,57-71,,
6:02.0,,,57-71,,Defensive rebound by J. Sampson
5:59.0,D. McDermott enters the game for N. Mirotic,,57-71,,
5:59.0,Jump ball: J. Butler vs. J. Sampson,,,,Jump ball: J. Butler vs. J. Sampson
5:59.0,,,57-71,,Turnover by J. Sampson (lost ball; steal by J. Butler)
5:58.0,,,57-71,,R. Covington enters the game for J. Sampson
5:51.0,Shooting foul by C. Landry (drawn by J. Butler),,57-71,,
5:51.0,J. Butler makes free throw 1 of 2,1,58-71,,
5:51.0,J. Butler makes free throw 2 of 2,1,59-71,,
5:34.0,,,59-71,,Turnover by C. Landry (bad pass)
5:24.0,K. Hinrich makes 3-pt shot from 25 ft (assist by J. Noah),3,62-71,,
5:11.0,,,62-71,,I. Smith misses 2-pt shot from 18 ft
5:09.0,Defensive rebound by J. Noah,,62-71,,
5:02.0,D. McDermott makes 2-pt shot from 19 ft (assist by J. Noah),2,64-71,,
4:45.0,,,64-71,,Turnover by C. Landry (traveling)
4:45.0,,,64-71,,H. Thompson enters the game for N. Stauskas
4:39.0,,,64-71,,Personal foul by R. Covington (drawn by J. Butler)
4:33.0,K. Hinrich misses 3-pt shot from 25 ft,,64-71,,
4:32.0,Offensive rebound by J. Butler,,64-71,,
4:21.0,J. Noah misses 2-pt shot from 17 ft,,64-71,,
4:18.0,Offensive rebound by T. Gibson,,64-71,,
4:13.0,J. Noah misses 2-pt shot from 2 ft,,64-71,,
4:11.0,Offensive rebound by D. McDermott,,64-71,,
4:11.0,D. McDermott makes 2-pt shot from 2 ft,2,66-71,,
3:53.0,,,66-71,,Shooting foul by J. Butler (drawn by R. Covington)
3:53.0,,,66-72,1,R. Covington makes free throw 1 of 2
3:53.0,,,66-72,,R. Covington misses free throw 2 of 2
3:52.0,,,66-72,,Offensive rebound by R. Covington
3:48.0,,,66-72,,R. Covington misses 3-pt shot from 27 ft
3:47.0,Defensive rebound by J. Noah,,66-72,,
3:41.0,D. McDermott misses 3-pt shot from 24 ft,,66-72,,
3:39.0,Offensive rebound by Team,,66-72,,
3:39.0,Chicago full timeout,,66-72,,
3:39.0,N. Mirotic enters the game for T. Gibson,,66-72,,
3:39.0,,,66-72,,N. Stauskas enters the game for C. Landry
3:31.0,J. Butler misses 2-pt shot from 1 ft,,66-72,,
3:29.0,Offensive rebound by J. Noah,,66-72,,
3:29.0,J. Noah makes 2-pt shot from 1 ft,2,68-72,,
3:06.0,,,68-72,,H. Thompson misses 3-pt shot from 25 ft
3:05.0,,,68-72,,Offensive rebound by R. Covington
2:57.0,,,68-74,2,I. Smith makes 2-pt shot from 1 ft (assist by N. Stauskas)
2:52.0,,,68-74,,Personal foul by H. Thompson (drawn by N. Mirotic)
2:52.0,N. Mirotic makes free throw 1 of 2,1,69-74,,
2:52.0,,,69-74,,T. McConnell enters the game for I. Smith
2:52.0,,,69-74,,J. Okafor enters the game for N. Noel
2:52.0,E. Moore enters the game for K. Hinrich,,69-74,,
2:52.0,N. Mirotic makes free throw 2 of 2,1,70-74,,
2:33.0,,,70-74,,R. Covington misses 3-pt shot from 25 ft
2:32.0,Defensive rebound by D. McDermott,,70-74,,
2:18.0,D. McDermott misses 2-pt shot from 4 ft,,70-74,,
2:17.0,,,70-74,,Defensive rebound by Team
2:00.0,,,70-74,,N. Stauskas misses 2-pt shot from 2 ft (block by N. Mirotic)
1:59.0,Defensive rebound by N. Mirotic,,70-74,,
1:52.0,Turnover by J. Noah (bad pass; steal by N. Stauskas),,70-74,,
1:46.0,,,70-74,,R. Covington misses 2-pt shot from 3 ft
1:43.0,Defensive rebound by J. Noah,,70-74,,
1:40.0,Turnover by J. Noah (bad pass; steal by T. McConnell),,70-74,,
1:29.0,,,70-74,,R. Covington misses 3-pt shot from 22 ft
1:28.0,Defensive rebound by J. Butler,,70-74,,
1:24.0,,,70-74,,Personal foul by H. Thompson (drawn by J. Butler)
1:24.0,J. Butler makes free throw 1 of 2,1,71-74,,
1:24.0,J. Butler makes free throw 2 of 2,1,72-74,,
1:08.0,,,72-74,,J. Okafor misses 2-pt shot from 17 ft
1:06.0,,,72-74,,Offensive rebound by R. Covington
1:04.0,,,72-76,2,R. Covington makes 2-pt shot from 6 ft
0:49.0,J. Butler misses 2-pt shot from 6 ft,,72-76,,
0:47.0,Offensive rebound by J. Butler,,72-76,,
0:40.0,Turnover by N. Mirotic (lost ball; steal by R. Covington),,72-76,,
0:37.0,,,72-76,,Shooting foul by D. McDermott (drawn by R. Covington)
0:37.0,,,72-77,1,R. Covington makes free throw 1 of 2
0:37.0,,,72-77,,J. Sampson enters the game for H. Thompson
0:37.0,,,72-78,1,R. Covington makes free throw 2 of 2
0:27.0,E. Moore makes 2-pt shot from 8 ft,2,74-78,,
0:11.0,,,74-78,,Shooting foul by J. Butler (drawn by N. Stauskas)
0:11.0,,,74-78,,N. Stauskas misses free throw 1 of 2
0:11.0,,,74-78,,Offensive rebound by Team
0:11.0,,,74-79,1,N. Stauskas makes free throw 2 of 2
0:03.0,J. Butler makes 3-pt shot from 25 ft,3,77-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,J. Butler misses 2-pt shot from 3 ft (block by J. Okafor),,77-79,,
11:38.0,,,77-79,,Defensive rebound by R. Covington
11:33.0,,,77-82,3,R. Covington makes 3-pt shot from 23 ft (assist by J. Sampson)
11:18.0,N. Mirotic misses 3-pt shot from 23 ft,,77-82,,
11:17.0,,,77-82,,Defensive rebound by T. McConnell
11:11.0,,,77-84,2,T. McConnell makes 2-pt shot from 5 ft
11:10.0,Chicago full timeout,,77-84,,
11:10.0,B. Portis enters the game for N. Mirotic,,77-84,,
10:52.0,J. Butler misses 2-pt shot from 2 ft,,77-84,,
10:49.0,Offensive rebound by Team,,77-84,,
10:48.0,,,77-84,,Personal foul by J. Sampson (drawn by J. Butler)
10:41.0,Turnover by J. Butler (lost ball; steal by R. Covington),,77-84,,
10:41.0,Jump ball: R. Covington vs. T. Gibson (N. Stauskas gains possession),,,,Jump ball: R. Covington vs. T. Gibson (N. Stauskas gains possession)
10:17.0,,,77-87,3,R. Covington makes 3-pt shot from 24 ft (assist by N. Stauskas)
10:01.0,J. Butler makes 2-pt shot from 2 ft,2,79-87,,
9:43.0,,,79-87,,Turnover by T. McConnell (bad pass; steal by D. McDermott)
9:39.0,D. McDermott makes 2-pt shot at rim,2,81-87,,
9:19.0,,,81-90,3,R. Covington makes 3-pt shot from 25 ft (assist by N. Stauskas)
9:06.0,J. Butler misses 2-pt shot from 21 ft,,81-90,,
9:04.0,,,81-90,,Defensive rebound by T. McConnell
8:57.0,,,81-90,,Turnover by T. McConnell (lost ball; steal by T. Gibson)
8:54.0,,,81-90,,Personal foul by R. Covington (drawn by J. Butler)
8:54.0,,,81-90,,H. Thompson enters the game for J. Sampson
8:54.0,T. Snell enters the game for B. Portis,,81-90,,
8:45.0,D. McDermott makes 2-pt shot from 4 ft (assist by J. Butler),2,83-90,,
8:31.0,,,83-92,2,H. Thompson makes 2-pt shot at rim
8:15.0,J. Butler makes 2-pt shot at rim,2,85-92,,
8:02.0,,,85-92,,N. Stauskas misses 2-pt shot from 5 ft
8:00.0,Defensive rebound by T. Gibson,,85-92,,
7:47.0,J. Butler makes 2-pt shot from 6 ft,2,87-92,,
7:41.0,,,87-92,,Philadelphia full timeout
7:41.0,,,87-92,,I. Smith enters the game for T. McConnell
7:41.0,K. Hinrich enters the game for T. Snell,,87-92,,
7:25.0,,,87-95,3,R. Covington makes 3-pt shot from 26 ft (assist by I. Smith)
7:07.0,J. Butler misses 2-pt shot from 3 ft,,87-95,,
7:04.0,,,87-95,,Defensive rebound by R. Covington
6:49.0,,,87-95,,Turnover by J. Okafor (traveling)
6:30.0,J. Butler makes 2-pt shot from 10 ft,2,89-95,,
