time,Denver,pts.away,score,pts.home,San Antonio
3:48.0,,,93-107,3,D. Green makes 3-pt shot from 25 ft (assist by K. Leonard)
3:29.0,N. Jokic misses 2-pt shot from 2 ft (block by T. Duncan),,93-107,,
3:28.0,,,93-107,,Defensive rebound by T. Duncan
3:19.0,,,93-107,,K. Leonard misses 2-pt shot from 18 ft
3:18.0,Defensive rebound by N. Jokic,,93-107,,
3:01.0,N. Jokic makes 3-pt shot from 23 ft (assist by D. Gallinari),3,96-107,,
2:41.0,,,96-109,2,T. Parker makes 2-pt shot from 9 ft
2:31.0,E. Mudiay misses 2-pt shot from 9 ft,,96-109,,
2:30.0,,,96-109,,Defensive rebound by L. Aldridge
2:16.0,,,96-109,,L. Aldridge misses 2-pt shot from 18 ft
2:15.0,Defensive rebound by D. Gallinari,,96-109,,
2:07.0,D. Gallinari misses 2-pt shot from 2 ft,,96-109,,
2:05.0,,,96-109,,Defensive rebound by Team
2:05.0,Jump ball: T. Duncan vs. D. Gallinari (K. Leonard gains possession),,,,Jump ball: T. Duncan vs. D. Gallinari (K. Leonard gains possession)
1:42.0,,,96-109,,L. Aldridge misses 2-pt shot from 5 ft (block by N. Jokic)
1:41.0,,,96-109,,Offensive rebound by L. Aldridge
1:40.0,,,96-109,,L. Aldridge misses 2-pt shot from 3 ft (block by N. Jokic)
1:38.0,,,96-109,,Offensive rebound by T. Duncan
1:36.0,,,96-109,,T. Parker misses 3-pt shot from 24 ft
1:35.0,Defensive rebound by D. Gallinari,,96-109,,
1:24.0,Shooting foul by T. Duncan (drawn by D. Gallinari),,96-109,,
1:24.0,D. Gallinari makes free throw 1 of 2,1,97-109,,
1:24.0,,,97-109,,B. Diaw enters the game for T. Duncan
1:24.0,,,97-109,,P. Mills enters the game for D. Green
1:24.0,D. Gallinari makes free throw 2 of 2,1,98-109,,
1:04.0,,,98-109,,P. Mills misses 2-pt shot from 19 ft
1:03.0,Defensive rebound by K. Faried,,98-109,,
0:54.0,K. Faried misses 2-pt shot from 20 ft,,98-109,,
0:54.0,,,98-109,,Defensive rebound by T. Parker
0:33.0,,,98-109,,B. Diaw misses 2-pt shot from 16 ft
0:32.0,Defensive rebound by E. Mudiay,,98-109,,
0:18.0,G. Harris misses 3-pt shot from 26 ft,,98-109,,
0:17.0,,,98-109,,Defensive rebound by L. Aldridge
0:00.0,End of 4th quarter,,,,End of 4th quarter
